# location=Paris lat=48.86 lon=2.35 baseline=1991-2020
scenario,time,mean,min,max
historical,1950-07-01,-1.0834708611170452,-2.19795560836792,-0.5083278020222982
historical,1951-07-01,-1.0424441993236542,-1.7873388528823853,-0.5410408973693848
historical,1952-07-01,-0.9721403837203979,-1.7512490272521972,-0.693206787109375
historical,1953-07-01,-0.8093961238861084,-1.6155622482299805,-0.18270187377929686
historical,1954-07-01,-0.8272274017333985,-1.7637504577636718,-0.057210540771484374
historical,1955-07-01,-0.6277437686920166,-1.6018047332763672,0.22167625427246093
historical,1956-07-01,-0.6154218673706054,-1.8042510986328124,0.5165458679199219
historical,1957-07-01,-0.6068897247314453,-1.7679677963256837,0.3938169479370117
historical,1958-07-01,-0.6571554660797119,-1.479891586303711,0.2650001525878906
historical,1959-07-01,-0.625605010986328,-1.3547496795654297,0.24947948455810548
historical,1960-07-01,-0.7669677734375,-1.4346803665161132,0.056244850158691406
historical,1961-07-01,-0.6920946598052978,-1.4808320999145508,-0.015457344055175782
historical,1962-07-01,-0.7521187782287597,-1.5687374114990233,-0.022541618347167967
historical,1963-07-01,-0.8620711803436278,-2.246022605895996,-0.008618545532226563
historical,1964-07-01,-0.8905383110046388,-2.1329071044921877,-0.09619178771972656
historical,1965-07-01,-0.9279334068298339,-2.428570556640625,-0.04760532379150391
historical,1966-07-01,-1.0568350315093995,-2.4651622772216797,-0.2351224899291992
historical,1967-07-01,-1.06382098197937,-2.6022197723388674,-0.005124855041503906
historical,1968-07-01,-0.965909767150879,-2.108793830871582,0.06101284027099609
historical,1969-07-01,-0.8807492256164551,-2.2187736511230467,-0.06218719482421875
historical,1970-07-01,-1.0075361728668213,-2.1755226135253904,-0.10432624816894531
historical,1971-07-01,-0.8624029159545898,-2.2551918029785156,0.043987274169921875
historical,1972-07-01,-0.7643434524536132,-2.0199440002441404,0.07266921997070312
historical,1973-07-01,-0.7362530708312989,-2.0168621063232424,0.11697807312011718
historical,1974-07-01,-0.814906930923462,-1.9967943191528321,0.00038013458251953127
historical,1975-07-01,-0.6945268154144287,-1.7887840270996094,-0.07644901275634766
historical,1976-07-01,-0.7584699630737304,-1.6356346130371093,-0.20203704833984376
historical,1977-07-01,-0.7142445564270019,-1.6670021057128905,-0.10089378356933594
historical,1978-07-01,-0.5701915264129639,-1.6043693542480468,0.2136148452758789
historical,1979-07-01,-0.5545289993286133,-1.5564363479614258,0.22710056304931642
historical,1980-07-01,-0.4575209617614746,-1.3229955673217773,0.35221157073974607
historical,1981-07-01,-0.4712082862854004,-1.5783966064453125,0.5997264862060547
historical,1982-07-01,-0.5765007972717285,-1.6990911483764648,0.4449602127075195
historical,1983-07-01,-0.676511001586914,-1.686222457885742,0.2456890106201172
historical,1984-07-01,-0.6730626583099366,-1.5950094223022462,0.3404104232788086
historical,1985-07-01,-0.5397834777832031,-1.7988964080810548,0.3065328598022461
historical,1986-07-01,-0.42987608909606934,-1.678407859802246,0.27363128662109376
historical,1987-07-01,-0.3839089870452881,-1.610687255859375,0.29305572509765626
