# location=New York lat=40.71 lon=-74.01 baseline=1991-2020
scenario,time,mean,min,max
historical,1950-07-01,-0.8441986242930094,-1.0418335596720378,-0.6823053359985352
historical,1951-07-01,-0.8876124620437622,-1.0186717510223389,-0.7622206211090088
historical,1952-07-01,-0.8308518886566163,-1.0325695037841798,-0.4550487518310547
historical,1953-07-01,-0.8511362552642823,-1.202469825744629,-0.40539302825927737
historical,1954-07-01,-0.8274487972259521,-1.2139663696289062,-0.24367122650146483
historical,1955-07-01,-0.7859055995941162,-1.2342025756835937,-0.21559810638427734
historical,1956-07-01,-0.6527656555175781,-1.1693572998046875,-0.0236907958984375
historical,1957-07-01,-0.581765079498291,-0.9386859893798828,-0.19010467529296876
historical,1958-07-01,-0.6203792572021485,-0.9262054443359375,-0.19548397064208983
historical,1959-07-01,-0.6709426403045655,-1.0491138458251954,-0.4027364730834961
historical,1960-07-01,-0.7435777664184571,-1.3680265426635743,-0.39066524505615235
historical,1961-07-01,-0.8086945056915283,-1.5297208786010743,-0.46578521728515626
historical,1962-07-01,-1.051947546005249,-1.6017137527465821,-0.5651870727539062
historical,1963-07-01,-1.0580755710601806,-1.548377227783203,-0.39716224670410155
historical,1964-07-01,-0.9936117649078369,-1.4630821228027344,-0.20992622375488282
historical,1965-07-01,-0.984878945350647,-1.6045422554016113,-0.0743194580078125
historical,1966-07-01,-0.7971981763839722,-1.436041259765625,0.1011383056640625
historical,1967-07-01,-0.6973170757293701,-1.1242671966552735,-0.06441078186035157
historical,1968-07-01,-0.6317733764648438,-1.0213491439819335,-0.09967193603515626
historical,1969-07-01,-0.5367919921875,-0.9119867324829102,-0.05207061767578125
historical,1970-07-01,-0.542309021949768,-0.8107488632202149,-0.1626413345336914
historical,1971-07-01,-0.8568820238113404,-1.222164249420166,-0.32930908203125
historical,1972-07-01,-0.798323106765747,-1.0704395294189453,-0.43621826171875
historical,1973-07-01,-0.7945520877838135,-1.3224088668823242,-0.3648521423339844
historical,1974-07-01,-0.7461654663085937,-1.3497322082519532,-0.3840827941894531
historical,1975-07-01,-0.6197275161743163,-1.0149463653564452,-0.28038368225097654
historical,1976-07-01,-0.6561272621154786,-1.0560028076171875,-0.3559579849243164
historical,1977-07-01,-0.7013408184051514,-1.0225149154663087,-0.31853370666503905
historical,1978-07-01,-0.6109233856201172,-0.9689874649047852,-0.1400074005126953
historical,1979-07-01,-0.772220754623413,-1.0449258804321289,-0.19000892639160155
historical,1980-07-01,-0.8992918491363526,-1.4060184478759765,-0.05724887847900391
historical,1981-07-01,-0.9308337926864624,-1.5697457313537597,0.03029937744140625
historical,1982-07-01,-0.9639304161071778,-1.7935846328735352,-0.09602108001708984
historical,1983-07-01,-1.1388662338256836,-1.8608346939086915,-0.09350147247314453
historical,1984-07-01,-1.1001044750213622,-1.799894142150879,-0.2817232131958008
historical,1985-07-01,-1.083668828010559,-1.7250319480895997,-0.4280864715576172
historical,1986-07-01,-0.7696373462677002,-1.2833385467529297,-0.20916156768798827
historical,1987-07-01,-0.5928997278213501,-1.0096038818359374,-0.07615890502929687
historical,1988-07-01,-0.4130584478378296,-0.751186466217041,-0.1697612762451172
historical,1989-07-01,-0.4488061189651489,-0.5731698036193847,-0.3083492279052734
historical,1990-07-01,-0.5304247856140136,-0.7082244873046875,-0.42121181488037107
historical,1991-07-01,-0.6878610134124756,-0.827022933959961,-0.48309974670410155
historical,1992-07-01,-0.7339777946472168,-1.0861135482788087,-0.43495883941650393
historical,1993-07-01,-0.8373665332794189,-1.2541149139404297,-0.4343769073486328
historical,1994-07-01,-0.8080513954162598,-1.0297658920288086,-0.6074567794799804
historical,1995-07-01,-0.5507241249084474,-0.7757823944091797,-0.3238080978393555
historical,1996-07-01,-0.54631028175354,-0.9066417694091797,-0.2719148635864258
historical,1997-07-01,-0.505442762374878,-0.9349620819091797,-0.1278057098388672
historical,1998-07-01,-0.4687775135040283,-0.9528167724609375,-0.04087123870849609
