iso3;role;other_qid;other_label;from_year;to_year;detail_item_qid;detail_item_label;other_label_en;detail_item_label_en
SWE;as_colonizer;Q209634;Härnösand;http;1873;Q10531730;Härnö Parish;Härnösand Municipality;Härnö Parish
SWE;as_colonizer;Q209634;Härnösand;1863;1872;Q10531731;Q10531731;Härnösand Municipality;
SWE;as_colonizer;Q209634;Härnösand;1400;1873;Q10531746;Q10531746;Härnösand Municipality;
SWE;as_colonizer;Q209634;Härnösand;1585;1970;Q10531751;Härnösand Town;Härnösand Municipality;Härnösand Town
SWE;as_colonizer;Q500125;Härryda;1863;1951;Q10531759;Q10531759;Härryda Municipality;
SWE;as_colonizer;Q502298;Landskrona;1863;1973;Q10531771;Härslöv municipality;Landskrona Municipality;Härslöv municipality
SWE;as_colonizer;Q506250;Município de Estocolmo;1926;1948;Q10531788;Q10531788;Stockholm;
SWE;as_colonizer;Q504983;Timrå;1863;1970;Q10531801;Q10531801;Timrå Municipality;
SWE;as_colonizer;Q512035;Eksjö;1863;1951;Q10531809;Q10531809;Eksjö Municipality;
SWE;as_colonizer;Q508125;Hässleholm;1901;1913;Q10531825;Hässleholm Town;Hässleholm Municipality;Hässleholm Town
SWE;as_colonizer;Q508125;Hässleholm;1914;1970;Q10531826;Q10531826;Hässleholm Municipality;
SWE;as_colonizer;Q487648;Helsingborg;1863;1951;Q10531836;Q10531836;Helsingborg Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;1863;1970;Q10531910;Q10531910;Norrtälje Municipality;
SWE;as_colonizer;Q503180;comuna da Finspång;1952;1970;Q10531913;Q10531913;Finspång Municipality;
SWE;as_colonizer;Q113673;comuna da Upplands-Bro;1863;1951;Q10531958;Q10531958;Upplands-Bro Municipality;
SWE;as_colonizer;Q511253;Håbo;1952;1970;Q10531961;Håbo Rural Municipality;Håbo Municipality;Håbo Rural Municipality
SWE;as_colonizer;Q503132;Dals-Ed;1863;1951;Q10531966;Q10531966;Dals-Ed Municipality;
SWE;as_colonizer;Q389040;Munkedal;1863;1951;Q10531972;Q10531972;Munkedal Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10531976;Q10531976;Svenljunga Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10532018;Q10532018;Falköping Municipality;
SWE;as_colonizer;Q498470;comuna da Ale;1863;1951;Q10532024;Q10532024;Ale Municipality;
SWE;as_colonizer;Q503148;Grästorp;1863;1951;Q10532034;Q10532034;Grästorp Municipality;
SWE;as_colonizer;Q510198;Tierp;1863;1973;Q10532064;Hållnäs Municipality;Tierp Municipality;Hållnäs Municipality
SWE;as_colonizer;Q511394;comuna da Kungälv;1863;1951;Q10532078;Q10532078;Kungälv Municipality;
SWE;as_colonizer;Q280562;Värnamo;1863;1951;Q10551755;Q10551755;Värnamo Municipality;
SWE;as_colonizer;Q338752;Orust;1863;1951;Q10551765;Q10551765;Orust Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1966;Q10551856;Kärna landskommun;Linköping Municipality;Kärna landskommun
SWE;as_colonizer;Q501532;comuna da Strängnäs;http;1966;Q10551864;Kärnbo church parish;Strängnäs Municipality;Kärnbo church parish
SWE;as_colonizer;Q501532;comuna da Strängnäs;1863;1951;Q10551865;Q10551865;Strängnäs Municipality;
SWE;as_colonizer;Q34550;Västerås;1863;1951;Q10551894;Q10551894;Västerås Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;1863;1951;Q10551929;Q10551929;Ulricehamn Municipality;
SWE;as_colonizer;Q515299;Kinda;1863;1951;Q10551947;Q10551947;Kinda Municipality;
SWE;as_colonizer;Q513370;Kävlinge;1946;1970;Q10551960;Q10551960;Kävlinge Municipality;
SWE;as_colonizer;Q513370;Kävlinge;1863;1945;Q10551962;Q10551962;Kävlinge Municipality;
SWE;as_colonizer;Q509609;Gnosjö;1863;1951;Q10551970;Q10551970;Gnosjö Municipality;
SWE;as_colonizer;Q504227;Svalöv;1863;1968;Q10551985;Q10551985;Svalöv Municipality;
SWE;as_colonizer;Q515358;Lidköping;1952;1968;Q10552000;Q10552000;Lidköping Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1951;Q10552002;Q10552002;Lidköping Municipality;
SWE;as_colonizer;Q511270;Mölndal;1863;1970;Q10552013;Q10552013;Mölndal Municipality;
SWE;as_colonizer;Q505259;Gislaved;1863;1951;Q10552020;Q10552020;Gislaved Municipality;
SWE;as_colonizer;Q504235;Ljungby;1863;1951;Q10552033;Q10552033;Ljungby Municipality;
SWE;as_colonizer;Q501526;comuna da Vallentuna;1863;1951;Q10552067;Q10552067;Vallentuna Municipality;
SWE;as_colonizer;Q508168;Falkenberg;1863;1951;Q10552103;Q10552103;Falkenberg Municipality;
SWE;as_colonizer;Q498447;Eda;1863;1970;Q10552117;Q10552117;Eda Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;1863;1951;Q10552122;Q10552122;Ulricehamn Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;1863;1951;Q10552126;Q10552126;Ulricehamn Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10552175;Q10552175;Kristianstad Municipality;
SWE;as_colonizer;Q42009;Köping;1863;1918;Q10552187;Q10552187;Köping Municipality;
SWE;as_colonizer;Q509546;Borgholm;1863;1951;Q10552189;Q10552189;Borgholm Municipality;
SWE;as_colonizer;Q42009;Köping;http;1919;Q10552190;Q10552190;Köping Municipality;
SWE;as_colonizer;Q42009;Köping;1474;1970;Q10552193;Köping;Köping Municipality;Köping
SWE;as_colonizer;Q509546;Borgholm;1952;1968;Q10552198;Q10552198;Borgholm Municipality;
SWE;as_colonizer;Q513370;Kävlinge;1863;1951;Q10552866;Q10552866;Kävlinge Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1863;1951;Q10518125;Q10518125;Eslöv Municipality;
SWE;as_colonizer;Q514805;Nordanstig;1863;1973;Q10518178;Q10518178;Nordanstig Municipality;
SWE;as_colonizer;Q504692;Halmstad;1863;1973;Q10518224;Harplinge municipality;Halmstad Municipality;Harplinge municipality
SWE;as_colonizer;Q513370;Kävlinge;1952;1968;Q10518293;Q10518293;Kävlinge Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1952;1968;Q10518293;Q10518293;Eslöv Municipality;
SWE;as_colonizer;Q267030;Mjölby;http;1892;Q10518331;Q10518331;Mjölby Municipality;
SWE;as_colonizer;Q267030;Mjölby;1863;1891;Q10518332;Harstad Rural Municipality;Mjölby Municipality;Harstad Rural Municipality
SWE;as_colonizer;Q267030;Mjölby;http;1892;Q10518333;Q10518333;Mjölby Municipality;
SWE;as_colonizer;Q514805;Nordanstig;1863;1973;Q10518431;Q10518431;Nordanstig Municipality;
SWE;as_colonizer;Q427422;Mariestad;1863;1887;Q10518465;Q10518465;Mariestad Municipality;
SWE;as_colonizer;Q427422;Mariestad;1888;1951;Q10518466;Q10518466;Mariestad Municipality;
SWE;as_colonizer;Q515266;Skurup;1863;1951;Q10518473;Q10518473;Skurup Municipality;
SWE;as_colonizer;Q427422;Mariestad;1952;1970;Q10518482;Q10518482;Mariestad Municipality;
SWE;as_colonizer;Q1128384;comuna da Karlskrona;1926;1973;Q10518489;Hasslö municipality;Karlskrona Municipality;Hasslö municipality
SWE;as_colonizer;Q1128384;comuna da Karlskrona;1888;1925;Q10518490;Q10518490;Karlskrona Municipality;
SWE;as_colonizer;Q487502;Laholm;1863;1951;Q10518503;Q10518503;Laholm Municipality;
SWE;as_colonizer;Q503167;comuna da Aneby;1863;1951;Q10518593;Q10518593;Aneby Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1970;Q10518608;Q10518608;Region Gotland;
SWE;as_colonizer;Q271107;Ånge;1863;1970;Q10518618;Q10518618;Ånge Municipality;
SWE;as_colonizer;Q293970;Ödeshög;1863;1951;Q10519076;Q10519076;Ödeshög Municipality;
SWE;as_colonizer;Q389040;Munkedal;1863;1951;Q10519096;Q10519096;Munkedal Municipality;
SWE;as_colonizer;Q513421;comuna da Härjedalen;1863;1973;Q10519097;Q10519097;Härjedalen Municipality;
SWE;as_colonizer;Q507684;Hedemora;1700;1960;Q10519117;Hedemora church parish;Hedemora Municipality;Hedemora church parish
SWE;as_colonizer;Q507684;Hedemora;1863;1966;Q10519119;Q10519119;Hedemora Municipality;
SWE;as_colonizer;Q507684;Hedemora;1446;1970;Q10519120;Q10519120;Hedemora Municipality;
SWE;as_colonizer;Q505102;Ystad;1863;1951;Q10519156;Q10519156;Ystad Municipality;
SWE;as_colonizer;Q510010;Gävle;1863;1968;Q10519160;Q10519160;Gävle Municipality;
SWE;as_colonizer;Q37462;Skinnskatteberg;1863;1951;Q10519243;Q10519243;Skinnskatteberg Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10519387;Q10519387;Region Gotland;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10519393;Q10519393;Region Gotland;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10519396;Q10519396;Region Gotland;
SWE;as_colonizer;Q501532;comuna da Strängnäs;1863;1951;Q10519512;Q10519512;Strängnäs Municipality;
SWE;as_colonizer;Q27982;Flen;1863;1951;Q10519542;Q10519542;Flen Municipality;
SWE;as_colonizer;Q500267;Nyköping;1863;1951;Q10519551;Q10519551;Nyköping Municipality;
SWE;as_colonizer;Q221990;Sollefteå;1863;1970;Q10519561;Q10519561;Sollefteå Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10520362;Q10520362;Region Gotland;
SWE;as_colonizer;Q487648;Helsingborg;1863;1918;Q10520551;Q10520551;Helsingborg Municipality;
SWE;as_colonizer;Q487648;Helsingborg;http;1919;Q10520558;Q10520558;Helsingborg Municipality;
SWE;as_colonizer;Q487648;Helsingborg;1085;1970;Q10520559;Helsingborg city;Helsingborg Municipality;Helsingborg city
SWE;as_colonizer;Q504219;comuna da Trelleborg;1863;1951;Q10521803;Q10521803;Trelleborg Municipality;
SWE;as_colonizer;Q500217;Växjö;1863;1940;Q10521807;Q10521807;Växjö Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1970;Q10521835;Q10521835;Region Gotland;
SWE;as_colonizer;Q503162;comuna da Alingsås;1863;1973;Q10521840;Q10521840;Alingsås Municipality;
SWE;as_colonizer;Q209634;Härnösand;1863;1951;Q10521858;Q10521858;Härnösand Municipality;
SWE;as_colonizer;Q511394;comuna da Kungälv;1952;1970;Q10522394;Q10522394;Kungälv Municipality;
SWE;as_colonizer;Q267030;Mjölby;1863;1951;Q10522611;Q10522611;Mjölby Municipality;
SWE;as_colonizer;Q501442;Uddevalla;1863;1951;Q10522690;Q10522690;Uddevalla Municipality;
SWE;as_colonizer;Q515969;Vadstena;1863;1951;Q10522693;Q10522693;Vadstena Municipality;
SWE;as_colonizer;Q503111;Herrljunga;1953;1970;Q10522720;Q10522720;Herrljunga Municipality;
SWE;as_colonizer;Q503111;Herrljunga;1863;1952;Q10522723;Q10522723;Herrljunga Municipality;
SWE;as_colonizer;Q515505;Uppvidinge;1863;1951;Q10522741;Q10522741;Uppvidinge Municipality;
SWE;as_colonizer;Q515282;Lekeberg;1863;1951;Q10523849;Q10523849;Lekeberg Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10524013;Q10524013;Svenljunga Municipality;
SWE;as_colonizer;Q492614;comuna da Ekerö;1863;1951;Q10524031;Q10524031;Ekerö Municipality;
SWE;as_colonizer;Q179180;Varberg;1952;1970;Q10524148;Q10524148;Varberg Municipality;
SWE;as_colonizer;Q487502;Laholm;1863;1973;Q10524546;Hishult municipality;Laholm Municipality;Hishult municipality
SWE;as_colonizer;Q428749;Hjo;1863;1951;Q10524739;Hjo Rural Municipality;Hjo Municipality;Hjo Rural Municipality
SWE;as_colonizer;Q428749;Hjo;1400;1970;Q10524740;Hjo Town;Hjo Municipality;Hjo Town
SWE;as_colonizer;945b189e2685630138e754354fbcaf05;945b189e2685630138e754354fbcaf05;http;1952;Q10524741;Hjo socken;;Hjo socken
SWE;as_colonizer;Q515477;Västervik;1863;1970;Q10524754;Q10524754;Västervik Municipality;
SWE;as_colonizer;Q182007;comuna da Alvesta;http;1956;Q10524777;Q10524777;Alvesta Municipality;
SWE;as_colonizer;Q182007;comuna da Alvesta;1863;1962;Q10524781;Q10524781;Alvesta Municipality;
SWE;as_colonizer;Q515373;comuna da Ronneby;1863;1951;Q10524783;Q10524783;Ronneby Municipality;
SWE;as_colonizer;Q220881;Hällefors;1863;1951;Q10524820;Q10524820;Hällefors Municipality;
SWE;as_colonizer;Q505239;Sävsjö;1863;1973;Q10524860;Hjälmseryd Municipality;Sävsjö Municipality;Hjälmseryd Municipality
SWE;as_colonizer;Q509568;Enköping;1863;1951;Q10524881;Q10524881;Enköping Municipality;
SWE;as_colonizer;Q501470;Töreboda;1863;1951;Q10524886;Q10524886;Töreboda Municipality;
SWE;as_colonizer;Q255206;Ängelholm;1863;1970;Q10524908;Q10524908;Ängelholm Municipality;
SWE;as_colonizer;Q307370;Östra Göinge;1863;1973;Q10524925;Hjärsås Municipality;Östra Göinge Municipality;Hjärsås Municipality
SWE;as_colonizer;Q505239;Sävsjö;http;1952;Q10524960;Q10524960;Sävsjö Municipality;
SWE;as_colonizer;Q505239;Sävsjö;1863;1951;Q10524961;Q10524961;Sävsjö Municipality;
SWE;as_colonizer;Q511241;Lilla Edet;1863;1951;Q10524970;Q10524970;Lilla Edet Municipality;
SWE;as_colonizer;Q374794;Gotland;1952;1970;Q10525000;Q10525000;Region Gotland;
SWE;as_colonizer;Q62464;Hofors;1925;1970;Q10525050;Q10525050;Hofors Municipality;
SWE;as_colonizer;Q513421;comuna da Härjedalen;1952;1973;Q10525065;Q10525065;Härjedalen Municipality;
SWE;as_colonizer;Q501424;comuna da Strömstad;1863;1951;Q10525066;Q10525066;Strömstad Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10525079;Q10525079;Region Gotland;
SWE;as_colonizer;Q267030;Mjölby;1863;1951;Q10525086;Q10525086;Mjölby Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1863;1951;Q10525280;Q10525280;Eslöv Municipality;
SWE;as_colonizer;Q2777887;Årjäng;1863;1970;Q10525286;Q10525286;Årjäng Municipality;
SWE;as_colonizer;Q511281;Götene;1863;1951;Q10525301;Q10525301;Götene Municipality;
SWE;as_colonizer;Q511281;Götene;http;1952;Q10525303;Q10525303;Götene Municipality;
SWE;as_colonizer;Q501438;Mellerud;1863;1951;Q10525324;Q10525324;Mellerud Municipality;
SWE;as_colonizer;Q504692;Halmstad;1863;1951;Q10525325;Q10525325;Halmstad Municipality;
SWE;as_colonizer;Q504994;Sundsvall;1863;1951;Q10525326;Q10525326;Sundsvall Municipality;
SWE;as_colonizer;Q509568;Enköping;1863;1951;Q10525327;Holm's country municipality;Enköping Municipality;Holm's country municipality
SWE;as_colonizer;Q507709;Umeå;1947;1970;Q10525341;Q10525341;Umeå Municipality;
SWE;as_colonizer;Q507709;Umeå;1918;;Q10525342;Q10525342;Umeå Municipality;
SWE;as_colonizer;Q507709;Umeå;1918;1946;Q10525343;Q10525343;Umeå Municipality;
SWE;as_colonizer;Q507709;Umeå;1925;1973;Q10525358;Q10525358;Umeå Municipality;
SWE;as_colonizer;Q511297;Vårgårda;1863;1951;Q10525509;Q10525509;Vårgårda Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10525516;Q10525516;Svenljunga Municipality;
SWE;as_colonizer;Q511297;Vårgårda;1863;1951;Q10526275;Q10526275;Vårgårda Municipality;
SWE;as_colonizer;Q500217;Växjö;1863;1951;Q10526363;Q10526363;Växjö Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10526372;Q10526372;Falköping Municipality;
SWE;as_colonizer;Q501452;Skövde;1863;1951;Q10526393;Q10526393;Skövde Municipality;
SWE;as_colonizer;Q515299;Kinda;1863;1951;Q10526394;Q10526394;Kinda Municipality;
SWE;as_colonizer;Q500153;Mark;1863;1970;Q10526437;Q10526437;Mark Municipality;
SWE;as_colonizer;Q507656;Piteå;1918;1966;Q10526469;Q10526469;Piteå Municipality;
SWE;as_colonizer;Q508153;comuna da Kalmar;1863;1951;Q10526514;Q10526514;Kalmar Municipality;
SWE;as_colonizer;Q505102;Ystad;1863;1951;Q10532281;Q10532281;Ystad Municipality;
SWE;as_colonizer;Q29963;Hudiksvall;1863;1951;Q10532351;Q10532351;Hudiksvall Municipality;
SWE;as_colonizer;Q513370;Kävlinge;1863;1951;Q10532352;Q10532352;Kävlinge Municipality;
SWE;as_colonizer;Q510233;Högsby;1863;1970;Q10532365;Q10532365;Högsby Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1863;1951;Q10532372;Q10532372;Eslöv Municipality;
SWE;as_colonizer;Q209634;Härnösand;1863;1968;Q10532381;Q10532381;Härnösand Municipality;
SWE;as_colonizer;Q509546;Borgholm;1863;1951;Q10532402;Q10532402;Borgholm Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10532417;Q10532417;Falköping Municipality;
SWE;as_colonizer;Q499441;Q499441;1863;1973;Q10532430;Q10532430;Färgelanda Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1952;1970;Q10532445;Q10532445;Svenljunga Municipality;
SWE;as_colonizer;Q508168;Falkenberg;1952;1970;Q10532445;Q10532445;Falkenberg Municipality;
SWE;as_colonizer;Q501442;Uddevalla;1863;1951;Q10532454;Q10532454;Uddevalla Municipality;
SWE;as_colonizer;Q255206;Ängelholm;1863;1951;Q10532468;Q10532468;Ängelholm Municipality;
SWE;as_colonizer;Q255206;Ängelholm;http;1952;Q10532469;Q10532469;Ängelholm Municipality;
SWE;as_colonizer;Q501459;Tidaholm;1952;1973;Q10532505;Hökensås municipality;Tidaholm Municipality;Hökensås municipality
SWE;as_colonizer;Q382808;Ulricehamn;1952;1973;Q10532507;Q10532507;Ulricehamn Municipality;
SWE;as_colonizer;Q59093;Östhammar;http;1957;Q10532512;Q10532512;Östhammar Municipality;
SWE;as_colonizer;Q59093;Östhammar;1863;1951;Q10532513;Q10532513;Östhammar Municipality;
SWE;as_colonizer;Q511338;Vellinge;1863;1951;Q10532524;Q10532524;Vellinge Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;1863;1970;Q10532545;Hölö Municipality;Södertälje Municipality;Hölö Municipality
SWE;as_colonizer;Q501459;Tidaholm;1863;1951;Q10532552;Q10532552;Tidaholm Municipality;
SWE;as_colonizer;Q504619;Hörby;1900;1970;Q10532588;Q10532588;Hörby Municipality;
SWE;as_colonizer;Q504619;Hörby;1863;1951;Q10532590;Q10532590;Hörby Municipality;
SWE;as_colonizer;Q508125;Hässleholm;1863;1951;Q10532603;Q10532603;Hässleholm Municipality;
SWE;as_colonizer;Q507709;Umeå;1914;1973;Q10532615;Q10532615;Umeå Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10532630;Q10532630;Kristianstad Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1883;Q10532638;Q10532638;Region Gotland;
SWE;as_colonizer;Q374794;Gotland;1884;1951;Q10532640;Q10532640;Region Gotland;
SWE;as_colonizer;Q382808;Ulricehamn;1863;1951;Q10532652;Q10532652;Ulricehamn Municipality;
SWE;as_colonizer;Q266401;Höör;1939;1970;Q10532690;Q10532690;Höör Municipality;
SWE;as_colonizer;Q266401;Höör;1863;1951;Q10532692;Q10532692;Höör Municipality;
SWE;as_colonizer;Q499380;Kungsbacka;1863;1951;Q10533529;Q10533529;Kungsbacka Municipality;
SWE;as_colonizer;Q29963;Hudiksvall;1863;1951;Q10533558;Q10533558;Hudiksvall Municipality;
SWE;as_colonizer;Q123855;Älvdalen;1916;1970;Q10534110;Q10534110;Älvdalen Municipality;
SWE;as_colonizer;Q505018;comuna da Lund;1863;1951;Q10534227;Q10534227;Lund Municipality;
SWE;as_colonizer;Q29963;Hudiksvall;1963;1970;Q10534241;Q10534241;Hudiksvall Municipality;
SWE;as_colonizer;Q508125;Hässleholm;1863;1951;Q10534253;Q10534253;Hässleholm Municipality;
SWE;as_colonizer;Q514805;Nordanstig;1863;1951;Q10534601;Q10534601;Nordanstig Municipality;
SWE;as_colonizer;Q504601;Sjöbo;1863;1951;Q10534609;Q10534609;Sjöbo Municipality;
SWE;as_colonizer;Q504994;Sundsvall;1952;1973;Q10534926;Indals-Liden Municipality;Sundsvall Municipality;Indals-Liden Municipality
SWE;as_colonizer;Q504994;Sundsvall;1863;1951;Q10534930;Q10534930;Sundsvall Municipality;
SWE;as_colonizer;Q493841;comuna da Värmdö;1863;1951;Q10535446;Ingarö landskommun;Värmdö Municipality;Ingarö landskommun
SWE;as_colonizer;Q512035;Eksjö;1863;1970;Q10535451;Q10535451;Eksjö Municipality;
SWE;as_colonizer;Q505102;Ystad;1863;1951;Q10535475;Q10535475;Ystad Municipality;
SWE;as_colonizer;Q511241;Lilla Edet;1952;1970;Q10535666;Q10535666;Lilla Edet Municipality;
SWE;as_colonizer;Q34550;Västerås;1863;1951;Q10536816;Q10536816;Västerås Municipality;
SWE;as_colonizer;Q500153;Mark;1863;1951;Q10538094;Q10538094;Mark Municipality;
SWE;as_colonizer;Q499421;comuna da Skara;1863;1951;Q10538100;Q10538100;Skara Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10538525;Q10538525;Kristianstad Municipality;
SWE;as_colonizer;Q504676;Q504676;1863;1951;Q10540783;Q10540783;Norrköping Municipality;
SWE;as_colonizer;Q505013;Höganäs;1863;1970;Q10540798;Q10540798;Höganäs Municipality;
SWE;as_colonizer;Q249378;Vingåker;1863;1970;Q10541273;Q10541273;Vingåker Municipality;
SWE;as_colonizer;Q508140;Katrineholm;1863;1970;Q10541273;Q10541273;Katrineholm Municipality;
SWE;as_colonizer;Q59091;Uppsala;1863;1951;Q10541329;Q10541329;Uppsala Municipality;
SWE;as_colonizer;Q499410;Linköping;1200;1970;Q10562803;Q10562803;Linköping Municipality;
SWE;as_colonizer;Q500217;Växjö;1863;1970;Q10562847;Q10562847;Växjö Municipality;
SWE;as_colonizer;Q515491;Tingsryd;1863;1970;Q10562847;Q10562847;Tingsryd Municipality;
SWE;as_colonizer;Q513421;comuna da Härjedalen;1863;1951;Q10562917;Q10562917;Härjedalen Municipality;
SWE;as_colonizer;Q503144;Eskilstuna;1863;1951;Q10563271;Q10563271;Eskilstuna Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10577523;Q10577523;Falköping Municipality;
SWE;as_colonizer;Q240574;Markaryd;1863;1959;Q10577529;Q10577529;Markaryd Municipality;
SWE;as_colonizer;Q240574;Markaryd;1916;1970;Q10577530;Q10577530;Markaryd Municipality;
SWE;as_colonizer;Q501526;comuna da Vallentuna;1863;1951;Q10577555;Q10577555;Vallentuna Municipality;
SWE;as_colonizer;Q511394;comuna da Kungälv;1442;1970;Q10577779;Q10577779;Kungälv Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10577793;Q10577793;Region Gotland;
SWE;as_colonizer;Q499421;comuna da Skara;1863;1951;Q10577887;Q10577887;Skara Municipality;
SWE;as_colonizer;Q514756;Mörbylånga;1863;1951;Q10544256;Q10544256;Mörbylånga Municipality;
SWE;as_colonizer;Q508140;Katrineholm;1917;1970;Q10544409;Q10544409;Katrineholm Municipality;
SWE;as_colonizer;Q515266;Skurup;1863;1951;Q10544424;Q10544424;Skurup Municipality;
SWE;as_colonizer;Q487648;Helsingborg;1863;1970;Q10544433;Q10544433;Helsingborg Municipality;
SWE;as_colonizer;Q239332;Gnesta;http;1958;Q10544453;Q10544453;Gnesta Municipality;
SWE;as_colonizer;Q239332;Gnesta;1863;1951;Q10544455;Q10544455;Gnesta Municipality;
