iso3;year;code;value
ATG;1990;NV.IND.TOTL.ZS;13.502870317359616
ARG;1990;NV.IND.TOTL.ZS;36.021881347813526
AUS;1990;NV.IND.TOTL.ZS;28.773446206230247
AUT;1990;NV.IND.TOTL.ZS;30.028759884766604
AZE;1990;NV.IND.TOTL.ZS;30.047748976807643
BHS;1990;NV.IND.TOTL.ZS;14.20429564118762
BGD;1990;NV.IND.TOTL.ZS;20.145625836133508
BRB;1990;NV.IND.TOTL.ZS;18.705213738571786
BLR;1990;NV.IND.TOTL.ZS;45.95842956120092
BLZ;1990;NV.IND.TOTL.ZS;23.521886137256693
BEN;1990;NV.IND.TOTL.ZS;12.4533850515242
BTN;1990;NV.IND.TOTL.ZS;25.239550357398947
BOL;1990;NV.IND.TOTL.ZS;31.884553195392947
BWA;1990;NV.IND.TOTL.ZS;56.90656306054011
BRA;1990;NV.IND.TOTL.ZS;33.27187945786405
BRN;1990;NV.IND.TOTL.ZS;76.27594502882204
BGR;1990;NV.IND.TOTL.ZS;51.27493357655551
BFA;1990;NV.IND.TOTL.ZS;20.36914959629211
BDI;1990;NV.IND.TOTL.ZS;17.32687566407741
CPV;1990;NV.IND.TOTL.ZS;30.065536250744884
CMR;1990;NV.IND.TOTL.ZS;28.755071281463213
TCD;1990;NV.IND.TOTL.ZS;16.87548986495285
CHL;1990;NV.IND.TOTL.ZS;38.87440408369702
CHN;1990;NV.IND.TOTL.ZS;40.95321390034691
COL;1990;NV.IND.TOTL.ZS;31.496860218193184
COM;1990;NV.IND.TOTL.ZS;12.2065486876977
COG;1990;NV.IND.TOTL.ZS;40.643044619422575
CRI;1990;NV.IND.TOTL.ZS;25.696000691596925
CIV;1990;NV.IND.TOTL.ZS;26.26721076325656
CUB;1990;NV.IND.TOTL.ZS;17.357604437783092
CYP;1990;NV.IND.TOTL.ZS;25.92636036128836
DNK;1990;NV.IND.TOTL.ZS;22.63669118143144
DMA;1990;NV.IND.TOTL.ZS;12.484830654947965
DOM;1990;NV.IND.TOTL.ZS;30.23658515338024
ECU;1990;NV.IND.TOTL.ZS;30.12981312401224
