iso3;Ano;Primario_Agricultura_pct_PIB;Secundario_Industria_pct_PIB;Terciario_Servicos_pct_PIB
ARM;2015;17.223120031805646;25.708699435161147;48.212669390787575
ARM;2016;16.390473533849974;25.57713303956047;49.91050942677783
ARM;2017;14.994260124277622;25.8095323791656;50.765258356946894
ARM;2018;13.942311655414612;24.75655784762569;52.61630511983709
ARM;2019;11.525610737958814;24.97160845734349;53.97318530169187
ARM;2020;11.349805155454892;26.81729569792964;53.24120279733945
ARM;2021;11.3435484176857;26.364340411390074;53.07837013927988
ARM;2022;10.146703925568268;25.43709664377936;55.61620233839185
ARM;2023;8.48155989918731;23.374539242106486;59.43031626940155
ARM;2024;7.924459892574684;23.216124068827583;61.463671687258525
ATG;1990;1.5991768146440342;13.502870317359616;73.11727296640723
ATG;1991;1.5825689757731087;14.079356103722526;73.03904649301246
ATG;1992;1.5840774124384636;13.008336507130464;74.1053418532154
ATG;1993;1.5177209305370951;12.191528786281584;75.24831564404927
ATG;1994;1.3533050506008104;12.001990851563056;75.46867963880266
ATG;1995;1.395986388832109;12.095542703235658;74.93296620053627
ATG;1996;1.3595611011735964;11.690153134679989;75.14179137035906
ATG;1997;1.4276780941430405;11.843020968864414;75.46572261389653
ATG;1998;1.3674540313163857;11.94130639692745;75.84492808673674
ATG;1999;1.3537414061357198;12.700966768175109;75.68185747150893
ATG;2000;1.289097344114177;13.0989719284255;77.42188752461246
ATG;2001;1.2898788602483553;12.05785678420584;77.53998962020937
ATG;2002;1.361733715487556;12.191269563065758;77.00228880136916
ATG;2003;1.3602253239422315;12.483055780176338;76.712879950935
ATG;2004;1.2410278987690764;12.158392545893491;76.07114889808703
ATG;2005;1.3291155634413894;13.514239830080427;75.42026601738048
ATG;2006;1.2326984704197823;17.123400531830267;71.57293347576082
ATG;2007;1.1790544157891198;16.31975656946212;71.16807314868537
ATG;2008;1.1303895016917798;17.60996568885042;70.93301122542877
ATG;2009;1.112031199914521;18.045731381557857;71.48974249385618
ATG;2010;1.2146488130216742;14.837942228586751;73.65855189214786
ATG;2011;1.415185262970134;13.227479738885515;75.05602913802876
ATG;2012;1.3770194611875368;13.07462880993929;72.67590650162697
ATG;2013;1.484000402365012;14.759810441372064;74.13659174481117
ATG;2014;1.441231856999713;15.366782090578669;73.9444622042654
ATG;2015;1.44568317612291;15.928022446608145;73.08442470260563
ATG;2016;1.458503753173228;17.764108276374778;71.15116374476929
ATG;2017;1.6609115105535328;18.80452015028559;70.28939868874137
ATG;2018;1.6267919119597514;20.65209880230845;67.90485340371323
ATG;2019;1.6467120463550726;21.080745954550235;68.4305821629078
ATG;2020;2.2789406572878352;21.120999522487683;67.8301000676913
ATG;2021;2.0808000480842583;20.483200562215945;68.44008192817877
ATG;2022;1.9556603230728629;19.658195974784363;68.4082282185752
ATG;2023;1.943267806825442;18.987115048692484;69.06171407890508
AUS;1990;4.193445563783812;28.773446206230247;59.54564211285807
AUS;1991;3.171197981373937;27.64703899530977;61.300357304517824
AUS;1992;3.042903042903043;26.864014364014366;61.95189945189945
AUS;1993;3.252601698673432;26.820851407719893;62.61950480495421
AUS;1994;3.338069551688001;26.77827854535947;62.58108898732794
AUS;1995;3.009603788272972;26.410417750672583;62.460320341396326
AUS;1996;3.3788369450761766;25.957853862891778;62.50838896041167
AUS;1997;3.2294108664996006;25.19504549414819;63.466357683705645
AUS;1998;3.0288167809381576;25.360803747199785;63.632136311180496
AUS;1999;3.047569422666519;24.593161543694425;64.3575900560785
AUS;2000;3.110428355420614;24.550533142993388;64.36815085547343
AUS;2001;3.4968801332198667;23.633520968275462;64.16535435297045
AUS;2002;3.945027140073449;23.611731703254428;63.95314404465091
AUS;2003;2.8874074221648893;24.04209645527128;64.27055887875603
AUS;2004;3.061605922538072;23.93491874100932;64.24650701490239
AUS;2005;2.88586426810108;24.618506616297942;64.33185440038382
AUS;2006;2.7310333788522234;25.614830154514124;63.67472501087952
AUS;2007;2.2060140143963904;25.66594093972304;64.28670468851439
AUS;2008;2.3420923019017;25.60457567591166;64.42016939224112
AUS;2009;2.3010985055979627;27.04597361271752;64.02146434117807
AUS;2010;2.2044403145848954;25.173078426952856;65.64851317389417
AUS;2011;2.2923967208977563;26.52184364555863;64.55938737831842
AUS;2012;2.267817567090325;26.379021521411467;65.0950399070324
AUS;2013;2.285478617628252;25.18645053474632;66.17694602968507
AUS;2014;2.2207382702664176;25.5651574750224;65.61285235782667
AUS;2015;2.3759901241561048;23.680906804419504;67.15493807587282
AUS;2016;2.4055530021460703;22.319975583775754;68.1276592151342
AUS;2017;2.706446942090456;23.47406060916392;66.89276336937567
AUS;2018;2.4600376212307515;24.124057772747136;66.56265183532433
AUS;2019;2.1157807221107583;25.27207920222624;66.01291313852533
AUS;2020;2.012249307778366;25.38645571926205;66.25051787311969
AUS;2021;2.3038399249792167;25.42086525120552;65.72636591233577
AUS;2022;2.6732276858761144;27.482514271589974;63.28037800671064
AUS;2023;2.5735020621122464;27.65088239085839;63.57443954519413
AUS;2024;2.2181655048399365;25.967959249571308;65.5436776633308
AUT;1990;3.135033920933779;30.028759884766604;55.57295161737065
AUT;1991;2.8456968777077405;29.955021406217668;55.93522239941541
AUT;1992;2.483367840323637;29.44810910401347;56.85660060106257
AUT;1993;2.231427043110957;28.712683832628983;57.92950732370398
AUT;1994;2.400577569455973;28.80756900681564;57.7216291795385
AUT;1995;2.1850213701350225;29.2619079368328;58.45072970151526
AUT;1996;1.9764989149943752;29.13012827296589;58.2611483509957
AUT;1997;1.9670262345359488;28.96485574383673;58.12727965108893
AUT;1998;1.8384673468546449;28.83496688890943;58.44812467785724
AUT;1999;1.7810254966736747;28.7618329153061;58.3158834130484
AUT;2000;1.670896011505092;28.611552317659868;58.89498131215799
AUT;2001;1.7082552734698777;28.439891924496813;59.18670039438072
AUT;2002;1.5922342629838409;27.668343429232703;59.908302231819896
AUT;2003;1.486930755901904;27.69793593070156;60.1110513234663
AUT;2004;1.493176275399403;27.61478884700949;59.96263592137592
AUT;2005;1.2823949829425367;27.41820505644722;60.140413423184405
AUT;2006;1.3275179680062377;27.59090687624185;60.25183740285655
AUT;2007;1.4619634033560616;27.76672984802813;59.92411730789125
AUT;2008;1.3850411478541662;27.41220244691688;60.43394575190002
AUT;2009;1.1765530636883337;26.2777017438174;61.55650476075508
AUT;2010;1.2928859599085472;26.03964196557378;61.6368683831245
AUT;2011;1.4613064807108107;25.85708539990057;61.66071424022643
AUT;2012;1.417681343163058;26.009804939464026;61.353959060096166
AUT;2013;1.2778499210887166;25.96977308651513;61.58623945053326
AUT;2014;1.27555801772568;25.7857017006482;61.84159221391148
AUT;2015;1.1436285417298944;25.51524022465389;62.163164003740135
AUT;2016;1.1492826407726808;25.912469184537382;61.76435196431704
AUT;2017;1.1999020307668142;25.802321302563787;61.85595366130088
AUT;2018;1.1091141402141187;25.71909263543327;62.2430323743685
AUT;2019;1.0446341365349905;25.53637710064956;62.56140778182794
AUT;2020;1.0713811327287088;25.65448678262112;62.81236202413718
AUT;2021;1.2159384838711305;25.728032142731102;62.29993184388321
AUT;2022;1.3747510378984884;25.20554005525511;63.01023970706559
AUT;2023;1.2969703033546809;25.244615837603657;63.26306897151991
AUT;2024;1.2289330061075523;23.05625263053999;65.32283762065315
AZE;1990;26.50068212824011;30.047748976807643;34.75443383356071
AZE;1991;30.482784431137727;29.60329341317365;34.24401197604791
AZE;1992;26.059625318976785;36.53658637787598;28.82305346362109
AZE;1993;27.10955414012739;32.14872611464968;35.900955414012735
AZE;1994;32.34566319722445;27.65190819322124;38.04278089137977
AZE;1995;25.34445590027181;30.996344549629768;37.94170025306964
AZE;1996;24.96157505672253;35.14967430286175;30.84974017419308
AZE;1997;20.127916917328943;36.99141943450591;35.81673685210398
AZE;1998;18.147997442306576;34.956112305993145;43.34127768412486
AZE;1999;18.39951259569283;39.10359990463829;39.045323302693966
AZE;2000;16.084864670100252;42.53830991288866;35.785591657658806
AZE;2001;14.83745955301377;43.46263827225525;34.47964481902325
AZE;2002;13.954639175257732;46.15422680412371;32.45525773195877
AZE;2003;12.425662911914923;48.5398446792136;31.92471839361925
AZE;2004;10.988019038240605;50.76903237907669;31.79878549154768
AZE;2005;9.14753443801158;58.787781992413656;25.085246556198843
AZE;2006;7.0910371168556825;64.95823153492441;23.50983132581536
AZE;2007;6.540082156520513;66.16032862608205;21.75596339979901
AZE;2008;5.5708918409854205;65.51852147135327;23.65885014400606
AZE;2009;6.121933064618064;56.26195525469433;31.321152198643315
AZE;2010;5.544566113269752;59.994819262922405;28.21617802896503
AZE;2011;5.076225951384355;61.73399639030759;27.712837448638684
AZE;2012;5.139769507724176;59.51735085498423;29.52230119630204
AZE;2013;5.3662644804234985;57.0544154549517;31.492557835756763
AZE;2014;5.319406718055516;53.58685466693552;34.18691465259997
AZE;2015;6.177638837808018;44.89132033835969;40.65042294961383
AZE;2016;5.605111774557635;47.557807007672295;39.322666701972025
AZE;2017;5.60736901068842;49.7017251037138;38.12317132466469
AZE;2018;5.212380762123558;52.2509114518304;35.28317434949808
AZE;2019;5.6953802496330725;48.82326652518676;36.972533524143984
AZE;2020;6.738947423534096;41.9563201571824;42.354236332998525
AZE;2021;5.725983657213487;48.81817362493992;37.70117335027123
AZE;2022;4.6122083081105325;56.14673735768555;32.07145933462564
AZE;2023;5.510588946173263;45.84084581623736;39.76474964346162
AZE;2024;5.657170900053033;42.61198223798254;42.3163443805061
BDI;1990;51.056850184136415;17.32687566407741;22.98713624031608
BDI;1991;48.5979103153404;17.534851673918585;23.348497862178974
BDI;1992;48.004521705755934;18.98600615178469;22.68145958773929
BDI;1993;47.16981169331137;20.12341270830252;22.351357262976933
BDI;1994;40.732325452444144;19.5729092024609;26.770379653169723
BDI;1995;42.02269312836133;16.800672232459508;28.460969995785906
BDI;1996;53.380921512732805;11.78259217027746;28.1245516913721
BDI;1997;42.42186414819136;13.890431563593934;32.57208284714119
BDI;1998;44.53870404797601;14.691284707646176;33.49822588705647
BDI;1999;47.63530412823891;16.119610540184453;35.713394817742646
BDI;2000;44.10704010936864;15.539570689424757;32.12899770279986
BDI;2001;43.84314205827972;15.57319107567226;34.99861276648901
BDI;2002;43.33361124212516;15.8040004931229;35.50594768364534
BDI;2003;42.841283700539385;15.741712307225333;33.82656159615402
BDI;2004;41.90260496890339;16.32301915711288;33.97993703176033
BDI;2005;40.84812339229493;16.933003598610878;34.01465266949391
BDI;2006;40.637682265821816;15.315291243606383;35.70226734865257
BDI;2007;34.93417191975905;17.156194218906226;39.918867581178425
BDI;2008;38.00482330170647;15.415205278109024;38.321440774323584
BDI;2009;36.72136413767865;16.919528963832683;37.839452176559625
BDI;2010;38.430545287633535;15.386156277750878;36.9511248689049
BDI;2011;36.70457600440356;14.80968131613238;37.99415080648079
BDI;2012;35.42003257416088;15.750813017067266;38.84958902009532
BDI;2013;38.36740004055113;15.584800513892432;36.02377565626073
BDI;2014;34.95819234365408;15.498211588581023;39.12782296961122
BDI;2015;30.68469729942216;11.766428689422684;49.37163595999162
BDI;2016;31.54433612866061;12.207363090938903;47.6730845453259
BDI;2017;28.54664700601706;10.993130805306334;49.33370561677631
BDI;2018;29.011900485457065;11.107217029874494;49.114983234785946
BDI;2019;28.844389999617647;10.935980000869936;47.82754000065994
BDI;2020;28.624949999794723;10.742950000078318;45.47970999988112
BDI;2021;28.66021999978605;10.59938999952704;44.80546000040959
BDI;2022;27.566714644381022;10.637788144590768;45.37360010110073
BDI;2023;25.341874228405963;9.633602999798391;49.0085334365417
BEL;1991;;;
BEL;1992;;;
BEL;1993;;;
BEL;1994;;;
BEL;1995;1.306623478365388;26.04581424881384;62.79132743690767
BEL;1996;1.3283114102528804;25.810886422934463;62.56685540100174
BEL;1997;1.3408210119075508;26.10986539581395;62.06941943717468
BEL;1998;1.2556754725870698;25.57068537269188;62.63761489581031
BEL;1999;1.0762353306293322;24.7258443400042;63.41402415772349
BEL;2000;1.1760052797371363;24.943832583654345;63.05584289349567
BEL;2001;1.1093502976716276;24.3121509872514;64.16341542490227
BEL;2002;1.0331341427577592;23.78733633930685;64.67831069704259
BEL;2003;1.0294445025288033;23.22665488858116;65.31204458602802
BEL;2004;1.0229105413151485;22.95999894885683;65.24479338803995
BEL;2005;0.8406399739902515;22.5737781481988;65.87433266158685
BEL;2006;0.9072693805810522;22.139925542401;66.14894902837601
BEL;2007;0.8875239400393867;22.281952477002864;66.05404999550373
BEL;2008;0.7123380671859662;21.595448496359985;66.95736177909389
BEL;2009;0.7186796608565893;20.489056462264788;68.24940493462117
BEL;2010;0.8479186350492123;20.659592602625683;67.916796056848
BEL;2011;0.7262398434410029;20.751459951724826;68.1083915474617
BEL;2012;0.8445746953934796;19.995648754468856;68.67399659066508
BEL;2013;0.7645654779085406;19.91519356904416;68.80133942769217
BEL;2014;0.7165182192833188;19.61905707328384;69.28846747924416
BEL;2015;0.7506172720665739;19.476774687272886;69.42720040044472
BEL;2016;0.6731905436846843;19.098105782217583;69.58788667788028
BEL;2017;0.7295325831425381;19.154560413092074;69.41802027571947
BEL;2018;0.6646255711200939;18.964125148696887;69.67669499216308
BEL;2019;0.7187895835371281;19.241710569869447;69.53533138010228
BEL;2020;0.7128180236415714;19.08117051632676;70.33950769691228
BEL;2021;0.6548993848795132;17.996522853994648;70.74871672049564
BEL;2022;0.6970067082305546;19.513970380186283;69.97543952081786
BEL;2023;0.7692182541273295;18.53829242973908;71.09119096575711
BEL;2024;0.8008190442778711;17.58064014382136;72.10145086866284
BEN;1990;34.654945363893795;12.4533850515242;52.891669584582
BEN;1991;35.04377349815832;11.982630421404192;52.97359608043748
BEN;1992;33.941904135877174;12.727680504492916;53.33041535962991
BEN;1993;34.11946079885715;12.217101797024547;53.6634374041183
BEN;1994;32.29399456735075;13.338064417938728;54.36794101471052
BEN;1995;33.090159592197395;13.392311411176582;53.51752899662602
BEN;1996;35.70530039178936;13.26694099319789;51.02775861501275
BEN;1997;35.78193016067882;13.520707759472284;50.697362079848894
BEN;1998;36.57664978967429;12.566471292597154;50.85687891772855
BEN;1999;24.53433491153332;18.045703796781567;33.490071920323
BEN;2000;23.541233992526177;18.75634821190708;35.31866315242932
