iso3;Ano;Primario_Agricultura_pct_PIB;Secundario_Industria_pct_PIB;Terciario_Servicos_pct_PIB
ABW;1995;0.505922165820643;15.396362098138749;81.03637901861252
ABW;1996;0.4858299595141701;14.987449392712552;80.9753036437247
ABW;1997;0.4299781181619256;17.13384390955507;79.58825674690007
ABW;1998;0.4079168064407916;17.51090238175109;79.4659510231466
ABW;1999;0.3832684824902723;15.548313878080416;80.85538261997407
ABW;2000;0.0186075360521011;13.175954530815751;79.08963226260481
ABW;2001;0.0186174866510853;13.054069069697151;79.3222468949744
ABW;2002;0.0180539339920836;13.241620867386168;79.3752598456588
ABW;2003;0.0180105822419485;14.892209808251526;77.40907252333996
ABW;2004;0.0175662581169615;15.596508254035346;76.45658099172304
ABW;2005;0.0173277773977134;16.29746112553383;75.54106103283496
ABW;2006;0.0175077037289373;17.655863237237753;73.74717563868623
ABW;2007;0.0178385963799541;17.47955029211484;72.05188507020061
ABW;2008;0.0169973987102413;16.182348879370345;73.15253996157213
ABW;2009;0.0199068534264944;13.043035992028509;75.76640291908848
ABW;2010;0.0204920878910203;11.546062001316502;78.5445335192497
ABW;2011;0.020394902926192;12.366448330371163;77.42332956638276
ABW;2012;0.0214687486582032;10.07606345606693;79.53912898402832
ABW;2013;0.0178174595128952;10.749662441061584;80.18082059026581
ABW;2014;0.0148129732019302;10.79949820052402;80.22864424663119
ABW;2015;0.0125197884306596;12.468823087093227;79.13905336823788
ABW;2016;0.0186117680674113;12.713822345992767;78.73113054133096
ABW;2017;0.0239185699152083;12.39482332775956;78.98787957180701
ABW;2018;0.0222530297372096;11.35816805556266;79.72916101814859
ABW;2019;0.0275726826443452;11.372037088219423;78.32744370303102
AFG;1991;;;
AFG;1992;;;
AFG;1993;;;
AFG;1994;;;
AFG;1995;;;
AFG;1996;;;
AFG;1997;;;
AFG;1998;;;
AFG;1999;;;
AFG;2000;;;
AFG;2001;;;
AFG;2002;38.62789186384426;23.81012700648538;36.15115459959918
AFG;2003;37.41885544314813;22.71086418283263;37.44480384072605
AFG;2004;29.72106713769569;26.22678975006658;41.11089533642428
AFG;2005;31.114854912062;26.812099232639845;39.00778718419036
AFG;2006;28.63596858446855;28.21076807199937;39.8310243252872
AFG;2007;30.105011357401256;26.8822416082148;40.29468522130096
AFG;2008;24.89227000597417;26.91562800262849;45.40983087164877
AFG;2009;29.29750105472589;21.897122206940622;45.24443492614823
AFG;2010;26.21006853745515;21.151420697712823;48.879376909689135
AFG;2011;23.74366398775434;22.74025248202729;49.69682039625666
AFG;2012;24.390873626370983;21.157807153975085;50.57939792366063
AFG;2013;22.810662736176635;20.44460531325605;52.6827434733525
AFG;2014;22.13704137195736;21.229663218180512;52.9908650351499
AFG;2015;20.6343227166798;22.124042490692624;53.23529349865026
AFG;2016;25.74031403645819;10.466807693820131;59.023216414409504
AFG;2017;26.420199083444835;10.051873996906274;58.32905000977484
AFG;2018;22.04289675275753;13.387246959797562;59.47742291066528
AFG;2019;25.77397073941048;14.05811236977681;55.47280674083061
AFG;2020;29.975582521046068;12.952599601554692;52.57210908906126
AFG;2021;33.597618872545105;14.273657019178817;47.16042238796904
AFG;2022;33.701432321392254;16.050367722396278;45.049908799859125
AFG;2023;34.7432471445174;13.44982271209777;46.37436986919928
AGO;1991;;;
AGO;1992;;;
AGO;1993;;;
AGO;1994;;;
AGO;1995;6.6532137220035565;60.28517578736356;33.06161049063289
AGO;1996;7.026869165869732;67.82067593624363;25.15245489788664
AGO;1997;9.002017941699467;60.757741389497;30.240240668803537
AGO;1998;12.911182408639174;55.15728930276234;31.93152828859848
AGO;1999;6.290256828373421;72.71737231378486;20.99237085784171
AGO;2000;5.664689563535483;72.12295494190327;22.21235549456124
AGO;2001;8.156377022466552;64.88381154152893;26.95981143600452
AGO;2002;5.839549974826604;56.075796538845935;37.90757896556129
AGO;2003;6.198384501933872;53.11699778771051;41.18298746369287
AGO;2004;6.250877904787172;54.62993327813837;40.34747311278729
AGO;2005;5.060402947908857;60.40199345695319;35.52672582635292
AGO;2006;5.191280188761265;58.109331166465;37.15684683837234
AGO;2007;5.242278337346582;61.883537851542094;34.61187834613544
AGO;2008;4.805339338433469;60.25482039716993;34.338201758961176
AGO;2009;6.621196763834236;44.05637412881873;48.99067140596209
AGO;2010;6.180293498108393;52.36843757916322;41.88702581693198
AGO;2011;5.8456808798677296;56.026513889896734;39.07583074737486
AGO;2012;6.069629991124708;56.91821896449474;39.60494554824356
AGO;2013;6.507492319820442;53.36285217723314;42.78491467376592
AGO;2014;7.547056779182201;46.203325567502446;46.81392752958543
AGO;2015;9.122534372222056;41.933092192843866;48.65988856863272
AGO;2016;9.831168860329562;42.6435678702129;46.98099552767701
AGO;2017;10.0169959653141;42.16795376989853;46.76262482642638
AGO;2018;8.60774180183334;47.931541851404624;43.20690961224754
AGO;2019;7.882625069365158;49.76092161439589;42.12320900571502
AGO;2020;9.946543571448151;45.67824233675579;44.395592145061705
AGO;2021;11.486345376647591;47.52440955497044;40.93374158188327
AGO;2022;13.737788497454275;45.180052903576026;41.17476936798784
AGO;2023;14.8932844097455;45.23598355087972;39.76958753791408
AGO;2024;16.426960694290347;44.15060649225288;39.34987237483833
ALB;1991;;;
ALB;1992;;;
ALB;1993;;;
ALB;1994;;;
ALB;1995;32.83744976268849;19.75201201748093;40.43287826135051
ALB;1996;33.56166119212975;19.22414666625912;39.46635991870188
ALB;1997;28.941314508843668;20.20955298672896;41.41348004602649
ALB;1998;26.26104283053284;16.917211079501357;42.96618581113464
ALB;1999;23.62256729559481;18.52321447814172;45.455151784667294
ALB;2000;22.17901394736872;21.712185305831017;42.11593903777323
ALB;2001;20.45240541413187;24.386649861102967;42.19905204601375
ALB;2002;19.76391646968093;26.23832657373539;40.86930149138123
ALB;2003;19.807620331469234;27.08468775580396;39.097555152825485
ALB;2004;18.563079991399498;27.729975217729407;39.55989882729256
ALB;2005;17.124717895572875;28.137213160448844;40.398131898121726
ALB;2006;16.041575033486794;28.428425520578337;40.19919728410679
ALB;2007;15.5325494481234;28.57725456700445;40.54517050032168
ALB;2008;15.422100399492;28.561649722377467;41.07502865401314
ALB;2009;15.279221727152771;27.56787229621668;42.00402386019379
ALB;2010;16.358608191425244;27.47491428396009;41.31318459213185
ALB;2011;16.720222949178634;26.940986502468785;42.239019552546246
ALB;2012;17.591368551637093;25.40772420387094;43.50592360885967
ALB;2013;18.924817420614023;25.506803612244973;42.628784457294365
ALB;2014;19.23775891642821;23.828669058495624;42.65756380959639
ALB;2015;18.74716027734116;24.48140914733132;42.877864751928186
ALB;2016;19.167190753496964;23.867017886435875;43.44817689758305
ALB;2017;18.079078214296;22.95333271065067;44.56213071319107
ALB;2018;17.91555581795494;23.753588625315867;44.397028253460284
ALB;2019;18.160397370671323;22.9655210859374;45.453411434669626
ALB;2020;18.806141798798823;23.4687213275448;45.72135930391675
ALB;2021;17.79320559730562;22.434116791166726;45.24384612759357
ALB;2022;16.984478035139276;23.02505572368197;46.209425813007066
ALB;2023;16.222567133252685;23.01847188483684;47.957463905334016
ALB;2024;15.498011092849165;22.407038670305003;48.88379794519035
AND;2000;0.5170557478934168;14.843755036780587;76.56099903938521
AND;2001;0.4419531552794312;14.924017608709486;75.1939329781511
AND;2002;0.3858872458905688;15.067289088502168;74.74635952900319
AND;2003;0.4191178930365259;15.494936654416511;74.93703673613734
AND;2004;0.414741997881256;15.780354010387851;74.79423735937587
AND;2005;0.3805768080350115;16.03578287837285;74.4198860237398
AND;2006;0.3535223383288629;16.167295191152505;74.1242699981489
AND;2007;0.3687966839464361;15.473531479307562;74.55926199108654
AND;2008;0.4069179639044047;15.432767113858157;75.36407505933474
AND;2009;0.4189289333192178;14.766488710092103;76.03560139743803
AND;2010;0.4665086019728625;13.125646060615376;76.99121165426102
AND;2011;0.4905608272412761;11.90885310790804;77.37513520147897
AND;2012;0.6011644539355723;11.07157966839253;76.82494913068881
AND;2013;0.5855589842547847;10.618247149142872;78.02157585234598
AND;2014;0.5376234930096764;10.153531301138187;78.24370911482971
AND;2015;0.5134201096833976;9.981268716370186;78.66741432724467
AND;2016;0.5219996484336189;10.140779407381366;78.10085369488624
AND;2017;0.5595385125161912;10.395517667259089;77.86885863180409
AND;2018;0.5463678828152807;11.0763337210625;77.65579190318758
AND;2019;0.5226332484157791;11.699817628316575;77.55550982465354
AND;2020;0.5594427697158141;12.660158271732731;79.81541549292992
AND;2021;0.5318448791698239;12.362636385304716;79.3818503932806
AND;2022;0.4874918621566141;11.14534110413013;78.19182571153564
AND;2023;0.4784921355889596;12.428226179661657;78.3110227448023
AND;2024;0.4659237964081803;12.75302287822483;77.58903860013878
ARE;1990;1.058428475486904;58.90235057085293;40.03922095366018
ARE;1991;1.297768008116334;46.77830148799459;51.92393050388908
ARE;1992;1.3786210775844752;55.29802322311062;43.32335569930492
ARE;1993;1.4809010773751223;51.47992164544564;47.03917727717924
ARE;1994;1.8304250168803309;46.26037508784663;51.90919989527305
ARE;1995;1.7870683047090263;45.54517392115022;52.66775777414075
ARE;1996;1.7924318720379149;46.36700236966825;51.84056575829384
ARE;1997;2.0040218645695846;45.42841150170342;52.56756663372699
ARE;1998;2.1808904913030647;40.02353245968177;57.795577049015165
ARE;1999;2.333245197113431;42.02066256940727;55.646092233479294
ARE;2000;2.2626500930374576;48.51701163163952;49.22033827532302
ARE;2001;2.2382001623564887;49.6763412859899;48.08545855165361
ARE;2002;2.20332258864369;47.54574758244483;50.25092982891148
ARE;2003;1.9276839325365367;49.12101291546045;48.95130315200301
ARE;2004;1.6653619090599296;51.67834808476933;46.656290006170735
ARE;2005;1.395409874085288;55.643476302480686;42.96086490800154
ARE;2006;1.0942440019467392;57.90311171807097;41.0026442799823
ARE;2007;0.9766711676662828;54.84022859025103;44.18310024208269
ARE;2008;0.8273054640932299;58.01797844355845;41.15471609234832
ARE;2009;1.0368868886082512;52.04495600036804;46.91815711102371
ARE;2010;0.7350257722227809;51.678459480187655;47.58651474758957
ARE;2011;0.6514215937001504;57.07712067527005;42.27145773102979
ARE;2012;0.6279439918047645;56.56806173722367;42.80399426389183
ARE;2013;0.6331724963216412;54.2038149769832;45.16301252669516
ARE;2014;0.6287160034809723;51.98971367132761;47.381570331766895
ARE;2015;0.7236715904928294;43.35424493063124;55.92208347152211
ARE;2016;0.7508629151751307;41.02857172834922;58.22056535647565
ARE;2017;0.761757604094752;42.52803476431567;56.71020763158958
ARE;2018;0.7114640022508051;46.91895758634407;52.36957841140512
ARE;2019;0.7467122027944978;44.524516037961206;54.728771759244296
ARE;2020;0.9638907144225044;42.17404307293207;56.86206621264544
ARE;2021;0.943418357564354;47.13932401962735;51.9172576228083
ARE;2022;0.7033470207399923;51.08332895625073;48.21332402300927
ARE;2023;0.7012067777951394;47.723641828505336;51.57515139369953
ARG;1990;8.123676207874885;36.021881347813526;55.85444764439289
ARG;1991;6.716491760094313;32.72252825563223;60.561198505201865
ARG;1992;5.990787091479338;30.683954902211408;63.32521644222986
ARG;1993;5.136826482117787;27.33873964586097;61.056897614084974
ARG;1994;5.082668000310752;26.754558693287755;61.590792922622754
ARG;1995;5.351464616272997;26.30121033554979;62.26377967052505
ARG;1996;5.610866113233614;26.592560639868307;61.35099554565088
ARG;1997;5.22197210944516;27.17915088831144;60.84928310210715
ARG;1998;5.252722569876225;26.712135762627813;61.53968561448344
ARG;1999;4.457826102291524;26.193630499112945;63.48773051921713
ARG;2000;4.679910944172974;25.990836011136377;63.46931344150104
ARG;2001;4.56858960891786;25.24343398273332;65.0812573281962
ARG;2002;10.206646714441105;30.557737091304627;54.77644564591465
ARG;2003;10.328166939116995;32.64509909965032;51.03169425087687
ARG;2004;8.362486610028256;28.816922006834016;47.83698829378267
ARG;2005;7.938754274209383;28.626314043908387;48.48614592824051
ARG;2006;6.935572291263924;29.203279665246896;48.74913336824555
ARG;2007;7.4523539460692305;27.415236133478327;49.50833077727442
ARG;2008;7.318954597243597;26.27245993959456;50.255192204278174
ARG;2009;5.273623468901396;25.284204799373462;53.30600100327529
ARG;2010;7.1321674507896375;25.25877625767221;51.49518020521667
ARG;2011;6.9987337702251935;25.212697605884347;51.811900751110166
ARG;2012;5.781744206850099;24.429057064912225;53.65811791639239
ARG;2013;6.052918436704514;24.005881442307185;53.919093666621606
ARG;2014;6.712703514285585;24.27739449366017;52.94054346633648
ARG;2015;5.156685902140803;23.15305613590499;55.81490128433623
ARG;2016;6.264565820102543;22.05410721121084;56.1222358547004
ARG;2017;5.231622377250584;21.78212321933503;57.34993738156923
ARG;2018;4.537878896811463;23.719592332130432;56.36975027218176
ARG;2019;5.318555996734804;23.15784773914337;55.43881710936691
ARG;2020;6.3570336757552655;22.40887637118019;54.8578674557962
ARG;2021;7.291282496220415;23.499464426376075;52.83403194972072
ARG;2022;6.638296974736416;24.00755277877732;53.51164071605624
ARG;2023;5.929853761832826;25.056381610150325;53.148693570739866
ARG;2024;5.9815993063050685;23.99118132022869;53.35563483074001
ARM;1991;;;
ARM;1992;;;
ARM;1993;;;
ARM;1994;;;
ARM;1995;;;
ARM;1996;;;
ARM;1997;;;
ARM;1998;;;
ARM;1999;;;
ARM;2000;;;
ARM;2001;;;
ARM;2002;;;
ARM;2003;;;
ARM;2004;;;
ARM;2005;;;
ARM;2006;;;
ARM;2007;;;
ARM;2008;;;
ARM;2009;;;
ARM;2010;;;
ARM;2011;;;
ARM;2012;17.912681952639666;27.82709461390771;45.69893240544475
ARM;2013;18.434762883496763;26.709048141707125;45.74975686172796
ARM;2014;18.072036347066245;25.27053294639927;47.413043747038365
