iso3;country;indicator;indicator_name;year;value
KOR;Korea, Rep.;ST.INT.DPRT;Departures (outbound tourists, number);2020;4276000.0
DNK;Denmark;ST.INT.DPRT;Departures (outbound tourists, number);2020;4230000.0
CHL;Chile;ST.INT.DPRT;Departures (outbound tourists, number);2019;4091000.0
BGR;Bulgaria;ST.INT.DPRT;Departures (outbound tourists, number);2020;3973000.0
AUT;Austria;ST.INT.DPRT;Departures (outbound tourists, number);2020;3964000.0
GEO;Georgia;ST.INT.DPRT;Departures (outbound tourists, number);2019;3780000.0
ZWE;Zimbabwe;ST.INT.DPRT;Departures (outbound tourists, number);2019;3275000.0
JPN;Japan;ST.INT.DPRT;Departures (outbound tourists, number);2020;3174000.0
BHR;Bahrain;ST.INT.DPRT;Departures (outbound tourists, number);2019;2950000.0
IDN;Indonesia;ST.INT.DPRT;Departures (outbound tourists, number);2020;2918000.0
ALB;Albania;ST.INT.DPRT;Departures (outbound tourists, number);2020;2907000.0
KAZ;Kazakhstan;ST.INT.DPRT;Departures (outbound tourists, number);2020;2865000.0
AUS;Australia;ST.INT.DPRT;Departures (outbound tourists, number);2020;2832000.0
BLR;Belarus;ST.INT.DPRT;Departures (outbound tourists, number);2020;2810000.0
FIN;Finland;ST.INT.DPRT;Departures (outbound tourists, number);2020;2690000.0
KWT;Kuwait;ST.INT.DPRT;Departures (outbound tourists, number);2007;2649000.0
CZE;Czechia;ST.INT.DPRT;Departures (outbound tourists, number);2020;2399000.0
IRL;Ireland;ST.INT.DPRT;Departures (outbound tourists, number);2020;2326000.0
GRC;Greece;ST.INT.DPRT;Departures (outbound tourists, number);2020;2324000.0
TUR;Turkiye;ST.INT.DPRT;Departures (outbound tourists, number);2020;2243000.0
URY;Uruguay;ST.INT.DPRT;Departures (outbound tourists, number);2019;2199000.0
SVN;Slovenia;ST.INT.DPRT;Departures (outbound tourists, number);2020;1892000.0
NOR;Norway;ST.INT.DPRT;Departures (outbound tourists, number);2020;1690000.0
OMN;Oman;ST.INT.DPRT;Departures (outbound tourists, number);2020;1657000.0
LTU;Lithuania;ST.INT.DPRT;Departures (outbound tourists, number);2020;1643000.0
CYP;Cyprus;ST.INT.DPRT;Departures (outbound tourists, number);2019;1578000.0
IRN;Iran, Islamic Rep.;ST.INT.DPRT;Departures (outbound tourists, number);2020;1550000.0
SGP;Singapore;ST.INT.DPRT;Departures (outbound tourists, number);2020;1543000.0
ECU;Ecuador;ST.INT.DPRT;Departures (outbound tourists, number);2019;1515000.0
PHL;Philippines;ST.INT.DPRT;Departures (outbound tourists, number);2020;1483000.0
BGD;Bangladesh;ST.INT.DPRT;Departures (outbound tourists, number);2013;1460000.0
LUX;Luxembourg;ST.INT.DPRT;Departures (outbound tourists, number);2020;1460000.0
DZA;Algeria;ST.INT.DPRT;Departures (outbound tourists, number);2020;1386000.0
COL;Colombia;ST.INT.DPRT;Departures (outbound tourists, number);2020;1275000.0
NPL;Nepal;ST.INT.DPRT;Departures (outbound tourists, number);2017;1197000.0
AZE;Azerbaijan;ST.INT.DPRT;Departures (outbound tourists, number);2020;1165000.0
VEN;Venezuela, RB;ST.INT.DPRT;Departures (outbound tourists, number);2017;1079000.0
PRI;Puerto Rico (US);ST.INT.DPRT;Departures (outbound tourists, number);2017;792000.0
PER;Peru;ST.INT.DPRT;Departures (outbound tourists, number);2020;791000.0
TUN;Tunisia;ST.INT.DPRT;Departures (outbound tourists, number);2020;739000.0
LAO;Lao PDR;ST.INT.DPRT;Departures (outbound tourists, number);2020;707000.0
HND;Honduras;ST.INT.DPRT;Departures (outbound tourists, number);2018;703000.0
LVA;Latvia;ST.INT.DPRT;Departures (outbound tourists, number);2020;690000.0
PRT;Portugal;ST.INT.DPRT;Departures (outbound tourists, number);2020;680000.0
HRV;Croatia;ST.INT.DPRT;Departures (outbound tourists, number);2020;678000.0
LBY;Libya;ST.INT.DPRT;Departures (outbound tourists, number);1997;650000.0
MAR;Morocco;ST.INT.DPRT;Departures (outbound tourists, number);2020;646000.0
UGA;Uganda;ST.INT.DPRT;Departures (outbound tourists, number);2016;568000.0
EST;Estonia;ST.INT.DPRT;Departures (outbound tourists, number);2020;558000.0
SLV;El Salvador;ST.INT.DPRT;Departures (outbound tourists, number);2020;515000.0
NZL;New Zealand;ST.INT.DPRT;Departures (outbound tourists, number);2020;511000.0
GTM;Guatemala;ST.INT.DPRT;Departures (outbound tourists, number);2020;507799.987792969
SWZ;Eswatini;ST.INT.DPRT;Departures (outbound tourists, number);2020;488000.0
BOL;Bolivia;ST.INT.DPRT;Departures (outbound tourists, number);2020;432000.0
COD;Congo, Dem. Rep.;ST.INT.DPRT;Departures (outbound tourists, number);2016;424000.0
JOR;Jordan;ST.INT.DPRT;Departures (outbound tourists, number);2020;406000.0
PAN;Panama;ST.INT.DPRT;Departures (outbound tourists, number);2020;401000.0
ARM;Armenia;ST.INT.DPRT;Departures (outbound tourists, number);2020;346000.0
KHM;Cambodia;ST.INT.DPRT;Departures (outbound tourists, number);2020;326000.0
NIC;Nicaragua;ST.INT.DPRT;Departures (outbound tourists, number);2020;325000.0
CRI;Costa Rica;ST.INT.DPRT;Departures (outbound tourists, number);2020;324000.0
GMB;Gambia, The;ST.INT.DPRT;Departures (outbound tourists, number);2006;307000.0
LKA;Sri Lanka;ST.INT.DPRT;Departures (outbound tourists, number);2020;305000.0
TTO;Trinidad and Tobago;ST.INT.DPRT;Departures (outbound tourists, number);2010;273000.0
CUB;Cuba;ST.INT.DPRT;Departures (outbound tourists, number);2020;271000.0
TGO;Togo;ST.INT.DPRT;Departures (outbound tourists, number);2019;269000.0
GAB;Gabon;ST.INT.DPRT;Departures (outbound tourists, number);2003;236000.0
MLT;Malta;ST.INT.DPRT;Departures (outbound tourists, number);2020;218000.0
PRY;Paraguay;ST.INT.DPRT;Departures (outbound tourists, number);2020;214000.0
DOM;Dominican Republic;ST.INT.DPRT;Departures (outbound tourists, number);2020;210000.0
SDN;Sudan;ST.INT.DPRT;Departures (outbound tourists, number);1995;195000.0
BMU;Bermuda;ST.INT.DPRT;Departures (outbound tourists, number);2008;192000.0
COG;Congo, Rep.;ST.INT.DPRT;Departures (outbound tourists, number);2013;180000.0
FJI;Fiji;ST.INT.DPRT;Departures (outbound tourists, number);2019;174000.0
TZA;Tanzania;ST.INT.DPRT;Departures (outbound tourists, number);1996;148000.0
VGB;British Virgin Islands;ST.INT.DPRT;Departures (outbound tourists, number);2012;139000.0
ETH;Ethiopia;ST.INT.DPRT;Departures (outbound tourists, number);1996;133000.0
ISL;Iceland;ST.INT.DPRT;Departures (outbound tourists, number);2020;130000.0
MAC;Macao SAR, China;ST.INT.DPRT;Departures (outbound tourists, number);2020;125000.0
MDV;Maldives;ST.INT.DPRT;Departures (outbound tourists, number);2008;123000.0
SLE;Sierra Leone;ST.INT.DPRT;Departures (outbound tourists, number);2019;122000.0
PNG;Papua New Guinea;ST.INT.DPRT;Departures (outbound tourists, number);2002;92000.0
MDA;Moldova;ST.INT.DPRT;Departures (outbound tourists, number);2020;75000.0
BTN;Bhutan;ST.INT.DPRT;Departures (outbound tourists, number);2019;72000.0
MUS;Mauritius;ST.INT.DPRT;Departures (outbound tourists, number);2020;65000.0
NCL;New Caledonia;ST.INT.DPRT;Departures (outbound tourists, number);2020;48000.0
MDG;Madagascar;ST.INT.DPRT;Departures (outbound tourists, number);1995;39000.0
CAF;Central African Republic;ST.INT.DPRT;Departures (outbound tourists, number);2010;38000.0
TKM;Turkmenistan;ST.INT.DPRT;Departures (outbound tourists, number);2007;38000.0
BDI;Burundi;ST.INT.DPRT;Departures (outbound tourists, number);2001;35000.0
TJK;Tajikistan;ST.INT.DPRT;Departures (outbound tourists, number);2018;31000.0
SYC;Seychelles;ST.INT.DPRT;Departures (outbound tourists, number);2020;19000.0
WSM;Samoa;ST.INT.DPRT;Departures (outbound tourists, number);2020;18500.0
PYF;French Polynesia;ST.INT.DPRT;Departures (outbound tourists, number);2020;12000.0
STP;Sao Tome and Principe;ST.INT.DPRT;Departures (outbound tourists, number);2008;10300.0001907349
NER;Niger;ST.INT.DPRT;Departures (outbound tourists, number);1998;10000.0
VUT;Vanuatu;ST.INT.DPRT;Departures (outbound tourists, number);2020;9399.99961853027
PLW;Palau;ST.INT.DPRT;Departures (outbound tourists, number);1998;9000.0
TCD;Chad;ST.INT.DPRT;Departures (outbound tourists, number);2020;5500.0
AGO;Angola;ST.INT.DPRT;Departures (outbound tourists, number);1996;3000.0
TUV;Tuvalu;ST.INT.DPRT;Departures (outbound tourists, number);2011;2099.99990463257
WLD;World;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;1863068555520.54
PST;Post-demographic dividend;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;1000792534069.71
OED;OECD members;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;997063700763.716
ECS;Europe & Central Asia;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;589620761238.282
EUU;European Union;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;432150008319.399
EMU;Euro area;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;355218744907.194
NAC;North America;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;305557753783.124
EAR;Early-demographic dividend;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;266594979546.452
MEA;Middle East, North Africa, Afghanistan & Pakistan;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;145143594987.669
ARB;Arab World;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;131922562360.543
TEC;Europe & Central Asia (IDA & IBRD countries);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;121077049953.365
LCN;Latin America & Caribbean;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;104584816431.255
ECA;Europe & Central Asia (excluding high income);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;93373739042.8823
TLA;Latin America & the Caribbean (IDA & IBRD countries);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;86710962273.7145
USA;United States;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;84205000000.0
LAC;Latin America & Caribbean (excluding high income);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;81459149602.4918
CEB;Central Europe and the Baltics;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;65843484713.7794
DEU;Germany;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;58372000000.0
MNA;Middle East, North Africa, Afghanistan & Pakistan (excluding high income);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;55317558282.0073
TMN;Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;55056396011.2723
SST;Small states;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;52579729788.3253
IDA;IDA total;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;45396369606.8399
SAS;South Asia;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;41884000000.0
FRA;France;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;35958000000.0
IDX;IDA only;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;35608230395.6728
SSF;Sub-Saharan Africa;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;34919262972.8354
TSS;Sub-Saharan Africa (IDA & IBRD countries);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;34919262972.8354
SSA;Sub-Saharan Africa (excluding high income);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;34263192235.3189
HKG;Hong Kong SAR, China;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;32697000000.0
GBR;United Kingdom;ST.INT.RCPT.CD;Tourism receipts (current US$);1998;31658000000.0
ESP;Spain;ST.INT.RCPT.CD;Tourism receipts (current US$);1998;31592000000.0
AFE;Africa Eastern and Southern;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;27810935913.9312
CHN;China;ST.INT.RCPT.CD;Tourism receipts (current US$);2004;27755000000.0
FCS;Fragile and conflict affected situations;ST.INT.RCPT.CD;Tourism receipts (current US$);2016;27557594253.8476
LDC;Least developed countries: UN classification;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;26746319783.4889
AUS;Australia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;26234000000.0
ARE;United Arab Emirates;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;24615400390.625
HPC;Heavily indebted poor countries (HIPC);ST.INT.RCPT.CD;Tourism receipts (current US$);2019;20858320354.982
ITA;Italy;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;20459000000.0
SGP;Singapore;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;20416000000.0
CAN;Canada;ST.INT.RCPT.CD;Tourism receipts (current US$);2011;19994000000.0
PRE;Pre-demographic dividend;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;19266611570.16
AUT;Austria;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;15362000000.0
THA;Thailand;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;15360000000.0
QAT;Qatar;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;14318000000.0
TUR;Turkiye;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;13771000000.0
IND;India;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;13413000000.0
KOR;Korea, Rep.;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;11776000000.0
MEX;Mexico;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;11449000000.0
JPN;Japan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;11395000000.0
NZL;New Zealand;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;10961000000.0
NLD;Netherlands;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;10926200195.3125
IDB;IDA blend;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;10859684429.0933
SWE;Sweden;ST.INT.RCPT.CD;Tourism receipts (current US$);2010;10674000000.0
CSS;Caribbean small states;ST.INT.RCPT.CD;Tourism receipts (current US$);2016;10590877575.243
PRT;Portugal;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;10522000000.0
CHE;Switzerland;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;9994000000.0
MAC;Macao SAR, China;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;9442000000.0
DNK;Denmark;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;9097000000.0
POL;Poland;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;8379000000.0
DOM;Dominican Republic;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;7561000000.0
BEL;Belgium;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;7447000000.0
AFW;Africa Western and Central;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;7230774394.40082
GRC;Greece;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;6193000000.0
SAU;Saudi Arabia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;5960000000.0
HRV;Croatia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;5631853027.34375
IRN;Iran, Islamic Rep.;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;5252000000.0
RUS;Russian Federation;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;4961000000.0
EGY;Egypt, Arab Rep.;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;4874000000.0
MAR;Morocco;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;4514000000.0
LUX;Luxembourg;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;4454000000.0
HUN;Hungary;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;4224000000.0
IRL;Ireland;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;4160000000.0
CZE;Czechia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;3890000000.0
IDN;Indonesia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;3533000000.0
MYS;Malaysia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;3386000000.0
VNM;Viet Nam;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;3232000000.0
BRA;Brazil;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;3099000000.0
PRI;Puerto Rico (US);ST.INT.RCPT.CD;Tourism receipts (current US$);2020;2921000000.0
PHL;Philippines;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;2769000000.0
ZAF;South Africa;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;2716000000.0
ISR;Israel;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;2661000000.0
TZA;Tanzania;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;2624500000.0
MMR;Myanmar;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;2501000000.0
LBN;Lebanon;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;2369000000.0
ETH;Ethiopia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;2282000000.0
PSS;Pacific island small states;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;2233673134.26989
NOR;Norway;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;2196000000.0
JAM;Jamaica;ST.INT.RCPT.CD;Tourism receipts (current US$);2011;2060000000.0
COL;Colombia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1959000000.0
AND;Andorra;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;1910000000.0
PAN;Panama;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1841000000.0
SYR;Syrian Arab Republic;ST.INT.RCPT.CD;Tourism receipts (current US$);2011;1816000000.0
BGR;Bulgaria;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1792000000.0
KEN;Kenya;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;1762000000.0
FIN;Finland;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1757000000.0
JOR;Jordan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1745000000.0
ARG;Argentina;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1702000000.0
ROU;Romania;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1611000000.0
CRI;Costa Rica;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1479000000.0
SRB;Serbia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1422000000.0
SVN;Slovenia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1418000000.0
MDV;Maldives;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1409000000.0
SVK;Slovak Republic;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1303000000.0
ALB;Albania;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1243000000.0
MLT;Malta;ST.INT.RCPT.CD;Tourism receipts (current US$);2007;1185000000.0
CUB;Cuba;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1152000000.0
KHM;Cambodia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1119000000.0
URY;Uruguay;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1085000000.0
ABW;Aruba;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1077000000.0
LKA;Sri Lanka;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1076000000.0
BRB;Barbados;ST.INT.RCPT.CD;Tourism receipts (current US$);2016;1071000000.0
SDN;Sudan;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;1043000000.0
CHL;Chile;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1034000000.0
BHS;Bahamas, The;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1007000000.0
TUN;Tunisia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1007000000.0
PER;Peru;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;1002000000.0
LCA;St. Lucia;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;989000000.0
CYM;Cayman Islands;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;964000000.0
IRQ;Iraq;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;955000000.0
ISL;Iceland;ST.INT.RCPT.CD;Tourism receipts (current US$);2008;881000000.0
LVA;Latvia;ST.INT.RCPT.CD;Tourism receipts (current US$);2007;880000000.0
EST;Estonia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;865000000.0
LTU;Lithuania;ST.INT.RCPT.CD;Tourism receipts (current US$);2004;834000000.0
PYF;French Polynesia;ST.INT.RCPT.CD;Tourism receipts (current US$);2016;782000000.0
PAK;Pakistan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;765000000.0
SLV;El Salvador;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;755000000.0
BHR;Bahrain;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;724000000.0
ECU;Ecuador;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;705000000.0
UKR;Ukraine;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;687000000.0
VIR;Virgin Islands (U.S.);ST.INT.RCPT.CD;Tourism receipts (current US$);2020;686000000.0
OMN;Oman;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;669000000.0
CYP;Cyprus;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;663000000.0
MNP;Northern Mariana Islands;ST.INT.RCPT.CD;Tourism receipts (current US$);1995;655000000.0
HTI;Haiti;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;620000000.0
KAZ;Kazakhstan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;589000000.0
GEO;Georgia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;586000000.0
SEN;Senegal;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;557000000.0
GRD;Grenada;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;548000000.0
VEN;Venezuela, RB;ST.INT.RCPT.CD;Tourism receipts (current US$);2016;546000000.0
BLR;Belarus;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;542000000.0
KWT;Kuwait;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;524000000.0
MUS;Mauritius;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;518000000.0
UGA;Uganda;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;518000000.0
VGB;British Virgin Islands;ST.INT.RCPT.CD;Tourism receipts (current US$);2015;484000000.0
BIH;Bosnia and Herzegovina;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;438000000.0
CMR;Cameroon;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;437000000.0
ATG;Antigua and Barbuda;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;416000000.0
UZB;Uzbekistan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;395000000.0
KNA;St. Kitts and Nevis;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;367000000.0
MDA;Moldova;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;354000000.0
AZE;Azerbaijan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;340000000.0
NGA;Nigeria;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;321000000.0
ARM;Armenia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;303000000.0
GTM;Guatemala;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;298500000.0
TCA;Turks and Caicos Islands;ST.INT.RCPT.CD;Tourism receipts (current US$);2002;292000000.0
CUW;Curacao;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;282000000.0
TGO;Togo;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;264000000.0
MKD;North Macedonia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;253000000.0
NCL;New Caledonia;ST.INT.RCPT.CD;Tourism receipts (current US$);2016;248000000.0
PSE;West Bank and Gaza;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;245000000.0
BOL;Bolivia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;243000000.0
SXM;Sint Maarten (Dutch part);ST.INT.RCPT.CD;Tourism receipts (current US$);2020;243000000.0
BEN;Benin;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;240860000.610352
NPL;Nepal;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;238000000.0
FJI;Fiji;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;236000000.0
MLI;Mali;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;231000000.0
SYC;Seychelles;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;228000000.0
LAO;Lao PDR;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;227000000.0
BGD;Bangladesh;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;217899993.896484
BWA;Botswana;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;217000000.0
RWA;Rwanda;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;212000000.0
MDG;Madagascar;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;202000000.0
CIV;Cote d'Ivoire;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;199300003.051758
KGZ;Kyrgyz Republic;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;195000000.0
GHA;Ghana;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;191000000.0
BRN;Brunei Darussalam;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;190000000.0
HND;Honduras;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;189000000.0
MNE;Montenegro;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;180000000.0
BFA;Burkina Faso;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;173000000.0
LBY;Libya;ST.INT.RCPT.CD;Tourism receipts (current US$);2010;170000000.0
CPV;Cabo Verde;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;169000000.0
NAM;Namibia;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;155000000.0
TTO;Trinidad and Tobago;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;151000000.0
NER;Niger;ST.INT.RCPT.CD;Tourism receipts (current US$);2019;130000000.0
NIC;Nicaragua;ST.INT.RCPT.CD;Tourism receipts (current US$);1999;128000000.0
LBR;Liberia;ST.INT.RCPT.CD;Tourism receipts (current US$);2009;123000000.0
PLW;Palau;ST.INT.RCPT.CD;Tourism receipts (current US$);2017;123000000.0
YEM;Yemen, Rep.;ST.INT.RCPT.CD;Tourism receipts (current US$);2016;116000000.0
MOZ;Mozambique;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;113000000.0
DMA;Dominica;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;111000000.0
PRY;Paraguay;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;104000000.0
TJK;Tajikistan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;102400001.525879
BLZ;Belize;ST.INT.RCPT.CD;Tourism receipts (current US$);1998;101000000.0
BMU;Bermuda;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;94000000.0
VCT;St. Vincent and the Grenadines;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;85000000.0
BTN;Bhutan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;84000000.0
TLS;Timor-Leste;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;78000000.0
AFG;Afghanistan;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;75000000.0
STP;Sao Tome and Principe;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;71900000.0
VUT;Vanuatu;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;67000000.0
ZWE;Zimbabwe;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;66000000.0
COD;Congo, Dem. Rep.;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;60500000.0
DJI;Djibouti;ST.INT.RCPT.CD;Tourism receipts (current US$);2018;57000000.0
GMB;Gambia, The;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;53000000.0
DZA;Algeria;ST.INT.RCPT.CD;Tourism receipts (current US$);2020;50000000.0
