conflict_qid;conflict_label;checked_via
Q125733068;2024 University of California, Los Angeles pro-Palestinian campus occupation;both
Q131279179;viernes negros;both
Q130255015;July Revolution;both
Q128809316;Bangladesh Hindu Persecution Prevention Movement 2024;both
Q5792516;Liberation Crusade of 1863;both
Q124356591;2024 French farmers' protests;both
Q131900840;2025 Slovak protests;both
Q124727733;Protest gegen das neue Grundsatzprogramm der CDU und für das Asylrecht am Gürzenich in Köln am 2024-03-01;both
Q128036869;Protestos na Venezuela de 2024;both
Q5278444;Dinnieh clashes;both
Q124750521;2024 Polish farmers' protests;both
Q4992563;As Barricadas;both
Q131195437;2024 Abkhazian protests;both
Q124668999;2025 Indian farmers' protest;both
Q124479258;2024 Spanish farmers' protests;both
Q130259234;2024 R. G. Kar Medical College and Hospital rape and murder protests;both
Q129698923;Protest picnic at the Bismarck Tower in Hof;both
Q128536516;2024 anti-tourism protests in Spain;both
Q124156694;2023-2024 German farmers' protests;both
Q130711708;2013 Czech Anti-Roma protests;both
Q126906449;Kenya Finance Bill protests;both
Q124616527;Zwischenfälle in Ost-Berlin Pfingsten 1987;both
Q124816851;May 2016 Kabul protest;both
Q126703743;Buddhist demonstration in Hue 1993;both
Q128807959;Israeli blockade of humanitarian aid delivery to the Gaza Strip;both
Q125000393;Protestos em Cuba em 2024;both
Q5613615;Guanganmen Incident;both
Q125866585;2024 Armenian protests;both
Q5639055;Haifa Street helicopter incident;both
Q127870844;Salvar o Jardim da Parada;both
Q126092567;2024 pro-Palestinian protests on university campuses in the Netherlands;both
Q4866870;Bashkale clash;both
Q131389033;Protestos na Geórgia em 2023;both
Q125704171;2024 Israeli protests;both
Q131554983;Protestos anticorrupção na Sérvia (2024–presente);both
Q125972854;2024 Kulsary protests;both
Q5033910;Canton Merchant Volunteers Corps Uprising;both
Q126264752;2024 University of Washington pro-Palestinian campus occupation;both
Q4702504;Al-Hidaya Mosque massacre;both
Q124317396;Demo gegen die AfD in Hannover 2024-01-16;both
Q125933148;"2024 Georgian protests against ""foreign agent"" bill";both
Q126050263;“Democracy Retrogresses, Citizens Rescue” May 21 Action;both
Q125542496;Federal University March;both
Q124323247;Protest music against the Marcos dictatorship;both
Q131911807;Lichtermeer gegen den Rechtsruck Berlin 2025-01-25;both
Q124619312;2001 anti-Albanian protests;both
Q124100394;Протесты в сквере Екатеринбурга;both
Q125895370;2024 Sciences Po pro-Palestinian occupation protest;both
Q129565991;2024 Indonesian local election law protests;both
Q126047522;Bluebird Movement;both
Q128401697;movimento de não-cooperação de 2024;both
Q131192864;NRW bleib sozial! – 13.11.2024;both
Q5519081;Gallinas Massacre;both
Q130395186;Marcha Federal Universitaria;both
Q3636505;Battle of Londinium;both
Q3636508;Batalha de Longula;both
Q3346145;Noite das Garrafadas;both
Q3636501;Batalha de Lincoln (1878);both
Q3636522;Battle of Melegnano;both
Q3636536;Battle of Montecarotto;both
Q3636521;Battle of Medole;both
Q3636527;Battle of Mileto;both
Q2984964;combat du Château-Jaume;both
Q2984965;combat du Châtellier;both
Q2984970;combat du Pont de Cantache;both
Q2984971;combat du Rocher de La Piochais;both
Q2984974;combat du bois de Rougé;both
Q2984976;combat du bois de la Renardière;both
Q2984981;combat du pont de Quincampoix;both
Q3636537;Batalha do Monte Maior;both
Q27990607;Arisierung in Dänemark;both
Q5935437;Hukou Incident;both
Q9588016;Aglomerado da Serra;both
Q10332524;Morro do Urubu;both
Q7930032;Vila Vintém;both
Q1764883;Jacarezinho;both
Q4605943;Tentativa de golpe de Estado no Chade em 2006;both
Q1754633;Vidigal;both
Q10364181;Rollas;both
Q5882515;Segunda tentativa de golpe de Estado na Venezuela em 1992;both
Q4794146;Army General Staff Plot;both
Q10323653;Mangueiral;both
Q4609689;2007 Zimbabwean coup d'état attempt;both
Q5780061;Complot de las patitas de chancho;both
Q10263124;César Maia (favela);both
Q924981;Maré;both
Q368051;Favela Santa Marta;both
Q3844582;Manguinhos;both
Q5784400;1985 Spanish coup attempt;both
Q4790792;Ariostazo;both
Q5177976;Golpe de 25 de Novembro de 1975;both
Q5321521;E-memorandum;both
Q4620483;2011 Bangladesh coup d'état attempt;both
Q4602621;Tentativa de golpe de Estado no Chade em 2004;both
Q4608771;2007 Laotian coup d'état conspiracy allegation;both
Q9694657;Cantagalo-Pavão-Pavãozinho;both
Q10332428;Morro da Caixa d'Água (cidade do Rio de Janeiro);both
Q1121664;Complexo do Alemão;both
Q7864999;UK miners' strike;both
Q10280354;Favela do Esqueleto;both
Q10280355;Favela do Lixão;both
Q10332439;Morro da Formiga (cidade do Rio de Janeiro);both
Q4617790;2010 Madagascar coup d'état attempt;both
Q5494564;1956 Cuban coup attempt;both
Q10332445;Morro da Mineira;both
Q5672844;1936 Catalan coup d'état attempt;both
Q24935699;1998 Russian miners' strike;both
Q10332451;Morro da Providência;both
Q5840478;Tentativa de golpe de Estado no México em outubro de 1871;both
Q47452335;Arisierung in Norwegen;both
Q6914185;Morro da Babilônia;both
Q6699389;Ludwig v. Massachusetts;both
Q1238732;Rocinha;both
Q10332455;Morro da Serrinha;both
Q27926456;Arisierung in Luxemburg;both
Q124221028;Conflito no Equador em 2024;both
Q10332466;Morro de São Carlos;both
Q124244457;Kalmyk Campaign;both
Q4951385;Boworadet Rebellion;both
Q10344883;Parque Arará;both
Q4919168;Bituminous Coal Strike of 1977–1978;both
Q1091739;Cidade de Deus;both
Q10332494;Morro do Dendê;both
Q783256;1949 Australian coal strike;both
Q4919166;Bituminous Coal Strike of 1974;both
Q10332499;Morro do Fubá;both
Q10332496;Morro do Engenho;both
Q7989283;Westmoreland County coal strike of 1910–1911;both
Q10332502;Morro do Juramento;both
Q10332503;Morro do Juca;both
Q7199508;Pittston Coal strike;both
Q3844583;Mangueira;both
Q7982019;Welsh coal strike of 1898;both
Q28944456;Arisierung in Italien;both
Q5034622;Cape Breton coal strike of 1981;both
Q16155980;1927 Indiana Bituminous Strike;both
Q9834115;Complexo do São Carlos;both
Q9670956;Cabana Pai Tomaz;both
Q10332518;Morro do Salgueiro;both
Q10332522;Morro do Tuiuti;both
Q10332523;Morro do Turano;both
Q19760552;Prokeš coup;both
Q25043471;tentativa de golpe no Congo de 1966;both
Q25451418;1935 Estonian coup d'état plan;both
Q18600508;Tentativa de golpe de Estado em Alto Volta em 1983;both
Q20977821;Golpe de Estado em Burkina Faso em 2015;both
Q17750099;Tentativa de golpe de Estado no Burundi em 1965;both
Q25041522;1969 Saudi Arabian coup d'état plot;both
Q17513459;2014 Enugu Government House attack;both
Q20556420;Tentativa de golpe de Estado na Tailândia em março de 1977;both
Q4087422;Battle of Dollar;both
Q25451842;1987 Sharjawi coup d'état attempt;both
Q25450330;Tentativa de golpe de Estado no Qatar em 1996;both
Q20015279;tentativa de golpe de Estado na Argentina em 28 de septembro 1951;both
Q25043593;Tentativa de golpe de Estado na Zâmbia em 1997;both
Q24938804;1976 coup attempt Equatorial Guinea;both
Q25043479;Tentativa de golpe de Estado na República do Congo em 1972;both
Q4087431;Battle of Carbisdale;both
Q18480997;Golpe de 11 de Março de 1975;both
Q25496606;1934 Lithuanian coup d'état attempt;both
Q23019503;2001 Burundian coup d'état attempt;both
Q18600449;Tentativa de golpe de Estado em Burkina Faso em 1989;both
Q19905149;Tentativa de golpe de Estado no Burundi em 2015;both
Q22082353;Tentativa de golpe de Estado em Burkina Faso em 2003;both
Q29378733;Tentativa de golpe de Estado nas Seychelles em 1981;both
Q30904810;tomada de Monsanto;both
Q22948603;1977 Sudan Juba attempted coup d'état;both
Q20982124;Tentativa de golpe de Estado na República Centro-Africana em 2001;both
Q28225507;Tentativa de golpe de Estado em Bangladesh em 1996;both
Q16561396;Golpe bianco;both
Q28441384;Tentativa de golpe de Estado em Benin em 1977;both
Q28135498;2016 Libyan coup d'état attempt;both
Q4087421;Battle of Dobrynichi;both
Q20312530;Tentativa de golpe de Estado na Gâmbia em 2014;both
Q28059571;Tentativa de golpe de Estado no Panamá em 1989;both
Q27860366;Golpe de Estado em São Tomé e Príncipe em 2003;both
Q16674509;1963 Argentine Navy Revolt;both
Q16950966;Revolta de Maio;both
Q38939494;Tentativa de golpe de Estado na Guiné Equatorial em 1969;both
Q4087424;Battle of Inverlochy;both
Q3636595;Battle of Ravenna;both
Q3636581;Battle of Porta Lame;both
Q6914975;Morton v. Mancari;both
Q3636565;Battle on the Po;both
Q6914976;Morton v. Ruiz;both
Q6902499;Monsanto Co. v. Geertson Seed Farms;both
Q6881466;Mitchell v. Forsyth;both
Q6914089;Morrissey v. Brewer;both
Q6881467;Mitchell v. Helms;both
Q6911934;Morgan v. Hamlet;both
Q6881464;Mitchell v. Donovan;both
Q6911938;Morgan v. Illinois;both
Q6931941;Muehler v. Mena;both
Q4024962;Roughhouse at the Amphitheatre;both
Q6883100;Mitsubishi Motors Corp. v. Soler Chrysler-Plymouth, Inc.;both
Q6944162;Mutual Film Corporation v. Industrial Commission of Ohio;both
Q6934143;Mullane v. Central Hanover Bank & Trust Co.;both
Q3636580;Battle of Porta San Lorenzo;both
Q3636541;Battle of Mount Zion Church;both
Q6931958;Mueller v. Allen;both
Q6944169;Mutual Life Insurance Co. of New York v. Hillmon;both
Q6952110;NAACP v. Claiborne Hardware Co.;both
Q6952108;NAACP v. Button;both
Q6908268;Moore v. East Cleveland;both
Q6887254;Mobile v. Bolden;both
Q6908269;Moore v. Dempsey;both
Q6914266;Morse v. Frederick;both
Q6966924;Nashville, C. & St. L. R. Co. v. United States;both
Q40890413;2016 Burkinabé coup d'état attempt;both
Q3636551;Battle of Nomonhan;both
Q6954666;NLRB v. J. Weingarten, Inc.;both
Q6954667;NLRB v. Hearst Publications;both
Q6898935;Monell v. Department of Social Services of the City of New York;both
Q6904369;Montana v. United States;both
Q6954668;NLRB v. Mackay Radio & Telegraph Co.;both
Q15814233;combat d'Ussel;both
Q6880475;Mistretta v. United States;both
Q6954669;NLRB v. Truck Drivers Local 449;both
Q15300254;combat de la Gemmerie;both
Q3636596;Battle of Rawdat Muhanna;both
Q5778691;Combate de Perdriel;both
Q6934194;Muller v. Oregon;both
Q6902418;Monroe v. Pape;both
Q6915625;Moseley v. V Secret Catalogue, Inc.;both
Q11410519;反万博闘争;both
Q3636548;Battle of Nha Trang;both
Q6953227;NCUA v. First National Bank & Trust;both
Q6879914;Missouri v. Holland;both
Q6879917;Missouri v. Jenkins;both
Q6879922;Missouri v. Seibert;both
Q5778761;Combate de Tritalco;both
Q3636560;Battle of Palestrina;both
Q6893786;Mohawk Industries, Inc. v. Carpenter;both
Q3636601;Battle of Rottofreddo;both
Q3636582;Battle of Pozzuolo;both
Q3636574;Battle of Piombino;both
Q3636573;Battle of Pieve di Ledro;both
Q6943099;Mussel Slough Tragedy;both
Q15603329;Combat d'Axams;both
Q6914055;Morrison v. Olson;both
Q3636603;Battle of Sabilla;both
Q6914053;Morrison v. National Australia Bank;both
Q6912342;Morissette v. United States;both
Q15238515;Combat de Turnhout;both
Q6911941;Morgan v. United States;both
Q3822130;Batalha do Guadalquivir;both
Q3844257;German occupation of Rome;both
Q3636430;Battle of Fidenae;both
Q3636494;Batalha de Las Mercedes;both
Q4087283;Battle of Matewan;both
Q3893524;Battle of Pühhajoggi Pass;both
Q3636483;Battle of Kielce;both
Q3636481;Battle of Kam'janec'-Podil's'kyj;both
Q4087298;Battle of Bender;both
Q3636427;Batalha de Fidenas;both
Q3636446;Batalha de Genava;both
Q3636486;Battle of Kilcullen;both
Q3910850;Second Battle of Charleston Harbor;both
Q4054691;Battle of Aberdeen;both
Q4080334;Siege of Bayazet;both
Q3808756;Second Battle of Independence;both
Q3636493;Battle of Lastra;both
Q3919386;Defense of Borisov;both
Q3636451;Battle of Glen Fruin;both
Q3788426;Battle of Turtle Gut Inlet;both
Q3791537;Attack on Marstrand;both
Q3817235;Batalha de Manolada;both
Q3781410;Battle of Albesa;both
Q3915495;Batalha de Almendralejo;both
Q3853944;First Battle of Newtonia;both
Q3813618;July 1936 military uprising in Barcelona;both
Q3827914;Battle of Xingyang;both
Q3915481;Battle of Gandesa;both
Q3875043;Battle of Yellow House Canyon;both
Q3636429;Batalha de Fidenas;both
Q3636428;Battle of Falconaria;both
Q3812622;Second Battle of Verdun;both
Q3821512;Battle of Day's Gap;both
Q3854317;Battle of Marais des Cygnes;both
Q3808722;Second Battle of Lexington;both
Q4060498;Invasion of Åland;both
Q3853836;Second Battle of Newtonia;both
Q3775715;Battle of Decatur;both
Q3636414;Battle of Curtatone and Montanara;both
Q3636489;Battle of Konary;both
Q3636470;Battle of Huanucopampa;both
Q3953972;Second Battle of Oituz;both
Q3775020;Batalha de Jataí;both
Q3891504;Batalha de Pozoblanco;both
Q3915054;Second Battle of Gao;both
Q3775989;Battle of Sauchieburn;both
Q3792737;Fight for Tin-Hama;both
Q3636441;Battle of Gamenario;both
Q3636458;Battle of Grenoble;both
Q3820309;Battle of Yijing;both
Q3951255;Landings at Cape Torokina;both
Q4087448;Battle of Mărăşti;both
Q4090271;Battles on Amur River;both
Q4090296;Battle of Kazan;both
Q4097857;Buguruslan Operation;both
Q4090312;Battle of Małogoszcz;both
Q4090311;Battle of Miechów;both
Q4087460;Battle of Renfrew;both
Q4090307;Battle of Kandel;both
Q4087452;Battle of Auldearn;both
Q4090264;Battle of Barnaul;both
Q4090310;Battle of Minsk Mazowiecki;both
Q4087447;Battle of Modena;both
Q4090316;Battle of Mirali;both
Q4087475;Battle of Fyvie;both
Q4090292;Battle of Galatsi;both
Q4090300;Battle at the 12th outpost of the Moscow border detachment;both
Q4087472;Batalha de Trancoso;both
Q4090299;Battle for Donkey's Ear Height;both
Q4090328;Battle of Kobyłka;both
Q4087463;Battle of San Carlos de Bolívar;both
Q4090302;2012 Nozhay-Yurtovsky District clashes;both
Q4090293;Бой за Жоры;both
Q4090317;Batalha de Machias;both
Q4087476;Battle of Philiphaugh;both
Q125988486;Tentativa de golpe de Estado na Costa do Marfim em 2002;both
Q134733745;Incidente do 6.º Corpo;both
Q2618945;Engagement at Fredericktown;both
Q4870756;Battle of Clachnaharry;both
Q127685166;Tentativa de golpe de Estado no Camboja em 2000;both
Q4870763;Battle of Clervaux;both
Q134142653;2011 Dhabyani coup attempt;both
Q115955631;Russian annexation of Yakutia;both
Q126481797;1988 Panamanian coup attempt;both
Q5853230;Expansion of the Inca Empire;both
Q125870352;2012 Ivorian coup attempt;both
Q131831522;Albanian Revolt of 1922;both
Q136431913;July 1963 Syrian coup attempt;both
Q2888740;Battle of Gwen Ystrat;both
Q126972625;tentativa de golpe de Estado na Ucrânia em 2024;both
Q136005054;1976 Burmese coup attempt;both
Q125869788;Tentativa de golpe de Estado no Níger em 2011;both
Q17574854;Battle of Roßbrunn;both
Q126123436;Tentativa de golpe de Estado na Guiné em 1996;both
Q4870766;Batalha da Montanha Cloyd;both
Q126148092;Tentativa de golpe de Estado na Libéria em 1994;both
Q129802193;Tentativa de golpe de Estado no Equador em 1975;both
Q126885694;1984 Bolivian coup attempt;both
Q1466722;Battles near Uettingen;both
Q6142431;Third expansion of the Inca Empire;both
Q134190133;1954-1955 Dhabyani coup attempt;both
Q2890250;Battle of Tribuit;both
Q670290;Engagement near Carthage;both
Q4870736;Battle of Cheongju;both
Q4870744;Battle of Chuncheon;both
Q47220800;Battle of Giants;both
Q126123404;1998 Guinea-Bissau coup attempt;both
Q6123775;Second expansion of the Inca Empire;both
Q635213;Batalha de Clavijo;both
Q4870768;Batalha de Cochin;both
Q5784269;First expansion of the Inca Empire;both
Q4870765;Battle of Clynetradwell;both
Q4870257;Battle of Aldy Charrish;both
Q4870356;Battle of Athani;both
Q111953887;Bryant–Wagner brawl;both
Q5558809;South Georgia and South Sandwich Islands sovereignty dispute;both
Q4870351;Battle of Atakpamé;both
Q4870282;Battle of Alto de los Godos;both
Q125523572;National Congress of Venezuela fight;both
Q4870260;Batalha de Alfambra;both
Q4870405;Battle of Bamianshan;both
Q4870333;Battle of Arghandab;both
Q4870412;Batalha de Bandiradley;both
Q132258716;Combat de Granville;both
Q4870275;Battle of Alnwick;both
Q4870302;Battle of Andong;both
Q4870285;Batalha de Am Zoer;both
Q131442650;combats de la gare Montparnasse lors de la Commune;both
Q4870362;Battle of Attock;both
Q51103517;Combate aeronaval de Coquimbo;both
Q4870337;Battle of Arlabán;both
Q4870391;Bajaur massacre;both
Q4870336;Battle of Arklow;both
Q4870280;Battle of Altimarlach;both
Q4870335;Battle of Arklow;both
Q4870310;Battle of Annan;both
Q4870277;Batalha de Altafulla;both
Q4870252;Battle of Alcañiz;both
Q5977199;Southern Patagonian Ice Field conflict;both
Q4870313;Battle of Antrim;both
Q4870292;Battle of Amelia Springs;both
Q4870270;Battle of Alltachuilain;both
Q4870338;Battle of Arlabán;both
Q4870297;Battle of Anadan;both
Q11457942;Battle of Teradomari;both
Q4870367;Battle of Auvere;both
Q4870289;Battle of Ambur;both
Q124391411;massacre de Saligney;both
Q4870364;Battle of Aura;both
Q42402335;Batalha de Bouno-Misaki;both
Q135400803;敗者髪切りデスマッチ;both
Q135400588;髪切りデスマッチ;both
Q4870834;Battle of Dalushan Islands;both
Q4870846;Battle of Darayya;both
Q4870828;Battle of Cầu Giấy;both
Q4870804;Battle of Crater Hill;both
Q4870807;Battle of Crooked River;both
Q4870837;Battle of Dalrigh;both
Q4870778;Battle of Columbus;both
Q4870870;Battle of Didao;both
Q4870781;Battle of Compton's Ferry;both
Q4870819;Battle of Cynthiana;both
Q4870847;Battle of Darbytown and New Market Roads;both
Q4870774;Battle of Collooney;both
Q4870791;Battle of Corpach;both
Q4870773;Battle of Coire Na Creiche;both
Q4870799;Battle of Cowan's Ford;both
Q4870775;Battle of Collejares;both
Q4870788;Battle of Cool Spring;both
Q4870877;Battle of Dingle's Mill;both
Q4870832;Battle of Dalnaspidal;both
Q4870848;Battle of Dartsedo;both
Q4870840;Battle of Danes Moor;both
Q4870782;Battle of Congaree Creek;both
Q4870879;Battle of Diwaniya;both
Q4870845;Battle of Darbytown Road;both
Q4870874;Battle of Dilam;both
Q4870817;Battle of Cyców;both
Q4870777;Battle of Columbia;both
Q2538388;fight of Beverwijk;both
Q11510130;controversy of transfer of US nuclear weapons to Japan;both
Q2984715;combat d'Ambon;both
Q2984716;combat d'Ancenis;both
Q7902627;Utegate;both
Q2984720;combat d'Andigné;both
Q7380721;Rush Limbaugh–Sandra Fluke controversy;both
Q2984727;combat d'Elven;both
Q2984724;combat d'Ecueillé;both
Q16940015;Controvérsia sobre a sexualidade de Santos Dumont;both
Q18378224;Bahadur Shah Zafar grave dispute;both
Q134301775;crise politique de 2022 en Libye;both
Q18481481;Controvérsia do título de campeão brasileiro de futebol de 1987;both
Q2397033;combat de Landéan;both
Q2984736;combat de Bais;both
Q125510550;Langpih Incident;both
Q7892628;United States offshore drilling debate;both
Q14754119;2013 controversy of meat-free day in Germany;both
Q2984741;combat de Belle-Isle-en-Terre;both
Q124819767;Houthi involvement in the Gaza war;both
Q2984747;combat de Bois-Rouland;both
Q2984745;combat de Blanche-Lande;both
Q2984751;combat de Carnet;both
Q24904985;Superman ownership disputes;both
Q15899419;國立成功大學南榕廣場命名爭議;both
Q2984749;combat de Bréal;both
Q7392726;SQA examinations controversy;both
Q2984755;combat de Cornillé;both
Q15995132;Hobbes–Wallis controversy;both
Q19742029;Language Question;both
Q2984756;combat de Coëtbihan;both
Q16932579;Lewis Libby clemency controversy;both
Q13517477;Fail Mary;both
Q7892358;United States beef imports in South Korea;both
Q11418477;哲学館事件;both
Q7892356;United States beef imports in Japan;both
Q2984763;combat de Dourdain;both
Q7639381;Sunday Express Dunblane controversy;both
Q2984760;combat de Dompierre-du-Chemin;both
Q131696557;Jubaland crisis;both
Q2984766;combat de Ducey;both
Q29965709;Divulgações de informações confidenciais por Donald Trump;both
Q124260696;Crushing of the Munich Soviet Republic;both
Q135940251;Independiente v Universidad de Chile (2025 Copa Sudamericana);both
Q24517896;Estado da Califórnia v Turner;both
Q8487939;University of Bristol admissions controversy;both
Q126874103;Campaign of Kabylia;both
Q28683401;Pal's judgement controversies;both
Q16828802;Canadian Human Rights Commission free speech controversy;both
Q11410202;参議院不要論;both
Q18354615;Controvérsia da política de nome real do Facebook;both
Q2376104;combat de La Ribassais;both
Q25419347;Controvérsias envolvendo Jair Bolsonaro;both
Q11410205;参議院改革論;both
Q28684737;Tsukiji Market Relocation Issue;both
Q22097623;Gitmo detainees Ghana transfer controversy;both
Q28686260;controversy over standing ovation during the policy speech to the 192th session of the Diet;both
Q23016835;FBI–Apple encryption dispute;both
Q19863508;1911 Brigham Young University controversy;both
Q27972343;高江ヘリパッド問題;both
Q28067879;Balhae controversies;both
Q15894913;September 2013 power struggle;both
Q11267739;Debate on changing the gauge of Japan;both
Q6698607;Lucy v. Adams;both
Q8047444;Yale student abortion art controversy;both
Q7972150;Washington Redskins name controversy;both
Q22095596;Cleveland Indians name and logo controversy;both
Q15262432;Nocton Dairies controversy;both
Q7737715;The Great Devonian Controversy;both
Q7812035;Tocks Island Dam Controversy;both
Q19635877;Controvérsia sobre os emails de Hillary Clinton;both
Q10673423;The Solzhenitsyna affair;both
Q125931934;Pokrovsk offensive;both
Q1883673;Guerra da Mafia-Camorra;both
Q2984850;combat de Pocé;both
Q4087308;Battle of Lachin;both
Q2984848;combat de Pluméliau;both
Q2984849;combat de Plumelec;both
Q4087336;Battle of Kurukovo Lake;both
Q2984855;combat de Pontrieux;both
Q2984853;combat de Pontivy;both
Q4087368;Battle of Gdov;both
Q48976920;Minnesota Food Cooperative Wars;both
Q24191678;Greene–Jones War;both
Q61968456;Lübeck feud;both
Q113364726;Conflito de gangues em Porto Príncipe em 2022;both
Q4087408;Battle of Alford;both
Q4087388;Battle of Lubecz;both
Q2984840;combat de Pacé;both
Q99898422;Feud of the Greenbury;both
Q7489331;Shaq–Kobe feud;both
Q4087354;Batalha do Rio Pyana;both
Q85754004;Coolock feud;both
Q4942677;Bonville–Courtenay feud;both
Q4087310;Operation Kalbajar;both
Q4087314;Battle of Kępa Oksywska;both
Q25067292;Hutch–Kinahan feud;both
Q2984770;combat de Fleurigné;both
Q2984771;combat de Fougères;both
Q2984769;combat de Fleurigné;both
Q4087326;Battle of Szydłowiec;both
Q110235906;First Biker War;both
Q2984782;combat de Javené;both
Q4087321;Batalha de Saba (2011);both
Q2984791;combat de La Chapelle-Saint-Aubert;both
Q2984788;combat de La Bazouge-du-Désert;both
Q2984789;combat de La Chapelle-Saint-Aubert;both
Q2984794;combat de La Poterie;both
Q2984795;combat de La Selle-en-Luitré;both
Q2984798;combat de Laignelet;both
Q4087359;Battle of Bilotserkiv;both
Q4087371;Battle of Goźlice;both
Q2984796;combat de La Roche-Bernard;both
Q2984797;combat de La Verrie;both
Q4087377;Battle of Chițcani (1683);both
Q2984800;combat de Lamballe;both
Q2984807;combat de Lorge;both
Q7371788;Rowan County War;both
Q2984804;combat de Lannion;both
Q2984805;combat de Loiré;both
Q2984810;combat de Louargat;both
Q110130984;Satan's Choice–Popeyes Biker War;both
Q85757734;Drogheda feud;both
Q2984808;combat de Louvigné-du-Désert;both
Q2984815;combat de Mangolérian;both
Q17152536;Sutton–Taylor feud;both
Q2984818;combat de Matz;both
Q116239704;Burton-Aikin Feud;both
Q2984816;combat de Mané-Corohan;both
Q4087376;Battle of Zadwórze;both
Q4087391;Битва под Острым Камнем;both
Q2984822;combat de Mellé;both
Q2984820;combat de Mecé;both
Q4087385;Battle of Lubartów;both
Q4087405;Siege of Avaricum;both
Q16174231;Bàndols in Mallorca;both
Q4087374;Battle of Guzów;both
Q2984829;combat de Montrelais;both
Q2984838;combat de Noyant-la-Gravoyère;both
Q4087402;Battle of Sokal;both
Q2984836;combat de Neaux;both
Q4087303;Battle of Jebel Hamlin;both
Q4087401;Battle of Studenitsa;both
Q5127436;Clark v. Martinez;both
Q5141336;Cohens v. Virginia;both
Q5148901;Colorado River Water Conservation District v. United States;both
Q5152855;Commissioner v. Flowers;both
Q5123739;City of Ladue v. Gilleo;both
Q5123884;City of Rancho Palos Verdes v. Abrams;both
Q5152858;Commissioner v. Idaho Power Co.;both
Q5147420;Collins v. Yosemite Park & Curry Co.;both
Q5152856;Commissioner v. Glenshaw Glass Co.;both
Q5152857;Commissioner v. Groetzinger;both
Q5152862;Commissioner v. LoBue;both
Q5123889;City of Richmond v. United States;both
Q5152863;Commissioner v. Soliman;both
Q5123597;City of Boerne v. Flores;both
Q5152860;Commissioner v. Indianapolis Power & Light Co.;both
Q5152861;Commissioner v. Kowalski;both
Q5123892;Caso City of Richmond v. J.A. Croson Co.;both
Q5123326;City News & Novelty, Inc. v. Waukesha;both
Q5123918;City of Sherrill v. Oneida Indian Nation of New York;both
Q5132070;Cleveland Board of Education v. Loudermill;both
Q5123630;City of Chicago v. Morales;both
Q5132069;Cleveland Board of Education v. LaFleur;both
Q5123633;City of Cleburne v. Cleburne Living Center, Inc.;both
Q5144794;Colgrove v. Battin;both
Q5123796;City of Los Angeles v. Lyons;both
Q5122774;Citizens to Preserve Overton Park v. Volpe;both
Q5130061;Clay v. United States;both
Q5146539;College Savings Bank v. Florida Prepaid Postsecondary Education Expense Board;both
Q5140842;Coeur Alaska, Inc. v. Southeast Alaska Conservation Council;both
Q5142700;Cole v. La Grange;both
Q5138621;Coates v. Cincinnati;both
Q5120356;Cincinnati v. Discovery Network, Inc.;both
Q5141024;Coffin v. United States;both
Q5123834;City of New Orleans v. Dukes;both
Q5122661;Citizens Against Rent Control v. City of Berkeley;both
Q5129781;Clawson v. United States;both
Q5141729;Coker v. Georgia;both
Q5149014;Colorado v. Bannister;both
Q5124539;Civil Rights Cases;both
Q5121283;Cipollone v. Liggett Group, Inc.;both
Q5134291;Clinton v. Jones;both
Q5143039;Coleman v. Miller;both
Q5130853;Clearfield Trust Co. v. United States;both
Q5134289;Clinton v. City of New York;both
Q5123560;Caso Akron v. Akron Center for Reproductive Health;both
Q5121576;Circuit City Stores, Inc. v. Adams;both
Q5123726;City of Indianapolis v. Edmond;both
Q5123869;City of Philadelphia v. New Jersey;both
Q5132312;Cleveland v. United States;both
Q5127439;Caso Clark v. Community for Creative Non-Violence;both
Q5141334;Cohen v. Cowles Media Co.;both
Q5127435;Clark v. Arizona;both
Q5141332;Cohen v. California;both
Q5152851;Commissioner v. Duberstein;both
Q5141333;Cohen v. Beneficial Industrial Loan Corp.;both
Q5152848;Commissioner v. Banks;both
Q5141917;Colautti v. Franklin;both
Q5152854;Commissioner v. First Security Bank of Utah, N.A.;both
Q7138405;Parker v. Ellis;both
Q7203812;Pleasant Grove City v. Summum;both
Q7179761;Pfaff v. Wells Electronics, Inc.;both
Q7209053;Polar Tankers v. City of Valdez;both
Q7206429;Pocket Veto Case;both
Q7201340;Planned Parenthood of Central Missouri v. Danforth;both
Q7170681;Caso Personnel Administrator of Massachusetts v. Feeney;both
Q7236108;Powell v. Texas;both
Q7164306;Pennsylvania v. Mimms;both
Q7164307;Pennsylvania v. Nelson;both
Q7164305;Pennsylvania v. Finley;both
Q7164308;Pennsylvania v. New York;both
Q7205731;Plyler v. Doe;both
Q7171241;Pervear v. Massachusetts;both
Q7167825;Pereira v. United States;both
Q7158379;Pearson v. Callahan;both
Q7139765;Parratt v. Taylor;both
Q7191839;Pierce v. Society of Sisters;both
Q7225714;Pollock v. Farmers' Loan & Trust Co.;both
Q7169222;Permanent Mission of India v. City of New York;both
Q7179812;Pfizer, Inc. v. Government of India;both
Q7156928;Payton v. New York;both
Q7235569;Poulos v. New Hampshire;both
Q7160811;Pegram v. Herdrich;both
Q7232958;Posadas de Puerto Rico Associates v. Tourism Company of Puerto Rico;both
Q7197292;Piper Aircraft Co. v. Reyno;both
Q7185931;Phillips Petroleum Co. v. Wisconsin;both
Q7164659;Penry v. Johnson;both
