iso3;qid_country;lang_qid;lang_label;country_label_pt;country_label_en;lang_label_pt;lang_label_en
MLI;Q912;Q3914000;Kalamsé;Mali;Mali;Kalamsé;Kalamsé
MLI;Q912;Q3914487;Jowulu;Mali;Mali;Jowulu;Jowulu
MLI;Q912;Q3914880;Duungooma;Mali;Mali;Duungooma;Duungooma
MLI;Q912;Q3915322;Maasina Fulfulde;Mali;Mali;Maasina Fulfulde;Maasina Fulfulde
MLI;Q912;Q3915357;Pular;Mali;Mali;Pular;Pular
MLI;Q912;Q4670066;Tamasheq;Mali;Mali;Tamasheq;Tamasheq
MLI;Q912;Q4748057;Ampari Dogon;Mali;Mali;Ampari Dogon;Ampari Dogon
MLI;Q912;Q4750346;Ana Dogon;Mali;Mali;Ana Dogon;Ana Dogon
MLI;Q912;Q4853284;Língua de Sinais de Bamako;Mali;Mali;Língua de Sinais de Bamako;Bamako Sign Language
MLI;Q912;Q4856243;Bankan Tey Dogon;Mali;Mali;Bankan Tey Dogon;Bankan Tey Dogon
MLI;Q912;Q4886561;Ben Tey Dogon;Mali;Mali;Ben Tey Dogon;Ben Tey Dogon
MLI;Q912;Q4985178;Budu Dogon;Mali;Mali;Budu Dogon;Budu Dogon
MLI;Q912;Q5313387;Duleri Dogon;Mali;Mali;Duleri Dogon;Duleri Dogon
MLI;Q912;Q6897074;Mombo Dogon;Mali;Mali;Mombo Dogon;Mombo Dogon
MLI;Q912;Q6963443;Nanga Dogon;Mali;Mali;Nanga Dogon;Nanga Dogon
MLI;Q912;Q7129739;Pana;Mali;Mali;Pana;Pana
MLI;Q912;Q7692089;Tebul Dogon;Mali;Mali;Tebul Dogon;Tebul Dogon
MLI;Q912;Q7692090;Tebul Sign Language;Mali;Mali;Tebul Sign Language;Tebul Sign Language
MLI;Q912;Q7820798;Tondi Songway Kiini;Mali;Mali;Tondi Songway Kiini;Tondi Songway Kiini
MLI;Q912;Q8048316;Yanda Dogon;Mali;Mali;Yanda Dogon;Yanda Dogon
MLI;Q912;Q10950633;Jenaama Bozo;Mali;Mali;Jenaama Bozo;Jenaama Bozo
MLI;Q912;Q10974879;Kisamo-Matya;Mali;Mali;Kisamo-Matya;Kisamo-Matya
MLI;Q912;Q11002130;Eastern Maninkaka;Mali;Mali;Eastern Maninkaka;Eastern Maninkaka
MLI;Q912;Q11003311;Toro So Dogon;Mali;Mali;Toro So Dogon;Toro So Dogon
MLI;Q912;Q11018863;Tene Kan Dogon;Mali;Mali;Tene Kan Dogon;Tene Kan Dogon
MLI;Q912;Q11028033;Western Maninkakan;Mali;Mali;Western Maninkakan;Western Maninkakan
MLI;Q912;Q11137719;Tomo Kan Dogon;Mali;Mali;Tomo Kan Dogon;Tomo Kan Dogon
MLI;Q912;Q11159524;Kagoro;Mali;Mali;Kagoro;Kagoro
MLI;Q912;Q11159536;Hainyaxo Bozo;Mali;Mali;Hainyaxo Bozo;Hainyaxo Bozo
MLI;Q912;Q12643582;Tiemacewe Bozo;Mali;Mali;Tiemacewe Bozo;Tiemacewe Bozo
MLI;Q912;Q32860401;Tiéyaxo Bozo;Mali;Mali;Tiéyaxo Bozo;Tiéyaxo Bozo
MLI;Q912;Q47012992;Tommo So Dogon;Mali;Mali;Tommo So Dogon;Tommo So Dogon
MLT;Q233;Q1860;inglês;Malta;Malta;inglês;English
MLT;Q233;Q9166;Maltês;Malta;Malta;Maltês;Maltese
MLT;Q233;Q6744816;língua de sinais maltesa;Malta;Malta;língua de sinais maltesa;Maltese Sign Language
MMR;Q836;Q15616518;Taman;Myanmar;Myanmar;Taman;Taman
MMR;Q836;Q15895870;Wewaw;Myanmar;Myanmar;Wewaw;Wewaw
MMR;Q836;Q16115455;Eastern Khumi Chin;Myanmar;Myanmar;Eastern Khumi Chin;Eastern Khumi Chin
MMR;Q836;Q16306748;Língua mro;Myanmar;Myanmar;Língua mro;Mro-Khimi language
MMR;Q836;Q16910249;Koki Naga;Myanmar;Myanmar;Koki Naga;Koki Naga
MMR;Q836;Q16912048;Thaiphum;Myanmar;Myanmar;Thaiphum;Thaiphum
MMR;Q836;Q25559417;Eastern Kayah;Myanmar;Myanmar;Eastern Kayah;Eastern Kayah
MMR;Q836;Q25559420;Paku Karen;Myanmar;Myanmar;Paku Karen;Paku Karen
MMR;Q836;Q54324451;Kadu;Myanmar;Myanmar;Kadu;Kadu
MMR;Q836;Q54548740;Kanan;Myanmar;Myanmar;Kanan;Kanan
MMR;Q836;Q63234615;Mobwa Karen;Myanmar;Myanmar;Mobwa Karen;Mobwa Karen
MMR;Q836;Q63283609;Lao Naga;Myanmar;Myanmar;Lao Naga;Lao Naga
MMR;Q836;Q63283784;Kyan-Karyaw Naga;Myanmar;Myanmar;Kyan-Karyaw Naga;Kyan-Karyaw Naga
MMR;Q836;Q9228;birmanês;Myanmar;Myanmar;birmanês;Burmese
MMR;Q836;Q13349;mon;Myanmar;Myanmar;mon;Mon
MMR;Q836;Q32952;língua chakma;Myanmar;Myanmar;língua chakma;Chakma
MMR;Q836;Q33332;Língua jingpho;Myanmar;Myanmar;Língua jingpho;Jingpo
MMR;Q836;Q35780;Língua lahu;Myanmar;Myanmar;Língua lahu;Lahu
MMR;Q836;Q36147;Língua mizo;Myanmar;Myanmar;Língua mizo;Mizo
MMR;Q836;Q36556;Tai nüa;Myanmar;Myanmar;Tai nüa;Tai Nüa
MMR;Q836;Q36948;Tai Lü;Myanmar;Myanmar;Tai Lü;Tai Lü
MMR;Q836;Q37011;Língua zou;Myanmar;Myanmar;Língua zou;Zo
MMR;Q836;Q56308;Khumi;Myanmar;Myanmar;Khumi;Khumi
MMR;Q836;Q56350;Tangsa;Myanmar;Myanmar;Tangsa;Tangsa
MMR;Q836;Q56357;Língua tedim;Myanmar;Myanmar;Língua tedim;Sukte
MMR;Q836;Q56406;Língua dulong;Myanmar;Myanmar;Língua dulong;Derung
MMR;Q836;Q56410;S'gaw Karen;Myanmar;Myanmar;S'gaw Karen;S'gaw Karen
MMR;Q836;Q56413;Língua nusu;Myanmar;Myanmar;Língua nusu;Nusu
MMR;Q836;Q56480;Língua lisu;Myanmar;Myanmar;Língua lisu;Lisu
MMR;Q836;Q56482;língua shan;Myanmar;Myanmar;língua shan;Shan
MMR;Q836;Q56582;Língua achang;Myanmar;Myanmar;Língua achang;Achang
MMR;Q836;Q56594;Zaiwa;Myanmar;Myanmar;Zaiwa;Zaiwa
MMR;Q836;Q56601;Tibetano khams;Myanmar;Myanmar;Tibetano khams;Khams Tibetan
MMR;Q836;Q56643;Língua akha;Myanmar;Myanmar;Língua akha;Akha
MMR;Q836;Q56765;Bawm;Myanmar;Myanmar;Bawm;Bawm
MMR;Q836;Q56815;Falam;Myanmar;Myanmar;Falam;Falam
MMR;Q836;Q56994;Bwe Karen;Myanmar;Myanmar;Bwe Karen;Bwe Karen
MMR;Q836;Q57004;Zyphe;Myanmar;Myanmar;Zyphe;Zyphe
MMR;Q836;Q331340;Mün;Myanmar;Myanmar;Mün;Mün
MMR;Q836;Q542564;Rawang;Myanmar;Myanmar;Rawang;Rawang
MMR;Q836;Q860029;Daai;Myanmar;Myanmar;Daai;Daai
MMR;Q836;Q1951521;Mru;Myanmar;Myanmar;Mru;Mru
MMR;Q836;Q2044560;Siroto;Myanmar;Myanmar;Siroto;Sylheti
MMR;Q836;Q2741615;Riang;Myanmar;Myanmar;Riang;Riang
MMR;Q836;Q2748232;Língua nung;Myanmar;Myanmar;Língua nung;Nung
MMR;Q836;Q3217488;Moken;Myanmar;Myanmar;Moken;Moken
MMR;Q836;Q3241177;Língua rohingya;Myanmar;Myanmar;Língua rohingya;Rohingya
MMR;Q836;Q3250286;Hakha–Chin;Myanmar;Myanmar;Hakha–Chin;Hakha–Chin
MMR;Q836;Q3363719;Parauk;Myanmar;Myanmar;Parauk;Parauk
MMR;Q836;Q3450749;Língua arracanesa;Myanmar;Myanmar;Língua arracanesa;Rakhine
MMR;Q836;Q3545044;Khün;Myanmar;Myanmar;Khün;Khün
MMR;Q836;Q3915502;Língua khamti;Myanmar;Myanmar;Língua khamti;Khamti
MMR;Q836;Q4175893;Mara;Myanmar;Myanmar;Mara;Mara
MMR;Q836;Q4702035;Akyaung Ari;Myanmar;Myanmar;Akyaung Ari;Akyaung Ari
MMR;Q836;Q4777679;Anu-Hkongso;Myanmar;Myanmar;Anu-Hkongso;Anu-Hkongso
MMR;Q836;Q4925096;Blang;Myanmar;Myanmar;Blang;Blang
MMR;Q836;Q5013745;Danau;Myanmar;Myanmar;Danau;Danau
MMR;Q836;Q5221251;Danu;Myanmar;Myanmar;Danu;Danu
MMR;Q836;Q5330390;Língua pwo leste;Myanmar;Myanmar;Língua pwo leste;Eastern Pwo
MMR;Q836;Q5530317;Geko Karen;Myanmar;Myanmar;Geko Karen;Geko Karen
MMR;Q836;Q5923277;Hpon;Myanmar;Myanmar;Hpon;Hpon
MMR;Q836;Q5924455;Htangan;Myanmar;Myanmar;Htangan;Htangan
MMR;Q836;Q6057507;Intha;Myanmar;Myanmar;Intha;Intha
MMR;Q836;Q6343432;Kaang;Myanmar;Myanmar;Kaang;Kaang
MMR;Q836;Q6401546;Khiamniungan;Myanmar;Myanmar;Khiamniungan;Khiamniungan
MMR;Q836;Q6430448;Konyak;Myanmar;Myanmar;Konyak;Konyak
MMR;Q836;Q6474196;Laitu;Myanmar;Myanmar;Laitu;Laitu
MMR;Q836;Q6493203;Lashi;Myanmar;Myanmar;Lashi;Lashi
MMR;Q836;Q6502107;Lautu;Myanmar;Myanmar;Lautu;Lautu
MMR;Q836;Q6583558;Thadou;Myanmar;Myanmar;Thadou;Thadou
MMR;Q836;Q6583675;Ngawn;Myanmar;Myanmar;Ngawn;Ngawn
MMR;Q836;Q6673049;Long Phuri;Myanmar;Myanmar;Long Phuri;Long Phuri
MMR;Q836;Q6740482;Makuri;Myanmar;Myanmar;Makuri;Makuri
MMR;Q836;Q6740516;Makyan;Myanmar;Myanmar;Makyan;Makyan
MMR;Q836;Q7121294;Língua Pa'O;Myanmar;Myanmar;Língua Pa'O;Pa'O
MMR;Q836;Q7123283;Padaung;Myanmar;Myanmar;Padaung;Padaung
MMR;Q836;Q7133667;Para;Myanmar;Myanmar;Para;Para
MMR;Q836;Q7228475;Ponyo;Myanmar;Myanmar;Ponyo;Ponyo
MMR;Q836;Q7262966;Pyen;Myanmar;Myanmar;Pyen;Pyen
MMR;Q836;Q7379867;Rungtu;Myanmar;Myanmar;Rungtu;Rungtu
MMR;Q836;Q7402721;Sak;Myanmar;Myanmar;Sak;Sak
MMR;Q836;Q7451223;Senthang;Myanmar;Myanmar;Senthang;Senthang
MMR;Q836;Q7506059;Shö;Myanmar;Myanmar;Shö;Shö
MMR;Q836;Q7533375;Sizang;Myanmar;Myanmar;Sizang;Sizang
MMR;Q836;Q7560536;Somra;Myanmar;Myanmar;Somra;Somra
MMR;Q836;Q7561280;Songlai;Myanmar;Myanmar;Songlai;Songlai
MMR;Q836;Q7638087;Cumtu;Myanmar;Myanmar;Cumtu;Cumtu
MMR;Q836;Q7675773;Língua tai lai;Myanmar;Myanmar;Língua tai lai;Tai Laing
MMR;Q836;Q7675784;Tai Loi;Myanmar;Myanmar;Tai Loi;Tai Loi
MMR;Q836;Q7689158;Tavoyan;Myanmar;Myanmar;Tavoyan;Tavoyan
MMR;Q836;Q7689338;Tawr;Myanmar;Myanmar;Tawr;Tawr
MMR;Q836;Q7980503;Welaung;Myanmar;Myanmar;Welaung;Welaung
MMR;Q836;Q7988202;Língua pwo ocidental;Myanmar;Myanmar;Língua pwo ocidental;Western Pwo
MMR;Q836;Q8074599;Zotung;Myanmar;Myanmar;Zotung;Zotung
MMR;Q836;Q9229830;Bualkhaw Chin;Myanmar;Myanmar;Bualkhaw Chin;Bualkhaw Chin
MMR;Q836;Q11149315;Lhao Vo;Myanmar;Myanmar;Lhao Vo;Lhao Vo
MMR;Q836;Q12952327;Chinbon Chin;Myanmar;Myanmar;Chinbon Chin;Chinbon Chin
MMR;Q836;Q12952577;Kayaw;Myanmar;Myanmar;Kayaw;Kayaw
MMR;Q836;Q12952581;Geba Karen;Myanmar;Myanmar;Geba Karen;Geba Karen
MMR;Q836;Q12952582;Lahta;Myanmar;Myanmar;Lahta;Lahta
MMR;Q836;Q12952592;Manumanaw Karen;Myanmar;Myanmar;Manumanaw Karen;Manumanaw Karen
MMR;Q836;Q12952596;Western Kayah;Myanmar;Myanmar;Western Kayah;Western Kayah
MMR;Q836;Q12952942;Matu Chin;Myanmar;Myanmar;Matu Chin;Matu Chin
MMR;Q836;Q12953186;Taungyo;Myanmar;Myanmar;Taungyo;Taungyo
MMR;Q836;Q12953797;Rumai Palaung;Myanmar;Myanmar;Rumai Palaung;Rumai Palaung
MMR;Q836;Q12953798;Pale Palaung;Myanmar;Myanmar;Pale Palaung;Pale Palaung
MMR;Q836;Q12953981;Yinchia;Myanmar;Myanmar;Yinchia;Yinchia
MMR;Q836;Q13018536;Shwe Palaung;Myanmar;Myanmar;Shwe Palaung;Shwe Palaung
MMR;Q836;Q13018575;Lahu Shi;Myanmar;Myanmar;Lahu Shi;Lahu Shi
MMR;Q836;Q13018576;Samtao;Myanmar;Myanmar;Samtao;Samtao
MMR;Q836;Q14352960;Zayein;Myanmar;Myanmar;Zayein;Zayein
MMR;Q836;Q14426328;Yinbaw Karen;Myanmar;Myanmar;Yinbaw Karen;Yinbaw Karen
MMR;Q836;Q14426329;Yintale;Myanmar;Myanmar;Yintale;Yintale
MNE;Q236;Q6654;croata;Montenegro;Montenegro;croata;Croatian
MNE;Q236;Q8821;língua montenegrina;Montenegro;Montenegro;língua montenegrina;Montenegrin
MNE;Q236;Q9299;língua sérvia;Montenegro;Montenegro;língua sérvia;Serbian
MNE;Q236;Q9303;Língua bósnia;Montenegro;Montenegro;Língua bósnia;Bosnian
MNE;Q236;Q181037;Gheg;Montenegro;Montenegro;Gheg;Gheg
MNG;Q711;Q7737;russo;Mongólia;Mongolia;russo;Russian
MNG;Q711;Q9246;Língua mongol;Mongólia;Mongolia;Língua mongol;Mongolian
MNG;Q711;Q9252;língua cazaque;Mongólia;Mongolia;língua cazaque;Kazakh
MNG;Q711;Q13263;Língua uigur;Mongólia;Mongolia;Língua uigur;Uyghur
MNG;Q711;Q34119;Língua tuviniana;Mongólia;Mongolia;Língua tuviniana;Tuvan
MNG;Q711;Q3320659;Southern Mongolian;Mongólia;Mongolia;Southern Mongolian;Southern Mongolian
MNG;Q711;Q3915499;Língua de Sinais da Mongólia;Mongólia;Mongolia;Língua de Sinais da Mongólia;Mongolian Sign Language
MNG;Q711;Q6399808;khalkha-mongol;Mongólia;Mongolia;khalkha-mongol;Khalkha Mongolian
MNG;Q711;Q12637238;Mongolia Buriat;Mongólia;Mongolia;Mongolia Buriat;Mongolia Buriat
MNP;Q16644;Q1860;inglês;Marianas Setentrionais;Northern Mariana Islands;inglês;English
MNP;Q16644;Q28427;Língua caroliniana;Marianas Setentrionais;Northern Mariana Islands;Língua caroliniana;Carolinian
MNP;Q16644;Q33262;Língua chamorro;Marianas Setentrionais;Northern Mariana Islands;Língua chamorro;Chamorro
MNP;Q16644;Q3397371;Tanapag;Marianas Setentrionais;Northern Mariana Islands;Tanapag;Tanapag
MOZ;Q1029;Q5146;português;Moçambique;Mozambique;português;Portuguese
MOZ;Q1029;Q10179;língua zulu;Moçambique;Mozambique;língua zulu;Zulu
MOZ;Q1029;Q13311;Língua ndau;Moçambique;Mozambique;Língua ndau;Ndau
MOZ;Q1029;Q29930;Língua koti;Moçambique;Mozambique;Língua koti;Ekoti
MOZ;Q1029;Q33273;língua nianja;Moçambique;Mozambique;língua nianja;Chewa
MOZ;Q1029;Q33599;Língua manica;Moçambique;Mozambique;Língua manica;Manyika
MOZ;Q1029;Q33604;Makhuwa-Meetto;Moçambique;Mozambique;Makhuwa-Meetto;Makhuwa-Meetto
MOZ;Q1029;Q33882;Língua macua;Moçambique;Mozambique;Língua macua;Makhuwa
MOZ;Q1029;Q34014;língua suázi;Moçambique;Mozambique;língua suázi;Swazi
MOZ;Q1029;Q34327;língua tsonga;Moçambique;Mozambique;língua tsonga;Tsonga
MOZ;Q1029;Q35172;Língua maconde;Moçambique;Mozambique;Língua maconde;Makonde
MOZ;Q1029;Q35824;Língua lomué;Moçambique;Mozambique;Língua lomué;Lomwe
MOZ;Q1029;Q36902;Ciyao;Moçambique;Mozambique;Ciyao;Yao
MOZ;Q1029;Q2085051;Língua tswa;Moçambique;Mozambique;Língua tswa;Tswa
MOZ;Q1029;Q2520717;Língua ronga;Moçambique;Mozambique;Língua ronga;Ronga
MOZ;Q1029;Q2963909;Makhuwa-Shirima;Moçambique;Mozambique;Makhuwa-Shirima;Makhuwa-Shirima
MOZ;Q1029;Q2964008;XiSena;Moçambique;Mozambique;XiSena;Chibarwe
MOZ;Q1029;Q3042206;Quimuane;Moçambique;Mozambique;Quimuane;Mwani
MOZ;Q1029;Q3081996;Nsenga;Moçambique;Mozambique;Nsenga;Nsenga
MOZ;Q1029;Q3197533;Swahili;Moçambique;Mozambique;Swahili;Swahili
MOZ;Q1029;Q3437616;Língua chope;Moçambique;Mozambique;Língua chope;Chopi
MOZ;Q1029;Q3553423;Dema;Moçambique;Mozambique;Dema;Dema
MOZ;Q1029;Q3553459;Tawara;Moçambique;Mozambique;Tawara;Tawara
MOZ;Q1029;Q3832970;Tewe;Moçambique;Mozambique;Tewe;Tewe
MOZ;Q1029;Q4121130;Kunda;Moçambique;Mozambique;Kunda;Kunda
MOZ;Q1029;Q5118412;Língua chuwabo;Moçambique;Mozambique;Língua chuwabo;Chuwabu
MOZ;Q1029;Q6740513;Makwe;Moçambique;Mozambique;Makwe;Makwe
MOZ;Q1029;Q6900145;Moniga;Moçambique;Mozambique;Moniga;Moniga
MOZ;Q1029;Q6927809;Língua de Sinais Moçambicana;Moçambique;Mozambique;Língua de Sinais Moçambicana;Mozambican Sign Language
MOZ;Q1029;Q7071318;Língua cinyungwe;Moçambique;Mozambique;Língua cinyungwe;Nyungwe
MOZ;Q1029;Q7820988;Guitonga;Moçambique;Mozambique;Guitonga;Tonga
MOZ;Q1029;Q8826802;Barwe;Moçambique;Mozambique;Barwe;Barwe
MOZ;Q1029;Q11002622;Manyawa;Moçambique;Mozambique;Manyawa;Manyawa
MOZ;Q1029;Q11002891;Maindo;Moçambique;Mozambique;Maindo;Maindo
MOZ;Q1029;Q11006056;Lolo;Moçambique;Mozambique;Lolo;Lolo
MOZ;Q1029;Q11007144;Phimbi;Moçambique;Mozambique;Phimbi;Phimbi
MOZ;Q1029;Q11008159;Makhuwa-Saka;Moçambique;Mozambique;Makhuwa-Saka;Makhuwa-Saka
MOZ;Q1029;Q11030092;Takwane;Moçambique;Mozambique;Takwane;Takwane
MOZ;Q1029;Q11030947;Nathembo;Moçambique;Mozambique;Nathembo;Nathembo
MOZ;Q1029;Q11127231;Makhuwa-Marrevone;Moçambique;Mozambique;Makhuwa-Marrevone;Makhuwa-Marrevone
MOZ;Q1029;Q11128329;Kokola;Moçambique;Mozambique;Kokola;Kokola
MOZ;Q1029;Q11128833;Marenje;Moçambique;Mozambique;Marenje;Marenje
MRT;Q1025;Q150;francês;Mauritânia;Mauritania;francês;French
MRT;Q1025;Q1860;inglês;Mauritânia;Mauritania;inglês;English
MRT;Q1025;Q9237;malaio;Mauritânia;Mauritania;malaio;Malay
MRT;Q1025;Q34257;Língua uolofe;Mauritânia;Mauritania;Língua uolofe;Wolof
MRT;Q1025;Q36660;Língua soninquê;Mauritânia;Mauritania;Língua soninquê;Soninke
MRT;Q1025;Q37005;Língua zenaga;Mauritânia;Mauritania;Língua zenaga;Zenaga
MRT;Q1025;Q56231;Árabe hassani;Mauritânia;Mauritania;Árabe hassani;Hassaniya Arabic
MRT;Q1025;Q56467;árabe moderno padrão;Mauritânia;Mauritania;árabe moderno padrão;Modern Standard Arabic
MRT;Q1025;Q1420205;Língua pulaar;Mauritânia;Mauritania;Língua pulaar;Pulaar
MSR;Q13353;Q1860;inglês;Monserrate;Montserrat;inglês;English
MSR;Q13353;Q3244184;Crioulo inglês caribenho de Sotavento;Monserrate;Montserrat;Crioulo inglês caribenho de Sotavento;Antiguan and Barbudan Creole
MTQ;Q17054;Q150;francês;Martinica;Martinique;francês;French
MTQ;Q17054;Q3006280;Crioulo de Guadalupe;Martinica;Martinique;Crioulo de Guadalupe;Guadeloupean Creole
MUS;Q1027;Q150;francês;Maurícia;Mauritius;francês;French
MUS;Q1027;Q1860;inglês;Maurícia;Mauritius;inglês;English
MUS;Q1027;Q33268;bhojpuri;Maurícia;Mauritius;bhojpuri;Bhojpuri
MUS;Q1027;Q33661;crioulo de Maurício;Maurícia;Mauritius;crioulo de Maurício;Mauritian Creole
MUS;Q1027;Q6793754;Mauritian Sign Language;Maurícia;Mauritius;Mauritian Sign Language;Mauritian Sign Language
MWI;Q1020;Q1860;inglês;Malawi;Malawi;inglês;English
MWI;Q1020;Q33273;língua nianja;Malawi;Malawi;língua nianja;Chewa
MWI;Q1020;Q34138;Língua tumbuka;Malawi;Malawi;Língua tumbuka;Tumbuka
MWI;Q1020;Q36902;Ciyao;Malawi;Malawi;Ciyao;Yao
MWI;Q1020;Q3272620;Nyakyusa;Malawi;Malawi;Nyakyusa;Nyakyusa
MWI;Q1020;Q3847648;Tonga do Malawi;Malawi;Malawi;Tonga do Malawi;Tonga
MWI;Q1020;Q6481626;Língua lâmbia;Malawi;Malawi;Língua lâmbia;Lambya
MWI;Q1020;Q6983678;Ndali;Malawi;Malawi;Ndali;Ndali
MWI;Q1020;Q10975286;Malawi Lomwe;Malawi;Malawi;Malawi Lomwe;Malawi Lomwe
MWI;Q1020;Q11056292;Malawi Sena;Malawi;Malawi;Malawi Sena;Malawi Sena
MWI;Q1020;Q11128329;Kokola;Malawi;Malawi;Kokola;Kokola
MWI;Q1020;Q12636088;Shinyiha;Malawi;Malawi;Shinyiha;Shinyiha
MWI;Q1020;Q13123491;Nyika;Malawi;Malawi;Nyika;Nyika
MYS;Q833;Q7818692;Tombonuwo;Malásia;Malaysia;Tombonuwo;Tombonuwo
MYS;Q833;Q7842360;Tring;Malásia;Malaysia;Tring;Tring
MYS;Q833;Q7842365;Tringgus;Malásia;Malaysia;Tringgus;Tringgus
MYS;Q833;Q7856961;Tutoh;Malásia;Malaysia;Tutoh;Tutoh
MYS;Q833;Q7878321;Ukit;Malásia;Malaysia;Ukit;Ukit
MYS;Q833;Q7881227;Uma’ Lasan;Malásia;Malaysia;Uma’ Lasan;Uma’ Lasan
MYS;Q833;Q10867404;Sabah Malay;Malásia;Malaysia;Sabah Malay;Sabah Malay
MYS;Q833;Q12636082;colloquial Malay;Malásia;Malaysia;colloquial Malay;colloquial Malay
MYS;Q833;Q12636092;Malaccan Creole Malay;Malásia;Malaysia;Malaccan Creole Malay;Malaccan Creole Malay
MYS;Q833;Q12953510;Sugut Dusun;Malásia;Malaysia;Sugut Dusun;Sugut Dusun
MYS;Q833;Q12953512;Dumpas;Malásia;Malaysia;Dumpas;Dumpas
MYS;Q833;Q12953594;Klias River Kadazan;Malásia;Malaysia;Klias River Kadazan;Klias River Kadazan
MYS;Q833;Q12953660;Lahanan;Malásia;Malaysia;Lahanan;Lahanan
MYS;Q833;Q12953674;Tampias Lobu;Malásia;Malaysia;Tampias Lobu;Tampias Lobu
MYS;Q833;Q12953676;Lanas Lobu;Malásia;Malaysia;Lanas Lobu;Lanas Lobu
MYS;Q833;Q12953808;Western Penan;Malásia;Malaysia;Western Penan;Western Penan
MYS;Q833;Q12953913;Tobilung;Malásia;Malaysia;Tobilung;Tobilung
MYS;Q833;Q13018541;East Penan;Malásia;Malaysia;East Penan;East Penan
MYS;Q833;Q13479839;Língua lun bawang;Malásia;Malaysia;Língua lun bawang;Lun Bawang
MYS;Q833;Q13580777;Kuijau;Malásia;Malaysia;Kuijau;Kuijau
MYS;Q833;Q16109975;Upper Kinabatangan;Malásia;Malaysia;Upper Kinabatangan;Upper Kinabatangan
MYS;Q833;Q18638319;Central Melanau;Malásia;Malaysia;Central Melanau;Central Melanau
MYS;Q833;Q18642293;Minokok;Malásia;Malaysia;Minokok;Minokok
MYS;Q833;Q18642842;Sibu;Malásia;Malaysia;Sibu;Sibu
MYS;Q833;Q18643518;Tatana;Malásia;Malaysia;Tatana;Tatana
MYS;Q833;Q24938325;Sesayap Tidung;Malásia;Malaysia;Sesayap Tidung;Sesayap Tidung
MYS;Q833;Q63214959;Southern Tidung;Malásia;Malaysia;Southern Tidung;Southern Tidung
MYS;Q833;Q1860;inglês;Malásia;Malaysia;inglês;English
MYS;Q833;Q9186;Cantonês;Malásia;Malaysia;Cantonês;Cantonese
MYS;Q833;Q9192;mandarim;Malásia;Malaysia;mandarim;Mandarin
MYS;Q833;Q9237;malaio;Malásia;Malaysia;malaio;Malay
MYS;Q833;Q9240;língua indonésia;Malásia;Malaysia;língua indonésia;Indonesian
MYS;Q833;Q13324;Língua minangkabau;Malásia;Malaysia;Língua minangkabau;Minangkabau
MYS;Q833;Q13955;árabe;Malásia;Malaysia;árabe;Arabic
MYS;Q833;Q15065;Malaio malásio;Malásia;Malaysia;Malaio malásio;Malaysian Malay
MYS;Q833;Q33420;Língua de sinais malasiana;Malásia;Malaysia;Língua de sinais malasiana;Malaysian Sign Language
MYS;Q833;Q33424;Língua iban;Malásia;Malaysia;Língua iban;Iban
MYS;Q833;Q33549;javanês;Malásia;Malaysia;javanês;Javanese
MYS;Q833;Q33731;Língua de sinais de Selangor;Malásia;Malaysia;Língua de sinais de Selangor;Selangor Sign Language
MYS;Q833;Q34002;Sunda;Malásia;Malaysia;Sunda;Sundanese
MYS;Q833;Q56467;árabe moderno padrão;Malásia;Malaysia;árabe moderno padrão;Modern Standard Arabic
MYS;Q833;Q646718;Cheq Wong;Malásia;Malaysia;Cheq Wong;Cheq Wong
MYS;Q833;Q727694;mandarim padrão;Malásia;Malaysia;mandarim padrão;Standard Chinese
MYS;Q833;Q860315;Batek;Malásia;Malaysia;Batek;Batek
MYS;Q833;Q1199751;Kelantan-Pattani Malay;Malásia;Malaysia;Kelantan-Pattani Malay;Kelantan-Pattani Malay
MYS;Q833;Q2669169;Língua cristã;Malásia;Malaysia;Língua cristã;Kristang
MYS;Q833;Q2742262;Mah Meri;Malásia;Malaysia;Mah Meri;Mah Meri
MYS;Q833;Q2742268;Minriq;Malásia;Malaysia;Minriq;Minriq
MYS;Q833;Q2742661;Jah Hut;Malásia;Malaysia;Jah Hut;Jah Hut
MYS;Q833;Q2880037;West Coast Bajau;Malásia;Malaysia;West Coast Bajau;West Coast Bajau
MYS;Q833;Q2883794;Baram Kayan;Malásia;Malaysia;Baram Kayan;Baram Kayan
MYS;Q833;Q2891902;Central Berawan;Malásia;Malaysia;Central Berawan;Central Berawan
MYS;Q833;Q2891938;Jagoi;Malásia;Malaysia;Jagoi;Jagoi
MYS;Q833;Q2900881;Biatah;Malásia;Malaysia;Biatah;Biatah
MYS;Q833;Q2910053;Língua bonggi;Malásia;Malaysia;Língua bonggi;Bonggi
MYS;Q833;Q2927799;Bukar Sadong;Malásia;Malaysia;Bukar Sadong;Bukar Sadong
MYS;Q833;Q3025610;Temuan;Malásia;Malaysia;Temuan;Temuan
MYS;Q833;Q3038653;Língua kiput;Malásia;Malaysia;Língua kiput;Kiput
MYS;Q833;Q3040468;Duano’;Malásia;Malaysia;Duano’;Duano’
MYS;Q833;Q3041552;Língua ida'an;Malásia;Malaysia;Língua ida'an;Ida'an
MYS;Q833;Q3073453;Ten'edn;Malásia;Malaysia;Ten'edn;Ten'edn
MYS;Q833;Q3111827;Semelai;Malásia;Malaysia;Semelai;Semelai
MYS;Q833;Q3135426;Língua semai;Malásia;Malaysia;Língua semai;Semai
