iso3;qid_country;lang_qid;lang_label;country_label_pt;country_label_en;lang_label_pt;lang_label_en
ESH;Q6250;Q1321;espanhol;Sara Ocidental;Western Sahara;espanhol;Spanish
ESH;Q6250;Q56231;Árabe hassani;Sara Ocidental;Western Sahara;Árabe hassani;Hassaniya Arabic
ESH;Q6250;Q56426;Árabe marroquino;Sara Ocidental;Western Sahara;Árabe marroquino;Moroccan Arabic
ESH;Q6250;Q56467;árabe moderno padrão;Sara Ocidental;Western Sahara;árabe moderno padrão;Modern Standard Arabic
ESP;Q29;Q1321;espanhol;Espanha;Spain;espanhol;Spanish
ESP;Q29;Q5146;português;Espanha;Spain;português;Portuguese
ESP;Q29;Q7026;língua catalã;Espanha;Spain;língua catalã;Catalan
ESP;Q29;Q8752;basco;Espanha;Spain;basco;Basque
ESP;Q29;Q8765;Língua aragonesa;Espanha;Spain;Língua aragonesa;Aragonese
ESP;Q29;Q9307;galego;Espanha;Spain;galego;Galician
ESP;Q29;Q14185;língua occitana;Espanha;Spain;língua occitana;Occitan
ESP;Q29;Q29507;asturiano;Espanha;Spain;asturiano;Asturian
ESP;Q29;Q30007;estremenho;Espanha;Spain;estremenho;Extremaduran
ESP;Q29;Q32663;Valencian Sign Language;Espanha;Spain;Valencian Sign Language;Valencian Sign Language
ESP;Q29;Q35466;Caló;Espanha;Spain;Caló;Caló
ESP;Q29;Q35768;Língua de sinais catalã;Espanha;Spain;Língua de sinais catalã;Catalan Sign Language
ESP;Q29;Q300402;fala da Estremadura;Espanha;Spain;fala da Estremadura;Fala
ESP;Q29;Q3100814;Spanish Sign Language;Espanha;Spain;Spanish Sign Language;Spanish Sign Language
ESP;Q29;Q5908714;Quinqui jargon;Espanha;Spain;Quinqui jargon;Quinqui jargon
EST;Q191;Q7737;russo;Estónia;Estonia;russo;Russian
EST;Q191;Q9072;estónio;Estónia;Estonia;estónio;Estonian
EST;Q191;Q32762;língua võro;Estónia;Estonia;língua võro;Võro
EST;Q191;Q34017;Língua seto;Estónia;Estonia;Língua seto;Seto
EST;Q191;Q3196221;Língua de sinais estoniana;Estónia;Estonia;Língua de sinais estoniana;Estonian Sign Language
EST;Q191;Q12361545;Standard Estonian;Estónia;Estonia;Standard Estonian;Standard Estonian
ETH;Q115;Q1860;inglês;Etiópia;Ethiopia;inglês;English
ETH;Q115;Q7495;Língua aari;Etiópia;Ethiopia;Língua aari;Aari
ETH;Q115;Q10195;Zay;Etiópia;Ethiopia;Zay;Zay
ETH;Q115;Q13273;Soddo;Etiópia;Ethiopia;Soddo;Soddo
ETH;Q115;Q13275;Língua somali;Etiópia;Ethiopia;Língua somali;Somali
ETH;Q115;Q27811;Língua afar;Etiópia;Ethiopia;Língua afar;Afar
ETH;Q115;Q28244;Língua amárica;Etiópia;Ethiopia;Língua amárica;Amharic
ETH;Q115;Q29292;Língua argobba;Etiópia;Ethiopia;Língua argobba;Argobba
ETH;Q115;Q33178;Berta;Etiópia;Ethiopia;Berta;Berta
ETH;Q115;Q33626;Língua harari;Etiópia;Ethiopia;Língua harari;Harari
ETH;Q115;Q33675;Língua nuer;Etiópia;Ethiopia;Língua nuer;Nuer
ETH;Q115;Q33786;Sidamo;Etiópia;Ethiopia;Sidamo;Sidamo
ETH;Q115;Q33864;Língua oromo;Etiópia;Ethiopia;Língua oromo;Oromo
ETH;Q115;Q34124;Língua tigrínia;Etiópia;Ethiopia;Língua tigrínia;Tigrinya
ETH;Q115;Q34928;Anfillo;Etiópia;Ethiopia;Anfillo;Anfillo
ETH;Q115;Q34934;Língua awngi;Etiópia;Ethiopia;Língua awngi;Awngi
ETH;Q115;Q34999;Burji;Etiópia;Ethiopia;Burji;Burji
ETH;Q115;Q35108;Língua bench;Etiópia;Ethiopia;Língua bench;Bench
ETH;Q115;Q35123;Bussa;Etiópia;Ethiopia;Bussa;Bussa
ETH;Q115;Q35311;Dime;Etiópia;Ethiopia;Dime;Dime
ETH;Q115;Q35313;Língua dizin;Etiópia;Ethiopia;Língua dizin;Dizin
ETH;Q115;Q35481;Kafa;Etiópia;Ethiopia;Kafa;Kafa
ETH;Q115;Q35663;Qimant;Etiópia;Ethiopia;Qimant;Qimant
ETH;Q115;Q35664;Kambaata;Etiópia;Ethiopia;Kambaata;Kambaata
ETH;Q115;Q35667;língua ge'ez;Etiópia;Ethiopia;língua ge'ez;Ge'ez
ETH;Q115;Q35691;Libido;Etiópia;Ethiopia;Libido;Libido
ETH;Q115;Q35763;Língua inor;Etiópia;Ethiopia;Língua inor;Inor
ETH;Q115;Q35764;Língua hamer;Etiópia;Ethiopia;Língua hamer;Hamer
ETH;Q115;Q36013;Mursi;Etiópia;Ethiopia;Mursi;Mursi
ETH;Q115;Q36342;Shabo;Etiópia;Ethiopia;Shabo;Shabo
ETH;Q115;Q36344;Língua ongota;Etiópia;Ethiopia;Língua ongota;Ongota
ETH;Q115;Q36353;Língua saho;Etiópia;Ethiopia;Língua saho;Saho
ETH;Q115;Q36873;Yem;Etiópia;Ethiopia;Yem;Yem
ETH;Q115;Q36943;Língua wolaytta;Etiópia;Ethiopia;Língua wolaytta;Wolayttattuwa
ETH;Q115;Q56260;Shinasha;Etiópia;Ethiopia;Shinasha;Shinasha
ETH;Q115;Q56336;Dorze;Etiópia;Ethiopia;Dorze;Dorze
ETH;Q115;Q56527;Língua xamtanga;Etiópia;Ethiopia;Língua xamtanga;Xamtanga
ETH;Q115;Q56531;Basketo;Etiópia;Ethiopia;Basketo;Basketo
ETH;Q115;Q56540;Língua bambassu;Etiópia;Ethiopia;Língua bambassu;Bambassi
ETH;Q115;Q56613;Língua hadia;Etiópia;Ethiopia;Língua hadia;Hadiyya
ETH;Q115;Q56615;Baiso;Etiópia;Ethiopia;Baiso;Baiso
ETH;Q115;Q56622;Gedeo;Etiópia;Ethiopia;Gedeo;Gedeo
ETH;Q115;Q56624;Konso;Etiópia;Ethiopia;Konso;Konso
ETH;Q115;Q56637;Daasanach;Etiópia;Ethiopia;Daasanach;Daasanach
ETH;Q115;Q56652;Alaba-K’abeena;Etiópia;Ethiopia;Alaba-K’abeena;Alaba-K’abeena
ETH;Q115;Q56677;Anuak;Etiópia;Ethiopia;Anuak;Anuak
ETH;Q115;Q56681;Língua komo;Etiópia;Ethiopia;Língua komo;Komo
ETH;Q115;Q56723;Kwegu;Etiópia;Ethiopia;Kwegu;Kwegu
ETH;Q115;Q56724;Majang;Etiópia;Ethiopia;Majang;Majang
ETH;Q115;Q56809;Dirasha;Etiópia;Ethiopia;Dirasha;Dirasha
ETH;Q115;Q56827;Shakacho;Etiópia;Ethiopia;Shakacho;Shakacho
ETH;Q115;Q56883;Arbore;Etiópia;Ethiopia;Arbore;Arbore
ETH;Q115;Q373683;Seze;Etiópia;Ethiopia;Seze;Seze
ETH;Q115;Q673895;Zayse-Zergulla;Etiópia;Ethiopia;Zayse-Zergulla;Zayse-Zergulla
ETH;Q115;Q795327;Língua maale;Etiópia;Ethiopia;Língua maale;Maale
ETH;Q115;Q2371358;Língua tsamai;Etiópia;Ethiopia;Língua tsamai;Tsamai
ETH;Q115;Q2396970;Gumuz;Etiópia;Ethiopia;Gumuz;Gumuz
ETH;Q115;Q2591184;Língua kuama;Etiópia;Ethiopia;Língua kuama;Kwama
ETH;Q115;Q2707343;Sebat Bet Gurage;Etiópia;Ethiopia;Sebat Bet Gurage;Sebat Bet Gurage
ETH;Q115;Q2910610;Borana;Etiópia;Ethiopia;Borana;Borana
ETH;Q115;Q3032135;Língua gawwada;Etiópia;Ethiopia;Língua gawwada;Gawwada
ETH;Q115;Q3183349;Língua nayi;Etiópia;Ethiopia;Língua nayi;Nayi
ETH;Q115;Q3183355;Língua sheko;Etiópia;Ethiopia;Língua sheko;Sheko
ETH;Q115;Q3354339;Língua opuo;Etiópia;Ethiopia;Língua opuo;Opuo
ETH;Q115;Q3408516;Me'en;Etiópia;Ethiopia;Me'en;Me'en
ETH;Q115;Q3447116;Karo;Etiópia;Ethiopia;Karo;Karo
ETH;Q115;Q3501903;Língua de Sinais da Etiópia;Etiópia;Ethiopia;Língua de Sinais da Etiópia;Ethiopian Sign Language
ETH;Q115;Q3508617;Mesmes;Etiópia;Ethiopia;Mesmes;Mesmes
ETH;Q115;Q3915918;Weyto;Etiópia;Ethiopia;Weyto;Weyto
ETH;Q115;Q4662604;Nyangatom;Etiópia;Ethiopia;Nyangatom;Nyangatom
ETH;Q115;Q5073694;Chara;Etiópia;Ethiopia;Chara;Chara
ETH;Q115;Q5330355;Eastern Oromo;Etiópia;Ethiopia;Eastern Oromo;Eastern Oromo
ETH;Q115;Q5364172;Língua suri;Etiópia;Ethiopia;Língua suri;Suri
ETH;Q115;Q5364424;Baleesi;Etiópia;Ethiopia;Baleesi;Baleesi
ETH;Q115;Q5528771;Gayil;Etiópia;Ethiopia;Gayil;Gayil
ETH;Q115;Q5923010;Hozo;Etiópia;Ethiopia;Hozo;Hozo
ETH;Q115;Q6430753;Koore;Etiópia;Ethiopia;Koore;Koore
ETH;Q115;Q6813268;Melo;Etiópia;Ethiopia;Melo;Melo
ETH;Q115;Q6821677;Mesqan;Etiópia;Ethiopia;Mesqan;Mesqan
ETH;Q115;Q7116251;Oyda;Etiópia;Ethiopia;Oyda;Oyda
ETH;Q115;Q12629647;Dawro;Etiópia;Ethiopia;Dawro;Dawro
ETH;Q115;Q12631584;Gofa;Etiópia;Ethiopia;Gofa;Gofa
ETH;Q115;Q12634070;Kachama-Ganjule;Etiópia;Ethiopia;Kachama-Ganjule;Kachama-Ganjule
ETH;Q115;Q12639015;West Central Oromo;Etiópia;Ethiopia;West Central Oromo;West Central Oromo
ETH;Q115;Q12645275;Wolane;Etiópia;Ethiopia;Wolane;Wolane
ETH;Q115;Q12953857;Rer Bare;Etiópia;Ethiopia;Rer Bare;Rer Bare
ETH;Q115;Q16116386;Gamo;Etiópia;Ethiopia;Gamo;Gamo
ETH;Q115;Q20982409;Daats’íin;Etiópia;Ethiopia;Daats’íin;Daats’íin
FIN;Q33;Q5450448;Finland-Swedish Sign Language;Finlândia;Finland;Finland-Swedish Sign Language;Finland-Swedish Sign Language
FIN;Q33;Q150;francês;Finlândia;Finland;francês;French
FIN;Q33;Q188;alemão;Finlândia;Finland;alemão;German
FIN;Q33;Q256;língua turca;Finlândia;Finland;língua turca;Turkish
FIN;Q33;Q294;islandês;Finlândia;Finland;islandês;Icelandic
FIN;Q33;Q652;italiano;Finlândia;Finland;italiano;Italian
FIN;Q33;Q809;polaco;Finlândia;Finland;polaco;Polish
FIN;Q33;Q1321;espanhol;Finlândia;Finland;espanhol;Spanish
FIN;Q33;Q1412;finlandês;Finlândia;Finland;finlandês;Finnish
FIN;Q33;Q1568;língua hindi;Finlândia;Finland;língua hindi;Hindi
FIN;Q33;Q1571;marata;Finlândia;Finland;marata;Marathi
FIN;Q33;Q1617;Língua urdu;Finlândia;Finland;Língua urdu;Urdu
FIN;Q33;Q1860;inglês;Finlândia;Finland;inglês;English
FIN;Q33;Q5146;português;Finlândia;Finland;português;Portuguese
FIN;Q33;Q5287;japonês;Finlândia;Finland;japonês;Japanese
FIN;Q33;Q5885;Língua tâmil;Finlândia;Finland;Língua tâmil;Tamil
FIN;Q33;Q6654;croata;Finlândia;Finland;croata;Croatian
FIN;Q33;Q7026;língua catalã;Finlândia;Finland;língua catalã;Catalan
FIN;Q33;Q7411;neerlandês;Finlândia;Finland;neerlandês;Dutch
FIN;Q33;Q7737;russo;Finlândia;Finland;russo;Russian
FIN;Q33;Q7838;Língua suaíli;Finlândia;Finland;Língua suaíli;Swahili
FIN;Q33;Q7850;língua chinesa;Finlândia;Finland;língua chinesa;Chinese
FIN;Q33;Q7913;língua romena;Finlândia;Finland;língua romena;Romanian
FIN;Q33;Q7918;língua búlgara;Finlândia;Finland;língua búlgara;Bulgarian
FIN;Q33;Q8097;telugu;Finlândia;Finland;telugu;Telugu
FIN;Q33;Q8748;língua albanesa;Finlândia;Finland;língua albanesa;Albanian
FIN;Q33;Q8798;ucraniano;Finlândia;Finland;ucraniano;Ukrainian
FIN;Q33;Q9027;língua sueca;Finlândia;Finland;língua sueca;Swedish
FIN;Q33;Q9035;dinamarquês;Finlândia;Finland;dinamarquês;Danish
FIN;Q33;Q9043;língua norueguesa;Finlândia;Finland;língua norueguesa;Norwegian
FIN;Q33;Q9056;checo;Finlândia;Finland;checo;Czech
FIN;Q33;Q9058;eslovaco;Finlândia;Finland;eslovaco;Slovak
FIN;Q33;Q9063;língua eslovena;Finlândia;Finland;língua eslovena;Slovene
FIN;Q33;Q9067;húngaro;Finlândia;Finland;húngaro;Hungarian
FIN;Q33;Q9072;estónio;Finlândia;Finland;estónio;Estonian
FIN;Q33;Q9078;língua letã;Finlândia;Finland;língua letã;Latvian
FIN;Q33;Q9083;língua lituana;Finlândia;Finland;língua lituana;Lithuanian
FIN;Q33;Q9091;Língua bielorrussa;Finlândia;Finland;Língua bielorrussa;Belarusian
FIN;Q33;Q9129;grego;Finlândia;Finland;grego;Greek
FIN;Q33;Q9142;irlandês;Finlândia;Finland;irlandês;Irish
FIN;Q33;Q9166;Maltês;Finlândia;Finland;Maltês;Maltese
FIN;Q33;Q9168;persa;Finlândia;Finland;persa;Persian
FIN;Q33;Q9176;coreano;Finlândia;Finland;coreano;Korean
FIN;Q33;Q9199;vietnamita;Finlândia;Finland;vietnamita;Vietnamese
FIN;Q33;Q9211;Língua laociana;Finlândia;Finland;Língua laociana;Lao
FIN;Q33;Q9217;tailandês;Finlândia;Finland;tailandês;Thai
FIN;Q33;Q9228;birmanês;Finlândia;Finland;birmanês;Burmese
FIN;Q33;Q9246;Língua mongol;Finlândia;Finland;Língua mongol;Mongolian
FIN;Q33;Q9252;língua cazaque;Finlândia;Finland;língua cazaque;Kazakh
FIN;Q33;Q9255;quirguiz;Finlândia;Finland;quirguiz;Kyrgyz
FIN;Q33;Q9260;Língua tadjique;Finlândia;Finland;Língua tadjique;Tajik language
FIN;Q33;Q9264;língua uzbeque;Finlândia;Finland;língua uzbeque;Uzbek
FIN;Q33;Q9267;Língua turcomena;Finlândia;Finland;Língua turcomena;Turkmen
FIN;Q33;Q9296;língua macedônia;Finlândia;Finland;língua macedônia;Macedonian
FIN;Q33;Q9299;língua sérvia;Finlândia;Finland;língua sérvia;Serbian
FIN;Q33;Q9301;Língua servo-croata;Finlândia;Finland;Língua servo-croata;Serbo-Croatian
FIN;Q33;Q9303;Língua bósnia;Finlândia;Finland;Língua bósnia;Bosnian
FIN;Q33;Q9610;língua bangla;Finlândia;Finland;língua bangla;Bangla
FIN;Q33;Q10179;língua zulu;Finlândia;Finland;língua zulu;Zulu
FIN;Q33;Q13271;kíngua sami de Skolt;Finlândia;Finland;kíngua sami de Skolt;Skolt Sami
FIN;Q33;Q13275;Língua somali;Finlândia;Finland;Língua somali;Somali
FIN;Q33;Q13357;Língua meänkieli;Finlândia;Finland;Língua meänkieli;Meänkieli
FIN;Q33;Q13955;árabe;Finlândia;Finland;árabe;Arabic
FIN;Q33;Q14196;língua africâner;Finlândia;Finland;língua africâner;Afrikaans
FIN;Q33;Q25258;Língua feroesa;Finlândia;Finland;Língua feroesa;Faroese
FIN;Q33;Q25285;tártaro;Finlândia;Finland;tártaro;Tatar
FIN;Q33;Q27811;Língua afar;Finlândia;Finland;Língua afar;Afar
FIN;Q33;Q28026;língua akan;Finlândia;Finland;língua akan;Akan
FIN;Q33;Q28244;Língua amárica;Finlândia;Finland;Língua amárica;Amharic
FIN;Q33;Q29401;língua assamesa;Finlândia;Finland;língua assamesa;Assamese
FIN;Q33;Q30005;ewe;Finlândia;Finland;ewe;Ewe
FIN;Q33;Q33225;língua de sinais finlandesa;Finlândia;Finland;língua de sinais finlandesa;Finnish Sign Language
FIN;Q33;Q33243;Língua bambara;Finlândia;Finland;Língua bambara;Bambara
FIN;Q33;Q33298;filipino;Finlândia;Finland;filipino;Filipino
FIN;Q33;Q33462;lapônico de Inari;Finlândia;Finland;lapônico de Inari;Inari Sami
FIN;Q33;Q33552;língua caxemira;Finlândia;Finland;língua caxemira;Kashmiri
FIN;Q33;Q33557;Língua carélia;Finlândia;Finland;Língua carélia;Karelian
FIN;Q33;Q33573;Língua kinyarwanda;Finlândia;Finland;Língua kinyarwanda;Kinyarwanda
FIN;Q33;Q33578;Língua igbo;Finlândia;Finland;Língua igbo;Igbo
FIN;Q33;Q33587;Língua kikuyu;Finlândia;Finland;Língua kikuyu;Gikuyu
FIN;Q33;Q33673;Língua canaresa;Finlândia;Finland;Língua canaresa;Kannada
FIN;Q33;Q33810;oriá;Finlândia;Finland;oriá;Odia
FIN;Q33;Q33823;língua nepali;Finlândia;Finland;língua nepali;Nepali
FIN;Q33;Q33947;língua sami setentrional;Finlândia;Finland;língua sami setentrional;Northern Sami
FIN;Q33;Q33968;Língua osseta;Finlândia;Finland;Língua osseta;Ossetian
FIN;Q33;Q33997;língua sindi;Finlândia;Finland;língua sindi;Sindhi
FIN;Q33;Q34002;Sunda;Finlândia;Finland;Sunda;Sundanese
FIN;Q33;Q34124;Língua tigrínia;Finlândia;Finland;Língua tigrínia;Tigrinya
FIN;Q33;Q34257;Língua uolofe;Finlândia;Finland;Língua uolofe;Wolof
FIN;Q33;Q34311;Língua iorubá;Finlândia;Finland;Língua iorubá;Yoruba
FIN;Q33;Q35224;ido;Finlândia;Finland;ido;Ido
FIN;Q33;Q36217;Língua lingala;Finlândia;Finland;Língua lingala;Lingala
FIN;Q33;Q36236;língua malaiala;Finlândia;Finland;língua malaiala;Malayalam
FIN;Q33;Q36368;língua curda;Finlândia;Finland;língua curda;Kurdish
FIN;Q33;Q36850;Língua twi;Finlândia;Finland;Língua twi;Twi
FIN;Q33;Q56463;línguas sami;Finlândia;Finland;línguas sami;Sámi
FIN;Q33;Q56475;Língua haúça;Finlândia;Finland;Língua haúça;Hausa
FIN;Q33;Q58635;Língua panjabi;Finlândia;Finland;Língua panjabi;Punjabi
FIN;Q33;Q58680;pastó;Finlândia;Finland;pastó;Pashto
FIN;Q33;Q747153;Karelian Proper;Finlândia;Finland;Karelian Proper;Karelian Proper
FIN;Q33;Q2093214;Língua kalo finlandesa;Finlândia;Finland;Língua kalo finlandesa;Finnish Kalo
FJI;Q712;Q1860;inglês;Fiji;Fiji;inglês;English
FJI;Q712;Q33295;Língua fidjiana;Fiji;Fiji;Língua fidjiana;Fijian
FJI;Q712;Q35682;Lauan;Fiji;Fiji;Lauan;Lauan
FJI;Q712;Q36754;Língua rotumana;Fiji;Fiji;Língua rotumana;Rotuman
FJI;Q712;Q46728;Hindi fijiano;Fiji;Fiji;Hindi fijiano;Fiji Hindi
FJI;Q712;Q3062751;Língua fijiana ocidental;Fiji;Fiji;Língua fijiana ocidental;Western Fijian
FJI;Q712;Q3110470;Gone Dau;Fiji;Fiji;Gone Dau;Gone Dau
FJI;Q712;Q3130221;Lomaiviti;Fiji;Fiji;Lomaiviti;Lomaiviti
FJI;Q712;Q3130290;Namosi-Naitasiri-Serua;Fiji;Fiji;Namosi-Naitasiri-Serua;Namosi-Naitasiri-Serua
FLK;Q9648;Q1860;inglês;Ilhas Malvinas;Falkland Islands;inglês;English
FRA;Q142;Q7026;língua catalã;França;France;língua catalã;Catalan
FRA;Q142;Q8752;basco;França;France;basco;Basque
FRA;Q142;Q8786;Língua alsaciana;França;France;Língua alsaciana;Alsatian
FRA;Q142;Q12107;bretão;França;France;bretão;Breton
FRA;Q142;Q14185;língua occitana;França;France;língua occitana;Occitan
FRA;Q142;Q1400216;francês padrão;França;France;francês padrão;Standard French
FRO;Q4628;Q9035;dinamarquês;Ilhas Feroe;Faroe Islands;dinamarquês;Danish
FRO;Q4628;Q25258;Língua feroesa;Ilhas Feroe;Faroe Islands;Língua feroesa;Faroese
FSM;Q702;Q1860;inglês;Micronésia;Federated States of Micronesia;inglês;English
FSM;Q702;Q28422;Língua pohnpeiana;Micronésia;Federated States of Micronesia;Língua pohnpeiana;Pohnpeian
FSM;Q702;Q28477;Língua satawalesa;Micronésia;Federated States of Micronesia;Língua satawalesa;Satawalese
FSM;Q702;Q33161;Língua chuquesa;Micronésia;Federated States of Micronesia;Língua chuquesa;Chuukese
FSM;Q702;Q33464;Língua kosreana;Micronésia;Federated States of Micronesia;Língua kosreana;Kosraean
FSM;Q702;Q34029;Língua yap;Micronésia;Federated States of Micronesia;Língua yap;Yapese
FSM;Q702;Q34037;Woleaiano;Micronésia;Federated States of Micronesia;Woleaiano;Woleaian
FSM;Q702;Q35771;Língua kapingamarangi;Micronésia;Federated States of Micronesia;Língua kapingamarangi;Kapingamarangi
FSM;Q702;Q36397;Pulutawês;Micronésia;Federated States of Micronesia;Pulutawês;Puluwatese
FSM;Q702;Q36400;Crioulo ngatik;Micronésia;Federated States of Micronesia;Crioulo ngatik;Ngatik Men’s Creole
FSM;Q702;Q36421;Língua pingelapesa;Micronésia;Federated States of Micronesia;Língua pingelapesa;Pingelapese
FSM;Q702;Q36842;Língua Ulithiana;Micronésia;Federated States of Micronesia;Língua Ulithiana;Ulithian
FSM;Q702;Q2335528;Língua mokilesa;Micronésia;Federated States of Micronesia;Língua mokilesa;Mokilese
FSM;Q702;Q2635961;Língua nukuoro;Micronésia;Federated States of Micronesia;Língua nukuoro;Nukuoro
FSM;Q702;Q3063517;Pááfang;Micronésia;Federated States of Micronesia;Pááfang;Pááfang
FSM;Q702;Q3324598;Língua mortlockesa;Micronésia;Federated States of Micronesia;Língua mortlockesa;Mortlockese
FSM;Q702;Q6528643;Nguluwan;Micronésia;Federated States of Micronesia;Nguluwan;Nguluwan
FSM;Q702;Q12908815;Língua namonuito;Micronésia;Federated States of Micronesia;Língua namonuito;Namonuito
GAB;Q1000;Q150;francês;Gabão;Gabon;francês;French
GAB;Q1000;Q33484;Língua fang;Gabão;Gabon;Língua fang;Fang
GAB;Q1000;Q34884;Barama;Gabão;Gabon;Barama;Barama
GAB;Q1000;Q34905;Baka;Gabão;Gabon;Baka;Baka
GAB;Q1000;Q34950;Bekwil;Gabão;Gabon;Bekwil;Bekwil
GAB;Q1000;Q34952;Benga;Gabão;Gabon;Benga;Benga
GAB;Q1000;Q35017;Vove;Gabão;Gabon;Vove;Vove
GAB;Q1000;Q35067;Bwisi;Gabão;Gabon;Bwisi;Bwisi
GAB;Q1000;Q35319;Duma;Gabão;Gabon;Duma;Duma
GAB;Q1000;Q35556;Kande;Gabão;Gabon;Kande;Kande
GAB;Q1000;Q35559;Kele;Gabão;Gabon;Kele;Kele
GAB;Q1000;Q35607;Kota;Gabão;Gabon;Kota;Kota
GAB;Q1000;Q35683;Kaning'i;Gabão;Gabon;Kaning'i;Kaning'i
GAB;Q1000;Q35793;Lumbu;Gabão;Gabon;Lumbu;Lumbu
GAB;Q1000;Q35816;Mahongwe;Gabão;Gabon;Mahongwe;Mahongwe
GAB;Q1000;Q35832;Myene;Gabão;Gabon;Myene;Myene
GAB;Q1000;Q35901;Ndumu;Gabão;Gabon;Ndumu;Ndumu
GAB;Q1000;Q35904;Ndasa;Gabão;Gabon;Ndasa;Ndasa
GAB;Q1000;Q35923;Njebi;Gabão;Gabon;Njebi;Njebi
GAB;Q1000;Q35928;Mbangwe;Gabão;Gabon;Mbangwe;Mbangwe
GAB;Q1000;Q36062;Mbere;Gabão;Gabon;Mbere;Mbere
GAB;Q1000;Q36087;Ngom;Gabão;Gabon;Ngom;Ngom
GAB;Q1000;Q36296;Pinji;Gabão;Gabon;Pinji;Pinji
GAB;Q1000;Q36401;punu;Gabão;Gabon;punu;Punu
GAB;Q1000;Q36425;Sake;Gabão;Gabon;Sake;Sake
GAB;Q1000;Q36430;Himba;Gabão;Gabon;Himba;Himba
GAB;Q1000;Q36431;Sighu;Gabão;Gabon;Sighu;Sighu
GAB;Q1000;Q36478;North Teke;Gabão;Gabon;North Teke;North Teke
GAB;Q1000;Q36547;Seki;Gabão;Gabon;Seki;Seki
GAB;Q1000;Q36595;Tchitchege;Gabão;Gabon;Tchitchege;Tchitchege
GAB;Q1000;Q36599;Sira;Gabão;Gabon;Sira;Sira
GAB;Q1000;Q36609;Sangu;Gabão;Gabon;Sangu;Sangu
GAB;Q1000;Q36629;Vumbu;Gabão;Gabon;Vumbu;Vumbu
GAB;Q1000;Q36674;Tsogo;Gabão;Gabon;Tsogo;Tsogo
GAB;Q1000;Q36675;Tsaangi;Gabão;Gabon;Tsaangi;Tsaangi
GAB;Q1000;Q36891;Wumbvu;Gabão;Gabon;Wumbvu;Wumbvu
GAB;Q1000;Q36976;Wanzi;Gabão;Gabon;Wanzi;Wanzi
GAB;Q1000;Q3507832;Língua jola-Fonyi;Gabão;Gabon;Língua jola-Fonyi;Jola-Fonyi
GAB;Q1000;Q3558409;Vili;Gabão;Gabon;Vili;Vili
GAB;Q1000;Q6983681;Ndambomo;Gabão;Gabon;Ndambomo;Ndambomo
GAB;Q1000;Q7937974;Viya;Gabão;Gabon;Viya;Viya
GBR;Q145;Q1860;inglês;Reino Unido;United Kingdom;inglês;English
GBR;Q145;Q9142;irlandês;Reino Unido;United Kingdom;irlandês;Irish
GBR;Q145;Q9309;galês;Reino Unido;United Kingdom;galês;Welsh
GBR;Q145;Q9314;Língua gaélica escocesa;Reino Unido;United Kingdom;Língua gaélica escocesa;Scottish Gaelic
GBR;Q145;Q14549;Scots;Reino Unido;United Kingdom;Scots;Scots
GBR;Q145;Q25289;córnico;Reino Unido;United Kingdom;córnico;Cornish
GBR;Q145;Q33000;língua de sinais britânica;Reino Unido;United Kingdom;língua de sinais britânica;British Sign Language
GBR;Q145;Q36705;Língua shelta;Reino Unido;United Kingdom;Língua shelta;Shelta
GBR;Q145;Q541279;Angloromani;Reino Unido;United Kingdom;Angloromani;Angloromani
GBR;Q145;Q1359130;Polari;Reino Unido;United Kingdom;Polari;Polari
GBR;Q145;Q2097387;Welsh Romani;Reino Unido;United Kingdom;Welsh Romani;Welsh Romani
GBR;Q145;Q3915671;Scottish Cant;Reino Unido;United Kingdom;Scottish Cant;Scottish Cant
GEO;Q230;Q5111;Língua abecásia;Geórgia;Georgia;Língua abecásia;Abkhaz
GEO;Q230;Q7737;russo;Geórgia;Georgia;russo;Russian
GEO;Q230;Q8108;língua georgiana;Geórgia;Georgia;língua georgiana;Georgian
GEO;Q230;Q13359;Língua mingreliana;Geórgia;Georgia;Língua mingreliana;Mingrelian
GEO;Q230;Q29561;Língua ávara;Geórgia;Georgia;Língua ávara;Avar
GEO;Q230;Q33259;língua bats;Geórgia;Georgia;língua bats;Bats
GEO;Q230;Q33968;Língua osseta;Geórgia;Georgia;Língua osseta;Ossetian
GEO;Q230;Q34067;Língua svan;Geórgia;Georgia;Língua svan;Svan
GEO;Q230;Q180945;Armênio ocidental;Geórgia;Georgia;Armênio ocidental;Western Armenian
GEO;Q230;Q1160372;laz;Geórgia;Georgia;laz;Laz
GEO;Q230;Q3515311;North Azerbaijani;Geórgia;Georgia;North Azerbaijani;North Azerbaijani
GGY;Q25230;Q150;francês;Guernsey;Guernsey;francês;French
GGY;Q25230;Q1860;inglês;Guernsey;Guernsey;inglês;English
GGY;Q25230;Q56428;guernesiano;Guernsey;Guernsey;guernesiano;Guernésiais
GGY;Q25230;Q56429;sercquiais;Guernsey;Guernsey;sercquiais;Sercquiais
GHA;Q117;Q1860;inglês;Gana;Ghana;inglês;English
GHA;Q117;Q13297;Nafaanra;Gana;Ghana;Nafaanra;Nafaanra
GHA;Q117;Q27709;Língua Gestual de Adamorobe;Gana;Ghana;Língua Gestual de Adamorobe;Adamorobe Sign Language
GHA;Q117;Q27740;língua adele;Gana;Ghana;língua adele;Adele
GHA;Q117;Q28026;língua akan;Gana;Ghana;língua akan;Akan
GHA;Q117;Q28395;anyin;Gana;Ghana;anyin;Anyin
