iso3;country_qid;country_label;conflict_qid;conflict_label;kind_qid;kind_label;source;start_year;end_year;point_year;part_of_qid;part_of_label;place_qid;place_label;result_qid;result_label;deaths
TUR;Q43;Turquia;Q110425530;Five Years' Campaign;;;from_battle;1395;1396;;Q110425530;Five Years' Campaign;;;;;
TUR;Q43;Turquia;Q110821129;Léva castle's duel;Q178561;batalha;participant;;;1581;Q698985;Ottoman Wars in Europe;Q506693;Levice;;;
TUR;Q43;Turquia;Q698985;Ottoman Wars in Europe;;;from_battle;;;1581;Q698985;Ottoman Wars in Europe;;;;;
TUR;Q43;Turquia;Q113017198;Battle of Chechen-Aul;Q178561;batalha;participant;;;1732;Q14947002;Conflito russo-checheno;Q4515305;Chechen-Aul;;;
TUR;Q43;Turquia;Q14947002;Conflito russo-checheno;;;from_battle;;;1732;Q14947002;Conflito russo-checheno;;;;;
TUR;Q43;Turquia;Q113022663;1924–1925 Chechen uprising;Q1323212;insurgência;participant;1924;1925;;;;Q2239589;Chechen Autonomous Oblast;;;
TUR;Q43;Turquia;Q119348563;Battle of Dayrabun;Q178561;batalha;participant;1933;1933;;;;Q5243304;Dayrabun;;;
TUR;Q43;Turquia;Q119716660;Battle of Grigoripolis;Q178561;batalha;participant;;;1785;Q14947002;Conflito russo-checheno;Q1726431;North Caucasus Line;;;
TUR;Q43;Turquia;Q120487761;1722 insurgency in Chechnya;Q1323212;insurgência;participant;1722;1722;;Q14947002;Conflito russo-checheno;Q5187;Chechénia;;;
TUR;Q43;Turquia;Q121027448;Murat Kuchukov Movement;Q1323212;insurgência;participant;1707;1708;;Q14947002;Conflito russo-checheno;Q5187;Chechénia;;;
TUR;Q43;Turquia;Q122147342;Georgian–Ottoman conflicts;Q104212151;series of wars;participant;;;;;;;;;;
TUR;Q43;Turquia;Q122155240;Georgian–Safavid Wars;Q104212151;series of wars;participant;;;;;;;;;;
TUR;Q43;Turquia;Q122863857;Rebellion in Tskhinvali;Q124734;rebelião;participant;1918;1918;;Q1208479;Conflito georgiano-osseta de 1918-1920;Q79863;Tskhinvali;;;
TUR;Q43;Turquia;Q1208479;Conflito georgiano-osseta de 1918-1920;;;from_battle;1918;1918;;Q1208479;Conflito georgiano-osseta de 1918-1920;;;;;
TUR;Q43;Turquia;Q124985348;1812 Kakheti rebellion;Q13427116;revolta camponesa;participant;1812;1813;;;;Q169674;Caquécia;;;
TUR;Q43;Turquia;Q130377497;Bedir Khan Beg's campaign against the Assyrians;Q831663;campanha militar;participant;1843;1843;;Q6784498;1843 and 1846 massacres in Hakkari;Q93209;Cacari;;;
TUR;Q43;Turquia;Q130377497;Bedir Khan Beg's campaign against the Assyrians;Q831663;campanha militar;location;1843;1843;;Q6784498;1843 and 1846 massacres in Hakkari;Q93209;Cacari;;;
TUR;Q43;Turquia;Q6784498;1843 and 1846 massacres in Hakkari;;;from_battle;1843;1843;;Q6784498;1843 and 1846 massacres in Hakkari;;;;;
TUR;Q43;Turquia;Q132745826;Haydar Bey's Assyrian Expedition;Q1384277;military expedition;participant;1915;1918;;Q852236;Genocídio assírio;Q155638;Região do Sudeste da Anatólia;;;
TUR;Q43;Turquia;Q132745826;Haydar Bey's Assyrian Expedition;Q1384277;military expedition;location;1915;1918;;Q852236;Genocídio assírio;Q155638;Região do Sudeste da Anatólia;;;
TUR;Q43;Turquia;Q133855846;Circassian–Golden Horde War;Q198;guerra;participant;1319;1327;;Q2092093;Conquistas e invasões mongóis;Q1408764;Circássia;;;
TUR;Q43;Turquia;Q2092093;Conquistas e invasões mongóis;;;from_battle;1319;1327;;Q2092093;Conquistas e invasões mongóis;;;;;
TUR;Q43;Turquia;Q133871163;Attack of Lalish;Q178561;batalha;participant;;;1415;Q97933084;Persecution of Yazidis;Q1017666;Lalish;;;
TUR;Q43;Turquia;Q97933084;Persecution of Yazidis;;;from_battle;;;1415;Q97933084;Persecution of Yazidis;;;;;
TUR;Q43;Turquia;Q134126719;Defense of Jujar;Q178561;batalha;participant;;;1920;Q134273980;Surchi Revolt;Q756018;Grande Zab;;;
TUR;Q43;Turquia;Q134126719;Defense of Jujar;Q178561;batalha;location;;;1920;Q134273980;Surchi Revolt;Q756018;Grande Zab;;;
TUR;Q43;Turquia;Q134273980;Surchi Revolt;;;from_battle;;;1920;Q134273980;Surchi Revolt;;;;;
TUR;Q43;Turquia;Q134238599;Battle of Lezan;Q178561;batalha;participant;;;1834;Q6052195;Mir Muhammed Rebellion;Q578187;Hakkari;;;
TUR;Q43;Turquia;Q6052195;Mir Muhammed Rebellion;;;from_battle;;;1834;Q6052195;Mir Muhammed Rebellion;;;;;
TUR;Q43;Turquia;Q134549719;Median invasion of Urartu;Q467011;invasão;participant;0609;0590;;;;Q211263;Planalto Armênio;;;
TUR;Q43;Turquia;Q134961255;Cherek Uprising;Q13427116;revolta camponesa;participant;;;1913;Q131238621;Russo-Caucasian conflict;Q2995260;Cherek;;;
TUR;Q43;Turquia;Q131238621;Russo-Caucasian conflict;;;from_battle;;;1913;Q131238621;Russo-Caucasian conflict;;;;;
TUR;Q43;Turquia;Q135002994;Battle of Aqra Dagh;Q178561;batalha;participant;;;1920;Q134273980;Surchi Revolt;Q421302;Akre;;;
TUR;Q43;Turquia;Q6271;Segunda Guerra Púnica;Q198;guerra;participant;0218;0201;;Q124988;Guerras Púnicas;Q4918;Mar Mediterrâneo;;;
TUR;Q43;Turquia;Q124988;Guerras Púnicas;;;from_battle;0218;0201;;Q124988;Guerras Púnicas;;;;;
TUR;Q43;Turquia;Q29242;Conflito georgiano-osseta;Q198;guerra;participant;1989;;;;;Q23427;Ossétia do Sul;;;
TUR;Q43;Turquia;Q387020;Social War of 357-355 BCE;Q198;guerra;participant;0357;0355;;;;Q34575;Mar Egeu;;;
TUR;Q43;Turquia;Q767124;Batalha de Ctesifonte;Q178561;batalha;participant;;;0363;Q1229305;Julian's Persian expedition;Q192541;Ctesifonte;;;
TUR;Q43;Turquia;Q1229305;Julian's Persian expedition;;;from_battle;;;0363;Q1229305;Julian's Persian expedition;;;;;
TUR;Q43;Turquia;Q1355254;Batalha de Poimaneno;Q178561;batalha;participant;;;1224;Q42320984;Nicaean–Latin wars;Q65043966;Poemanenum;;;
TUR;Q43;Turquia;Q1355254;Batalha de Poimaneno;Q178561;batalha;location;;;1224;Q42320984;Nicaean–Latin wars;Q65043966;Poemanenum;;;
TUR;Q43;Turquia;Q42320984;Nicaean–Latin wars;;;from_battle;;;1224;Q42320984;Nicaean–Latin wars;;;;;
TUR;Q43;Turquia;Q1364027;Battle of Antioch on the Meander;Q178561;batalha;participant;;;1211;Q1827267;Guerras bizantino-seljúcidas;Q579405;Antioch on the Maeander;;;
TUR;Q43;Turquia;Q1364027;Battle of Antioch on the Meander;Q178561;batalha;location;;;1211;Q1827267;Guerras bizantino-seljúcidas;Q579405;Antioch on the Maeander;;;
TUR;Q43;Turquia;Q1827267;Guerras bizantino-seljúcidas;;;from_battle;;;1211;Q1827267;Guerras bizantino-seljúcidas;;;;;
TUR;Q43;Turquia;Q1533828;Guerra romano-parta de 58–63;Q198;guerra;participant;0058;0063;;Q1192043;Guerras romano-partas;Q208404;Reino da Armênia;;;
TUR;Q43;Turquia;Q1533828;Guerra romano-parta de 58–63;Q198;guerra;location;0058;0063;;Q1192043;Guerras romano-partas;Q208404;Reino da Armênia;;;
TUR;Q43;Turquia;Q1192043;Guerras romano-partas;;;from_battle;0058;0063;;Q1192043;Guerras romano-partas;;;;;
TUR;Q43;Turquia;Q2082222;Guerra Lázica;Q198;guerra;participant;0541;0562;;Q858108;Guerras bizantino-sassânidas;Q183150;Cólquida;;;
TUR;Q43;Turquia;Q858108;Guerras bizantino-sassânidas;;;from_battle;0541;0562;;Q858108;Guerras bizantino-sassânidas;;;;;
TUR;Q43;Turquia;Q2666515;Batalha de Singara;Q178561;batalha;participant;;;0344;Q3651756;Sapor II's Syrian-Mesopotamian campaigns;Q776614;Singara;;;
TUR;Q43;Turquia;Q3651756;Sapor II's Syrian-Mesopotamian campaigns;;;from_battle;;;0344;Q3651756;Sapor II's Syrian-Mesopotamian campaigns;;;;;
TUR;Q43;Turquia;Q3485813;Siege of Antalya;Q188055;cerco;participant;;;1207;Q1827267;Guerras bizantino-seljúcidas;Q6487;Antália;;;
TUR;Q43;Turquia;Q3485813;Siege of Antalya;Q188055;cerco;location;;;1207;Q1827267;Guerras bizantino-seljúcidas;Q6487;Antália;;;
TUR;Q43;Turquia;Q3651751;Guerra romano-parta de 113–117;Q831663;campanha militar;participant;0115;0117;;Q1192043;Guerras romano-partas;Q81483;Levante;;;
TUR;Q43;Turquia;Q4087407;Batalha de Adramício;Q178561;batalha;participant;;;1205;Q42320984;Nicaean–Latin wars;Q3605584;Adramyttium;;;
TUR;Q43;Turquia;Q4087407;Batalha de Adramício;Q178561;batalha;location;;;1205;Q42320984;Nicaean–Latin wars;Q3605584;Adramyttium;;;
TUR;Q43;Turquia;Q4793354;Armenian–Parthian War;Q198;guerra;participant;0087;0085;;Q123481777;Military campaigns of Tigranes the Great;Q11767;Mesopotâmia;;;
TUR;Q43;Turquia;Q123481777;Military campaigns of Tigranes the Great;;;from_battle;0087;0085;;Q123481777;Military campaigns of Tigranes the Great;;;;;
TUR;Q43;Turquia;Q4870386;Batalha de Vagabanta;Q178561;batalha;participant;;;0371;Q3778778;Roman–Sasanian wars;Q4841481;Bagauna;;;
TUR;Q43;Turquia;Q4870386;Batalha de Vagabanta;Q178561;batalha;location;;;0371;Q3778778;Roman–Sasanian wars;Q4841481;Bagauna;;;
TUR;Q43;Turquia;Q3778778;Roman–Sasanian wars;;;from_battle;;;0371;Q3778778;Roman–Sasanian wars;;;;;
TUR;Q43;Turquia;Q6808293;Guerras Zungares-Qing;Q198;guerra;participant;1688;1758;1687;Q1044456;Dez Grandes Campanhas;Q1923401;Canato de Zungar;;;
TUR;Q43;Turquia;Q1044456;Dez Grandes Campanhas;;;from_battle;1688;1758;1687;Q1044456;Dez Grandes Campanhas;;;;;
TUR;Q43;Turquia;Q7510308;Cerco de Fásis;Q188055;cerco;participant;0555;0556;;Q2082222;Guerra Lázica;Q378091;Phasis;;;
TUR;Q43;Turquia;Q2082222;Guerra Lázica;;;from_battle;0555;0556;;Q2082222;Guerra Lázica;;;;;
TUR;Q43;Turquia;Q7510397;Siege of Shahrukhiya;Q188055;cerco;participant;;;1461;Q7807705;Timurid Wars of Succession;Q7462288;Shahrukhiya;;;
TUR;Q43;Turquia;Q7807705;Timurid Wars of Succession;;;from_battle;;;1461;Q7807705;Timurid Wars of Succession;;;;;
TUR;Q43;Turquia;Q7968589;Iberian–Armenian War;Q198;guerra;participant;;;0051;;;Q208404;Reino da Armênia;;;
TUR;Q43;Turquia;Q7968589;Iberian–Armenian War;Q198;guerra;location;;;0051;;;Q208404;Reino da Armênia;;;
TUR;Q43;Turquia;Q9172857;Battle of Castra Iudaeorum;Q178561;batalha;participant;;;0047;Q9377266;Alexandrian War;Q2372919;Leontópolis;;;
TUR;Q43;Turquia;Q9172971;Battle of Praaspa;Q178561;batalha;participant;;;0036;Q2334699;Campanha parta de Marco Antônio;Q605021;Maragha;;;
TUR;Q43;Turquia;Q2334699;Campanha parta de Marco Antônio;;;from_battle;;;0036;Q2334699;Campanha parta de Marco Antônio;;;;;
TUR;Q43;Turquia;Q11908710;Battle of Arinnanda;Q178561;batalha;participant;;;1325;;;Q51614;Anatólia;;;
TUR;Q43;Turquia;Q11908710;Battle of Arinnanda;Q178561;batalha;location;;;1325;;;Q51614;Anatólia;;;
TUR;Q43;Turquia;Q11908741;Battle of Cibistra;Q178561;batalha;participant;;;1304;Q279078;Catalan campaign in Asia Minor;Q2372030;Heracleia Cibistra;;;
TUR;Q43;Turquia;Q11908741;Battle of Cibistra;Q178561;batalha;location;;;1304;Q279078;Catalan campaign in Asia Minor;Q2372030;Heracleia Cibistra;;;
TUR;Q43;Turquia;Q279078;Catalan campaign in Asia Minor;;;from_battle;;;1304;Q279078;Catalan campaign in Asia Minor;;;;;
TUR;Q43;Turquia;Q11908772;Battle of Tyras;Q178561;batalha;participant;1304;1304;;Q279078;Catalan campaign in Asia Minor;Q2019115;Tyras;;;
TUR;Q43;Turquia;Q12809451;Battle of Mount Armenia;Q178561;batalha;participant;;;1282;Q630259;Guerras bizantino-otomanas;Q6672045;Hamzabey;;;
TUR;Q43;Turquia;Q12809451;Battle of Mount Armenia;Q178561;batalha;location;;;1282;Q630259;Guerras bizantino-otomanas;Q6672045;Hamzabey;;;
TUR;Q43;Turquia;Q630259;Guerras bizantino-otomanas;;;from_battle;;;1282;Q630259;Guerras bizantino-otomanas;;;;;
TUR;Q43;Turquia;Q12867265;Battle of the Hippus;Q178561;batalha;participant;;;0550;Q2082222;Guerra Lázica;Q2040044;Tskhenistsqali;;;
TUR;Q43;Turquia;Q12868103;Cerco de Petra (549);Q188055;cerco;participant;0548;0549;;Q2082222;Guerra Lázica;Q1519037;Petra;;;
TUR;Q43;Turquia;Q12868368;Battle of the Phasis;Q178561;batalha;participant;;;0550;Q2082222;Guerra Lázica;Q203409;Rio Rioni;;;
TUR;Q43;Turquia;Q16208506;Battle of Carrhae;Q178561;batalha;participant;;;0296;Q250254;Sasanian campaigns of Galerius;Q199547;Harã;;;
TUR;Q43;Turquia;Q16208506;Battle of Carrhae;Q178561;batalha;location;;;0296;Q250254;Sasanian campaigns of Galerius;Q199547;Harã;;;
TUR;Q43;Turquia;Q250254;Sasanian campaigns of Galerius;;;from_battle;;;0296;Q250254;Sasanian campaigns of Galerius;;;;;
TUR;Q43;Turquia;Q16396511;Batalha de Oscai;Q178561;batalha;participant;;;0350;Q3778777;Roman–Sasanian wars;Q79315682;Oscai;;;
TUR;Q43;Turquia;Q3778777;Roman–Sasanian wars;;;from_battle;;;0350;Q3778777;Roman–Sasanian wars;;;;;
TUR;Q43;Turquia;Q16683515;Siege of Byzantium;Q188055;cerco;participant;0340;0339;0340;Q3588173;Expansion of Macedonia under Philip II;Q23725;Bizâncio;;;
TUR;Q43;Turquia;Q16683515;Siege of Byzantium;Q188055;cerco;location;0340;0339;0340;Q3588173;Expansion of Macedonia under Philip II;Q23725;Bizâncio;;;
TUR;Q43;Turquia;Q3588173;Expansion of Macedonia under Philip II;;;from_battle;0340;0339;0340;Q3588173;Expansion of Macedonia under Philip II;;;;;
TUR;Q43;Turquia;Q16683533;Siege of Perinthus;Q188055;cerco;participant;0340;0339;;Q3588173;Expansion of Macedonia under Philip II;Q11815679;Perinto;;;
TUR;Q43;Turquia;Q16683533;Siege of Perinthus;Q188055;cerco;location;0340;0339;;Q3588173;Expansion of Macedonia under Philip II;Q11815679;Perinto;;;
TUR;Q43;Turquia;Q16912790;Athenian-Macedonian War (340–338 BC);Q198;guerra;participant;0340;0338;;Q18399804;Athenian-Macedonian wars (357–346 BC);Q844930;Atenas;;;
TUR;Q43;Turquia;Q18399804;Athenian-Macedonian wars (357–346 BC);;;from_battle;0340;0338;;Q18399804;Athenian-Macedonian wars (357–346 BC);;;;;
TUR;Q43;Turquia;Q25570271;Battle of Mashkullorë;Q178561;batalha;participant;;;1908;Q1290138;Despertar nacional da Albânia;Q173690;Gjirokastër;;;
TUR;Q43;Turquia;Q1290138;Despertar nacional da Albânia;;;from_battle;;;1908;Q1290138;Despertar nacional da Albânia;;;;;
TUR;Q43;Turquia;Q27502384;Batalha de Kirkuk (2016);Q178561;batalha;participant;2016;2016;;Q2165215;Guerra Civil Iraquiana (2011–presente);Q173310;Kirkuk;;;
TUR;Q43;Turquia;Q2165215;Guerra Civil Iraquiana (2011–presente);;;from_battle;2016;2016;;Q2165215;Guerra Civil Iraquiana (2011–presente);;;;;
TUR;Q43;Turquia;Q28669020;Lydian–Milesian War;Q198;guerra;participant;0612;0600;;;;;;;;
TUR;Q43;Turquia;Q30893234;Median-Lydian War;Q198;guerra;participant;0590;0585;;;;;;;;
TUR;Q43;Turquia;Q48980337;Rebellion of Bardas Phokas the Younger;Q124734;rebelião;participant;0987;0989;;;;;;;;
TUR;Q43;Turquia;Q61105809;Batalha de Arreste (337);Q178561;batalha;participant;;;0337;Q125547657;Armenian–Sasanian wars;Q106681054;Arreste;;;
TUR;Q43;Turquia;Q125547657;Armenian–Sasanian wars;;;from_battle;;;0337;Q125547657;Armenian–Sasanian wars;;;;;
TUR;Q43;Turquia;Q97186969;War between Rhodes and Kaunos;Q198;guerra;participant;;;0200;;;Q193214;Cária;;;
TUR;Q43;Turquia;Q97186969;War between Rhodes and Kaunos;Q198;guerra;location;;;0200;;;Q193214;Cária;;;
TUR;Q43;Turquia;Q97305706;War of Byzantium against Bithynia and Rhodes;Q198;guerra;participant;;;0300;;;;;;;
TUR;Q43;Turquia;Q126909296;Q126909296;Q178561;batalha;participant;;;1847;Q4709160;Revolta Albanesa de 1847;Q183199;Janina;;;
TUR;Q43;Turquia;Q4709160;Revolta Albanesa de 1847;;;from_battle;;;1847;Q4709160;Revolta Albanesa de 1847;;;;;
TUR;Q43;Turquia;Q130306550;Qing-Kyrgyz War;Q198;guerra;participant;1758;1846;;;;Q27275;Ásia Central;;;
TUR;Q43;Turquia;Q130660646;Hittite Wars of Survival;Q104212151;series of wars;participant;1400;1350;;;;Q4496560;Hatti;;;
TUR;Q43;Turquia;Q130660646;Hittite Wars of Survival;Q104212151;series of wars;location;1400;1350;;;;Q4496560;Hatti;;;
TUR;Q43;Turquia;Q131286409;Albanian Rebellion;Q124734;rebelião;participant;1481;1484;;Q13041162;Albanian uprisings in the Ottoman Empire;Q372199;Ottoman Albania;;;
TUR;Q43;Turquia;Q13041162;Albanian uprisings in the Ottoman Empire;;;from_battle;1481;1484;;Q13041162;Albanian uprisings in the Ottoman Empire;;;;;
TUR;Q43;Turquia;Q131583820;Liberation of Krujë;Q178561;batalha;participant;;;1443;Q136048217;Skanderbeg's Albanian campaign;Q194164;Krujë;;;
TUR;Q43;Turquia;Q136048217;Skanderbeg's Albanian campaign;;;from_battle;;;1443;Q136048217;Skanderbeg's Albanian campaign;;;;;
TUR;Q43;Turquia;Q134376397;Battle of Dolakovo;Q178561;batalha;participant;;;1919;Q79911;Guerra Civil Russa;Q5219;Inguchétia;;;
TUR;Q43;Turquia;Q79911;Guerra Civil Russa;;;from_battle;;;1919;Q79911;Guerra Civil Russa;;;;;
TUR;Q43;Turquia;Q134778270;Battle of Bakhtrioni;Q178561;batalha;participant;;;1659;Q4849424;Bakhtrioni Uprising;Q798268;Bakhtrioni;;;
TUR;Q43;Turquia;Q4849424;Bakhtrioni Uprising;;;from_battle;;;1659;Q4849424;Bakhtrioni Uprising;;;;;
TUR;Q43;Turquia;Q135397399;Battle of Devol;Q178561;batalha;participant;;;1108;;;Q3394403;Devol;;;
TUR;Q43;Turquia;Q49103;Guerra do Líbano de 1982;Q198;guerra;participant;1982;1985;;Q208484;Guerra Civil Libanesa;Q822;Líbano;;;
TUR;Q43;Turquia;Q208484;Guerra Civil Libanesa;;;from_battle;1982;1985;;Q208484;Guerra Civil Libanesa;;;;;
TUR;Q43;Turquia;Q234738;Guerra de Independência da Turquia;Q1006311;guerra de libertação nacional;participant;1919;1923;1922;;;Q51614;Anatólia;;;
TUR;Q43;Turquia;Q234738;Guerra de Independência da Turquia;Q1006311;guerra de libertação nacional;location;1919;1923;1922;;;Q51614;Anatólia;;;
TUR;Q43;Turquia;Q1229305;Julian's Persian expedition;Q831663;campanha militar;participant;0363;0363;;Q3778777;Roman–Sasanian wars;Q11767;Mesopotâmia;;;
TUR;Q43;Turquia;Q3625506;Siege of Nisibis;Q188055;cerco;participant;;;0068;Q1764124;Terceira Guerra Mitridática;Q1553052;Nusaybin;;;
TUR;Q43;Turquia;Q3625506;Siege of Nisibis;Q188055;cerco;location;;;0068;Q1764124;Terceira Guerra Mitridática;Q1553052;Nusaybin;;;
TUR;Q43;Turquia;Q1764124;Terceira Guerra Mitridática;;;from_battle;;;0068;Q1764124;Terceira Guerra Mitridática;;;;;
TUR;Q43;Turquia;Q3651726;Carus and Numerian's Sasanian campaign;Q831663;campanha militar;participant;;;0283;Q3778777;Roman–Sasanian wars;Q208404;Reino da Armênia;;;
TUR;Q43;Turquia;Q3651726;Carus and Numerian's Sasanian campaign;Q831663;campanha militar;location;;;0283;Q3778777;Roman–Sasanian wars;Q208404;Reino da Armênia;;;
TUR;Q43;Turquia;Q16146587;Emergência de Chipre;Q1323212;insurgência;participant;1955;1959;1955;Q230533;descolonização;Q15240466;Chipre britânico;;;
TUR;Q43;Turquia;Q230533;descolonização;;;from_battle;1955;1959;1955;Q230533;descolonização;;;;;
TUR;Q43;Turquia;Q21695844;Siege of Artogerassa;Q188055;cerco;participant;;;0368;Q132573589;Armeno-Sassanid War of 363–371;Q16371589;Artogerassa;;;
TUR;Q43;Turquia;Q21695844;Siege of Artogerassa;Q188055;cerco;location;;;0368;Q132573589;Armeno-Sassanid War of 363–371;Q16371589;Artogerassa;;;
TUR;Q43;Turquia;Q132573589;Armeno-Sassanid War of 363–371;;;from_battle;;;0368;Q132573589;Armeno-Sassanid War of 363–371;;;;;
TUR;Q43;Turquia;Q28555185;Batalha de Amorgos (1312);Q1261499;batalha naval;participant;;;1312;Q12546;Cruzada;Q208587;Amorgos;;;
TUR;Q43;Turquia;Q12546;Cruzada;;;from_battle;;;1312;Q12546;Cruzada;;;;;
TUR;Q43;Turquia;Q78651469;Sanesan invasion of Armenia;Q467011;invasão;participant;0335;0336;;;;Q208404;Reino da Armênia;;;
TUR;Q43;Turquia;Q78651469;Sanesan invasion of Armenia;Q467011;invasão;location;0335;0336;;;;Q208404;Reino da Armênia;;;
TUR;Q43;Turquia;Q97187495;Expedition of Ariarathes V against Priene;Q1384277;military expedition;participant;;;0150;;;Q142819;Priene;;;
TUR;Q43;Turquia;Q97187495;Expedition of Ariarathes V against Priene;Q1384277;military expedition;location;;;0150;;;Q142819;Priene;;;
TUR;Q43;Turquia;Q103813821;Siege of Kulaca Hisar;Q188055;cerco;participant;;;1285;Q630259;Guerras bizantino-otomanas;Q133236309;Kulaca Hisar;;;
TUR;Q43;Turquia;Q103813821;Siege of Kulaca Hisar;Q188055;cerco;location;;;1285;Q630259;Guerras bizantino-otomanas;Q133236309;Kulaca Hisar;;;
TUR;Q43;Turquia;Q117032108;Battle of Rhodes;Q1261499;batalha naval;participant;;;1320;;;Q43048;Rodes;;;
TUR;Q43;Turquia;Q118929881;Siege of İnegöl;Q188055;cerco;participant;;;1299;Q630259;Guerras bizantino-otomanas;Q2083281;İnegöl district;;;
TUR;Q43;Turquia;Q118929881;Siege of İnegöl;Q188055;cerco;location;;;1299;Q630259;Guerras bizantino-otomanas;Q2083281;İnegöl district;;;
TUR;Q43;Turquia;Q124661880;Q124661880;Q350604;armed conflict;participant;;;1282;Q630259;Guerras bizantino-otomanas;;;;;
TUR;Q43;Turquia;Q126923255;Temryuk's campaign in Ingushetia;Q831663;campanha militar;participant;;;1562;;;Q5219;Inguchétia;;;
TUR;Q43;Turquia;Q136048217;Skanderbeg's Albanian campaign;Q831663;campanha militar;participant;1443;1448;;Q61116375;Rebelião de Skanderbeg;Q7418360;Sanjak of Albania;;;
TUR;Q43;Turquia;Q61116375;Rebelião de Skanderbeg;;;from_battle;1443;1448;;Q61116375;Rebelião de Skanderbeg;;;;;
TUR;Q43;Turquia;Q74623;Grande Guerra Turca;Q198;guerra;participant;1683;1699;;Q786171;Guerras Otomanos-Habsburgos;Q40;Áustria;;;
TUR;Q43;Turquia;Q786171;Guerras Otomanos-Habsburgos;;;from_battle;1683;1699;;Q786171;Guerras Otomanos-Habsburgos;;;;;
TUR;Q43;Turquia;Q203729;Batalha de Kadesh;Q178561;batalha;participant;;;1274;;;Q690035;Cades;;;
TUR;Q43;Turquia;Q733364;Batalha de Megido;Q178561;batalha;participant;;;1457;;;Q208379;Megido;;;
TUR;Q43;Turquia;Q795109;Revolta da Moreia de 1453–1454;Q13427116;revolta camponesa;participant;1453;1454;;Q698985;Ottoman Wars in Europe;Q1196055;Moreia;;;
TUR;Q43;Turquia;Q906834;Batalha de Niria;Q178561;batalha;participant;;;1237;;;Q815591;Balikh River;;;
TUR;Q43;Turquia;Q1280245;Revolta Albanesa de 1912;Q124734;rebelião;participant;1912;1912;;Q13041162;Albanian uprisings in the Ottoman Empire;Q168501;Vilaiete de Kosovo;;;
TUR;Q43;Turquia;Q1450532;Guerra Franco-Turca;Q198;guerra;participant;1918;1921;;Q234738;Guerra de Independência da Turquia;Q620864;Cilícia;;;
TUR;Q43;Turquia;Q1450532;Guerra Franco-Turca;Q198;guerra;location;1918;1921;;Q234738;Guerra de Independência da Turquia;Q620864;Cilícia;;;
TUR;Q43;Turquia;Q234738;Guerra de Independência da Turquia;;;from_battle;1918;1921;;Q234738;Guerra de Independência da Turquia;;;;;
TUR;Q43;Turquia;Q1629242;Siege of Dapur;Q188055;cerco;participant;;;1271;;;Q13415123;Syria;;;
TUR;Q43;Turquia;Q2445317;Batalha de Dumlupınar;Q178561;batalha;participant;1922;1922;;Q6102087;Grande Ofensiva;Q3041195;Dumlupınar;;;
TUR;Q43;Turquia;Q2445317;Batalha de Dumlupınar;Q178561;batalha;location;1922;1922;;Q6102087;Grande Ofensiva;Q3041195;Dumlupınar;;;
TUR;Q43;Turquia;Q6102087;Grande Ofensiva;;;from_battle;1922;1922;;Q6102087;Grande Ofensiva;;;;;
TUR;Q43;Turquia;Q3449178;Revolta Camponesa na Albânia;Q13427116;revolta camponesa;participant;1914;1914;;;;Q187035;Principado da Albânia;;;
TUR;Q43;Turquia;Q13041162;Albanian uprisings in the Ottoman Empire;Q124734;rebelião;participant;1500;1912;;Q698985;Ottoman Wars in Europe;;;;;
TUR;Q43;Turquia;Q13053166;Red Army invasion of Armenia;Q467011;invasão;participant;1920;1920;;Q2015687;Guerra Armeno-Azeri;Q139670;República Democrática da Arménia;;;
TUR;Q43;Turquia;Q2015687;Guerra Armeno-Azeri;;;from_battle;1920;1920;;Q2015687;Guerra Armeno-Azeri;;;;;
TUR;Q43;Turquia;Q20510357;Resistance of Vanand;Q178561;batalha;participant;;;1054;;;Q3651369;Vananda;;;
TUR;Q43;Turquia;Q28717501;Marwan ibn Muhammad's Caucasian campaign;Q831663;campanha militar;participant;0732;0739;;Q3621718;Arab–Khazar Wars;Q18869;Cáucaso;;;
TUR;Q43;Turquia;Q3621718;Arab–Khazar Wars;;;from_battle;0732;0739;;Q3621718;Arab–Khazar Wars;;;;;
TUR;Q43;Turquia;Q65287179;Battle of Batumi;Q178561;batalha;participant;1921;1921;;Q60963;Invasão soviética da Geórgia;Q25475;Batumi;;;
TUR;Q43;Turquia;Q60963;Invasão soviética da Geórgia;;;from_battle;1921;1921;;Q60963;Invasão soviética da Geórgia;;;;;
TUR;Q43;Turquia;Q65589564;Laz rebellion;Q124734;rebelião;participant;1832;1834;;;;Q636919;Sanjak of Lazistan;;;
TUR;Q43;Turquia;Q79270309;Battle of Yerevyal;Q178561;batalha;participant;;;0364;Q132573589;Armeno-Sassanid War of 363–371;Q13052814;Yerevyal;;;
TUR;Q43;Turquia;Q79313656;Batalha de Areste (364);Q178561;batalha;participant;;;0364;Q132573589;Armeno-Sassanid War of 363–371;Q106681054;Arreste;;;
TUR;Q43;Turquia;Q79322567;Battle of Voskha;Q178561;batalha;participant;;;0364;Q132573589;Armeno-Sassanid War of 363–371;Q79315682;Oscai;;;
TUR;Q43;Turquia;Q85745983;Battles of Alashiya;Q178561;batalha;participant;1275;1205;;;;Q644636;Chipre;;;
TUR;Q43;Turquia;Q85984619;Battle of Gandzak;Q178561;batalha;participant;;;0363;Q132573589;Armeno-Sassanid War of 363–371;Q1528536;Ganzaque (Guelarcunique);;;
