iso3,country,role,person,person_qid,start,end,party,end_cause
BTN,Butão,head_of_government,Yeshey Zimba,Q864561,2000-07-20T00:00:00Z,2001-08-08T00:00:00Z,Bhutan Peace and Prosperity Party,
BTN,Butão,head_of_government,Khandu Wangchuk,Q441881,2001-08-08T00:00:00Z,2002-08-14T00:00:00Z,Bhutan Peace and Prosperity Party,
BTN,Butão,head_of_government,Kinzang Dorji,Q703421,2002-08-24T00:00:00Z,2003-08-30T00:00:00Z,,
BTN,Butão,head_of_government,Jigme Thinley,Q57677,2003-08-30T00:00:00Z,2004-08-18T00:00:00Z,Bhutan Peace and Prosperity Party,
BTN,Butão,head_of_government,Yeshey Zimba,Q864561,2004-08-20T00:00:00Z,2005-09-04T00:00:00Z,Bhutan Peace and Prosperity Party,
BTN,Butão,head_of_government,Sangay Ngedup,Q374296,2005-09-05T00:00:00Z,2006-09-07T00:00:00Z,People's Democratic Party,
BTN,Butão,head_of_government,Khandu Wangchuk,Q441881,2006-09-07T00:00:00Z,2007-08-02T00:00:00Z,Bhutan Peace and Prosperity Party,
BTN,Butão,head_of_government,Kinzang Dorji,Q703421,2007-08-03T00:00:00Z,2008-04-09T00:00:00Z,,
BTN,Butão,head_of_government,Jigme Thinley,Q57677,2008-04-09T00:00:00Z,2013-04-28T00:00:00Z,Bhutan Peace and Prosperity Party,
BTN,Butão,head_of_government,Tshering Tobgay,Q7849613,2013-07-27T00:00:00Z,2018-08-09T00:00:00Z,People's Democratic Party,
BTN,Butão,head_of_government,Lotay Tshering,Q57313851,2018-11-07T00:00:00Z,2023-11-01T00:00:00Z,Druk Nyamrup Tshogpa,
BTN,Butão,head_of_state,Jigme Singye Wangchuck,Q200273,1972-07-01T00:00:00Z,2008-11-06T00:00:00Z,,
BTN,Butão,head_of_state,Jigme Khesar Namgyal Wangchuck,Q57376,2008-11-06T00:00:00Z,,,
BTN,Butão,head_of_state,Ugyen Wangchuck,Q333866,1907-12-17T00:00:00Z,1926-08-21T00:00:00Z,,
BTN,Butão,head_of_state,Jigme Wangchuck,Q318177,1926-08-21T00:00:00Z,1952-03-30T00:00:00Z,,
BTN,Butão,head_of_state,Jigme Dorji Wangchuck,Q298020,1952-10-27T00:00:00Z,1972-07-21T00:00:00Z,,
BTN,Butão,head_of_state,Jigme Singye Wangchuck,Q200273,1972-07-21T00:00:00Z,2006-12-14T00:00:00Z,,
BTN,Butão,head_of_state,Jigme Khesar Namgyal Wangchuck,Q57376,2006-12-14T00:00:00Z,,,
BTN,Butão,head_of_state,Jetsun Pema,Q209532,2011-10-13T00:00:00Z,,,
BWA,Botsuana,head_of_government,Seretse Khama,Q219962,1966-09-30T00:00:00Z,1980-07-13T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_government,Quett Masire,Q310574,1980-07-13T00:00:00Z,1998-03-31T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_government,Festus Mogae,Q193238,1998-04-01T00:00:00Z,2008-04-01T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_government,Ian Khama,Q57449,2008-04-01T00:00:00Z,2018-03-31T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_government,Mokgweetsi Masisi,Q18618891,2018-04-01T00:00:00Z,,Botswana Democratic Party,
BWA,Botsuana,head_of_government,Duma Boko,Q18618881,2024-01-01T00:00:00Z,,Umbrella for Democratic Change,
BWA,Botsuana,head_of_state,Mokgweetsi Masisi,Q18618891,2018-04-01T00:00:00Z,2024-11-01T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_state,Duma Boko,Q18618881,2024-11-01T00:00:00Z,,Umbrella for Democratic Change,
BWA,Botsuana,head_of_state,Seretse Khama,Q219962,1966-09-30T00:00:00Z,1980-07-13T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_state,Quett Masire,Q310574,1980-07-13T00:00:00Z,1998-03-31T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_state,Festus Mogae,Q193238,1998-04-01T00:00:00Z,2008-04-01T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_state,Ian Khama,Q57449,2008-04-01T00:00:00Z,2018-03-31T00:00:00Z,Botswana Democratic Party,
BWA,Botsuana,head_of_state,Mokgweetsi Masisi,Q18618891,2018-04-01T00:00:00Z,,Botswana Democratic Party,
BWA,Botsuana,head_of_state,Duma Boko,Q18618881,2024-01-01T00:00:00Z,,Umbrella for Democratic Change,
CAF,República Centro-Africana,head_of_government,Simplice Sarandji,Q23729455,2016-04-02T00:00:00Z,2019-02-27T00:00:00Z,Ind.,
CAF,República Centro-Africana,head_of_government,Firmin Ngrébada,Q61889435,2019-02-27T00:00:00Z,2021-06-15T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Henri-Marie Dondra,Q107273326,2021-06-15T00:00:00Z,2022-02-07T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Félix Moloua,Q88310768,2022-02-07T00:00:00Z,,,
CAF,República Centro-Africana,head_of_government,Barthélemy Boganda,Q346690,1958-12-08T00:00:00Z,1959-03-29T00:00:00Z,Popular Republican Movement,
CAF,República Centro-Africana,head_of_government,Abel Goumba,Q318433,1959-03-30T00:00:00Z,1959-04-30T00:00:00Z,Movement for the Social Evolution of Black Africa,
CAF,República Centro-Africana,head_of_government,David Dacko,Q310860,1959-05-01T00:00:00Z,1960-08-14T00:00:00Z,Movement for the Social Evolution of Black Africa,
CAF,República Centro-Africana,head_of_government,Elisabeth Domitien,Q291555,1975-01-02T00:00:00Z,1976-04-07T00:00:00Z,Movement for the Social Evolution of Black Africa,
CAF,República Centro-Africana,head_of_government,Ange-Félix Patassé,Q314524,1976-01-01T00:00:00Z,1978-01-01T00:00:00Z,Movement for the Liberation of the Central African People,
CAF,República Centro-Africana,head_of_government,Henri Maïdou,Q717896,1978-07-14T00:00:00Z,1979-09-26T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Bernard Ayandho,Q822264,1979-09-26T00:00:00Z,1980-08-22T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Jean-Pierre Lebouder,Q1685227,1980-11-12T00:00:00Z,1981-04-03T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Simon Narcisse Bozanga,Q1386444,1981-04-04T00:00:00Z,1981-09-01T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Édouard Frank,Q1287557,1991-03-15T00:00:00Z,1992-12-04T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Timothée Malendoma,Q717935,1992-12-04T00:00:00Z,1993-02-26T00:00:00Z,Civic Forum,
CAF,República Centro-Africana,head_of_government,Enoch Derant Lakoué,Q5379287,1993-02-26T00:00:00Z,1993-10-25T00:00:00Z,Social Democratic Party,
CAF,República Centro-Africana,head_of_government,Jean-Luc Mandaba,Q1685015,1993-10-25T00:00:00Z,1995-04-12T00:00:00Z,Movement for the Liberation of the Central African People,
CAF,República Centro-Africana,head_of_government,Gabriel Koyambounou,Q1489357,1995-04-12T00:00:00Z,1996-06-06T00:00:00Z,Movement for the Liberation of the Central African People,
CAF,República Centro-Africana,head_of_government,Jean-Paul Ngoupandé,Q58276,1996-06-06T00:00:00Z,1997-01-30T00:00:00Z,National Unity Party,
CAF,República Centro-Africana,head_of_government,Michel Gbezera-Bria,Q1930736,1997-01-30T00:00:00Z,1999-01-04T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Anicet-Georges Dologuélé,Q546278,1999-01-04T00:00:00Z,2001-04-01T00:00:00Z,Union for Central African Renewal,
CAF,República Centro-Africana,head_of_government,Martin Ziguélé,Q1648403,2001-04-01T00:00:00Z,2003-03-15T00:00:00Z,Movement for the Liberation of the Central African People,
CAF,República Centro-Africana,head_of_government,Abel Goumba,Q318433,2003-03-15T00:00:00Z,2003-12-11T00:00:00Z,Movement for the Social Evolution of Black Africa,
CAF,República Centro-Africana,head_of_government,Célestin Gaombalet,Q1150346,2003-12-12T00:00:00Z,2005-06-11T00:00:00Z,Ind.,
CAF,República Centro-Africana,head_of_government,Élie Doté,Q274641,2005-06-13T00:00:00Z,2008-01-18T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Faustin-Archange Touadéra,Q57758,2008-01-22T00:00:00Z,2013-01-17T00:00:00Z,"National Convergence ""Kwa Na Kwa""",
CAF,República Centro-Africana,head_of_government,Nicolas Tiangaye,Q3277446,2013-02-03T00:00:00Z,2014-01-10T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,André Nzapayeké,Q15652682,2014-01-25T00:00:00Z,2014-08-10T00:00:00Z,Ind.,
CAF,República Centro-Africana,head_of_government,Mahamat Kamoun,Q17497078,2014-08-10T00:00:00Z,2016-04-02T00:00:00Z,,
CAF,República Centro-Africana,head_of_government,Simplice Sarandji,Q23729455,2016-04-02T00:00:00Z,2019-02-22T00:00:00Z,Ind.,
CAF,República Centro-Africana,head_of_government,Firmin Ngrébada,Q61889435,2019-02-25T00:00:00Z,2021-06-15T00:00:00Z,,
CAF,República Centro-Africana,head_of_state,François Bozizé,Q57452,,,,
CAF,República Centro-Africana,head_of_state,Catherine Samba-Panza,Q15633683,2014-01-23T00:00:00Z,2016-03-30T00:00:00Z,Ind.,
CAF,República Centro-Africana,head_of_state,Faustin-Archange Touadéra,Q57758,2016-03-30T00:00:00Z,,"National Convergence ""Kwa Na Kwa""",
CAF,República Centro-Africana,head_of_state,David Dacko,Q310860,1960-08-14T00:00:00Z,1966-01-01T00:00:00Z,Movement for Democracy and Development,
CAF,República Centro-Africana,head_of_state,Jean-Bédel Bokassa,Q162708,1966-01-01T00:00:00Z,1979-09-21T00:00:00Z,Movement for the Social Evolution of Black Africa,
CAF,República Centro-Africana,head_of_state,David Dacko,Q310860,1979-09-20T00:00:00Z,1981-09-01T00:00:00Z,Movement for Democracy and Development,
CAF,República Centro-Africana,head_of_state,André Kolingba,Q310883,1981-09-01T00:00:00Z,1993-10-22T00:00:00Z,African Democratic Rally,
CAF,República Centro-Africana,head_of_state,Ange-Félix Patassé,Q314524,1993-10-22T00:00:00Z,2003-03-15T00:00:00Z,Movement for the Liberation of the Central African People,
CAF,República Centro-Africana,head_of_state,François Bozizé,Q57452,2003-03-15T00:00:00Z,2013-03-24T00:00:00Z,,
CAF,República Centro-Africana,head_of_state,Michel Djotodia,Q8202995,2013-03-24T00:00:00Z,2014-01-10T00:00:00Z,CPSK-CPJP-UFDR,
CAF,República Centro-Africana,head_of_state,Alexandre-Ferdinand Nguendet,Q15618369,2014-01-10T00:00:00Z,2014-01-23T00:00:00Z,Central African Democratic Rally,
CAN,Canadá,head_of_government,John Alexander Macdonald,Q128702,1867-07-01T00:00:00Z,1873-11-05T00:00:00Z,Liberal-Conservative Party,
CAN,Canadá,head_of_government,Alexander Mackenzie,Q128708,1873-11-07T00:00:00Z,1878-10-08T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,John Alexander Macdonald,Q128702,1878-10-17T00:00:00Z,1891-06-06T00:00:00Z,Liberal-Conservative Party,
CAN,Canadá,head_of_government,John Joseph Caldwell Abbott,Q128696,1891-06-16T00:00:00Z,1892-11-24T00:00:00Z,Conservative Party of Canada,
CAN,Canadá,head_of_government,John Sparrow David Thompson,Q128686,1892-12-05T00:00:00Z,1894-12-12T00:00:00Z,Liberal-Conservative Party,
CAN,Canadá,head_of_government,Mackenzie Bowell,Q128677,1894-12-21T00:00:00Z,1896-04-27T00:00:00Z,Liberal-Conservative Party,
CAN,Canadá,head_of_government,Charles Tupper,Q128672,1896-05-01T00:00:00Z,1896-07-08T00:00:00Z,Partido Conservador do Canadá,
CAN,Canadá,head_of_government,Wilfrid Laurier,Q128664,1896-07-11T00:00:00Z,1911-10-06T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Robert Laird Borden,Q128655,1911-10-10T00:00:00Z,1920-07-10T00:00:00Z,Unionist Party,
CAN,Canadá,head_of_government,Arthur Meighen,Q128645,1920-07-10T00:00:00Z,1921-12-29T00:00:00Z,Partido Progressista Conservador do Canadá,
CAN,Canadá,head_of_government,William Lyon Mackenzie King,Q128633,1921-12-29T00:00:00Z,1926-06-28T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Arthur Meighen,Q128645,1926-06-29T00:00:00Z,1926-09-25T00:00:00Z,Partido Progressista Conservador do Canadá,
CAN,Canadá,head_of_government,William Lyon Mackenzie King,Q128633,1926-09-25T00:00:00Z,1930-08-07T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Richard Bedford Bennett,Q128641,1930-08-07T00:00:00Z,1935-10-23T00:00:00Z,Progressive Conservative Association of Alberta,
CAN,Canadá,head_of_government,William Lyon Mackenzie King,Q128633,1935-10-23T00:00:00Z,1948-11-15T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Louis St. Laurent,Q128626,1948-11-15T00:00:00Z,1957-06-21T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,John George Diefenbaker,Q128614,1957-06-21T00:00:00Z,1963-04-22T00:00:00Z,Partido Progressista Conservador do Canadá,
CAN,Canadá,head_of_government,Lester Bowles Pearson,Q128604,1963-04-22T00:00:00Z,1968-04-20T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Pierre Elliott Trudeau,Q8619,1968-04-20T00:00:00Z,1979-06-04T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Joe Clark,Q128574,1979-06-04T00:00:00Z,1980-03-03T00:00:00Z,Partido Progressista Conservador do Canadá,
CAN,Canadá,head_of_government,Pierre Elliott Trudeau,Q8619,1980-03-03T00:00:00Z,1984-06-30T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,John Napier Turner,Q128568,1984-06-30T00:00:00Z,1984-09-17T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Brian Mulroney,Q128563,1984-09-17T00:00:00Z,1993-06-25T00:00:00Z,Partido Progressista Conservador do Canadá,
CAN,Canadá,head_of_government,Kim Campbell,Q128553,1993-06-25T00:00:00Z,1993-11-04T00:00:00Z,Partido Progressista Conservador do Canadá,
CAN,Canadá,head_of_government,Jean Chrétien,Q128543,1993-11-04T00:00:00Z,2003-12-12T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Paul Martin,Q128529,2003-12-12T00:00:00Z,2006-02-06T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Stephen Harper,Q206,2006-02-06T00:00:00Z,2015-11-03T00:00:00Z,Partido Progressista Conservador do Canadá,
CAN,Canadá,head_of_government,Justin Trudeau,Q3099714,2015-11-04T00:00:00Z,2025-03-13T00:00:00Z,Liberal Party of Canada,
CAN,Canadá,head_of_government,Mark Carney,Q192533,2025-03-14T00:00:00Z,,Liberal Party of Canada,
CAN,Canadá,head_of_state,Vitória do Reino Unido,Q9439,1867-07-01T00:00:00Z,1901-01-22T00:00:00Z,,
CAN,Canadá,head_of_state,Eduardo VII do Reino Unido,Q20875,1901-01-22T00:00:00Z,1910-05-06T00:00:00Z,,
CAN,Canadá,head_of_state,Jorge V do Reino Unido,Q269412,1910-05-06T00:00:00Z,1936-01-20T00:00:00Z,,
CAN,Canadá,head_of_state,Eduardo VIII do Reino Unido,Q590227,1936-01-20T00:00:00Z,1936-12-11T00:00:00Z,,
CAN,Canadá,head_of_state,Jorge VI do Reino Unido,Q280856,1936-12-11T00:00:00Z,1952-02-06T00:00:00Z,,
CAN,Canadá,head_of_state,Isabel II do Reino Unido,Q9682,1952-02-06T00:00:00Z,2022-09-08T00:00:00Z,,
CAN,Canadá,head_of_state,Carlos III do Reino Unido,Q43274,2022-09-08T00:00:00Z,,,
CHE,Suíça,head_of_government,Conselho Federal,Q30917,,,,
CHE,Suíça,head_of_government,Jonas Furrer,Q380083,1848-11-21T00:00:00Z,1849-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Henri Druey,Q558071,1850-01-01T00:00:00Z,1850-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Josef Munzinger,Q117017,1851-01-01T00:00:00Z,1851-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Melchior Josef Martin Knüsel,Q662013,1861-01-01T00:00:00Z,1861-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Karl Schenk,Q116992,1865-01-01T00:00:00Z,1865-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Melchior Josef Martin Knüsel,Q662013,1866-01-01T00:00:00Z,1866-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Emil Welti,Q116957,1869-01-01T00:00:00Z,1869-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Karl Schenk,Q116992,1871-01-01T00:00:00Z,1871-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Emil Welti,Q116957,1872-01-01T00:00:00Z,1872-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Karl Schenk,Q116992,1874-01-01T00:00:00Z,1874-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Emil Welti,Q116957,1876-01-01T00:00:00Z,1876-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Karl Schenk,Q116992,1878-01-01T00:00:00Z,1878-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Emil Welti,Q116957,1880-01-01T00:00:00Z,1880-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Louis Ruchonnet,Q662039,1883-01-01T00:00:00Z,1883-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Emil Welti,Q116957,1884-01-01T00:00:00Z,1884-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Karl Schenk,Q116992,1885-01-01T00:00:00Z,1885-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Adolf Deucher,Q361258,1886-01-01T00:00:00Z,1886-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Louis Ruchonnet,Q662039,1890-01-01T00:00:00Z,1890-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Emil Welti,Q116957,1891-01-01T00:00:00Z,1891-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Karl Schenk,Q116992,1893-01-01T00:00:00Z,1893-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Adolf Deucher,Q361258,1897-01-01T00:00:00Z,1897-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Eugène Ruffy,Q118215,1898-01-01T00:00:00Z,1898-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Eduard Müller,Q115616,1899-01-01T00:00:00Z,1899-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Adolf Deucher,Q361258,1903-01-01T00:00:00Z,1903-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Robert Comtesse,Q118264,1904-01-01T00:00:00Z,1904-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Ludwig Forrer,Q118183,1906-01-01T00:00:00Z,1906-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Eduard Müller,Q115616,1907-01-01T00:00:00Z,1907-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Adolf Deucher,Q361258,1909-01-01T00:00:00Z,1909-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Robert Comtesse,Q118264,1910-01-01T00:00:00Z,1910-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Ludwig Forrer,Q118183,1912-01-01T00:00:00Z,1912-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Eduard Müller,Q115616,1913-01-01T00:00:00Z,1913-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Arthur Hoffmann,Q667758,1914-01-01T00:00:00Z,1914-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Giuseppe Motta,Q559892,1915-01-01T00:00:00Z,1915-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Camille Decoppet,Q205255,1916-01-01T00:00:00Z,1916-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Edmund Schulthess,Q118243,1917-01-01T00:00:00Z,1917-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Felix Calonder,Q664398,1918-01-01T00:00:00Z,1918-12-31T00:00:00Z,FDP | PRD | PLR,
CHE,Suíça,head_of_government,Gustave Ador,Q115592,1919-01-01T00:00:00Z,1919-12-31T00:00:00Z,Liberal Party of Switzerland,
CHE,Suíça,head_of_government,Giuseppe Motta,Q559892,1920-01-01T00:00:00Z,1920-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Edmund Schulthess,Q118243,1921-01-01T00:00:00Z,1931-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Robert Haab,Q118229,1922-01-01T00:00:00Z,1922-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Karl Scheurer,Q118187,1923-01-01T00:00:00Z,1923-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Ernest Chuard,Q118239,1924-01-01T00:00:00Z,1924-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Jean-Marie Musy,Q674180,1925-01-01T00:00:00Z,1925-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Giuseppe Motta,Q559892,1927-01-01T00:00:00Z,1927-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Edmund Schulthess,Q118243,1928-01-01T00:00:00Z,1928-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Robert Haab,Q118229,1929-01-01T00:00:00Z,1929-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Jean-Marie Musy,Q674180,1930-01-01T00:00:00Z,1930-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Giuseppe Motta,Q559892,1932-01-01T00:00:00Z,1932-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Edmund Schulthess,Q118243,1933-01-01T00:00:00Z,1933-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Marcel Pilet-Golaz,Q115803,1934-01-01T00:00:00Z,1934-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Rudolf Minger,Q115808,1935-01-01T00:00:00Z,1935-12-31T00:00:00Z,"Party of Farmers, Traders and Independents",
CHE,Suíça,head_of_government,Albert Meyer,Q115584,1936-01-01T00:00:00Z,1936-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Giuseppe Motta,Q559892,1937-01-01T00:00:00Z,1937-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Johannes Baumann,Q118266,1938-01-01T00:00:00Z,1938-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Philipp Etter,Q532343,1939-01-01T00:00:00Z,1939-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Marcel Pilet-Golaz,Q115803,1940-01-01T00:00:00Z,1940-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Ernst Wetter,Q115566,1941-01-01T00:00:00Z,1941-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Philipp Etter,Q532343,1942-01-01T00:00:00Z,1942-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Enrico Celio,Q167080,1943-01-01T00:00:00Z,1943-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Walter Stampfli,Q205316,1944-01-01T00:00:00Z,1944-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Eduard von Steiger,Q546965,1945-01-01T00:00:00Z,1945-12-31T00:00:00Z,SVP | UDC,
CHE,Suíça,head_of_government,Karl Kobelt,Q115579,1946-01-01T00:00:00Z,1946-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Philipp Etter,Q532343,1947-01-01T00:00:00Z,1947-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Enrico Celio,Q167080,1948-01-01T00:00:00Z,1948-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Ernst Nobs,Q115561,1949-01-01T00:00:00Z,1949-12-31T00:00:00Z,SP | PS,
CHE,Suíça,head_of_government,Max Petitpierre,Q664453,1950-01-01T00:00:00Z,1950-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Eduard von Steiger,Q546965,1951-01-01T00:00:00Z,1951-12-31T00:00:00Z,SVP | UDC,
CHE,Suíça,head_of_government,Karl Kobelt,Q115579,1952-01-01T00:00:00Z,1952-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Philipp Etter,Q532343,1953-01-01T00:00:00Z,1953-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Rodolphe Rubattel,Q661957,1954-01-01T00:00:00Z,1954-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Max Petitpierre,Q664453,1955-01-01T00:00:00Z,1955-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Markus Feldmann,Q550199,1956-01-01T00:00:00Z,1956-12-31T00:00:00Z,SVP | UDC,
CHE,Suíça,head_of_government,Hans Streuli,Q664369,1957-01-01T00:00:00Z,1957-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Thomas Holenstein,Q667770,1958-01-01T00:00:00Z,1958-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Paul Chaudet,Q118284,1959-01-01T00:00:00Z,1959-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Max Petitpierre,Q664453,1960-01-01T00:00:00Z,1960-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Friedrich Traugott Wahlen,Q663178,1961-01-01T00:00:00Z,1961-12-31T00:00:00Z,SVP | UDC,
CHE,Suíça,head_of_government,Paul Chaudet,Q118284,1962-01-01T00:00:00Z,1962-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Willy Spühler,Q115622,1963-01-01T00:00:00Z,1963-12-31T00:00:00Z,SP | PS,
CHE,Suíça,head_of_government,Ludwig von Moos,Q118260,1964-01-01T00:00:00Z,1964-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Hans-Peter Tschudi,Q115548,1965-01-01T00:00:00Z,1965-12-31T00:00:00Z,SP | PS,
CHE,Suíça,head_of_government,Hans Schaffner,Q115618,1966-01-01T00:00:00Z,1966-12-31T00:00:00Z,FDP | PRD,
CHE,Suíça,head_of_government,Roger Bonvin,Q115536,1967-01-01T00:00:00Z,1967-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Willy Spühler,Q115622,1968-01-01T00:00:00Z,1968-12-31T00:00:00Z,SP | PS,
CHE,Suíça,head_of_government,Ludwig von Moos,Q118260,1969-01-01T00:00:00Z,1969-12-31T00:00:00Z,Partido Democrata Cristão,
CHE,Suíça,head_of_government,Hans-Peter Tschudi,Q115548,1970-01-01T00:00:00Z,1970-12-31T00:00:00Z,SP | PS,
CHE,Suíça,head_of_government,Rudolf Gnägi,Q115533,1971-01-01T00:00:00Z,1971-12-31T00:00:00Z,SVP | UDC,
