m49;country;year;immigrants;emigrants
591;Panama;2010;157788.0;173244.0
591;Panama;2015;184710.0;177743.0
591;Panama;2020;313165.0;179794.0
591;Panama;2024;477749.0;194816.0
598;Papua New Guinea;1990;33710.0;26144.0
598;Papua New Guinea;1995;33526.0;27421.0
598;Papua New Guinea;2000;26304.0;26811.0
598;Papua New Guinea;2005;29971.0;27858.0
598;Papua New Guinea;2010;30425.0;30830.0
598;Papua New Guinea;2015;30940.0;34339.0
598;Papua New Guinea;2020;31068.0;34471.0
598;Papua New Guinea;2024;31171.0;35050.0
600;Paraguay;1990;195884.0;321268.0
600;Paraguay;1995;186570.0;341859.0
600;Paraguay;2000;176608.0;364636.0
600;Paraguay;2005;168243.0;476193.0
600;Paraguay;2010;160299.0;681322.0
600;Paraguay;2015;156462.0;674976.0
600;Paraguay;2020;169567.0;708390.0
600;Paraguay;2024;180837.0;746362.0
604;Peru;1990;48985.0;302008.0
604;Peru;1995;56831.0;478308.0
604;Peru;2000;66103.0;634278.0
604;Peru;2005;77195.0;914622.0
604;Peru;2010;102662.0;1231719.0
604;Peru;2015;152562.0;1314688.0
604;Peru;2020;1184762.0;1460493.0
604;Peru;2024;1837219.0;1672482.0
608;Philippines;1990;134600.0;2167140.0
608;Philippines;1995;145980.0;2736078.0
608;Philippines;2000;157361.0;3310102.0
608;Philippines;2005;168741.0;3925727.0
608;Philippines;2010;178147.0;4941994.0
608;Philippines;2015;131897.0;6000348.0
608;Philippines;2020;87212.0;6461086.0
608;Philippines;2024;87212.0;6988383.0
616;Poland;1990;1127393.0;2317607.0
616;Poland;1995;963028.0;2546193.0
616;Poland;2000;822627.0;2502866.0
616;Poland;2005;724887.0;2798776.0
616;Poland;2010;649114.0;3673715.0
616;Poland;2015;683663.0;4154666.0
616;Poland;2020;738099.0;4365879.0
616;Poland;2024;1739901.0;4572613.0
620;Portugal;1990;435782.0;1589830.0
620;Portugal;1995;532822.0;1540545.0
620;Portugal;2000;651472.0;1554095.0
620;Portugal;2005;771184.0;1622764.0
620;Portugal;2010;762825.0;1727839.0
620;Portugal;2015;864814.0;1801647.0
620;Portugal;2020;1001963.0;1729500.0
620;Portugal;2024;1127184.0;1799179.0
624;Guinea-Bissau;1990;15368.0;45577.0
624;Guinea-Bissau;1995;27961.0;57547.0
624;Guinea-Bissau;2000;20450.0;66613.0
624;Guinea-Bissau;2005;20902.0;73544.0
624;Guinea-Bissau;2010;21391.0;78973.0
624;Guinea-Bissau;2015;22333.0;86283.0
624;Guinea-Bissau;2020;17945.0;98064.0
624;Guinea-Bissau;2024;15064.0;103999.0
626;Timor-Leste;1990;8954.0;27505.0
626;Timor-Leste;1995;9743.0;35137.0
626;Timor-Leste;2000;10602.0;188495.0
626;Timor-Leste;2005;11286.0;43229.0
626;Timor-Leste;2010;11540.0;45740.0
626;Timor-Leste;2015;8520.0;64935.0
626;Timor-Leste;2020;8399.0;96759.0
626;Timor-Leste;2024;8303.0;109613.0
630;Puerto Rico*;1990;321909.0;922587.0
630;Puerto Rico*;1995;338067.0;1043769.0
630;Puerto Rico*;2000;355038.0;1181295.0
630;Puerto Rico*;2005;352144.0;1357565.0
630;Puerto Rico*;2010;304969.0;1554887.0
630;Puerto Rico*;2015;280494.0;1708615.0
630;Puerto Rico*;2020;247132.0;1886872.0
630;Puerto Rico*;2024;223323.0;1948223.0
634;Qatar;1990;215508.0;11435.0
634;Qatar;1995;307661.0;11463.0
634;Qatar;2000;439215.0;11605.0
634;Qatar;2005;643000.0;13249.0
634;Qatar;2010;1409000.0;15397.0
634;Qatar;2015;2090000.0;16605.0
634;Qatar;2020;2182000.0;18513.0
634;Qatar;2024;2337000.0;19821.0
638;Réunion;1990;57210.0;3903.0
638;Réunion;1995;77159.0;3639.0
638;Réunion;2000;100678.0;3078.0
638;Réunion;2005;115076.0;2624.0
638;Réunion;2010;123029.0;2425.0
638;Réunion;2015;127209.0;2364.0
638;Réunion;2020;131769.0;2336.0
638;Réunion;2024;135534.0;2357.0
642;Romania;1990;135745.0;957791.0
642;Romania;1995;134970.0;1142520.0
642;Romania;2000;134204.0;1226172.0
642;Romania;2005;139430.0;1960907.0
642;Romania;2010;148107.0;2979844.0
642;Romania;2015;212560.0;3535273.0
642;Romania;2020;338734.0;4191022.0
642;Romania;2024;655579.0;4583819.0
643;Russian Federation;1990;11524948.0;12427364.0
643;Russian Federation;1995;11928927.0;10281407.0
643;Russian Federation;2000;11900297.0;8879470.0
643;Russian Federation;2005;11667588.0;8675250.0
643;Russian Federation;2010;11199727.0;8545806.0
643;Russian Federation;2015;9098229.0;8528582.0
643;Russian Federation;2020;7297611.0;8747396.0
643;Russian Federation;2024;7605774.0;9134094.0
646;Rwanda;1990;160024.0;584280.0
646;Rwanda;1995;215735.0;2109879.0
646;Rwanda;2000;347076.0;346850.0
646;Rwanda;2005;423187.0;293186.0
646;Rwanda;2010;426901.0;334656.0
646;Rwanda;2015;514647.0;496392.0
646;Rwanda;2020;513907.0;486754.0
646;Rwanda;2024;513316.0;539046.0
652;Saint Barthélemy*;1990;0.0;
652;Saint Barthélemy*;1995;0.0;
652;Saint Barthélemy*;2000;0.0;
652;Saint Barthélemy*;2005;0.0;
652;Saint Barthélemy*;2010;0.0;
652;Saint Barthélemy*;2015;0.0;
652;Saint Barthélemy*;2020;0.0;
652;Saint Barthélemy*;2024;0.0;
654;Saint Helena;1990;178.0;152.0
654;Saint Helena;1995;117.0;157.0
654;Saint Helena;2000;108.0;262.0
654;Saint Helena;2005;163.0;267.0
654;Saint Helena;2010;248.0;396.0
654;Saint Helena;2015;377.0;428.0
654;Saint Helena;2020;437.0;506.0
654;Saint Helena;2024;492.0;591.0
659;Saint Kitts and Nevis;1990;3210.0;9854.0
659;Saint Kitts and Nevis;1995;4248.0;10825.0
659;Saint Kitts and Nevis;2000;5871.0;11826.0
659;Saint Kitts and Nevis;2005;6682.0;12011.0
659;Saint Kitts and Nevis;2010;7245.0;11543.0
659;Saint Kitts and Nevis;2015;7443.0;12179.0
659;Saint Kitts and Nevis;2020;7725.0;13154.0
659;Saint Kitts and Nevis;2024;7958.0;13872.0
660;Anguilla*;1990;2570.0;2262.0
660;Anguilla*;1995;3317.0;2205.0
660;Anguilla*;2000;4063.0;2158.0
660;Anguilla*;2005;4684.0;1776.0
660;Anguilla*;2010;5103.0;1719.0
660;Anguilla*;2015;5471.0;1572.0
660;Anguilla*;2020;5715.0;1561.0
660;Anguilla*;2024;5918.0;1614.0
662;Saint Lucia;1990;5305.0;14018.0
662;Saint Lucia;1995;7155.0;15676.0
662;Saint Lucia;2000;9871.0;17419.0
662;Saint Lucia;2005;9839.0;17110.0
662;Saint Lucia;2010;9050.0;17985.0
662;Saint Lucia;2015;8673.0;19620.0
662;Saint Lucia;2020;8338.0;20127.0
662;Saint Lucia;2024;8079.0;21706.0
663;Saint Martin (French part)*;1990;0.0;
663;Saint Martin (French part)*;1995;0.0;
663;Saint Martin (French part)*;2000;0.0;
663;Saint Martin (French part)*;2005;0.0;
663;Saint Martin (French part)*;2010;0.0;
663;Saint Martin (French part)*;2015;0.0;
663;Saint Martin (French part)*;2020;0.0;
663;Saint Martin (French part)*;2024;0.0;
666;Saint Pierre and Miquelon*;1990;1099.0;61.0
666;Saint Pierre and Miquelon*;1995;1320.0;85.0
666;Saint Pierre and Miquelon*;2000;1458.0;112.0
666;Saint Pierre and Miquelon*;2005;1147.0;106.0
666;Saint Pierre and Miquelon*;2010;1017.0;105.0
666;Saint Pierre and Miquelon*;2015;986.0;111.0
666;Saint Pierre and Miquelon*;2020;998.0;122.0
666;Saint Pierre and Miquelon*;2024;1008.0;156.0
670;Saint Vincent and the Grenadines;1990;3970.0;23344.0
670;Saint Vincent and the Grenadines;1995;4135.0;24675.0
670;Saint Vincent and the Grenadines;2000;4307.0;25484.0
670;Saint Vincent and the Grenadines;2005;4436.0;26574.0
670;Saint Vincent and the Grenadines;2010;4569.0;26840.0
670;Saint Vincent and the Grenadines;2015;4637.0;29222.0
670;Saint Vincent and the Grenadines;2020;4738.0;30568.0
670;Saint Vincent and the Grenadines;2024;4820.0;35264.0
674;San Marino;1990;3310.0;2457.0
674;San Marino;1995;3659.0;2382.0
674;San Marino;2000;4045.0;2237.0
674;San Marino;2005;4218.0;2080.0
674;San Marino;2010;4880.0;1954.0
674;San Marino;2015;5195.0;1866.0
674;San Marino;2020;5543.0;2433.0
674;San Marino;2024;5838.0;1991.0
678;Sao Tome and Principe;1990;5582.0;13668.0
678;Sao Tome and Principe;1995;4936.0;18868.0
678;Sao Tome and Principe;2000;4365.0;24414.0
678;Sao Tome and Principe;2005;3433.0;28200.0
678;Sao Tome and Principe;2010;2700.0;29623.0
678;Sao Tome and Principe;2015;2394.0;33671.0
678;Sao Tome and Principe;2020;2139.0;37872.0
678;Sao Tome and Principe;2024;1955.0;41433.0
682;Saudi Arabia;1990;4484868.0;73557.0
682;Saudi Arabia;1995;4853489.0;91112.0
682;Saudi Arabia;2000;5219382.0;113266.0
682;Saudi Arabia;2005;6605114.0;110937.0
682;Saudi Arabia;2010;8976961.0;143733.0
682;Saudi Arabia;2015;13251622.0;159958.0
682;Saudi Arabia;2020;13071258.0;215551.0
682;Saudi Arabia;2024;13683841.0;236699.0
686;Senegal;1990;270410.0;325275.0
686;Senegal;1995;287654.0;318928.0
686;Senegal;2000;231901.0;366397.0
686;Senegal;2005;238298.0;425788.0
686;Senegal;2010;256092.0;498417.0
686;Senegal;2015;266496.0;558252.0
686;Senegal;2020;274929.0;665735.0
686;Senegal;2024;281867.0;741357.0
688;Serbia*;1990;1064614.0;366262.0
688;Serbia*;1995;1543744.0;428537.0
688;Serbia*;2000;1419951.0;476586.0
688;Serbia*;2005;1078633.0;510878.0
688;Serbia*;2010;901044.0;620292.0
688;Serbia*;2015;797595.0;775447.0
688;Serbia*;2020;733091.0;859370.0
688;Serbia*;2024;712550.0;963307.0
690;Seychelles;1990;3721.0;10497.0
690;Seychelles;1995;5148.0;13042.0
690;Seychelles;2000;6574.0;14346.0
690;Seychelles;2005;8997.0;18364.0
690;Seychelles;2010;11420.0;20399.0
690;Seychelles;2015;12791.0;21141.0
690;Seychelles;2020;13050.0;21722.0
690;Seychelles;2024;13261.0;22191.0
694;Sierra Leone;1990;222148.0;42497.0
694;Sierra Leone;1995;98516.0;423611.0
694;Sierra Leone;2000;97974.0;459995.0
694;Sierra Leone;2005;146227.0;89467.0
694;Sierra Leone;2010;79265.0;57946.0
694;Sierra Leone;2015;58830.0;59400.0
694;Sierra Leone;2020;53746.0;64980.0
694;Sierra Leone;2024;49997.0;63631.0
702;Singapore;1990;729377.0;156619.0
702;Singapore;1995;993616.0;170806.0
702;Singapore;2000;1319433.0;186401.0
702;Singapore;2005;1494527.0;206277.0
702;Singapore;2010;2160350.0;231411.0
702;Singapore;2015;2535340.0;254347.0
702;Singapore;2020;2589107.0;264487.0
702;Singapore;2024;2841665.0;269613.0
703;Slovakia;1990;41295.0;322859.0
703;Slovakia;1995;69323.0;335476.0
703;Slovakia;2000;116376.0;352303.0
703;Slovakia;2005;130491.0;370695.0
703;Slovakia;2010;146319.0;399133.0
703;Slovakia;2015;177624.0;400856.0
703;Slovakia;2020;197161.0;394449.0
703;Slovakia;2024;323991.0;389909.0
704;Viet Nam;1990;88560.0;1128520.0
704;Viet Nam;1995;88376.0;1362168.0
704;Viet Nam;2000;86213.0;1805287.0
704;Viet Nam;2005;81997.0;2091843.0
704;Viet Nam;2010;84408.0;2339779.0
704;Viet Nam;2015;101386.0;2719796.0
704;Viet Nam;2020;200639.0;3330404.0
704;Viet Nam;2024;326418.0;3693537.0
705;Slovenia;1990;178077.0;112702.0
705;Slovenia;1995;174419.0;124463.0
705;Slovenia;2000;214508.0;107988.0
705;Slovenia;2005;217218.0;94891.0
705;Slovenia;2010;253786.0;91568.0
705;Slovenia;2015;237616.0;91655.0
705;Slovenia;2020;277964.0;81068.0
705;Slovenia;2024;315122.0;78808.0
706;Somalia;1990;478294.0;599233.0
706;Somalia;1995;19527.0;791721.0
706;Somalia;2000;20097.0;758781.0
706;Somalia;2005;20768.0;756046.0
706;Somalia;2010;48106.0;1237640.0
706;Somalia;2015;40990.0;1719780.0
706;Somalia;2020;58590.0;1701493.0
706;Somalia;2024;77972.0;1935594.0
710;South Africa;1990;1285707.0;295392.0
710;South Africa;1995;1006597.0;357986.0
710;South Africa;2000;997703.0;494645.0
710;South Africa;2005;1513855.0;613772.0
710;South Africa;2010;2274466.0;704402.0
710;South Africa;2015;3162564.0;782819.0
710;South Africa;2020;2639076.0;898203.0
710;South Africa;2024;2631100.0;1005800.0
716;Zimbabwe;1990;634621.0;221449.0
716;Zimbabwe;1995;431226.0;272384.0
716;Zimbabwe;2000;410109.0;321579.0
716;Zimbabwe;2005;402226.0;543425.0
716;Zimbabwe;2010;398307.0;931334.0
716;Zimbabwe;2015;400482.0;1237826.0
716;Zimbabwe;2020;416141.0;1390279.0
716;Zimbabwe;2024;429108.0;1519324.0
724;Spain*;1990;813588.0;1374696.0
724;Spain*;1995;1258176.0;1238438.0
724;Spain*;2000;2023886.0;1177275.0
724;Spain*;2005;4372449.0;1126330.0
724;Spain*;2010;6281193.0;1138608.0
724;Spain*;2015;5892847.0;1307006.0
724;Spain*;2020;7146130.0;1471585.0
724;Spain*;2024;8870527.0;1623550.0
728;South Sudan;1990;652365.0;479199.0
728;South Sudan;1995;652365.0;266027.0
728;South Sudan;2000;652365.0;283331.0
728;South Sudan;2005;652365.0;211198.0
728;South Sudan;2010;230732.0;321713.0
728;South Sudan;2015;844112.0;853845.0
728;South Sudan;2020;882252.0;2374400.0
728;South Sudan;2024;914001.0;3168836.0
729;Sudan;1990;1402896.0;465978.0
729;Sudan;1995;1053396.0;660265.0
729;Sudan;2000;805086.0;743460.0
729;Sudan;2005;546419.0;1119655.0
729;Sudan;2010;618709.0;1194477.0
729;Sudan;2015;620523.0;2209101.0
729;Sudan;2020;1379147.0;2378503.0
729;Sudan;2024;2397113.0;3786603.0
732;Western Sahara;1990;2688.0;168120.0
732;Western Sahara;1995;2989.0;167018.0
732;Western Sahara;2000;3289.0;165927.0
732;Western Sahara;2005;3891.0;131181.0
732;Western Sahara;2010;4493.0;170154.0
732;Western Sahara;2015;5179.0;184784.0
732;Western Sahara;2020;5424.0;193812.0
732;Western Sahara;2024;5628.0;202107.0
740;Suriname;1990;18083.0;201053.0
740;Suriname;1995;22320.0;214997.0
740;Suriname;2000;27506.0;224382.0
740;Suriname;2005;33662.0;240484.0
740;Suriname;2010;39713.0;243661.0
740;Suriname;2015;43127.0;238769.0
740;Suriname;2020;47801.0;250122.0
740;Suriname;2024;51902.0;258026.0
748;Eswatini;1990;74991.0;31331.0
748;Eswatini;1995;35157.0;28204.0
748;Eswatini;2000;34084.0;29821.0
748;Eswatini;2005;33392.0;33323.0
748;Eswatini;2010;32637.0;37292.0
748;Eswatini;2015;32352.0;28381.0
748;Eswatini;2020;32858.0;19033.0
748;Eswatini;2024;33268.0;11561.0
752;Sweden;1990;784283.0;114669.0
752;Sweden;1995;944802.0;121543.0
752;Sweden;2000;1022156.0;139034.0
752;Sweden;2005;1126971.0;153310.0
752;Sweden;2010;1372074.0;177468.0
752;Sweden;2015;1638195.0;190827.0
752;Sweden;2020;2033902.0;200769.0
752;Sweden;2024;2272158.0;223508.0
756;Switzerland;1990;1252320.0;396651.0
756;Switzerland;1995;1363586.0;420665.0
756;Switzerland;2000;1484514.0;440639.0
756;Switzerland;2005;1740312.0;467978.0
756;Switzerland;2010;2053953.0;491884.0
756;Switzerland;2015;2385713.0;499929.0
756;Switzerland;2020;2610189.0;507043.0
756;Switzerland;2024;2773840.0;512547.0
760;Syrian Arab Republic;1990;714140.0;296211.0
760;Syrian Arab Republic;1995;830610.0;342460.0
760;Syrian Arab Republic;2000;834916.0;382108.0
760;Syrian Arab Republic;2005;882398.0;547473.0
760;Syrian Arab Republic;2010;1783595.0;1265925.0
760;Syrian Arab Republic;2015;835716.0;5981460.0
760;Syrian Arab Republic;2020;868711.0;8652202.0
760;Syrian Arab Republic;2024;896042.0;8927523.0
762;Tajikistan;1990;428900.0;552860.0
762;Tajikistan;1995;348347.0;566001.0
762;Tajikistan;2000;299499.0;542408.0
762;Tajikistan;2005;280466.0;574337.0
762;Tajikistan;2010;279808.0;555214.0
762;Tajikistan;2015;275101.0;536498.0
762;Tajikistan;2020;276031.0;517979.0
762;Tajikistan;2024;276777.0;514478.0
764;Thailand;1990;287933.0;298071.0
764;Thailand;1995;271568.0;479776.0
764;Thailand;2000;771234.0;607699.0
764;Thailand;2005;1705845.0;648137.0
764;Thailand;2010;2640454.0;724614.0
764;Thailand;2015;2853248.0;907298.0
764;Thailand;2020;3015007.0;1075834.0
764;Thailand;2024;3179399.0;1178757.0
768;Togo;1990;84844.0;184145.0
768;Togo;1995;101583.0;294188.0
768;Togo;2000;137968.0;253143.0
768;Togo;2005;204219.0;391527.0
768;Togo;2010;255564.0;407152.0
768;Togo;2015;277384.0;489237.0
768;Togo;2020;279936.0;539877.0
768;Togo;2024;281994.0;584790.0
772;Tokelau*;1990;360.0;295.0
772;Tokelau*;1995;506.0;352.0
772;Tokelau*;2000;712.0;441.0
772;Tokelau*;2005;1003.0;576.0
772;Tokelau*;2010;1128.0;703.0
772;Tokelau*;2015;1185.0;779.0
772;Tokelau*;2020;1238.0;714.0
772;Tokelau*;2024;1282.0;688.0
776;Tonga;1990;2911.0;19954.0
776;Tonga;1995;3274.0;23967.0
776;Tonga;2000;3684.0;28245.0
776;Tonga;2005;4301.0;31622.0
776;Tonga;2010;4607.0;34619.0
776;Tonga;2015;3954.0;40233.0
776;Tonga;2020;3742.0;47094.0
776;Tonga;2024;3581.0;53237.0
780;Trinidad and Tobago;1990;50666.0;181630.0
780;Trinidad and Tobago;1995;45994.0;188536.0
780;Trinidad and Tobago;2000;41753.0;281792.0
780;Trinidad and Tobago;2005;44812.0;291912.0
780;Trinidad and Tobago;2010;48226.0;314851.0
780;Trinidad and Tobago;2015;50021.0;323450.0
780;Trinidad and Tobago;2020;78849.0;310552.0
780;Trinidad and Tobago;2024;113478.0;323630.0
784;United Arab Emirates;1990;1302298.0;61137.0
784;United Arab Emirates;1995;1795514.0;74060.0
784;United Arab Emirates;2000;2373577.0;93827.0
784;United Arab Emirates;2005;3218730.0;86261.0
784;United Arab Emirates;2010;5446000.0;108381.0
784;United Arab Emirates;2015;6859000.0;121499.0
784;United Arab Emirates;2020;7184000.0;142981.0
784;United Arab Emirates;2024;8157000.0;166074.0
788;Tunisia;1990;37984.0;453179.0
788;Tunisia;1995;37867.0;466515.0
788;Tunisia;2000;36719.0;482798.0
788;Tunisia;2005;35040.0;526777.0
788;Tunisia;2010;43172.0;569831.0
788;Tunisia;2015;56532.0;619432.0
788;Tunisia;2020;60145.0;674089.0
788;Tunisia;2024;63201.0;715249.0
792;Türkiye;1990;1159415.0;1862302.0
792;Türkiye;1995;1220898.0;2388133.0
792;Türkiye;2000;1279019.0;2673854.0
792;Türkiye;2005;1345188.0;2651430.0
792;Türkiye;2010;1420433.0;2709646.0
792;Türkiye;2015;3750982.0;2727575.0
792;Türkiye;2020;6580295.0;2837815.0
792;Türkiye;2024;7083501.0;3130337.0
795;Turkmenistan;1990;306500.0;293445.0
795;Turkmenistan;1995;273565.0;303119.0
795;Turkmenistan;2000;219067.0;320900.0
795;Turkmenistan;2005;213053.0;335113.0
795;Turkmenistan;2010;197979.0;342391.0
795;Turkmenistan;2015;196376.0;317031.0
795;Turkmenistan;2020;194920.0;384184.0
795;Turkmenistan;2024;193763.0;365787.0
796;Turks and Caicos Islands*;1990;5062.0;2246.0
796;Turks and Caicos Islands*;1995;7039.0;1431.0
796;Turks and Caicos Islands*;2000;9015.0;595.0
796;Turks and Caicos Islands*;2005;13115.0;1039.0
796;Turks and Caicos Islands*;2010;17216.0;2009.0
796;Turks and Caicos Islands*;2015;22723.0;2251.0
796;Turks and Caicos Islands*;2020;25748.0;2470.0
796;Turks and Caicos Islands*;2024;28455.0;2663.0
798;Tuvalu;1990;318.0;1265.0
798;Tuvalu;1995;263.0;1283.0
798;Tuvalu;2000;218.0;1334.0
798;Tuvalu;2005;209.0;1300.0
798;Tuvalu;2010;220.0;1035.0
798;Tuvalu;2015;230.0;1094.0
798;Tuvalu;2020;239.0;1164.0
798;Tuvalu;2024;246.0;1239.0
800;Uganda;1990;560570.0;247275.0
800;Uganda;1995;666211.0;294857.0
800;Uganda;2000;624296.0;446491.0
800;Uganda;2005;637596.0;477529.0
800;Uganda;2010;515055.0;582479.0
800;Uganda;2015;823181.0;619064.0
800;Uganda;2020;1776038.0;586241.0
800;Uganda;2024;2057759.0;578034.0
804;Ukraine*;1990;6892920.0;5528990.0
804;Ukraine*;1995;6172338.0;5507530.0
804;Ukraine*;2000;5527087.0;5483590.0
804;Ukraine*;2005;5050302.0;5401295.0
804;Ukraine*;2010;4818767.0;5179224.0
804;Ukraine*;2015;4915142.0;4644011.0
804;Ukraine*;2020;4997387.0;4353031.0
804;Ukraine*;2024;5064173.0;9769216.0
807;North Macedonia;1990;95142.0;398374.0
807;North Macedonia;1995;109343.0;411470.0
807;North Macedonia;2000;125665.0;424184.0
807;North Macedonia;2005;127667.0;428969.0
807;North Macedonia;2010;129701.0;430535.0
807;North Macedonia;2015;130730.0;437223.0
807;North Macedonia;2020;131311.0;485263.0
807;North Macedonia;2024;150902.0;534616.0
818;Egypt;1990;144713.0;1630728.0
818;Egypt;1995;160802.0;1750423.0
818;Egypt;2000;179364.0;1921183.0
818;Egypt;2005;288944.0;2371080.0
818;Egypt;2010;323177.0;3213308.0
818;Egypt;2015;499292.0;4193177.0
818;Egypt;2020;602472.0;4454277.0
818;Egypt;2024;1139820.0;4820002.0
826;United Kingdom*;1990;3664896.0;3869251.0
826;United Kingdom*;1995;4173053.0;3958015.0
826;United Kingdom*;2000;4747902.0;3965079.0
826;United Kingdom*;2005;5989992.0;4236414.0
826;United Kingdom*;2010;7713303.0;4535077.0
826;United Kingdom*;2015;9071431.0;4583485.0
826;United Kingdom*;2020;10520870.0;4710579.0
826;United Kingdom*;2024;11845479.0;4804944.0
830;Channel Islands*;1990;61660.0;285.0
830;Channel Islands*;1995;60519.0;279.0
830;Channel Islands*;2000;64301.0;312.0
830;Channel Islands*;2005;70941.0;306.0
830;Channel Islands*;2010;77581.0;381.0
830;Channel Islands*;2015;82307.0;297.0
830;Channel Islands*;2020;84087.0;320.0
830;Channel Islands*;2024;85539.0;351.0
833;Isle of Man*;1990;34769.0;699.0
833;Isle of Man*;1995;36886.0;724.0
833;Isle of Man*;2000;39002.0;720.0
833;Isle of Man*;2005;41475.0;769.0
833;Isle of Man*;2010;43447.0;889.0
833;Isle of Man*;2015;42238.0;838.0
833;Isle of Man*;2020;43040.0;920.0
833;Isle of Man*;2024;43693.0;908.0
834;United Republic of Tanzania;1990;574025.0;194717.0
834;United Republic of Tanzania;1995;1106043.0;210718.0
834;United Republic of Tanzania;2000;949600.0;192774.0
834;United Republic of Tanzania;2005;771153.0;202455.0
834;United Republic of Tanzania;2010;309847.0;208185.0
834;United Republic of Tanzania;2015;384567.0;221603.0
834;United Republic of Tanzania;2020;426017.0;219530.0
834;United Republic of Tanzania;2024;462371.0;225017.0
840;United States of America*;1990;23266147.0;1725058.0
840;United States of America*;1995;28525723.0;1860615.0
840;United States of America*;2000;34806848.0;2017599.0
840;United States of America*;2005;39545828.0;2320398.0
840;United States of America*;2010;43947211.0;2774899.0
840;United States of America*;2015;47942986.0;2968434.0
840;United States of America*;2020;50471028.0;3082359.0
840;United States of America*;2024;52375047.0;3186999.0
850;United States Virgin Islands*;1990;51970.0;2348.0
850;United States Virgin Islands*;1995;54241.0;3012.0
850;United States Virgin Islands*;2000;56611.0;3728.0
850;United States Virgin Islands*;2005;56647.0;3474.0
850;United States Virgin Islands*;2010;56684.0;3555.0
850;United States Virgin Islands*;2015;56721.0;3795.0
850;United States Virgin Islands*;2020;56753.0;3840.0
850;United States Virgin Islands*;2024;56779.0;4047.0
854;Burkina Faso;1990;349652.0;1015890.0
854;Burkina Faso;1995;464104.0;1152082.0
854;Burkina Faso;2000;520363.0;1297567.0
854;Burkina Faso;2005;597658.0;1443306.0
854;Burkina Faso;2010;674438.0;1601296.0
854;Burkina Faso;2015;704676.0;1759971.0
854;Burkina Faso;2020;723989.0;1919400.0
854;Burkina Faso;2024;739820.0;2050050.0
858;Uruguay;1990;98116.0;178551.0
858;Uruguay;1995;93428.0;186030.0
858;Uruguay;2000;88874.0;202378.0
858;Uruguay;2005;82317.0;256391.0
858;Uruguay;2010;76303.0;272665.0
858;Uruguay;2015;78799.0;256293.0
858;Uruguay;2020;108267.0;259028.0
858;Uruguay;2024;160064.0;263285.0
860;Uzbekistan;1990;1653000.0;1449406.0
860;Uzbekistan;1995;1512577.0;1655021.0
860;Uzbekistan;2000;1406498.0;1813688.0
860;Uzbekistan;2005;1329932.0;1946322.0
860;Uzbekistan;2010;1220149.0;2073283.0
860;Uzbekistan;2015;1170873.0;2061736.0
860;Uzbekistan;2020;1162007.0;2092741.0
860;Uzbekistan;2024;1154963.0;2114480.0
862;Venezuela (Bolivarian Republic of);1990;1025009.0;216183.0
862;Venezuela (Bolivarian Republic of);1995;1019996.0;248789.0
862;Venezuela (Bolivarian Republic of);2000;1013738.0;338356.0
862;Venezuela (Bolivarian Republic of);2005;1076474.0;451384.0
862;Venezuela (Bolivarian Republic of);2010;1347347.0;550930.0
862;Venezuela (Bolivarian Republic of);2015;1404448.0;760196.0
862;Venezuela (Bolivarian Republic of);2020;1324193.0;5477198.0
862;Venezuela (Bolivarian Republic of);2024;1263304.0;8328514.0
876;Wallis and Futuna Islands*;1990;1402.0;6650.0
876;Wallis and Futuna Islands*;1995;1704.0;7067.0
876;Wallis and Futuna Islands*;2000;2015.0;7532.0
876;Wallis and Futuna Islands*;2005;2191.0;7617.0
876;Wallis and Futuna Islands*;2010;2111.0;7724.0
876;Wallis and Futuna Islands*;2015;2050.0;11527.0
876;Wallis and Futuna Islands*;2020;2040.0;12231.0
876;Wallis and Futuna Islands*;2024;2032.0;12822.0
882;Samoa;1990;3357.0;64643.0
882;Samoa;1995;4694.0;69079.0
882;Samoa;2000;5998.0;77905.0
882;Samoa;2005;5746.0;84416.0
882;Samoa;2010;5122.0;88359.0
882;Samoa;2015;4255.0;97923.0
882;Samoa;2020;4021.0;109124.0
882;Samoa;2024;3843.0;119313.0
887;Yemen;1990;118863.0;388323.0
887;Yemen;1995;136515.0;490575.0
887;Yemen;2000;144940.0;533500.0
887;Yemen;2005;171871.0;668381.0
887;Yemen;2010;288394.0;1199914.0
887;Yemen;2015;379882.0;2169838.0
887;Yemen;2020;387113.0;2240104.0
887;Yemen;2024;392997.0;2480734.0
894;Zambia;1990;279463.0;73861.0
894;Zambia;1995;244338.0;116003.0
894;Zambia;2000;343703.0;125019.0
894;Zambia;2005;252895.0;133582.0
894;Zambia;2010;149962.0;134473.0
894;Zambia;2015;132107.0;128590.0
894;Zambia;2020;187955.0;122981.0
894;Zambia;2024;249205.0;122793.0
900;World;1990;153916063.0;153916063.0
900;World;1995;163176002.0;163176002.0
900;World;2000;174566152.0;174566152.0
900;World;2005;192788721.0;192788721.0
900;World;2010;221020392.0;221020392.0
900;World;2015;250042020.0;250042020.0
900;World;2020;275284032.0;275284032.0
900;World;2024;304021813.0;304021813.0
901;More developed regions;1990;84576547.0;52957819.0
901;More developed regions;1995;96002830.0;53730565.0
901;More developed regions;2000;106270516.0;51928225.0
901;More developed regions;2005;119164163.0;53170795.0
901;More developed regions;2010;132515657.0;56421274.0
901;More developed regions;2015;142172964.0;58075237.0
901;More developed regions;2020;154040280.0;59929194.0
