iso3;qid_country;lang_qid;lang_label
BFA;Q965;Q36274;Sembla
BFA;Q965;Q36375;Puguli
BFA;Q965;Q36467;Lorhon
BFA;Q965;Q36601;Língua caraboro ocidental
BFA;Q965;Q36643;Turka
BFA;Q965;Q36912;Vyemo
BFA;Q965;Q36990;Língua zarma
BFA;Q965;Q56787;Sucite
BFA;Q965;Q56802;Kaansa
BFA;Q965;Q3089032;Lyélé
BFA;Q965;Q3913290;Jamsai Dogon
BFA;Q965;Q3913301;Bolon
BFA;Q965;Q3913314;Doghose
BFA;Q965;Q3913360;Winye
BFA;Q965;Q3913955;Khisa
BFA;Q965;Q3914000;Kalamsé
BFA;Q965;Q3914015;Khe
BFA;Q965;Q3914052;Samwe
BFA;Q965;Q3914874;Língua tiefo
BFA;Q965;Q3914896;Sininkere
BFA;Q965;Q4670066;Tamasheq
BFA;Q965;Q6435722;Kpee
BFA;Q965;Q7127118;Paleni
BFA;Q965;Q7129739;Pana
BFA;Q965;Q10950421;Kisamo-Maya
BFA;Q965;Q10973260;Dzùùngoo
BFA;Q965;Q10974879;Kisamo-Matya
BFA;Q965;Q11001714;Southern Bobo Madaré
BFA;Q965;Q11004218;Northern Dagara
BFA;Q965;Q11009787;Jalkunan
BFA;Q965;Q11016572;Northern Nuni
BFA;Q965;Q11017275;Língua láá láá bwam
BFA;Q965;Q11020264;Sissala
BFA;Q965;Q11137719;Tomo Kan Dogon
BFA;Q965;Q11150710;Malba Birifor
BFA;Q965;Q11150714;Cwi Bwamu
BFA;Q965;Q11152248;Southern Nuni
BFA;Q965;Q11153465;Dagaari Dioula
BFA;Q965;Q11155635;Northern Toussian
BFA;Q965;Q11158982;Southern Toussian
BFA;Q965;Q12952430;Western Niger Fulfulde
BFA;Q965;Q19921578;Moba
BFA;Q965;Q33122730;Southern Samo
BGD;Q902;Q1860;inglês
BGD;Q902;Q5646;Língua atong
BGD;Q902;Q9610;língua bangla
BGD;Q902;Q32952;língua chakma
BGD;Q902;Q33173;Língua chittagong
BGD;Q902;Q33492;Língua kurux
BGD;Q902;Q33584;Língua khasi
BGD;Q902;Q33868;Língua manipuri
BGD;Q902;Q33907;Sauria Paharia
BGD;Q902;Q33965;língua santali
BGD;Q902;Q35947;Língua kokborok
BGD;Q902;Q36137;Língua garo
BGD;Q902;Q36147;Língua mizo
BGD;Q902;Q37059;Bishnupriya Manipuri
BGD;Q902;Q56308;Khumi
BGD;Q902;Q56321;War
BGD;Q902;Q56431;Koch
BGD;Q902;Q56765;Bawm
BGD;Q902;Q1951521;Mru
BGD;Q902;Q2044560;Siroto
BGD;Q902;Q3241177;Língua rohingya
BGD;Q902;Q3241618;Língua rangpuri
BGD;Q902;Q3350576;Língua hajong
BGD;Q902;Q3450749;Língua arracanesa
BGD;Q902;Q3501850;Pnar
BGD;Q902;Q6425038;Koda
BGD;Q902;Q6426945;Kol
BGD;Q902;Q6808589;Megam
BGD;Q902;Q7130962;Língua Pangkhua
BGD;Q902;Q7402721;Sak
BGD;Q902;Q7682361;Língua tanchangya
BGD;Q902;Q12635902;Lyngngam
BGD;Q902;Q12644231;Usui
BGD;Q902;Q12953063;Riang
BGD;Q902;Q12953860;Oraon Sadri
BGD;Q902;Q16115423;Tippera
BGD;Q902;Q21403256;Marma
BGR;Q219;Q256;língua turca
BGR;Q219;Q7918;língua búlgara
BGR;Q219;Q13201;Romani
BGR;Q219;Q3438325;Língua de sinais búlgara
BHR;Q398;Q1860;inglês
BHR;Q398;Q9237;malaio
BHR;Q398;Q56467;árabe moderno padrão
BHR;Q398;Q56576;Árabe bareinita
BHS;Q778;Q1860;inglês
BHS;Q778;Q2669229;Crioulo das Bahamas
BIH;Q225;Q6654;croata
BIH;Q225;Q9299;língua sérvia
BIH;Q225;Q9303;Língua bósnia
BLM;Q25362;Q150;francês
BLR;Q184;Q7737;russo
BLR;Q184;Q9091;Língua bielorrussa
BLZ;Q242;Q1321;espanhol
BLZ;Q242;Q1860;inglês
BLZ;Q242;Q13354;Iucateque
BLZ;Q242;Q35490;Língua garífuna
BLZ;Q242;Q35536;Língua queqchi
BLZ;Q242;Q36183;Língua mopan
BLZ;Q242;Q1363055;Crioulo belizenho
BMU;Q23635;Q1860;inglês
BOL;Q750;Q1321;espanhol
BOL;Q750;Q4627;Língua aymará
BOL;Q750;Q35235;Chipaya
BOL;Q750;Q35950;Chimané
BOL;Q750;Q56634;Ayoreo
BOL;Q750;Q266417;Kallawaya
BOL;Q750;Q510544;Toromono
BOL;Q750;Q524102;Cavineña
BOL;Q750;Q950585;Língua itonama
BOL;Q750;Q958414;Araona
BOL;Q750;Q1307730;South Bolivian Quechua
BOL;Q750;Q1659701;Língua movima
BOL;Q750;Q1783590;Língua gestual boliviana
BOL;Q750;Q1844993;Língua chiquitana
BOL;Q750;Q2064378;Língua paunaka
BOL;Q750;Q2591165;Pacahuara
BOL;Q750;Q2591202;Chakobo
BOL;Q750;Q2625398;Língua leko
BOL;Q750;Q2640646;Língua yuracaré
BOL;Q750;Q2839722;Língua baure
BOL;Q750;Q2912846;Língua warázu
BOL;Q750;Q2936374;Canichana
BOL;Q750;Q2963912;Guarani oriental boliviano
BOL;Q750;Q2980381;Língua ese ejja
BOL;Q750;Q2992892;Uru
BOL;Q750;Q3026110;Língua Yaminauá
BOL;Q750;Q3027953;Língua sirionó
BOL;Q750;Q3038640;Itene
BOL;Q750;Q3111857;Reyesano
BOL;Q750;Q3118779;Língua guarayo
BOL;Q750;Q3121063;Tapieté
BOL;Q750;Q3148190;Ignaciano
BOL;Q750;Q3182551;Tacana
BOL;Q750;Q3183382;Língua cayuvava
BOL;Q750;Q3409819;North Bolivian Quechua
BOL;Q750;Q3450556;Língua sarave
BOL;Q750;Q3539279;Trinitario
BOL;Q750;Q3775037;Guarani ocidental boliviano
BOL;Q750;Q5393974;Jorá
BOL;Q750;Q5908756;Wichí Lhamtés Nocten
BOL;Q750;Q8061440;Língua yuqui
BOL;Q750;Q12953681;Machinere
BOL;Q750;Q20526610;Central Aymara
BRA;Q155;Q3436689;língua brasileira de sinais
BRA;Q155;Q3438373;Língua Katukina-Kanamari
BRA;Q155;Q3440512;Katawixi
BRA;Q155;Q3441418;Língua aticum
BRA;Q155;Q3443734;Sikiana
BRA;Q155;Q3446640;Língua arikapú
BRA;Q155;Q3446660;Língua arara do Rio Branco
BRA;Q155;Q3446679;Língua ariquém
BRA;Q155;Q3446691;Língua ofaié
BRA;Q155;Q3450423;Oro Win
BRA;Q155;Q3450493;Língua wapixana
BRA;Q155;Q3450522;uaurá
BRA;Q155;Q3450534;Língua yabahana
BRA;Q155;Q3450636;Língua katukina
BRA;Q155;Q3450709;Língua Yawalapiti
BRA;Q155;Q3460478;Língua sabanê
BRA;Q155;Q3485264;Siriano
BRA;Q155;Q3501838;Língua mehinaku
BRA;Q155;Q3501858;Ucayali–Yurúa Ashéninka
BRA;Q155;Q3504312;Língua pareci
BRA;Q155;Q3505859;Língua suiá
BRA;Q155;Q3507873;Língua anambé
BRA;Q155;Q3507907;Língua aruá
BRA;Q155;Q3507932;Língua atorai
BRA;Q155;Q3507941;Língua apiacá
BRA;Q155;Q3507995;Aurá
BRA;Q155;Q3508007;Agavotaguerra
BRA;Q155;Q3508053;Língua amanaié
BRA;Q155;Q3541834;Língua tucana
BRA;Q155;Q3542217;Língua tupari
BRA;Q155;Q3542307;Língua turiuara
BRA;Q155;Q3566001;Língua guanano
BRA;Q155;Q3573115;Língua iuhupde
BRA;Q155;Q3573266;Língua yuruti
BRA;Q155;Q3915506;Língua guajá
BRA;Q155;Q3915522;Língua kalapalo
BRA;Q155;Q3915584;Dialeto mbiá
BRA;Q155;Q4023175;língua juruna
BRA;Q155;Q4356223;Língua kanoê
BRA;Q155;Q4701960;Língua Acuntsú
BRA;Q155;Q4784535;Língua araueté
BRA;Q155;Q4829584;Língua avá-canoeira
BRA;Q155;Q4830038;Língua aueti
BRA;Q155;Q5121095;Língua cinta-larga
BRA;Q155;Q5246937;Língua poromonguetá
BRA;Q155;Q5528335;Língua zoró
BRA;Q155;Q5765127;Himarimã
BRA;Q155;Q5908753;Língua uaiana
BRA;Q155;Q6346712;Língua cauaíbe
BRA;Q155;Q6348017;Língua kaimbé
BRA;Q155;Q6366667;Kapinawá
BRA;Q155;Q6371069;Karipuna
BRA;Q155;Q6371071;Dialeto caripuna
BRA;Q155;Q6380124;Língua caxarari
BRA;Q155;Q6380372;Língua caiabi
BRA;Q155;Q6432560;Língua koropó
BRA;Q155;Q6436747;Língua crenaque
BRA;Q155;Q6443027;Kulino
BRA;Q155;Q6753812;Mapidian
BRA;Q155;Q6765915;Língua manitsauá
BRA;Q155;Q6787588;Matipuhy
BRA;Q155;Q6794475;Língua sateré-mawé
BRA;Q155;Q6873567;Miriti
BRA;Q155;Q6898840;Língua mondé
BRA;Q155;Q7110049;Otuke
BRA;Q155;Q7131310;Língua pankararú
BRA;Q155;Q7144304;Língua pataxó
BRA;Q155;Q7261619;Língua puruborá
BRA;Q155;Q7261687;Língua puri
BRA;Q155;Q7406296;Salumá
BRA;Q155;Q7646993;Língua suruí-paíter
BRA;Q155;Q7665661;São Paulo Kaingáng
BRA;Q155;Q7684673;Língua tapirapé
BRA;Q155;Q7808195;Tingui-Botó
BRA;Q155;Q7827518;Torá
BRA;Q155;Q7847648;Truká
BRA;Q155;Q7857204;Tuxináwa
BRA;Q155;Q7857217;Língua tuxá
BRA;Q155;Q7881740;Língua umutina
BRA;Q155;Q7901376;Uru-Pa-In
BRA;Q155;Q7901530;Urumi
BRA;Q155;Q7960056;Língua ianomâmi
BRA;Q155;Q7961205;Wakoná
BRA;Q155;Q7972892;Língua wasu
BRA;Q155;Q7975842;Língua oiampi
BRA;Q155;Q8044571;Língua asurini do Xingu
BRA;Q155;Q8048928;língua yanonami
BRA;Q155;Q8073148;Língua zoé
BRA;Q155;Q9006744;Língua kambiwá
BRA;Q155;Q9096758;Língua xucurú
BRA;Q155;Q9344891;Língua icpengue
BRA;Q155;Q9627356;Arapáso
BRA;Q155;Q10266010;Dialeto tenharim
BRA;Q155;Q10266012;Dialeto uru-eu-uau-uau
BRA;Q155;Q10322066;Língua carajá
BRA;Q155;Q10322118;Língua iauanauá
BRA;Q155;Q10322149;Língua suruí-aiqueuara
BRA;Q155;Q10322157;Língua tembé
BRA;Q155;Q10729616;Língua taurepangue
BRA;Q155;Q12294279;Língua trumaí
BRA;Q155;Q12626847;Dialeto amondaua
BRA;Q155;Q12953587;Dialeto juma
BRA;Q155;Q12953620;Kariri-Xocó
BRA;Q155;Q12953626;Língua kaxuyana
BRA;Q155;Q12953681;Machinere
BRA;Q155;Q12953749;Morerebi
BRA;Q155;Q12953804;Língua paracanã
BRA;Q155;Q12953806;Paranawát
BRA;Q155;Q12953908;Tapeba
BRA;Q155;Q12953970;Wiraféd
BRA;Q155;Q13893353;Língua caapor
BRA;Q155;Q18168288;Língua kadiwéu
BRA;Q155;Q20527166;Língua lakondê
BRA;Q155;Q24190396;Língua yaroame
BRA;Q155;Q25559704;Pokangá
BRA;Q155;Q25559779;Pankararé
BRA;Q155;Q32041490;Língua asurini do Tocantins
BRA;Q155;Q53386731;Kinikinao
BRA;Q155;Q57420736;Língua guajajara
BRA;Q155;Q61974839;Shanenawa
BRA;Q155;Q63259736;Língua latundê
BRA;Q155;Q63339949;Ararandewára
BRA;Q155;Q63340139;Língua tawandê
BRA;Q155;Q5146;português
BRA;Q155;Q13226;xipaia
BRA;Q155;Q25433;baixo-alemão
BRA;Q155;Q28059;Língua capom
BRA;Q155;Q32986;Língua bororo
BRA;Q155;Q33825;língua pirarrã
BRA;Q155;Q33924;Língua tupiniquim
BRA;Q155;Q34333;nheengatu
BRA;Q155;Q35539;Língua caro
BRA;Q155;Q36962;Língua aquém
BRA;Q155;Q56522;Hixkaryana
BRA;Q155;Q56562;Língua deni
BRA;Q155;Q56609;Língua arutani
BRA;Q155;Q56632;Língua uaiuai
BRA;Q155;Q56633;Língua macuxi
BRA;Q155;Q56722;Língua potiguara
BRA;Q155;Q56807;Pará Arára
BRA;Q155;Q56846;Língua bacairi
BRA;Q155;Q56865;Língua uaimiri-atroari
BRA;Q155;Q56885;Língua tirió
BRA;Q155;Q251728;Língua sanumá
BRA;Q155;Q304049;hunsriqueano riograndense
BRA;Q155;Q389827;Língua paumari
BRA;Q155;Q732726;tariana
BRA;Q155;Q746723;língua mundurucu
BRA;Q155;Q774441;Língua yatê
BRA;Q155;Q924405;Carapana
BRA;Q155;Q962392;Língua desana
BRA;Q155;Q1091095;Uarequenas
BRA;Q155;Q1815205;ticuna
BRA;Q155;Q1844993;Língua chiquitana
BRA;Q155;Q2028772;Língua shiriana
BRA;Q155;Q2032882;Língua maku
BRA;Q155;Q2060023;Língua jabuti
BRA;Q155;Q2068190;Língua nambiquara
BRA;Q155;Q2475442;Língua culina
BRA;Q155;Q2520538;Tuiúcas
BRA;Q155;Q2523999;Dialeto caripuna
BRA;Q155;Q2585357;Língua rikbaktsa
BRA;Q155;Q2591230;Língua caxinauá
BRA;Q155;Q2665734;Língua caingangue
BRA;Q155;Q2669150;Língua amahuaca
BRA;Q155;Q2736980;Língua aparaí
BRA;Q155;Q2829146;Acroá
BRA;Q155;Q2858311;Língua apinajé
BRA;Q155;Q2859081;apurinã
BRA;Q155;Q2873230;Guarani chiripá
BRA;Q155;Q2875044;Língua ajuru
BRA;Q155;Q2882543;Curripaco
BRA;Q155;Q2883738;Língua bará
BRA;Q155;Q2936334;Língua Canela
BRA;Q155;Q2980404;Língua xetá
BRA;Q155;Q2981620;Língua matsés
BRA;Q155;Q3006705;Língua cubeo
BRA;Q155;Q3026110;Língua Yaminauá
BRA;Q155;Q3027909;Língua wariʼ
BRA;Q155;Q3027930;língua xoclengue
BRA;Q155;Q3027940;Língua guató
BRA;Q155;Q3029682;Língua maxacali
BRA;Q155;Q3042278;Língua dâw
BRA;Q155;Q3053275;Língua jamamadi
BRA;Q155;Q3073436;Xerénte
BRA;Q155;Q3073441;Xakriabá
BRA;Q155;Q3073448;Língua palicur
BRA;Q155;Q3082027;Língua yekuana
BRA;Q155;Q3101212;Língua Mẽbêngôkre
BRA;Q155;Q3111883;Língua kaiowá
BRA;Q155;Q3112184;Língua caritiana
BRA;Q155;Q3114402;Zuruahá
BRA;Q155;Q3143384;Língua hupdá
BRA;Q155;Q3192316;Língua camacã
BRA;Q155;Q3192336;Língua camaiurá
BRA;Q155;Q3194265;Língua katukina-pano
BRA;Q155;Q3195366;Kepkiriwát
BRA;Q155;Q3199022;Korubo
BRA;Q155;Q3199549;Língua krahô
BRA;Q155;Q3199686;Kreye
BRA;Q155;Q3199710;Krikati-Timbira
BRA;Q155;Q3200633;Língua curuaia
BRA;Q155;Q3200839;Língua kwazá
BRA;Q155;Q3275059;Macuna
BRA;Q155;Q3281037;Língua makurap
BRA;Q155;Q3284890;Mamaindê
BRA;Q155;Q3296011;Língua marubo
BRA;Q155;Q3299145;Língua matis
BRA;Q155;Q3304806;Língua mequém
BRA;Q155;Q3307184;Língua enawenê-nawê
BRA;Q155;Q3314742;Língua terena
BRA;Q155;Q3322101;Língua de Sinais Kaapor Brasileira
BRA;Q155;Q3331506;Cupópia
BRA;Q155;Q3335011;Língua Nadëb
BRA;Q155;Q3346231;Nukuiní
BRA;Q155;Q3357881;Língua otí
BRA;Q155;Q3361895;Língua panará
BRA;Q155;Q3365443;Pará Gavião
BRA;Q155;Q3389119;Piratapuyo
BRA;Q155;Q3401023;Língua poianaua
BRA;Q155;Q3409301;Língua iranxe
BRA;Q155;Q3409307;Língua aicanã
BRA;Q155;Q3436586;Língua ianam
BRB;Q244;Q1860;inglês
BRB;Q244;Q2524014;Crioulo bajan
BRN;Q921;Q7979;inglês britânico
BRN;Q921;Q9186;Cantonês
BRN;Q921;Q9192;mandarim
BRN;Q921;Q9237;malaio
BRN;Q921;Q15065;Malaio malásio
BRN;Q921;Q33375;hakka
BRN;Q921;Q33424;Língua iban
BRN;Q921;Q36455;Língua min oriental
BRN;Q921;Q36495;Min Nan
BRN;Q921;Q727694;mandarim padrão
BRN;Q921;Q2894198;Belait
BRN;Q921;Q3182878;Malaio de Brunei
BRN;Q921;Q3450611;Brunei Bisaya
BRN;Q921;Q3507990;Tutong
BRN;Q921;Q7033959;Língua yue
BRN;Q921;Q13018541;East Penan
BRN;Q921;Q13479839;Língua lun bawang
BTN;Q917;Q1860;inglês
BTN;Q917;Q33081;língua butanesa
BTN;Q917;Q35990;Língua lepcha
BTN;Q917;Q36840;Língua tshangla
BTN;Q917;Q56446;Lunana
BTN;Q917;Q56602;Laya
BTN;Q917;Q56603;Brokpa
BTN;Q917;Q56604;Chocangaca
BTN;Q917;Q56605;Brokkat
BTN;Q917;Q56606;Lakha
BTN;Q917;Q56607;Dzala
BTN;Q917;Q2669221;Gongduk
BTN;Q917;Q2786408;Língua bumthang
BTN;Q917;Q3436603;Lhokpu
BTN;Q917;Q3695185;Nyen
BTN;Q917;Q3695189;Dakpa
BTN;Q917;Q3695193;Língua kurtöp
BTN;Q917;Q3695197;Chali
BTN;Q917;Q3695201;Nupbi
BTN;Q917;Q3695204;'Ole
BTN;Q917;Q3695207;Kheng
BWA;Q963;Q1860;inglês
BWA;Q963;Q13229;Língua ǃxóõ
BWA;Q963;Q14196;língua africâner
BWA;Q963;Q28305;Khwe
BWA;Q963;Q33315;hereró
BWA;Q963;Q33628;Língua lozi
BWA;Q963;Q33672;Língua calanga
BWA;Q963;Q34137;língua tswana
BWA;Q963;Q35613;língua ndebele do norte
BWA;Q963;Q616533;Ekoka !Kung
BWA;Q963;Q963636;Tshwa
BWA;Q963;Q1192295;Língua Juǀʼhoan
BWA;Q963;Q1975199;Gǁana
BWA;Q963;Q2053913;Língua ǂ’amkoe
BWA;Q963;Q2088743;Kgalagadi
BWA;Q963;Q2164778;Língua naro
BWA;Q963;Q2691548;Língua mbukushu
BWA;Q963;Q3446241;Tswapong
BWA;Q963;Q3501019;Língua birwa
BWA;Q963;Q3501092;Shua
BWA;Q963;Q3553981;Nambya
BWA;Q963;Q3780954;Língua dciriku
BWA;Q963;Q3832933;Kua
BWA;Q963;Q3832982;ǁAni
BWA;Q963;Q6442073;Kuhane
BWA;Q963;Q8053347;Yeyi
BWA;Q963;Q12631978;Língua gǀui
CAF;Q929;Q150;francês
CAF;Q929;Q33954;Língua sango
CAF;Q929;Q34814;Ali
CAF;Q929;Q34850;Banda-Ndele
CAF;Q929;Q34914;Bofi
CAF;Q929;Q35015;Língua zande
CAF;Q929;Q35066;Buraka
CAF;Q929;Q35306;Gbanzili
CAF;Q929;Q35554;Kare
CAF;Q929;Q35755;Língua kako
CAF;Q929;Q35908;Mpiemo
CAF;Q929;Q35910;Ngando
CAF;Q929;Q36038;Manza
CAF;Q929;Q36165;Mbati
CAF;Q929;Q36241;Pana
CAF;Q929;Q36263;Pande
CAF;Q929;Q36594;Northwest Gbaya
CAF;Q929;Q36623;Ukhwejo
CAF;Q929;Q56514;Birri
CAF;Q929;Q56793;Runga
CAF;Q929;Q277963;Tar Gula
CAF;Q929;Q3033565;Mbay
CAF;Q929;Q3099986;Gbaya
CAF;Q929;Q3441160;Furu
CAF;Q929;Q3450194;Vale
CAF;Q929;Q3450674;Banda-Banda
CAF;Q929;Q3450724;Banda-Mbrès
CAF;Q929;Q3571364;Yakoma
CAF;Q929;Q3913339;Nzakara
CAF;Q929;Q3913949;Ngombe
CAF;Q929;Q3913982;Kpatili
CAF;Q929;Q3914945;Gbanu
CAF;Q929;Q3915316;Kabba
CAF;Q929;Q3915331;Mbaka
CAF;Q929;Q3915446;Ngam
CAF;Q929;Q3915595;Yulu
CAF;Q929;Q3915851;Geme
CAF;Q929;Q4919322;Biyanda-Buli
CAF;Q929;Q4936715;Bodo
CAF;Q929;Q4938812;Bokoto
CAF;Q929;Q4952879;Bozom
CAF;Q929;Q5443742;Fer
CAF;Q929;Q6474528;Laka
CAF;Q929;Q6705910;Lutos
CAF;Q929;Q7194986;Gobu
CAF;Q929;Q7984377;West Banda
CAF;Q929;Q8048561;Yangere
CAF;Q929;Q11002922;Togbo-Vara Banda
CAF;Q929;Q11003439;Dendi
CAF;Q929;Q11004666;Limassa
CAF;Q929;Q11008431;Suma
CAF;Q929;Q11010149;Aka
CAF;Q929;Q11011295;Gbaya-Bossangoa
CAF;Q929;Q11017443;Mbangi
CAF;Q929;Q11033316;Ngbaka Manza
CAF;Q929;Q11051591;Banda-Bambari
CAF;Q929;Q11137550;Langbashe
CAF;Q929;Q11137573;Kpagua
CAF;Q929;Q11137618;Gbayi
CAF;Q929;Q11137851;Gundi
CAF;Q929;Q11137942;Ganzi
CAF;Q929;Q11154772;Monzombo
CAF;Q929;Q12952357;Dagba
CAF;Q929;Q25559318;Sara Kaba
CAF;Q929;Q25559751;Riverain Sango
CAF;Q929;Q41354532;South Central Banda
CAF;Q929;Q42303990;Mid-Southern Banda
CAN;Q16;Q150;francês
CAN;Q16;Q1860;inglês
CCK;Q36004;Q1860;inglês
CHE;Q39;Q150;francês
CHE;Q39;Q188;alemão
CHE;Q39;Q652;italiano
CHE;Q39;Q13199;romanche
CHE;Q39;Q15087;franco-provençal
CHE;Q39;Q33754;língua lombarda
CHE;Q39;Q35150;Swiss-German Sign Language
CHE;Q39;Q131339;Alemânico
CHE;Q39;Q387066;suíço-alemão
CHE;Q39;Q680517;Walser German
CHE;Q39;Q12953479;Swiss-Italian Sign Language
CHE;Q39;Q12953483;Swiss-French Sign Language
CHL;Q298;Q1321;espanhol
CHL;Q298;Q33730;mapudungun
CHL;Q298;Q35531;Idioma huilliche
CHL;Q298;Q36746;Língua rapanui
CHL;Q298;Q56544;Língua kawésqar
CHL;Q298;Q531826;Língua yagan
CHL;Q298;Q2669181;Língua kunza
CHL;Q298;Q3322112;Língua Gestual Chilena
CHL;Q298;Q20526610;Central Aymara
CHN;Q148;Q7850;língua chinesa
CHN;Q148;Q9186;Cantonês
CHN;Q148;Q9192;mandarim
CHN;Q148;Q9199;vietnamita
CHN;Q148;Q9252;língua cazaque
CHN;Q148;Q9255;quirguiz
CHN;Q148;Q13216;Língua zhuang
CHN;Q148;Q13220;Xiang Chinese
CHN;Q148;Q13223;Xibe
CHN;Q148;Q13263;Língua uigur
CHN;Q148;Q27927;Língua aini
CHN;Q148;Q29902;Eastern Yugur
CHN;Q148;Q30004;Língua evenki
CHN;Q148;Q32430;Língua daur
CHN;Q148;Q32947;santa
CHN;Q148;Q32983;Língua bonã
CHN;Q148;Q33332;Língua jingpho
CHN;Q148;Q33335;Língua Khmu
CHN;Q148;Q33375;hakka
CHN;Q148;Q33475;chinês gan
CHN;Q148;Q33627;Língua ili turki
CHN;Q148;Q33638;Língua manchu
CHN;Q148;Q33873;língua sarikoli
CHN;Q148;Q33963;Língua salar
CHN;Q148;Q34133;Tsat
CHN;Q148;Q34214;Língua monguor
CHN;Q148;Q34224;Língua uigur ocidental
CHN;Q148;Q34235;Língua Nuosu
CHN;Q148;Q34271;Língua tibetana
CHN;Q148;Q34290;Língua wu
CHN;Q148;Q35100;Língua bouyei
CHN;Q148;Q35379;Língua dong
CHN;Q148;Q35386;E
CHN;Q148;Q35780;Língua lahu
CHN;Q148;Q36455;Língua min oriental
CHN;Q148;Q36457;Min Bei
CHN;Q148;Q36495;Min Nan
CHN;Q148;Q36556;Tai nüa
CHN;Q148;Q36586;Tawang Monpa
CHN;Q148;Q36612;Língua xerpa
CHN;Q148;Q36840;Língua tshangla
CHN;Q148;Q36948;Tai Lü
CHN;Q148;Q56299;Younuo
CHN;Q148;Q56325;Kiong Nai
CHN;Q148;Q56332;Língua kaman
CHN;Q148;Q56334;Zhaba
CHN;Q148;Q56337;Shixing
CHN;Q148;Q56400;Língua digaro mishmi
CHN;Q148;Q56406;Língua dulong
CHN;Q148;Q56407;Tai Dam
CHN;Q148;Q56411;Bu-Nao
CHN;Q148;Q56412;Língua idu mishmi
CHN;Q148;Q56413;Língua nusu
CHN;Q148;Q56435;Min Zhong
CHN;Q148;Q56440;Adi
CHN;Q148;Q56441;Lolopo
CHN;Q148;Q56452;Hm Nai
CHN;Q148;Q56479;Jin
CHN;Q148;Q56480;Língua lisu
CHN;Q148;Q56509;Tibetano Amdo
CHN;Q148;Q56516;Língua hani
CHN;Q148;Q56546;Huizhou Chinese
CHN;Q148;Q56551;Groma
CHN;Q148;Q56559;Northern Qiang
CHN;Q148;Q56563;Língua qiang do sul
CHN;Q148;Q56582;Língua achang
CHN;Q148;Q56583;Língua putian
CHN;Q148;Q56594;Zaiwa
CHN;Q148;Q56601;Tibetano khams
CHN;Q148;Q56643;Língua akha
CHN;Q148;Q56842;Honi
CHN;Q148;Q56844;Língua namuyi
CHN;Q148;Q56848;Piyo
CHN;Q148;Q56854;Horpa
CHN;Q148;Q56921;Língua lipo
CHN;Q148;Q56996;Zakhring
CHN;Q148;Q57000;Pela
CHN;Q148;Q246122;Língua khatso
CHN;Q148;Q674990;Língua baima
CHN;Q148;Q720192;Mang
CHN;Q148;Q727694;mandarim padrão
CHN;Q148;Q769809;Kaduo
CHN;Q148;Q784502;Tinani
CHN;Q148;Q832026;Gyalrong
CHN;Q148;Q926742;Chadong
CHN;Q148;Q934738;Hlai
CHN;Q148;Q953082;U language
CHN;Q148;Q1012917;Wutun
CHN;Q148;Q1055287;Sani
CHN;Q148;Q1094190;língua de sinais chinesa
CHN;Q148;Q1108934;Língua A-Hmao
CHN;Q148;Q1115317;Língua kim mun
CHN;Q148;Q1367309;Língua oroquen
CHN;Q148;Q2252191;Waxiang Chinese
CHN;Q148;Q2422759;Muya
CHN;Q148;Q2475478;Cun
CHN;Q148;Q2498808;Língua iu mien
CHN;Q148;Q2605689;Língua she
CHN;Q148;Q2625410;Pa-Hng
CHN;Q148;Q2827749;Ai-Cham
CHN;Q148;Q2874642;Awa
CHN;Q148;Q2879238;Paha
CHN;Q148;Q2904868;Bit
CHN;Q148;Q2929025;Langnian Buyang
CHN;Q148;Q2936935;Cao Miao
CHN;Q148;Q2945610;Sangkong
CHN;Q148;Q2964447;Choni
CHN;Q148;Q3027879;Lakkja
CHN;Q148;Q3033554;Língua bugan
CHN;Q148;Q3042189;Dzao Min
CHN;Q148;Q3092284;Mulam
CHN;Q148;Q3092293;Maonan
CHN;Q148;Q3100264;Red Gelao
CHN;Q148;Q3112388;Língua shui
CHN;Q148;Q3118757;Lavrung
CHN;Q148;Q3120647;Guiqiong
CHN;Q148;Q3138829;Hmong Daw
CHN;Q148;Q3138831;Hmong Njua
CHN;Q148;Q3138832;Northern Qiandong Miao
CHN;Q148;Q3141783;Hu
CHN;Q148;Q3178570;Língua jiamao
CHN;Q148;Q3182570;Kangjia
CHN;Q148;Q3194984;Man Met
CHN;Q148;Q3280623;Mak
CHN;Q148;Q3307894;Língua hmong
CHN;Q148;Q3307901;Western Xiangxi Miao
CHN;Q148;Q3320659;Southern Mongolian
CHN;Q148;Q3359940;Pa Di
CHN;Q148;Q3361723;Língua bolyu
CHN;Q148;Q3363719;Parauk
CHN;Q148;Q3403245;Northern Pumi
CHN;Q148;Q3403246;Southern Pumi
CHN;Q148;Q3414352;Choyo
CHN;Q148;Q3436700;Qabiao
CHN;Q148;Q3441122;Língua tai ya
CHN;Q148;Q3442330;Then
CHN;Q148;Q3503800;Biao Min
CHN;Q148;Q3572191;Yerong
CHN;Q148;Q3616358;Zauzou
CHN;Q148;Q3915716;Tai Hongjin
CHN;Q148;Q4700657;Akeu
CHN;Q148;Q4737539;Aluo
CHN;Q148;Q4830439;Axi
CHN;Q148;Q4832486;Azha
CHN;Q148;Q4832535;Azhe
CHN;Q148;Q4902547;Biao
CHN;Q148;Q4923414;Língua wa
CHN;Q148;Q4925096;Blang
