iso3;year;code;value
HTI;1991;NV.AGR.TOTL.ZS;29.898799579576256
HND;1991;NV.AGR.TOTL.ZS;23.95993672929092
IND;1991;NV.AGR.TOTL.ZS;27.662705410224724
IDN;1991;NV.AGR.TOTL.ZS;19.661807287925004
IRN;1991;NV.AGR.TOTL.ZS;12.014241552467867
IRQ;1991;NV.AGR.TOTL.ZS;15.615665840627916
ITA;1991;NV.AGR.TOTL.ZS;3.235386162551564
JOR;1991;NV.AGR.TOTL.ZS;7.244759972954699
KEN;1991;NV.AGR.TOTL.ZS;24.320148172027523
KIR;1991;NV.AGR.TOTL.ZS;9.50670511651096
KOR;1991;NV.AGR.TOTL.ZS;6.824490651023936
KGZ;1991;NV.AGR.TOTL.ZS;35.276756756756754
LAO;1991;NV.AGR.TOTL.ZS;43.95978492898971
LSO;1991;NV.AGR.TOTL.ZS;7.324999863743701
MWI;1991;NV.AGR.TOTL.ZS;32.97698118189395
MYS;1991;NV.AGR.TOTL.ZS;14.355702909919776
MLI;1991;NV.AGR.TOTL.ZS;39.274664390598645
MLT;1991;NV.AGR.TOTL.ZS;2.984883192874264
MRT;1991;NV.AGR.TOTL.ZS;28.59169009716992
MUS;1991;NV.AGR.TOTL.ZS;9.836459904228082
MEX;1991;NV.AGR.TOTL.ZS;6.496989748567226
MNG;1991;NV.AGR.TOTL.ZS;11.8115698150791
MAR;1991;NV.AGR.TOTL.ZS;17.499436738615305
MOZ;1991;NV.AGR.TOTL.ZS;33.93580468354322
NAM;1991;NV.AGR.TOTL.ZS;9.973326526248876
NPL;1991;NV.AGR.TOTL.ZS;44.72338672547072
NLD;1991;NV.AGR.TOTL.ZS;3.906174550720957
NCL;1991;NV.AGR.TOTL.ZS;3.6189322309260894
NZL;1991;NV.AGR.TOTL.ZS;6.888517382547684
NER;1991;NV.AGR.TOTL.ZS;31.58085187270888
NGA;1991;NV.AGR.TOTL.ZS;20.88528310601919
MKD;1991;NV.AGR.TOTL.ZS;10.84297520661157
NOR;1991;NV.AGR.TOTL.ZS;2.910692113653307
OMN;1991;NV.AGR.TOTL.ZS;2.311207746975096
PAK;1991;NV.AGR.TOTL.ZS;22.8424456202234
PAN;1991;NV.AGR.TOTL.ZS;7.656276248995448
PNG;1991;NV.AGR.TOTL.ZS;25.979032615930777
PRY;1991;NV.AGR.TOTL.ZS;16.001244397432068
PER;1991;NV.AGR.TOTL.ZS;7.862396120143685
PHL;1991;NV.AGR.TOTL.ZS;18.338461465945183
PRI;1991;NV.AGR.TOTL.ZS;1.3915804150589133
ROU;1991;NV.AGR.TOTL.ZS;18.871092154816463
RUS;1991;NV.AGR.TOTL.ZS;13.77189846263854
RWA;1991;NV.AGR.TOTL.ZS;32.132706942918645
SAU;1991;NV.AGR.TOTL.ZS;5.365365041924488
SEN;1991;NV.AGR.TOTL.ZS;18.69641192997121
SYC;1991;NV.AGR.TOTL.ZS;4.459657732813935
SLE;1991;NV.AGR.TOTL.ZS;36.745050203374674
SGP;1991;NV.AGR.TOTL.ZS;0.2500547472206236
SLB;1991;NV.AGR.TOTL.ZS;62.53202323723461
ZAF;1991;NV.AGR.TOTL.ZS;3.743504580275352
LKA;1991;NV.AGR.TOTL.ZS;27.087970564933062
KNA;1991;NV.AGR.TOTL.ZS;3.786988210795016
VCT;1991;NV.AGR.TOTL.ZS;12.473112028370444
SDN;1991;NV.AGR.TOTL.ZS;40.1843515959888
SUR;1991;NV.AGR.TOTL.ZS;8.814996652532917
SWE;1991;NV.AGR.TOTL.ZS;2.9981666371492173
CHE;1991;NV.AGR.TOTL.ZS;1.980404150797525
SYR;1991;NV.AGR.TOTL.ZS;30.67588039696499
TJK;1991;NV.AGR.TOTL.ZS;36.09467455621302
TZA;1991;NV.AGR.TOTL.ZS;30.19992570922368
THA;1991;NV.AGR.TOTL.ZS;12.649826596191522
TGO;1991;NV.AGR.TOTL.ZS;14.321422483854162
TON;1991;NV.AGR.TOTL.ZS;30.65479663034093
TTO;1991;NV.AGR.TOTL.ZS;2.477104075607529
TUN;1991;NV.AGR.TOTL.ZS;16.720703644586326
TUR;1991;NV.AGR.TOTL.ZS;15.247075582324488
TKM;1991;NV.AGR.TOTL.ZS;32.20338983050847
TUV;1991;NV.AGR.TOTL.ZS;22.35212675948004
UGA;1991;NV.AGR.TOTL.ZS;49.3725406407326
UKR;1991;NV.AGR.TOTL.ZS;24.648829431438127
ARE;1991;NV.AGR.TOTL.ZS;1.297768008116334
GBR;1991;NV.AGR.TOTL.ZS;1.2331636227826768
URY;1991;NV.AGR.TOTL.ZS;8.497830722014687
UZB;1991;NV.AGR.TOTL.ZS;37.09319196156577
VUT;1991;NV.AGR.TOTL.ZS;15.534800978430065
VEN;1991;NV.AGR.TOTL.ZS;5.291859204896672
VNM;1991;NV.AGR.TOTL.ZS;40.48913397734236
YEM;1991;NV.AGR.TOTL.ZS;26.1614388072582
ZMB;1991;NV.AGR.TOTL.ZS;15.8140297733418
ZWE;1991;NV.AGR.TOTL.ZS;13.546905966369147
ATG;1992;NV.AGR.TOTL.ZS;1.5840774124384636
ARG;1992;NV.AGR.TOTL.ZS;5.990787091479338
AUS;1992;NV.AGR.TOTL.ZS;3.042903042903043
AUT;1992;NV.AGR.TOTL.ZS;2.483367840323637
AZE;1992;NV.AGR.TOTL.ZS;26.059625318976785
BHS;1992;NV.AGR.TOTL.ZS;2.663010614345449
BGD;1992;NV.AGR.TOTL.ZS;30.517525236127145
BRB;1992;NV.AGR.TOTL.ZS;3.436382217680123
BLR;1992;NV.AGR.TOTL.ZS;22.82608695652174
BLZ;1992;NV.AGR.TOTL.ZS;11.834829443447038
BEN;1992;NV.AGR.TOTL.ZS;33.941904135877174
BTN;1992;NV.AGR.TOTL.ZS;30.49299525378467
BOL;1992;NV.AGR.TOTL.ZS;14.404204305204605
BWA;1992;NV.AGR.TOTL.ZS;4.632785011259846
BRA;1992;NV.AGR.TOTL.ZS;6.806084884083033
BRN;1992;NV.AGR.TOTL.ZS;0.6454616616145005
BGR;1992;NV.AGR.TOTL.ZS;11.618027888446216
BFA;1992;NV.AGR.TOTL.ZS;28.809811279229223
BDI;1992;NV.AGR.TOTL.ZS;48.004521705755934
CPV;1992;NV.AGR.TOTL.ZS;11.794200245343422
CMR;1992;NV.AGR.TOTL.ZS;26.57966517824894
TCD;1992;NV.AGR.TOTL.ZS;34.32437022201197
CHL;1992;NV.AGR.TOTL.ZS;9.089227022579886
CHN;1992;NV.AGR.TOTL.ZS;21.24988568487229
COL;1992;NV.AGR.TOTL.ZS;16.793943391758607
COM;1992;NV.AGR.TOTL.ZS;29.37653841706177
COG;1992;NV.AGR.TOTL.ZS;11.527563111798042
CRI;1992;NV.AGR.TOTL.ZS;11.900149109397384
CIV;1992;NV.AGR.TOTL.ZS;34.00968692371078
CUB;1992;NV.AGR.TOTL.ZS;12.426619379304295
CYP;1992;NV.AGR.TOTL.ZS;5.723677561614475
DNK;1992;NV.AGR.TOTL.ZS;2.7704829034029954
DMA;1992;NV.AGR.TOTL.ZS;14.822140641812773
DOM;1992;NV.AGR.TOTL.ZS;12.012837108294248
ECU;1992;NV.AGR.TOTL.ZS;18.92211699616553
EGY;1992;NV.AGR.TOTL.ZS;15.585909417685118
SLV;1992;NV.AGR.TOTL.ZS;12.965032352069814
ERI;1992;NV.AGR.TOTL.ZS;27.351717199432933
SWZ;1992;NV.AGR.TOTL.ZS;7.719655179274295
ETH;1992;NV.AGR.TOTL.ZS;62.2774788790179
FJI;1992;NV.AGR.TOTL.ZS;17.57598558527266
FIN;1992;NV.AGR.TOTL.ZS;4.277828886844526
FRA;1992;NV.AGR.TOTL.ZS;2.459342885837643
PYF;1992;NV.AGR.TOTL.ZS;1.1814042759383347
GAB;1992;NV.AGR.TOTL.ZS;8.251388269628308
GMB;1992;NV.AGR.TOTL.ZS;17.325688588075835
GEO;1992;NV.AGR.TOTL.ZS;52.34584450402144
DEU;1992;NV.AGR.TOTL.ZS;0.988835539128248
GHA;1992;NV.AGR.TOTL.ZS;44.77905721803505
GRD;1992;NV.AGR.TOTL.ZS;7.784764205670375
GTM;1992;NV.AGR.TOTL.ZS;25.285048035702456
GIN;1992;NV.AGR.TOTL.ZS;11.354658848446515
GNB;1992;NV.AGR.TOTL.ZS;47.834619083393896
GUY;1992;NV.AGR.TOTL.ZS;43.79466769375615
HTI;1992;NV.AGR.TOTL.ZS;34.120607846926944
HND;1992;NV.AGR.TOTL.ZS;22.68459407384348
IND;1992;NV.AGR.TOTL.ZS;26.896919447794943
IDN;1992;NV.AGR.TOTL.ZS;19.52141047272923
IRN;1992;NV.AGR.TOTL.ZS;12.05433007185683
IRQ;1992;NV.AGR.TOTL.ZS;19.870574171824124
ITA;1992;NV.AGR.TOTL.ZS;3.114250483533944
JOR;1992;NV.AGR.TOTL.ZS;6.841347219144693
KAZ;1992;NV.AGR.TOTL.ZS;23.341625207296847
KEN;1992;NV.AGR.TOTL.ZS;24.78128722381902
KIR;1992;NV.AGR.TOTL.ZS;38.922436032179775
KOR;1992;NV.AGR.TOTL.ZS;6.607605080045889
KGZ;1992;NV.AGR.TOTL.ZS;37.2650748684743
LAO;1992;NV.AGR.TOTL.ZS;46.72559089258213
LSO;1992;NV.AGR.TOTL.ZS;9.077085406374591
MWI;1992;NV.AGR.TOTL.ZS;29.055173190171
MYS;1992;NV.AGR.TOTL.ZS;14.572410772355028
MLI;1992;NV.AGR.TOTL.ZS;36.99633280697988
MLT;1992;NV.AGR.TOTL.ZS;2.7637297502945577
MRT;1992;NV.AGR.TOTL.ZS;28.545537894295688
MUS;1992;NV.AGR.TOTL.ZS;9.879626214637598
MEX;1992;NV.AGR.TOTL.ZS;5.998980809992252
MNG;1992;NV.AGR.TOTL.ZS;25.557106309353028
MAR;1992;NV.AGR.TOTL.ZS;14.042757210327458
MOZ;1992;NV.AGR.TOTL.ZS;29.71481090727058
NAM;1992;NV.AGR.TOTL.ZS;7.083253148470176
NPL;1992;NV.AGR.TOTL.ZS;42.66526273881179
NLD;1992;NV.AGR.TOTL.ZS;3.6436282490990144
NCL;1992;NV.AGR.TOTL.ZS;3.619411407900348
NZL;1992;NV.AGR.TOTL.ZS;6.717303887151337
NER;1992;NV.AGR.TOTL.ZS;33.1594097787814
NGA;1992;NV.AGR.TOTL.ZS;20.321158873103524
MKD;1992;NV.AGR.TOTL.ZS;14.48441076898275
NOR;1992;NV.AGR.TOTL.ZS;2.627743689836218
OMN;1992;NV.AGR.TOTL.ZS;2.0500220038139947
PAK;1992;NV.AGR.TOTL.ZS;23.31001291909674
PAN;1992;NV.AGR.TOTL.ZS;6.919693262818346
PNG;1992;NV.AGR.TOTL.ZS;24.47312337201042
PRY;1992;NV.AGR.TOTL.ZS;14.948957846144989
PER;1992;NV.AGR.TOTL.ZS;7.818050407086018
PHL;1992;NV.AGR.TOTL.ZS;19.107321728429348
PRI;1992;NV.AGR.TOTL.ZS;1.2128061938589847
ROU;1992;NV.AGR.TOTL.ZS;19.03901015060041
RUS;1992;NV.AGR.TOTL.ZS;7.263364018937402
RWA;1992;NV.AGR.TOTL.ZS;33.23761507047154
SAU;1992;NV.AGR.TOTL.ZS;5.542526792288184
SEN;1992;NV.AGR.TOTL.ZS;17.143432985195492
SYC;1992;NV.AGR.TOTL.ZS;3.572143070888212
SLE;1992;NV.AGR.TOTL.ZS;35.88728794343784
SGP;1992;NV.AGR.TOTL.ZS;0.197361758450875
SLB;1992;NV.AGR.TOTL.ZS;64.6732343167375
ZAF;1992;NV.AGR.TOTL.ZS;3.1492098940401463
LKA;1992;NV.AGR.TOTL.ZS;26.12236113364513
KNA;1992;NV.AGR.TOTL.ZS;3.984581733637212
VCT;1992;NV.AGR.TOTL.ZS;13.226201897452295
SDN;1992;NV.AGR.TOTL.ZS;38.5429544336647
SUR;1992;NV.AGR.TOTL.ZS;11.155050255396276
SWE;1992;NV.AGR.TOTL.ZS;2.848427411146257
CHE;1992;NV.AGR.TOTL.ZS;1.810979176148871
SYR;1992;NV.AGR.TOTL.ZS;31.71245593735705
TJK;1992;NV.AGR.TOTL.ZS;29.520865533230296
TZA;1992;NV.AGR.TOTL.ZS;30.785036107501124
THA;1992;NV.AGR.TOTL.ZS;12.297335744506285
TGO;1992;NV.AGR.TOTL.ZS;15.447905538570376
TON;1992;NV.AGR.TOTL.ZS;32.78560674169474
TTO;1992;NV.AGR.TOTL.ZS;2.5356755096655865
TUN;1992;NV.AGR.TOTL.ZS;16.122371550730346
TUR;1992;NV.AGR.TOTL.ZS;14.983665152080544
TKM;1992;NV.AGR.TOTL.ZS;10.875
TUV;1992;NV.AGR.TOTL.ZS;21.422098292087835
UGA;1992;NV.AGR.TOTL.ZS;48.2029434921098
UKR;1992;NV.AGR.TOTL.ZS;20.85197695211604
ARE;1992;NV.AGR.TOTL.ZS;1.3786210775844752
GBR;1992;NV.AGR.TOTL.ZS;1.2230132258208486
URY;1992;NV.AGR.TOTL.ZS;8.815643711262462
UZB;1992;NV.AGR.TOTL.ZS;35.1391853548148
VUT;1992;NV.AGR.TOTL.ZS;15.196760723775782
VEN;1992;NV.AGR.TOTL.ZS;5.137632177114126
VNM;1992;NV.AGR.TOTL.ZS;33.938587920240295
YEM;1992;NV.AGR.TOTL.ZS;27.46039162324055
ZMB;1992;NV.AGR.TOTL.ZS;21.26754851079071
ZWE;1992;NV.AGR.TOTL.ZS;6.751570420448437
ATG;1993;NV.AGR.TOTL.ZS;1.5177209305370951
ARG;1993;NV.AGR.TOTL.ZS;5.136826482117787
AUS;1993;NV.AGR.TOTL.ZS;3.252601698673432
AUT;1993;NV.AGR.TOTL.ZS;2.231427043110957
AZE;1993;NV.AGR.TOTL.ZS;27.10955414012739
BHS;1993;NV.AGR.TOTL.ZS;2.4612871927554982
BGD;1993;NV.AGR.TOTL.ZS;27.321085817311687
BRB;1993;NV.AGR.TOTL.ZS;3.219277108433736
BLR;1993;NV.AGR.TOTL.ZS;17.15736040609137
BLZ;1993;NV.AGR.TOTL.ZS;11.184166832702395
BEN;1993;NV.AGR.TOTL.ZS;34.11946079885715
BTN;1993;NV.AGR.TOTL.ZS;28.590462557710904
BOL;1993;NV.AGR.TOTL.ZS;14.64796229168986
BWA;1993;NV.AGR.TOTL.ZS;4.52119256312185
BRA;1993;NV.AGR.TOTL.ZS;6.778109238839819
BRN;1993;NV.AGR.TOTL.ZS;0.7448691726472173
BGR;1993;NV.AGR.TOTL.ZS;9.934426229508196
BFA;1993;NV.AGR.TOTL.ZS;30.23105156648706
BDI;1993;NV.AGR.TOTL.ZS;47.16981169331137
CPV;1993;NV.AGR.TOTL.ZS;10.136426067161958
KHM;1993;NV.AGR.TOTL.ZS;45.29438218164095
CMR;1993;NV.AGR.TOTL.ZS;18.2367271931746
TCD;1993;NV.AGR.TOTL.ZS;31.371973696913383
CHL;1993;NV.AGR.TOTL.ZS;7.929479702999734
CHN;1993;NV.AGR.TOTL.ZS;19.228518608475227
COL;1993;NV.AGR.TOTL.ZS;14.967829238650184
COM;1993;NV.AGR.TOTL.ZS;29.37584803256445
COG;1993;NV.AGR.TOTL.ZS;11.248519931587948
CRI;1993;NV.AGR.TOTL.ZS;11.828230011597718
CIV;1993;NV.AGR.TOTL.ZS;28.21520627340364
CUB;1993;NV.AGR.TOTL.ZS;9.57115301865687
CYP;1993;NV.AGR.TOTL.ZS;5.6127271207451885
CZE;1993;NV.AGR.TOTL.ZS;4.2235014687507615
DNK;1993;NV.AGR.TOTL.ZS;2.6666867919779027
DMA;1993;NV.AGR.TOTL.ZS;14.160079647619622
DOM;1993;NV.AGR.TOTL.ZS;10.781496190242454
ECU;1993;NV.AGR.TOTL.ZS;23.40315896331434
EGY;1993;NV.AGR.TOTL.ZS;15.73904639175258
SLV;1993;NV.AGR.TOTL.ZS;12.728810389856744
ERI;1993;NV.AGR.TOTL.ZS;19.435134472328947
SWZ;1993;NV.AGR.TOTL.ZS;8.870007934483432
ETH;1993;NV.AGR.TOTL.ZS;58.48603923528695
FJI;1993;NV.AGR.TOTL.ZS;17.01225768087215
FIN;1993;NV.AGR.TOTL.ZS;4.377993225090527
FRA;1993;NV.AGR.TOTL.ZS;2.1716127738340942
PYF;1993;NV.AGR.TOTL.ZS;2.1294304152947974
GAB;1993;NV.AGR.TOTL.ZS;8.484230879778423
