iso3,country,indicator,indicator_name,year,value
JOR,Jordan,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,8.30541068744501
VCT,St. Vincent and the Grenadines,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,8.16136103518688
ZWE,Zimbabwe,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,8.14706273624748
MAR,Morocco,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,8.10131295376622
IDB,IDA blend,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,7.99559727979968
IDA,IDA total,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,7.93428537230707
IDX,IDA only,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,7.89172400484225
BDI,Burundi,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,7.79847501046119
EGY,"Egypt, Arab Rep.",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,7.59757023635599
FJI,Fiji,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,7.36527195037518
HRV,Croatia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,7.28360191137075
LKA,Sri Lanka,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,6.79203075909937
NCL,New Caledonia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2022,6.45371658177669
LDC,Least developed countries: UN classification,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,6.44682127683746
SRB,Serbia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,6.37156858544397
FRO,Faroe Islands,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2011,6.32195310250215
UKR,Ukraine,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,6.26398282482631
KHM,Cambodia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,6.10087598660838
TUN,Tunisia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,6.09804821172459
TGO,Togo,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,6.04489414748486
BGD,Bangladesh,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,6.03585067679055
AFW,Africa Western and Central,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,5.8242320817687
DMA,Dominica,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,5.60763997462338
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,5.56491649883576
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,5.56318689783654
SLB,Solomon Islands,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,5.405531416316
CUW,Curacao,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,5.38205169034654
PSE,West Bank and Gaza,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,5.36505277882541
ECU,Ecuador,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,5.24908721771676
GRD,Grenada,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,5.04784683964568
ARM,Armenia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.95690384001967
FSM,"Micronesia, Fed. Sts.",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.95066979363509
KIR,Kiribati,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.76134162061774
HPC,Heavily indebted poor countries (HIPC),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.69068482623698
FCS,Fragile and conflict affected situations,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.58608405845882
SAS,South Asia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.43178763024164
TSA,South Asia (IDA & IBRD),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.43178763024164
BLZ,Belize,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.38450234938887
SLE,Sierra Leone,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.26088141449543
TUV,Tuvalu,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,4.1630590898576
MLI,Mali,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.11661381024422
KEN,Kenya,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,4.01597029687893
RWA,Rwanda,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.77118168934917
GHA,Ghana,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.65518409870881
MEX,Mexico,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.6507301947413
BTN,Bhutan,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,3.57497269708309
IND,India,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.5186704980628
PRE,Pre-demographic dividend,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.48549896212979
KNA,St. Kitts and Nevis,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.41594578547519
EAR,Early-demographic dividend,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.40452764845718
SUR,Suriname,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.40044748688062
VNM,Viet Nam,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.35860522617933
SSA,Sub-Saharan Africa (excluding high income),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.32087227092231
SSF,Sub-Saharan Africa,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.31726894252867
TSS,Sub-Saharan Africa (IDA & IBRD countries),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.31726894252867
LVA,Latvia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,3.07441779011007
NER,Niger,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.90450726638245
COL,Colombia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.83680771791186
COD,"Congo, Dem. Rep.",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.82792138843037
SXM,Sint Maarten (Dutch part),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.79032278081906
MKD,North Macedonia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.74584220562203
LAC,Latin America & Caribbean (excluding high income),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.73060167844605
ECA,Europe & Central Asia (excluding high income),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.71280365934931
UGA,Uganda,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.67968294298036
SYR,Syrian Arab Republic,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2010,2.64296593950914
LUX,Luxembourg,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.62646242078581
BOL,Bolivia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.59061806172674
LCA,St. Lucia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.54833011985522
BFA,Burkina Faso,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.53761095239569
TLA,Latin America & the Caribbean (IDA & IBRD countries),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.49800241387924
LCN,Latin America & Caribbean,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.49312480809832
ROU,Romania,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.48807683536191
GIN,Guinea,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.43314324176726
GUY,Guyana,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.41585770681161
MWI,Malawi,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.40111652398785
BGR,Bulgaria,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.38140406223299
HUN,Hungary,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.34955717510195
MEA,"Middle East, North Africa, Afghanistan & Pakistan",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.34865103684406
BEL,Belgium,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.28846679353846
MNG,Mongolia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.23728028691922
MDG,Madagascar,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.21166641768262
SST,Small states,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,2.13387111695447
PRY,Paraguay,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.97532234333541
ARB,Arab World,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.94286457343374
SVK,Slovak Republic,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.93338194623131
MUS,Mauritius,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.9185656293688
OSS,Other small states,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.8990507471642
AFE,Africa Eastern and Southern,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.87763188549501
AFG,Afghanistan,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,1.8656461200228
THA,Thailand,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.82071663440562
AZE,Azerbaijan,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.81882789681566
CYP,Cyprus,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.81853291499373
BLR,Belarus,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.81319105202764
LMY,Low & middle income,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.80469538058444
SDN,Sudan,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.80325281455094
MIC,Middle income,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.7879751488249
CEB,Central Europe and the Baltics,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.77507031606405
CSS,Caribbean small states,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.7426026476348
PER,Peru,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.70587702108825
IBT,IDA & IBRD total,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.69523477073702
MMR,Myanmar,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.55238057410844
TEC,Europe & Central Asia (IDA & IBRD countries),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.54942822132759
LAO,Lao PDR,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.49419709215288
DJI,Djibouti,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.37032999543718
STP,Sao Tome and Principe,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.30843119625179
AND,Andorra,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.29549250264243
IBD,IBRD only,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.29250114884642
ZMB,Zambia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.26871857090054
CIV,Cote d'Ivoire,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.25955624858677
LTU,Lithuania,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.24078068965149
CZE,Czechia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.23116888269338
CMR,Cameroon,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.2274297900289
FRA,France,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.22626159696763
SMR,San Marino,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2022,1.19322471582122
MOZ,Mozambique,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.1906990454892
BRB,Barbados,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.18877728541521
ATG,Antigua and Barbuda,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.1811713667388
SVN,Slovenia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.17576433672635
EST,Estonia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.16044621332369
IDN,Indonesia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.14863323387459
BEN,Benin,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.0969082787448
NAM,Namibia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,1.09222272827468
ABW,Aruba,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,1.06793146679127
TZA,Tanzania,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.952019911646346
POL,Poland,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.9497139938449
MRT,Mauritania,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.878082429260745
WLD,World,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.836151066287631
EUU,European Union,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.810500013750509
ECS,Europe & Central Asia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.80094490500053
PLW,Palau,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,0.786945922481214
CRI,Costa Rica,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.760139316219408
TTO,Trinidad and Tobago,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.753598851517468
EMU,Euro area,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.737952583058992
ISL,Iceland,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.735371524876057
SWE,Sweden,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.732491070622427
AUT,Austria,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.688552378400084
DZA,Algeria,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.682450183715263
SWZ,Eswatini,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.681661556548279
QAT,Qatar,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.662038822470751
BWA,Botswana,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.661308331576148
PAN,Panama,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.616263275802106
PRT,Portugal,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.584707221838219
NRU,Nauru,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,0.581426948575993
TCA,Turks and Caicos Islands,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2018,0.569257773358117
IRN,"Iran, Islamic Rep.",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2004,0.549653727814696
EAP,East Asia & Pacific (excluding high income),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.543887302904092
TEA,East Asia & Pacific (IDA & IBRD countries),BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.543887302904092
LTE,Late-demographic dividend,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.526916235403588
SYC,Seychelles,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.526794116405562
ITA,Italy,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.469989444275154
ERI,Eritrea,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2000,0.46501791787489
DEU,Germany,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.455479144619276
EAS,East Asia & Pacific,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.447826376657043
BHS,"Bahamas, The",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.416407710575514
KOR,"Korea, Rep.",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,0.410732680413717
ETH,Ethiopia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2022,0.40245351230772
NLD,Netherlands,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.384458755992055
MYS,Malaysia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.380423194742509
CHE,Switzerland,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.373890009955756
OED,OECD members,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.373284987097708
ESP,Spain,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.367942444188682
DNK,Denmark,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.353814302918278
IRQ,Iraq,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.314477906673579
PST,Post-demographic dividend,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.290871852144979
COG,"Congo, Rep.",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.279898472084279
MAC,"Macao SAR, China",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.270287591090253
FIN,Finland,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.249775147156108
NZL,New Zealand,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.229865081693748
BRA,Brazil,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.224941418439149
GRC,Greece,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.218339039931367
ZAF,South Africa,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.213704373012185
TKM,Turkmenistan,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),1996,0.185811096774194
ISR,Israel,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.176227865346397
URY,Uruguay,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.16813172308694
CHN,China,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.16757857471
ARG,Argentina,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.164917106386832
CYM,Cayman Islands,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2023,0.151819860886916
GBR,United Kingdom,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.132661425354601
NOR,Norway,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.128429569062041
GAB,Gabon,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2015,0.128331390945391
JPN,Japan,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.115349135003813
HKG,"Hong Kong SAR, China",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.11359354951797
AUS,Australia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.108060849007185
IRL,Ireland,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.103915991885666
RUS,Russian Federation,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0877632981361672
KAZ,Kazakhstan,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0833518192665904
MDV,Maldives,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0810349553568563
TUR,Turkiye,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.074210952721995
GNQ,Equatorial Guinea,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),1996,0.0706374890562146
AGO,Angola,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0634842009116607
MLT,Malta,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0633345315540428
TCD,Chad,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),1994,0.0613692116858663
CAN,Canada,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0379893662486223
NAC,North America,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0378857678883457
OMN,Oman,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0364790433372671
CHL,Chile,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0303210305442313
USA,United States,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0298510633413386
LBY,Libya,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2006,0.0266248516242474
VEN,"Venezuela, RB",BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2014,0.0265362345081267
SAU,Saudi Arabia,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0260090852845696
KWT,Kuwait,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0127258921522737
CAF,Central African Republic,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),1993,0.0124274032922739
PNG,Papua New Guinea,BX.TRF.PWKR.DT.GD.ZS,Remittances received (%GDP),2024,0.0118816927995385
PST,Post-demographic dividend,SM.POP.NETM,Net migration,2024,4106171.0
OED,OECD members,SM.POP.NETM,Net migration,2024,2590723.0
NAC,North America,SM.POP.NETM,Net migration,2024,1654726.0
USA,United States,SM.POP.NETM,Net migration,2024,1286132.0
ECS,Europe & Central Asia,SM.POP.NETM,Net migration,2024,1256850.0
UKR,Ukraine,SM.POP.NETM,Net migration,2024,1146012.0
FCS,Fragile and conflict affected situations,SM.POP.NETM,Net migration,2024,820786.0
ECA,Europe & Central Asia (excluding high income),SM.POP.NETM,Net migration,2024,738424.0
SYR,Syrian Arab Republic,SM.POP.NETM,Net migration,2024,546494.0
ARB,Arab World,SM.POP.NETM,Net migration,2024,519176.0
EMU,Euro area,SM.POP.NETM,Net migration,2024,454808.0
GBR,United Kingdom,SM.POP.NETM,Net migration,2024,417114.0
CAN,Canada,SM.POP.NETM,Net migration,2024,368599.0
TEC,Europe & Central Asia (IDA & IBRD countries),SM.POP.NETM,Net migration,2024,289192.0
ARE,United Arab Emirates,SM.POP.NETM,Net migration,2024,278439.0
TCD,Chad,SM.POP.NETM,Net migration,2024,204040.0
EUU,European Union,SM.POP.NETM,Net migration,2024,194612.0
IRN,"Iran, Islamic Rep.",SM.POP.NETM,Net migration,2024,190156.0
MYS,Malaysia,SM.POP.NETM,Net migration,2024,174770.0
ZAF,South Africa,SM.POP.NETM,Net migration,2024,166972.0
OMN,Oman,SM.POP.NETM,Net migration,2024,154219.0
JPN,Japan,SM.POP.NETM,Net migration,2024,153357.0
COL,Colombia,SM.POP.NETM,Net migration,2024,141643.0
AUS,Australia,SM.POP.NETM,Net migration,2024,138510.0
EGY,"Egypt, Arab Rep.",SM.POP.NETM,Net migration,2024,123884.0
SAU,Saudi Arabia,SM.POP.NETM,Net migration,2024,122170.0
NLD,Netherlands,SM.POP.NETM,Net migration,2024,121628.0
ESP,Spain,SM.POP.NETM,Net migration,2024,111674.0
ITA,Italy,SM.POP.NETM,Net migration,2024,95246.0
FRA,France,SM.POP.NETM,Net migration,2024,90527.0
KOR,"Korea, Rep.",SM.POP.NETM,Net migration,2024,75963.0
KWT,Kuwait,SM.POP.NETM,Net migration,2024,61624.0
CHL,Chile,SM.POP.NETM,Net migration,2024,58316.0
SWE,Sweden,SM.POP.NETM,Net migration,2024,50115.0
QAT,Qatar,SM.POP.NETM,Net migration,2024,46105.0
NOR,Norway,SM.POP.NETM,Net migration,2024,44356.0
CHE,Switzerland,SM.POP.NETM,Net migration,2024,40099.0
IRL,Ireland,SM.POP.NETM,Net migration,2024,39059.0
DEU,Germany,SM.POP.NETM,Net migration,2024,36954.0
BEL,Belgium,SM.POP.NETM,Net migration,2024,36243.0
ETH,Ethiopia,SM.POP.NETM,Net migration,2024,30069.0
FIN,Finland,SM.POP.NETM,Net migration,2024,26894.0
SOM,"Somalia, Fed. Rep.",SM.POP.NETM,Net migration,2024,26859.0
DNK,Denmark,SM.POP.NETM,Net migration,2024,25639.0
THA,Thailand,SM.POP.NETM,Net migration,2024,23321.0
BHR,Bahrain,SM.POP.NETM,Net migration,2024,22699.0
PRT,Portugal,SM.POP.NETM,Net migration,2024,20648.0
SGP,Singapore,SM.POP.NETM,Net migration,2024,20011.0
NZL,New Zealand,SM.POP.NETM,Net migration,2024,18766.0
PER,Peru,SM.POP.NETM,Net migration,2024,18406.0
HUN,Hungary,SM.POP.NETM,Net migration,2024,16223.0
SSD,South Sudan,SM.POP.NETM,Net migration,2024,15374.0
TKM,Turkmenistan,SM.POP.NETM,Net migration,2024,14646.0
PRI,Puerto Rico (US),SM.POP.NETM,Net migration,2024,11561.0
AZE,Azerbaijan,SM.POP.NETM,Net migration,2024,10864.0
ISR,Israel,SM.POP.NETM,Net migration,2024,10612.0
AUT,Austria,SM.POP.NETM,Net migration,2024,8813.0
CYP,Cyprus,SM.POP.NETM,Net migration,2024,8138.0
CIV,Cote d'Ivoire,SM.POP.NETM,Net migration,2024,7838.0
ZMB,Zambia,SM.POP.NETM,Net migration,2024,7381.0
PAN,Panama,SM.POP.NETM,Net migration,2024,6706.0
MLT,Malta,SM.POP.NETM,Net migration,2024,6323.0
LUX,Luxembourg,SM.POP.NETM,Net migration,2024,5677.0
NAM,Namibia,SM.POP.NETM,Net migration,2024,4211.0
GNQ,Equatorial Guinea,SM.POP.NETM,Net migration,2024,3891.0
KGZ,Kyrgyz Republic,SM.POP.NETM,Net migration,2024,3645.0
ISL,Iceland,SM.POP.NETM,Net migration,2024,3543.0
ARG,Argentina,SM.POP.NETM,Net migration,2024,3454.0
LBY,Libya,SM.POP.NETM,Net migration,2024,3448.0
SVN,Slovenia,SM.POP.NETM,Net migration,2024,3319.0
LTU,Lithuania,SM.POP.NETM,Net migration,2024,2617.0
SYC,Seychelles,SM.POP.NETM,Net migration,2024,1747.0
GEO,Georgia,SM.POP.NETM,Net migration,2024,1745.0
MAC,"Macao SAR, China",SM.POP.NETM,Net migration,2024,1620.0
SLB,Solomon Islands,SM.POP.NETM,Net migration,2024,1610.0
TTO,Trinidad and Tobago,SM.POP.NETM,Net migration,2024,1334.0
GAB,Gabon,SM.POP.NETM,Net migration,2024,1105.0
BHS,"Bahamas, The",SM.POP.NETM,Net migration,2024,1018.0
AND,Andorra,SM.POP.NETM,Net migration,2024,988.0
CRI,Costa Rica,SM.POP.NETM,Net migration,2024,967.0
