conflict_qid;conflict_label;checked_via
Q15178081;Action of 16 October 1799;both
Q14644681;Battle of Saint-Louis-du-Sud;both
Q12411119;Battle of Corcyra;both
Q11017694;Battle of Nicotera;both
Q9172347;Battle of Copenhagen (1427);both
Q12411113;Battle of Salamis of Cyprus;both
Q12001371;Battle of Gotska Sandön;both
Q7639108;Sunda Strait campaign of January 1794;both
Q15132008;Battle of Alyzeia;both
Q9173779;Battle of the Firth of Forth;both
Q15128131;Action of 11–12 December 1917;both
Q11325648;Incidente da Nossa Senhora da Graça;both
Q7868544;USS Constitution vs HMS Guerriere;both
Q9172327;Battle of Andros (1696);both
Q11908777;Battle of Foce Pisana;both
Q9172348;Battle of Cumae;both
Q10829826;Battle of the Gianh River;both
Q8460479;Batalha de Lara-Quilmes;both
Q9172357;Battle of Laiazzo;both
Q8445685;Naval Battle near Hel;both
Q11688119;Batalha de Acre (1258);both
Q11481675;Hitachi Maru Incident;both
Q11908798;Battle of Porto Conte;both
Q10418860;Artillery Duel at Korkiansaari;both
Q15048733;Assalto aos encouraçados Cabral e Lima Barros;both
Q7959512;Wager's Action;both
Q10671391;Battle of Mön;both
Q9173377;Naval actions at the siege of Ochakov;both
Q9172350;Action of 29 September 1662;both
Q6102465;Revolta mapuche (1723);both
Q5951685;Hvar rebellion;both
Q5162450;Conquista de Gales por Eduardo I da Inglaterra;both
Q6165289;Rebelião de Guo Huaiyi;both
Q5954316;Tabaristan uprising;both
Q6403042;Batalha de Faqueque;both
Q7022318;Nghe-Tinh Revolt;both
Q6102463;Rebelião Mapuche de 1598;both
Q4126347;Восстание Барабаша и Пушкаря;both
Q10865658;Baltic states under Soviet rule;both
Q7571780;Soviet re-occupation of the Baltic states;both
Q1787252;Batalha de Lenzen;both
Q1927362;Operação Pedestal;both
Q1836863;Battle of Belvoir Castle;both
Q1837335;Centauromaquia tessaliana;both
Q1888562;Action of 5 October 1804;both
Q1787589;Battle of Aussig;both
Q1855781;Battle of Nikiou;both
Q1818410;Battle of Maserfield;both
Q1799073;Battle of Schleswig;both
Q1785947;Battle of Gallabat;both
Q1788393;Batalha de Shiroyama;both
Q1789376;Batalha de Kwajalein;both
Q1449563;Battle of Ephesus;both
Q1462345;Battle of Tachov;both
Q1425362;Massacre de Cajamarca;both
Q1414195;Battle of Dimbos;both
Q1468732;Battle of Vyšehrad;both
Q1412175;Battle of Mülheim;both
Q1421082;Batalha de Abrito;both
Q4197178;Irish Rebellion of 1803;both
Q4554590;1841 rebellion in Guria;both
Q1415925;Batalha de Jankau;both
Q1429157;Battle of Deorham;both
Q1427630;Batalha de Adrianópolis;both
Q1430929;Battle of Wadi;both
Q1436705;Battle of Tuttlingen;both
Q4849424;Bakhtrioni Uprising;both
Q1461914;Battle of Várad;both
Q1410792;Second Battle of Amba Alagi;both
Q1414998;Batalha do Tenaru;both
Q4677383;Action of 7 July 1799;both
Q4677365;Action of 4 August 1800;both
Q4677374;Action of 6 April 1809;both
Q4677387;Action of 8 April 1740;both
Q4677352;Action of 31 March 1800;both
Q4677357;Action of 3 May 1657;both
Q4677379;Battle of Andros (1697);both
Q4677439;Actions of 7/8 May 1945;both
Q4677406;Action of 8 July 1716;both
Q4677399;Action of March 1665;both
Q4677372;Action of 5 November 1813;both
Q4677351;Action of 30 September 1639;both
Q4677389;Action of 8 June 1755;both
Q4677353;Action of 31 May 1809;both
Q1642290;Batalha de Fleurus;both
Q4677371;Action of 4 May 1917;both
Q1646284;Actions along the Matanikau;both
Q1638751;Batalha de Shirimni;both
Q1639273;Batalha de Anzen;both
Q4677401;Action of 3 October 1624;both
Q1634857;Battle of Ardahan;both
Q1639459;Batalha de Mu'tah;both
Q4677400;Action of May 1612;both
Q4677382;Action of 7 May 1794;both
Q4677369;Action of 5 May 1794;both
Q4677345;Action of 30 May 1781;both
Q4781941;April 2009 raid off Somalia;both
Q4677307;Action of 23 March 2010;both
Q4677321;Action of 26 June 1625;both
Q4677313;Action of 24 June 1801;both
Q4677221;Action of 10 April 1795;both
Q4677255;Action of 14 October 1918;both
Q4677280;Action of 18 May 1657;both
Q4677311;Action of 24 June 1618;both
Q4307272;2008 U.S.–Iranian naval dispute;both
Q4438427;Battle of Tendra;both
Q4438422;Battle of Iskrest Lighthouse;both
Q4677232;Action of 11 March 1727;both
Q4677295;Action of 20 October 1793;both
Q4677281;Ação de 18 de Novembro de 1809;both
Q4677266;Raid on La Goulette;both
Q4555138;Atlantic campaign of May 1794;both
Q4677291;Action of 19 January 1799;both
Q4677258;Action of 14 April 1655;both
Q4677234;Action of 11 November 1779;both
Q4677316;Action of 25 September 1806;both
Q4677297;Action of 21 October 1794;both
Q4340192;Retirada de Cornwallis;both
Q4677277;Action of 18 March 1748;both
Q4677306;Action of 23 March 1654;both
Q4677225;Action of 10 February 1809;both
Q4677278;Action of 18 June 1793;both
Q4677312;Action of 24 October 1793;both
Q4677259;Action of 14 September 1779;both
Q4677289;Action of 19 February 1801;both
Q4677228;Action of 10 November 1808;both
Q4677326;Action of 27 August 1661;both
Q4677265;Action of 15 September 1782;both
Q16058058;Action of 8 March 1795;both
Q15663156;Capture of Zeebrugge, October 1918;both
Q16058054;Action of 15 July 1805;both
Q1573825;Batalha de Sobraon;both
Q15196571;Action of 18 June 1799;both
Q16158065;Action of 25 February 1781;both
Q16158078;Action of 31 May 1762;both
Q16158127;Action of 7 June 1780;both
Q1618294;Battle of Sudoměř;both
Q1573604;Batalha de Eupatoria;both
Q1616748;Battle of Peteroa;both
Q1582511;Batalha de Ctesiphon (1915);both
Q1584586;Battle of Jüterbog;both
Q16146533;Action of 1570;both
Q16058057;Action of 8 June 1794;both
Q15178092;Action of 9 July 1806;both
Q16158090;Action of 4 September 1782;both
Q1592156;Battle of Żownin;both
Q16158101;Action of 5 September 1782;both
Q16158115;Action of 6 October 1779;both
Q15262148;Newfoundland Expedition;both
Q1616739;Battle of Reynogüelén;both
Q16158049;Action of 15 February 1783;both
Q10130;Operation Harpoon;both
Q2022139;Ataque Noturno em Târgoviște;both
Q1983926;Battle of Sidi Bou Zid;both
Q1995601;Battle of Dilman;both
Q1973061;Battle of Pyliavtsi;both
Q1992706;Battle of Glenmama;both
Q1975663;Batalha de al-Qaim (2005);both
Q72454;Batalha do Golfo de Yenikale;both
Q1985387;Battle of Kozludzha;both
Q80264;Battle of Makassar Strait;both
Q1934591;Battle of North Borneo;both
Q73194;Batalha de Dogger Bank (1915);both
Q2011697;Battle of Faughart;both
Q1970470;Campanha da Nova Geórgia;both
Q1989936;Battle of Mstislavl;both
Q1968819;Batalha de Domažlice;both
Q118951;Batalha de Meloria;both
Q2025992;Operation Blockbuster;both
Q2342758;Batalha do Rio Tchernaya;both
Q134692709;Four Days of Monza;both
Q131626223;Mbwila Rebellion;both
Q2340087;Battle of Martynów;both
Q131286409;Albanian Rebellion;both
Q21636361;Bombing of Moscow in 1941;both
Q124759135;OUN Uprising of 1939;both
Q132717549;Kiva Rebellion;both
Q132746140;Georgian Rebellion of 1256;both
Q125698832;Noricum Ripense uprising;both
Q133296999;Sasradilaga rebellion;both
Q2825865;Rey-Maupin affair;both
Q4090284;Battle of Alexander Fort;both
Q16852130;Revolta Carijita;both
Q4090323;Battle of the Bosporus;both
Q4202297;Affair of Fielding and Bylandt;both
Q20510892;Vardan III Mamikonian uprising;both
Q4090324;Battle of Beirut;both
Q4090326;Battle of Zanzibar;both
Q4090282;Action of 8 January 1780;both
Q7784937;Zhuge Dan's Rebellion;both
Q691887;Hilsner Affair;both
Q7318588;Revolt of Abdal-Latif Mirza;both
Q1524028;Amsterdam sex crimes case;both
Q9067174;Rebelião da Baixa Califórnia;both
Q7470324;Levantes jacobitas;both
Q7900327;Urdu Bazar Revolt;both
Q4090280;Third Battle of Ushant;both
Q4090279;Action of 1 May 1781;both
Q7302104;Rebellion of Arbanon;both
Q4090285;Battle at the Mouth of the Neva;both
Q18404941;Amyrtaeus Uprising;both
Q4090281;Action of 6 December 1782;both
Q1718627;KGB-Hack;both
Q1934137;Batalha de Torvioll;both
Q2305651;Batalha de Ethandun;both
Q2273280;Batalha de Immae;both
Q2290814;Battle of Wadi al-Khaznadar;both
Q2246708;Battle of Al-Fule;both
Q2323163;Battle of Alligator Bridge;both
Q2255524;Batalha de Antioquia;both
Q1477118;Operação Starlite;both
Q2277035;Batalha de Henderson Field;both
Q2237769;Batalha de Sebastópolis;both
Q2243653;Batalha de Resena;both
Q1478970;Batalha de Cartago;both
Q2237751;Batalha de Rovine;both
Q1483608;Batalha de Berzitia;both
Q207165;Batalha do Mar de Coral;both
Q156554;Batalha da Jutlândia;both
Q308999;Batalha do Golfo de Leyte;both
Q338370;Battle of Grengam;both
Q267339;Batalha de Grand Port;both
Q263142;Batalha do Mar de Java;both
Q241110;Battle of Cape Passaro;both
Q160387;Batalha de Áccio;both
Q263245;Bombardment of Yarmouth and Lowestoft;both
Q157627;Batalha do Atlântico;both
Q243709;Segunda Batalha de Sirte;both
Q191577;Operação Morvarid;both
Q289102;Battle of Korea Strait;both
Q2444941;Battle of Noordhorn;both
Q2443770;Battle of Korsuń;both
Q2445317;Batalha de Dumlupınar;both
Q2446410;Battle of Pacocha;both
Q2456110;Batalha de Larga;both
Q2453661;Battle of Horodok;both
Q2435832;Battle of Cătlăbuga;both
Q673271;Ice Cruise of the Baltic Fleet;both
Q645723;Battle of Ösel Island;both
Q691729;Batalha de Matapão;both
Q650773;Action in the Gulf of Sidra;both
Q613478;Batalha de Djerba;both
Q679831;Battle of Flushing;both
Q2403565;Battle of Chikhori;both
Q2394303;Batalha de Koli Point;both
Q2394344;Batalha de Sarmin;both
Q2346983;Batalha de Kumanovo;both
Q2348323;Battle of Sikayauvatish;both
Q2363492;Batalha de El Guettar;both
Q2416094;Batalha de Útica;both
Q2418597;Battle on the Nemiga River;both
Q2394315;Batalha do Monte Austen;both
Q2346041;Battle of Fort Beauséjour;both
Q2401276;Battle of Hamath;both
Q2355467;Battle of Buxar;both
Q2374499;Battle of the Puante River;both
Q16371016;1615 Kakheti rebellion;both
Q16631935;Ljudevit uprising;both
Q16417916;Tekeli Rebellion;both
Q4872188;Batalha do Rio de Janeiro;both
Q4872189;Batalha do rio Duyon;both
Q944941;Rebelião Irlandesa de 1798;both
Q12870099;1742–1745 Kartli rebellion;both
Q759998;Revolta Berbere;both
Q847759;Bai Lang Rebellion;both
Q768755;Rebelião de junho;both
Q3917333;Glinsky's Rebellion;both
Q1483039;Princes' Revolt;both
Q1132393;Guerra dos Mercenários;both
Q3299864;Emergência de Áden;both
Q379433;Operação Ten-Go;both
Q700569;Sinking of Prince of Wales and Repulse;both
Q783183;Ação de 1 de agosto de 1801;both
Q696815;Battle of Heligoland;both
Q702579;Battle of Ko Chang;both
Q695673;Primeira Batalha do Cabo Finisterra (1747);both
Q702096;Battle of Kula Gulf;both
Q696438;Batalha Naval de Guadalcanal;both
Q766015;Batalha do Estreito de Dover;both
Q696607;Batalha do Estreito da Dinamarca;both
Q717322;Batalha de Palermo;both
Q713529;Batalha do Rio da Prata;both
Q871617;Operação Albion;both
Q820269;Batalha do Rio de Janeiro;both
Q701908;Batalha de Vella Lavella;both
Q780423;Battle of Cañete;both
Q699411;Batalha do Mar de Barents;both
Q4870641;Battle of Cape Corvo;both
Q4871516;Battle of La Guaira;both
Q4816420;Battle of the Dardanelles;both
Q4872038;Battle of Pierres Noires;both
Q4870581;Battle of Bubiyan;both
Q4871489;Battle of Kowloon;both
Q4870743;Battle of Chuenpee;both
Q4870420;Battle of Barcelona;both
Q4870215;Battle of Ad-Dawrah;both
Q4870652;Battle of Cape St. Vincent;both
Q4871118;Batalha de Goa;both
Q4872056;Battle of Pirano;both
Q515561;Batalha do Fiorde de Hafrs;both
Q577081;Batalha de Camperdown;both
Q470571;Operação Wikinger;both
Q427958;Batalha de Sinop;both
Q552392;Battle of the Malacca Strait;both
Q575924;Batalha de Saint-Mathieu;both
Q504347;Batalha do Mar das Filipinas;both
Q543043;Attack on Aruba;both
Q515168;Battle off Horaniu;both
Q482402;Incidente do Golfo de Tonkin;both
Q608727;Batalha de Baekgang;both
Q481552;Batalha de Meloria;both
Q2467168;Battle of Okhmativ;both
Q2459908;Battle of Shepeleviche;both
Q30672368;Harlem on My Mind protest;both
Q2479442;Batalha do Margo;both
Q2498197;Battle of Yibneh;both
Q2510875;Battle of Baia;both
Q132853278;American–Portuguese conflicts;both
Q131238621;Russo-Caucasian conflict;both
Q134375832;Zayyanid–Iberian conflicts;both
Q133825724;Malacca–Majapahit conflict;both
Q133093579;Demak–Portuguese conflicts;both
Q131583685;Muzaka-Serbian Conflict;both
Q131598182;Majapahit–Sundanese conflicts;both
Q132200465;Saint-Barthélemy affair;both
Q612221;Battle of Cape Bon;both
Q610242;Batalha da Ilha Rennell;both
Q131986088;Burmese–Portuguese conflicts;both
Q133321437;Maldivian–Portuguese conflicts;both
Q131824478;Dutch–Mataram conflicts;both
Q132891171;Polêmica sobre a nomenclatura do Golfo do México;both
Q131860697;Baloch–Portuguese conflicts;both
Q131986087;Anglo-Isaaq conflicts;both
Q2890278;Battle of Genoa;both
Q4677338;Action of 2 March 1808;both
Q4677335;Action of 29 April 1616;both
Q2890484;Battle of Ocracoke;both
Q4677336;Action of 29 June 1609;both
Q2890241;Bombardment of Tourane;both
Q4677331;Action of 28 November 1751;both
Q11909597;Bombing of Martil;both
Q9370605;Air strike on Darnitsa;both
Q322882;1757 Berlin raid;both
Q114450530;Bombardment of Beirut;both
Q4677341;Action of 2 May 1654;both
Q4677334;Action of 28 September 1644;both
Q2890456;Battle of L'Anse-aux-Papillons;both
Q2822875;Israeli-British clash of January 7, 1949;both
Q2530931;Batalha de Cibalae;both
Q2533670;Battle of Valea Albă;both
Q2530804;Batalha de Vestonice;both
Q2575960;Battle of Carham;both
Q2889598;Batalha de Pedroso;both
Q2564494;Battle of Five Lamas;both
Q2542830;Battle of Walaja;both
Q2889885;Battle of Saint-Raphaël;both
Q2568416;Battle of Thessalonica;both
Q2564664;Guerra do Butão;both
Q2568851;Battle of Baku;both
Q2521439;Batalha de Caer Caradoc;both
Q2542813;Battle of Ullais;both
Q7312201;Removal of the Stone of Scone in 1950;both
Q2576269;Battle of Ayn al-Tamr;both
Q2547952;Action at Bronkhorstspruit;both
Q2889727;Batalha de Raban;both
Q2889815;Battle of Rooiwal;both
Q2530973;Batalha de Emesa;both
Q2889605;Battle of Petitcodiac;both
Q2889635;Batalha de Poljana;both
Q2540658;Battle of Călugăreni;both
Q2542852;Batalha de Antioquia;both
Q2984990;Battle of the Gulf of Roses;both
Q2984723;Battle of Anjouan;both
Q2984961;Action of 6 November 1794;both
Q2890853;Battle of Cape Finisterre;both
Q2890974;1875 Lake Victoria battles;both
Q2984963;Action of 18 October 1782;both
Q2984923;Action of 14 December 1798;both
Q2984903;Action of 23 November 1650;both
Q2890865;Battle of Gibraltar (1621);both
Q2984978;Batalha do Tejo;both
Q2890597;Battle of Fundy Bay;both
Q2890746;Action of 13 March 1806;both
Q2984973;Action of 18 August 1798;both
Q2890613;Battle of the Point of Italy;both
Q2984953;Action of 17 June 1778;both
Q3078429;Action of 29 November 1811;both
Q3090819;Second Battle of Dover Strait;both
Q2984958;Action of 23 April 1794;both
Q2984929;USS Constellation vs La Vengeance;both
Q2986186;Batalha de Kinburn;both
Q2984846;Battle of Pitsunda;both
Q2984928;USS Constellation vs L'Insurgente;both
Q2890888;Batalha do Comboio de Malta;both
Q2935403;Croisière du Grand Hiver;both
Q2890843;Battle of Cape Celidonio;both
Q136522861;Sunqur al-Ashqar's rebellion;both
Q2888625;Battle of Ginnis;both
Q2888651;Battle of Grahamstown;both
Q55099470;Battle of Downing Street;both
Q2888637;Siege of Cuddalore;both
Q2888583;Battle of Fort Oswego;both
Q2888668;Battle of Gqokli Hill;both
Q2888830;Battle of Hwanggan;both
Q2888723;Battle of Guté Dili;both
Q2888488;Battle of Fandane-Thiouthioune;both
Q2888838;Battle of Jaquixahuana;both
Q2888833;Battle of Huaqui;both
Q2888467;Battle of Dubienka;both
Q2888557;Battle of Fort Niagara;both
Q2888412;Battle of Digomi;both
Q2888420;Battle of Dondon;both
Q1129167;Convoy GP 55;both
Q1192118;Battle of Chemulpo Bay;both
Q939845;Batalha de Agosta;both
Q48734658;bombing of North Korea;both
Q16820540;Bombing of Pyongyang;both
Q1278576;Batalha dos Mastros;both
Q1136414;Battle of Havana;both
Q951932;Battle of Sybota;both
Q671511;Bombardeamento de Königsberg;both
Q471156;Bombardeio de Colônia na Segunda Guerra Mundial;both
Q1196554;Battle of Minorca;both
Q1054975;Batalha de Preveza;both
Q1163186;Batalha de Svolder;both
Q1908244;Controvérsia do materialismo;both
Q4301041;Guerra do Leite;both
Q975123;Battle of Notium;both
Q2765678;Battle of Angers;both
Q15898478;kidnapping of Joaquim Jorge Neto Valente;both
Q2726734;Second Battle of Homs;both
Q2733426;Batalha de Mogúncia;both
Q2761397;Battle of the Arius;both
Q5497190;Frederica naval action;both
Q5037079;Capture of the William;both
Q4872616;Battle of Ty-ho Bay;both
Q5037075;Capture of the Fancy;both
Q4872498;Battle of Tamatave;both
Q4872996;Batalha do Porto de Cartago;both
Q4872923;Batalha do Golfo de Omã;both
Q4872306;Battle of Santiago de Cuba;both
Q122850374;Anti-Colonial uprising of Eset Batyr;both
Q4872262;Battle of Samothrace;both
Q4872926;Batalha do Golfo de Nápoles;both
Q122863857;Rebellion in Tskhinvali;both
Q123577564;Laghouat Rebellion;both
Q4873065;Battle off Endau;both
Q4872692;Battle of Vizagapatam;both
Q5452540;Batalha de Tamão;both
Q5037076;Capture of the Jeune Richard;both
Q4872549;Battle of Thuận An;both
Q5452507;Primeira Batalha de Cárdenas;both
Q124201592;Battle of Cairo;both
Q4872903;Battle of the Dardanelles;both
Q4872253;Battle of Salvore;both
Q5504481;Frigate action of 29 May 1794;both
Q4872529;Battle of Tellicherry;both
Q5037073;Capture of the sloop Anne;both
Q5037020;Capture of HMS Savage;both
Q5037078;Capture of the San Joaquin;both
Q5082999;Charles Town expedition;both
Q4872646;Battle of Valparaíso;both
Q2920325;Battle of the Ascent of Lebonah;both
Q2917077;Batalha de Buna-Gona;both
Q2935372;Operação Lorraine;both
Q42434481;Fourth Chad War;both
Q2984762;Battle of Doroté;both
Q2914954;Battle of Kinburn;both
Q2903842;Battle of Abu Tellul;both
Q28000686;Immensum bellum;both
Q2920626;Battle of Chalagan;both
Q2984893;Battle of Serobeti;both
Q2918162;Attack on Arica;both
Q2897258;Battle of Măcin;both
Q2981297;Battle of Konya;both
Q2935393;Huon Peninsula campaign;both
Q3310201;Batalha de Coracesium;both
Q122945907;Doritosgate;both
Q3403821;Capture of Fort-Dauphin;both
Q65334194;Japan–South Korea trade dispute;both
Q115948699;Nvidia GeForce GTX 970 memory specification controversy;both
Q3270927;Battle of Ushant;both
Q3796996;Raid on Pula;both
Q3378627;Battle of Sandöström;both
Q3772937;Batalha Naval da Guiné;both
Q3379096;Battle of Grönvikssund;both
Q3796998;Battle of Premuda;both
Q115722160;2022 Wikimedia Foundation actions against MENA Wikimedians;both
Q121494313;Bombardment of Antwerp;both
Q120262080;Bombardment of Oudenaarde;both
Q3368187;Action of 30 May 1563;both
Q3096663;Adriatic campaign of 1807–1814;both
Q3403845;Capture of San Pietro and Sant'Antioco;both
Q3606777;Action of 22 July 1713;both
Q4087480;Batalha de Chaul;both
Q3636407;Batalha de Corico;both
Q114052777;Bagaudae Revolt;both
Q3401672;Action of 22 October 1794;both
Q51557538;Disputa comercial entre China e Estados Unidos em 2018;both
Q6081301;Battle of Tenedos (1698);both
Q6861260;Battle of Burullus;both
Q6981764;Battle of Calicut;both
Q6981994;Naval battle off Tatamagouche;both
Q5977822;Newfoundland Expedition;both
Q7130016;Psilander Affair;both
Q19870582;Action of 31 May 1796;both
Q18204832;Action of 17 February 1783;both
Q18148113;Action of 13 August 1780;both
Q16251266;Battle of Nevis;both
Q19901912;Battle of Bayona Islands;both
Q18920216;USS Delaware vs La Croyable;both
Q16822742;Battle of the Guadalupe Island;both
Q16822708;Batalha da Baía de Sesimbra;both
Q18003965;Naval Battle of Cagliari;both
Q16931739;USS United States vs HMS Macedonian;both
Q19871526;Action of 29 April 1758;both
Q19610920;Cerco de Gidá;both
Q17512431;Cutting out of the Hermione;both
Q19902501;Battle of Île Ronde;both
Q16822678;Battle of Pharos;both
Q18920215;Battle of Mahé;both
Q16822746;Batalha dos Mares Estreitos;both
Q17509662;Action of 2 September 1781;both
Q19873489;Raid on Genoa;both
Q19870576;Action of 24 June 1795;both
Q16330219;Battle of Patras (1822);both
Q19389201;Battle of Westtief;both
Q18149403;Battle of Paxos;both
Q16243594;Battle of the Strait of Gibraltar (1590);both
Q16207122;Batalha de Quios;both
Q16497139;Batalha da Boca do Tigre;both
Q17509667;Action of 31 January 1748;both
Q19870870;Atlantic raid of June 1796;both
Q19873117;Battle of Guadeloupe;both
Q18326240;Battle of the Bay of Biscay;both
Q20036667;Action of 28 February 1799;both
Q118946390;Battle of Monemvasia;both
Q113493304;Battle of the English Channel;both
Q20036666;Action of 17 July 1761;both
Q116161562;Battle of Lake Malawi;both
Q21821464;Battle of Alghero;both
Q113685703;Battle of Kamaran;both
Q20036669;Action of 9 February 1799;both
Q20870400;Macau Incident;both
Q114072600;Battle of Gibraltar (1563);both
Q25393096;Naval battles in the Greifswalder Bodden;both
Q118946383;Battle of San Pelagio;both
Q118946339;Battle of Makronisos;both
Q24246896;Battle of Greifswald Bodden;both
Q118946341;Battle of Zeytinburnu;both
Q118946352;Battle of Lipari;both
Q117032108;Battle of Rhodes;both
Q23899136;Naval battles on Lake Ladoga;both
Q113669215;Battle of Bab al-Mandab;both
Q20870437;Battle of Port Louis;both
Q20870284;Action of 27 February 1809;both
Q20925292;Battle of Getares;both
Q25378760;Battle of Dschask;both
Q21234831;Batalha de Sapriporte;both
Q20036668;Action of 30 June 1798;both
Q24896259;Battle of the Barbary Coast;both
Q25416495;Action of 6 July 1697;both
Q118461473;Battle of Toprakada;both
Q2720985;Battle of Kirk Kilisse;both
Q2718136;Batalha de Bu'ath;both
Q2665637;Fall of Baghdad;both
Q2690126;Battle of Ustechko;both
Q20011866;Bali Strait Incident;both
Q2671354;Guerra romano-parta de 195–198;both
Q2712138;Batalha de Degsastan;both
Q132074927;Guerra comercial na América do Norte;both
Q2713449;Cerco de Adrianópolis;both
Q2707112;Batalha do rio Lico;both
Q2712928;Batalha de Esperqueu;both
Q2700721;Battle of Jalula;both
Q61993952;Fridays for Future protest in Hamburg 1 March 2019;both
Q125178965;Bombardment of Liège;both
Q2708535;Batalha do Rio Ânias;both
Q2700950;Battle of Worms;both
Q2671590;Battle of River;both
Q817137;Conflito na Macedônia de 2001;both
Q7127419;Insurgência palestina no sul do Líbano;both
Q131585804;Battle of Palermo;both
Q131686861;Battle of Pulo Buton;both
Q134108604;Battle of Bonavista;both
Q134043319;Action of 11 April 1783;both
Q3799179;Anti-French insurrections in Italy;both
Q132175198;Batalha Naval da Ericeira;both
Q131584955;Battle of Chios;both
Q10459578;Revolta Sérvia de 1941;both
Q120023845;Battle of Aceh;both
Q124881779;Battle of Mamora;both
Q127868126;Battle of Malacca;both
Q126901559;Skirmish at the Chukchi Peninsula;both
Q121854691;Battle of Daman;both
Q118946416;Battle of Hydra;both
Q130246822;Action of 12 October 1734;both
Q118946421;Battle of Cape Lori;both
Q118946393;Battle of Lesbos;both
Q124057710;2023 attacks on the Maersk Hangzhou;both
Q126951333;Sinking of the Flensborg;both
Q122790843;Action of 29 January 1654;both
Q125662483;Action of 26 May 1789;both
Q125166809;Action of 19 Febuary 1619;both
Q125804243;Capture of St. Michael;both
Q125747196;Skirmish at the Strait of Malacca;both
Q118946809;Battle of Karpathos;both
Q125895227;Battle of Balasore;both
Q127868092;Battle of Johor;both
Q125470172;Action of 27 May 1802;both
Q130168922;1865 Calderilla clashes;both
Q118946745;Battle of Henichesk;both
Q121536377;Action of 2 July 1618;both
Q118946836;Battle of Cape Baba;both
Q118946835;Battle of Icaria;both
Q127962496;Christianshavn Incident;both
Q130244576;Battle of Cape Palos;both
Q130232763;Battle off Cape Palos;both
Q124485717;Batalha do Cabo Espichel;both
Q126454261;Capture of the Grand Mughal Fleet;both
Q126903177;Battle of Bjerregård;both
Q129274274;Batalha de Guadalmesí;both
Q130130891;Stockholm incident;both
Q130198485;Battle of Jambi;both
Q124504772;Capture of Manuel Briones;both
Q118946728;Battle of Paphos;both
Q128988957;Capture of the ship The Bengali Prize;both
Q119883763;Batalha do Rio Perlis;both
Q123989420;Action of 28–29 December 1669;both
Q123412084;Battle of Tauris;both
Q2889133;Batalha de Leliefontein;both
Q2588587;Batalha de Nisibis (217);both
Q2599844;Battle of Kletsk;both
Q2889191;Batalha de Magdhaba;both
Q2888875;Battle of Kairouan;both
Q2889207;Batalha de Macriplagi;both
Q2599625;Battle of Hira;both
Q2888919;Battle of Kirbekan;both
Q2586933;Battle of Vučji Do;both
Q2888969;Battle of Kufit;both
Q2888966;Batalha de Craso;both
Q2889228;Batalha de Marache;both
Q2889092;Battle of Las Cahobas;both
Q2663849;Battle of Colachel;both
Q4940685;Italian air raid on Bahrain and Saudi Arabia;both
Q2665461;Battle of Barbalissos;both
Q5084611;Charlie Brown and Franz Stigler incident;both
Q243987;Bombardeamento de Yeonpyeong;both
Q61572733;Landing of Peguera;both
Q97276810;Air War in Taiwan;both
Q2665626;Batalha de Bersebá;both
Q1277806;Rivalidade entre a Costa Oeste e a Costa Leste;both
Q2866993;Raid on Grand Pré;both
Q2791318;Primeira Batalha de Gaza;both
Q2660862;Battle of Loyew;both
Q2663279;Batalha de Palikao;both
Q2618930;Battle of Stołowicze;both
Q2631076;Siege of Belgrade;both
Q2615519;Battle of Żarnów;both
Q2615347;Battle of Krtsanisi;both
Q2615524;Battle of Nowy Dwór Mazowiecki;both
Q2657186;Battle of Shklow;both
Q2607475;Battle of Hab;both
Q2634456;The Thin Red Line;both
Q2603935;Battle of Savra;both
Q2623793;Battle of Ula;both
Q2617894;Batalha de Pidna;both
Q2628049;Battle of Zieleńce;both
Q2615532;Battle of Chmielnik;both
Q2661859;Batalha de Penang;both
Q2633088;Battle of Podhajce;both
Q2620862;Batalha de Konotop;both
Q130329561;Action of 18 April 1695;both
Q131381832;Raid on La Goulette;both
Q130302305;Action of 10 August 1695;both
Q2887945;Battle of Embabo;both
Q126733297;India naming dispute;both
Q131584947;Battle of the Dalmatian Coast;both
Q1139479;Disputa sobre o nome da Macedônia;both
Q130372789;Seizure of the Gilded Lion;both
Q77864630;Naama Issachar affair;both
Q131401878;Raid on La Goulette;both
Q2887977;Batalha de Hormusgã;both
Q130548400;Portuguese attack on the Catherine;both
Q130271266;Action of 26 September 1575;both
Q130581249;Red Seal ship incident;both
Q125965982;1982 Harmak incident;both
Q130302161;Anglo–Swedish skirmish;both
Q2887981;Battle of Iconium;both
Q2887988;Battle of Nsamankow;both
Q65561217;Bombardment of Chefchaouen;both
Q130581206;Battle of the Nargö;both
Q21000630;Escândalo de emissões de poluentes da Volkswagen;both
Q8046810;Golpe Alwaziri;both
Q135688886;Action off Elba;both
Q891845;Bombing of Dietzenbach;both
Q135456683;Battle of Cape Pracel;both
Q136213515;Batalha de Malaca;both
Q135688888;Battle of Piombino Channel;both
Q136130258;Batalha de Surrate;both
Q4622886;Protestos no Saara Ocidental em 2011;both
Q2887900;Batalha de Aspindza;both
Q2890429;Battle of Zama;both
Q2887868;Batalha de Adrianópolis (1913);both
Q2890666;Battle of Gonaïves;both
Q2887871;Battle of Argaon;both
Q2889578;Battle of Palo Hincado;both
Q2889419;Battle of Muar;both
Q2889520;Batalha de Nicópolis;both
Q2889266;Battle of Marmelade;both
Q2889477;Batalha de Nassau;both
