conflict_qid;conflict_label;checked_via
Q18216901;Siege of Landau;both
Q18924894;Cerco de Siracusa;both
Q19903455;Siege of Tyana;both
Q18149882;Cerco de Ceuta (1694-1727);both
Q19951625;Siege of Algiers;both
Q20008151;Cerco de Arpi;both
Q56277283;Siege of Ani;both
Q59133698;Siege of Arqa;both
Q15710003;Siege of Fellini;both
Q60315800;Siege of Thessalonica;both
Q14917890;Capture of Dalhem;both
Q14849443;Siege of Zichem;both
Q58483712;Siege of Tyre;both
Q60791295;Siege of Aleppo;both
Q60524541;Siege of Canterbury;both
Q56348885;Cerco de Emesa;both
Q56305318;Siege of Zag;both
Q56733525;Siege of Dyrrhachium;both
Q56327895;Siege of Ariminum;both
Q56400580;Siege of Solsona;both
Q60791275;Siege of Aleppo;both
Q58838486;Siege of Girona;both
Q60840432;Siege of Cumae;both
Q55885827;Siege of Aden;both
Q60839290;Siege of Osimo;both
Q15884336;Siege of Messina;both
Q13437114;Siege of Rheinberg;both
Q13427891;Siege of Erkelenz;both
Q12810411;Siege of Corfu;both
Q7510190;Cerco de Lilibeu;both
Q7510146;Siege of Kandahar;both
Q7510308;Cerco de Fásis;both
Q7510145;Cerco de Candaar;both
Q12638950;Cerco da colina de Pasárgada;both
Q12717505;Siege of Pensacola;both
Q7510200;Cerco de Lisboa (1384);both
Q12660036;Siege of Kaunas;both
Q12717499;Siege of Colonia del Sacramento;both
Q7510339;Siege of Retz;both
Q12868763;Siege of Samshvilde;both
Q7510327;Siege of Portsmouth;both
Q7510253;Siege of Musa Qala;both
Q85801095;Siege of Nauplia;both
Q111291326;Siege of Beirut;both
Q85972843;Siege of Mardin;both
Q111915495;Siege of Granada;both
Q113549086;Siege of Aleppo;both
Q115802865;Siege of Ankara;both
Q85969802;Siege of Diyarbakır;both
Q85801103;Siege of Urbinus;both
Q85968980;Capture of Bizerte;both
Q85801105;Siege of Urviventus;both
Q111211644;Cerco de Silves (1190);both
Q113570373;Siege of Sisauranon;both
Q113840941;Siege of Gafsa;both
Q85972050;Siege of Kemah;both
Q112232807;Siege of Novara;both
Q85801087;Siege of Auximus;both
Q85966858;Siege of Alamut;both
Q113554889;Siege of Baalbek;both
Q85878593;Capture of Vélez-Málaga;both
Q113540498;Siege of Hama (1130);both
Q114232321;Siege of Lahore;both
Q113549305;Siege of Kalonoros;both
Q114839728;Siege of Charleroi;both
Q112871976;Siege of Mukha;both
Q115517267;Cerco de Catifa (1551);both
Q112609814;Siege of Knin;both
Q114586360;Sieges of Tiberias;both
Q113380052;Siege of Ani;both
Q85971266;Siege of Harput;both
Q43085092;Cerco de Chandax;both
Q29075428;First Siege of Arsuf 1099;both
Q76713154;Siege of Casale Montferrato;both
Q46992489;Siege of Hagenau;both
Q28668464;Capture of Mantua;both
Q28662992;Cerco de Apameia;both
Q31193302;Siege of Tenedos;both
Q31190499;Siege of Amasra;both
Q42533899;Cerco de Antioquia (968–969);both
Q80964830;Siege of Daria;both
Q71315892;Siege of Lucca;both
Q81204162;Siege of Worms;both
Q76713156;Siege of Casale;both
Q81647042;Siege of Amberd;both
Q65081364;Cerco de Edessa (163);both
Q65164848;Siege of Mstislav;both
Q39081822;Siege of Merv;both
Q31070845;Siege of Yerevan;both
Q31193305;Siege of Lemnos;both
Q29075499;Siege of Santa Maura;both
Q76995101;Siege of Samarkand;both
Q110473266;Siege of Pavia;both
Q81653428;Siege of Toulouse;both
Q130534948;Siege of Acerra;both
Q130329807;Siege of the Blastophoenicians;both
Q130270158;Cerco de Évora;both
Q130251289;Siege of Alcácer do Sal;both
Q130251288;Siege of Almería;both
Q130377092;Siege of Dushanbe;both
Q130306704;Siege of Carthage;both
Q130259846;Siege of Cartagena;both
Q130329121;Siege of Ocile;both
Q128094228;Siege of Hatra;both
Q130329781;Siege of Pallantia;both
Q128580329;Siege of Lentini;both
Q130262584;Cerco de Abrantes;both
Q130581258;Siege of Alexandria;both
Q130638996;Conquista de Coimbra;both
Q129918147;Capture of Muscat;both
Q130638918;Siege of Madrid;both
Q130484947;Siege of Artaxata;both
Q130199743;Siege of Malacca;both
Q130492615;Siege of Madytus;both
Q130306874;Siege of Lleida;both
Q130198666;Siege of Malacca;both
Q129165070;Siege of Malacca;both
Q127868401;Siege of St. Elizabeth fortress;both
Q130272607;Cerco de Santarém (1171);both
Q130520296;Siege of Campar;both
Q128619743;Siege of Antioch;both
Q16931475;Siege of Wasit;both
Q17984866;Siege of Ruthven Barracks;both
Q17070460;Siege of Mombasa;both
Q110970851;Cerco de Bucara;both
Q16931487;Siege of Zamboanga;both
Q17081667;Siege of Tabriz;both
Q18008014;Siege of Girona;both
Q18001862;Cerco de Corfínio;both
Q17605482;Siege of Djerba;both
Q17016230;Batte of Delhi;both
Q18005378;Siege of Pals;both
Q17586779;Siege of Alamut;both
Q111207488;Siege of Chefchaouen;both
Q111182030;Siege of Damascus;both
Q184425;Guerra do Pacífico;both
Q118946410;Siege of Užice;both
Q118946377;Siege of Mudanya;both
Q136446347;Siege of Bhatiya;both
Q136332982;Siege of Multan;both
Q117661848;Assault on the Caravía barracks;both
Q136400072;Siege of Hulwan;both
Q135916416;Siege of Djerba;both
Q136475143;Siege of Damascus;both
Q117306532;Siege of Castelnuovo;both
Q118946843;Capture of Damascus;both
Q118946260;Siege of Caffa;both
Q136332983;Siege of Tabriz;both
Q118744253;Siege of Tabriz;both
Q116290982;Siege of Tiracol;both
Q136288506;Siege of Palermo;both
Q118929881;Siege of İnegöl;both
Q116769199;Siege of Tbilisi;both
Q118929980;Siege of Rethymno;both
Q116301849;Siege of Alorna;both
Q136361050;Capture of Liège;both
Q136332984;Siege of Ustunavand;both
Q118929976;Siege of Vlorë;both
Q118946363;Siege of Ulcinj;both
Q116980419;Siege of Colonia del Sacramento;both
Q116687231;Cerco de Damão;both
Q115819774;Siege of Kovno;both
Q118946261;Siege of Caffa;both
Q116310444;Cerco de Damão (1638-1639);both
Q115805002;Siege of Hooghly;both
Q135919677;Siege of Gabès;both
Q108312149;Siege of Kimuhu;both
Q109042018;Capture of Arguin;both
Q108030121;Siege of Hubat;both
Q110448325;Siege of Arona;both
Q110425644;Siege of Sirjan;both
Q109044457;Sieges of Aire-sur-la-Lys;both
Q107087739;Cerco de Lisboa;both
Q107903442;Siege of Genoa;both
Q109044426;Siege of Ajaccio;both
Q109256037;Great Siege of Tangier;both
Q109044446;Siege of Vercelli;both
Q110256417;Siege of Nanstein Castle;both
Q107319329;Siege of Brailov;both
Q108899257;Siege of Emesa;both
Q110425949;Siege of Baghdad;both
Q109415492;The Siege of Yanmen;both
Q109857770;Cerco da Acrópole;both
Q110448326;Siege of Crema;both
Q109044442;Siege of Sainte-Anne;both
Q109285073;Siege of Mahdia;both
Q109237183;Zayyanid capture of Fez;both
Q16683531;Siege of Olynthus;both
Q16683525;Siege of Mytistraton;both
Q16367386;Siege of Gori;both
Q16364781;Siege of Anakopia;both
Q16208146;Cerco de Alexandria;both
Q16529030;Siege of Naples;both
Q16931381;Cerco de Adrianópolis;both
Q16683533;Siege of Perinthus;both
Q16379713;Siege of Tbilisi;both
Q16543736;Spanish conquest of Tripoli;both
Q16683521;Siege of Kyiv;both
Q48731681;Siege of Eucratideia;both
Q126679112;Siege of Helsingborg;both
Q126489116;Siege of Nykøbing;both
Q48807593;Siege of Asola;both
Q48795853;Siege of Babylon Fortress;both
Q48803101;Siege of Nisibis;both
Q54496607;Siege of Damascus;both
Q126679044;Siege of Vordingborg;both
Q48041030;Siege of Zoutleeuw;both
Q48854974;Cerco de Badajoz;both
Q49000215;Battle of Klis;both
Q53813053;Cerco de Nísibis (251/252);both
Q133734377;Siege of Olynthus;both
Q133821418;Siege of Santhome;both
Q134883054;Siege of Patani;both
Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;both
Q134378394;Siege of Taliqan;both
Q135116955;Siege of Bhatner;both
Q134455822;Siege of Rohtas;both
Q134238632;Fall of Montfort Castle;both
Q134445839;Siege of Kayseri;both
Q135326004;Siege of Jand;both
Q727536;Campanha do Sinai e Palestina;both
Q133887657;Siege of Damascus;both
Q134413054;Siege of Kweilin;both
Q135178789;Siege of Gerger;both
Q5036982;Captura de Bagdá;both
Q5036981;Captura de Bagdá;both
Q4872652;Battle of Vasai;both
Q5037009;Capture of Farurriyah;both
Q5162445;Conquista de Santarém;both
Q5037040;Capture of Muscat;both
Q5037032;Capture of Mahdia;both
Q4337433;Siege of Polotsk;both
Q4337395;Siege of Lviv;both
Q4337388;Siege of Kaunas;both
Q4337435;Siege of Potidaea;both
Q4337398;Batalha de Málaca;both
Q4822495;Siege of Nagykanizsa;both
Q4337442;Siege of Sestos;both
Q127612520;Siege of Chania;both
Q126684370;Siege of Oran;both
Q127698630;Siege of Perth;both
Q126708830;Siege of Kolding;both
Q126902909;Cerco de Coron (1685);both
Q126959950;Siege of Ayla;both
Q126888546;Siege of Qal'at Bani Hammad;both
Q126689989;Siege of Oran;both
Q126888582;Cerco de Goa (1570-1571);both
Q127273254;Siege of Tranquebar;both
Q126727785;Cerco de Santa Cruz do Cabo de Gué;both
Q7510376;Cerco de Santarém;both
Q7510370;Siege of Samarkand;both
Q7510378;Siege of Santo Domingo;both
Q7510367;Siege of Samarkand;both
Q7510363;Siege of Samarkand;both
Q23041469;Siege of Orange;both
Q27918505;Siege of Lastovo;both
Q61136581;Siege of Archesh;both
Q25540871;Siege of Zedazeni Castle;both
Q28497078;Siege of Algiers;both
Q23039099;Siege of Jerez;both
Q24935142;Siege of Lucca;both
Q24971262;Siege of Caudebec;both
Q25302937;Siege of Birtvisi;both
Q25303310;Siege of Al-Karak;both
Q25535585;Siege of Padua;both
Q25535581;Siege of Cremona;both
Q63522972;Siege of Rossano;both
Q65007372;Siege of Edessa;both
Q25111000;Siege of Azekah;both
Q25540862;Siege of Tbilisi;both
Q28497195;Siege of Oran and Mers El Kébir;both
Q25487366;Siege of Dvin;both
Q63433401;Fall of Hatra;both
Q25446956;Conquista de Faro;both
Q65081356;Cerco de Edessa (165);both
Q123982798;Siege of Serres;both
Q7510383;Siege of Santo Domingo;both
Q7510397;Siege of Shahrukhiya;both
Q7510408;Cerco de Sirmio;both
Q7510401;Siege of Shkodra;both
Q7510393;Siege of Seville;both
Q7510403;Siege of Shkodra;both
Q7510414;Siege of Smolensk;both
Q119442715;Siege of Haifa;both
Q119166788;Siege of Lesbos;both
Q119442920;Siege of Chania;both
Q119167533;Siege of Modon;both
Q119166868;Siege of Lemnos (1770);both
Q118957290;Timur's Counter Siege;both
Q119167123;Siege of Monemvasia;both
Q118947854;Siege of Sebinkarahisar;both
Q119167698;Siege of Tabriz;both
Q119167274;Battle of Patras;both
Q119167294;Siege of Yerevan;both
Q119167523;Siege of Durazzo;both
Q119167312;Siege of Hamadan;both
Q119442926;Siege of Urmia;both
Q119166609;Siege of Kirkuk;both
Q118946930;Siege of Mayyafariqin;both
Q119999895;Siege of Van;both
Q119166481;Siege of Tbilisi;both
Q119167317;Siege of Khoy;both
Q119167840;Siege of Kars;both
Q119166614;Siege of Kars;both
Q582613;Livonian campaign of Stephen Báthory;both
Q529723;Operação Anfal;both
Q286655;Tonkin Campaign;both
Q485256;Chinese Spring Offensive;both
Q23908696;Frente Oriental;both
Q12296445;Teatro de Operações do Pacífico;both
Q250254;Sasanian campaigns of Galerius;both
Q107487826;Ukrainian Insurgent Army activity in Eastern Ukraine;both
Q111977445;European Theater of Operations;both
Q120403876;Siege of Erzurum;both
Q279078;Catalan campaign in Asia Minor;both
Q218678;Campanha Norte-Africana;both
Q700499;Campanha Zhejiang-Jiangxi;both
Q805050;Campanhas de Maurício nos Balcãs;both
Q708173;Dodecanese Campaign;both
Q8140679;Lala Mustafa Pasha's Caucasian campaign;both
Q7976950;Waziristan campaign (1936–1939);both
Q841559;Campanha Sérvia;both
Q11939263;Ramon Berenguer IV's 1151 campaign;both
Q10935029;Jinchuan Campaigns;both
Q11486472;Enkyū Ezo War;both
Q11939265;García Ramírez's 1148 campaign;both
Q9389462;Byzantine reconquest of Crete;both
Q11939262;García Ramírez's 1141–1146 campaign;both
Q9380034;Jan Sobieski's expedition against the Tatar chambuls;both
Q10924620;Shikoku Campaign;both
Q9172702;Adana campaign;both
Q11316464;Tanker War;both
Q7985530;Caribbean campaign of 1803–1810;both
Q83951170;Zakarid liberation of Vanand;both
Q1657839;Campanha de dez dias;both
Q85985766;Zakarid liberation of Siracena;both
Q85970616;Mesopotamian campaign;both
Q68829949;Little Rock Campaign;both
Q67189096;1502 Spanish Higuey Campaign;both
Q1044456;Dez Grandes Campanhas;both
Q1295535;Transylvania Campaign (1658-1662);both
Q1229305;Julian's Persian expedition;both
Q85985787;Zakarid liberation of the Ararat Plain;both
Q85791385;Ottoman reconquest of the Morea;both
Q64744266;Umayyad campaign against the Khazars;both
Q986561;Sun Ce's conquests in Jiangdong;both
Q81740952;Zakarid liberation of Gegharkunik;both
Q85985987;Zakarid liberation of Kotayk;both
Q1079567;Emperor Taizong's campaign against the Western Regions;both
Q65086894;UN offensive into North Korea;both
Q1152249;Segunda Campanha de Napoleão em Itália;both
Q86684978;Campaign of Tlemcen;both
Q12645587;Campanha austro-húngara na Bósnia e Herzegovina;both
Q20101362;Sancho Garcés' 1156 campaign;both
Q19428075;Patria Vieja campaign;both
Q19947612;Reims Campaign;both
Q20582803;Khwarazmian campaigns in Georgia;both
Q20679154;Mediterranean campaign of Alfonso V of Aragon;both
Q20008414;Parthian campaigns of Publius Ventidius;both
Q96405658;Siege of Tournai;both
Q97007502;Siege of Khujand;both
Q86669109;Siege of Tunis;both
Q88971104;Siege of Ravenna;both
Q97188229;Defence of Iwardo;both
Q88682640;Siege of Narni;both
Q96139664;Siege of Antioch;both
Q86669234;Siege of Tunis;both
Q94572594;Siege of Monselice;both
Q99519309;Siege of Iwakura;both
Q97402659;Siege of Edessa;both
Q99641146;Siege of Tezutsuyama;both
Q104903169;Siege of Tortosa;both
Q99600194;Siege of Gassan Toda;both
Q99538973;Siege of Amakazari;both
Q97358910;Siege of the fortress at Muluccha;both
Q99539085;Siege of Takanashi;both
Q105085851;Cerco de Guînes (1352);both
Q97648660;Siege of Baghdad;both
Q97648778;Siege of Lepanto;both
Q1911564;Mauritius campaign;both
Q98907486;Siege of Lambsar;both
Q99600231;Siege of Shiraga;both
Q97306046;Siege of Dor;both
Q98077954;Siege of Safed;both
Q123739063;Siege of Multan;both
Q120682470;Siege of Adrianople;both
Q122227094;Cerco de Moçambique (1608);both
Q121090883;Siege of Laodicea;both
Q120918501;Siege of Bahrain;both
Q121237537;Siege of Belvoir Castle;both
Q121433548;Cerco de Moçambique (1607);both
Q121283200;Cerco de Malaca (1551);both
Q122968530;Siege of Alinja;both
Q121407647;Siege of Bayana;both
Q121308118;Capture of Muscat;both
Q121408251;Capture of Cambarão;both
Q121282974;Siege of Tangier;both
Q120653269;siège de Kalouga;both
Q122834598;Siege of Silves;both
Q120776476;Capture of Kyiv (1651);both
Q120756054;Siege of Hamadan;both
Q121065824;Cerco de Coimbra;both
Q123735760;Third Siege of Pontevico;both
Q120496592;Siege of Ohrid;both
Q123735761;Second Siege of Pontevico;both
Q122853739;Siege of Mosul;both
Q123310379;Siege of Bassania;both
Q121335666;Cerco de Goa (1517);both
Q123735762;First Siege of Pontevico;both
Q121296604;Siege of Sohar;both
Q121852992;Siege of Gwalior;both
Q122917675;Siege of Garni (52–53);both
Q120496147;Siege of Debal;both
Q120761912;Siege of Acre;both
Q121083157;Cerco de Tomar;both
Q123243699;Siege of Tripoli;both
Q120986999;Wagner Group activities in Africa;both
Q121433627;Anglo-Persian capture of Qeshm;both
Q121090822;Siege of Sahyun Castle;both
Q217145;Batalha de Guadalcanal;both
Q134142;Expedição francesa à Coreia;both
Q126876;Campanha de Saratoga;both
Q59449483;The struggle for the Negev 1947-1956;both
Q4375103;Kunicki's expedition on the Right-bank and Moldavia;both
Q97181869;Campaign of Ptolemy X Alexander I in Cyprus;both
Q100272213;Israeli Artillery Corps at Yom Kippur War;both
Q3778709;Guerra dos Piratas;both
Q3651756;Sapor II's Syrian-Mesopotamian campaigns;both
Q102361734;Louis II's campaign against Bari;both
Q4797364;Cadusian campaign of Artaxerxes II;both
Q97180936;Campaigns of Lysimachus against the Getae;both
Q97337207;Campaigns of Ptolemy I Soter in Phoenicia;both
Q4200795;Campanha indiana de Alexandre;both
Q106673743;Roman campaigns in Caucasian Albania;both
Q3651752;Odaenathus' Sasanian campaigns;both
Q4538449;Intervenção japonesa na Sibéria;both
Q108612847;Hundred Years' War (1345–1347);both
Q97199989;Campaigns of Antiochus II Theos in the Propontis region;both
Q97184241;Campaign of Cleonymus in Southern Italy;both
Q3651755;Shapur I's Syrio-Mesopotamian campaign;both
Q119167695;Montenegro Campaign;both
Q5037061;Abbas I's Kakhetian and Kartlian campaigns;both
Q104844446;Antony's campaign against Armenia;both
Q119166728;Mediterranean campaign of 1572;both
Q118946488;Ottoman campaign against Abkhazia;both
Q97186072;Campaign of Ptolemy IX Soter in Palestine;both
Q119840749;Afghan Turkestan Campaign of 1838-39;both
Q97181879;Campaign of Thibron in Cyrenaica;both
Q96657294;Feminism in Israel;both
Q4685618;Campanha do Adriático (Segunda Guerra Mundial);both
Q3651757;Constantius II's Suebo-Sarmatian campaign;both
Q4311065;Rus raid on Barda;both
Q51649;Primeira Cruzada;both
Q8740;Guerra do Vietnã;both
Q8683;Guerra Fria;both
Q111210847;Kairouan Offensive;both
Q23899364;Northwestern Europe Campaign;both
Q22687600;Bugha al-Kabir's campaign in Najd;both
Q21235417;Gallic campaigns of Valentinian I;both
Q30717015;Rhine campaign of 1713;both
Q28000774;Drusus' campaigns;both
Q24931837;Alexander Nevsky's Lithuanian campaign;both
Q48997861;Frankish campaign against the Thuringians;both
Q56882012;Northern France Campaign;both
Q44812560;Campanha no leste da Síria;both
Q43081512;Mediterranean campaign of 1793–1796;both
Q28717501;Marwan ibn Muhammad's Caucasian campaign;both
Q25543335;Georgian campaign against the Eldiguzids;both
Q56356473;Ivan Sirko's campaigns against the Crimean Khanate and the Ottoman Empire;both
Q28169752;Campanha Safávida de 1554–1555;both
Q30936714;Campanha do Uruguai;both
Q23039086;Indian campaign of Ahmad Shah Durrani;both
Q21658275;Italian campaign of 663;both
Q125856086;Siege of Battleford;both
Q125945400;Siege of Melun;both
Q125998118;Cerco de Colombo;both
Q125768372;Sieges of Tranquebar;both
Q132645295;Ardashir I's Siege of Hatra;both
Q133270602;Siege of Syracuse;both
Q125759097;Siege of Akka;both
Q132798136;Siege of Kandahar;both
Q125662613;Siege of Dansborg;both
Q132674932;Siege of Dura-Europos;both
Q125635708;Willem Leyel's Siege of Dansborg;both
Q125945398;Siege of Tripoli;both
Q125846804;Siege of Constantine;both
Q133235924;Siege of Yerevan;both
Q121754881;Campanha de Porto Calvo;both
Q123232747;Thuwaini Al-Saadoun campaign (1797);both
Q120262231;Caligula's German-British campaigns;both
Q124056308;Siege of Margat;both
Q123481777;Military campaigns of Tigranes the Great;both
Q123997942;Siege of Córdoba;both
Q124024560;Mediterranean campaign of 1552;both
Q121283170;Durrani Campaign to Khorasan;both
Q123279245;Operação Encore;both
Q126489113;Siege of Copenhagen;both
Q126372137;Cerco de Lisboa (1109);both
Q126284860;Siege of Durham;both
Q126454315;Siege of Lindholmen;both
Q126164296;Siege of Hulst;both
Q3651736;Gallic campaigns of Julian;both
Q3651739;German and Sarmatian campaigns of Constantine;both
Q5452886;March from Antioch to Jerusalem during the First Crusade;both
Q5403538;Ethiopian Christmas Offensive;both
Q129059100;The scene of the Apennine Peninsula in the Pyrrhic War;both
Q126923255;Temryuk's campaign in Ingushetia;both
Q126009463;Gedrosian campaign;both
Q130493316;Cuanza River Campaign;both
Q125843671;Frederick Henry's Meuse campaign;both
Q6864674;Conquista Ming de Yunnan;both
Q130564499;Kara Mahmud's campaign against Venice;both
Q130425978;Apache Campaign;both
Q130377497;Bedir Khan Beg's campaign against the Assyrians;both
Q6093105;Campanha Italiana de 1524-1525;both
Q124842643;Al-Abbas’s campaign in Ifriqiya;both
Q130256817;Safavid capture of Mesopotamia;both
Q129641536;Heraclius Caucasus campaign;both
Q127393271;Bavarian campaign;both
Q130564623;Kanishka's Central Asian campaign;both
Q130377423;Filips van Zuylen's campaign agaisnt Luanda;both
Q5653755;Harald Fairhair's campaign in Götaland;both
Q124353303;Ardashir I's Kerman campaign;both
Q131620690;Portuguese campaign in Mozambique;both
Q131440821;Almoravid campaign in Central Iberia;both
Q6102278;Nakhchivan campaign;both
Q126392615;Campaign of the Chersonese;both
Q5518567;Campanha galega de 1384;both
Q5742664;Pyrrhus' campaign in Sicily;both
Q124958231;Syrian front in the War of Attrition;both
Q126910484;Conquests of Inal the Great;both
Q124353572;Ardashir I's Southern Iran campaigns;both
Q5452877;Desert Campaign;both
Q125288727;Egyptian intervention in the Crimean War;both
Q3651746;Palmyrene War;both
Q3651745;First Mesopotamian campaign of Ardashir I;both
Q3651743;Campanha britânica de Quinto Lólio Úrbico;both
Q106773425;Siege of Oran;both
Q1616830;Northern Moravia witch trials;both
Q6689886;Louviers possessions;both
Q124625188;Capture of Roermond;both
Q125131707;Siege of Nedroma;both
Q124619309;Siege of La Capelle;both
Q124661429;Siege of Tripoli;both
Q124639433;Siege of Graciosa;both
Q124655726;Siege of Hormuz;both
Q131626888;Almohad campaign against Castile;both
Q124966580;Siege of Nauplia;both
Q125179006;Siege of Van;both
Q124260231;Fall of Sis;both
Q124936526;Siege of Lahore;both
Q124812424;Siege of Giurgiu;both
Q132573508;Campaigns of Jamal ad-Din II;both
Q131766051;Campaign of Hannibal Barca against the Vaccaei;both
Q125146296;Siege of Tlemcen;both
Q125178970;Siege of Courtrai;both
Q124619198;Siege of Le Catelet;both
Q125045173;Siege of Carmona;both
Q125188437;Siege of Mayyāfāriqīn;both
Q125030404;Assault on Yelets;both
Q125178969;Siege of Girona;both
Q124118369;Siege of Rumkale;both
Q124304483;Siege of Naqada;both
Q124619157;Siege of Hirson;both
Q131742771;Siege of Breme;both
Q131676300;Siege of Aït-Yacoub;both
Q132452152;Siege of Aiginion;both
Q131753582;Siege of Monção;both
Q131632226;Siege of Cannanore;both
Q131654555;Siege of Bibrax;both
Q131522059;Siege of Zovk;both
Q131934896;Siege of Benambre;both
Q131388126;Siege of 's-Hertogenbosch;both
Q131765071;Siege of Asilah;both
Q131986061;Siege of Loja;both
Q132126510;Siege of Nisibis;both
Q131612122;Siege of Sergiopolis;both
Q131521135;Siege of Balkh;both
Q132175133;Siege of Nishapur;both
Q130803619;Siege of Nymburk;both
Q130803620;Siege of Nymburk;both
Q131564123;Siege of Aornos;both
Q132615889;Siege of Modon (1770);both
Q131325158;Siege of Herat;both
Q131359760;Siege of Antioch;both
Q131986060;Siege of Setenil de las Bodegas;both
Q131753579;Siege of Chaul;both
Q132156622;Siege of Hulst;both
Q132555025;Siege of Baghdad;both
Q132602879;Siege of of Ray;both
Q158287;Plano Azul;both
Q323772;Donbass Strategic Offensive (August 1943);both
Q125498707;Siege of Mount Tabor;both
Q2935356;Octavian's military campaigns in Illyricum;both
Q2935401;French naval campaign of 1691;both
Q2935407;Sudan campaign;both
Q2081422;Campanha alemã em Angola;both
Q2935422;Ottoman campaign against Hormuz;both
Q3062447;Expeditions of Perdiccas II of Macedon agaist the Lyncestians;both
Q125591002;Siege of Harem;both
Q125545451;Siege of Dansborg;both
Q125590959;Siege of Bilbeis;both
Q2236255;Maurice's campaign of 1591;both
Q125503841;Siege of Ascalon;both
Q2994973;Campanha do Camboja;both
Q2489794;Expedição de Price ao Missouri;both
Q2079072;Mahdia campaign of 1087;both
Q125523213;Siege of Al-Rahba;both
Q2156895;Campanha de Bornéu;both
Q125470166;Siege of Enna;both
Q125407221;Siege of Lohkot;both
Q125481232;Siege of Toron;both
Q920894;Primeira Guerra de Independência Italiana;both
Q23701420;Aleppo Offensive (April 2016);both
Q2001082;Intervenção dos Aliados na Guerra Civil Russa;both
Q132891063;Rögnvald Kali's Crusade;both
Q658598;Intervenção na Sibéria;both
Q23701421;Ofensiva de Manbij;both
Q55603431;Ajlun offensive;both
Q244932;Conflito fronteiriço sino-soviético;both
Q56307684;Smara-Tifariti Offensive;both
Q1072889;Independência do Chile;both
Q20181734;Pyrenees Offensive;both
Q3651726;Carus and Numerian's Sasanian campaign;both
Q3650934;Caucasian campaign of Pompey;both
Q3651727;Sasanian campaign of Gordian III;both
Q3651725;Sassanid campaign of Severus Alexander;both
Q3354964;Venetian campaigns in Val Vestino;both
Q113903781;Almohad campaign against Portugal;both
Q115805308;Cilicia Campaign of Kaykaus I;both
Q111207695;Andalusian Campaign (1285);both
Q113627918;West Indies Campaign;both
Q110425892;1399–1400 Arab Iraq, Khuzestan and Baghdad campaign;both
Q118905716;British campaign in the Caribbean;both
Q111914693;Georgian campaign;both
Q111207694;Marinid campaign in Andalusia;both
Q114314710;Campaign of Tahmasp I;both
Q111207699;Campaign of Chlef;both
Q110425929;Syrian campaign;both
Q116785120;Euskadi Ta Askatasuna campaign;both
Q113554910;Zengid campaign against Antioch;both
Q51654;Segunda Cruzada;both
Q134376295;Ottoman campaign in the North Caucasus;both
Q22948406;Conflito iraniano-saudita;both
Q3778623;Guerra dos Três Henriques;both
Q28704246;Russian–Ukrainian church war;both
Q101792505;Iran–Turkey proxy conflict;both
Q135556627;Hafsid campaign in Kairouan and Sousse;both
Q134608197;Campaigns of Abu Zakariya Yahya;both
Q847851;Cruzada Norueguesa;both
Q20949098;Bosnian Crusade;both
Q132717587;Durrani Campaign to Khorasan;both
Q135117089;Aq Qoyunlu campaign;both
Q135938473;Campaign of the Sultanates;both
Q133842687;Second Mesopotamian campaign of Ardashir I;both
Q85820774;Burgundian Expedition on the Danube;both
Q134376006;Edessa Campaigns;both
Q134068917;Nils Bielke's Campaign Against the Ottoman Empire;both
Q135111709;Mu'awiya I's Southern Campaigns;both
Q20640745;Bona crusade;both
Q135397374;Ghaznavid campaigns in Persia;both
Q683635;Cruzada Vêndica;both
Q116804235;Convoy P 512;both
Q116804238;Convoy P 614;both
Q116804239;Convoy SO 002;both
Q116804236;Convoy P 604;both
Q116804241;Convoy SO 003;both
Q116804347;Convoy 2023;both
Q116804344;Convoy 2022;both
Q116804345;Convoy 2012;both
Q116804350;Convoy 2052;both
Q116804351;Convoy 2063;both
Q116804348;Convoy 2032;both
Q116804354;Convoy 2082;both
Q116804353;Convoy 2082;both
Q116804358;Convoy 2121;both
Q116804356;Convoy 2092;both
Q116804357;Convoy 2112;both
Q116804362;Convoy 2152;both
Q116804360;Convoy 2152;both
Q116804366;Convoy 2212;both
Q116804364;Convoy 2194;both
Q116804365;Convoy 2202;both
Q116804371;Convoy 2252;both
Q116804368;Convoy 2222;both
Q116804369;Convoy 2252;both
Q116804374;Convoy 2272;both
Q116804375;Convoy 2274;both
Q116804372;Convoy 2262;both
Q116804378;Convoy 2312;both
Q116804377;Convoy 2302;both
Q116804330;Rabaul to Palau Convoy;both
Q116804328;Rabaul to Palau Convoy;both
Q116804329;Rabaul to Palau Convoy;both
Q116804335;Rabaul to Palau Convoy;both
Q116804332;Rabaul to Palau Convoy;both
Q116804333;Rabaul to Palau Convoy;both
Q116804339;Rabaul to Palau Convoy;both
Q116804336;Rabaul to Palau Convoy;both
Q116804337;Rabaul to Palau Convoy;both
Q116804340;Rabaul to Palau Convoy;both
Q116804341;Rabaul to Palau Convoy;both
Q116804242;Convoy SO 105;both
Q116804246;Convoy SO 404;both
Q116804244;Convoy SO 105;both
Q116804245;Convoy SO 205;both
Q116804250;Convoy SO 505;both
Q116804248;Convoy SO 406;both
Q116804249;Convoy SO 504;both
Q116804255;Convoy SO 705;both
Q116804252;Convoy SO 604;both
Q116804253;Convoy SO 626;both
