iso3;year;immigrants;emigrants
ISL;2024;98818.0;23326.0
ISR;1990;1622505.0;263368.0
ISR;1995;1781111.0;321435.0
ISR;2000;1838155.0;290092.0
ISR;2005;1881017.0;297140.0
ISR;2010;1953214.0;300419.0
ISR;2015;2019891.0;301155.0
ISR;2020;2068830.0;312533.0
ISR;2024;2091569.0;324804.0
ITA;1990;1529367.0;3354372.0
ITA;1995;1810642.0;3154012.0
ITA;2000;2143259.0;2998648.0
ITA;2005;3285903.0;2751018.0
ITA;2010;4719233.0;2666862.0
ITA;2015;5506199.0;2756727.0
ITA;2020;6223851.0;2886481.0
ITA;2024;6553671.0;2941444.0
JAM;1990;20475.0;611422.0
JAM;1995;22713.0;811937.0
JAM;2000;24952.0;833377.0
JAM;2005;24284.0;895828.0
JAM;2010;23677.0;1005109.0
JAM;2015;23165.0;1084528.0
JAM;2020;23629.0;1175941.0
JAM;2024;24007.0;1248512.0
JOR;1990;1131529.0;265920.0
JOR;1995;1511664.0;292015.0
JOR;2000;1834160.0;324675.0
JOR;2005;2229368.0;384315.0
JOR;2010;3723368.0;486197.0
JOR;2015;4386976.0;582220.0
JOR;2020;4940142.0;609679.0
JOR;2024;5280168.0;659204.0
JPN;1990;1050475.0;710783.0
JPN;1995;1331094.0;911486.0
JPN;2000;1651869.0;846780.0
JPN;2005;1976528.0;864518.0
JPN;2010;2161780.0;909212.0
JPN;2015;2577487.0;943736.0
JPN;2020;3289042.0;926826.0
JPN;2024;3409529.0;1008173.0
KAZ;1990;3289058.0;3178221.0
KAZ;1995;2259955.0;3270367.0
KAZ;2000;1733374.0;3407178.0
KAZ;2005;1845637.0;3648310.0
KAZ;2010;1856870.0;3753542.0
KAZ;2015;1919920.0;3348874.0
KAZ;2020;1990268.0;3029566.0
KAZ;2024;2089797.0;2796572.0
KEN;1990;298089.0;238008.0
KEN;1995;618745.0;249228.0
KEN;2000;707852.0;296430.0
KEN;2005;773354.0;346666.0
KEN;2010;954925.0;390142.0
KEN;2015;1126886.0;452369.0
KEN;2020;1050147.0;483045.0
KEN;2024;992536.0;540466.0
KGZ;1990;623083.0;606963.0
KGZ;1995;518338.0;600786.0
KGZ;2000;389824.0;590619.0
KGZ;2005;309399.0;663215.0
KGZ;2010;232065.0;713989.0
KGZ;2015;204382.0;641517.0
KGZ;2020;199011.0;584710.0
KGZ;2024;194816.0;540573.0
KHM;1990;38375.0;261096.0
KHM;1995;92230.0;282803.0
KHM;2000;146085.0;316497.0
KHM;2005;114096.0;455076.0
KHM;2010;82028.0;613439.0
KHM;2015;73962.0;674059.0
KHM;2020;79341.0;726096.0
KHM;2024;83925.0;778793.0
KIR;1990;2162.0;3919.0
KIR;1995;2223.0;3882.0
KIR;2000;2283.0;3819.0
KIR;2005;2487.0;3783.0
KIR;2010;2868.0;3344.0
KIR;2015;2919.0;4086.0
KIR;2020;3126.0;5053.0
KIR;2024;3302.0;6306.0
KNA;1990;3210.0;9854.0
KNA;1995;4248.0;10825.0
KNA;2000;5871.0;11826.0
KNA;2005;6682.0;12011.0
KNA;2010;7245.0;11543.0
KNA;2015;7443.0;12179.0
KNA;2020;7725.0;13154.0
KNA;2024;7958.0;13872.0
KOR;1990;18499.0;1744465.0
KOR;1995;52719.0;1812749.0
KOR;2000;144426.0;1897540.0
KOR;2005;231744.0;2001950.0
KOR;2010;566098.0;2164782.0
KOR;2015;1312172.0;2162256.0
KOR;2020;1723389.0;2038995.0
KOR;2024;1811507.0;2030473.0
KWT;1990;1056143.0;64245.0
KWT;1995;935152.0;70228.0
KWT;2000;1116932.0;79931.0
KWT;2005;1353949.0;87761.0
KWT;2010;1871827.0;117370.0
KWT;2015;2610785.0;134398.0
KWT;2020;3030731.0;149927.0
KWT;2024;3323191.0;167850.0
LAO;1990;22866.0;311756.0
LAO;1995;23526.0;359736.0
LAO;2000;21948.0;363370.0
LAO;2005;20371.0;471052.0
LAO;2010;32955.0;563709.0
LAO;2015;45538.0;598860.0
LAO;2020;48731.0;609093.0
LAO;2024;51446.0;660258.0
LBN;1990;424488.0;408352.0
LBN;1995;466437.0;415740.0
LBN;2000;514836.0;467495.0
LBN;2005;553850.0;493327.0
LBN;2010;625884.0;550096.0
LBN;2015;1763717.0;594974.0
LBN;2020;1586346.0;631071.0
LBN;2024;1422583.0;681720.0
LBR;1990;94964.0;539145.0
LBR;1995;208563.0;562699.0
LBR;2000;151868.0;270603.0
LBR;2005;87217.0;349718.0
LBR;2010;99165.0;186132.0
LBR;2015;112111.0;150490.0
LBR;2020;87947.0;147341.0
LBR;2024;72423.0;145919.0
LBY;1990;457075.0;78841.0
LBY;1995;508041.0;81041.0
LBY;2000;567436.0;80451.0
LBY;2005;625412.0;81361.0
LBY;2010;687192.0;99826.0
LBY;2015;771146.0;119270.0
LBY;2020;826537.0;145103.0
LBY;2024;897751.0;156874.0
LCA;1990;5305.0;14018.0
LCA;1995;7155.0;15676.0
LCA;2000;9871.0;17419.0
LCA;2005;9839.0;17110.0
LCA;2010;9050.0;17985.0
LCA;2015;8673.0;19620.0
LCA;2020;8338.0;20127.0
LCA;2024;8079.0;21706.0
LIE;1990;10906.0;22.0
LIE;1995;13311.0;28.0
LIE;2000;15483.0;52.0
LIE;2005;18898.0;154.0
LIE;2010;22342.0;264.0
LIE;2015;23799.0;293.0
LIE;2020;25877.0;314.0
LIE;2024;27669.0;346.0
LKA;1990;41561.0;843476.0
LKA;1995;40841.0;721651.0
LKA;2000;40132.0;786520.0
LKA;2005;39526.0;910507.0
LKA;2010;38959.0;1108466.0
LKA;2015;39706.0;1246445.0
LKA;2020;40254.0;1409777.0
LKA;2024;40698.0;1492103.0
LSO;1990;8240.0;130251.0
LSO;1995;7204.0;122192.0
LSO;2000;6167.0;121214.0
LSO;2005;6290.0;138931.0
LSO;2010;6414.0;161987.0
LSO;2015;9152.0;191588.0
LSO;2020;12060.0;224803.0
LSO;2024;15039.0;246938.0
LTU;1990;349258.0;343671.0
LTU;1995;273587.0;313225.0
LTU;2000;214311.0;287335.0
LTU;2005;201209.0;278878.0
LTU;2010;160772.0;354264.0
LTU;2015;136021.0;409441.0
LTU;2020;145184.0;437638.0
LTU;2024;175194.0;459268.0
LUX;1990;113795.0;27725.0
LUX;1995;126106.0;29087.0
LUX;2000;139750.0;30943.0
LUX;2005;150618.0;33941.0
LUX;2010;163142.0;36675.0
LUX;2015;248888.0;41099.0
LUX;2020;298062.0;43235.0
LUX;2024;344309.0;61859.0
LVA;1990;646007.0;181952.0
LVA;1995;538093.0;186182.0
LVA;2000;430178.0;184708.0
LVA;2005;376725.0;183414.0
LVA;2010;313786.0;183282.0
LVA;2015;265418.0;175523.0
LVA;2020;239422.0;166868.0
LVA;2024;220471.0;161014.0
MAC;1990;205047.0;73961.0
MAC;1995;224929.0;79787.0
MAC;2000;240791.0;86316.0
MAC;2005;279308.0;93169.0
MAC;2010;318506.0;101050.0
MAC;2015;376066.0;116399.0
MAC;2020;403490.0;139129.0
MAC;2024;426862.0;149247.0
MAF;1990;0.0;
MAF;1995;0.0;
MAF;2000;0.0;
MAF;2005;0.0;
MAF;2010;0.0;
MAF;2015;0.0;
MAF;2020;0.0;
MAF;2024;0.0;
MAR;1990;54895.0;1297857.0
MAR;1995;50360.0;1506124.0
MAR;2000;53034.0;1756024.0
MAR;2005;56222.0;2291145.0
MAR;2010;71189.0;2733747.0
MAR;2015;92424.0;2907733.0
MAR;2020;102358.0;3293170.0
MAR;2024;111069.0;3627829.0
MCO;1990;20359.0;15534.0
MCO;1995;21060.0;15692.0
MCO;2000;21787.0;16367.0
MCO;2005;21312.0;19616.0
MCO;2010;21132.0;26148.0
MCO;2015;25983.0;28636.0
MCO;2020;26601.0;33812.0
MCO;2024;27106.0;36682.0
MDA;1990;533397.0;634901.0
MDA;1995;365099.0;606003.0
MDA;2000;250134.0;563893.0
MDA;2005;174263.0;628876.0
MDA;2010;132386.0;717352.0
MDA;2015;101730.0;745934.0
MDA;2020;77291.0;812653.0
MDA;2024;188207.0;864257.0
MDG;1990;23917.0;82170.0
MDG;1995;21177.0;98560.0
MDG;2000;23541.0;119159.0
MDG;2005;26058.0;143188.0
MDG;2010;28905.0;156279.0
MDG;2015;32075.0;175803.0
MDG;2020;35563.0;196997.0
MDG;2024;38625.0;212455.0
MDV;1990;8689.0;1685.0
MDV;1995;18510.0;1092.0
MDV;2000;27092.0;824.0
MDV;2005;45045.0;1432.0
MDV;2010;54659.0;2624.0
MDV;2015;64273.0;2694.0
MDV;2020;70079.0;2703.0
MDV;2024;75099.0;2773.0
MEX;1990;701513.0;4588874.0
MEX;1995;458051.0;7165639.0
MEX;2000;526172.0;9367663.0
MEX;2005;701803.0;11329536.0
MEX;2010;957593.0;12108928.0
MEX;2015;1088731.0;12184226.0
MEX;2020;1335154.0;11452717.0
MEX;2024;1726089.0;11596529.0
MHL;1990;1158.0;314.0
MHL;1995;1480.0;385.0
MHL;2000;1891.0;468.0
MHL;2005;2417.0;435.0
MHL;2010;3089.0;379.0
MHL;2015;3284.0;379.0
MHL;2020;3298.0;387.0
MHL;2024;3309.0;400.0
MKD;1990;95142.0;398374.0
MKD;1995;109343.0;411470.0
MKD;2000;125665.0;424184.0
MKD;2005;127667.0;428969.0
MKD;2010;129701.0;430535.0
MKD;2015;130730.0;437223.0
MKD;2020;131311.0;485263.0
MKD;2024;150902.0;534616.0
MLI;1990;160736.0;587626.0
MLI;1995;176187.0;743318.0
MLI;2000;189475.0;706904.0
MLI;2005;258630.0;822077.0
MLI;2010;341078.0;897610.0
MLI;2015;420504.0;1117148.0
MLI;2020;485829.0;1200058.0
MLI;2024;545323.0;1292519.0
MLT;1990;15077.0;66353.0
MLT;1995;17740.0;67484.0
MLT;2000;21521.0;64124.0
MLT;2005;24560.0;61981.0
MLT;2010;33008.0;58858.0
MLT;2015;52642.0;54505.0
MLT;2020;114760.0;49061.0
MLT;2024;199466.0;43940.0
MMR;1990;133545.0;529164.0
MMR;1995;113663.0;530678.0
MMR;2000;98011.0;671239.0
MMR;2005;83025.0;1254165.0
MMR;2010;76414.0;2129897.0
MMR;2015;73309.0;2517411.0
MMR;2020;76446.0;3611603.0
MMR;2024;79052.0;4320462.0
MNE;1990;73743.0;108639.0
MNE;1995;73743.0;106877.0
MNE;2000;73743.0;102948.0
MNE;2005;73743.0;98615.0
MNE;2010;78512.0;100961.0
MNE;2015;71719.0;102965.0
MNE;2020;70999.0;94731.0
MNE;2024;92237.0;90678.0
MNG;1990;6718.0;71033.0
MNG;1995;7424.0;79613.0
MNG;2000;8206.0;88244.0
MNG;2005;11477.0;98174.0
MNG;2010;16062.0;114217.0
MNG;2015;19886.0;124542.0
MNG;2020;21345.0;153554.0
MNG;2024;22589.0;175596.0
MNP;1990;26593.0;2229.0
MNP;1995;32376.0;2359.0
MNP;2000;40122.0;2480.0
MNP;2005;37542.0;2549.0
MNP;2010;24168.0;2542.0
MNP;2015;21648.0;2532.0
MNP;2020;21843.0;2664.0
MNP;2024;22000.0;2779.0
MOZ;1990;122332.0;1989048.0
MOZ;1995;168256.0;761443.0
MOZ;2000;195702.0;650229.0
MOZ;2005;268694.0;641039.0
MOZ;2010;306471.0;655516.0
MOZ;2015;321794.0;671672.0
MOZ;2020;338850.0;689058.0
MOZ;2024;353143.0;702796.0
MRT;1990;111650.0;111270.0
MRT;1995;89562.0;127054.0
MRT;2000;57366.0;81064.0
MRT;2005;58211.0;69192.0
MRT;2010;84920.0;73350.0
MRT;2015;166552.0;73527.0
MRT;2020;182286.0;86409.0
MRT;2024;195937.0;91705.0
MSR;1990;2013.0;2006.0
MSR;1995;1612.0;2272.0
MSR;2000;1211.0;2575.0
MSR;2005;1244.0;2791.0
MSR;2010;1291.0;2993.0
MSR;2015;1351.0;3134.0
MSR;2020;1379.0;3239.0
MSR;2024;1402.0;3341.0
MTQ;1990;38705.0;10837.0
MTQ;1995;46599.0;12302.0
MTQ;2000;54492.0;13801.0
MTQ;2005;57034.0;13941.0
MTQ;2010;59575.0;14145.0
MTQ;2015;69174.0;12097.0
MTQ;2020;68624.0;12498.0
MTQ;2024;68187.0;12893.0
MUS;1990;3613.0;64202.0
MUS;1995;7493.0;72122.0
MUS;2000;15543.0;77904.0
MUS;2005;19647.0;88522.0
MUS;2010;24836.0;102296.0
MUS;2015;28585.0;109779.0
MUS;2020;28893.0;112089.0
MUS;2024;29142.0;114314.0
MWI;1990;1127724.0;138206.0
MWI;1995;241624.0;134253.0
MWI;2000;232620.0;167695.0
MWI;2005;221661.0;216125.0
MWI;2010;217722.0;259343.0
MWI;2015;197328.0;307175.0
MWI;2020;191362.0;372914.0
MWI;2024;186719.0;427573.0
MYS;1990;1027572.0;663690.0
MYS;1995;1312828.0;891900.0
MYS;2000;1613819.0;1165408.0
MYS;2005;2174308.0;1283218.0
MYS;2010;3086876.0;1647051.0
MYS;2015;3513497.0;1916776.0
MYS;2020;3718696.0;2118942.0
MYS;2024;3806514.0;2433875.0
MYT;1990;15229.0;1835.0
MYT;1995;26316.0;3937.0
MYT;2000;45474.0;6214.0
MYT;2005;63176.0;6468.0
MYT;2010;72757.0;6336.0
MYT;2015;81386.0;6545.0
MYT;2020;111540.0;6767.0
MYT;2024;143528.0;6960.0
NAM;1990;120641.0;45857.0
NAM;1995;115372.0;36999.0
NAM;2000;135547.0;44921.0
NAM;2005;107347.0;47680.0
NAM;2010;103826.0;45530.0
NAM;2015;101618.0;43728.0
NAM;2020;109391.0;42223.0
NAM;2024;116035.0;40371.0
NCL;1990;37673.0;3957.0
NCL;1995;43662.0;4324.0
NCL;2000;49651.0;4675.0
NCL;2005;55405.0;4971.0
NCL;2010;61158.0;5055.0
NCL;2015;68881.0;5112.0
NCL;2020;73141.0;5097.0
NCL;2024;76738.0;5082.0
NER;1990;115464.0;162733.0
NER;1995;145999.0;189413.0
NER;2000;122260.0;219232.0
NER;2005;124509.0;317174.0
NER;2010;126482.0;350773.0
NER;2015;252998.0;390945.0
NER;2020;348056.0;416964.0
NER;2024;449236.0;439378.0
NGA;1990;456621.0;394107.0
NGA;1995;462999.0;467021.0
NGA;2000;487882.0;542140.0
NGA;2005;969714.0;763991.0
NGA;2010;990494.0;978678.0
NGA;2015;1199115.0;1359519.0
NGA;2020;1308568.0;1768444.0
NGA;2024;1403281.0;2094265.0
NIC;1990;41421.0;445757.0
NIC;1995;26619.0;487148.0
NIC;2000;30389.0;494067.0
NIC;2005;34919.0;545324.0
NIC;2010;37345.0;609093.0
NIC;2015;40261.0;633892.0
NIC;2020;42167.0;749552.0
NIC;2024;43757.0;905251.0
NIU;1990;461.0;5640.0
NIU;1995;480.0;5673.0
NIU;2000;498.0;5870.0
NIU;2005;522.0;5554.0
NIU;2010;589.0;5231.0
NIU;2015;588.0;5059.0
NIU;2020;588.0;4968.0
NIU;2024;588.0;4955.0
NLD;1990;1194306.0;482951.0
NLD;1995;1397371.0;500299.0
NLD;2000;1584638.0;515256.0
NLD;2005;1735632.0;560613.0
NLD;2010;1850649.0;597525.0
NLD;2015;2024059.0;594329.0
NLD;2020;2425521.0;599736.0
NLD;2024;2956518.0;631391.0
NOR;1990;192587.0;88450.0
NOR;1995;233302.0;84525.0
NOR;2000;292440.0;87049.0
NOR;2005;361144.0;94553.0
NOR;2010;524601.0;98853.0
NOR;2015;746375.0;101769.0
NOR;2020;852238.0;110143.0
NOR;2024;1012404.0;120891.0
NPL;1990;429974.0;523915.0
NPL;1995;690225.0;602711.0
NPL;2000;717900.0;707896.0
NPL;2005;680729.0;1056250.0
NPL;2010;581889.0;1402556.0
NPL;2015;509471.0;2112726.0
NPL;2020;487564.0;2357848.0
NPL;2024;470719.0;2637195.0
NRU;1990;2815.0;1370.0
NRU;1995;2605.0;1482.0
NRU;2000;2394.0;1565.0
NRU;2005;2253.0;1836.0
NRU;2010;906.0;2092.0
NRU;2015;1833.0;2196.0
NRU;2020;2201.0;2345.0
NRU;2024;2548.0;2484.0
NZL;1990;526369.0;329134.0
NZL;1995;594911.0;381056.0
NZL;2000;685966.0;454340.0
NZL;2005;855017.0;518239.0
NZL;2010;956982.0;620805.0
NZL;2015;1132201.0;675441.0
NZL;2020;1343900.0;679479.0
NZL;2024;1467989.0;679772.0
OMN;1990;526784.0;10920.0
OMN;1995;538639.0;10800.0
OMN;2000;550760.0;10898.0
OMN;2005;608416.0;13313.0
OMN;2010;803387.0;14009.0
OMN;2015;1827972.0;15667.0
OMN;2020;1766142.0;16877.0
OMN;2024;2283366.0;17095.0
PAK;1990;6208204.0;3131865.0
PAK;1995;3669308.0;3116501.0
PAK;2000;4181912.0;3272459.0
PAK;2005;3174558.0;3715061.0
PAK;2010;3943681.0;4684523.0
PAK;2015;3506520.0;6190815.0
PAK;2020;3276580.0;6372467.0
PAK;2024;4175958.0;6915057.0
PAN;1990;62744.0;144087.0
PAN;1995;70848.0;131983.0
PAN;2000;83410.0;166111.0
PAN;2005;109461.0;167840.0
PAN;2010;157788.0;173244.0
PAN;2015;184710.0;177743.0
PAN;2020;313165.0;179794.0
PAN;2024;477749.0;194816.0
PER;1990;48985.0;302008.0
PER;1995;56831.0;478308.0
PER;2000;66103.0;634278.0
PER;2005;77195.0;914622.0
PER;2010;102662.0;1231719.0
PER;2015;152562.0;1314688.0
PER;2020;1184762.0;1460493.0
PER;2024;1837219.0;1672482.0
PHL;1990;134600.0;2167140.0
PHL;1995;145980.0;2736078.0
PHL;2000;157361.0;3310102.0
PHL;2005;168741.0;3925727.0
PHL;2010;178147.0;4941994.0
PHL;2015;131897.0;6000348.0
PHL;2020;87212.0;6461086.0
PHL;2024;87212.0;6988383.0
PLW;1990;2801.0;2951.0
PLW;1995;4749.0;2835.0
PLW;2000;6310.0;2804.0
PLW;2005;6043.0;2816.0
PLW;2010;5490.0;2554.0
PLW;2015;4937.0;2490.0
PLW;2020;5088.0;2582.0
PLW;2024;5212.0;2674.0
PNG;1990;33710.0;26144.0
PNG;1995;33526.0;27421.0
PNG;2000;26304.0;26811.0
PNG;2005;29971.0;27858.0
PNG;2010;30425.0;30830.0
PNG;2015;30940.0;34339.0
PNG;2020;31068.0;34471.0
PNG;2024;31171.0;35050.0
POL;1990;1127393.0;2317607.0
POL;1995;963028.0;2546193.0
POL;2000;822627.0;2502866.0
POL;2005;724887.0;2798776.0
POL;2010;649114.0;3673715.0
POL;2015;683663.0;4154666.0
POL;2020;738099.0;4365879.0
POL;2024;1739901.0;4572613.0
PRI;1990;321909.0;922587.0
PRI;1995;338067.0;1043769.0
PRI;2000;355038.0;1181295.0
PRI;2005;352144.0;1357565.0
PRI;2010;304969.0;1554887.0
PRI;2015;280494.0;1708615.0
PRI;2020;247132.0;1886872.0
PRI;2024;223323.0;1948223.0
PRK;1990;34103.0;31450.0
PRK;1995;35143.0;33120.0
PRK;2000;36183.0;34814.0
PRK;2005;40097.0;39887.0
PRK;2010;44010.0;49563.0
PRK;2015;48458.0;56701.0
PRK;2020;49549.0;50879.0
PRK;2024;50439.0;46379.0
PRT;1990;435782.0;1589830.0
PRT;1995;532822.0;1540545.0
PRT;2000;651472.0;1554095.0
PRT;2005;771184.0;1622764.0
PRT;2010;762825.0;1727839.0
PRT;2015;864814.0;1801647.0
PRT;2020;1001963.0;1729500.0
PRT;2024;1127184.0;1799179.0
PRY;1990;195884.0;321268.0
PRY;1995;186570.0;341859.0
PRY;2000;176608.0;364636.0
PRY;2005;168243.0;476193.0
PRY;2010;160299.0;681322.0
PRY;2015;156462.0;674976.0
PRY;2020;169567.0;708390.0
PRY;2024;180837.0;746362.0
PSE;1990;288332.0;1824634.0
PSE;1995;281767.0;2368382.0
PSE;2000;275202.0;2851675.0
PSE;2005;274520.0;3445320.0
PSE;2010;273840.0;3493678.0
PSE;2015;273163.0;3797793.0
PSE;2020;272784.0;4072904.0
PSE;2024;272481.0;4233248.0
PYF;1990;25830.0;3056.0
PYF;1995;28360.0;3544.0
PYF;2000;30329.0;4080.0
PYF;2005;32286.0;2549.0
PYF;2010;31640.0;1312.0
PYF;2015;30058.0;1674.0
PYF;2020;30081.0;1915.0
PYF;2024;30099.0;2008.0
QAT;1990;215508.0;11435.0
QAT;1995;307661.0;11463.0
QAT;2000;439215.0;11605.0
QAT;2005;643000.0;13249.0
QAT;2010;1409000.0;15397.0
QAT;2015;2090000.0;16605.0
QAT;2020;2182000.0;18513.0
QAT;2024;2337000.0;19821.0
REU;1990;57210.0;3903.0
REU;1995;77159.0;3639.0
REU;2000;100678.0;3078.0
REU;2005;115076.0;2624.0
REU;2010;123029.0;2425.0
REU;2015;127209.0;2364.0
REU;2020;131769.0;2336.0
REU;2024;135534.0;2357.0
ROU;1990;135745.0;957791.0
ROU;1995;134970.0;1142520.0
ROU;2000;134204.0;1226172.0
ROU;2005;139430.0;1960907.0
ROU;2010;148107.0;2979844.0
ROU;2015;212560.0;3535273.0
ROU;2020;338734.0;4191022.0
ROU;2024;655579.0;4583819.0
RUS;1990;11524948.0;12427364.0
RUS;1995;11928927.0;10281407.0
RUS;2000;11900297.0;8879470.0
RUS;2005;11667588.0;8675250.0
RUS;2010;11199727.0;8545806.0
RUS;2015;9098229.0;8528582.0
RUS;2020;7297611.0;8747396.0
RUS;2024;7605774.0;9134094.0
RWA;1990;160024.0;584280.0
RWA;1995;215735.0;2109879.0
RWA;2000;347076.0;346850.0
RWA;2005;423187.0;293186.0
RWA;2010;426901.0;334656.0
RWA;2015;514647.0;496392.0
RWA;2020;513907.0;486754.0
RWA;2024;513316.0;539046.0
SAU;1990;4484868.0;73557.0
SAU;1995;4853489.0;91112.0
SAU;2000;5219382.0;113266.0
SAU;2005;6605114.0;110937.0
SAU;2010;8976961.0;143733.0
SAU;2015;13251622.0;159958.0
SAU;2020;13071258.0;215551.0
SAU;2024;13683841.0;236699.0
SDN;1990;1402896.0;465978.0
SDN;1995;1053396.0;660265.0
SDN;2000;805086.0;743460.0
SDN;2005;546419.0;1119655.0
SDN;2010;618709.0;1194477.0
SDN;2015;620523.0;2209101.0
SDN;2020;1379147.0;2378503.0
SDN;2024;2397113.0;3786603.0
SEN;1990;270410.0;325275.0
SEN;1995;287654.0;318928.0
SEN;2000;231901.0;366397.0
SEN;2005;238298.0;425788.0
SEN;2010;256092.0;498417.0
SEN;2015;266496.0;558252.0
SEN;2020;274929.0;665735.0
SEN;2024;281867.0;741357.0
SGP;1990;729377.0;156619.0
SGP;1995;993616.0;170806.0
SGP;2000;1319433.0;186401.0
SGP;2005;1494527.0;206277.0
SGP;2010;2160350.0;231411.0
SGP;2015;2535340.0;254347.0
SGP;2020;2589107.0;264487.0
SGP;2024;2841665.0;269613.0
SHN;1990;178.0;152.0
SHN;1995;117.0;157.0
SHN;2000;108.0;262.0
SHN;2005;163.0;267.0
SHN;2010;248.0;396.0
SHN;2015;377.0;428.0
SHN;2020;437.0;506.0
SHN;2024;492.0;591.0
SLB;1990;4226.0;2171.0
SLB;1995;4178.0;2348.0
SLB;2000;3981.0;2398.0
SLB;2005;3271.0;2671.0
SLB;2010;2760.0;3024.0
SLB;2015;2585.0;3447.0
SLB;2020;2520.0;4047.0
SLB;2024;2469.0;8352.0
SLE;1990;222148.0;42497.0
SLE;1995;98516.0;423611.0
SLE;2000;97974.0;459995.0
SLE;2005;146227.0;89467.0
SLE;2010;79265.0;57946.0
SLE;2015;58830.0;59400.0
SLE;2020;53746.0;64980.0
SLE;2024;49997.0;63631.0
SLV;1990;47360.0;955569.0
SLV;1995;39537.0;1005420.0
SLV;2000;31713.0;906731.0
SLV;2005;36029.0;1108043.0
SLV;2010;40342.0;1359464.0
SLV;2015;42059.0;1541873.0
SLV;2020;42767.0;1679667.0
SLV;2024;43342.0;1834670.0
SMR;1990;3310.0;2457.0
SMR;1995;3659.0;2382.0
SMR;2000;4045.0;2237.0
SMR;2005;4218.0;2080.0
SMR;2010;4880.0;1954.0
SMR;2015;5195.0;1866.0
SMR;2020;5543.0;2433.0
SMR;2024;5838.0;1991.0
SOM;1990;478294.0;599233.0
SOM;1995;19527.0;791721.0
SOM;2000;20097.0;758781.0
SOM;2005;20768.0;756046.0
SOM;2010;48106.0;1237640.0
SOM;2015;40990.0;1719780.0
SOM;2020;58590.0;1701493.0
SOM;2024;77972.0;1935594.0
SPM;1990;1099.0;61.0
SPM;1995;1320.0;85.0
SPM;2000;1458.0;112.0
SPM;2005;1147.0;106.0
SPM;2010;1017.0;105.0
SPM;2015;986.0;111.0
SPM;2020;998.0;122.0
SPM;2024;1008.0;156.0
SRB;1990;1064614.0;366262.0
SRB;1995;1543744.0;428537.0
SRB;2000;1419951.0;476586.0
SRB;2005;1078633.0;510878.0
SRB;2010;901044.0;620292.0
SRB;2015;797595.0;775447.0
SRB;2020;733091.0;859370.0
SRB;2024;712550.0;963307.0
SSD;1990;652365.0;479199.0
SSD;1995;652365.0;266027.0
SSD;2000;652365.0;283331.0
SSD;2005;652365.0;211198.0
SSD;2010;230732.0;321713.0
SSD;2015;844112.0;853845.0
SSD;2020;882252.0;2374400.0
SSD;2024;914001.0;3168836.0
STP;1990;5582.0;13668.0
STP;1995;4936.0;18868.0
STP;2000;4365.0;24414.0
STP;2005;3433.0;28200.0
STP;2010;2700.0;29623.0
STP;2015;2394.0;33671.0
STP;2020;2139.0;37872.0
STP;2024;1955.0;41433.0
SUR;1990;18083.0;201053.0
SUR;1995;22320.0;214997.0
SUR;2000;27506.0;224382.0
SUR;2005;33662.0;240484.0
SUR;2010;39713.0;243661.0
SUR;2015;43127.0;238769.0
SUR;2020;47801.0;250122.0
SUR;2024;51902.0;258026.0
SVK;1990;41295.0;322859.0
SVK;1995;69323.0;335476.0
SVK;2000;116376.0;352303.0
SVK;2005;130491.0;370695.0
SVK;2010;146319.0;399133.0
SVK;2015;177624.0;400856.0
SVK;2020;197161.0;394449.0
SVK;2024;323991.0;389909.0
SVN;1990;178077.0;112702.0
SVN;1995;174419.0;124463.0
SVN;2000;214508.0;107988.0
SVN;2005;217218.0;94891.0
SVN;2010;253786.0;91568.0
SVN;2015;237616.0;91655.0
SVN;2020;277964.0;81068.0
SVN;2024;315122.0;78808.0
SWE;1990;784283.0;114669.0
SWE;1995;944802.0;121543.0
SWE;2000;1022156.0;139034.0
SWE;2005;1126971.0;153310.0
SWE;2010;1372074.0;177468.0
SWE;2015;1638195.0;190827.0
SWE;2020;2033902.0;200769.0
SWE;2024;2272158.0;223508.0
SWZ;1990;74991.0;31331.0
SWZ;1995;35157.0;28204.0
SWZ;2000;34084.0;29821.0
SWZ;2005;33392.0;33323.0
SWZ;2010;32637.0;37292.0
SWZ;2015;32352.0;28381.0
SWZ;2020;32858.0;19033.0
SWZ;2024;33268.0;11561.0
SXM;1990;23861.0;1108.0
SXM;1995;23861.0;1320.0
SXM;2000;23861.0;1594.0
SXM;2005;13099.0;1655.0
SXM;2010;26203.0;1698.0
SXM;2015;27295.0;1793.0
SXM;2020;28845.0;1945.0
SXM;2024;30148.0;2464.0
SYC;1990;3721.0;10497.0
SYC;1995;5148.0;13042.0
SYC;2000;6574.0;14346.0
SYC;2005;8997.0;18364.0
SYC;2010;11420.0;20399.0
SYC;2015;12791.0;21141.0
SYC;2020;13050.0;21722.0
SYC;2024;13261.0;22191.0
SYR;1990;714140.0;296211.0
SYR;1995;830610.0;342460.0
SYR;2000;834916.0;382108.0
SYR;2005;882398.0;547473.0
SYR;2010;1783595.0;1265925.0
SYR;2015;835716.0;5981460.0
SYR;2020;868711.0;8652202.0
SYR;2024;896042.0;8927523.0
TCA;1990;5062.0;2246.0
TCA;1995;7039.0;1431.0
TCA;2000;9015.0;595.0
TCA;2005;13115.0;1039.0
TCA;2010;17216.0;2009.0
TCA;2015;22723.0;2251.0
TCA;2020;25748.0;2470.0
TCA;2024;28455.0;2663.0
TCD;1990;74342.0;329970.0
