iso3;year;immigrants;emigrants
TCD;1995;89584.0;217609.0
TCD;2000;104825.0;202762.0
TCD;2005;352130.0;201982.0
TCD;2010;417034.0;191459.0
TCD;2015;466968.0;179293.0
TCD;2020;547494.0;208110.0
TCD;2024;1269673.0;292298.0
TGO;1990;84844.0;184145.0
TGO;1995;101583.0;294188.0
TGO;2000;137968.0;253143.0
TGO;2005;204219.0;391527.0
TGO;2010;255564.0;407152.0
TGO;2015;277384.0;489237.0
TGO;2020;279936.0;539877.0
TGO;2024;281994.0;584790.0
THA;1990;287933.0;298071.0
THA;1995;271568.0;479776.0
THA;2000;771234.0;607699.0
THA;2005;1705845.0;648137.0
THA;2010;2640454.0;724614.0
THA;2015;2853248.0;907298.0
THA;2020;3015007.0;1075834.0
THA;2024;3179399.0;1178757.0
TJK;1990;428900.0;552860.0
TJK;1995;348347.0;566001.0
TJK;2000;299499.0;542408.0
TJK;2005;280466.0;574337.0
TJK;2010;279808.0;555214.0
TJK;2015;275101.0;536498.0
TJK;2020;276031.0;517979.0
TJK;2024;276777.0;514478.0
TKL;1990;360.0;295.0
TKL;1995;506.0;352.0
TKL;2000;712.0;441.0
TKL;2005;1003.0;576.0
TKL;2010;1128.0;703.0
TKL;2015;1185.0;779.0
TKL;2020;1238.0;714.0
TKL;2024;1282.0;688.0
TKM;1990;306500.0;293445.0
TKM;1995;273565.0;303119.0
TKM;2000;219067.0;320900.0
TKM;2005;213053.0;335113.0
TKM;2010;197979.0;342391.0
TKM;2015;196376.0;317031.0
TKM;2020;194920.0;384184.0
TKM;2024;193763.0;365787.0
TLS;1990;8954.0;27505.0
TLS;1995;9743.0;35137.0
TLS;2000;10602.0;188495.0
TLS;2005;11286.0;43229.0
TLS;2010;11540.0;45740.0
TLS;2015;8520.0;64935.0
TLS;2020;8399.0;96759.0
TLS;2024;8303.0;109613.0
TON;1990;2911.0;19954.0
TON;1995;3274.0;23967.0
TON;2000;3684.0;28245.0
TON;2005;4301.0;31622.0
TON;2010;4607.0;34619.0
TON;2015;3954.0;40233.0
TON;2020;3742.0;47094.0
TON;2024;3581.0;53237.0
TTO;1990;50666.0;181630.0
TTO;1995;45994.0;188536.0
TTO;2000;41753.0;281792.0
TTO;2005;44812.0;291912.0
TTO;2010;48226.0;314851.0
TTO;2015;50021.0;323450.0
TTO;2020;78849.0;310552.0
TTO;2024;113478.0;323630.0
TUN;1990;37984.0;453179.0
TUN;1995;37867.0;466515.0
TUN;2000;36719.0;482798.0
TUN;2005;35040.0;526777.0
TUN;2010;43172.0;569831.0
TUN;2015;56532.0;619432.0
TUN;2020;60145.0;674089.0
TUN;2024;63201.0;715249.0
TUR;1990;1159415.0;1862302.0
TUR;1995;1220898.0;2388133.0
TUR;2000;1279019.0;2673854.0
TUR;2005;1345188.0;2651430.0
TUR;2010;1420433.0;2709646.0
TUR;2015;3750982.0;2727575.0
TUR;2020;6580295.0;2837815.0
TUR;2024;7083501.0;3130337.0
TUV;1990;318.0;1265.0
TUV;1995;263.0;1283.0
TUV;2000;218.0;1334.0
TUV;2005;209.0;1300.0
TUV;2010;220.0;1035.0
TUV;2015;230.0;1094.0
TUV;2020;239.0;1164.0
TUV;2024;246.0;1239.0
TZA;1990;574025.0;194717.0
TZA;1995;1106043.0;210718.0
TZA;2000;949600.0;192774.0
TZA;2005;771153.0;202455.0
TZA;2010;309847.0;208185.0
TZA;2015;384567.0;221603.0
TZA;2020;426017.0;219530.0
TZA;2024;462371.0;225017.0
UGA;1990;560570.0;247275.0
UGA;1995;666211.0;294857.0
UGA;2000;624296.0;446491.0
UGA;2005;637596.0;477529.0
UGA;2010;515055.0;582479.0
UGA;2015;823181.0;619064.0
UGA;2020;1776038.0;586241.0
UGA;2024;2057759.0;578034.0
UKR;1990;6892920.0;5528990.0
UKR;1995;6172338.0;5507530.0
UKR;2000;5527087.0;5483590.0
UKR;2005;5050302.0;5401295.0
UKR;2010;4818767.0;5179224.0
UKR;2015;4915142.0;4644011.0
UKR;2020;4997387.0;4353031.0
UKR;2024;5064173.0;9769216.0
URY;1990;98116.0;178551.0
URY;1995;93428.0;186030.0
URY;2000;88874.0;202378.0
URY;2005;82317.0;256391.0
URY;2010;76303.0;272665.0
URY;2015;78799.0;256293.0
URY;2020;108267.0;259028.0
URY;2024;160064.0;263285.0
USA;1990;23266147.0;1725058.0
USA;1995;28525723.0;1860615.0
USA;2000;34806848.0;2017599.0
USA;2005;39545828.0;2320398.0
USA;2010;43947211.0;2774899.0
USA;2015;47942986.0;2968434.0
USA;2020;50471028.0;3082359.0
USA;2024;52375047.0;3186999.0
UZB;1990;1653000.0;1449406.0
UZB;1995;1512577.0;1655021.0
UZB;2000;1406498.0;1813688.0
UZB;2005;1329932.0;1946322.0
UZB;2010;1220149.0;2073283.0
UZB;2015;1170873.0;2061736.0
UZB;2020;1162007.0;2092741.0
UZB;2024;1154963.0;2114480.0
VAT;1990;726.0;22.0
VAT;1995;705.0;30.0
VAT;2000;691.0;41.0
VAT;2005;659.0;52.0
VAT;2010;621.0;74.0
VAT;2015;572.0;128.0
VAT;2020;528.0;284.0
VAT;2024;496.0;313.0
VCT;1990;3970.0;23344.0
VCT;1995;4135.0;24675.0
VCT;2000;4307.0;25484.0
VCT;2005;4436.0;26574.0
VCT;2010;4569.0;26840.0
VCT;2015;4637.0;29222.0
VCT;2020;4738.0;30568.0
VCT;2024;4820.0;35264.0
VEN;1990;1025009.0;216183.0
VEN;1995;1019996.0;248789.0
VEN;2000;1013738.0;338356.0
VEN;2005;1076474.0;451384.0
VEN;2010;1347347.0;550930.0
VEN;2015;1404448.0;760196.0
VEN;2020;1324193.0;5477198.0
VEN;2024;1263304.0;8328514.0
VGB;1990;8035.0;3832.0
VGB;1995;10046.0;3930.0
VGB;2000;12958.0;4053.0
VGB;2005;15016.0;3678.0
VGB;2010;17076.0;4534.0
VGB;2015;19535.0;4874.0
VGB;2020;22164.0;5543.0
VGB;2024;24520.0;6185.0
VIR;1990;51970.0;2348.0
VIR;1995;54241.0;3012.0
VIR;2000;56611.0;3728.0
VIR;2005;56647.0;3474.0
VIR;2010;56684.0;3555.0
VIR;2015;56721.0;3795.0
VIR;2020;56753.0;3840.0
VIR;2024;56779.0;4047.0
VNM;1990;88560.0;1128520.0
VNM;1995;88376.0;1362168.0
VNM;2000;86213.0;1805287.0
VNM;2005;81997.0;2091843.0
VNM;2010;84408.0;2339779.0
VNM;2015;101386.0;2719796.0
VNM;2020;200639.0;3330404.0
VNM;2024;326418.0;3693537.0
VUT;1990;2308.0;4927.0
VUT;1995;2461.0;5656.0
VUT;2000;2626.0;6184.0
VUT;2005;2800.0;6597.0
VUT;2010;2991.0;6898.0
VUT;2015;3186.0;5840.0
VUT;2020;3257.0;8465.0
VUT;2024;3315.0;15202.0
WLF;1990;1402.0;6650.0
WLF;1995;1704.0;7067.0
WLF;2000;2015.0;7532.0
WLF;2005;2191.0;7617.0
WLF;2010;2111.0;7724.0
WLF;2015;2050.0;11527.0
WLF;2020;2040.0;12231.0
WLF;2024;2032.0;12822.0
WSM;1990;3357.0;64643.0
WSM;1995;4694.0;69079.0
WSM;2000;5998.0;77905.0
WSM;2005;5746.0;84416.0
WSM;2010;5122.0;88359.0
WSM;2015;4255.0;97923.0
WSM;2020;4021.0;109124.0
WSM;2024;3843.0;119313.0
YEM;1990;118863.0;388323.0
YEM;1995;136515.0;490575.0
YEM;2000;144940.0;533500.0
YEM;2005;171871.0;668381.0
YEM;2010;288394.0;1199914.0
YEM;2015;379882.0;2169838.0
YEM;2020;387113.0;2240104.0
YEM;2024;392997.0;2480734.0
ZAF;1990;1285707.0;295392.0
ZAF;1995;1006597.0;357986.0
ZAF;2000;997703.0;494645.0
ZAF;2005;1513855.0;613772.0
ZAF;2010;2274466.0;704402.0
ZAF;2015;3162564.0;782819.0
ZAF;2020;2639076.0;898203.0
ZAF;2024;2631100.0;1005800.0
ZMB;1990;279463.0;73861.0
ZMB;1995;244338.0;116003.0
ZMB;2000;343703.0;125019.0
ZMB;2005;252895.0;133582.0
ZMB;2010;149962.0;134473.0
ZMB;2015;132107.0;128590.0
ZMB;2020;187955.0;122981.0
ZMB;2024;249205.0;122793.0
ZWE;1990;634621.0;221449.0
ZWE;1995;431226.0;272384.0
ZWE;2000;410109.0;321579.0
ZWE;2005;402226.0;543425.0
ZWE;2010;398307.0;931334.0
ZWE;2015;400482.0;1237826.0
ZWE;2020;416141.0;1390279.0
ZWE;2024;429108.0;1519324.0
