iso3;country;item;url_slug;ranking;score;critics;source
BRA;Brasil;Spirit;Spirits;;;;tasteatlas_html
BRB;Barbados;Spirit;Spirits;;;;tasteatlas_html
CAN;Canadá;Spirit;Spirits;;;;tasteatlas_html
CHL;Chile;Spirit;Spirits;;;;tasteatlas_html
CHN;China;Spirit;Spirits;;;;tasteatlas_html
COL;Colômbia;Spirit;Spirits;;;;tasteatlas_html
CPV;Cabo Verde;Spirit;Spirits;;;;tasteatlas_html
CUB;Cuba;Spirit;Spirits;;;;tasteatlas_html
CYP;Chipre;Spirit;Spirits;;;;tasteatlas_html
DEU;Alemanha;Spirit;Spirits;;;;tasteatlas_html
DJI;Djibouti;Spirit;Spirits;;;;tasteatlas_html
DNK;Dinamarca;Spirit;Spirits;;;;tasteatlas_html
DOM;República Dominicana;Spirit;Spirits;;;;tasteatlas_html
EGY;Egito;Spirit;Spirits;;;;tasteatlas_html
ESP;Espanha;Spirit;Spirits;;;;tasteatlas_html
EST;Estónia;Spirit;Spirits;;;;tasteatlas_html
FIN;Finlândia;Spirit;Spirits;;;;tasteatlas_html
FJI;Fiji;Spirit;Spirits;;;;tasteatlas_html
FRA;França;Spirit;Spirits;;;;tasteatlas_html
FRO;Ilhas Feroe;Spirit;Spirits;;;;tasteatlas_html
GBR;Reino Unido;Spirit;Spirits;;;;tasteatlas_html
GEO;Geórgia;Spirit;Spirits;;;;tasteatlas_html
GRC;Grécia;Spirit;Spirits;;;;tasteatlas_html
GRD;Granada;Spirit;Spirits;;;;tasteatlas_html
GTM;Guatemala;Spirit;Spirits;;;;tasteatlas_html
GUY;Guiana;Spirit;Spirits;;;;tasteatlas_html
HTI;Haiti;Spirit;Spirits;;;;tasteatlas_html
IDN;Indonésia;Spirit;Spirits;;;;tasteatlas_html
IND;Índia;Spirit;Spirits;;;;tasteatlas_html
IRL;República da Irlanda;Spirit;Spirits;;;;tasteatlas_html
ISL;Islândia;Spirit;Spirits;;;;tasteatlas_html
ISR;Israel;Spirit;Spirits;;;;tasteatlas_html
ITA;Itália;Spirit;Spirits;;;;tasteatlas_html
JAM;Jamaica;Spirit;Spirits;;;;tasteatlas_html
JPN;Japão;Spirit;Spirits;;;;tasteatlas_html
KAZ;Cazaquistão;Spirit;Spirits;;;;tasteatlas_html
KEN;Quénia;Spirit;Spirits;;;;tasteatlas_html
KGZ;Quirguistão;Spirit;Spirits;;;;tasteatlas_html
KOR;Coreia do Sul;Spirit;Spirits;;;;tasteatlas_html
LBN;Líbano;Spirit;Spirits;;;;tasteatlas_html
LCA;Santa Lúcia;Spirit;Spirits;;;;tasteatlas_html
LKA;Sri Lanka;Spirit;Spirits;;;;tasteatlas_html
LTU;Lituânia;Spirit;Spirits;;;;tasteatlas_html
LVA;Letónia;Spirit;Spirits;;;;tasteatlas_html
MDA;Moldávia;Spirit;Spirits;;;;tasteatlas_html
MEX;México;Spirit;Spirits;;;;tasteatlas_html
MKD;Macedónia do Norte;Spirit;Spirits;;;;tasteatlas_html
MLT;Malta;Spirit;Spirits;;;;tasteatlas_html
MMR;Mianmar (Birmânia);Spirit;Spirits;;;;tasteatlas_html
MNG;Mongólia;Spirit;Spirits;;;;tasteatlas_html
MUS;Maurícia;Spirit;Spirits;;;;tasteatlas_html
NIC;Nicarágua;Spirit;Spirits;;;;tasteatlas_html
NOR;Noruega;Spirit;Spirits;;;;tasteatlas_html
NZL;Nova Zelândia;Spirit;Spirits;;;;tasteatlas_html
PAN;Panamá;Spirit;Spirits;;;;tasteatlas_html
PER;Peru;Spirit;Spirits;;;;tasteatlas_html
PRI;Porto Rico;Spirit;Spirits;;;;tasteatlas_html
PRT;Portugal;Spirit;Spirits;;;;tasteatlas_html
PRY;Paraguai;Spirit;Spirits;;;;tasteatlas_html
ROU;Roménia;Spirit;Spirits;;;;tasteatlas_html
RUS;Rússia;Spirit;Spirits;;;;tasteatlas_html
SGP;Singapura;Spirit;Spirits;;;;tasteatlas_html
SLV;El Salvador;Spirit;Spirits;;;;tasteatlas_html
SRB;Sérvia;Spirit;Spirits;;;;tasteatlas_html
SWE;Suécia;Spirit;Spirits;;;;tasteatlas_html
SYC;Seychelles;Spirit;Spirits;;;;tasteatlas_html
TTO;Trindade e Tobago;Spirit;Spirits;;;;tasteatlas_html
TWN;Taiwan;Spirit;Spirits;;;;tasteatlas_html
UGA;Uganda;Spirit;Spirits;;;;tasteatlas_html
UKR;Ucrânia;Spirit;Spirits;;;;tasteatlas_html
URY;Uruguai;Spirit;Spirits;;;;tasteatlas_html
USA;Estados Unidos;Spirit;Spirits;;;;tasteatlas_html
VEN;Venezuela;Spirit;Spirits;;;;tasteatlas_html
VNM;Vietname;Spirit;Spirits;;;;tasteatlas_html
ZAF;África do Sul;Spirit;Spirits;;;;tasteatlas_html
COL;Colômbia;Spirit/Liqueur;spirits-and-liqueurs;;;;tasteatlas_html
FIN;Finlândia;Spirit/Liqueur;spirits-and-liqueurs;;;;tasteatlas_html
MEX;México;Spirit/Liqueur;spirits-and-liqueurs;;;;tasteatlas_html
TWN;Taiwan;Spirit/Liqueur;spirits-and-liqueurs;;;;tasteatlas_html
ZAF;África do Sul;Spirit/Liqueur;spirits-and-liqueurs;;;;tasteatlas_html
CAN;Canadá;Spread;spreads;;;;tasteatlas_html
EST;Estónia;Spread;spreads;;;;tasteatlas_html
GBR;Reino Unido;Spread;spreads;;;;tasteatlas_html
GRC;Grécia;Spread;spreads;;;;tasteatlas_html
JPN;Japão;Spread;spreads;;;;tasteatlas_html
SRB;Sérvia;Spread;spreads;;;;tasteatlas_html
USA;Estados Unidos;Spread;spreads;;;;tasteatlas_html
LKA;Sri Lanka;Sri Lankan Crab Curry;sri-lankan-crab-curry;1;5;5;tasteatlas_html
SRB;Sérvia;Srpska salata;srpska-salata;;1;1;tasteatlas_html
GRC;Grécia;Staka me ayga;staka-me-ayga;;1;1;tasteatlas_html
JAM;Jamaica;Stamp and Go;stamp-and-go;;1;1;tasteatlas_html
USA;Estados Unidos;Standing Rib Roast;standing-rib-roast;;2;2;tasteatlas_html
GBR;Reino Unido;Steak and ale pie;steak-and-ale-pie;;4;4;tasteatlas_html
GBR;Reino Unido;Steak and kidney pie;steak-and-kidney-pie;;;;tasteatlas_html
GBR;Reino Unido;Steak and kidney pudding;steak-and-kidney-pudding;;2;2;tasteatlas_html
GBR;Reino Unido;Steamed pudding;steamed-pudding;1;5;5;tasteatlas_html
DNK;Dinamarca;Stegt flæsk;stegt-flsk;;;;tasteatlas_html
DNK;Dinamarca;Stegte sild;stegte-sild;;;;tasteatlas_html
SWE;Suécia;Stekt strӧmming;stekt-strmming;;4;4;tasteatlas_html
GBR;Reino Unido;Sticky toffee pudding;sticky-toffee-pudding;;;;tasteatlas_html
GRC;Grécia;Stifado;stifado;;1;1;tasteatlas_html
DNK;Dinamarca;Stjerneskud;stjerneskud;;1;1;tasteatlas_html
GBR;Reino Unido;Stock;stocks;;;;tasteatlas_html
USA;Estados Unidos;Stone crab claws;stone-crab-claws;1;19;19;tasteatlas_html
IRL;República da Irlanda;Stout and raw oysters;stout-and-raw-oysters;;2;2;tasteatlas_html
TUR;Turquia;Su böreği;su-boregi;;1;1;tasteatlas_html
ITA;Itália;Su porceddu;su-porceddu;1;13;13;tasteatlas_html
CHN;China;Suān là tāng;hot-and-sour-soup;1;6;6;tasteatlas_html
PER;Peru;Sudado de pescado;sudado-de-pescado;;1;1;tasteatlas_html
ISR;Israel;Sufganiyah;sufganiyah;;2;2;tasteatlas_html
CAN;Canadá;Sugar pie;sugar-pie;2;5;5;tasteatlas_html
RUS;Rússia;Sugudai;sugudai;;2;2;tasteatlas_html
NPL;Nepal;Sukuti;sukuti;;2;2;tasteatlas_html
GBR;Reino Unido;Sunday Roast;sunday-roast-beef;;2;2;tasteatlas_html
IDN;Indonésia;Sup kepala ikan;sup-kepala-ikan;;;;tasteatlas_html
USA;Estados Unidos;Surf and Turf;surf-and-turf;;1;1;tasteatlas_html
JPN;Japão;Sushi;sushi;8;17;17;tasteatlas_html
PER;Peru;Suspiro de limeña;suspiro-de-limena;;1;1;tasteatlas_html
TUR;Turquia;Sütlü nuriye;sutlu-nuriye;;2;2;tasteatlas_html
NGA;Nigéria;Suya;suya;1;8;8;tasteatlas_html
JAM;Jamaica;Sweet potato pudding;sweet-potato-pudding;;2;2;tasteatlas_html
UKR;Ucrânia;Syrnyky;syrniki;;;;tasteatlas_html
EGY;Egito;Taameya;taameya;;;;tasteatlas_html
LBN;Líbano;Tabbouleh;tabbouleh;;2;2;tasteatlas_html
BRA;Brasil;Tacacá;tacaca;;;;tasteatlas_html
MEX;México;Tacos;tacos;;2;2;tasteatlas_html
MEX;México;Tacos al pastor;tacos-al-pastor;12;4;4;tasteatlas_html
MEX;México;Tacos de camarones;tacos-de-camarones;;;;tasteatlas_html
MEX;México;Tacos gobernador;tacos-gobernador;;4;4;tasteatlas_html
PER;Peru;Tacu-tacu;tacu-tacu;;1;1;tasteatlas_html
ITA;Itália;Tagliata di manzo;tagliata-di-manzo;;;;tasteatlas_html
ITA;Itália;Tagliatelle alla boscaiola;tagliatelle-alla-boscaiola;;;;tasteatlas_html
IRN;Irão;Tahchin;tahchin;1;4;4;tasteatlas_html
ISR;Israel;Tahini;tahini;;1;1;tasteatlas_html
TWN;Taiwan;Taiwanese Hot Pot;taiwanese-hot-pot;;;;tasteatlas_html
TWN;Taiwan;Taiwanese Scallion Pancake;taiwanese-scallion-pancake;;;;tasteatlas_html
ITA;Itália;Tajarin al tartufo bianco d'Alba;tajarin-al-tartufo-bianco;;3;3;tasteatlas_html
MAR;Marrocos;Tajine;tajine;9;5;5;tasteatlas_html
MLT;Malta;Tal-majjal u patata;tal-majjal-u-patata;;;;tasteatlas_html
JPN;Japão;Tamago kake gohan;tamago-kake-gohan;;;;tasteatlas_html
JPN;Japão;Tamagoyaki;tamagoyaki;;;;tasteatlas_html
MEX;México;Tamal;tamal;3;5;5;tasteatlas_html
SLV;El Salvador;Tamal de pollo;tamal-de-pollo;;1;1;tasteatlas_html
ARG;Argentina;Tamales Salteños;tamales-saltenos;;4;4;tasteatlas_html
COL;Colômbia;Tamales Tolimenses;tamales-tolimenses;1;15;15;tasteatlas_html
GTM;Guatemala;Tamalitos de chipilín;tamalitos-de-chipilin;;1;1;tasteatlas_html
BRA;Brasil;Tambaqui na brasa;tambaqui-na-brasa;;1;1;tasteatlas_html
IND;Índia;Tandoori;tandoori;;2;2;tasteatlas_html
IND;Índia;Tandoori murgh;tandoori-chicken;;;;tasteatlas_html
CHN;China;Tang cu pai gu;sweet-and-sour-spare-ribs;;;;tasteatlas_html
MAR;Marrocos;Tanjia;tanjia;;;;tasteatlas_html
ESP;Espanha;Tapas;tapas;15;12;12;tasteatlas_html
BGR;Bulgária;Tarator;tarator;;2;2;tasteatlas_html
FRA;França;Tarte flambée;tarte-flambee;;;;tasteatlas_html
FRA;França;Tarte tatin;tarte-tatin;;2;2;tasteatlas_html
DNK;Dinamarca;Tarteletter;tarteletter;;2;2;tasteatlas_html
AUS;Austrália;Tasmanian Scallop Pie;tasmanian-scallop-pie;2;14;14;tasteatlas_html
MKD;Macedónia do Norte;Tavče gravče;tavce-gravce;;;;tasteatlas_html
ALB;Albânia;Tavë kosi;tave-kosi;;;;tasteatlas_html
TUR;Turquia;Tavuk göğsü;tavuk-gogsu;2;8;8;tasteatlas_html
BGD;Bangladesh;Tea / Infusion;teas-infusions;;;;tasteatlas_html
BMU;Bermudas;Tea / Infusion;teas-infusions;;;;tasteatlas_html
CAN;Canadá;Tea / Infusion;teas-infusions;;;;tasteatlas_html
CHN;China;Tea / Infusion;teas-infusions;;;;tasteatlas_html
COL;Colômbia;Tea / Infusion;teas-infusions;;;;tasteatlas_html
FRA;França;Tea / Infusion;teas-infusions;;;;tasteatlas_html
GBR;Reino Unido;Tea / Infusion;teas-infusions;;;;tasteatlas_html
GRC;Grécia;Tea / Infusion;teas-infusions;;;;tasteatlas_html
IND;Índia;Tea / Infusion;teas-infusions;;;;tasteatlas_html
JPN;Japão;Tea / Infusion;teas-infusions;;;;tasteatlas_html
KOR;Coreia do Sul;Tea / Infusion;teas-infusions;;;;tasteatlas_html
LKA;Sri Lanka;Tea / Infusion;teas-infusions;;;;tasteatlas_html
MWI;Malawi;Tea / Infusion;teas-infusions;;;;tasteatlas_html
NPL;Nepal;Tea / Infusion;teas-infusions;;;;tasteatlas_html
NZL;Nova Zelândia;Tea / Infusion;teas-infusions;;;;tasteatlas_html
PRT;Portugal;Tea / Infusion;teas-infusions;;;;tasteatlas_html
SAU;Arábia Saudita;Tea / Infusion;teas-infusions;;;;tasteatlas_html
SGP;Singapura;Tea / Infusion;teas-infusions;;;;tasteatlas_html
TUR;Turquia;Tea / Infusion;teas-infusions;;;;tasteatlas_html
TWN;Taiwan;Tea / Infusion;teas-infusions;;;;tasteatlas_html
USA;Estados Unidos;Tea / Infusion;teas-infusions;;;;tasteatlas_html
JPN;Japão;Tekkamaki;tekkamaki;;;;tasteatlas_html
JPN;Japão;Tempura;tempura;;1;1;tasteatlas_html
SGP;Singapura;Teochew Porridge;teochew-porridge;;;;tasteatlas_html
IRQ;Iraque;Tepsi baytinijan;tepsi-baytinijan;;;;tasteatlas_html
VEN;Venezuela;Tequeños;tequenos;;;;tasteatlas_html
FRA;França;Terrine;terrine;;1;1;tasteatlas_html
FRA;França;Terrine de foie gras de canard;terrine-de-foie-gras-de-canard;;1;1;tasteatlas_html
FRA;França;Tête de veau;tete-de-veau;;;;tasteatlas_html
SEN;Senegal;Thiébou yapp;thiebou-yapp;;1;1;tasteatlas_html
SEN;Senegal;Thieboudienne;thieboudienne;;2;2;tasteatlas_html
DEU;Alemanha;Thüringer Klöße;thuringer-klosse;;;;tasteatlas_html
TWN;Taiwan;Ti-huih-ko;ti-huih-ko;;;;tasteatlas_html
ETH;Etiópia;Tibs;tibs;;;;tasteatlas_html
ECU;Equador;Tigrillo;tigrillo;;;;tasteatlas_html
IND;Índia;Tikka;tikka;;1;1;tasteatlas_html
PAK;Paquistão;Tikka;tikka;;3;3;tasteatlas_html
ARG;Argentina;Tira de asado;tira-de-asado;;1;1;tasteatlas_html
PER;Peru;Tiradito;tiradito;5;6;6;tasteatlas_html
ITA;Itália;Tiramisù;tiramisu;;1;1;tasteatlas_html
ITA;Itália;Tiroler Gröstl;tiroler-grostl;;1;1;tasteatlas_html
ITA;Itália;Tirtlan;tirtlan;;1;1;tasteatlas_html
SWE;Suécia;Toast Skagen;toast-skagen;;2;2;tasteatlas_html
JPN;Japão;Tonkatsu;tonkatsu;;3;3;tasteatlas_html
ESP;Espanha;Torreznos;torreznos;1;8;8;tasteatlas_html
ESP;Espanha;Torrijas;torrijas;;1;1;tasteatlas_html
ITA;Itália;Tortelli;tortelli;;2;2;tasteatlas_html
ITA;Itália;Tortelli di zucca;tortelli-di-zucca;;1;1;tasteatlas_html
ESP;Espanha;Tortilla de manzana;tortilla-de-manzana;;;;tasteatlas_html
ESP;Espanha;Tortilla de patata;tortilla-de-patata;1;12;12;tasteatlas_html
MEX;México;Tostada;tostada;1;13;13;tasteatlas_html
PRI;Porto Rico;Tostones;tostones;;3;3;tasteatlas_html
PRT;Portugal;Toucinho do céu;toucinho-do-ceu;;;;tasteatlas_html
CAN;Canadá;Tourtière;tourtiere;;2;2;tasteatlas_html
PRT;Portugal;Travesseiros;travesseiros;1;14;14;tasteatlas_html
BIH;Bósnia e Herzegovina;Travnički ćevapi;travnicki-cevapi;1;9;9;tasteatlas_html
GBR;Reino Unido;Trifle;trifle;;3;3;tasteatlas_html
AND;Andorra;Trinxat;trinxat;;1;1;tasteatlas_html
PRT;Portugal;Tripas à moda do Porto;tripas-a-moda-do-porto;;;;tasteatlas_html
PRI;Porto Rico;Tripleta;tripleta;;1;1;tasteatlas_html
ITA;Itália;Trofie al pesto;trofie-al-pesto;;;;tasteatlas_html
ARG;Argentina;Trucha a la parrilla;trucha-a-la-parrilla;;2;2;tasteatlas_html
ITA;Itália;Truffle;truffles;;;;tasteatlas_html
GRC;Grécia;Tsouchti;tsouchti;;;;tasteatlas_html
MNG;Mongólia;Tsuivan;tsuivan;;;;tasteatlas_html
JPN;Japão;Tsukune yakitori;tsukune-yakitori;;1;1;tasteatlas_html
KOR;Coreia do Sul;Tteokgalbi;tteokgalbi;;3;3;tasteatlas_html
TWN;Taiwan;Tube Rice Pudding;tube-rice-pudding;;;;tasteatlas_html
BRA;Brasil;Tucupi;tucupix;;;;tasteatlas_html
BIH;Bósnia e Herzegovina;Tufahija;tufahije;;2;2;tasteatlas_html
USA;Estados Unidos;Turtle soup;turtle-soup;1;33;33;tasteatlas_html
BIH;Bósnia e Herzegovina;Tuzlanski ćevapi;tuzlanski-cevapi;1;5;5;tasteatlas_html
ESP;Espanha;Txuleta;txuleta;;;;tasteatlas_html
GRC;Grécia;Tzatziki;tzatziki;;1;1;tasteatlas_html
PER;Peru;Uchucuta;uchucuta;;1;1;tasteatlas_html
JPN;Japão;Udon;udon-dish;;1;1;tasteatlas_html
KEN;Quénia;Ugali;ugali;;1;1;tasteatlas_html
RUS;Rússia;Ukha;ukha;2;5;5;tasteatlas_html
CHL;Chile;Umu Rapa Nui;umu-rapa-nui;;3;3;tasteatlas_html
JPN;Japão;Uni nigiri sushi;uni-nigiri-sushi;;1;1;tasteatlas_html
IND;Índia;Upma;upma;;2;2;tasteatlas_html
SRB;Sérvia;Urnebes;urnebes;;;;tasteatlas_html
BIH;Bósnia e Herzegovina;Uštipci s lučnicom;ustipci-s-lucinicom;;1;1;tasteatlas_html
IND;Índia;Uttapam;uttapam;;3;3;tasteatlas_html
CUB;Cuba;Vaca frita;vaca-frita;;1;1;tasteatlas_html
SWE;Suécia;Våfflor;vafflor;;1;1;tasteatlas_html
FJI;Fiji;Vakalolo;vakalolo;;;;tasteatlas_html
AUS;Austrália;Vanilla slice;vanilla-slice;4;8;8;tasteatlas_html
ROU;Roménia;Vargabéles;vargabeles;;2;2;tasteatlas_html
ROU;Roménia;Varză a la Cluj;varza-a-la-cluj;1;7;7;tasteatlas_html
DNK;Dinamarca;Vegetable;Vegetables;;;;tasteatlas_html
ESP;Espanha;Vegetable;Vegetables;;;;tasteatlas_html
GRC;Grécia;Vegetable;Vegetables;;;;tasteatlas_html
GBR;Reino Unido;Vegetable Oil;vegetable-oil;;;;tasteatlas_html
IRL;República da Irlanda;Vegetable Oil;vegetable-oil;;;;tasteatlas_html
FRA;França;Velouté;veloute;;;;tasteatlas_html
BLR;Bielorrússia;Vereshchaka;vereshchaka;;1;1;tasteatlas_html
FRA;França;Vichyssoise;vichyssoise;;1;1;tasteatlas_html
VNM;Vietname;Vietnamese Hot Pot;vietnamese-hot-pot;;;;tasteatlas_html
NIC;Nicarágua;Vigorón;vigoron;;2;2;tasteatlas_html
RUS;Rússia;Vinegret;vinegret;;1;1;tasteatlas_html
ITA;Itália;Vitello tonnato;vitello-tonnato;;;;tasteatlas_html
FRA;França;Vol-au-vent;vol-au-vent;;;;tasteatlas_html
PRY;Paraguai;Vori-vori;bori-bori;;;;tasteatlas_html
GHA;Gana;Waakye;waakye;;1;1;tasteatlas_html
SWE;Suécia;Wallenbergare;wallenbergare;;3;3;tasteatlas_html
IRL;República da Irlanda;Walnut Oil;walnut-oil;;;;tasteatlas_html
ETH;Etiópia;Wat;wat;;;;tasteatlas_html
SAU;Arábia Saudita;Water;water;;;;tasteatlas_html
CAN;Canadá;Wheat;wheat;;;;tasteatlas_html
NZL;Nova Zelândia;Whitebait Fritters;whitebait-fritters;;1;1;tasteatlas_html
DNK;Dinamarca;Wienerbrød;danish-pastry;3;9;9;tasteatlas_html
CAN;Canadá;Windsor-style pizza;windsor-style-pizza;;3;3;tasteatlas_html
ARG;Argentina;Wine;Wine;;;;tasteatlas_html
ARM;Arménia;Wine;Wine;;;;tasteatlas_html
AUS;Austrália;Wine;Wine;;;;tasteatlas_html
BGR;Bulgária;Wine;Wine;;;;tasteatlas_html
BOL;Bolívia;Wine;Wine;;;;tasteatlas_html
BRA;Brasil;Wine;Wine;;;;tasteatlas_html
CAN;Canadá;Wine;Wine;;;;tasteatlas_html
CHL;Chile;Wine;Wine;;;;tasteatlas_html
CHN;China;Wine;Wine;;;;tasteatlas_html
COL;Colômbia;Wine;Wine;;;;tasteatlas_html
CYP;Chipre;Wine;Wine;;;;tasteatlas_html
DEU;Alemanha;Wine;Wine;;;;tasteatlas_html
DOM;República Dominicana;Wine;Wine;;;;tasteatlas_html
ESP;Espanha;Wine;Wine;;;;tasteatlas_html
FRA;França;Wine;Wine;;;;tasteatlas_html
GBR;Reino Unido;Wine;Wine;;;;tasteatlas_html
GEO;Geórgia;Wine;Wine;;;;tasteatlas_html
GRC;Grécia;Wine;Wine;;;;tasteatlas_html
IDN;Indonésia;Wine;Wine;;;;tasteatlas_html
IRL;República da Irlanda;Wine;Wine;;;;tasteatlas_html
ISR;Israel;Wine;Wine;;;;tasteatlas_html
ITA;Itália;Wine;Wine;;;;tasteatlas_html
JOR;Jordânia;Wine;Wine;;;;tasteatlas_html
JPN;Japão;Wine;Wine;;;;tasteatlas_html
KAZ;Cazaquistão;Wine;Wine;;;;tasteatlas_html
KOR;Coreia do Sul;Wine;Wine;;;;tasteatlas_html
LBN;Líbano;Wine;Wine;;;;tasteatlas_html
MAR;Marrocos;Wine;Wine;;;;tasteatlas_html
MDA;Moldávia;Wine;Wine;;;;tasteatlas_html
MEX;México;Wine;Wine;;;;tasteatlas_html
MKD;Macedónia do Norte;Wine;Wine;;;;tasteatlas_html
MLT;Malta;Wine;Wine;;;;tasteatlas_html
NGA;Nigéria;Wine;Wine;;;;tasteatlas_html
NZL;Nova Zelândia;Wine;Wine;;;;tasteatlas_html
PER;Peru;Wine;Wine;;;;tasteatlas_html
PRT;Portugal;Wine;Wine;;;;tasteatlas_html
ROU;Roménia;Wine;Wine;;;;tasteatlas_html
RUS;Rússia;Wine;Wine;;;;tasteatlas_html
SRB;Sérvia;Wine;Wine;;;;tasteatlas_html
SWE;Suécia;Wine;Wine;;;;tasteatlas_html
TUR;Turquia;Wine;Wine;;;;tasteatlas_html
UKR;Ucrânia;Wine;Wine;;;;tasteatlas_html
URY;Uruguai;Wine;Wine;;;;tasteatlas_html
USA;Estados Unidos;Wine;Wine;;;;tasteatlas_html
ZAF;África do Sul;Wine;Wine;;;;tasteatlas_html
CHN;China;Xiājiǎo;har-gow;3;11;11;tasteatlas_html
CHN;China;Xiaolongbao;xiaolongbao;;;;tasteatlas_html
CHN;China;XO sauce;xo-sauce;1;6;6;tasteatlas_html
JPN;Japão;Yakitori;yakitori;;1;1;tasteatlas_html
CHN;China;Yan Wo;birds-nest-soup;;2;2;tasteatlas_html
AZE;Azerbaijão;Yarpaq dolması;yarpaq-dolmas;;1;1;tasteatlas_html
SEN;Senegal;Yassa;yassa;;2;2;tasteatlas_html
NPL;Nepal;Yomari;yomari;1;7;7;tasteatlas_html
GBR;Reino Unido;Yorkshire curd tart;yorkshire-curd-tart;1;6;6;tasteatlas_html
GBR;Reino Unido;Yorkshire pudding;yorkshire-pudding;;1;1;tasteatlas_html
CHN;China;You bao xia;stirfry-shrimps;;2;2;tasteatlas_html
KOR;Coreia do Sul;Yukhoe;yukhoe;;;;tasteatlas_html
MAR;Marrocos;Zaalouk;zaalouk;;2;2;tasteatlas_html
RUS;Rússia;Zakuski;zakuski;;;;tasteatlas_html
ITA;Itália;Zaletti;zaletti;;1;1;tasteatlas_html
MDA;Moldávia;Zeama;zeama;;;;tasteatlas_html
LTU;Lituânia;Žemaičių blynai;zemaiciu-blynai;;1;1;tasteatlas_html
CHN;China;Zha ru ge;roast-squab;;4;4;tasteatlas_html
CHN;China;Zhāngchá yā;zhangcha-duck;;2;2;tasteatlas_html
CHN;China;Zhēngjiǎo;zhengjiao;1;9;9;tasteatlas_html
CHN;China;Zhū gān miàn;zhu-gan-mian;;;;tasteatlas_html
ITA;Itália;Zuccotto;zuccotto;;;;tasteatlas_html
ITA;Itália;Zuf;zuf;;;;tasteatlas_html
CHN;China;Zui ji;cold-chicken-cooked-in-wine;;;;tasteatlas_html
DEU;Alemanha;Zwiebelrostbraten;zwiebelrostbraten;;1;1;tasteatlas_html
