iso3,country,city,city_qid,admin,is_capital,population,year
EGY,Egito,Heluã,Q771345,South Area,0,619293,
EGY,Egito,Al-Mahalla Al-Kubra,Q312723,Garbia,0,592573,
EGY,Egito,Dar El Salam,Q5668715,Cairo,0,567516,
EGY,Egito,Dar El Salam,Q5668715,South Area,0,567516,
EGY,Egito,Porto Said,Q134509,Governamento de Porto Said,0,524433,
EGY,Egito,Faium,Q203299,Faium,0,519047,
EGY,Egito,Suez,Q134514,Suez,0,516959,
EGY,Egito,Cidade do Ramadão,Q337539,Xarqia,0,500000,
EGY,Egito,Tanta,Q271771,Garbia,0,429503,
EGY,Egito,Tanta,Q271771,Q134269740,0,429503,
EGY,Egito,Tanta,Q271771,Q134269756,0,429503,
EGY,Egito,Tanta,Q271771,Monufia,0,429503,
ERI,Eritreia,Asmara,Q3642,Maekel,1,963000,
ERI,Eritreia,Keren,Q534409,Keren Subregion,0,146500,
ERI,Eritreia,Assab,Q738496,Southern Denkalya Subregion,0,74405,
ERI,Eritreia,Maçuá,Q275635,Massawa Subregion,0,39758,
ERI,Eritreia,Mendefera,Q1019356,Mendefera Subregion,0,28492,
ERI,Eritreia,Beilul,Q539154,Southern Denkalya Subregion,0,14055,
ERI,Eritreia,Adi Keyh,Q356811,Adi Keyh Subregion,0,13061,
ERI,Eritreia,Ghinda,Q732759,Ghinda Subregion,0,11560,
ERI,Eritreia,Edd,Q523618,Central Denkalya Subregion,0,11259,
ERI,Eritreia,Dekemhare,Q1020477,Dekemhare Subregion,0,10959,
ERI,Eritreia,Agordat,Q395433,Akurdet Subregion,0,8857,
ERI,Eritreia,Nefasit,Q1969147,Ghinda Subregion,0,8600,
ERI,Eritreia,Senafe,Q1024653,Senafe Subregion,0,6831,
ERI,Eritreia,Teseney,Q1797764,Teseney District,0,3753,
ERI,Eritreia,Zula,Q1364365,Foro Subregion,0,2612,
ERI,Eritreia,Barentu,Q808100,Barentu Subregion,0,2500,
ESH,Saara Ocidental,Dakhla,Q345204,Oued ed-Dahab provins,0,165463,
ESH,Saara Ocidental,Bojador,Q599897,Bojador (província),0,57360,
ESH,Saara Ocidental,Smara,Q842810,Smara (província),0,57035,
ESH,Saara Ocidental,El Marsa,Q3544425,Sara Ocidental,0,28848,
ESH,Saara Ocidental,El Marsa,Q3544425,Laâyoune,0,28848,
ESP,Espanha,Madrid,Q2807,Comunidade de Madrid,1,3416771,
ESP,Espanha,Barcelona,Q1492,Barcelonès,0,1702547,
ESP,Espanha,Valência,Q8818,Comarca de València,0,825948,
ESP,Espanha,Sevilha,Q8717,Província de Sevilha,0,687488,
ESP,Espanha,Sevilha,Q8717,Taifa de Sevilha,0,687488,
ESP,Espanha,Saragoça,Q10305,Saragoça,0,686986,
ESP,Espanha,Saragoça,Q31926034,Aragão,0,666880,
ESP,Espanha,Saragoça,Q31926034,Saragoça,0,666880,
ESP,Espanha,Saragoça,Q31926034,Saragoça,0,666880,
ESP,Espanha,Saragoça,Q31926034,Zaragoza Comarca,0,666880,
ESP,Espanha,Málaga,Q8851,Málaga,0,591637,
ESP,Espanha,Múrcia,Q12225,Região de Múrcia,0,474617,
ESP,Espanha,Palma de Maiorca,Q8826,Maiorca,0,431521,
ESP,Espanha,Palma de Maiorca,Q8826,Balearic Islands,0,431521,
ESP,Espanha,Las Palmas de Gran Canaria,Q11974,Las Palmas,0,380436,
ESP,Espanha,Alicante,Q11959,Alicante,0,358720,
ESP,Espanha,Alicante,Q11959,Alacantí,0,358720,
ESP,Espanha,Bilbau,Q8692,Grande Bilbau,0,348089,
ESP,Espanha,Córdova,Q5818,Córdova,0,322811,
ESP,Espanha,Valladolid,Q8356,província de Valhadolide,0,300618,
EST,Estônia,Tallinn,Q1770,Harjumaa,1,457572,
EST,Estônia,Tartu,Q13972,Tartu City,0,97759,
EST,Estônia,Narva,Q102158,Narva City,0,53360,
EST,Estônia,Pärnu,Q102365,Pärnu City,0,41520,
EST,Estônia,Kohtla-Järve,Q201391,Kohtla-Järve City,0,33434,
EST,Estônia,Viljandi,Q44840,Viljandi City,0,17255,
EST,Estônia,Maardu,Q206555,Maardu City,0,17017,
EST,Estônia,Rakvere,Q191889,Rakvere City,0,15695,
EST,Estônia,Kuressaare,Q188179,Saaremaa Rural Municipality,0,13185,
EST,Estônia,Sillamäe,Q207748,Sillamäe City,0,12352,
EST,Estônia,Valga,Q193905,Valga Rural Municipality,0,12173,
EST,Estônia,Võru,Q205271,Võru,0,12112,
EST,Estônia,Keila,Q207275,Keila City,0,10964,
EST,Estônia,Jõhvi,Q211059,Jõhvi Rural Municipality,0,10880,
EST,Estônia,Saue,Q1755634,Harjumaa,0,10661,
EST,Estônia,Haapsalu,Q191106,Haapsalu City,0,9812,
EST,Estônia,Põlva,Q1445105,Põlvamaa,0,9399,
EST,Estônia,Türi,Q719969,Järvamaa,0,9246,
EST,Estônia,Rapla Rural Municipality,Q2068203,Raplamaa,0,9051,
EST,Estônia,Paide,Q45114,Paide City,0,8073,
ETH,Etiópia,Adis Abeba,Q3624,Etiópia,1,5704000,
ETH,Etiópia,Nazret,Q351427,Oromia,0,324000,
ETH,Etiópia,Gondar,Q218861,Semien Gondar Zone,0,323900,
ETH,Etiópia,Gondar,Q218861,Gondar,0,323900,
ETH,Etiópia,Mek'ele,Q332319,Região Tigré,0,323700,
ETH,Etiópia,Awassa,Q755765,"Região das Nações, Nacionalidades e Povos do Sul",0,300100,
ETH,Etiópia,Awassa,Q755765,Sidama,0,300100,
ETH,Etiópia,Awassa,Q755765,Awasa Zuria,0,300100,
ETH,Etiópia,Dire Dawa,Q193486,Etiópia,0,277000,
ETH,Etiópia,Bahir Dar,Q464699,Amhara,0,243300,
ETH,Etiópia,Sodo,Q673275,Wolayita Zone,0,213467,
ETH,Etiópia,Dessie,Q755752,Dessie,0,187900,
ETH,Etiópia,Jima,Q385341,Jimma Zone,0,177900,
ETH,Etiópia,Harar,Q190184,Harari,0,157000,
ETH,Etiópia,Djidjiga,Q755763,Fafan Zone,0,125876,
ETH,Etiópia,Asella,Q740236,Arsi,0,110088,
ETH,Etiópia,Bishoftu,Q740499,Misraq Shewa Zone,0,99928,
ETH,Etiópia,Areka,Q4788771,Wolayita Zone,0,84500,
ETH,Etiópia,Adigrat,Q357101,Adigrat,0,76400,
ETH,Etiópia,Nekemte,Q376295,Misraq Welega Zone,0,75219,
FIN,Finlândia,Helsínquia,Q1757,Uusimaa,1,686595,
FIN,Finlândia,Espoo,Q47034,Uusimaa,0,314821,
FIN,Finlândia,Tampere,Q40840,Pirkanmaa,0,255333,
FIN,Finlândia,Vantaa,Q127623,Uusimaa,0,248199,
FIN,Finlândia,Oulu,Q47048,Ostrobótnia do Norte,0,214814,
FIN,Finlândia,Turku,Q38511,Finlândia Própria,0,206420,
FIN,Finlândia,Jyväskylä,Q134620,Finlândia Central,0,147856,
FIN,Finlândia,Kuopio,Q162279,Savónia do Norte,0,124131,
FIN,Finlândia,Lahti,Q28911,Päijänne Tavastia,0,120809,
FIN,Finlândia,Pori,Q180233,Satakunta,0,83219,
FIN,Finlândia,Kouvola,Q204382,Kymenlaakso,0,78824,
FIN,Finlândia,Joensuu,Q186237,Carélia do Norte,0,78175,
FIN,Finlândia,Lappeenranta,Q181854,Carélia do Sul,0,72959,
FIN,Finlândia,Vaasa,Q125080,Ostrobótnia,0,69036,
FIN,Finlândia,Hämeenlinna,Q202158,Tavastia Própria,0,68288,
FIN,Finlândia,Seinäjoki,Q6157,Ostrobótnia do Sul,0,66271,
FIN,Finlândia,Rovaniemi,Q103717,Lapônia,0,65329,
FIN,Finlândia,Mikkeli,Q190583,Savónia do Sul,0,51919,
FIN,Finlândia,Porvoo,Q193367,Uusimaa,0,51464,
FIN,Finlândia,Salo,Q210987,Finlândia Própria,0,51056,
FJI,Fiji,Suva,Q38807,Rewa,1,88271,
FJI,Fiji,Lautoka,Q856662,Ba (Fiji),0,52220,
FRO,Ilhas Faroé,Tórshavn Municipality,Q944273,Streymoy,0,20382,
FRO,Ilhas Faroé,Klaksvík Municipality,Q1094328,Norðoyar,0,5257,
FRO,Ilhas Faroé,Runavík (comuna),Q969578,Eysturoy,0,4211,
FRO,Ilhas Faroé,Eystur Municipality,Q548193,Eysturoy,0,2156,
FRO,Ilhas Faroé,Vága Municipality,Q1079322,Vága sýsla,0,1962,
FRO,Ilhas Faroé,Sunda Municipality,Q768990,Eysturoy,0,1811,
FRO,Ilhas Faroé,Sunda Municipality,Q768990,Streymoy,0,1811,
FRO,Ilhas Faroé,Tvøroyri Municipality,Q1094316,Suðuroyar sýsla,0,1711,
FRO,Ilhas Faroé,Fuglafjarðar Municipality,Q1004251,Eysturoy,0,1584,
FRO,Ilhas Faroé,Nes Municipality,Q6479325,Eysturoy,0,1226,
FRO,Ilhas Faroé,Sørvágs Municipality,Q648131,Vága sýsla,0,1134,
FRO,Ilhas Faroé,Gøta Municipality,Q1031794,Eysturoy,0,1072,
FRO,Ilhas Faroé,Miðvágs Municipality,Q672739,Vága sýsla,0,1020,
FRO,Ilhas Faroé,Sjóvar Municipality,Q1187370,Eysturoy,0,956,
FRO,Ilhas Faroé,Leirvík Municipality,Q579365,Eysturoy,0,867,
FRO,Ilhas Faroé,Eiði Municipality,Q899135,Eysturoy,0,746,
FRO,Ilhas Faroé,Sandavágur Municipality,Q835534,Vága sýsla,0,723,
FRO,Ilhas Faroé,Hvalba,Q532755,Suðuroyar sýsla,0,713,
FRO,Ilhas Faroé,Kvívík Municipality,Q548364,Streymoy,0,587,
FRO,Ilhas Faroé,Sandur Municipality,Q915478,Sandoyar,0,537,
FSM,Micronésia,Paliquir,Q42751,Pohnpei,1,6227,
FSM,Micronésia,Tofol,Q787588,Kosrae State,0,2591,
FSM,Micronésia,Tofol,Q787588,Lelu,0,2591,
FSM,Micronésia,Ulithi Municipality,Q1287362,Yap State,0,773,
GAB,Gabão,Libreville,Q3825,Estuaire,1,899000,
GAB,Gabão,Port-Gentil,Q501715,Ogooué-Maritime,0,136462,
GAB,Gabão,Franceville,Q459369,Mpassa,0,110568,
GAB,Gabão,Oyem,Q983886,Woleu-Ntem,0,60685,
GAB,Gabão,Lambaréné,Q874197,Moyen-Ogooué,0,38775,
GAB,Gabão,Mouila,Q746670,Douya-Onoy,0,36061,
GAB,Gabão,Akanda,Q21294265,Estuaire,0,34548,
GAB,Gabão,Akanda,Q21294265,Komo-Mondah,0,34548,
GAB,Gabão,Tchibanga,Q690421,Nyanga,0,30042,
GAB,Gabão,Koulamoutou,Q985614,Ogooué-Lolo,0,25651,
GAB,Gabão,Makokou,Q1002583,Ogooué-Ivindo,0,20653,
GAB,Gabão,Lekoni,Q6350743,Plateaux,0,7330,
GAB,Gabão,Mitzic,Q3135733,Okano,0,4926,
GAB,Gabão,Bakoumba,Q1115195,Lékoko,0,4045,
GAB,Gabão,Ovan,Q32361816,,0,3382,
GAB,Gabão,Ndindi,Q15261320,Haute-Banio,0,1110,
GAB,Gabão,Boumango,Q2922148,Ogooué-Létili Department,0,1095,
GAB,Gabão,Aboumi,Q30896013,,0,1050,
GBR,Reino Unido,Londres,Q84,Grande Londres,1,8799728,
GBR,Reino Unido,Birmingham,Q2256,Birmingham,0,1137100,
GBR,Reino Unido,Glasgow,Q4093,Glasgow City,0,626410,
GBR,Reino Unido,Manchester,Q18125,Manchester,0,547627,
GBR,Reino Unido,Leeds,Q39121,Leeds,0,536280,
GBR,Reino Unido,Sheffield,Q42448,Sheffield,0,518090,
GBR,Reino Unido,Sheffield,Q42448,Sheffield,0,518090,
GBR,Reino Unido,Liverpool,Q24826,Liverpool,0,513441,
GBR,Reino Unido,Edimburgo,Q23436,City of Edinburgh,0,488050,
GBR,Reino Unido,Bristol,Q23154,City of Bristol,0,472465,
GBR,Reino Unido,Leicester,Q83065,City of Leicester,0,464395,
GBR,Reino Unido,Cardiff,Q10690,Cardiff,0,383536,
GBR,Reino Unido,Coventry,Q6225,Coventry,0,362690,
GBR,Reino Unido,Belfast,Q10686,Belfast,0,345006,
GBR,Reino Unido,Newcastle upon Tyne,Q1425428,Northumberland,0,300196,
GBR,Reino Unido,Newcastle upon Tyne,Q1425428,Newcastle upon Tyne,0,300196,
GBR,Reino Unido,Bradford,Q22905,Bradford,0,293277,
GBR,Reino Unido,Nottingham,Q41262,City of Nottingham,0,289301,
GBR,Reino Unido,Bolton,Q184579,Bolton,0,285372,
GBR,Reino Unido,Sunderland,Q188304,Sunderland,0,277417,
GEO,Geórgia,Tiblíssi,Q994,Geórgia,1,1118035,
GEO,Geórgia,Batumi,Q25475,Adjara,0,169095,
GEO,Geórgia,Kutaisi,Q172415,Imereti,0,147900,
GEO,Geórgia,Rustavi,Q182521,Kvemo Kartli,0,132333,
GEO,Geórgia,Sukhumi,Q40811,República Socialista Soviética Autônoma de Abcácia,0,64441,
GEO,Geórgia,Sukhumi,Q40811,República Socialista Soviética Abecásia,0,64441,
GEO,Geórgia,Sukhumi,Q40811,Principality of Abkhazia,0,64441,
GEO,Geórgia,Sukhumi,Q40811,Kutaisi Governorate,0,64441,
GEO,Geórgia,Sukhumi,Q40811,Sukhumi Okrug,0,64441,
GEO,Geórgia,Sukhumi,Q40811,Governo da República Autônoma da Abecásia,0,64441,
GEO,Geórgia,Sukhumi,Q40811,Sokhumi Municipality,0,64441,
GEO,Geórgia,Gori,Q19583,Shida Kartli,0,44524,
GEO,Geórgia,Poti,Q185345,Samegrelo-Zemo Svaneti,0,41500,
GEO,Geórgia,Zugdidi,Q185336,Zugdidi Municipality,0,41494,
GEO,Geórgia,Tskhinvali,Q79863,Ossétia do Sul,0,32699,
GEO,Geórgia,Tskhinvali,Q79863,Administração da Ossétia do Sul,0,32699,
GEO,Geórgia,Khashuri,Q932901,Khashuri Municipality,0,25200,
GEO,Geórgia,Marneuli,Q770336,Marneuli Municipality,0,24928,
GEO,Geórgia,Akhaltsikhe,Q212546,Akhaltsikhe Municipality,0,24570,
GEO,Geórgia,Ozurgeti,Q317145,Ozurgeti Municipality,0,23399,
GHA,Gana,Kumasi,Q182059,Ashanti,0,3903480,
GHA,Gana,Kumasi,Q182059,Kumasi Metropolitan District,0,3903480,
GHA,Gana,Tamale,Q217040,Tamale Metropolitan District,0,2310939,
GHA,Gana,Acra,Q3761,Acra Metropolitana,1,1782150,
GHA,Gana,Acra,Q3761,Grande Acra,1,1782150,
GHA,Gana,Sekondi-Takoradi,Q243293,Sekondi Takoradi Metropolitan District,0,539548,
GHA,Gana,Obuasi,Q1020901,Obuasi Municipal District,0,180460,
GHA,Gana,Tema,Q726143,Tema Municipal,0,161612,
GHA,Gana,Koforidua,Q406358,Região Oriental,0,127334,
GHA,Gana,Koforidua,Q406358,New Juaben Municipal District,0,127334,
GHA,Gana,Wa,Q250733,Alto Ocidental,0,107214,
GHA,Gana,Ho,Q615006,Ho Municipal,0,83715,
GHA,Gana,Bolgatanga,Q4939409,Alto Oriental,0,66685,
GHA,Gana,Bolgatanga,Q4939409,Bolgatanga Municipal District,0,66685,
GHA,Gana,Dome,Q1236987,Juaboso District,0,56655,
GHA,Gana,Dome,Q1236987,Ga do Leste,0,56655,
GHA,Gana,Winneba,Q1188560,Central,0,55331,
GHA,Gana,Winneba,Q1188560,Effutu Municipal District,0,55331,
GHA,Gana,Mampong,Q992747,Mampong Municipal District,0,42037,
GHA,Gana,Agogo,Q395201,Ashanti,0,36797,
GIN,Guiné,Conacri,Q3733,Conacri,1,1667864,
GIN,Guiné,Gueckedou,Q740687,Guéckédou,0,221715,
GIN,Guiné,Gueckedou,Q740687,Q120436125,0,221715,
GIN,Guiné,Gueckedou,Q740687,Q120436170,0,221715,
GIN,Guiné,Gueckedou,Q740687,Q120436176,0,221715,
GIN,Guiné,Gueckedou,Q740687,Q120436190,0,221715,
GIN,Guiné,Gueckedou,Q740687,Q120436194,0,221715,
GIN,Guiné,Siguiri,Q1100303,Siguiri-Centre,0,183875,
GIN,Guiné,Labé,Q1020384,Labé,0,107695,
GIN,Guiné,Dabola,Q1100543,Dabola-Centre,0,38617,
GIN,Guiné,Baala,Q42316051,Prefeitura de Yomou,0,2404,
GIN,Guiné,Baala,Q42316051,Nzérékoré,0,2404,
GIN,Guiné,Kamsar,Q1723411,Boké,0,134,
GMB,Gâmbia,Banjul,Q3726,Greater Banjul Area,1,31356,
GNB,Guiné-Bissau,Bissau,Q3739,Bissau,1,492004,
GNB,Guiné-Bissau,Farim,Q1022984,Oio,0,46268,
GNB,Guiné-Bissau,Gabu,Q1015891,Região de Gabu,0,43556,
GNB,Guiné-Bissau,Quinhamel,Q616404,Quinhamel,0,42659,
GNB,Guiné-Bissau,Bafatá,Q799788,Bafatá,0,29556,
GNB,Guiné-Bissau,Bissorã,Q572152,Oio,0,11964,
GNB,Guiné-Bissau,Ingoré,Q54901754,,0,8107,
GNB,Guiné-Bissau,Buba,Q997402,Quinara,0,7898,
GNB,Guiné-Bissau,Mansôa,Q1368576,Oio,0,7376,
GNB,Guiné-Bissau,Cacheu,Q1002807,Cacheu,0,5674,
GNB,Guiné-Bissau,Catió,Q1190869,Catió,0,5081,
GNB,Guiné-Bissau,Bubaque,Q997407,Bubaque,0,4484,
GNQ,Guiné Equatorial,Malabo,Q3818,District of Malabo,1,297000,
GNQ,Guiné Equatorial,Bata,Q320792,Litoral,0,290000,
GNQ,Guiné Equatorial,Niefang,Q2550461,Centro Sur,0,41084,
GNQ,Guiné Equatorial,Ebebiyín,Q911358,Kié-Ntem,0,36565,
GNQ,Guiné Equatorial,Añisoc,Q2720938,Wele-Nzas,0,16626,
GNQ,Guiné Equatorial,Mongomeyen,Q2604898,Wele-Nzas,0,15644,
GNQ,Guiné Equatorial,Mbini,Q980895,Litoral,0,14034,
GNQ,Guiné Equatorial,Aconibe,Q2549481,Wele-Nzas,0,13382,
GNQ,Guiné Equatorial,Rebola,Q2720928,Bioko Norte,0,10000,
GNQ,Guiné Equatorial,Evinayong,Q1988320,Centro Sur,0,9155,
GNQ,Guiné Equatorial,Luba,Q985548,Bioko Sur,0,7739,
GNQ,Guiné Equatorial,Mongomo,Q526539,Wele-Nzas,0,7251,
GNQ,Guiné Equatorial,Micomeseng,Q2720623,Kié-Ntem,0,5813,
GNQ,Guiné Equatorial,Bidjabidjan,Q2604911,Kié-Ntem,0,5167,
GNQ,Guiné Equatorial,San Antonio de Palé,Q1001897,Província de Annobón,0,5008,
GNQ,Guiné Equatorial,Cogo,Q2549060,Litoral,0,4607,
GNQ,Guiné Equatorial,Acurenam,Q2249718,Centro Sur,0,2714,
GNQ,Guiné Equatorial,Nsang,Q3879165,Kié-Ntem,0,2122,
GNQ,Guiné Equatorial,Ciudad de la Paz,Q1140136,Djibloho,0,2000,
GNQ,Guiné Equatorial,Riaba,Q2604278,Bioko Sur,0,1071,
GRC,Grécia,Atenas,Q1524,Município de Atenas,1,643452,
GRC,Grécia,Município de Atenas,Q1224979,Atenas Central,0,643452,
GRC,Grécia,Thessaloniki Municipality,Q6627746,Macedônia Central,0,319045,
GRC,Grécia,Salonica,Q17151,Thessaloniki Municipality,0,309617,
GRC,Grécia,Municipality of Patras,Q12875753,Acaia,0,187486,
GRC,Grécia,Piraeus Municipality,Q12875755,Pireu,0,186088,
GRC,Grécia,Pátras,Q133123,Municipality of Patras,0,173600,
GRC,Grécia,Pireu,Q58976,Piraeus Municipality,0,168151,
GRC,Grécia,Heraklion Municipality,Q12875662,Heraclião,0,154604,
GRC,Grécia,Lárissa,Q178405,Larissa Municipality,0,146377,
GRC,Grécia,Heraclião,Q160544,Heraklion Municipality,0,145440,
GRC,Grécia,Municipality of Peristeri,Q21622260,Atenas Ocidental,0,137129,
GRC,Grécia,Larissa Municipality,Q12875709,Lárissa,0,136684,
GRC,Grécia,Iraklio Municipal Unit,Q12875667,Heraklion Municipality,0,134155,
GRC,Grécia,Peristeri,Q652895,Municipality of Peristeri,0,133630,
GRC,Grécia,Volos Municipality,Q21144478,Magnesia Regional Unit,0,121645,
GRC,Grécia,Rodes,Q43048,Rodes,0,115490,
GRC,Grécia,Rodos Municipality,Q12875763,Rodes,0,115490,
GRC,Grécia,Ioannina Municipality,Q12875676,Janina,0,112486,
GRC,Grécia,Chania Municipality,Q12875801,Chania,0,108642,
GRD,Granada,São Jorge,Q41547,São Jorge,1,33734,
GRD,Granada,Gouyave,Q375507,Saint John,0,3378,
GRD,Granada,Grenville,Q3116519,Saint Andrew,0,2476,
GRD,Granada,Sauteurs,Q1318103,Saint Patrick,0,1300,
GRD,Granada,Hillsborough,Q3267362,Carriacou e Petite Martinique,0,1000,
GRL,Groenlândia,Sermersooq,Q695387,Gronelândia,0,22480,
GRL,Groenlândia,Nuuk,Q226,Sermersooq,1,18326,
GRL,Groenlândia,Qaasuitsup,Q641460,Gronelândia,0,17498,
GRL,Groenlândia,Nuuk Municipality,Q617630,Kitaa,0,14705,
GRL,Groenlândia,Avannaata,Q44593409,Gronelândia,0,10820,
GRL,Groenlândia,Qeqqata,Q476233,Gronelândia,0,9423,
GRL,Groenlândia,Kujalleq,Q478813,Gronelândia,0,6811,
GRL,Groenlândia,Qeqertalik,Q44593337,Gronelândia,0,6176,
GRL,Groenlândia,Sisimiut,Q208098,Qeqqata,0,5582,
GRL,Groenlândia,Ilulissat municipality,Q1906815,Kitaa,0,5023,
GRL,Groenlândia,Ilulissat,Q191047,Avannaata,0,4737,
GRL,Groenlândia,Qaqortoq municipality,Q1612733,Kitaa,0,3430,
GRL,Groenlândia,Maniitsoq Municipality,Q1616572,Kitaa,0,3396,
GRL,Groenlândia,Aasiaat municipality,Q2569818,Kitaa,0,3310,
GRL,Groenlândia,Aasiaat,Q211218,Qeqertalik,0,3069,
GRL,Groenlândia,Ammassalik Municipality,Q370694,Tunu,0,3069,
GRL,Groenlândia,Nanortalik Municipality,Q1616536,Kitaa,0,2103,
GRL,Groenlândia,Tasiilaq,Q2139799,Sermersooq,0,1985,
GRL,Groenlândia,Narsaq Municipality,Q2336567,Kitaa,0,1908,
GRL,Groenlândia,Paamiut Municipality,Q937296,Kitaa,0,1733,
GTM,Guatemala,Cidade da Guatemala,Q1555,Guatemala,1,994938,
GTM,Guatemala,Mixco,Q948953,Guatemala,0,527828,
GTM,Guatemala,Villa Nueva,Q1018584,Guatemala,0,492480,
GTM,Guatemala,San Juan Sacatepéquez,Q127622,Guatemala,0,284798,
GTM,Guatemala,San Pedro Carchá,Q325586,Alta Verapaz,0,255006,
GTM,Guatemala,Cobán,Q867077,Alta Verapaz,0,228664,
GTM,Guatemala,Quetzaltenango,Q334577,Quetzaltenango,0,207620,
GTM,Guatemala,Jalapa,Q1023359,Jalapa,0,192676,
GTM,Guatemala,Escuintla,Q780771,Escuintla,0,170280,
GTM,Guatemala,Villa Canales,Q174266,Guatemala,0,167779,
GTM,Guatemala,Jutiapa,Q1023364,Jutiapa,0,167049,
GTM,Guatemala,Amatitlán,Q455760,Guatemala,0,152296,
GTM,Guatemala,Chichicastenango,Q603423,El Quiché,0,150932,
GTM,Guatemala,Petapa,Q921966,Guatemala,0,150513,
GTM,Guatemala,Momostenango,Q2718095,Totonicapán,0,139552,
GTM,Guatemala,Huehuetenango,Q984863,Huehuetenango,0,136639,
GTM,Guatemala,Santa Cruz Barillas,Q2390990,Huehuetenango,0,127991,
GTM,Guatemala,Santa Lucía Cotzumalguapa,Q404550,Escuintla,0,127683,
GTM,Guatemala,Chinautla,Q1027001,Guatemala,0,124365,
GTM,Guatemala,Coatepeque,Q2445821,Quetzaltenango,0,120737,
GUY,Guiana,Georgetown,Q10717,Demerara-Mahaica,1,235017,
GUY,Guiana,Linden,Q741134,Alto Demerara-Berbice,0,28674,
GUY,Guiana,Anna Regina,Q563067,Pomeroon-Supenaam,0,12448,
GUY,Guiana,Anna Regina,Q563067,Guaiana Essequiba,0,12448,
GUY,Guiana,Corriverton,Q1018369,,0,11574,
GUY,Guiana,Bartica,Q809428,Cuyuni-Mazaruni,0,8532,
GUY,Guiana,Rose Hall,Q3233991,Berbice Oriental-Corentyne,0,3301,
GUY,Guiana,Lethem,Q1203781,Guaiana Essequiba,0,3000,
GUY,Guiana,Lethem,Q1203781,Alto Tacutu-Alto Essequibo,0,3000,
HND,Honduras,Distrito Central,Q609188,Francisco Morazán,0,1157509,
HND,Honduras,Tegucigalpa,Q3238,Distrito Central,1,1055729,
HND,Honduras,San Pedro Sula,Q274584,Cortés,0,719064,
HND,Honduras,Choloma,Q998218,Cortés,0,231668,
HND,Honduras,La Ceiba,Q916536,Atlántida,0,197267,
HND,Honduras,Danlí,Q1958679,El Paraíso,0,195916,
HND,Honduras,El Progreso,Q2277161,Yoro,0,188366,
HND,Honduras,Choluteca,Q1773148,Choluteca,0,152519,
HND,Honduras,Villanueva,Q2542686,Cortés,0,149977,
HND,Honduras,Comayagua,Q679169,Comayagua,0,144785,
HND,Honduras,Juticalpa,Q773764,Olancho,0,124828,
HND,Honduras,Puerto Cortés,Q673089,Cortés,0,122426,
HND,Honduras,Catacamas,Q772672,Olancho,0,117493,
HND,Honduras,Olanchito,Q2720977,Yoro,0,104609,
HND,Honduras,Tela,Q1027018,Atlántida,0,96758,
HND,Honduras,Siguatepeque,Q2552676,Comayagua,0,95121,
HND,Honduras,Tocoa,Q2226585,Colón,0,89849,
HND,Honduras,Yoro,Q2561180,Yoro,0,86665,
HND,Honduras,Santa Cruz de Yojoa,Q2180652,Cortés,0,82760,
HND,Honduras,La Lima,Q2279521,Cortés,0,71910,
HRV,Croácia,Zagreb,Q1435,Croácia,1,767131,
HRV,Croácia,Split,Q1663,Condado de Split-Dalmácia,0,160577,
HRV,Croácia,Rijeka,Q1647,Condado Litoral-Serrano,0,107964,
HRV,Croácia,Osijek,Q1640,Condado de Osijek-Barânia,0,96313,
HRV,Croácia,Zadar,Q3370,Condado de Zadar,0,70779,
HRV,Croácia,Zadar,Q3370,República Socialista da Croácia,0,70779,
HRV,Croácia,Zadar,Q3370,Adriatic Croatia,0,70779,
HRV,Croácia,Velika Gorica,Q331141,Condado de Zagreb,0,61075,
HRV,Croácia,Slavonski Brod,Q4686,Condado de Brod-Posavina,0,53473,
HRV,Croácia,Slavonski Brod,Q4686,Požega County,0,53473,
HRV,Croácia,Pula,Q4656,Condado de Ístria,0,52220,
HRV,Croácia,Karlovac,Q3617,Condado de Karlovac,0,49377,
HRV,Croácia,Grad Karlovac,Q25295346,Condado de Karlovac,0,49377,
HRV,Croácia,Varaždin,Q5420,Condado de Varaždin,0,43782,
HRV,Croácia,Šibenik,Q3549,Condado de Šibenik-Knin,0,42599,
HRV,Croácia,Dubrovnik,Q1722,Dubrovnik-Neretva,0,41562,
HRV,Croácia,Sisak,Q192119,Condado de Sisak-Moslavina,0,40121,
HRV,Croácia,Kaštela,Q396579,Condado de Split-Dalmácia,0,37794,
HRV,Croácia,Samobor,Q390587,Condado de Zagreb,0,37435,
HRV,Croácia,Bjelovar,Q5707,Condado de Bjelovar-Bilogora,0,36316,
HTI,Haiti,Porto Príncipe,Q34261,Porto Príncipe,1,987310,
HTI,Haiti,Carrefour,Q986207,Porto Príncipe,0,511345,
HTI,Haiti,Pétionville,Q1001440,Porto Príncipe,0,376834,
HTI,Haiti,Gonaïves,Q852550,Gonaïves,0,356324,
HTI,Haiti,Delmas,Q997821,Porto Príncipe,0,284079,
HTI,Haiti,Cabo Haitiano,Q216835,Norte,0,190289,
HTI,Haiti,Dessalines,Q1200898,Dessalines,0,165424,
HTI,Haiti,Saint-Marc,Q132189,Saint-Marc,0,160181,
HTI,Haiti,Jeremias,Q986301,Jeremias,0,134317,
HTI,Haiti,Porto-da-Paz,Q951602,Noroeste,0,121220,
HTI,Haiti,Porto-da-Paz,Q951602,Porto-da-Paz,0,121220,
HTI,Haiti,Verettes,Q777676,Saint-Marc,0,90226,
