conflict_qid;conflict_label;participant_qid;participant_label;role_label;is_human
Q26749;Segunda Coligação;Q175881;República Romana;;no
Q26749;Segunda Coligação;Q154849;Grão-Ducado da Toscana;;no
Q26749;Segunda Coligação;Q173065;Reino de Nápoles;;no
Q26749;Segunda Coligação;Q174193;Reino Unido da Grã-Bretanha e Irlanda;;no
Q26749;Segunda Coligação;Q188553;República Batava;;no
Q26749;Segunda Coligação;Q206696;República Helvética;;no
Q26749;Segunda Coligação;Q213353;República Cisalpina;;no
Q26749;Segunda Coligação;Q3355522;Malta hospitalária;;no
Q26749;Segunda Coligação;Q514423;República Napolitana;;no
Q26749;Segunda Coligação;Q659312;República Lígure;;no
Q26749;Segunda Coligação;Q29;Espanha;;no
Q26749;Segunda Coligação;Q34266;Império Russo;;no
Q26749;Segunda Coligação;Q12548;Sacro Império Romano-Germânico;;no
Q26749;Segunda Coligação;Q12560;Império Otomano;;no
Q26749;Segunda Coligação;Q45670;Reino de Portugal;;no
Q26749;Segunda Coligação;Q58296;Primeira República Francesa;;no
Q6271;Segunda Guerra Púnica;Q102679;Numídia;;no
Q6271;Segunda Guerra Púnica;Q1288728;Masaesyli;;no
Q6271;Segunda Guerra Púnica;Q190992;Iberos;;no
Q6271;Segunda Guerra Púnica;Q3293507;Públio Cornélio Cipião;;yes
Q6271;Segunda Guerra Púnica;Q245273;Liga Etólia;;no
Q6271;Segunda Guerra Púnica;Q2429397;Civilização cartaginesa;belligerent;no
Q6271;Segunda Guerra Púnica;Q274545;Fábio Máximo;;yes
Q6271;Segunda Guerra Púnica;Q432244;Lúcio Emílio Paulo;;yes
Q6271;Segunda Guerra Púnica;Q315274;Caio Terêncio Varrão;;yes
Q6271;Segunda Guerra Púnica;Q603588;Maesulians;;no
Q6271;Segunda Guerra Púnica;Q83958;Macedónia Antiga;;no
Q6271;Segunda Guerra Púnica;Q36456;Aníbal;chefe militar;yes
Q6271;Segunda Guerra Púnica;Q2253;Cipião Africano;;yes
Q6271;Segunda Guerra Púnica;Q13670;Siracusa;;no
Q6271;Segunda Guerra Púnica;Q18986;Pérgamo;;no
Q6271;Segunda Guerra Púnica;Q17167;República Romana;belligerent;no
Q29242;Conflito georgiano-osseta;Q106974;Ossetas;;no
Q29242;Conflito georgiano-osseta;Q18973;Georgianos;;no
Q25857;Guerra de Devolução;Q766543;Monarquia Hispânica;;no
Q25857;Guerra de Devolução;Q70972;Reino da França;vencedor;no
Q8628;Guerra da Vendeia;Q877884;Legitimismo;;no
Q8628;Guerra da Vendeia;Q58296;Primeira República Francesa;;no
Q26013;Guerra anglo-americana de 1812;Q105405;cherokee;;no
Q26013;Guerra anglo-americana de 1812;Q324516;Choctaw;;no
Q26013;Guerra anglo-americana de 1812;Q174193;Reino Unido da Grã-Bretanha e Irlanda;;no
Q26013;Guerra anglo-americana de 1812;Q253436;Shawnees;;no
Q26013;Guerra anglo-americana de 1812;Q255872;Ojíbuas;;no
Q26013;Guerra anglo-americana de 1812;Q717738;Tecumseh's Confederacy;;no
Q26013;Guerra anglo-americana de 1812;Q7721124;The Canadas;;no
Q26013;Guerra anglo-americana de 1812;Q51705;Creek;;no
Q26013;Guerra anglo-americana de 1812;Q30;Estados Unidos;;no
Q12583;Guerra Hispano-Americana;Q1044536;Restauração bourbônica na Espanha;;no
Q12583;Guerra Hispano-Americana;Q14905932;República de Cuba;;no
Q12583;Guerra Hispano-Americana;Q53553879;Revolutionary Government of the Philippines;;no
Q12583;Guerra Hispano-Americana;Q30;Estados Unidos;;no
Q6286;Primeira Guerra Púnica;Q2429397;Civilização cartaginesa;;no
Q6286;Primeira Guerra Púnica;Q13415270;tyrant of Syracuse;;no
Q6286;Primeira Guerra Púnica;Q17167;República Romana;;no
Q12551;Guerra dos Cem Anos;Q179876;Reino da Inglaterra;;no
Q12551;Guerra dos Cem Anos;Q70972;Reino da França;;no
Q28365;Guerra Lamiaca;Q13533353;Argos;;no
Q28365;Guerra Lamiaca;Q844930;Atenas;;no
Q28365;Guerra Lamiaca;Q166919;Tessália;;no
Q28365;Guerra Lamiaca;Q187570;Beócia;;no
Q28365;Guerra Lamiaca;Q2637650;Phocis;;no
Q28365;Guerra Lamiaca;Q245273;Liga Etólia;;no
Q28365;Guerra Lamiaca;Q659791;Lócrida;;no
Q28365;Guerra Lamiaca;Q83958;Macedónia Antiga;;no
Q28365;Guerra Lamiaca;Q38281545;Amphissa;;no
Q8663;Guerra da Coreia;Q148;China;;no
Q8663;Guerra da Coreia;Q16;Canadá;;no
Q8663;Guerra da Coreia;Q142;França;;no
Q8663;Guerra da Coreia;Q32;Luxemburgo;;no
Q8663;Guerra da Coreia;Q31;Bélgica;;no
Q8663;Guerra da Coreia;Q115;Etiópia;;no
Q8663;Guerra da Coreia;Q43;Turquia;;no
Q8663;Guerra da Coreia;Q55;Países Baixos;;no
Q8663;Guerra da Coreia;Q739;Colômbia;;no
Q8663;Guerra da Coreia;Q145;Reino Unido;;no
Q8663;Guerra da Coreia;Q15180;União Soviética;;no
Q8663;Guerra da Coreia;Q408;Austrália;;no
Q8663;Guerra da Coreia;Q869;Tailândia;;no
Q8663;Guerra da Coreia;Q258;África do Sul;;no
Q8663;Guerra da Coreia;Q41;Grécia;;no
Q8663;Guerra da Coreia;Q30;Estados Unidos;;no
Q8663;Guerra da Coreia;Q423;Coreia do Norte;;no
Q8663;Guerra da Coreia;Q884;Coreia do Sul;;no
Q8663;Guerra da Coreia;Q928;Filipinas;;no
Q8663;Guerra da Coreia;Q664;Nova Zelândia;;no
Q6334;Terceira guerra púnica;Q1747689;Roma Antiga;;no
Q6334;Terceira guerra púnica;Q2429397;Civilização cartaginesa;;no
Q6683;Guerra Mexicano-Americana;Q7443295;Segunda República Federal do México;;no
Q6683;Guerra Mexicano-Americana;Q17557;República da Califórnia;;no
Q6683;Guerra Mexicano-Americana;Q30;Estados Unidos;;no
Q29269;Primeira Guerra da Chechênia;Q1377638;Gennady Troshev;;yes
Q29269;Primeira Guerra da Chechênia;Q179846;Djokhar Dudaiev;;yes
Q29269;Primeira Guerra da Chechênia;Q190731;Shamil Bassaiev;;yes
Q29269;Primeira Guerra da Chechênia;Q193354;Aslan Maskhadov;;yes
Q29269;Primeira Guerra da Chechênia;Q210036;República Chechena da Ichkeria;;no
Q29269;Primeira Guerra da Chechênia;Q335460;Ibn al-Khattab;;yes
Q29269;Primeira Guerra da Chechênia;Q238754;Pavel Grachev;;yes
Q29269;Primeira Guerra da Chechênia;Q4119298;Mujahideen in Chechnya;;no
Q29269;Primeira Guerra da Chechênia;Q4246195;Anatoly Kulikov;;yes
Q29269;Primeira Guerra da Chechênia;Q977234;Yevgeny Rodionov;;yes
Q29269;Primeira Guerra da Chechênia;Q159;Rússia;;no
Q29269;Primeira Guerra da Chechênia;Q34453;Boris Iéltsin;;yes
Q29122;Primeira Guerra Anglo-Birmanesa;Q1062422;Dinastia Konbaung;;no
Q29122;Primeira Guerra Anglo-Birmanesa;Q1155700;Reino Rattanakosin;;no
Q29122;Primeira Guerra Anglo-Birmanesa;Q8680;Império Britânico;;no
Q46083;Guerra franco-prussiana;Q150981;Confederação da Alemanha do Norte;;no
Q46083;Guerra franco-prussiana;Q154195;Reino da Baviera;;no
Q46083;Guerra franco-prussiana;Q159631;Reino de Württemberg;;no
Q46083;Guerra franco-prussiana;Q186320;Grão-ducado de Baden;;no
Q46083;Guerra franco-prussiana;Q70802;Terceira República Francesa;;no
Q46083;Guerra franco-prussiana;Q71092;Segundo Império Francês;;no
Q46083;Guerra franco-prussiana;Q43287;Império Alemão;;no
Q34145;Third Syrian War;Q2320005;Egito ptolemaico;;no
Q34145;Third Syrian War;Q93180;Império Selêucida;;no
Q31880;Castille War;Q766543;Monarquia Hispânica;;no
Q31880;Castille War;Q887803;Império do Brunei;;no
Q31307;Guerra birmanesa-siamesa;Q1062422;Dinastia Konbaung;;no
Q31307;Guerra birmanesa-siamesa;Q841364;Reino de Ayutthaya;;no
Q31301;Guerra Anglo-Turca;Q12560;Império Otomano;;no
Q31301;Guerra Anglo-Turca;Q8680;Império Britânico;;no
Q48249;Guerra das Malvinas;Q414;Argentina;;no
Q48249;Guerra das Malvinas;Q145;Reino Unido;;no
Q49100;Guerra do Yom Kipur;Q79;Egito;;no
Q49100;Guerra do Yom Kipur;Q801;Israel;;no
Q49100;Guerra do Yom Kipur;Q858;Síria;;no
Q47985;Guerra rus'-bizantina de 1043;Q1108445;Principado de Kiev;;no
Q47985;Guerra rus'-bizantina de 1043;Q12544;Império Bizantino;;no
Q31944;Guerra Mahdista;Q172579;Reino da Itália;;no
Q31944;Guerra Mahdista;Q207521;Império Etíope;;no
Q31944;Guerra Mahdista;Q3125368;Sudão Mahdista;;no
Q31944;Guerra Mahdista;Q76048;Estado Livre do Congo;;no
Q31944;Guerra Mahdista;Q8680;Império Britânico;;no
Q34103;Second Syrian War;Q2320005;Egito ptolemaico;;no
Q34103;Second Syrian War;Q93180;Império Selêucida;;no
Q49097;Guerra da Palestina de 1948;Q293332;Lehi;;no
Q49097;Guerra da Palestina de 1948;Q124943;Reino do Egito;;no
Q49097;Guerra da Palestina de 1948;Q1356549;Yishuv;;no
Q49097;Guerra da Palestina de 1948;Q149805;Reino do Iraque;;no
Q49097;Guerra da Palestina de 1948;Q207913;Irgun;;no
Q49097;Guerra da Palestina de 1948;Q252054;Haganá;;no
Q49097;Guerra da Palestina de 1948;Q385509;Palmach;;no
Q49097;Guerra da Palestina de 1948;Q623911;Exército de Liberação Árabe;;no
Q49097;Guerra da Palestina de 1948;Q681182;Army of the Holy War;;no
Q49097;Guerra da Palestina de 1948;Q26234937;Primeira República Síria;;no
Q49097;Guerra da Palestina de 1948;Q801;Israel;;no
Q49097;Guerra da Palestina de 1948;Q810;Jordânia;;no
Q49097;Guerra da Palestina de 1948;Q822;Líbano;;no
Q33745;Guerra do Peloponeso;Q193235;Liga de Delos;;no
Q33745;Guerra do Peloponeso;Q208742;Liga do Peloponeso;;no
Q33745;Guerra do Peloponeso;Q389688;Império Aquemênida;;no
Q49077;Guerra dos Seis Dias;Q796;Iraque;;no
Q49077;Guerra dos Seis Dias;Q79;Egito;;no
Q49077;Guerra dos Seis Dias;Q801;Israel;;no
Q49077;Guerra dos Seis Dias;Q810;Jordânia;;no
Q49077;Guerra dos Seis Dias;Q858;Síria;;no
Q49077;Guerra dos Seis Dias;Q822;Líbano;;no
Q49092;Guerra árabe-israelense de 1948;Q623911;Exército de Liberação Árabe;;no
Q49092;Guerra árabe-israelense de 1948;Q681182;Army of the Holy War;;no
Q49092;Guerra árabe-israelense de 1948;Q801;Israel;;no
Q49092;Guerra árabe-israelense de 1948;Q7172;Liga Árabe;;no
Q33143;Guerra dos Sete Anos;Q127318;Jorge III do Reino Unido;;yes
Q33143;Guerra dos Sete Anos;Q131706;Maria Teresa da Áustria;;yes
Q33143;Guerra dos Sete Anos;Q131981;Jorge II da Grã-Bretanha;;yes
Q33143;Guerra dos Sete Anos;Q153136;Monarquia de Habsburgo;;no
Q33143;Guerra dos Sete Anos;Q156199;Eleitorado da Saxônia;;no
Q33143;Guerra dos Sete Anos;Q161885;Reino da Grã-Bretanha;;no
Q33143;Guerra dos Sete Anos;Q168651;Hesse-Kassel;;no
Q33143;Guerra dos Sete Anos;Q170604;Nova França;;no
Q33143;Guerra dos Sete Anos;Q215443;Império Sueco;;no
Q33143;Guerra dos Sete Anos;Q215530;Reino da Irlanda;;no
Q33143;Guerra dos Sete Anos;Q256961;Eleitorado da Baviera;;no
Q33143;Guerra dos Sete Anos;Q258532;América Britânica;;no
Q33143;Guerra dos Sete Anos;Q310650;Schaumburg-Lippe;;no
Q33143;Guerra dos Sete Anos;Q318806;Abenaki;;no
Q33143;Guerra dos Sete Anos;Q4083686;Sultanate of Bengal;;no
Q33143;Guerra dos Sete Anos;Q68518;Iroqueses;;no
Q33143;Guerra dos Sete Anos;Q70972;Reino da França;;no
Q33143;Guerra dos Sete Anos;Q706018;Eleitorado de Hanôver;;no
Q33143;Guerra dos Sete Anos;Q6037274;Nação Misquita;;no
Q33143;Guerra dos Sete Anos;Q80702;Império Espanhol;;no
Q33143;Guerra dos Sete Anos;Q830084;Principado de Brunsvique-Volfembutel;;no
Q33143;Guerra dos Sete Anos;Q34266;Império Russo;;no
Q33143;Guerra dos Sete Anos;Q12548;Sacro Império Romano-Germânico;;no
Q33143;Guerra dos Sete Anos;Q27306;Reino da Prússia;;no
Q33143;Guerra dos Sete Anos;Q33296;Império Mogol;;no
Q33143;Guerra dos Sete Anos;Q45670;Reino de Portugal;;no
Q33143;Guerra dos Sete Anos;Q7738;Luís XV de França;;yes
Q37643;Guerra do Golfo;Q217194;Jaber Al-Ahmad Al-Sabah;;yes
Q37643;Guerra do Golfo;Q3108185;Iraque Baathista;;no
Q37643;Guerra do Golfo;Q142;França;;no
Q37643;Guerra do Golfo;Q9559;John Major;;yes
Q37643;Guerra do Golfo;Q1316;Saddam Hussein;;yes
Q37643;Guerra do Golfo;Q145;Reino Unido;;no
Q37643;Guerra do Golfo;Q408;Austrália;;no
Q37643;Guerra do Golfo;Q23505;George H. W. Bush;;yes
Q37643;Guerra do Golfo;Q817;Kuwait;;no
Q37643;Guerra do Golfo;Q30;Estados Unidos;;no
Q37643;Guerra do Golfo;Q7416;Margaret Thatcher;;yes
Q37643;Guerra do Golfo;Q851;Arábia Saudita;;no
Q48883;Guerra Goguryeo-Sui;Q28370;Koguryo;;no
Q48883;Guerra Goguryeo-Sui;Q7405;Dinastia Sui;;no
Q75626;Primeira Guerra Macedônica;Q1247159;Messênia;;no
Q75626;Primeira Guerra Macedônica;Q1747689;Roma Antiga;;no
Q75626;Primeira Guerra Macedônica;Q244796;Liga Aqueia;;no
Q75626;Primeira Guerra Macedônica;Q245273;Liga Etólia;;no
Q75626;Primeira Guerra Macedônica;Q321029;Dinastia Atálida;;no
Q75626;Primeira Guerra Macedônica;Q6536845;Ancient Elis;;no
Q75626;Primeira Guerra Macedônica;Q83958;Macedónia Antiga;;no
Q75626;Primeira Guerra Macedônica;Q888175;list of Illyrians;;no
Q75626;Primeira Guerra Macedônica;Q5690;Esparta;;no
Q75665;Segunda Guerra Macedónica;Q844930;Atenas;;no
Q75665;Segunda Guerra Macedónica;Q1747689;Roma Antiga;;no
Q75665;Segunda Guerra Macedónica;Q11916620;Reino de Dardânia;;no
Q75665;Segunda Guerra Macedónica;Q245273;Liga Etólia;;no
Q75665;Segunda Guerra Macedónica;Q321029;Dinastia Atálida;;no
Q75665;Segunda Guerra Macedónica;Q83958;Macedónia Antiga;;no
Q75665;Segunda Guerra Macedónica;Q43048;Rodes;;no
Q60489;Albanian–Venetian War;Q669241;Liga de Lezhë;;no
Q60489;Albanian–Venetian War;Q12560;Império Otomano;;no
Q60489;Albanian–Venetian War;Q4948;República de Veneza;;no
Q74109;Segunda Guerra Mundial na Albânia;Q1448131;Protetorado da Albânia;;no
Q74109;Segunda Guerra Mundial na Albânia;Q172579;Reino da Itália;;no
Q74109;Segunda Guerra Mundial na Albânia;Q3299868;Movimento de Libertação Nacional da Albânia;;no
Q74109;Segunda Guerra Mundial na Albânia;Q689339;Balli Kombëtar;;no
Q74109;Segunda Guerra Mundial na Albânia;Q777147;Reino Albanês;;no
Q74109;Segunda Guerra Mundial na Albânia;Q822509;Legaliteti;;no
Q74109;Segunda Guerra Mundial na Albânia;Q7318;Alemanha Nazi;;no
Q54434;Guerra da Orelha de Jenkins;Q6037274;Nação Misquita;;no
Q54434;Guerra da Orelha de Jenkins;Q29;Espanha;;no
Q54434;Guerra da Orelha de Jenkins;Q8680;Império Britânico;;no
Q74623;Grande Guerra Turca;Q539051;gregos;;no
Q74623;Grande Guerra Turca;Q127885;Sérvios;;no
Q74623;Grande Guerra Turca;Q133255;búlgaros;;no
Q74623;Grande Guerra Turca;Q153136;Monarquia de Habsburgo;;no
Q74623;Grande Guerra Turca;Q172107;República das Duas Nações;;no
Q74623;Grande Guerra Turca;Q179248;Albaneses;;no
Q74623;Grande Guerra Turca;Q186096;Czarado da Rússia;;no
Q74623;Grande Guerra Turca;Q3324486;Principado-Bispado de Montenegro;;no
Q74623;Grande Guerra Turca;Q766501;Ducado de Mântua;;no
Q74623;Grande Guerra Turca;Q12548;Sacro Império Romano-Germânico;;no
Q74623;Grande Guerra Turca;Q12560;Império Otomano;;no
Q74623;Grande Guerra Turca;Q4948;República de Veneza;;no
Q49104;guerra do Líbano de 2006;Q1349604;Partido Comunista Libanês;;no
Q49104;guerra do Líbano de 2006;Q452670;Movimento Amal;;no
Q49104;guerra do Líbano de 2006;Q921699;Frente Popular para a Libertação da Palestina - Comando Geral;;no
Q49104;guerra do Líbano de 2006;Q41053;Hizbollah;;no
Q49104;guerra do Líbano de 2006;Q58967;Forças de Defesa de Israel;;no
Q74302;Polish–Ottoman War of 1633–34;Q172107;República das Duas Nações;;no
Q74302;Polish–Ottoman War of 1633–34;Q12560;Império Otomano;;no
Q58947;Guerra do Paraguai;Q217230;Império do Brasil;;no
Q58947;Guerra do Paraguai;Q15051546;Tríplice Aliança;;no
Q58947;Guerra do Paraguai;Q414;Argentina;;no
Q58947;Guerra do Paraguai;Q77;Uruguai;;no
Q58947;Guerra do Paraguai;Q733;Paraguai;;no
Q74298;Polish–Ottoman War of 1672–1676;Q10957559;Principado da Moldávia;;no
Q74298;Polish–Ottoman War of 1672–1676;Q160440;Canato da Crimeia;;no
Q74298;Polish–Ottoman War of 1672–1676;Q171393;Valáquia;;no
Q74298;Polish–Ottoman War of 1672–1676;Q172107;República das Duas Nações;;no
Q74298;Polish–Ottoman War of 1672–1676;Q212439;Hetmanato;;no
Q74298;Polish–Ottoman War of 1672–1676;Q12560;Império Otomano;;no
Q75756;Segunda Guerra do Congo;Q108462;Exército de Resistência do Senhor;;no
Q75756;Segunda Guerra do Congo;Q134469;Baniamulenges;;no
Q75756;Segunda Guerra do Congo;Q144806;Movimento de Libertação do Congo;;no
Q75756;Segunda Guerra do Congo;Q1498659;Reagrupamento Congolês para a Democracia;;no
Q75756;Segunda Guerra do Congo;Q645254;Frente de Libertação Nacional;;no
Q75756;Segunda Guerra do Congo;Q249015;Forças Democráticas pela Libertação de Ruanda;;no
Q75756;Segunda Guerra do Congo;Q2271402;Conselho Nacional para a Defesa da Democracia – Forças para a Defesa da Democracia;;no
Q75756;Segunda Guerra do Congo;Q3550188;União dos Patriotas Congoleses;;no
Q75756;Segunda Guerra do Congo;Q5467563;Forces for Renewal;;no
Q75756;Segunda Guerra do Congo;Q7287080;Rally for Congolese Democracy–Goma;;no
Q75756;Segunda Guerra do Congo;Q916;Angola;;no
Q75756;Segunda Guerra do Congo;Q1030;Namíbia;;no
Q75756;Segunda Guerra do Congo;Q1036;Uganda;;no
Q75756;Segunda Guerra do Congo;Q1037;Ruanda;;no
Q75756;Segunda Guerra do Congo;Q1049;Sudão;;no
Q75756;Segunda Guerra do Congo;Q657;Chade;;no
Q75756;Segunda Guerra do Congo;Q28699;União Nacional para a Independência Total de Angola;;no
Q75756;Segunda Guerra do Congo;Q954;Zimbábue;;no
Q75756;Segunda Guerra do Congo;Q967;Burundi;;no
Q75756;Segunda Guerra do Congo;Q974;República Democrática do Congo;;no
Q49103;Guerra do Líbano de 1982;Q152220;Partido dos Trabalhadores do Curdistão;;no
Q49103;Guerra do Líbano de 1982;Q1718017;Al-Mourabitoun;;no
Q49103;Guerra do Líbano de 1982;Q1822817;Frente Libanesa;;no
Q49103;Guerra do Líbano de 1982;Q3326561;Movimento de Unificação Islâmica;;no
Q49103;Guerra do Líbano de 1982;Q452670;Movimento Amal;;no
Q49103;Guerra do Líbano de 1982;Q17006094;Islamic Amal;;no
Q49103;Guerra do Líbano de 1982;Q720676;Exército Revolucionário Arménio;;no
Q49103;Guerra do Líbano de 1982;Q6510917;Lebanese National Resistance Front;;no
Q49103;Guerra do Líbano de 1982;Q929554;Exército do Sul do Líbano;;no
Q49103;Guerra do Líbano de 1982;Q801;Israel;;no
Q49103;Guerra do Líbano de 1982;Q858;Síria;;no
Q49103;Guerra do Líbano de 1982;Q26683;Organização para a Libertação da Palestina;;no
Q49103;Guerra do Líbano de 1982;Q41053;Hizbollah;;no
Q68969;Guerra de Independência da Croácia;Q1274468;República da Bósnia e Herzegovina;;no
Q68969;Guerra de Independência da Croácia;Q211853;República Sérvia de Krajina;;no
Q68969;Guerra de Independência da Croácia;Q272110;Exército Popular Iugoslavo;;no
Q68969;Guerra de Independência da Croácia;Q16761250;Republika Srpska;;no
Q68969;Guerra de Independência da Croácia;Q83286;República Socialista Federativa da Jugoslávia;;no
Q68969;Guerra de Independência da Croácia;Q934644;República Federal da Sérvia;;no
Q68969;Guerra de Independência da Croácia;Q224;Croácia;;no
Q49101;Guerra do Suez;Q142;França;;no
Q49101;Guerra do Suez;Q79;Egito;;no
Q49101;Guerra do Suez;Q145;Reino Unido;;no
Q49101;Guerra do Suez;Q801;Israel;;no
Q473716;Revolução húngara de 1848;Q131964;Império Austríaco;;no
Q473716;Revolução húngara de 1848;Q171150;Reino da Hungria;;no
Q473716;Revolução húngara de 1848;Q34266;Império Russo;;no
Q769960;Revolução de Agosto;Q190949;Việt Minh;;no
Q11264;Revolução Cubana;Q218452;Movimento 26 de Julho;;no
Q8729;Revolução Russa de 1917;Q217009;Partido Socialista Revolucionário;;no
Q8729;Revolução Russa de 1917;Q191515;Menchevique;;no
Q8729;Revolução Russa de 1917;Q83372;Bolchevique;;no
Q1332160;Revolução Nacional da Indonésia;Q145;Reino Unido;;no
Q1332160;Revolução Nacional da Indonésia;Q252;Indonésia;;no
Q1332160;Revolução Nacional da Indonésia;Q29999;Reino dos Países Baixos;;no
Q1332160;Revolução Nacional da Indonésia;Q8680;Império Britânico;;no
Q2745716;Revolta Paulista de 1924;Q2414171;República Velha;;no
Q2745716;Revolta Paulista de 1924;Q175;São Paulo;;no
Q6534;Revolução Francesa;Q27764;Louis Antoine de Saint-Just;;yes
Q101534;Revolução de Fevereiro;Q34266;Império Russo;;no
Q101534;Revolução de Fevereiro;Q40787;Nicolau II da Rússia;;yes
Q101534;Revolução de Fevereiro;Q48211;Alexander Kerensky;;yes
Q6107175;Revolução uruguaia de 1904;Q1430823;Partido Colorado;;no
Q6107175;Revolução uruguaia de 1904;Q1549793;Partido Nacional;;no
Q5408962;Uruguayan revolution of 1897;Q1430823;Partido Colorado;;no
Q5408962;Uruguayan revolution of 1897;Q1549793;Partido Nacional;;no
Q214426;Revolução Mexicana;Q192278;Pancho Villa;;yes
Q214426;Revolução Mexicana;Q216766;Francisco I. Madero;;yes
Q214426;Revolução Mexicana;Q41718;Emiliano Zapata;;yes
Q4298662;Revolução dos Jovens Turcos;Q134817;Abd-ul-Hamid II;;yes
Q4298662;Revolução dos Jovens Turcos;Q401421;Ahmed Niyazi Bey;;yes
Q126065;Revolução Iraniana;Q2472587;povo;;no
Q126065;Revolução Iraniana;Q128245;Mohammad Reza Pahlavi;;yes
Q126065;Revolução Iraniana;Q1255284;Mahmud Taleghani;;yes
Q126065;Revolução Iraniana;Q289766;Dariush Forouhar;;yes
Q126065;Revolução Iraniana;Q382369;Mehdi Bazargan;;yes
Q126065;Revolução Iraniana;Q471787;Shapour Bakhtiar;;yes
Q126065;Revolução Iraniana;Q5556852;Gholam Ali Oveisi;;yes
Q126065;Revolução Iraniana;Q700668;Gholam Reza Azhari;;yes
Q126065;Revolução Iraniana;Q6370654;Karim Sanjabi;;yes
Q126065;Revolução Iraniana;Q951044;Jafar Sharif-Emami;;yes
Q126065;Revolução Iraniana;Q38823;Ruhollah Khomeini;;yes
Q42976;Revolução de Outubro;Q1418376;Guardas Vermelhos;;no
Q42976;Revolução de Outubro;Q168713;Cruzador Aurora;;no
Q42976;Revolução de Outubro;Q239543;Governo Provisório Russo;;no
Q42976;Revolução de Outubro;Q1394;Vladimir Lenine;revolucionário;yes
Q42976;Revolução de Outubro;Q79854;Partido Comunista da União Soviética;;no
Q42976;Revolução de Outubro;Q35448;Pyotr Krasnov;;yes
Q42976;Revolução de Outubro;Q33391;Leon Trótski;;yes
Q42976;Revolução de Outubro;Q48211;Alexander Kerensky;;yes
Q3571687;Grito de Ascencio;Q5658905;Pedro José Vieira;;yes
Q184928;Revolução Russa de 1905;Q647460;Bund;;no
Q184928;Revolução Russa de 1905;Q210431;Partido Socialista Polonês;;no
Q184928;Revolução Russa de 1905;Q967759;Social Democracy of the Kingdom of Poland and Lithuania;;no
Q184928;Revolução Russa de 1905;Q34266;Império Russo;;no
Q2570156;Golpe de Estado na Lituânia em 1926;Q277656;Government of Lithuania;;no
Q2570156;Golpe de Estado na Lituânia em 1926;Q635598;Forças Armadas da Lituânia;;no
Q623850;Gyeyu coup;Q334308;Sejo de Joseon;;yes
Q623850;Gyeyu coup;Q624197;Anpyeong;;yes
Q856670;Golpe de Estado no Chile em 1973;Q2886342;Military Junta of Chile;;no
Q856670;Golpe de Estado no Chile em 1973;Q5881961;Presidência de Salvador Allende;;no
Q2118311;Golpe de Estado na Iugoslávia em 1941;Q219017;Dušan Simović;;yes
Q3197905;Revolta dos Yamakos;Q12560;Império Otomano;;no
Q626301;Jungjong coup;Q489646;Jeonghyeon;;yes
Q626301;Jungjong coup;Q483008;Jungjong of Joseon;;yes
Q626301;Jungjong coup;Q485278;Yu Sunjŏng;;yes
Q626301;Jungjong coup;Q485471;Pak Wŏnjong;;yes
Q626301;Jungjong coup;Q626149;Hong Gyeong-ju;;yes
Q626301;Jungjong coup;Q7451572;Seong Hui-ahn;;yes
Q623641;Golpe de Estado de 12 de Dezembro;Q625609;Jeong Seung-hwa;;yes
Q623641;Golpe de Estado de 12 de Dezembro;Q5251421;Defense Security Command;;no
Q623641;Golpe de Estado de 12 de Dezembro;Q14362;Chun Doo-hwan;;yes
Q986738;Restauração da Independência;Q1060796;João IV de Portugal;;yes
Q986738;Restauração da Independência;Q501805;Os Conjurados;conspirator;no
Q862099;Crise constitucional russa de 1993;Q314116;Alexander Rutskoi;;yes
Q862099;Crise constitucional russa de 1993;Q537251;Ruslan Khasbulatov;;yes
Q862099;Crise constitucional russa de 1993;Q34453;Boris Iéltsin;;yes
Q620965;18 de brumário;Q517;Napoleão Bonaparte;;yes
Q1049741;Golpe de Pequim;Q1257156;Camarilha de Zhili;;no
Q1049741;Golpe de Pequim;Q1257163;Camarilha de Anhui;;no
Q1049741;Golpe de Pequim;Q2468147;Guominjun;;no
Q1041813;Restauração Manchu;Q185152;Pu Yi;;yes
Q1041813;Restauração Manchu;Q699600;Zhang Xun;;yes
Q1921184;Loppem Coup;Q1035453;Emile Francqui;;yes
Q1921184;Loppem Coup;Q665955;Paul-Émile Janson;;yes
Q1921184;Loppem Coup;Q719483;Gérard Cooreman;;yes
Q1921184;Loppem Coup;Q984045;Edouard Anseele;;yes
Q1921184;Loppem Coup;Q14989;Léon Delacroix;;yes
Q1921184;Loppem Coup;Q55008046;Alberto I da Bélgica;;yes
Q1192865;Xuanwu Gate Incident;Q9701;Taizong de Tang;;yes
Q1046407;Incident at Gaoping Tombs;Q699624;Cao Shuang;;yes
Q1046407;Incident at Gaoping Tombs;Q353698;Sima Yi;;yes
Q1315743;Golpe de Estado na França em 1851;Q7721;Napoleão III de França;;yes
Q1887247;Malet coup of 1812;Q1351083;Henri-Jacques-Guillaume Clarke;;yes
Q1887247;Malet coup of 1812;Q507083;Pierre-Augustin Hulin;;yes
Q1887247;Malet coup of 1812;Q564763;Anne Jean Marie René Savary;;yes
Q1887247;Malet coup of 1812;Q589205;Claude-François de Malet;;yes
Q1195058;Massacre de Xangai de 1927;Q197453;Zhao Shiyan;;yes
Q1195058;Massacre de Xangai de 1927;Q130406329;Cai Wei;;yes
