conflict_qid;conflict_label;participant_qid;participant_label;role_label;is_human
Q133480177;Battle of Uskana;Q83958;Macedónia Antiga;;no
Q133480177;Battle of Uskana;Q146715;Ilírios;;no
Q133445789;2025 Nasir clashes;Q7068422;Exército Branco Nuer;;no
Q133445789;2025 Nasir clashes;Q912908;Exército Popular de Libertação do Sudão;;no
Q133504213;Battle of Delanggu;Q15864;Reino Unido dos Países Baixos;;no
Q133504213;Battle of Delanggu;Q2122499;Surakarta Sunanate;;no
Q133504213;Battle of Delanggu;Q49209;Javaneses;;no
Q133296346;Battle of Pryluky;Q159;Rússia;;no
Q133296346;Battle of Pryluky;Q212;Ucrânia;;no
Q131923939;combat de Houat;Q142;França;;no
Q131923939;combat de Houat;Q145;Reino Unido;;no
Q133306156;Battle of the Bridges of Nasiriyah;Q861979;Exército Mahdi;;no
Q133306156;Battle of the Bridges of Nasiriyah;Q38;Itália;;no
Q133292487;Battle of Gökçay;Q12560;Império Otomano;;no
Q133292487;Battle of Gökçay;Q60269;Qizilbash;;no
Q133310940;Battle of Borgoforte;Q172579;Reino da Itália;;no
Q133310940;Battle of Borgoforte;Q131964;Império Austríaco;;no
Q125861402;Battle of Alhandega;Q175276;Reino de Leão;;no
Q125861402;Battle of Alhandega;Q171740;Califado de Córdova;;no
Q125881454;Attack in Hooghly;Q912382;Índia Dinamarquesa;;no
Q125881454;Attack in Hooghly;Q4083684;Bengal Subah;;no
Q125873646;Battle of Tripoli;Q3382803;Vilayet of Tunis;;no
Q133800028;Battle of Ayrum;Q139670;República Democrática da Arménia;;no
Q133800028;Battle of Ayrum;Q245160;República Democrática da Geórgia;;no
Q134238639;Battle of Beirut;Q70972;Reino da França;;no
Q134238639;Battle of Beirut;Q12560;Império Otomano;;no
Q134294970;Southern Syria clashes (April–May 2025);Q858;Síria;;no
Q134294970;Southern Syria clashes (April–May 2025);Q109258237;Men of Dignity;;no
Q134294970;Southern Syria clashes (April–May 2025);Q801;Israel;;no
Q134294970;Southern Syria clashes (April–May 2025);Q132745239;Suwayda Military Council;;no
Q134294970;Southern Syria clashes (April–May 2025);Q43;Turquia;;no
Q134238627;Battle of Beirut;Q174306;República de Gênova;;no
Q134238627;Battle of Beirut;Q282428;Sultanato Mameluco do Cairo;;no
Q133521514;Battle of Lengkong;Q15864;Reino Unido dos Países Baixos;;no
Q133521514;Battle of Lengkong;Q2114397;Yogyakarta Sultanate;;no
Q133521514;Battle of Lengkong;Q49209;Javaneses;;no
Q134238623;Battle of Tripoli;Q213638;Reino do Chipre;;no
Q134238623;Battle of Tripoli;Q174306;República de Gênova;;no
Q134238623;Battle of Tripoli;Q187549;Ordem de São João;;no
Q134238623;Battle of Tripoli;Q282428;Sultanato Mameluco do Cairo;;no
Q133873549;Battle of Pacora River Bridge;Q30;Estados Unidos;;no
Q133873549;Battle of Pacora River Bridge;Q804;Panamá;;no
Q134113607;Battle of Ladiga;Q1125021;Exército dos Estados Confederados;;no
Q134113607;Battle of Ladiga;Q9212;Exército dos Estados Unidos;;no
Q133850436;Battle of Siluk;Q15864;Reino Unido dos Países Baixos;;no
Q133850436;Battle of Siluk;Q49209;Javaneses;;no
Q133799914;Battle of Écija;Q8575586;Califado Omíada;;no
Q133799914;Battle of Écija;Q126936;Reino Visigótico;;no
Q133696197;Attack on Antalya;Q4948;República de Veneza;;no
Q133696197;Attack on Antalya;Q170174;Estados Papais;;no
Q133696197;Attack on Antalya;Q173065;Reino de Nápoles;;no
Q133696197;Attack on Antalya;Q187549;Ordem de São João;;no
Q133696197;Attack on Antalya;Q12560;Império Otomano;;no
Q134126719;Defense of Jujar;Q377085;Assírios;;no
Q134126719;Defense of Jujar;Q12223;Curdos;;no
Q134238599;Battle of Lezan;Q1557298;Soran Emirate;;no
Q134238599;Battle of Lezan;Q377085;Assírios;;no
Q134067676;Battle of Dura-Europos;Q2277;Império Romano;;no
Q134067676;Battle of Dura-Europos;Q1986139;Império Parta;;no
Q134277499;Battle of Malatya;Q282428;Sultanato Mameluco do Cairo;;no
Q134277499;Battle of Malatya;Q1264808;Dulcadir;;no
Q134277499;Battle of Malatya;Q12560;Império Otomano;;no
Q133809036;Battle of Samarkand;Q8575586;Califado Omíada;;no
Q133809036;Battle of Samarkand;Q68329915;Cidades-estados soguedianas;;no
Q133809036;Battle of Samarkand;Q112052259;Ikhshids of Sogdia;;no
Q133809036;Battle of Samarkand;Q4833446;Second Turkic Khaganate;;no
Q133799915;Battle of Orihuela;Q126936;Reino Visigótico;;no
Q133799915;Battle of Orihuela;Q8575586;Califado Omíada;;no
Q134282965;Battle of Kafr Tutha;Q4115723;Rashidun army;;no
Q134282965;Battle of Kafr Tutha;Q59551740;Umayyad Army;;no
Q133809034;Battle of Bukhara;Q8575586;Califado Omíada;;no
Q133809034;Battle of Bukhara;Q68329915;Cidades-estados soguedianas;;no
Q133809034;Battle of Bukhara;Q4833446;Second Turkic Khaganate;;no
Q133521468;Capture of Bitlis;Q12560;Império Otomano;;no
Q133521468;Capture of Bitlis;Q12223;Curdos;;no
Q133521490;Fall of Jayakarta;Q159766;Companhia Holandesa das Índias Orientais;;no
Q133521490;Fall of Jayakarta;Q734867;Banten Sultanate;;no
Q133799780;Battle of Ushno;Q12560;Império Otomano;;no
Q133799780;Battle of Ushno;Q108179348;Assyrian volunteers;;no
Q133521430;Battle of Kejiwan;Q15864;Reino Unido dos Países Baixos;;no
Q133521430;Battle of Kejiwan;Q1853386;Mangkunegaran;;no
Q133521430;Battle of Kejiwan;Q49209;Javaneses;;no
Q133566771;Battle of Pujol de Son Sabater;Q766543;Monarquia Hispânica;;no
Q133566771;Battle of Pujol de Son Sabater;Q2826789;Agermanats;;no
Q133871163;Attack of Lalish;Q483654;sunismo;;no
Q133871163;Attack of Lalish;Q200885;Iazidis;;no
Q133735807;Battle of Kroya;Q188161;Índias Orientais Holandesas;;no
Q133735807;Battle of Kroya;Q49209;Javaneses;;no
Q134172224;Battle of Baziaș;Q16056854;Kingdom of Hungary;;no
Q134172224;Battle of Baziaș;Q12560;Império Otomano;;no
Q133539837;Battle of Gawok;Q15864;Reino Unido dos Países Baixos;;no
Q133539837;Battle of Gawok;Q49209;Javaneses;;no
Q133696157;Battle of Nanggulon;Q15864;Reino Unido dos Países Baixos;;no
Q133696157;Battle of Nanggulon;Q49209;Javaneses;;no
Q134306638;Attack on Variazh;Q737212;Exército Insurreto Ucraniano;;no
Q134306638;Attack on Variazh;Q1320177;Soldados amaldiçoados;;no
Q111211173;Capture of Palermo;Q12544;Império Bizantino;;no
Q111044045;Battle of Jiabo Pond, Changhua;Q11091594;Tseng Yu-ming;;yes
Q111044045;Battle of Jiabo Pond, Changhua;Q11106235;Lîm Ji̍t-sîng;;yes
Q111044045;Battle of Jiabo Pond, Changhua;Q6150443;Tai Chao-chuen;;yes
Q111064027;Horlivka offensive;Q193159;Forças Armadas da Rússia;;no
Q111064027;Horlivka offensive;Q936105;Forças Armadas da Ucrânia;;no
Q112132985;Battle of Lyman;Q193159;Forças Armadas da Rússia;;no
Q112132985;Battle of Lyman;Q936105;Forças Armadas da Ucrânia;;no
Q112245529;Batalha de Marinka (2022–2023);Q193159;Forças Armadas da Rússia;;no
Q112245529;Batalha de Marinka (2022–2023);Q936105;Forças Armadas da Ucrânia;;no
Q111980276;Battle of Notigalės;Q4358120;partisans lituanos;;no
Q111980276;Battle of Notigalės;Q15180;União Soviética;;no
Q105958582;Battle of Monasterzyskami;Q251395;Exército Vermelho;;no
Q105958582;Battle of Monasterzyskami;Q2991716;Exército Popular Ucraniano;;no
Q105958582;Battle of Monasterzyskami;Q9377433;Army of the Second Polish Republic;;no
Q111913721;Battle of Beshtamak;Q160440;Canato da Crimeia;;no
Q111913721;Battle of Beshtamak;Q2640598;Cabárdia;;no
Q111913721;Battle of Beshtamak;Q34266;Império Russo;;no
Q112075364;Siege of Mosul;Q18234383;Império Safávida;;no
Q112075364;Siege of Mosul;Q12560;Império Otomano;;no
Q106042413;Battle of Dipaea;Q12898802;Arcadia;;no
Q106042413;Battle of Dipaea;Q5690;Esparta;;no
Q112299911;Battle of Évora de Alcobaça;Q71084;Primeiro Império Francês;;no
Q112299911;Battle of Évora de Alcobaça;Q45670;Reino de Portugal;;no
Q112114966;Batalha de Lysychansk;Q193159;Forças Armadas da Rússia;;no
Q112114966;Batalha de Lysychansk;Q936105;Forças Armadas da Ucrânia;;no
Q112299922;Capture of Harput;Q1264808;Dulcadir;;no
Q112299922;Capture of Harput;Q555994;Confederação do Cordeiro Branco;;no
Q112648578;Battle of Sidon;Q131964;Império Austríaco;;no
Q112648578;Battle of Sidon;Q174193;Reino Unido da Grã-Bretanha e Irlanda;;no
Q112648578;Battle of Sidon;Q491507;Egito Otomano;;no
Q112648578;Battle of Sidon;Q12560;Império Otomano;;no
Q112181341;Battle of Medina Elvira;Q963251;Muladi;;no
Q112181341;Battle of Medina Elvira;Q35323;Árabes;;no
Q111915115;Battle of Oujda;Q199688;Califado Almóada;;no
Q111915115;Battle of Oujda;Q17030701;Reino de Tremecém;;no
Q111915115;Battle of Oujda;Q582861;Império Merínida;;no
Q111914409;Battle of Sudak;Q1108445;Principado de Kiev;;no
Q111914409;Battle of Sudak;Q1122052;Cumânia;;no
Q111914409;Battle of Sudak;Q178913;Império de Trebizonda;;no
Q111914409;Battle of Sudak;Q975405;Sultanato de Rum;;no
Q112206624;Primeira Batalha de Kreminna;Q193159;Forças Armadas da Rússia;;no
Q112206624;Primeira Batalha de Kreminna;Q936105;Forças Armadas da Ucrânia;;no
Q112427699;Battle of Wad Kaltabu;Q207521;Império Etíope;;no
Q112427699;Battle of Wad Kaltabu;Q491507;Egito Otomano;;no
Q112114958;Batalha de Bakhmut;Q193159;Forças Armadas da Rússia;;no
Q112114958;Batalha de Bakhmut;Q936105;Forças Armadas da Ucrânia;;no
Q111940071;Battle of Erzincan;Q18234383;Império Safávida;;no
Q111940071;Battle of Erzincan;Q12560;Império Otomano;;no
Q111915285;Battle of Ganja;Q2920715;Duchy of Kldekari;;no
Q111915285;Battle of Ganja;Q3708094;Império Seljúcida;;no
Q111915285;Battle of Ganja;Q12544;Império Bizantino;;no
Q112075257;Battle of Paso del Muerto;Q3247924;Dominicanos;;no
Q112075257;Battle of Paso del Muerto;Q3399982;Reino de Espanha;;no
Q106313831;Conquest of the Peñón de Vélez de la Gomera (1508);Q766543;Monarquia Hispânica;;no
Q106313831;Conquest of the Peñón de Vélez de la Gomera (1508);Q799042;Badis;;no
Q124842767;Battle of Melrose;Q179876;Reino da Inglaterra;;no
Q124842767;Battle of Melrose;Q230791;Reino da Escócia;;no
Q110207457;Battle of Sabana de San Pedro;Q3247924;Dominicanos;;no
Q110207457;Battle of Sabana de San Pedro;Q3399982;Reino de Espanha;;no
Q131626172;Capture of Banastharim;Q83821;Sultanato de Bijapur;;no
Q131626172;Capture of Banastharim;Q45670;Reino de Portugal;;no
Q131765082;Battle of Castril;Q217196;Coroa de Castela;;no
Q131765082;Battle of Castril;Q238445;Reino nasrida de Granada;;no
Q131913328;"Defense of the Maziarnia Vavrykova-Hrabova-Huta Polonetska ""triangle""";Q11822456;Polish self-defense in Volhynia;;no
Q131913328;"Defense of the Maziarnia Vavrykova-Hrabova-Huta Polonetska ""triangle""";Q737212;Exército Insurreto Ucraniano;;no
Q131765076;Attack on Sousse;Q766543;Monarquia Hispânica;;no
Q131765076;Attack on Sousse;Q154849;Grão-Ducado da Toscana;;no
Q131765076;Attack on Sousse;Q170174;Estados Papais;;no
Q131765076;Attack on Sousse;Q187549;Ordem de São João;;no
Q131765076;Attack on Sousse;Q3382803;Vilayet of Tunis;;no
Q131623958;Battle of Oued Ourk;Q16174395;Riyah;;no
Q131623958;Battle of Oued Ourk;Q17030701;Reino de Tremecém;;no
Q131623958;Battle of Oued Ourk;Q582861;Império Merínida;;no
Q131623958;Battle of Oued Ourk;Q790108;Banu Hilal;;no
Q131861049;Battle of Lafaruug;Q1166540;Darod;;no
Q131861049;Battle of Lafaruug;Q2602032;Ogaden;;no
Q131861049;Battle of Lafaruug;Q105582386;Isaaq chieftainship;;no
Q131765083;Battle of Río Verde;Q217196;Coroa de Castela;;no
Q131765083;Battle of Río Verde;Q238445;Reino nasrida de Granada;;no
Q131620767;Battle of Cadaadley;Q1477220;República Democrática da Somália;;no
Q131620767;Battle of Cadaadley;Q1788421;Movimento Nacional Somali;;no
Q131744871;Battle of Arjona;Q217196;Coroa de Castela;;no
Q131744871;Battle of Arjona;Q238445;Reino nasrida de Granada;;no
Q131672851;Lochy Ambush;Q711222;Smil Flaška z Pardubic;;yes
Q131765084;Battle of Archidona;Q217196;Coroa de Castela;;no
Q131765084;Battle of Archidona;Q238445;Reino nasrida de Granada;;no
Q131765084;Battle of Archidona;Q594890;Ordem de Alcântara;;no
Q131699937;Capture of Coruche;Q199688;Califado Almóada;;no
Q131699937;Capture of Coruche;Q45670;Reino de Portugal;;no
Q131717344;Battle of Booda-Cadde;Q485112;Puntlândia;;no
Q131717344;Battle of Booda-Cadde;Q34754;Somalilândia;;no
Q131747633;Battle of Kalshaale;Q485112;Puntlândia;;no
Q131747633;Battle of Kalshaale;Q2621587;Waqooyi Bari;;no
Q131747633;Battle of Kalshaale;Q34754;Somalilândia;;no
Q131686776;Battle of Bolu;Q2096678;Candar dynasty;;no
Q131686776;Battle of Bolu;Q12560;Império Otomano;;no
Q131605945;Battle of the Mountains;Q1477220;República Democrática da Somália;;no
Q131605945;Battle of the Mountains;Q1788421;Movimento Nacional Somali;;no
Q131645450;Battle of Pontós;Q3399982;Reino de Espanha;;no
Q131645450;Battle of Pontós;Q58296;Primeira República Francesa;;no
Q131686595;Battle of Puerto Lope;Q217196;Coroa de Castela;;no
Q131686595;Battle of Puerto Lope;Q238445;Reino nasrida de Granada;;no
Q131686595;Battle of Puerto Lope;Q756910;Ordem de Calatrava;;no
Q131626380;Battle of Fancá;Q200464;Império Português;;no
Q131626380;Battle of Fancá;Q202575;Fulas;;no
Q131626380;Battle of Fancá;Q3079884;Fuladu;;no
Q131626380;Battle of Fancá;Q16209100;Biafadas;;no
Q131626380;Battle of Fancá;Q819186;Mandingas;;no
Q131626380;Battle of Fancá;Q72629325;Grumetes;;no
Q131686617;Capture of Lisbon;Q179293;Reino de Castela;;no
Q131686617;Capture of Lisbon;Q75613;Império Almorávida;;no
Q131696429;First Battle of Mount Pamaton;Q130654;Império Colonial Neerlandês;;no
Q131696429;First Battle of Mount Pamaton;Q1660566;Sultanate of Banjar;;no
Q131686321;Battle of Guadalquivir;Q179293;Reino de Castela;;no
Q131686321;Battle of Guadalquivir;Q75613;Império Almorávida;;no
Q131621165;Battle of Kutyszczami;Q172107;República das Duas Nações;;no
Q131621165;Battle of Kutyszczami;Q186096;Czarado da Rússia;;no
Q131621165;Battle of Kutyszczami;Q2381295;Vasily Borisovich Sheremetev;;yes
Q131626382;Battle of Burao;Q1477220;República Democrática da Somália;;no
Q131626382;Battle of Burao;Q1788421;Movimento Nacional Somali;;no
Q131632281;Battle of Alamin;Q179293;Reino de Castela;;no
Q131632281;Battle of Alamin;Q75613;Império Almorávida;;no
Q131686739;Battle of the Tagus;Q837549;Lusitanos;;no
Q131686739;Battle of the Tagus;Q17167;República Romana;;no
Q131632307;Battle of Buaró;Q200464;Império Português;;no
Q131632307;Battle of Buaró;Q3079884;Fuladu;;no
Q131765081;Battle of Hellín;Q217196;Coroa de Castela;;no
Q131765081;Battle of Hellín;Q238445;Reino nasrida de Granada;;no
Q131626367;Battle of Hargeisa;Q1477220;República Democrática da Somália;;no
Q131626367;Battle of Hargeisa;Q1788421;Movimento Nacional Somali;;no
Q131632283;Battle of Mansomine;Q200464;Império Português;;no
Q134306638;Attack on Variazh;Q1934774;Milicja Obywatelska;;no
Q134272435;Battle of Mount Pamaton;Q1660566;Sultanate of Banjar;;no
Q134272435;Battle of Mount Pamaton;Q130654;Império Colonial Neerlandês;;no
Q130251286;Battle of Calatrava;Q179293;Reino de Castela;;no
Q130251286;Battle of Calatrava;Q199688;Califado Almóada;;no
Q130629727;Action of 23 January 1812;Q71084;Primeiro Império Francês;;no
Q130629727;Action of 23 January 1812;Q3399982;Reino de Espanha;;no
Q129567174;Battle of Bonilla;Q3049553;Ejército Libertador Cubano;;no
Q129567174;Battle of Bonilla;Q2039931;Antilhas Espanholas;;no
Q129164784;Battle of Pirde;Q205047;Curdistão iraquiano;;no
Q129164784;Battle of Pirde;Q796;Iraque;;no
Q129262043;Battle of Saint Monica;Q766543;Monarquia Hispânica;;no
Q129262043;Battle of Saint Monica;Q12560;Império Otomano;;no
Q130238742;Battle of the Eras;Q5997917;Mariano Renovales;;yes
Q130238742;Battle of the Eras;Q9074296;Santiago Sas;;yes
Q130238742;Battle of the Eras;Q1047558;Casimiro Marcó del Pont;;yes
Q130238742;Battle of the Eras;Q16010752;Army of Aragon;;no
Q128988144;Battle of Lashio;Q8680;Império Britânico;;no
Q128988144;Battle of Lashio;Q13426199;República da China;;no
Q128988144;Battle of Lashio;Q188712;Império do Japão;;no
Q129315338;Battle of Nakhchivan;Q139670;República Democrática da Arménia;;no
Q129315338;Battle of Nakhchivan;Q2468597;Turkish Republic of Aras;;no
Q130642054;Battle of Diyarbakır;Q18234383;Império Safávida;;no
Q130642054;Battle of Diyarbakır;Q282428;Sultanato Mameluco do Cairo;;no
Q131583820;Liberation of Krujë;Q179248;Albaneses;;no
Q131583820;Liberation of Krujë;Q12560;Império Otomano;;no
Q130251297;Capture of Oviedo;Q231392;Reino das Astúrias;;no
Q130251297;Capture of Oviedo;Q1337854;emirado de Córdova;;no
Q129788783;Battle of Marawi;Q99316893;Amai Pakpak;;yes
Q129788783;Battle of Marawi;Q2258793;Ramón Blanco y Erenas;;yes
Q130639163;Battle of Osma;Q171740;Califado de Córdova;;no
Q130639163;Battle of Osma;Q175276;Reino de Leão;;no
Q130639163;Battle of Osma;Q1249230;Condado de Castela;;no
Q130052247;Battle of the Caloosahatchee;Q30;Estados Unidos;;no
Q130052247;Battle of the Caloosahatchee;Q474202;Seminoles;;no
Q130251353;Battle of Cayawal;Q536476;Império Tuculor;;no
Q130251353;Battle of Cayawal;Q635394;Império de Massina;;no
Q129262109;Battle of Archesh;Q12544;Império Bizantino;;no
Q129262109;Battle of Archesh;Q83891;Império Sassânida;;no
Q129966864;Batalha de Trancoso (1140);Q45670;Reino de Portugal;;no
Q129966864;Batalha de Trancoso (1140);Q75613;Império Almorávida;;no
Q129644300;Battle of Tlaxcala;Q766543;Monarquia Hispânica;;no
Q129644300;Battle of Tlaxcala;Q614072;Tlaxcala;;no
Q130279251;Battle of Hamadan;Q18234383;Império Safávida;;no
Q130279251;Battle of Hamadan;Q555994;Confederação do Cordeiro Branco;;no
Q130647240;Battle of San Antón;Q238809;Triênio liberal;;no
Q130647240;Battle of San Antón;Q207162;Restauração francesa;;no
Q130027483;Batalha de Palmela;Q45670;Reino de Portugal;;no
Q130027483;Batalha de Palmela;Q199688;Califado Almóada;;no
Q130641228;Battle of Qarahamid;Q12560;Império Otomano;;no
Q130641228;Battle of Qarahamid;Q18234383;Império Safávida;;no
Q129321504;Battle of Ganzak;Q12544;Império Bizantino;;no
Q129321504;Battle of Ganzak;Q83891;Império Sassânida;;no
Q130616488;Hoang Dieu Campaign;Q180573;Vietname do Sul;;no
Q130265619;Capture of Aceca;Q75613;Império Almorávida;;no
Q130265619;Capture of Aceca;Q179293;Reino de Castela;;no
Q129994693;Batalha de Alcácer do Sal (1161);Q45670;Reino de Portugal;;no
Q129994693;Batalha de Alcácer do Sal (1161);Q199688;Califado Almóada;;no
Q130251284;Capture of Juromenha;Q45670;Reino de Portugal;;no
Q130251284;Capture of Juromenha;Q199688;Califado Almóada;;no
Q129788771;Battle of Marawi;Q99316893;Amai Pakpak;;yes
Q129788771;Battle of Marawi;Q732892;Valeriano Weyler;;yes
Q130251298;Battle of Reishahr;Q200464;Império Português;;no
Q130251298;Battle of Reishahr;Q35323;Árabes;;no
Q129450776;Sack of Erbil;Q12557;Império Mongol;;no
Q129450776;Sack of Erbil;Q12536;Califado Abássida;;no
Q130682761;Battle of Porto de Bois;Q2878345;Casa de Castro;;no
Q130682761;Battle of Porto de Bois;Q217196;Coroa de Castela;;no
Q130682761;Battle of Porto de Bois;Q288420;White Company;;no
Q123418519;Battle of Erego;Q65437776;Movimento dervixe somali;;no
Q123418519;Battle of Erego;Q8680;Império Britânico;;no
Q115913015;Battles of Nantou and Changhu border;Q6150390;Lin Wencha;;yes
Q115913015;Battles of Nantou and Changhu border;Q6150443;Tai Chao-chuen;;yes
Q115705689;Battles of Changhua City Border;Q11091594;Tseng Yu-ming;;yes
Q115705689;Battles of Changhua City Border;Q11091414;Zeng Yuanfu;;yes
Q115940294;Battle of Vertou;Q1421530;Jean-Baptiste-Camille de Canclaux;;yes
Q115816255;Battle of Sarantaporos;Q172648;Greek People's Liberation Army;;no
Q115816255;Battle of Sarantaporos;Q948702;117th Jäger Division;;no
Q115138903;Battle of Petäjäsaari;Q33;Finlândia;;no
Q115138903;Battle of Petäjäsaari;Q15180;União Soviética;;no
Q115152873;Battle of Vaspurakan;Q3708094;Império Seljúcida;;no
Q115152873;Battle of Vaspurakan;Q12544;Império Bizantino;;no
Q115517775;Batalha de Suaquém (1541);Q200464;Império Português;;no
Q115517775;Batalha de Suaquém (1541);Q12560;Império Otomano;;no
Q115518405;Batalha de El Tor;Q200464;Império Português;;no
Q115518405;Batalha de El Tor;Q12560;Império Otomano;;no
Q115204255;Battle of Kokemäki;Q56400582;The Red Guard of Finland;;no
Q115204255;Battle of Kokemäki;Q4115002;Finlândia Branca;;no
Q115177789;Battle of Akçay;Q1469100;Beilhique de Karaman;;no
Q115177789;Battle of Akçay;Q12560;Império Otomano;;no
Q115366520;Battle of Ipo Dam;Q110516936;Marking Guerrillas;;no
Q115366520;Battle of Ipo Dam;Q276535;Exército imperial japonês;;no
Q115788928;Attack on Mers el-Kébir;Q217196;Coroa de Castela;;no
Q115788928;Attack on Mers el-Kébir;Q17030701;Reino de Tremecém;;no
Q115819674;Capture of Wejh;Q174193;Reino Unido da Grã-Bretanha e Irlanda;;no
Q115819674;Capture of Wejh;Q956357;Reino do Hejaz;;no
Q115819674;Capture of Wejh;Q12560;Império Otomano;;no
Q115207048;Defeat of the Adamites;Q41188;Adamita;;no
Q115207048;Defeat of the Adamites;Q131372;Hussitas;;no
Q115922732;Capture of Huejuquilla el Alto;Q115332969;Pedro Quintanar;;yes
Q115322093;Battle of Fuentes de Ebro;Q3456351;Facção republicana;;no
Q115322093;Battle of Fuentes de Ebro;Q2742116;Fação nacionalista;;no
Q3611049;Everett Massacre;Q1046722;Industrial Workers of the World;;no
Q941606;Tiroteio de Miami de 1986;Q8333;Departamento Federal de Investigação dos Estados Unidos;;no
Q16950710;Battleground Gunfight;Q7545153;Smith Gang;;no
Q16950710;Battleground Gunfight;Q278032;Arizona Rangers;;no
Q17513497;At Tiri Incident;Q929554;Exército do Sul do Líbano;;no
Q17513497;At Tiri Incident;Q160805;Força Interina das Nações Unidas no Líbano;;no
Q1347682;Tiroteio no O.K. Corral;Q931824;Virgil Earp;;yes
Q1347682;Tiroteio no O.K. Corral;Q709373;Morgan Earp;;yes
Q1347682;Tiroteio no O.K. Corral;Q44616;Wyatt Earp;;yes
Q1347682;Tiroteio no O.K. Corral;Q44987;Doc Holliday;;yes
Q1347682;Tiroteio no O.K. Corral;Q3992503;Tom McLaury;;yes
Q1347682;Tiroteio no O.K. Corral;Q3751873;Frank McLaury;;yes
Q1347682;Tiroteio no O.K. Corral;Q3640035;Billy Clanton;;yes
Q1347682;Tiroteio no O.K. Corral;Q1987645;Ike Clanton;;yes
Q1347682;Tiroteio no O.K. Corral;Q1988233;Billy Claiborne;;yes
Q17213245;三津浜夜襲;Q11381602;Tsukuda Kazunari;;yes
Q659385;Tiroteio de North Hollywood;Q51490306;Larry Eugene Phillips Jr.;;yes
Q659385;Tiroteio de North Hollywood;Q51491139;Emil Mătăsăreanu;;yes
Q659385;Tiroteio de North Hollywood;Q214126;Los Angeles Police Department;;no
Q4310978;2013 Southern California shootings;Q214126;Los Angeles Police Department;vítima;no
Q16211090;Newhall massacre;Q2249117;California Highway Patrol;;no
Q920392;Foz de Lumbier incident;Q42814;ETA;;no
Q920392;Foz de Lumbier incident;Q932821;Guarda Civil;;no
Q20087305;2015 attack on Dallas police;Q5211382;Departamento de Polícia de Dallas;;no
Q11615366;Night Attack on Hanamaki Castle;Q10921687;Wada Tadachika;;yes
Q11615366;Night Attack on Hanamaki Castle;Q10902500;Kita Nobuchika;;yes
Q15255064;Monbar Hotel attack;Q1259273;Grupos Antiterroristas de Libertação;perpetrador;no
Q16518398;Morlans shootout;Q42123598;Comando Donosti;;no
Q16518398;Morlans shootout;Q932821;Guarda Civil;;no
Q7501071;Shootout in Benson;Q5667732;Harry C. Wheeler;;yes
Q4872590;Battle of Tres Jacales;Q30;Estados Unidos;;no
Q131632283;Battle of Mansomine;Q3079884;Fuladu;;no
Q131666925;Battle of Aire-sur-l'Adour;Q174193;Reino Unido da Grã-Bretanha e Irlanda;;no
Q131666925;Battle of Aire-sur-l'Adour;Q3399982;Reino de Espanha;;no
Q131666925;Battle of Aire-sur-l'Adour;Q71084;Primeiro Império Francês;;no
Q131666925;Battle of Aire-sur-l'Adour;Q45670;Reino de Portugal;;no
Q131717341;Battle of Las Qoray;Q1322424;Maakhir;;no
Q131717341;Battle of Las Qoray;Q485112;Puntlândia;;no
Q131717341;Battle of Las Qoray;Q34754;Somalilândia;;no
Q131919765;Syriam battles;Q10791211;Kingdom of Mrauk U;;no
Q131919765;Syriam battles;Q800122;Pegu;;no
Q131919765;Syriam battles;Q45670;Reino de Portugal;;no
Q131620798;Attack on Burtons Camp;Q29569905;Habr Awal;;no
Q131620798;Attack on Burtons Camp;Q8680;Império Britânico;;no
Q131626187;Battle of Madana;Q207521;Império Etíope;;no
Q131626187;Battle of Madana;Q3125368;Sudão Mahdista;;no
Q131612152;Battle of Elevard;Q83891;Império Sassânida;;no
Q131612152;Battle of Elevard;Q12544;Império Bizantino;;no
Q131765078;Attack on Monastir;Q187549;Ordem de São João;;no
Q131765078;Attack on Monastir;Q3382803;Vilayet of Tunis;;no
Q131717343;2010 Cayn Clashes;Q2621587;Waqooyi Bari;;no
Q131717343;2010 Cayn Clashes;Q34754;Somalilândia;;no
Q131703444;Battle of Casablanca;Q2956471;Chaouia;;no
Q131703444;Battle of Casablanca;Q70802;Terceira República Francesa;;no
Q131684463;Battle of La Cayde;Q3399982;Reino de Espanha;;no
Q131684463;Battle of La Cayde;Q58296;Primeira República Francesa;;no
Q131632166;Naulila Incident;Q167360;Primeira República Portuguesa;;no
Q131632166;Naulila Incident;Q43287;Império Alemão;;no
Q131598321;Battle of Mugenga;Q10335419;Namarrais;;no
Q131598321;Battle of Mugenga;Q200464;Império Português;;no
Q107143744;Battle of Chakirmaut;Q41975;Mongóis;;no
Q111207497;Battle of Melilla;Q1541828;Rifenhos;;no
Q111207497;Battle of Melilla;Q3399982;Reino de Espanha;;no
Q107231790;Battle of Hrebionka;Q207272;Segunda República Polonesa;;no
Q107231790;Battle of Hrebionka;Q159;Rússia;;no
Q106767501;Battle of Poggio Imperiale;Q148540;República Florentina;;no
Q106767501;Battle of Poggio Imperiale;Q170174;Estados Papais;;no
Q106767501;Battle of Poggio Imperiale;Q173065;Reino de Nápoles;;no
Q106767501;Battle of Poggio Imperiale;Q70972;Reino da França;;no
Q106767501;Battle of Poggio Imperiale;Q736727;República de Siena;;no
Q107015969;Battle of Fatagar;Q207521;Império Etíope;;no
Q107015969;Battle of Fatagar;Q2365048;Sultanato de Adal;;no
