cls_qid;cls_label;item_qid;item_label;iso3
Q28108;commonwealth;Q72251;Eleição presidencial nos Estados Unidos em 1876;
Q28108;commonwealth;Q72472;Eleição presidencial nos Estados Unidos em 1892;
Q28108;commonwealth;Q693742;Eleição presidencial nos Estados Unidos em 1968;
Q28108;commonwealth;Q72835;Eleição presidencial nos Estados Unidos em 1908;
Q28108;commonwealth;Q697949;Eleição presidencial nos Estados Unidos em 1789;
Q28108;commonwealth;Q698073;Eleição presidencial nos Estados Unidos em 1792;
Q28108;commonwealth;Q698093;Eleição presidencial nos Estados Unidos em 1796;
Q28108;commonwealth;Q698106;Eleição presidencial nos Estados Unidos em 1800;
Q28108;commonwealth;Q698133;Eleição presidencial nos Estados Unidos em 1804;
Q28108;commonwealth;Q698185;Eleição presidencial nos Estados Unidos em 1808;
Q28108;commonwealth;Q698407;Eleição presidencial nos Estados Unidos em 1812;
Q28108;commonwealth;Q698489;Eleição presidencial nos Estados Unidos em 1828;
Q28108;commonwealth;Q698694;Eleição presidencial nos Estados Unidos em 1840;
Q28108;commonwealth;Q698731;Eleição presidencial nos Estados Unidos em 1844;
Q28108;commonwealth;Q698769;Eleição presidencial nos Estados Unidos em 1848;
Q28108;commonwealth;Q698802;Eleição presidencial nos Estados Unidos em 1852;
Q28108;commonwealth;Q698842;Eleição presidencial nos Estados Unidos em 1860;
Q28108;commonwealth;Q698908;Eleição presidencial nos Estados Unidos em 1864;
Q28108;commonwealth;Q698955;Eleição presidencial nos Estados Unidos em 1868;
Q28108;commonwealth;Q698999;Eleição presidencial nos Estados Unidos em 1872;
Q28108;commonwealth;Q699120;Eleição presidencial nos Estados Unidos em 1880;
Q28108;commonwealth;Q699139;Eleição presidencial nos Estados Unidos em 1884;
Q28108;commonwealth;Q699168;Eleição presidencial nos Estados Unidos em 1888;
Q28108;commonwealth;Q699201;Eleição presidencial nos Estados Unidos em 1896;
Q28108;commonwealth;Q699227;Eleição presidencial nos Estados Unidos em 1900;
Q28108;commonwealth;Q699252;Eleição presidencial nos Estados Unidos em 1904;
Q28108;commonwealth;Q699289;Eleição presidencial nos Estados Unidos em 1912;
Q28108;commonwealth;Q699318;Eleição presidencial nos Estados Unidos em 1916;
Q28108;commonwealth;Q699343;Eleição presidencial nos Estados Unidos em 1920;
Q28108;commonwealth;Q699360;Eleição presidencial nos Estados Unidos em 1924;
Q28108;commonwealth;Q699380;Eleição presidencial nos Estados Unidos em 1928;
Q28108;commonwealth;Q699416;Eleição presidencial nos Estados Unidos em 1940;
Q28108;commonwealth;Q699548;Eleição presidencial nos Estados Unidos em 1952;
Q28108;commonwealth;Q699567;Eleição presidencial nos Estados Unidos em 1956;
Q28108;commonwealth;Q699590;Eleição presidencial nos Estados Unidos em 1960;
Q28108;commonwealth;Q699646;Eleição presidencial nos Estados Unidos em 1964;
Q28108;commonwealth;Q699693;Eleição presidencial nos Estados Unidos em 1976;
Q28108;commonwealth;Q699716;Eleição presidencial nos Estados Unidos em 1980;
Q28108;commonwealth;Q699744;Eleição presidencial nos Estados Unidos em 1984;
Q28108;commonwealth;Q699776;Eleição presidencial nos Estados Unidos em 1992;
Q28108;commonwealth;Q699872;Eleição presidencial nos Estados Unidos em 2016;
Q28108;commonwealth;Q49397642;Q49397642;
Q28108;commonwealth;Q22025553;2016 California State Senate election;
Q28108;commonwealth;Q22923830;Eleição presidencial nos Estados Unidos em 2020;
Q28108;commonwealth;Q56760728;Q56760728;
Q28108;commonwealth;Q26689756;Waldeggsee-Initiative;
Q28108;commonwealth;Q262;Argélia;DZA
Q28108;commonwealth;Q73002068;Q73002068;
Q28108;commonwealth;Q87721647;Q87721647;
Q28108;commonwealth;Q96211814;Q96211814;
Q28108;commonwealth;Q101110072;Eleição presidencial nos Estados Unidos em 2024;
Q28108;commonwealth;Q4226;Eleição presidencial nos Estados Unidos em 2012;
Q28108;commonwealth;Q819;Laos;LAO
Q28108;commonwealth;Q108666416;Q108666416;
Q28108;commonwealth;Q45578;Eleição presidencial nos Estados Unidos em 2008;
Q28108;commonwealth;Q104862432;2020 New Jersey elections;
Q28108;commonwealth;Q105882528;2021 New Jersey elections;
Q28108;commonwealth;Q108839135;"Popular initiative ""For a ban on the financing of producers of war material""";
Q28108;commonwealth;Q113518890;2028 United States presidential election;
Q28108;commonwealth;Q123190502;2024 Washington Democratic presidential primary;
Q28108;commonwealth;Q134531607;2025 New York City Democratic mayoral primary;
Q28108;commonwealth;Q96368932;2004 Arkansas Democratic presidential primary;
Q28108;commonwealth;Q96368937;2004 Connecticut Democratic presidential primary;
Q28108;commonwealth;Q96368946;2004 Georgia Democratic presidential primary;
Q28108;commonwealth;Q96368944;2004 Florida Democratic presidential primary;
Q28108;commonwealth;Q96368951;2004 Indiana Democratic presidential primary;
Q28108;commonwealth;Q96368949;2004 Illinois Democratic presidential primary;
Q28108;commonwealth;Q96368955;2004 Kentucky Democratic presidential primary;
Q28108;commonwealth;Q96368959;2004 Massachusetts Democratic presidential primary;
Q28108;commonwealth;Q96368956;2004 Louisiana Democratic presidential primary;
Q28108;commonwealth;Q96368957;2004 Louisiana Republican presidential primary;
Q28108;commonwealth;Q96368963;2004 Montana Democratic presidential primary;
Q28108;commonwealth;Q96368960;2004 Michigan Democratic presidential caucuses;
Q28108;commonwealth;Q96368965;2004 Oklahoma Republican presidential primary;
Q28108;commonwealth;Q96368975;2004 Utah Democratic presidential primary;
Q28108;commonwealth;Q96368972;2004 Texas Republican presidential primary;
Q28108;commonwealth;Q96368976;2004 Vermont Democratic presidential primary;
Q28108;commonwealth;Q96368981;2004 West Virginia Democratic presidential primary;
Q28108;commonwealth;Q96369315;2012 Arkansas Democratic primary;
Q28108;commonwealth;Q96369328;2012 Oklahoma Democratic primary;
Q28108;commonwealth;Q97356550;2000 Oklahoma Democratic presidential primary;
Q28108;commonwealth;Q1351781;eleições nos Estados Unidos em 2010;
Q28108;commonwealth;Q1695396;2002 United States elections;
Q28108;commonwealth;Q1751449;eleições nos Estados Unidos em 2006;
Q28108;commonwealth;Q1895188;eleições nos Estados Unidos em 2012;
Q28108;commonwealth;Q2035725;eleições nos Estados Unidos em 2008;
Q28108;commonwealth;Q3722403;eleições nos Estados Unidos em 2004;
Q28108;commonwealth;Q17004294;eleições primárias presidenciais do Partido Democrata (Estados Unidos) em 2016;
Q28108;commonwealth;Q17182488;United States Senate Republican primary election in Mississippi, 2014;
Q28108;commonwealth;Q22023417;2016 New Hampshire Democratic presidential primary;
Q28108;commonwealth;Q23018261;2016 Green Party presidential primaries;
Q28108;commonwealth;Q23303525;2016 Virginia Democratic primary;
Q28108;commonwealth;Q23303543;2016 Ohio Democratic primary;
Q28108;commonwealth;Q23303554;2016 Oklahoma Democratic presidential primary;
Q28108;commonwealth;Q23303560;2016 South Carolina Democratic primary;
Q28108;commonwealth;Q23303597;2016 North Carolina Democratic presidential primary;
Q28108;commonwealth;Q23304010;2016 Florida Democratic primary;
Q28108;commonwealth;Q23304028;2016 Alabama Democratic primary;
Q28108;commonwealth;Q23304036;2016 South Carolina Republican primary;
Q28108;commonwealth;Q24045815;2016 West Virginia Democratic presidential primary;
Q28108;commonwealth;Q24045901;2016 West Virginia Republican primary;
Q28108;commonwealth;Q24192040;2008 Washington Republican caucuses and primary;
Q28108;commonwealth;Q24204448;2016 New York Democratic primary;
Q28108;commonwealth;Q24204483;2016 New York Republican primary;
Q28108;commonwealth;Q24284016;2004 Texas Democratic presidential primary;
Q28108;commonwealth;Q24907804;2016 Missouri Democratic presidential primary;
Q28108;commonwealth;Q24907992;2016 Delaware Democratic primary;
Q28108;commonwealth;Q24908966;2016 Florida Republican primary;
Q28108;commonwealth;Q24909599;2008 Massachusetts Republican presidential primary;
Q28108;commonwealth;Q24910648;2016 Washington Republican primary;
Q28108;commonwealth;Q7892415;1876 United States elections;
Q28108;commonwealth;Q7892418;1924 United States elections;
Q28108;commonwealth;Q7892416;1922 United States elections;
Q28108;commonwealth;Q7892417;1920 United States elections;
Q28108;commonwealth;Q7892422;1932 United States elections;
Q28108;commonwealth;Q7892423;1934 United States elections;
Q28108;commonwealth;Q7892420;1928 United States elections;
Q28108;commonwealth;Q7892421;1930 United States elections;
Q28108;commonwealth;Q7892426;1940 United States elections;
Q28108;commonwealth;Q7892427;1942 United States elections;
Q28108;commonwealth;Q7892424;1936 United States elections;
Q28108;commonwealth;Q7892425;1938 United States elections;
Q28108;commonwealth;Q7892430;1948 United States elections;
Q28108;commonwealth;Q7892428;1944 United States elections;
Q28108;commonwealth;Q7892431;1950 United States elections;
Q28108;commonwealth;Q7892429;1946 United States elections;
Q28108;commonwealth;Q7892434;1956 United States elections;
Q28108;commonwealth;Q7892432;1952 United States elections;
Q28108;commonwealth;Q7892433;1954 United States elections;
Q28108;commonwealth;Q7892436;1960 United States elections;
Q28108;commonwealth;Q7892437;1962 United States elections;
Q28108;commonwealth;Q7892442;1974 United States elections;
Q28108;commonwealth;Q7892443;1972 United States elections;
Q28108;commonwealth;Q7892441;1970 United States elections;
Q28108;commonwealth;Q7892446;1980 United States elections;
Q28108;commonwealth;Q7892444;1976 United States elections;
Q28108;commonwealth;Q7892447;1982 United States elections;
Q28108;commonwealth;Q7892445;1978 United States elections;
Q28108;commonwealth;Q7892450;1986 United States elections;
Q28108;commonwealth;Q7892448;1984 United States elections;
Q28108;commonwealth;Q7892451;1990 United States elections;
Q28108;commonwealth;Q7892452;1988 United States elections;
Q28108;commonwealth;Q7892438;eleições nos Estados Unidos em 1964;
Q28108;commonwealth;Q7892439;eleições nos Estados Unidos em 1966;
Q28108;commonwealth;Q7892440;eleições nos Estados Unidos em 1968;
Q28108;commonwealth;Q27629703;2016 Missouri Republican primary;
Q28108;commonwealth;Q135963502;2028 Democratic Party presidential primaries;
Q28108;commonwealth;Q38051523;eleições primárias presidenciais do Partido Republicano (Estados Unidos) em 2020;
Q28108;commonwealth;Q38051551;eleições primárias presidenciais do Partido Democrata (Estados Unidos) em 2020;
Q28108;commonwealth;Q54511754;California primary election, 2018;
Q28108;commonwealth;Q60776466;2016 Alabama Republican primary;
Q28108;commonwealth;Q61800087;2020 Green Party presidential primaries;
Q28108;commonwealth;Q63184981;2020 North Carolina Democratic primary;
Q28108;commonwealth;Q113954454;Primárias presidenciais no Partido Democrata de 2024;
Q28108;commonwealth;Q115162344;Primárias presidenciais no Partido Republicano de 2024;
Q28108;commonwealth;Q115925328;2024 Libertarian Party presidential primaries;
Q28108;commonwealth;Q115925349;2024 Green Party presidential primaries;
Q28108;commonwealth;Q118105140;2024 Georgia Democratic presidential primary;
Q28108;commonwealth;Q120735280;1982 Ohio Democratic Party gubernatorial primary;
Q28108;commonwealth;Q751381;Putney;
Q28108;commonwealth;Q875454;Torbay;
Q28108;commonwealth;Q750956;Angus;
Q28108;commonwealth;Q874319;Wimbledon;
Q28108;commonwealth;Q875403;Streatham;
Q28108;commonwealth;Q874300;Winchester;
Q28108;commonwealth;Q874488;Wakefield;
Q28108;commonwealth;Q750841;Wycombe;
Q28108;commonwealth;Q873637;Vauxhall;
Q28108;commonwealth;Q874276;Windsor;
Q28108;commonwealth;Q874153;Wokingham;
Q28108;commonwealth;Q875285;Totnes;
Q28108;commonwealth;Q874666;Wells;
Q28108;commonwealth;Q874215;Witham;
Q28108;commonwealth;Q875225;Tunbridge Wells;
Q28108;commonwealth;Q751043;Ashfield;
Q28108;commonwealth;Q751068;Ashford;
Q28108;commonwealth;Q751642;Foyle;
Q28108;commonwealth;Q785779;Eastwood;
Q28108;commonwealth;Q875059;Walthamstow;
Q28108;commonwealth;Q875175;Tynemouth;
Q28108;commonwealth;Q751262;Aylesbury;
Q28108;commonwealth;Q874686;Wellingborough;
Q28108;commonwealth;Q875011;Wantage;
Q28108;commonwealth;Q750870;Wrexham;
Q28108;commonwealth;Q875210;Twickenham;
Q28108;commonwealth;Q750994;Argyll and Bute;
Q28108;commonwealth;Q874525;East Dunbartonshire;
Q28108;commonwealth;Q874714;Wealden;
Q28108;commonwealth;Q873604;Vale of Glamorgan;
Q28108;commonwealth;Q750978;Arfon;
Q28108;commonwealth;Q751693;North Down;
Q28108;commonwealth;Q751724;Strangford;
Q28108;commonwealth;Q751745;West Tyrone;
Q28108;commonwealth;Q874340;Wigan;
Q28108;commonwealth;Q961816;Bermondsey;
Q28108;commonwealth;Q874986;Warley;
Q28108;commonwealth;Q874435;West Lancashire;
Q28108;commonwealth;Q785849;Birmingham South;
Q28108;commonwealth;Q874607;West Aberdeenshire and Kincardine;
Q28108;commonwealth;Q751651;Lagan Valley;
Q28108;commonwealth;Q873994;Workington;
Q28108;commonwealth;Q874416;West Suffolk;
Q28108;commonwealth;Q750781;Wyre Forest;
Q28108;commonwealth;Q874173;Woking;
Q28108;commonwealth;Q873520;Vale of Clwyd;
Q28108;commonwealth;Q875474;Tooting;
Q28108;commonwealth;Q874463;West Ham;
Q28108;commonwealth;Q874643;Welwyn Hatfield;
Q28108;commonwealth;Q939536;Gloucestershire;
Q28108;commonwealth;Q874194;Witney;
Q28108;commonwealth;Q875033;Wansbeck;
Q28108;commonwealth;Q874871;Waveney;
Q28108;commonwealth;Q874123;Westminster North;
Q28108;commonwealth;Q751562;Belfast East;
Q28108;commonwealth;Q751580;Belfast North;
Q28108;commonwealth;Q751599;Belfast South;
Q28108;commonwealth;Q751608;Belfast West;
Q28108;commonwealth;Q875434;Torfaen;
Q28108;commonwealth;Q875261;Tottenham;
Q28108;commonwealth;Q751620;East Antrim;
Q28108;commonwealth;Q751629;East Londonderry;
Q28108;commonwealth;Q751637;Fermanagh and South Tyrone;
Q28108;commonwealth;Q875493;Tonbridge and Malling;
Q28108;commonwealth;Q874545;West Dorset;
Q28108;commonwealth;Q875135;Wallasey;
Q28108;commonwealth;Q751233;Ashton-under-Lyne;
Q28108;commonwealth;Q751675;Newry and Armagh;
Q28108;commonwealth;Q751685;North Antrim;
Q28108;commonwealth;Q750690;Wythenshawe and Sale East;
Q28108;commonwealth;Q750810;Wyre and Preston North;
Q28108;commonwealth;Q750906;Worthing West;
Q28108;commonwealth;Q751016;Arundel and South Downs;
Q28108;commonwealth;Q751285;Ayr, Carrick and Cumnock;
Q28108;commonwealth;Q751466;Uxbridge and South Ruislip;
Q28108;commonwealth;Q751699;South Antrim;
Q28108;commonwealth;Q751660;Mid Ulster;
Q28108;commonwealth;Q751715;South Down;
Q28108;commonwealth;Q751737;Upper Bann;
Q28108;commonwealth;Q767602;Wirral West;
Q28108;commonwealth;Q874356;Weston-super-Mare;
Q28108;commonwealth;Q873975;Worsley and Eccles South;
Q28108;commonwealth;Q874041;Wolverhampton South West;
Q28108;commonwealth;Q874069;Wolverhampton South East;
Q28108;commonwealth;Q874095;Wolverhampton North East;
Q28108;commonwealth;Q874256;Wirral South;
Q28108;commonwealth;Q874372;Westmorland and Lonsdale;
Q28108;commonwealth;Q874393;West Worcestershire;
Q28108;commonwealth;Q874568;West Bromwich West;
Q28108;commonwealth;Q874585;West Bromwich East;
Q28108;commonwealth;Q874623;Wentworth and Dearne;
Q28108;commonwealth;Q874700;Weaver Vale;
Q28108;commonwealth;Q874921;Washington and Sunderland West;
Q28108;commonwealth;Q874946;Warwick and Leamington;
Q28108;commonwealth;Q874959;Warrington South;
Q28108;commonwealth;Q874974;Warrington North;
Q28108;commonwealth;Q875087;Walsall South;
Q28108;commonwealth;Q875108;Walsall North;
Q28108;commonwealth;Q875246;Truro and Falmouth;
Q28108;commonwealth;Q875359;Torridge and West Devon;
Q28108;commonwealth;Q15526839;1840 United States presidential election in Michigan;
Q28108;commonwealth;Q15526854;1840 United States presidential election in Maryland;
Q28108;commonwealth;Q15616164;1908 United States presidential election in Minnesota;
Q28108;commonwealth;Q16933890;1972 United States presidential election in Minnesota;
Q28108;commonwealth;Q16966618;2000 United States presidential election in Michigan;
Q28108;commonwealth;Q17015400;1832 United States presidential election in Maryland;
Q28108;commonwealth;Q17015581;1836 United States presidential election in Maryland;
Q28108;commonwealth;Q17015757;1844 United States presidential election in Maryland;
Q28108;commonwealth;Q17015788;1844 United States presidential election in Michigan;
Q28108;commonwealth;Q17016719;1980 United States presidential election in Minnesota;
Q28108;commonwealth;Q17089643;2012 United States presidential election in Maryland;
Q28108;commonwealth;Q17100257;2012 United States presidential election in Michigan;
Q28108;commonwealth;Q17100439;1992 United States presidential election in Maryland;
Q28108;commonwealth;Q17100542;1984 United States presidential election in Michigan;
Q28108;commonwealth;Q17100546;1988 United States presidential election in Michigan;
Q28108;commonwealth;Q17100551;1996 United States presidential election in Michigan;
Q28108;commonwealth;Q19880250;1848 United States presidential election in Maryland;
Q28108;commonwealth;Q20710149;1980 United States presidential election in Michigan;
Q28108;commonwealth;Q23018287;2016 United States presidential election in Maryland;
Q28108;commonwealth;Q23018291;2016 United States presidential election in Michigan;
Q28108;commonwealth;Q24963520;1972 United States presidential election in Maryland;
Q28108;commonwealth;Q24963570;1976 United States presidential election in Maryland;
Q28108;commonwealth;Q24965373;1976 United States presidential election in Michigan;
Q28108;commonwealth;Q7892826;1828 United States presidential election in Maryland;
Q28108;commonwealth;Q7892828;1984 United States presidential election in Maryland;
Q28108;commonwealth;Q7892829;1988 United States presidential election in Maryland;
Q28108;commonwealth;Q7892831;2000 United States presidential election in Maryland;
Q28108;commonwealth;Q7892832;1996 United States presidential election in Maryland;
Q28108;commonwealth;Q7892850;1984 United States presidential election in Minnesota;
Q28108;commonwealth;Q7892846;1992 United States presidential election in Michigan;
Q28108;commonwealth;Q7892851;1988 United States presidential election in Minnesota;
Q28108;commonwealth;Q7892833;2004 United States presidential election in Maryland;
Q28108;commonwealth;Q7892834;2008 United States presidential election in Maryland;
Q28108;commonwealth;Q7892852;1992 United States presidential election in Minnesota;
Q28108;commonwealth;Q7892854;1996 United States presidential election in Minnesota;
Q28108;commonwealth;Q7892855;2000 United States presidential election in Minnesota;
Q28108;commonwealth;Q7892849;2004 United States presidential election in Michigan;
Q28108;commonwealth;Q7892848;2008 United States presidential election in Michigan;
Q28108;commonwealth;Q7892856;2004 United States presidential election in Minnesota;
Q28108;commonwealth;Q7892857;2008 United States presidential election in Minnesota;
Q28108;commonwealth;Q28222357;1972 United States presidential election in Michigan;
Q28108;commonwealth;Q29094946;1836 United States presidential election in Michigan;
Q28108;commonwealth;Q30636037;1968 United States presidential election in Michigan;
Q28108;commonwealth;Q30636478;1968 United States presidential election in Maryland;
Q28108;commonwealth;Q30642718;1964 United States presidential election in Michigan;
Q28108;commonwealth;Q30643305;1964 United States presidential election in Maryland;
Q28108;commonwealth;Q30644134;1960 United States presidential election in Maryland;
Q28108;commonwealth;Q30644142;1960 United States presidential election in Michigan;
Q28108;commonwealth;Q30646834;1956 United States presidential election in Michigan;
Q28108;commonwealth;Q39046324;1956 United States presidential election in Maryland;
Q28108;commonwealth;Q39047437;1788–89 United States presidential election in Maryland;
Q28108;commonwealth;Q39059983;1952 United States presidential election in Maryland;
Q28108;commonwealth;Q39060199;1952 United States presidential election in Michigan;
Q28108;commonwealth;Q39060351;1912 United States presidential election in Michigan;
Q28108;commonwealth;Q39060370;1912 United States presidential election in Maryland;
Q28108;commonwealth;Q39060543;1860 United States presidential election in Michigan;
Q28108;commonwealth;Q39060560;1860 United States presidential election in Maryland;
Q28108;commonwealth;Q42916617;1856 United States presidential election in Maryland;
Q28108;commonwealth;Q48843113;1848 United States presidential election in Michigan;
Q28108;commonwealth;Q48843243;1852 United States presidential election in Maryland;
Q28108;commonwealth;Q48843246;1852 United States presidential election in Michigan;
Q28108;commonwealth;Q48843383;1856 United States presidential election in Michigan;
Q28108;commonwealth;Q48845359;1948 United States presidential election in Maryland;
Q28108;commonwealth;Q48845362;1948 United States presidential election in Michigan;
Q28108;commonwealth;Q54894735;1900 United States presidential election in Maryland;
Q28108;commonwealth;Q55316185;1892 United States presidential election in Maryland;
Q28108;commonwealth;Q55316231;1896 United States presidential election in Maryland;
Q28108;commonwealth;Q55316464;1904 United States presidential election in Maryland;
Q28108;commonwealth;Q55316503;1908 United States presidential election in Maryland;
Q28108;commonwealth;Q55636630;1864 United States presidential election in Maryland;
Q28108;commonwealth;Q55636631;1876 United States presidential election in Maryland;
Q28108;commonwealth;Q55636634;1872 United States presidential election in Michigan;
Q28108;commonwealth;Q55636635;1876 United States presidential election in Michigan;
Q28108;commonwealth;Q55636633;1868 United States presidential election in Michigan;
Q28108;commonwealth;Q55636638;1888 United States presidential election in Michigan;
Q28108;commonwealth;Q55636636;1880 United States presidential election in Michigan;
Q28108;commonwealth;Q55636639;1892 United States presidential election in Michigan;
Q28108;commonwealth;Q55636637;1884 United States presidential election in Michigan;
Q28108;commonwealth;Q55636640;1896 United States presidential election in Michigan;
Q28108;commonwealth;Q55636643;1904 United States presidential election in Michigan;
Q28108;commonwealth;Q55636641;1900 United States presidential election in Michigan;
Q28108;commonwealth;Q55636646;1916 United States presidential election in Michigan;
Q28108;commonwealth;Q55636647;1920 United States presidential election in Michigan;
Q28108;commonwealth;Q55636645;1908 United States presidential election in Michigan;
Q28108;commonwealth;Q55636650;1928 United States presidential election in Michigan;
Q28108;commonwealth;Q55636651;1932 United States presidential election in Michigan;
Q28108;commonwealth;Q55636649;1924 United States presidential election in Michigan;
Q28108;commonwealth;Q55636655;1944 United States presidential election in Michigan;
Q28108;commonwealth;Q55636652;1936 United States presidential election in Michigan;
Q28108;commonwealth;Q55636653;1940 United States presidential election in Michigan;
Q28108;commonwealth;Q55642491;1864 United States presidential election in Michigan;
Q28108;commonwealth;Q56063649;1944 United States presidential election in Maryland;
Q28108;commonwealth;Q56279900;1940 United States presidential election in Maryland;
Q28108;commonwealth;Q58433621;1868 United States presidential election in Maryland;
Q28108;commonwealth;Q60441801;2020 United States presidential election in Maryland;
Q28108;commonwealth;Q60441811;2020 United States presidential election in Michigan;
Q28108;commonwealth;Q60772134;1936 United States presidential election in Maryland;
Q28108;commonwealth;Q60774856;1932 United States presidential election in Maryland;
Q28108;commonwealth;Q109727353;2024 United States presidential election in Michigan;
Q28108;commonwealth;Q116736263;2024 United States presidential election in Maryland;
Q28108;commonwealth;Q1077346;Edmonton;
Q28108;commonwealth;Q1077604;Lincoln;
Q28108;commonwealth;Q1077324;Bridgend;
Q28108;commonwealth;Q1077357;Gower;
Q28108;commonwealth;Q1072645;Ipswich;
Q28108;commonwealth;Q1077481;Blackburn;
Q28108;commonwealth;Q1077506;Kettering;
Q28108;commonwealth;Q1075433;Halifax;
Q28108;commonwealth;Q1077582;Gainsborough;
Q28108;commonwealth;Q1077545;Charnwood;
Q28108;commonwealth;Q1077620;Finchley and Golders Green;
Q28108;commonwealth;Q1077455;Croydon North;
Q28108;commonwealth;Q1070334;Dover;
Q28108;commonwealth;Q1075944;Horsham;
Q28108;commonwealth;Q1075440;Bath;
Q28108;commonwealth;Q1072690;Cambridge;
Q28108;commonwealth;Q1070055;Canterbury;
Q28108;commonwealth;Q1072896;Darlington;
Q28108;commonwealth;Q1077398;Ceredigion;
Q28108;commonwealth;Q1070140;Buckingham;
Q28108;commonwealth;Q1072621;Bury St Edmunds;
Q28108;commonwealth;Q1077473;Chesterfield;
Q28108;commonwealth;Q1077598;Loughborough;
Q28108;commonwealth;Q1077626;Chipping Barnet;
Q28108;commonwealth;Q1070072;Manchester Central;
Q28108;commonwealth;Q1053415;Midlothian;
Q28108;commonwealth;Q1053383;Milton Keynes South;
Q28108;commonwealth;Q1053398;Milton Keynes North;
Q28108;commonwealth;Q1053429;Middlesbrough South and East Cleveland;
Q28108;commonwealth;Q1053438;Middlesbrough;
Q28108;commonwealth;Q1053452;Mid Worcestershire;
Q28108;commonwealth;Q1053541;Mid Norfolk;
Q28108;commonwealth;Q1053572;Mid Dorset and North Poole;
Q28108;commonwealth;Q1072703;Hexham;
Q28108;commonwealth;Q1070328;Lewes;
Q28108;commonwealth;Q1072715;Braintree;
Q28108;commonwealth;Q1075915;Daventry;
Q28108;commonwealth;Q1070042;Colchester;
Q28108;commonwealth;Q1072660;Great Yarmouth;
Q28108;commonwealth;Q1077338;Islwyn;
Q28108;commonwealth;Q1070050;Birmingham Ladywood;
Q28108;commonwealth;Q1070064;Bolton West;
Q28108;commonwealth;Q1070099;Brighton Pavilion;
Q28108;commonwealth;Q1070045;Edinburgh West;
Q28108;commonwealth;Q1070093;Edinburgh South;
Q28108;commonwealth;Q1070108;Doncaster North;
Q28108;commonwealth;Q1070123;Glasgow Central;
Q28108;commonwealth;Q1070130;Kilmarnock and Loudoun;
Q28108;commonwealth;Q1070116;Livingston;
Q28108;commonwealth;Q1070148;Bristol East;
Q28108;commonwealth;Q1070154;East Renfrewshire;
Q28108;commonwealth;Q1075910;Chichester;
Q28108;commonwealth;Q1072626;Berwick-upon-Tweed;
Q28108;commonwealth;Q1072667;Bishop Auckland;
Q28108;commonwealth;Q1072698;Bristol West;
Q28108;commonwealth;Q1072635;Hertsmere;
Q28108;commonwealth;Q1072676;Hitchin and Harpenden;
Q28108;commonwealth;Q1072632;Mid Bedfordshire;
Q28108;commonwealth;Q1072710;Hartlepool;
Q28108;commonwealth;Q1072792;Blyth Valley;
Q28108;commonwealth;Q1072775;Jarrow;
Q28108;commonwealth;Q1075417;Bradford West;
Q28108;commonwealth;Q1075422;Coventry North East;
Q28108;commonwealth;Q1075428;Leeds West;
Q28108;commonwealth;Q1075452;Leeds North East;
Q28108;commonwealth;Q1075461;Leeds East;
Q28108;commonwealth;Q1075476;Barnsley Central;
Q28108;commonwealth;Q1075483;City of Durham;
Q28108;commonwealth;Q1075498;Leeds Central;
Q28108;commonwealth;Q1075925;Barrow and Furness;
Q28108;commonwealth;Q1075935;Chesham and Amersham;
Q28108;commonwealth;Q1075920;Leicester West;
Q28108;commonwealth;Q1077332;Cardiff North;
Q28108;commonwealth;Q1077385;Carmarthen East and Dinefwr;
Q28108;commonwealth;Q1077377;Cynon Valley;
Q28108;commonwealth;Q1077422;Brecon and Radnorshire;
Q28108;commonwealth;Q1077431;Carmarthen West and South Pembrokeshire;
Q28108;commonwealth;Q1077406;Delyn;
Q28108;commonwealth;Q1077415;Clwyd South;
Q28108;commonwealth;Q1077371;Harrow West;
Q28108;commonwealth;Q1077391;Greenwich and Woolwich;
Q28108;commonwealth;Q1077439;Ealing North;
Q28108;commonwealth;Q1077449;Clwyd West;
Q28108;commonwealth;Q1077363;Merthyr Tydfil and Rhymney;
Q28108;commonwealth;Q1077488;Bassetlaw;
Q28108;commonwealth;Q1077540;Brent North;
Q28108;commonwealth;Q1077497;Enfield North;
Q28108;commonwealth;Q1077513;Enfield Southgate;
Q28108;commonwealth;Q1077561;Derby South;
Q28108;commonwealth;Q1077590;Ealing Southall;
Q28108;commonwealth;Q1077528;Harrow East;
Q28108;commonwealth;Q1077463;Leicester East;
Q28108;commonwealth;Q1077573;Folkestone and Hythe;
Q28108;commonwealth;Q1077519;Ilford South;
Q28108;commonwealth;Q1077534;Leicester South;
Q28108;commonwealth;Q1077552;Islington North;
Q28108;commonwealth;Q1077631;Blackpool South;
Q28108;commonwealth;Q1077612;Chingford and Woodford Green;
Q28108;commonwealth;Q1077750;Feltham and Heston;
Q28108;commonwealth;Q1077754;Erith and Thamesmead;
Q28108;commonwealth;Q15526562;1844 United States presidential election in Georgia;
Q28108;commonwealth;Q15526709;1844 United States presidential election in Delaware;
Q28108;commonwealth;Q15526874;1840 United States presidential election in Georgia;
Q28108;commonwealth;Q15526875;1840 United States presidential election in Delaware;
Q28108;commonwealth;Q16197636;1848 United States presidential election in Florida;
Q28108;commonwealth;Q16197641;1848 United States presidential election in Georgia;
Q28108;commonwealth;Q17004233;1832 United States presidential election in Delaware;
Q28108;commonwealth;Q17004244;1836 United States presidential election in Delaware;
Q28108;commonwealth;Q17006681;1832 United States presidential election in Georgia;
