iso3;qid_country;lang_qid;lang_label;scope;region_label;start_year;end_year;country_label_pt;country_label_en;lang_label_pt;lang_label_en
POL;Q36;Q9091;Língua bielorrussa;national;;;;Polónia;Poland;Língua bielorrussa;Belarusian
PRI;Q1183;Q1860;inglês;national;;;;Porto Rico;Puerto Rico;inglês;English
PRI;Q1183;Q1321;espanhol;national;;;;Porto Rico;Puerto Rico;espanhol;Spanish
PRK;Q423;Q9176;coreano;national;;;;Coreia do Norte;North Korea;coreano;Korean
PRK;Q423;Q18784;Munhwaŏ;national;;;;Coreia do Norte;North Korea;Munhwaŏ;North Korean standard language
PRT;Q45;Q13330;mirandês;national;;1999;;Portugal;Portugal;mirandês;Mirandese
PRT;Q45;Q5146;português;national;;;;Portugal;Portugal;português;Portuguese
PRY;Q733;Q1321;espanhol;national;;;;Paraguai;Paraguay;espanhol;Spanish
PRY;Q733;Q35876;língua guarani;national;;;;Paraguai;Paraguay;língua guarani;Guarani
PSE;Q219060;Q13955;árabe;national;;;;Estado da Palestina;State of Palestine;árabe;Arabic
PYF;Q30971;Q150;francês;national;;;;Polinésia Francesa;French Polynesia;francês;French
QAT;Q846;Q13955;árabe;national;;;;Catar;Qatar;árabe;Arabic
REU;Q17070;Q150;francês;national;;;;Reunião;Réunion;francês;French
ROU;Q218;Q7913;língua romena;national;;;;Roménia;Romania;língua romena;Romanian
RUS;Q159;Q33357;tártaro da Crimeia;regional;República da Crimeia;;;Rússia;Russia;tártaro da Crimeia;Crimean Tatar
RUS;Q159;Q36498;Língua agul;regional;Daguestão;;;Rússia;Russia;Língua agul;Aghul
RUS;Q159;Q31746;Língua lezgui;regional;Daguestão;;;Rússia;Russia;Língua lezgui;Lezgian
RUS;Q159;Q1991779;Southern Altai;regional;Altai;;;Rússia;Russia;Southern Altai;Southern Altai
RUS;Q159;Q7737;russo;national;;;;Rússia;Russia;russo;Russian
RUS;Q159;Q973685;língua mari;regional;Mari El;;;Rússia;Russia;língua mari;Mari
RUS;Q159;Q36206;Língua lak;regional;Daguestão;;;Rússia;Russia;Língua lak;Lak
RUS;Q159;Q33522;Língua cabardiana;regional;Cabárdia-Balcária;;;Rússia;Russia;Língua cabardiana;Kabardian
RUS;Q159;Q33522;Língua cabardiana;regional;Carachai-Circássia;;;Rússia;Russia;Língua cabardiana;Kabardian
RUS;Q159;Q33871;Língua nogai;regional;Daguestão;;;Rússia;Russia;Língua nogai;Nogai
RUS;Q159;Q33968;Língua osseta;regional;Ossétia do Norte-Alânia;;;Rússia;Russia;Língua osseta;Ossetian
RUS;Q159;Q33575;Língua khakas;regional;Cacássia;;;Rússia;Russia;Língua khakas;Khakas
RUS;Q159;Q29561;Língua ávara;regional;Daguestão;;;Rússia;Russia;Língua ávara;Avar
RUS;Q159;Q34299;Língua iacuta;regional;Sakha;;;Rússia;Russia;Língua iacuta;Yakut
RUS;Q159;Q34119;Língua tuviniana;regional;Tuva;;;Rússia;Russia;Língua tuviniana;Tuvan
RUS;Q159;Q33120;Língua buriata;regional;Buriácia;;;Rússia;Russia;Língua buriata;Buryat
RUS;Q159;Q25285;tártaro;regional;Tartaristão;;;Rússia;Russia;tártaro;Tatar
RUS;Q159;Q36853;Língua tsakhur;regional;Daguestão;;;Rússia;Russia;Língua tsakhur;Tsakhur
RUS;Q159;Q33509;língua inguche;regional;Inguchétia;;;Rússia;Russia;língua inguche;Ingush
RUS;Q159;Q33350;checheno;regional;Daguestão;;;Rússia;Russia;checheno;Chechen
RUS;Q159;Q33350;checheno;regional;Chechénia;;;Rússia;Russia;checheno;Chechen
RUS;Q159;Q32332;Língua dargínica;regional;Daguestão;;;Rússia;Russia;Língua dargínica;Dargwa
RUS;Q159;Q33634;calmuco;regional;Calmúquia;;;Rússia;Russia;calmuco;Kalmyk
RUS;Q159;Q33348;tchuvache;regional;Chuváchia;;;Rússia;Russia;tchuvache;Chuvash
RUS;Q159;Q33871;Língua nogai;regional;Carachai-Circássia;;;Rússia;Russia;Língua nogai;Nogai
RUS;Q159;Q56489;Língua tat;regional;Daguestão;;;Rússia;Russia;Língua tat;Tat
RUS;Q159;Q13343;moksha;regional;Mordóvia;;;Rússia;Russia;moksha;Moksha
RUS;Q159;Q13389;Língua bashkir;regional;Bascortostão;;;Rússia;Russia;Língua bashkir;Bashkir
RUS;Q159;Q27776;língua adigue;regional;Adiguésia;;;Rússia;Russia;língua adigue;Adyghe
RUS;Q159;Q34079;Língua tabassarã;regional;Daguestão;;;Rússia;Russia;Língua tabassarã;Tabasaran
RUS;Q159;Q36757;Língua rutul;regional;Daguestão;;;Rússia;Russia;Língua rutul;Rutulian
RUS;Q159;Q8798;ucraniano;regional;República da Crimeia;;;Rússia;Russia;ucraniano;Ukrainian
RUS;Q159;Q36209;Língua kumyk;regional;Daguestão;;;Rússia;Russia;Língua kumyk;Kumyk
RUS;Q159;Q9292;Língua azeri;regional;Daguestão;;;Rússia;Russia;Língua azeri;Azerbaijani
RUS;Q159;Q29952;Língua erzya;regional;Mordóvia;;;Rússia;Russia;Língua erzya;Erzya
RUS;Q159;Q36126;língua komi;regional;República de Komi;;;Rússia;Russia;língua komi;Komi
RUS;Q159;Q13238;Língua udmurte;regional;Udmúrtia;;;Rússia;Russia;Língua udmurte;Udmurt
RUS;Q159;Q27567;Língua abaza;regional;Carachai-Circássia;;;Rússia;Russia;Língua abaza;Abaza
RUS;Q159;Q33714;Língua carachaio-bálcara;regional;Cabárdia-Balcária;;;Rússia;Russia;Língua carachaio-bálcara;Karachay-Balkar
RUS;Q159;Q33714;Língua carachaio-bálcara;regional;Carachai-Circássia;;;Rússia;Russia;Língua carachaio-bálcara;Karachay-Balkar
RWA;Q1037;Q150;francês;national;;;;Ruanda;Rwanda;francês;French
RWA;Q1037;Q7838;Língua suaíli;national;;;;Ruanda;Rwanda;Língua suaíli;Swahili
RWA;Q1037;Q1860;inglês;national;;;;Ruanda;Rwanda;inglês;English
RWA;Q1037;Q33573;Língua kinyarwanda;national;;;;Ruanda;Rwanda;Língua kinyarwanda;Kinyarwanda
SAU;Q851;Q13955;árabe;national;;;;Arábia Saudita;Saudi Arabia;árabe;Arabic
SDN;Q1049;Q1860;inglês;national;;;;Sudão;Sudan;inglês;English
SDN;Q1049;Q13955;árabe;national;;;;Sudão;Sudan;árabe;Arabic
SEN;Q1041;Q35095;Badyara;national;;;;Senegal;Senegal;Badyara;Badyara
SEN;Q1041;Q35006;Língua balanta;national;;;;Senegal;Senegal;Língua balanta;Balanta
SEN;Q1041;Q34257;Língua uolofe;national;;;;Senegal;Senegal;Língua uolofe;Wolof
SEN;Q1041;Q150;francês;national;;;;Senegal;Senegal;francês;French
SGP;Q334;Q727694;mandarim padrão;national;;1965;;Singapura;Singapore;mandarim padrão;Standard Chinese
SGP;Q334;Q5885;Língua tâmil;national;;1965;;Singapura;Singapore;Língua tâmil;Tamil
SGP;Q334;Q1860;inglês;national;;1965;;Singapura;Singapore;inglês;English
SGP;Q334;Q9237;malaio;national;;1965;;Singapura;Singapore;malaio;Malay
SGS;Q35086;Q1860;inglês;national;;;;Ilhas Geórgia do Sul e Sandwich do Sul;South Georgia and the South Sandwich Islands;inglês;English
SHN;Q192184;Q1860;inglês;national;;;;Santa Helena, Ascensão e Tristão da Cunha;Saint Helena, Ascension and Tristan da Cunha;inglês;English
SJM;Q842829;Q9043;língua norueguesa;national;;;;Svalbard e Jan Mayen;Svalbard and Jan Mayen;língua norueguesa;Norwegian
SLB;Q685;Q1860;inglês;national;;;;Ilhas Salomão;Solomon Islands;inglês;English
SLE;Q1044;Q1860;inglês;national;;;;Serra Leoa;Sierra Leone;inglês;English
SLE;Q1044;Q35744;Língua krio;national;;;;Serra Leoa;Sierra Leone;Língua krio;Krio
SLV;Q792;Q1321;espanhol;national;;;;El Salvador;El Salvador;espanhol;Spanish
SMR;Q238;Q652;italiano;national;;;;San Marino;San Marino;italiano;Italian
SOM;Q1045;Q13955;árabe;national;;;;Somália;Somalia;árabe;Arabic
SOM;Q1045;Q13275;Língua somali;national;;;;Somália;Somalia;Língua somali;Somali
SPM;Q34617;Q150;francês;national;;;;Saint-Pierre e Miquelon;Saint Pierre and Miquelon;francês;French
SRB;Q403;Q9299;língua sérvia;national;;;;Sérvia;Serbia;língua sérvia;Serbian
SSD;Q958;Q1860;inglês;national;;;;Sudão do Sul;South Sudan;inglês;English
STP;Q1039;Q5146;português;national;;;;São Tomé e Príncipe;São Tomé and Príncipe;português;Portuguese
SUR;Q730;Q7411;neerlandês;national;;;;Suriname;Suriname;neerlandês;Dutch
SVK;Q214;Q9058;eslovaco;national;;;;Eslováquia;Slovakia;eslovaco;Slovak
SVN;Q215;Q652;italiano;regional;Italians in Slovenia;;;Eslovénia;Slovenia;italiano;Italian
SVN;Q215;Q9063;língua eslovena;national;;;;Eslovénia;Slovenia;língua eslovena;Slovene
SVN;Q215;Q9067;húngaro;regional;Q126208659;;;Eslovénia;Slovenia;húngaro;Hungarian
SWE;Q34;Q9027;língua sueca;national;;2009;;Suécia;Sweden;língua sueca;Swedish
SWE;Q34;Q8641;língua iídiche;national;;;;Suécia;Sweden;língua iídiche;Yiddish
SWE;Q34;Q13201;Romani;national;;;;Suécia;Sweden;Romani;Romani
SWE;Q34;Q1412;finlandês;national;;;;Suécia;Sweden;finlandês;Finnish
SWE;Q34;Q56463;línguas sami;national;;;;Suécia;Sweden;línguas sami;Sámi
SWE;Q34;Q13357;Língua meänkieli;national;;;;Suécia;Sweden;Língua meänkieli;Meänkieli
SWZ;Q1050;Q1860;inglês;national;;;;Essuatíni;Eswatini;inglês;English
SWZ;Q1050;Q34014;língua suázi;national;;;;Essuatíni;Eswatini;língua suázi;Swazi
SXM;Q26273;Q1860;inglês;national;;;;São Martinho;Sint Maarten;inglês;English
SXM;Q26273;Q7411;neerlandês;national;;;;São Martinho;Sint Maarten;neerlandês;Dutch
SYC;Q1042;Q150;francês;national;;;;Seychelles;Seychelles;francês;French
SYC;Q1042;Q34015;Crioulo de Seychelles;national;;;;Seychelles;Seychelles;Crioulo de Seychelles;Seychellois Creole
SYC;Q1042;Q1860;inglês;national;;;;Seychelles;Seychelles;inglês;English
SYR;Q858;Q13955;árabe;national;;;;Síria;Syria;árabe;Arabic
TCA;Q18221;Q1860;inglês;national;;;;Ilhas Turcas e Caicos;Turks and Caicos Islands;inglês;English
TCD;Q657;Q150;francês;national;;;;Chade;Chad;francês;French
TCD;Q657;Q13955;árabe;national;;;;Chade;Chad;árabe;Arabic
TGO;Q945;Q150;francês;national;;;;Togo;Togo;francês;French
THA;Q869;Q9217;tailandês;national;;;;Tailândia;Thailand;tailandês;Thai
TJK;Q863;Q9260;Língua tadjique;national;;;;Tajiquistão;Tajikistan;Língua tadjique;Tajik language
TJK;Q863;Q7737;russo;national;;;;Tajiquistão;Tajikistan;russo;Russian
TKL;Q36823;Q34097;língua toquelauana;national;;;;Tokelau;Tokelau;língua toquelauana;Tokelauan
TKL;Q36823;Q1860;inglês;national;;;;Tokelau;Tokelau;inglês;English
TKM;Q874;Q9267;Língua turcomena;national;;;;Turquemenistão;Turkmenistan;Língua turcomena;Turkmen
TLS;Q574;Q5146;português;national;;;;Timor-Leste;Timor-Leste;português;Portuguese
TLS;Q574;Q34125;língua tétum;national;;;;Timor-Leste;Timor-Leste;língua tétum;Tetum
TON;Q678;Q34094;Língua tonganesa;national;;;;Tonga;Tonga;Língua tonganesa;Tongan
TON;Q678;Q1860;inglês;national;;;;Tonga;Tonga;inglês;English
TTO;Q754;Q1860;inglês;national;;;;Trindade e Tobago;Trinidad and Tobago;inglês;English
TUN;Q948;Q13955;árabe;national;;;;Tunísia;Tunisia;árabe;Arabic
TUR;Q43;Q256;língua turca;national;;;;Turquia;Turkey;língua turca;Turkish
TUV;Q672;Q1860;inglês;national;;;;Tuvalu;Tuvalu;inglês;English
TUV;Q672;Q34055;língua tuvaluana;national;;;;Tuvalu;Tuvalu;língua tuvaluana;Tuvaluan
TWN;Q865;Q35132;amis;national;;;;Taiwan;Taiwan;amis;Amis
TWN;Q865;Q262828;mandarim taiwanês;national;;;;Taiwan;Taiwan;mandarim taiwanês;Standard Taiwanese Mandarin
TWN;Q865;Q56278342;Kinmen dialect;national;;;;Taiwan;Taiwan;Kinmen dialect;Kinmen dialect
TWN;Q865;Q34019;língua de sinais de Taiwan;national;;;;Taiwan;Taiwan;língua de sinais de Taiwan;Taiwanese Sign Language
TWN;Q865;Q716627;Língua kavalan;national;;;;Taiwan;Taiwan;Língua kavalan;Kavalan
TWN;Q865;Q11071864;Truku;national;;;;Taiwan;Taiwan;Truku;Truku
TWN;Q865;Q36778;Língua taiwanesa;national;;;;Taiwan;Taiwan;Língua taiwanesa;Taiwanese Hokkien
TWN;Q865;Q172244;língua kanakanavu;national;;;;Taiwan;Taiwan;língua kanakanavu;Kanakanavu
TWN;Q865;Q19599280;Matsu dialect;national;;;;Taiwan;Taiwan;Matsu dialect;Matsu dialect
TWN;Q865;Q718269;Língua sakisaya;national;;;;Taiwan;Taiwan;Língua sakisaya;Sakizaya
TWN;Q865;Q61055662;O-ku-uā;national;;;;Taiwan;Taiwan;O-ku-uā;O-ku-uā
TWN;Q865;Q715755;Língua paiwan;national;;;;Taiwan;Taiwan;Língua paiwan;Paiwan
TWN;Q865;Q716599;Língua saaroa;national;;;;Taiwan;Taiwan;Língua saaroa;Saaroa
TWN;Q865;Q716690;Língua puyuma;national;;;;Taiwan;Taiwan;Língua puyuma;Puyuma
TWN;Q865;Q715766;Língua atayal;national;;;;Taiwan;Taiwan;Língua atayal;Atayal
TWN;Q865;Q716681;Língua tsou;national;;;;Taiwan;Taiwan;Língua tsou;Tsou
TWN;Q865;Q49232;Língua rukai;national;;;;Taiwan;Taiwan;Língua rukai;Rukai
TWN;Q865;Q715760;Língua yami;national;;;;Taiwan;Taiwan;Língua yami;Yami
TWN;Q865;Q716686;Língua seediq;national;;;;Taiwan;Taiwan;Língua seediq;Seediq
TWN;Q865;Q716695;Língua saisiyat;national;;;;Taiwan;Taiwan;Língua saisiyat;Saisiyat
TWN;Q865;Q2391532;Taiwanese Hakka;national;;;;Taiwan;Taiwan;Taiwanese Hakka;Taiwanese Hakka
TWN;Q865;Q56505;Língua bunun;national;;;;Taiwan;Taiwan;Língua bunun;Bunun
TZA;Q924;Q1860;inglês;national;;;;Tanzânia;Tanzania;inglês;English
TZA;Q924;Q7838;Língua suaíli;national;;;;Tanzânia;Tanzania;Língua suaíli;Swahili
UGA;Q1036;Q7838;Língua suaíli;national;;;;Uganda;Uganda;Língua suaíli;Swahili
UGA;Q1036;Q1860;inglês;national;;;;Uganda;Uganda;inglês;English
UKR;Q212;Q8798;ucraniano;national;;;;Ucrânia;Ukraine;ucraniano;Ukrainian
UMI;Q16645;Q1860;inglês;national;;;;Ilhas Menores Distantes dos Estados Unidos;United States Minor Outlying Islands;inglês;English
URY;Q77;Q1321;espanhol;national;;;;Uruguai;Uruguay;espanhol;Spanish
USA;Q30;Q33569;havaiano;regional;Havaí;;;Estados Unidos;United States;havaiano;Hawaiian
USA;Q30;Q1321;espanhol;regional;Porto Rico;;;Estados Unidos;United States;espanhol;Spanish
USA;Q30;Q1860;inglês;national;;;;Estados Unidos;United States;inglês;English
UZB;Q265;Q9264;língua uzbeque;national;;;;Uzbequistão;Uzbekistan;língua uzbeque;Uzbek
VAT;Q237;Q397;latim;national;;;;Vaticano;Vatican City;latim;Latin
VAT;Q237;Q150;francês;national;;;;Vaticano;Vatican City;francês;French
VAT;Q237;Q652;italiano;national;;;;Vaticano;Vatican City;italiano;Italian
VCT;Q757;Q1860;inglês;national;;;;São Vicente e Granadinas;Saint Vincent and the Grenadines;inglês;English
VEN;Q717;Q3322064;Língua de Sinais Venezuelana;national;;;;Venezuela;Venezuela;Língua de Sinais Venezuelana;Venezuelan Sign Language
VEN;Q717;Q1321;espanhol;national;;;;Venezuela;Venezuela;espanhol;Spanish
VGB;Q25305;Q1860;inglês;national;;;;Ilhas Virgens Britânicas;British Virgin Islands;inglês;English
VIR;Q11703;Q1860;inglês;national;;;;Ilhas Virgens Americanas;United States Virgin Islands;inglês;English
VNM;Q881;Q9199;vietnamita;national;;;;Vietname;Vietnam;vietnamita;Vietnamese
VUT;Q686;Q1860;inglês;national;;;;Vanuatu;Vanuatu;inglês;English
VUT;Q686;Q35452;Língua bislamá;national;;;;Vanuatu;Vanuatu;Língua bislamá;Bislama
VUT;Q686;Q150;francês;national;;;;Vanuatu;Vanuatu;francês;French
WLF;Q35555;Q150;francês;national;;;;Wallis e Futuna;Wallis and Futuna;francês;French
WLF;Q35555;Q35334;Língua futunana;national;;;;Wallis e Futuna;Wallis and Futuna;Língua futunana;Futunan
WLF;Q35555;Q36979;Língua wallisiana;national;;;;Wallis e Futuna;Wallis and Futuna;Língua wallisiana;Wallisian
WSM;Q683;Q34011;Língua samoana;national;;;;Samoa;Samoa;Língua samoana;Samoan
WSM;Q683;Q1860;inglês;national;;;;Samoa;Samoa;inglês;English
YEM;Q805;Q13955;árabe;national;;;;Iémen;Yemen;árabe;Arabic
ZAF;Q258;Q32704;língua venda;national;;;;África do Sul;South Africa;língua venda;Venda
ZAF;Q258;Q13218;língua xhosa;national;;;;África do Sul;South Africa;língua xhosa;Xhosa
ZAF;Q258;Q34137;língua tswana;national;;;;África do Sul;South Africa;língua tswana;Tswana
ZAF;Q258;Q34340;língua soto do sul;national;;;;África do Sul;South Africa;língua soto do sul;Sesotho
ZAF;Q258;Q36785;língua ndebele;national;;;;África do Sul;South Africa;língua ndebele;Southern Ndebele
ZAF;Q258;Q34327;língua tsonga;national;;;;África do Sul;South Africa;língua tsonga;Tsonga
ZAF;Q258;Q10179;língua zulu;national;;;;África do Sul;South Africa;língua zulu;Zulu
ZAF;Q258;Q14196;língua africâner;national;;;;África do Sul;South Africa;língua africâner;Afrikaans
ZAF;Q258;Q33890;língua soto do norte;national;;;;África do Sul;South Africa;língua soto do norte;Northern Sotho
ZAF;Q258;Q34014;língua suázi;national;;;;África do Sul;South Africa;língua suázi;Swazi
ZAF;Q258;Q3322093;Língua gestual sul-africana;national;;;;África do Sul;South Africa;Língua gestual sul-africana;South African Sign Language
ZAF;Q258;Q1860;inglês;national;;;;África do Sul;South Africa;inglês;English
ZMB;Q953;Q1860;inglês;national;;;;Zâmbia;Zambia;inglês;English
ZWE;Q954;Q33614;Línguas khoisan;national;;;;Zimbábue;Zimbabwe;Línguas khoisan;Khoisan
ZWE;Q954;Q13218;língua xhosa;national;;;;Zimbábue;Zimbabwe;língua xhosa;Xhosa
ZWE;Q954;Q8826802;Barwe;national;;;;Zimbábue;Zimbabwe;Barwe;Barwe
ZWE;Q954;Q13311;Língua ndau;national;;;;Zimbábue;Zimbabwe;Língua ndau;Ndau
ZWE;Q954;Q34101;Língua tonga;national;;;;Zimbábue;Zimbabwe;Língua tonga;Tonga
ZWE;Q954;Q1860;inglês;national;;;;Zimbábue;Zimbabwe;inglês;English
ZWE;Q954;Q34004;Língua chona;national;;;;Zimbábue;Zimbabwe;Língua chona;Shona
ZWE;Q954;Q35613;língua ndebele do norte;national;;;;Zimbábue;Zimbabwe;língua ndebele do norte;Northern Ndebele
ZWE;Q954;Q34340;língua soto do sul;national;;;;Zimbábue;Zimbabwe;língua soto do sul;Sesotho
ZWE;Q954;Q33273;língua nianja;national;;;;Zimbábue;Zimbabwe;língua nianja;Chewa
ZWE;Q954;Q34137;língua tswana;national;;;;Zimbábue;Zimbabwe;língua tswana;Tswana
ZWE;Q954;Q33672;Língua calanga;national;;;;Zimbábue;Zimbabwe;Língua calanga;Kalanga
ZWE;Q954;Q8072097;Língua de Sinais do Zimbábue;national;;;;Zimbábue;Zimbabwe;Língua de Sinais do Zimbábue;Zimbabwe Sign Language
ZWE;Q954;Q34327;língua tsonga;national;;;;Zimbábue;Zimbabwe;língua tsonga;Tsonga
ZWE;Q954;Q3553981;Nambya;national;;;;Zimbábue;Zimbabwe;Nambya;Nambya
ZWE;Q954;Q32704;língua venda;national;;;;Zimbábue;Zimbabwe;língua venda;Venda
