ISO3;Country_ID;Country;Conflict_ID;Conflict;Conflict_Type;Start;End;PointInTime;Start_Year;End_Year;Point_Year;Winner_ID;Winner;PartOf_ID;PartOf;Context_ID;Context;Place_ID;Place;Coordinates;Deaths;Source;Deaths_Num
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q42410581;Georgia War;guerra civil;1991-01-01T00:00:00Z;1992-01-01T00:00:00Z;;1991;1992;;;;http://www.wikidata.org/entity/Q1070890;Guerra Civil na Geórgia;;;http://www.wikidata.org/entity/Q230;Geórgia;;;participant;
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q2671415;Battle of Gagra;batalha;1992-10-01T00:00:00Z;1992-10-06T00:00:00Z;;1992;1992;;;;http://www.wikidata.org/entity/Q1209169;Guerra na Abecásia;;;http://www.wikidata.org/entity/Q44811;Gagra;Point(40.216667 43.333333);;participant;
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q17023147;Battle of Sukhumi;batalha;1992-08-14T00:00:00Z;1992-08-18T00:00:00Z;;1992;1992;;;;http://www.wikidata.org/entity/Q1209169;Guerra na Abecásia;;;http://www.wikidata.org/entity/Q40811;Sukhumi;;;participant;
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q1209169;Guerra na Abecásia;guerra;1992-08-14T00:00:00Z;1993-09-27T00:00:00Z;;1992;1993;;;;http://www.wikidata.org/entity/Q321780;Conflito georgiano-abecásio;;;http://www.wikidata.org/entity/Q23334;Abecásia;Point(41.0 43.15);;participant;
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q120843;Segunda Guerra na Chechênia;guerra;1999-08-26T00:00:00Z;2009-04-16T00:00:00Z;;1999;2009;;;;http://www.wikidata.org/entity/Q1975306;Conflitos pós-soviéticos;;;http://www.wikidata.org/entity/Q5187;Chechénia;;;participant;
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q620735;Guerra Russo-Georgiana;guerra;2008-08-07T00:00:00Z;2008-08-12T00:00:00Z;2008-08-08T00:00:00Z;2008;2008;2008;;;http://www.wikidata.org/entity/Q29242;Conflito georgiano-osseta;;;http://www.wikidata.org/entity/Q230;Geórgia;Point(44.417778 41.989444);229;participant;229.0
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q126372323;Battle in the Liakhvi Gorge;batalha;2008-08-07T00:00:00Z;2008-08-09T00:00:00Z;;2008;2008;;;;http://www.wikidata.org/entity/Q620735;Guerra Russo-Georgiana;;;http://www.wikidata.org/entity/Q16671147;Liakhvi Strict Nature Reserve;;;participant;
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q18920712;guerra do Afeganistão (2015–2021);guerra;2015-01-01T00:00:00Z;2021-08-30T00:00:00Z;;2015;2021;;;;http://www.wikidata.org/entity/Q182865;Guerra do Afeganistão;;;http://www.wikidata.org/entity/Q889;Afeganistão;;;participant;
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q124453861;Battle of Ochamchire;batalha;;;1992-10-26T00:00:00Z;;;1992;;;http://www.wikidata.org/entity/Q1209169;Guerra na Abecásia;;;http://www.wikidata.org/entity/Q211600;Ochamchira;;;participant;
GEO;http://www.wikidata.org/entity/Q230;Geórgia;http://www.wikidata.org/entity/Q134739970;Battle of Kamani;batalha;;;1993-07-09T00:00:00Z;;;1993;;;http://www.wikidata.org/entity/Q134883023;July Offensive;;;http://www.wikidata.org/entity/Q4229220;Kamani;Point(41.043731 43.057965);;participant;
