ISO3;Country_ID;Country;Conflict_ID;Conflict;Conflict_Type;Start;End;PointInTime;Start_Year;End_Year;Point_Year;Winner_ID;Winner;PartOf_ID;PartOf;Context_ID;Context;Place_ID;Place;Coordinates;Deaths;Source;Deaths_Num
IND;http://www.wikidata.org/entity/Q668;Índia;http://www.wikidata.org/entity/Q1413732;Conflito na Caxemira;guerra;1947-10-22T00:00:00Z;;1947-01-01T00:00:00Z;1947;;1947;;;http://www.wikidata.org/entity/Q3119132;Guerras indo-paquistanesas;;;http://www.wikidata.org/entity/Q43100;Caxemira;Point(74.6667 34.0333);47000;participant;47000.0
IND;http://www.wikidata.org/entity/Q668;Índia;http://www.wikidata.org/entity/Q233583;Guerra Indo-Paquistanesa de 1965;guerra;1965-08-01T00:00:00Z;1965-09-23T00:00:00Z;;1965;1965;;;;http://www.wikidata.org/entity/Q1413732;Conflito na Caxemira;;;http://www.wikidata.org/entity/Q43100;Caxemira;;;participant;
IND;http://www.wikidata.org/entity/Q668;Índia;http://www.wikidata.org/entity/Q12440974;Battle of Basantar;batalha;1971-12-04T00:00:00Z;1971-12-17T00:00:00Z;;1971;1971;;;;http://www.wikidata.org/entity/Q1922071;Guerra Indo-Paquistanesa de 1971;;;;;;;participant;
IND;http://www.wikidata.org/entity/Q668;Índia;http://www.wikidata.org/entity/Q1922071;Guerra Indo-Paquistanesa de 1971;guerra;1971-12-03T00:00:00Z;1971-12-16T00:00:00Z;;1971;1971;;;;http://www.wikidata.org/entity/Q371394;Guerra de Independência de Bangladesh;;;http://www.wikidata.org/entity/Q38684;Golfo de Bengala;;;participant;
IND;http://www.wikidata.org/entity/Q668;Índia;http://www.wikidata.org/entity/Q371394;Guerra de Independência de Bangladesh;guerra;1971-03-26T00:00:00Z;1971-12-16T00:00:00Z;;1971;1971;;;;http://www.wikidata.org/entity/Q8683;Guerra Fria;;;http://www.wikidata.org/entity/Q842931;Paquistão Oriental;;3000000;participant;3000000.0
IND;http://www.wikidata.org/entity/Q668;Índia;http://www.wikidata.org/entity/Q796498;Terceira Guerra da Indochina;guerra;1975-05-01T00:00:00Z;1991-10-23T00:00:00Z;;1975;1991;;;;http://www.wikidata.org/entity/Q8683;Guerra Fria;;;http://www.wikidata.org/entity/Q148;China;;;participant;
IND;http://www.wikidata.org/entity/Q668;Índia;http://www.wikidata.org/entity/Q404517;Guerra de Kargil;guerra;1999-05-03T00:00:00Z;1999-07-26T00:00:00Z;1999-01-01T00:00:00Z;1999;1999;1999;;;http://www.wikidata.org/entity/Q1413732;Conflito na Caxemira;;;http://www.wikidata.org/entity/Q1650798;Kargil;;;participant;
IND;http://www.wikidata.org/entity/Q668;Índia;http://www.wikidata.org/entity/Q130367416;Battle of Galwan;batalha;;;1962-07-01T00:00:00Z;;;1962;;;http://www.wikidata.org/entity/Q208694;Guerra sino-indiana;;;http://www.wikidata.org/entity/Q13507935;Galwan River;;;participant;
