conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window
Q4871516;Battle of La Guaira;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1812-12-11T00:00:00Z;Q178561;all
Q4872123;Battle of Puerto Plata Harbor;Q58296;Primeira República Francesa;1800-05-11T00:00:00Z;Q178561;all
Q4871190;Battle of Happo;Q17;Japão;1592-05-07T00:00:00Z;Q178561;all
Q4870470;Battle of Berlengas Islands;Q29;Espanha;1591-07-15T00:00:00Z;Q178561;all
Q4870519;Battle of Bordeaux;Q70972;Reino da França;1653-10-20T00:00:00Z;Q178561;all
Q4872253;Battle of Salvore;Q174306;República de Gênova;1177-01-01T00:00:00Z;Q178561;all
Q4870990;Battle of Estepona;Q130288067;Navy of the Crown of Aragon;1342-05-01T00:00:00Z;Q178561;all
Q4872038;Battle of Pierres Noires;Q7318;Alemanha Nazi;1944-07-05T00:00:00Z;Q178561;all
Q4872078;Battle of Ponza;Q538677;Império Plantageneta;1300-06-22T00:00:00Z;Q178561;all
Q4870644;Battle of Cape Machichaco;Q2742116;Fação nacionalista;1937-03-05T00:00:00Z;Q178561;all
Q4872262;Battle of Samothrace;Q4948;República de Veneza;1698-09-20T00:00:00Z;Q178561;all
Q4872498;Battle of Tamatave;Q71084;Primeiro Império Francês;1811-05-20T00:00:00Z;Q178561;all
Q4871897;Battle of Nipe Bay;Q1044536;Restauração bourbônica na Espanha;1898-07-21T00:00:00Z;Q178561;all
Q4872056;Battle of Pirano;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1812-02-22T00:00:00Z;Q178561;all
Q4871538;Battle of Las Palmas;Q766543;Monarquia Hispânica;1595-10-01T00:00:00Z;Q178561;all
Q4871836;Batalha de Más a Tierra;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1915-03-14T00:00:00Z;Q178561;all
Q4872253;Battle of Salvore;Q4948;República de Veneza;1177-01-01T00:00:00Z;Q178561;all
Q4870641;Battle of Cape Corvo;Q12560;Império Otomano;1613-08-01T00:00:00Z;Q178561;all
Q4872247;Battle of Saltholm;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1808-06-09T00:00:00Z;Q178561;all
Q4872378;Battle of Silda;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1810-07-23T00:00:00Z;Q178561;all
Q4872188;Batalha do Rio de Janeiro;Q70972;Reino da França;1710-09-19T00:00:00Z;Q178561;all
Q4872046;Battle of Pinos;Q766543;Monarquia Hispânica;1596-03-11T00:00:00Z;Q178561;all
Q4870677;Batalha de Castlehaven;Q3327860;Irlanda Gaélica;1601-12-06T00:00:00Z;Q178561;all
Q4871030;Battle of Formentera;Q766543;Monarquia Hispânica;1529-11-04T00:00:00Z;Q178561;all
Q4870677;Batalha de Castlehaven;Q179876;Reino da Inglaterra;1601-12-06T00:00:00Z;Q178561;all
Q4870826;Battle of Cádiz;Q70972;Reino da França;1640-07-21T00:00:00Z;Q178561;all
Q4870519;Battle of Bordeaux;Q766543;Monarquia Hispânica;1653-10-20T00:00:00Z;Q178561;all
Q4870652;Battle of Cape St. Vincent;Q161885;Reino da Grã-Bretanha;1719-12-20T00:00:00Z;Q178561;all
Q4872247;Battle of Saltholm;Q62651;Reino da Dinamarca e Noruega;1808-06-09T00:00:00Z;Q178561;all
Q5037073;Capture of the sloop Anne;Q35;Dinamarca;1825-03-05T00:00:00Z;Q178561;all
Q5504481;Frigate action of 29 May 1794;Q161885;Reino da Grã-Bretanha;1794-05-29T00:00:00Z;Q178561;all
Q6081301;Battle of Tenedos (1698);Q4948;República de Veneza;1698-06-14T00:00:00Z;Q178561;all
Q5748680;Capture of the corvette Pilcomayo;Q419;Peru;1879-11-18T00:00:00Z;Q178561;all
Q5748699;Capture of the steamer Rímac;Q419;Peru;1879-07-23T00:00:00Z;Q178561;all
Q4873063;Battle of Cape Palos;Q30;Estados Unidos;1815-06-19T00:00:00Z;Q178561;all
Q5037004;Capture of Demerara and Essequibo;Q161885;Reino da Grã-Bretanha;1782-01-22T00:00:00Z;Q178561;all
Q5082999;Charles Town expedition;Q179876;Reino da Inglaterra;1706-09-01T00:00:00Z;Q178561;all
Q5037038;Capture of Montserrat;Q161885;Reino da Grã-Bretanha;1782-02-22T00:00:00Z;Q178561;all
Q5037020;Capture of HMS Savage;Q161885;Reino da Grã-Bretanha;1781-09-06T00:00:00Z;Q178561;all
Q5037043;Capture of My Tho;Q6500483;Império do Vietnã;1861-04-12T00:00:00Z;Q178561;all
Q6065903;Passagem de Curupaiti;Q733;Paraguai;1867-08-15T00:00:00Z;Q178561;all
Q5411051;Battle of Surigao Strait;Q30;Estados Unidos;1944-10-24T00:00:00Z;Q178561;all
Q4872616;Battle of Ty-ho Bay;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1855-08-04T00:00:00Z;Q178561;all
Q5488396;Second Battle of Iquique;Q419;Peru;1879-07-10T00:00:00Z;Q178561;all
Q5722289;Battle of Carmen de Patagones;Q738144;Províncias Unidas do Rio da Prata;1827-03-07T00:00:00Z;Q178561;all
Q5037076;Capture of the Jeune Richard;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1807-10-01T00:00:00Z;Q178561;all
Q4872692;Battle of Vizagapatam;Q142;França;1804-09-15T00:00:00Z;Q178561;all
Q5778822;Battle of Portmán;Q497777;Primeira República Espanhola;1873-10-11T00:00:00Z;Q178561;all
Q4873060;Battle off Barbados;Q30;Estados Unidos;1778-03-07T00:00:00Z;Q178561;all
Q5812146;Rupture of the Blockade of Arica;Q419;Peru;1880-03-27T00:00:00Z;Q178561;all
Q5905257;Sinking of the SS Cantabria;Q13474305;Espanha Franquista;1938-11-02T00:00:00Z;Q178561;all
Q6065903;Passagem de Curupaiti;Q414;Argentina;1867-08-15T00:00:00Z;Q178561;all
Q4872926;Batalha do Golfo de Nápoles;Q204920;Coroa de Aragão;1284-06-12T00:00:00Z;Q178561;all
Q4873048;Battle of the Îles Saint-Marcouf;Q142;França;1798-05-07T00:00:00Z;Q178561;all
Q6065903;Passagem de Curupaiti;Q217230;Império do Brasil;1867-08-15T00:00:00Z;Q178561;all
Q5905257;Sinking of the SS Cantabria;Q178038;Segunda República Espanhola;1938-11-02T00:00:00Z;Q178561;all
Q5722289;Battle of Carmen de Patagones;Q217230;Império do Brasil;1827-03-07T00:00:00Z;Q178561;all
Q4873048;Battle of the Îles Saint-Marcouf;Q161885;Reino da Grã-Bretanha;1798-05-07T00:00:00Z;Q178561;all
Q5778619;Ensenada combat;Q738144;Províncias Unidas do Rio da Prata;1827-06-05T00:00:00Z;Q178561;all
Q5748680;Capture of the corvette Pilcomayo;Q298;Chile;1879-11-18T00:00:00Z;Q178561;all
Q5748699;Capture of the steamer Rímac;Q298;Chile;1879-07-23T00:00:00Z;Q178561;all
Q4873063;Battle of Cape Palos;Q3045696;Argélia otomana;1815-06-19T00:00:00Z;Q178561;all
Q5037043;Capture of My Tho;Q29;Espanha;1861-04-12T00:00:00Z;Q178561;all
Q5037043;Capture of My Tho;Q142;França;1861-04-12T00:00:00Z;Q178561;all
Q6065903;Passagem de Curupaiti;Q77;Uruguai;1867-08-15T00:00:00Z;Q178561;all
Q4872646;Battle of Valparaíso;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1814-03-28T00:00:00Z;Q178561;all
Q5037073;Capture of the sloop Anne;Q30;Estados Unidos;1825-03-05T00:00:00Z;Q178561;all
Q5488396;Second Battle of Iquique;Q298;Chile;1879-07-10T00:00:00Z;Q178561;all
Q4872903;Battle of the Dardanelles;Q12560;Império Otomano;1655-06-21T00:00:00Z;Q178561;all
Q5497190;Frederica naval action;Q161885;Reino da Grã-Bretanha;1778-04-19T00:00:00Z;Q178561;all
Q4924112;Paknam incident;Q29;Espanha;1893-07-13T00:00:00Z;Q178561;all
Q4924112;Paknam incident;Q142;França;1893-07-13T00:00:00Z;Q178561;all
Q4872692;Battle of Vizagapatam;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1804-09-15T00:00:00Z;Q178561;all
Q5037075;Capture of the Fancy;Q161885;Reino da Grã-Bretanha;1723-06-10T00:00:00Z;Q178561;all
Q4873060;Battle off Barbados;Q161885;Reino da Grã-Bretanha;1778-03-07T00:00:00Z;Q178561;all
Q5452541;First Battle of Tripoli Harbor;Q34;Suécia;1802-05-16T00:00:00Z;Q178561;all
Q5037079;Capture of the William;Q161885;Reino da Grã-Bretanha;1720-10-20T00:00:00Z;Q178561;all
Q5452541;First Battle of Tripoli Harbor;Q3934817;Tripoli Eyalet;1802-05-16T00:00:00Z;Q178561;all
Q5812146;Rupture of the Blockade of Arica;Q298;Chile;1880-03-27T00:00:00Z;Q178561;all
Q5452507;Primeira Batalha de Cárdenas;Q30;Estados Unidos;1898-05-08T00:00:00Z;Q178561;all
Q5778619;Ensenada combat;Q217230;Império do Brasil;1827-06-05T00:00:00Z;Q178561;all
Q5452540;Batalha de Tamão;Q45;Portugal;1521-01-01T00:00:00Z;Q178561;all
Q5036996;Capture of Cayo Cocina;Q80702;Império Espanhol;1779-09-15T00:00:00Z;Q178561;all
Q5037073;Capture of the sloop Anne;Q2341815;Roberto Cofresí;1825-03-05T00:00:00Z;Q178561;all
Q5452541;First Battle of Tripoli Harbor;Q30;Estados Unidos;1802-05-16T00:00:00Z;Q178561;all
Q5037078;Capture of the San Joaquin;Q161885;Reino da Grã-Bretanha;1711-08-11T00:00:00Z;Q178561;all
Q4872996;Batalha do Porto de Cartago;Q1747689;Roma Antiga;-0146-01-01T00:00:00Z;Q178561;all
Q5037078;Capture of the San Joaquin;Q3399982;Reino de Espanha;1711-08-11T00:00:00Z;Q178561;all
Q5748672;Capture of Confederate ships;Q899706;Confederação Peru-Boliviana;1836-08-21T00:00:00Z;Q178561;all
Q5082999;Charles Town expedition;Q29;Espanha;1706-09-01T00:00:00Z;Q178561;all
Q5082999;Charles Town expedition;Q142;França;1706-09-01T00:00:00Z;Q178561;all
Q4872903;Battle of the Dardanelles;Q4948;República de Veneza;1655-06-21T00:00:00Z;Q178561;all
Q4872926;Batalha do Golfo de Nápoles;Q173065;Reino de Nápoles;1284-06-12T00:00:00Z;Q178561;all
Q5748672;Capture of Confederate ships;Q298;Chile;1836-08-21T00:00:00Z;Q178561;all
Q5778822;Battle of Portmán;Q3655965;Canton of Cartagena;1873-10-11T00:00:00Z;Q178561;all
Q5710379;Sinking of HMS Royal Oak;Q145;Reino Unido;1939-10-14T00:00:00Z;Q178561;all
Q5452507;Primeira Batalha de Cárdenas;Q29;Espanha;1898-05-08T00:00:00Z;Q178561;all
Q5036996;Capture of Cayo Cocina;Q8680;Império Britânico;1779-09-15T00:00:00Z;Q178561;all
Q5037076;Capture of the Jeune Richard;Q142;França;1807-10-01T00:00:00Z;Q178561;all
Q6081301;Battle of Tenedos (1698);Q12560;Império Otomano;1698-06-14T00:00:00Z;Q178561;all
Q4872646;Battle of Valparaíso;Q30;Estados Unidos;1814-03-28T00:00:00Z;Q178561;all
Q5452540;Batalha de Tamão;Q9903;Dinastia Ming;1521-01-01T00:00:00Z;Q178561;all
Q5037073;Capture of the sloop Anne;Q15238138;Kingdom of Spain;1825-03-05T00:00:00Z;Q178561;all
Q5504481;Frigate action of 29 May 1794;Q142;França;1794-05-29T00:00:00Z;Q178561;all
Q5411051;Battle of Surigao Strait;Q188712;Império do Japão;1944-10-24T00:00:00Z;Q178561;all
Q4872996;Batalha do Porto de Cartago;Q2429397;Civilização cartaginesa;-0146-01-01T00:00:00Z;Q178561;all
Q5037004;Capture of Demerara and Essequibo;Q142;França;1782-01-22T00:00:00Z;Q178561;all
Q5037038;Capture of Montserrat;Q142;França;1782-02-22T00:00:00Z;Q178561;all
Q5710379;Sinking of HMS Royal Oak;Q7318;Alemanha Nazi;1939-10-14T00:00:00Z;Q178561;all
Q134706503;Battle of Shekar Yazi;Q63158027;Irã Cajar;1920-01-21T00:00:00Z;Q178561;all
Q125379605;Battle of Leucon;Q2669678;Libyans;-0559-01-01T00:00:00Z;Q178561;all
Q6981766;Batalha Naval do Rio Tejo;Q45670;Reino de Portugal;1384-07-26T00:00:00Z;Q178561;all
Q6861260;Battle of Burullus;Q142;França;1956-11-04T00:00:00Z;Q178561;all
Q7443113;Segunda Batalha de San Juan;Q30;Estados Unidos;1898-06-22T00:00:00Z;Q178561;all
Q99526592;Battle of Kawanakajima;Q311080;Uesugi Kenshin;1561-09-01T00:00:00Z;Q178561;all
Q99526054;The Battle of Fuse;Q311080;Uesugi Kenshin;1553-01-01T00:00:00Z;Q178561;all
Q99526837;Battle of Kawanakajima;Q311080;Uesugi Kenshin;1564-09-01T00:00:00Z;Q178561;all
Q135005721;Battle of Aleppo;Q324470;Confederação do Cordeiro Negro;1400-07-26T00:00:00Z;Q178561;all
Q134739970;Battle of Kamani;Q230;Geórgia;1993-07-09T00:00:00Z;Q178561;all
Q134840158;Battle of Itata;Q178484;Mapuches;1564-01-25T00:00:00Z;Q178561;all
Q6861260;Battle of Burullus;Q145;Reino Unido;1956-11-04T00:00:00Z;Q178561;all
Q134840190;Battle of Vegas de Andalién;Q178484;Mapuches;1564-02-01T00:00:00Z;Q178561;all
Q134996426;Battle of Talcamávida;Q178484;Mapuches;1566-02-07T00:00:00Z;Q178561;all
Q6861260;Battle of Burullus;Q3087763;República do Egito;1956-11-04T00:00:00Z;Q178561;all
Q134825748;Battle of Mombaldone;Q426025;Ducado de Saboia;1637-09-08T00:00:00Z;Q178561;all
Q99609417;Battle of Moribe;Q2880879;Saitō Tatsuoki;1561-06-01T00:00:00Z;Q178561;all
Q7130016;Psilander Affair;Q145;Reino Unido;1940-06-20T00:00:00Z;Q178561;all
Q125457648;Assault on Osu;Q1791839;Akwamu;1678-01-01T00:00:00Z;Q178561;all
Q134778270;Battle of Bakhtrioni;Q18973;Georgianos;1659-09-01T00:00:00Z;Q178561;all
Q125394961;Battle of Bonefield;Q166466;John Corvinus;1490-07-13T00:00:00Z;Q178561;all
Q125293494;Battle of Mocímboa da Praia;Q105062576;Dyck Advisory Group;2020-06-27T00:00:00Z;Q178561;all
Q99642820;Battle of Asakura;Q1070082;Chokosabe Motochika;1562-01-01T00:00:00Z;Q178561;all
Q7443113;Segunda Batalha de San Juan;Q29;Espanha;1898-06-22T00:00:00Z;Q178561;all
Q125293494;Battle of Mocímboa da Praia;Q85770139;Estado Islâmico na África Central;2020-06-27T00:00:00Z;Q178561;all
Q134622298;Battle of Guayubín;Q3399982;Reino de Espanha;1863-08-19T00:00:00Z;Q178561;all
Q6981764;Battle of Calicut;Q200464;Império Português;1752-12-11T00:00:00Z;Q178561;all
Q6981993;Naval battle off Halifax;Q30;Estados Unidos;1782-05-29T00:00:00Z;Q178561;all
Q125480916;Battle of Jaffa;Q55502;Reino de Jerusalém;1197-09-17T00:00:00Z;Q178561;all
Q99526051;Battle of Saigawa;Q276404;Takeda Shingen;1555-01-01T00:00:00Z;Q178561;all
Q125379605;Battle of Leucon;Q27982794;Kingdom of Cyrene;-0559-01-01T00:00:00Z;Q178561;all
Q135003813;Battle of Diyarbakır;Q282428;Sultanato Mameluco do Cairo;1436-01-01T00:00:00Z;Q178561;all
Q99541304;Battle of Azukizaka;Q1054305;Imagawa Yoshimoto;1548-01-01T00:00:00Z;Q178561;all
Q99541304;Battle of Azukizaka;Q1153962;Oda Nobuhide;1548-01-01T00:00:00Z;Q178561;all
Q6981764;Battle of Calicut;Q83618;Império Maratha;1752-12-11T00:00:00Z;Q178561;all
Q135002994;Battle of Aqra Dagh;Q12223;Curdos;1920-10-27T00:00:00Z;Q178561;all
Q134825748;Battle of Mombaldone;Q766543;Monarquia Hispânica;1637-09-08T00:00:00Z;Q178561;all
Q125398484;San Sabá fight (1831);Q1049712;Texian;1831-11-21T00:00:00Z;Q178561;all
Q99526592;Battle of Kawanakajima;Q276404;Takeda Shingen;1561-09-01T00:00:00Z;Q178561;all
Q125457648;Assault on Osu;Q627897;Ga-Adangbes;1678-01-01T00:00:00Z;Q178561;all
Q134739970;Battle of Kamani;Q31354462;Abecásia;1993-07-09T00:00:00Z;Q178561;all
Q99526054;The Battle of Fuse;Q276404;Takeda Shingen;1553-01-01T00:00:00Z;Q178561;all
Q99526837;Battle of Kawanakajima;Q276404;Takeda Shingen;1564-09-01T00:00:00Z;Q178561;all
Q125463561;Battle of Aleppo;Q282428;Sultanato Mameluco do Cairo;1303-01-01T00:00:00Z;Q178561;all
Q125398640;Battle of the Alcaides;Q970799;Oatácidas;1514-01-01T00:00:00Z;Q178561;all
Q125293663;Battle of Oran;Q17030701;Reino de Tremecém;1437-01-01T00:00:00Z;Q178561;all
Q134840158;Battle of Itata;Q766543;Monarquia Hispânica;1564-01-25T00:00:00Z;Q178561;all
Q134840190;Battle of Vegas de Andalién;Q766543;Monarquia Hispânica;1564-02-01T00:00:00Z;Q178561;all
Q99526054;The Battle of Fuse;Q1048622;Murakami Yoshikiyo;1553-01-01T00:00:00Z;Q178561;all
Q134996426;Battle of Talcamávida;Q766543;Monarquia Hispânica;1566-02-07T00:00:00Z;Q178561;all
Q134620211;Battle of Bir Tagrift;Q172579;Reino da Itália;1928-02-25T00:00:00Z;Q178561;all
Q135005721;Battle of Aleppo;Q282428;Sultanato Mameluco do Cairo;1400-07-26T00:00:00Z;Q178561;all
Q125496067;Battle of Dhat Irq;Q624887;Segundo Império Babilônico;-0598-01-01T00:00:00Z;Q178561;all
Q125394961;Battle of Bonefield;Q239785;Pál Kinizsi;1490-07-13T00:00:00Z;Q178561;all
Q7443080;Second Battle of Chuenpee;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1841-01-07T00:00:00Z;Q178561;all
Q134778270;Battle of Bakhtrioni;Q18234383;Império Safávida;1659-09-01T00:00:00Z;Q178561;all
Q99609417;Battle of Moribe;Q171411;Oda Nobunaga;1561-06-01T00:00:00Z;Q178561;all
Q6981993;Naval battle off Halifax;Q161885;Reino da Grã-Bretanha;1782-05-29T00:00:00Z;Q178561;all
Q125293663;Battle of Oran;Q45670;Reino de Portugal;1437-01-01T00:00:00Z;Q178561;all
Q125389100;First Battle of Sant Llorenç de la Muga;Q3399982;Reino de Espanha;1794-05-19T00:00:00Z;Q178561;all
Q125389100;First Battle of Sant Llorenç de la Muga;Q58296;Primeira República Francesa;1794-05-19T00:00:00Z;Q178561;all
Q125398484;San Sabá fight (1831);Q36747;indígena nativo americano;1831-11-21T00:00:00Z;Q178561;all
Q134728678;Battle of Yurchi;Q68682;Bukharan People's Soviet Republic;1922-01-30T00:00:00Z;Q178561;all
Q125496067;Battle of Dhat Irq;Q35323;Árabes;-0598-01-01T00:00:00Z;Q178561;all
Q99609813;Battle of Jushijo;Q171411;Oda Nobunaga;1561-06-01T00:00:00Z;Q178561;all
Q125463561;Battle of Aleppo;Q178084;Ilcanato;1303-01-01T00:00:00Z;Q178561;all
Q134706503;Battle of Shekar Yazi;Q12223;Curdos;1920-01-21T00:00:00Z;Q178561;all
Q135003813;Battle of Diyarbakır;Q555994;Confederação do Cordeiro Branco;1436-01-01T00:00:00Z;Q178561;all
Q125389100;First Battle of Sant Llorenç de la Muga;Q45670;Reino de Portugal;1794-05-19T00:00:00Z;Q178561;all
Q125457648;Assault on Osu;Q62651;Reino da Dinamarca e Noruega;1678-01-01T00:00:00Z;Q178561;all
Q7130016;Psilander Affair;Q34;Suécia;1940-06-20T00:00:00Z;Q178561;all
Q125379605;Battle of Leucon;Q807913;Barca (Cirenaica);-0559-01-01T00:00:00Z;Q178561;all
Q7283740;Raid on Dunkirk;Q142;França;1800-07-07T00:00:00Z;Q178561;all
Q7283801;Raids on Boulogne;Q142;França;1801-08-16T00:00:00Z;Q178561;all
Q135002994;Battle of Aqra Dagh;Q377085;Assírios;1920-10-27T00:00:00Z;Q178561;all
Q6981994;Naval battle off Tatamagouche;Q142;França;1745-06-15T00:00:00Z;Q178561;all
Q125398640;Battle of the Alcaides;Q45670;Reino de Portugal;1514-01-01T00:00:00Z;Q178561;all
Q134739970;Battle of Kamani;Q1426778;Confederação dos Povos das Montanhas do Cáucaso;1993-07-09T00:00:00Z;Q178561;all
Q7283740;Raid on Dunkirk;Q161885;Reino da Grã-Bretanha;1800-07-07T00:00:00Z;Q178561;all
Q7283801;Raids on Boulogne;Q145;Reino Unido;1801-08-16T00:00:00Z;Q178561;all
Q135005721;Battle of Aleppo;Q866716;Jalayirids;1400-07-26T00:00:00Z;Q178561;all
Q134728678;Battle of Yurchi;Q255352;Revolta dos Basmachi;1922-01-30T00:00:00Z;Q178561;all
Q134622298;Battle of Guayubín;Q3247924;Dominicanos;1863-08-19T00:00:00Z;Q178561;all
Q134691578;Battle of Ascalon;Q160307;Califado Fatímida;0997-01-01T00:00:00Z;Q178561;all
Q6981994;Naval battle off Tatamagouche;Q161885;Reino da Grã-Bretanha;1745-06-15T00:00:00Z;Q178561;all
Q99197833;Battle of Sagnapur;Q99193950;Baburao Shedmake;1858-04-18T00:00:00Z;Q178561;all
Q99526051;Battle of Saigawa;Q311080;Uesugi Kenshin;1555-01-01T00:00:00Z;Q178561;all
Q125480916;Battle of Jaffa;Q63135869;Império Aiúbida;1197-09-17T00:00:00Z;Q178561;all
Q6981766;Batalha Naval do Rio Tejo;Q217196;Coroa de Castela;1384-07-26T00:00:00Z;Q178561;all
Q32832;Batalha de Varna;Q12560;Império Otomano;1444-11-10T00:00:00Z;Q645883;all
Q46003;Battle of Rajovka;Q159;Rússia;1708-09-20T00:00:00Z;Q645883;all
Q48314;Batalha de Waterloo;Q71084;Primeiro Império Francês;1815-06-18T00:00:00Z;Q645883;all
Q48314;Batalha de Waterloo;Q1715;Hanôver;1815-06-18T00:00:00Z;Q645883;all
Q32198;Battle of Gloucester;Q161885;Reino da Grã-Bretanha;1775-01-01T00:00:00Z;Q645883;all
Q13190;Batalha de Bolia;Q1253884;Rúgios;0469-01-01T00:00:00Z;Q645883;all
Q31900;Batalha de Maratona;Q844930;Atenas;-0489-09-07T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q156020;Estado da Ordem Teutónica;1410-07-24T00:00:00Z;Q645883;all
Q32832;Batalha de Varna;Q389004;Principado da Valáquia;1444-11-10T00:00:00Z;Q645883;all
Q41894;Batalha de Nova Orleães;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1815-01-08T00:00:00Z;Q645883;all
Q27759;Batalha de Crécy;Q70972;Reino da França;1346-09-03T00:00:00Z;Q645883;all
Q13190;Batalha de Bolia;Q622776;Esciros;0469-01-01T00:00:00Z;Q645883;all
Q4373;Batalha da Montanha Branca;Q731814;Liga Católica;1620-11-08T00:00:00Z;Q645883;all
Q39154;Batalha de Soissons;Q1247508;Reino de Soissons;0486-01-01T00:00:00Z;Q645883;all
Q13190;Batalha de Bolia;Q162858;Sármatas;0469-01-01T00:00:00Z;Q645883;all
Q31900;Batalha de Maratona;Q742538;Plateias;-0489-09-07T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q42585;Reino da Boémia;1410-07-24T00:00:00Z;Q645883;all
Q46003;Battle of Rajovka;Q34;Suécia;1708-09-20T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q131372;Hussitas;1410-07-24T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q10957559;Principado da Moldávia;1410-07-24T00:00:00Z;Q645883;all
Q13190;Batalha de Bolia;Q220643;Hérulos;0469-01-01T00:00:00Z;Q645883;all
Q14689;Batalha do Lago Peipus;Q35;Dinamarca;1242-04-12T00:00:00Z;Q645883;all
Q14689;Batalha do Lago Peipus;Q48189;Ordem Teutónica;1242-04-12T00:00:00Z;Q645883;all
Q1392;Batalha de Nieuwpoort;Q766543;Monarquia Hispânica;1600-07-02T00:00:00Z;Q645883;all
Q28703;Batalha de Brécourt Manor;Q128781;Wehrmacht;1944-06-06T00:00:00Z;Q645883;all
Q44062;Battle of Nebovidy;Q12548;Sacro Império Romano-Germânico;1422-01-15T00:00:00Z;Q645883;all
Q4373;Batalha da Montanha Branca;Q22880;Eleitorado do Palatinato;1620-11-08T00:00:00Z;Q645883;all
Q27759;Batalha de Crécy;Q42585;Reino da Boémia;1346-09-03T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q175211;Reino da Germânia;1410-07-24T00:00:00Z;Q645883;all
Q41894;Batalha de Nova Orleães;Q30;Estados Unidos;1815-01-08T00:00:00Z;Q645883;all
Q31900;Batalha de Maratona;Q389688;Império Aquemênida;-0489-09-07T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q36;Polónia;1410-07-24T00:00:00Z;Q645883;all
Q4373;Batalha da Montanha Branca;Q766543;Monarquia Hispânica;1620-11-08T00:00:00Z;Q645883;all
Q29680;Batalha de Salsu;Q7405;Dinastia Sui;0612-01-01T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q79965;Canato da Horda Dourada;1410-07-24T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q49683;Grão-Ducado da Lituânia;1410-07-24T00:00:00Z;Q645883;all
Q28703;Batalha de Brécourt Manor;Q165256;101ª Divisão Aerotransportada;1944-06-06T00:00:00Z;Q645883;all
Q39040;Batalha de Yamazaki;Q313320;Akechi Mitsuhide;1582-07-12T00:00:00Z;Q645883;all
Q13190;Batalha de Bolia;Q2784785;Kingdom of the Gepids;0469-01-01T00:00:00Z;Q645883;all
Q39040;Batalha de Yamazaki;Q187550;Toyotomi Hideyoshi;1582-07-12T00:00:00Z;Q645883;all
Q14689;Batalha do Lago Peipus;Q151536;República de Novgorod;1242-04-12T00:00:00Z;Q645883;all
Q39154;Batalha de Soissons;Q939852;Francos sálios;0486-01-01T00:00:00Z;Q645883;all
Q4373;Batalha da Montanha Branca;Q42585;Reino da Boémia;1620-11-08T00:00:00Z;Q645883;all
Q48314;Batalha de Waterloo;Q38872;Prússia;1815-06-18T00:00:00Z;Q645883;all
Q1392;Batalha de Nieuwpoort;Q170072;República das Sete Províncias Unidas dos Países Baixos;1600-07-02T00:00:00Z;Q645883;all
Q13190;Batalha de Bolia;Q103122;Ostrogodos;0469-01-01T00:00:00Z;Q645883;all
Q48314;Batalha de Waterloo;Q15864;Reino Unido dos Países Baixos;1815-06-18T00:00:00Z;Q645883;all
Q29607;Batalha de Pirajá;Q217230;Império do Brasil;1822-11-08T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q435583;Antiga Confederação Helvética;1410-07-24T00:00:00Z;Q645883;all
Q38977;Battle of Deutschbrod;Q12548;Sacro Império Romano-Germânico;1422-01-10T00:00:00Z;Q645883;all
Q29607;Batalha de Pirajá;Q903779;Reino Unido de Portugal, Brasil e Algarves;1822-11-08T00:00:00Z;Q645883;all
Q1392;Batalha de Nieuwpoort;Q230791;Reino da Escócia;1600-07-02T00:00:00Z;Q645883;all
Q29680;Batalha de Salsu;Q28370;Koguryo;0612-01-01T00:00:00Z;Q645883;all
Q33570;Batalha de Grunwald;Q151536;República de Novgorod;1410-07-24T00:00:00Z;Q645883;all
Q27759;Batalha de Crécy;Q179876;Reino da Inglaterra;1346-09-03T00:00:00Z;Q645883;all
Q13190;Batalha de Bolia;Q155085;Suevos;0469-01-01T00:00:00Z;Q645883;all
Q1392;Batalha de Nieuwpoort;Q179876;Reino da Inglaterra;1600-07-02T00:00:00Z;Q645883;all
Q4373;Batalha da Montanha Branca;Q12548;Sacro Império Romano-Germânico;1620-11-08T00:00:00Z;Q645883;all
Q139808;Batalha dos Campos Cataláunicos;Q3307686;Reino Visigodo de Toulouse;0451-06-21T00:00:00Z;Q645883;all
Q152486;Batalha de Poltava;Q215443;Império Sueco;1709-07-08T00:00:00Z;Q645883;all
Q154426;Batalha de Jena;Q27306;Reino da Prússia;1806-10-14T00:00:00Z;Q645883;all
