conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window
Q112893905;witchcraft investigation of Isobell Young;Q43916232;George Elphinstone;1619-01-27T00:00:00Z;Q180684;lt1900
Q112893903;witchcraft investigation of Issobell Elder;Q4720176;Alexander Stuart, 5th Earl of Moray;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893915;witchcraft investigation of Anna Law;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893905;witchcraft investigation of Isobell Young;Q43915736;Patrick Hamilton;1619-01-27T00:00:00Z;Q180684;lt1900
Q112893910;witchcraft investigation of Helen Ilson;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893912;witchcraft investigation of Issobell Goold;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893908;witchcraft investigation of Jonet Airth;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893913;witchcraft investigation of Jonet Toyes;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893909;witchcraft investigation of Margrat Crose;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893905;witchcraft investigation of Isobell Young;Q7528051;Sir John Scott of Scotstarvet;1619-01-27T00:00:00Z;Q180684;lt1900
Q112893903;witchcraft investigation of Issobell Elder;Q43912861;David Dunbar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893905;witchcraft investigation of Isobell Young;Q4678695;Adam Bellenden;1619-01-27T00:00:00Z;Q180684;lt1900
Q112893903;witchcraft investigation of Issobell Elder;Q76321725;Sir Robert Innes, 1st of Muirton;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893901;witchcraft investigation of Issobell Simson;Q76321725;Sir Robert Innes, 1st of Muirton;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893905;witchcraft investigation of Isobell Young;Q43913186;George Adamson;1619-01-27T00:00:00Z;Q180684;lt1900
Q112893905;witchcraft investigation of Isobell Young;Q43915484;Alexander Colville;1619-01-27T00:00:00Z;Q180684;lt1900
Q112914724;witchcraft investigation of Christiane Roiss;Q43911664;Robert Munro;1577-12-08T00:00:00Z;Q180684;lt1900
Q112914675;witchcraft investigation of Jean Sydserff;Q43913782;Hugh Hay;1659-02-18T00:00:00Z;Q180684;lt1900
Q112914675;witchcraft investigation of Jean Sydserff;Q43913779;Patrick Nisbet;1659-02-18T00:00:00Z;Q180684;lt1900
Q112914675;witchcraft investigation of Jean Sydserff;Q43913785;Rayatons Pringle;1659-02-18T00:00:00Z;Q180684;lt1900
Q112914675;witchcraft investigation of Jean Sydserff;Q43913775;Robert Wait;1659-02-18T00:00:00Z;Q180684;lt1900
Q112914675;witchcraft investigation of Jean Sydserff;Q43913768;Thomas Simmell;1659-02-18T00:00:00Z;Q180684;lt1900
Q112914675;witchcraft investigation of Jean Sydserff;Q43913772;William Manderson;1659-02-18T00:00:00Z;Q180684;lt1900
Q112914687;witchcraft investigation of Cristian Cranstoun;Q43913832;Andrew Majoribank;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914676;witchcraft investigation of Bessie Lacost;Q43913763;Mathew Lenocher;1659-01-15T00:00:00Z;Q180684;lt1900
Q112914676;witchcraft investigation of Bessie Lacost;Q43913770;Richard Waddell;1659-01-15T00:00:00Z;Q180684;lt1900
Q112914676;witchcraft investigation of Bessie Lacost;Q43913768;Thomas Simmell;1659-01-15T00:00:00Z;Q180684;lt1900
Q112914678;witchcraft investigation of Margaret Harvie;Q43913497;Callanes;1659-04-02T00:00:00Z;Q180684;lt1900
Q112914678;witchcraft investigation of Margaret Harvie;Q43913504;Matlaw;1659-04-02T00:00:00Z;Q180684;lt1900
Q112914678;witchcraft investigation of Margaret Harvie;Q43913494;William Stirling of Herbertshire;1659-04-02T00:00:00Z;Q180684;lt1900
Q112914689;witchcraft investigation of Barbara Cochrane;Q43913832;Andrew Majoribank;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914689;witchcraft investigation of Barbara Cochrane;Q43913840;Archibald Purves;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911501;John Hamilton of Fa'side;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911505;Ninian Henderson;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911518;Ninian Reid;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911487;William Roberton;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911512;Thomas Home;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43915763;George Hepburn of Alderston;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914713;witchcraft investigation of Elspeth Fouller;Q43913832;Andrew Majoribank;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914715;witchcraft investigation of Helen Wilson;Q43913832;Andrew Majoribank;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914722;witchcraft investigation of Janet Crooks;Q43913832;Andrew Majoribank;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914717;witchcraft investigation of John Douglas;Q43913832;Andrew Majoribank;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914717;witchcraft investigation of John Douglas;Q43913846;Andrew Mar;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911490;John Hamilton;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914718;witchcraft investigation of Marioun Lynn;Q43913832;Andrew Majoribank;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913832;Andrew Majoribank;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913862;David Hewstone;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913873;Richard Trimble;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913859;Thomas Kirkaldie;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43913832;Andrew Majoribank;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914724;witchcraft investigation of Christiane Roiss;Q43916049;Donald Urquhart;1577-12-08T00:00:00Z;Q180684;lt1900
Q112914687;witchcraft investigation of Cristian Cranstoun;Q43910563;John Kincaid;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914689;witchcraft investigation of Barbara Cochrane;Q43910563;John Kincaid;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911516;Alexander Henderson;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43910563;John Kincaid;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43910563;John Kincaid;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914713;witchcraft investigation of Elspeth Fouller;Q43913849;Robert Donaldson;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914715;witchcraft investigation of Helen Wilson;Q43913849;Robert Donaldson;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914718;witchcraft investigation of Marioun Lynn;Q43913849;Robert Donaldson;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913849;Robert Donaldson;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43913849;Robert Donaldson;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914687;witchcraft investigation of Cristian Cranstoun;Q43913833;Robert Rodgers;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914689;witchcraft investigation of Barbara Cochrane;Q43913833;Robert Rodgers;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914713;witchcraft investigation of Elspeth Fouller;Q43913833;Robert Rodgers;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914715;witchcraft investigation of Helen Wilson;Q43913833;Robert Rodgers;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914722;witchcraft investigation of Janet Crooks;Q43913833;Robert Rodgers;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914717;witchcraft investigation of John Douglas;Q43913833;Robert Rodgers;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914718;witchcraft investigation of Marioun Lynn;Q43913833;Robert Rodgers;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913833;Robert Rodgers;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43913833;Robert Rodgers;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911499;Robert Cockburn;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914713;witchcraft investigation of Elspeth Fouller;Q43913850;John Hepburn;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914715;witchcraft investigation of Helen Wilson;Q43913850;John Hepburn;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914718;witchcraft investigation of Marioun Lynn;Q43913850;John Hepburn;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913850;John Hepburn;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43913850;John Hepburn;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43913853;Robert Drummond;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914689;witchcraft investigation of Barbara Cochrane;Q43913839;James Scott;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914713;witchcraft investigation of Elspeth Fouller;Q43913839;James Scott;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914715;witchcraft investigation of Helen Wilson;Q43913839;James Scott;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914722;witchcraft investigation of Janet Crooks;Q43913839;James Scott;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914717;witchcraft investigation of John Douglas;Q43913839;James Scott;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914718;witchcraft investigation of Marioun Lynn;Q43913839;James Scott;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913839;James Scott;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43913839;James Scott;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914689;witchcraft investigation of Barbara Cochrane;Q43913836;John Forrester;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914722;witchcraft investigation of Janet Crooks;Q43913836;John Forrester;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914717;witchcraft investigation of John Douglas;Q43913836;John Forrester;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914678;witchcraft investigation of Margaret Harvie;Q43913491;Thomas Reid;1659-04-02T00:00:00Z;Q180684;lt1900
Q112914733;witchcraft investigation of Marioun Yool;Q43913865;Walter Scott;1660-12-05T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913865;Walter Scott;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914676;witchcraft investigation of Bessie Lacost;Q43913765;Robert Home;1659-01-15T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911503;John MacMorran;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43913855;George Wallace;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914676;witchcraft investigation of Bessie Lacost;Q43913761;James Manderson;1659-01-15T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911508;Andrew Rutherford;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914700;witchcraft investigation of Margaret Hall;Q43911511;James Oswald;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914724;witchcraft investigation of Christiane Roiss;Q43916042;John Irving of Kinnok;1577-12-08T00:00:00Z;Q180684;lt1900
Q112914724;witchcraft investigation of Christiane Roiss;Q43916045;John Wilson of Chanonry;1577-12-08T00:00:00Z;Q180684;lt1900
Q112914724;witchcraft investigation of Christiane Roiss;Q43916040;Martin Logie;1577-12-08T00:00:00Z;Q180684;lt1900
Q112914724;witchcraft investigation of Christiane Roiss;Q43916047;William Robertson of Chanonry;1577-12-08T00:00:00Z;Q180684;lt1900
Q112914724;witchcraft investigation of Christiane Roiss;Q43916057;Walter Urquhart;1577-12-08T00:00:00Z;Q180684;lt1900
Q112914689;witchcraft investigation of Barbara Cochrane;Q43913837;James Cowan;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914713;witchcraft investigation of Elspeth Fouller;Q43913837;James Cowan;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914715;witchcraft investigation of Helen Wilson;Q43913837;James Cowan;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914722;witchcraft investigation of Janet Crooks;Q43913837;James Cowan;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914717;witchcraft investigation of John Douglas;Q43913837;James Cowan;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914718;witchcraft investigation of Marioun Lynn;Q43913837;James Cowan;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913837;James Cowan;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914728;witchcraft investigation of Helen Simbeard;Q43913837;James Cowan;1659-04-08T00:00:00Z;Q180684;lt1900
Q112914724;witchcraft investigation of Christiane Roiss;Q43916055;Robert Irving;1577-12-08T00:00:00Z;Q180684;lt1900
Q112914733;witchcraft investigation of Marioun Yool;Q43913882;Richard Turnbull;1660-12-05T00:00:00Z;Q180684;lt1900
Q112914713;witchcraft investigation of Elspeth Fouller;Q43913857;Alexander Dick;1659-04-14T00:00:00Z;Q180684;lt1900
Q112914721;witchcraft investigation of Mareone Guild;Q43913857;Alexander Dick;1659-05-07T00:00:00Z;Q180684;lt1900
Q112914678;witchcraft investigation of Margaret Harvie;Q43913499;Hunt;1659-04-02T00:00:00Z;Q180684;lt1900
Q112914734;witchcraft investigation of Elspeth Mowat;Q43915259;Robert Law;1661-08-08T00:00:00Z;Q180684;lt1900
Q112893928;witchcraft investigation of Margret Duff;Q43912744;Hugh Montgomery;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893915;witchcraft investigation of Anna Law;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893915;witchcraft investigation of Anna Law;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912984;David Drummond of Innermay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912987;Harry Drummond of Pitkaries;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912982;Lawrence Oliphant;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912989;Laurence Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912992;Walter Bonnar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912984;David Drummond of Innermay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912987;Harry Drummond of Pitkaries;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912982;Lawrence Oliphant;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912989;Laurence Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912992;Walter Bonnar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912984;David Drummond of Innermay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912987;Harry Drummond of Pitkaries;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912982;Lawrence Oliphant;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912989;Laurence Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912992;Walter Bonnar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912984;David Drummond of Innermay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912987;Harry Drummond of Pitkaries;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912982;Lawrence Oliphant;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912989;Laurence Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912992;Walter Bonnar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893926;witchcraft investigation of Jean Dumbar;Q43913002;John Cuningham of Ayr;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893926;witchcraft investigation of Jean Dumbar;Q43913010;James Dunlop of that Ilk;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912984;David Drummond of Innermay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912987;Harry Drummond of Pitkaries;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912982;Lawrence Oliphant;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912989;Laurence Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893926;witchcraft investigation of Jean Dumbar;Q43913007;William Muir Sir of Rowallan;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912992;Walter Bonnar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912984;David Drummond of Innermay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912987;Harry Drummond of Pitkaries;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912982;Lawrence Oliphant;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912989;Laurence Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912992;Walter Bonnar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912984;David Drummond of Innermay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912987;Harry Drummond of Pitkaries;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912982;Lawrence Oliphant;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912989;Laurence Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912992;Walter Bonnar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893927;witchcraft investigation of Jonet Crauford;Q43913002;John Cuningham of Ayr;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893927;witchcraft investigation of Jonet Crauford;Q43913010;James Dunlop of that Ilk;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893927;witchcraft investigation of Jonet Crauford;Q43913007;William Muir Sir of Rowallan;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912984;David Drummond of Innermay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912995;Francis Hay;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912987;Harry Drummond of Pitkaries;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912982;Lawrence Oliphant;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912989;Laurence Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912992;Walter Bonnar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43913000;William Oliphant of Coltochar;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893928;witchcraft investigation of Margret Duff;Q43912530;Archibald Stewart Sir of Blackhall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893928;witchcraft investigation of Margret Duff;Q43912735;Alexander Cuningham;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893928;witchcraft investigation of Margret Duff;Q43912742;Archibald Stewart of Scotstown;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893926;witchcraft investigation of Jean Dumbar;Q43912746;Robert Montgomery;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893927;witchcraft investigation of Jonet Crauford;Q43912746;Robert Montgomery;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893928;witchcraft investigation of Margret Duff;Q43912746;Robert Montgomery;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893915;witchcraft investigation of Anna Law;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912997;James Marshall;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893928;witchcraft investigation of Margret Duff;Q43912739;George Maxwell;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912527;William Moncreiff;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912527;William Moncreiff;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912527;William Moncreiff;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912527;William Moncreiff;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912527;William Moncreiff;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912527;William Moncreiff;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912527;William Moncreiff;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912527;William Moncreiff;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893928;witchcraft investigation of Margret Duff;Q43912737;John Porterfield;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893918;witchcraft investigation of Agnes Ramsay;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893916;witchcraft investigation of Elspeth Reid;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893917;witchcraft investigation of Issobell McKendley;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893919;witchcraft investigation of Jonet Bining;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893923;witchcraft investigation of Jonet Martin;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893921;witchcraft investigation of Jonet Allan;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893920;witchcraft investigation of Jonet Young;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893924;witchcraft investigation of Jonet Robe;Q43912980;James Rollo;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893926;witchcraft investigation of Jean Dumbar;Q43913005;George Montgomery;1662-05-17T00:00:00Z;Q180684;lt1900
Q112893927;witchcraft investigation of Jonet Crauford;Q43913005;George Montgomery;1662-05-17T00:00:00Z;Q180684;lt1900
Q112914764;witchcraft investigation of Janet Cock;Q43915096;Alexander Calderwood;1661-06-21T00:00:00Z;Q180684;lt1900
Q112914754;witchcraft investigation of Issobell Robiesone;Q43915105;James Ker;1661-07-23T00:00:00Z;Q180684;lt1900
Q112914758;witchcraft investigation of Margaret Hutchison;Q43915105;James Ker;1661-08-07T00:00:00Z;Q180684;lt1900
Q112914752;witchcraft investigation of Marjorie Fairwell;Q43915105;James Ker;1661-07-28T00:00:00Z;Q180684;lt1900
