conflict,conflictLabel,participant,participantLabel
http://www.wikidata.org/entity/Q112942931,witchcraft investigation of Katherine Cusing,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942925,witchcraft investigation of Wife of Johnne Durwart,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942934,witchcraft investigation of Unknown Fischearis Docter,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942933,witchcraft investigation of Unknown Law,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942918,witchcraft investigation of Bessye Brodye,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942922,witchcraft investigation of Dame Logye,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942916,witchcraft investigation of Gelis Durye,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942920,witchcraft investigation of Issobell Robertsoun,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942929,witchcraft investigation of Betie Wobster,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942928,witchcraft investigation of Cristiane Twych,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942924,witchcraft investigation of Henrye Stevin,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942923,witchcraft investigation of Johnne Stevin,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942919,witchcraft investigation of Maldye Sturrok,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942921,witchcraft investigation of Jonet Gardyn,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942926,witchcraft investigation of Jonet Harbertson,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942927,witchcraft investigation of Jonet Newton,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942930,witchcraft investigation of Jonet Duncane,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942932,witchcraft investigation of Issobell Sutye,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942931,witchcraft investigation of Katherine Cusing,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942925,witchcraft investigation of Wife of Johnne Durwart,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942933,witchcraft investigation of Unknown Law,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942918,witchcraft investigation of Bessye Brodye,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942922,witchcraft investigation of Dame Logye,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942916,witchcraft investigation of Gelis Durye,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942920,witchcraft investigation of Issobell Robertsoun,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942929,witchcraft investigation of Betie Wobster,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942928,witchcraft investigation of Cristiane Twych,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942924,witchcraft investigation of Henrye Stevin,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942923,witchcraft investigation of Johnne Stevin,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942919,witchcraft investigation of Maldye Sturrok,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942921,witchcraft investigation of Jonet Gardyn,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942926,witchcraft investigation of Jonet Harbertson,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942927,witchcraft investigation of Jonet Newton,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942930,witchcraft investigation of Jonet Duncane,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942932,witchcraft investigation of Issobell Sutye,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942931,witchcraft investigation of Katherine Cusing,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942925,witchcraft investigation of Wife of Johnne Durwart,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942933,witchcraft investigation of Unknown Law,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942918,witchcraft investigation of Bessye Brodye,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942922,witchcraft investigation of Dame Logye,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942920,witchcraft investigation of Issobell Robertsoun,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942929,witchcraft investigation of Betie Wobster,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942928,witchcraft investigation of Cristiane Twych,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942924,witchcraft investigation of Henrye Stevin,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942923,witchcraft investigation of Johnne Stevin,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942919,witchcraft investigation of Maldye Sturrok,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942921,witchcraft investigation of Jonet Gardyn,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942926,witchcraft investigation of Jonet Harbertson,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942927,witchcraft investigation of Jonet Newton,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942930,witchcraft investigation of Jonet Duncane,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942932,witchcraft investigation of Issobell Sutye,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942931,witchcraft investigation of Katherine Cusing,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942925,witchcraft investigation of Wife of Johnne Durwart,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942933,witchcraft investigation of Unknown Law,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942918,witchcraft investigation of Bessye Brodye,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942922,witchcraft investigation of Dame Logye,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942920,witchcraft investigation of Issobell Robertsoun,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942929,witchcraft investigation of Betie Wobster,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942928,witchcraft investigation of Cristiane Twych,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942924,witchcraft investigation of Henrye Stevin,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942923,witchcraft investigation of Johnne Stevin,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942919,witchcraft investigation of Maldye Sturrok,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942921,witchcraft investigation of Jonet Gardyn,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942926,witchcraft investigation of Jonet Harbertson,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942927,witchcraft investigation of Jonet Newton,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942930,witchcraft investigation of Jonet Duncane,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942932,witchcraft investigation of Issobell Sutye,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942931,witchcraft investigation of Katherine Cusing,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942925,witchcraft investigation of Wife of Johnne Durwart,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942933,witchcraft investigation of Unknown Law,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112895546,witchcraft investigation of Agnes Andersoun,http://www.wikidata.org/entity/Q43914306,James Brown
http://www.wikidata.org/entity/Q112895536,witchcraft investigation of Alleson Patersone,http://www.wikidata.org/entity/Q43913682,John Burgess
http://www.wikidata.org/entity/Q112895547,witchcraft investigation of Bessie Graham,http://www.wikidata.org/entity/Q43913682,John Burgess
http://www.wikidata.org/entity/Q112895536,witchcraft investigation of Alleson Patersone,http://www.wikidata.org/entity/Q43913680,Robert Richardson
http://www.wikidata.org/entity/Q112895547,witchcraft investigation of Bessie Graham,http://www.wikidata.org/entity/Q43913680,Robert Richardson
http://www.wikidata.org/entity/Q112895536,witchcraft investigation of Alleson Patersone,http://www.wikidata.org/entity/Q43913672,Thomas Ferguson
http://www.wikidata.org/entity/Q112895547,witchcraft investigation of Bessie Graham,http://www.wikidata.org/entity/Q43913672,Thomas Ferguson
http://www.wikidata.org/entity/Q112895538,witchcraft investigation of Issobel Wood,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895550,witchcraft investigation of Agnes Davidsoune,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895541,witchcraft investigation of George Common,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895539,witchcraft investigation of Jeane Olipher,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895543,witchcraft investigation of Issobel Seatoun,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895545,witchcraft investigation of David/doine Tullie,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895552,witchcraft investigation of Adam Midlemost,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895551,witchcraft investigation of Issobell Allansone,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895542,witchcraft investigation of Marionn Turnbull,http://www.wikidata.org/entity/Q43914652,John Rutherford
http://www.wikidata.org/entity/Q112895534,witchcraft investigation of Katharine Frater,http://www.wikidata.org/entity/Q43914633,Thomas Baillie
http://www.wikidata.org/entity/Q112895553,witchcraft investigation of Johne Andersone,http://www.wikidata.org/entity/Q43914669,Alexander Hunter
http://www.wikidata.org/entity/Q112895548,witchcraft investigation of Margaret Andersone,http://www.wikidata.org/entity/Q43914669,Alexander Hunter
http://www.wikidata.org/entity/Q112895549,witchcraft investigation of Marioun Thyn,http://www.wikidata.org/entity/Q43914669,Alexander Hunter
http://www.wikidata.org/entity/Q112895553,witchcraft investigation of Johne Andersone,http://www.wikidata.org/entity/Q43914667,Walter Riddell
http://www.wikidata.org/entity/Q112895548,witchcraft investigation of Margaret Andersone,http://www.wikidata.org/entity/Q43914667,Walter Riddell
http://www.wikidata.org/entity/Q112895549,witchcraft investigation of Marioun Thyn,http://www.wikidata.org/entity/Q43914667,Walter Riddell
http://www.wikidata.org/entity/Q112895540,witchcraft investigation of Jeane Binning,http://www.wikidata.org/entity/Q43914205,George Allan
http://www.wikidata.org/entity/Q112895538,witchcraft investigation of Issobel Wood,http://www.wikidata.org/entity/Q43914657,Robert Rutherford
http://www.wikidata.org/entity/Q112895550,witchcraft investigation of Agnes Davidsoune,http://www.wikidata.org/entity/Q43914657,Robert Rutherford
http://www.wikidata.org/entity/Q112895539,witchcraft investigation of Jeane Olipher,http://www.wikidata.org/entity/Q43914657,Robert Rutherford
http://www.wikidata.org/entity/Q112895543,witchcraft investigation of Issobel Seatoun,http://www.wikidata.org/entity/Q43914657,Robert Rutherford
http://www.wikidata.org/entity/Q112895545,witchcraft investigation of David/doine Tullie,http://www.wikidata.org/entity/Q43914657,Robert Rutherford
http://www.wikidata.org/entity/Q112895552,witchcraft investigation of Adam Midlemost,http://www.wikidata.org/entity/Q43914657,Robert Rutherford
http://www.wikidata.org/entity/Q112895551,witchcraft investigation of Issobell Allansone,http://www.wikidata.org/entity/Q43914657,Robert Rutherford
http://www.wikidata.org/entity/Q112895542,witchcraft investigation of Marionn Turnbull,http://www.wikidata.org/entity/Q43914657,Robert Rutherford
http://www.wikidata.org/entity/Q112895546,witchcraft investigation of Agnes Andersoun,http://www.wikidata.org/entity/Q43911535,Robert Strachan
http://www.wikidata.org/entity/Q112895540,witchcraft investigation of Jeane Binning,http://www.wikidata.org/entity/Q43914207,Robert Cuthbertson
http://www.wikidata.org/entity/Q112895536,witchcraft investigation of Alleson Patersone,http://www.wikidata.org/entity/Q43913669,James Douglas of Mawswall
http://www.wikidata.org/entity/Q112895533,witchcraft investigation of Bessie Wilsoun,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895536,witchcraft investigation of Alleson Patersone,http://www.wikidata.org/entity/Q43913675,Thomas MacBurnie
http://www.wikidata.org/entity/Q112895533,witchcraft investigation of Bessie Wilsoun,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895536,witchcraft investigation of Alleson Patersone,http://www.wikidata.org/entity/Q43916131,John Crichton of Crawfordton
http://www.wikidata.org/entity/Q112895546,witchcraft investigation of Agnes Andersoun,http://www.wikidata.org/entity/Q43914389,Robert Derner
http://www.wikidata.org/entity/Q112895546,witchcraft investigation of Agnes Andersoun,http://www.wikidata.org/entity/Q43914392,Thomas Foreman
http://www.wikidata.org/entity/Q112895546,witchcraft investigation of Agnes Andersoun,http://www.wikidata.org/entity/Q43914677,Thomas Smith of Inveresk
http://www.wikidata.org/entity/Q112895546,witchcraft investigation of Agnes Andersoun,http://www.wikidata.org/entity/Q43915472,William Scott of Musselburgh
http://www.wikidata.org/entity/Q112895538,witchcraft investigation of Issobel Wood,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895538,witchcraft investigation of Issobel Wood,http://www.wikidata.org/entity/Q43914654,John Brown of Jedburgh
http://www.wikidata.org/entity/Q112895538,witchcraft investigation of Issobel Wood,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895547,witchcraft investigation of Bessie Graham,http://www.wikidata.org/entity/Q43913669,James Douglas of Mawswall
http://www.wikidata.org/entity/Q112895547,witchcraft investigation of Bessie Graham,http://www.wikidata.org/entity/Q43913675,Thomas MacBurnie
http://www.wikidata.org/entity/Q112895550,witchcraft investigation of Agnes Davidsoune,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895550,witchcraft investigation of Agnes Davidsoune,http://www.wikidata.org/entity/Q43914654,John Brown of Jedburgh
http://www.wikidata.org/entity/Q112895550,witchcraft investigation of Agnes Davidsoune,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895538,witchcraft investigation of Issobel Wood,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895550,witchcraft investigation of Agnes Davidsoune,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895547,witchcraft investigation of Bessie Graham,http://www.wikidata.org/entity/Q43916131,John Crichton of Crawfordton
http://www.wikidata.org/entity/Q112895534,witchcraft investigation of Katharine Frater,http://www.wikidata.org/entity/Q43914628,Andrew Haitley
http://www.wikidata.org/entity/Q112895534,witchcraft investigation of Katharine Frater,http://www.wikidata.org/entity/Q43914635,Andrew Haitlie
http://www.wikidata.org/entity/Q112895534,witchcraft investigation of Katharine Frater,http://www.wikidata.org/entity/Q43914631,"John Brown The Elder, Portioner of Smailholm"
http://www.wikidata.org/entity/Q112895534,witchcraft investigation of Katharine Frater,http://www.wikidata.org/entity/Q43914640,James Home of Hardismilne
http://www.wikidata.org/entity/Q112895534,witchcraft investigation of Katharine Frater,http://www.wikidata.org/entity/Q43914638,Thomas Cranstoun
http://www.wikidata.org/entity/Q112895541,witchcraft investigation of George Common,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895541,witchcraft investigation of George Common,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895539,witchcraft investigation of Jeane Olipher,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895539,witchcraft investigation of Jeane Olipher,http://www.wikidata.org/entity/Q43914654,John Brown of Jedburgh
http://www.wikidata.org/entity/Q112895539,witchcraft investigation of Jeane Olipher,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895543,witchcraft investigation of Issobel Seatoun,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895543,witchcraft investigation of Issobel Seatoun,http://www.wikidata.org/entity/Q43914654,John Brown of Jedburgh
http://www.wikidata.org/entity/Q112895543,witchcraft investigation of Issobel Seatoun,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895541,witchcraft investigation of George Common,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895545,witchcraft investigation of David/doine Tullie,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895545,witchcraft investigation of David/doine Tullie,http://www.wikidata.org/entity/Q43914654,John Brown of Jedburgh
http://www.wikidata.org/entity/Q112895545,witchcraft investigation of David/doine Tullie,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895539,witchcraft investigation of Jeane Olipher,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895543,witchcraft investigation of Issobel Seatoun,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895552,witchcraft investigation of Adam Midlemost,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895552,witchcraft investigation of Adam Midlemost,http://www.wikidata.org/entity/Q43914654,John Brown of Jedburgh
http://www.wikidata.org/entity/Q112895552,witchcraft investigation of Adam Midlemost,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895545,witchcraft investigation of David/doine Tullie,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895552,witchcraft investigation of Adam Midlemost,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895540,witchcraft investigation of Jeane Binning,http://www.wikidata.org/entity/Q43912422,Robert Drummond Sir of Midhope
http://www.wikidata.org/entity/Q112895540,witchcraft investigation of Jeane Binning,http://www.wikidata.org/entity/Q43914190,Elder Laird of Dundas
http://www.wikidata.org/entity/Q112895540,witchcraft investigation of Jeane Binning,http://www.wikidata.org/entity/Q43914290,Florence Gardener
http://www.wikidata.org/entity/Q112895540,witchcraft investigation of Jeane Binning,http://www.wikidata.org/entity/Q43914187,Younger Laid of Dundas
http://www.wikidata.org/entity/Q112895540,witchcraft investigation of Jeane Binning,http://www.wikidata.org/entity/Q43914197,William Sandilands of Hilderston
http://www.wikidata.org/entity/Q112895551,witchcraft investigation of Issobell Allansone,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895551,witchcraft investigation of Issobell Allansone,http://www.wikidata.org/entity/Q43914654,John Brown of Jedburgh
http://www.wikidata.org/entity/Q112895551,witchcraft investigation of Issobell Allansone,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895551,witchcraft investigation of Issobell Allansone,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895542,witchcraft investigation of Marionn Turnbull,http://www.wikidata.org/entity/Q43914658,George Moscrop
http://www.wikidata.org/entity/Q112895542,witchcraft investigation of Marionn Turnbull,http://www.wikidata.org/entity/Q43914654,John Brown of Jedburgh
http://www.wikidata.org/entity/Q112895542,witchcraft investigation of Marionn Turnbull,http://www.wikidata.org/entity/Q43914649,Patrick Scott of Thirlestane
http://www.wikidata.org/entity/Q112895542,witchcraft investigation of Marionn Turnbull,http://www.wikidata.org/entity/Q43915729,Thomas Ker
http://www.wikidata.org/entity/Q112895553,witchcraft investigation of Johne Andersone,http://www.wikidata.org/entity/Q43914662,Harry Cranstoun
http://www.wikidata.org/entity/Q112895553,witchcraft investigation of Johne Andersone,http://www.wikidata.org/entity/Q43914663,John Rutherford of Redhaugh
http://www.wikidata.org/entity/Q112895548,witchcraft investigation of Margaret Andersone,http://www.wikidata.org/entity/Q43914662,Harry Cranstoun
http://www.wikidata.org/entity/Q112895553,witchcraft investigation of Johne Andersone,http://www.wikidata.org/entity/Q43914671,William Bell of Ratcleuch
http://www.wikidata.org/entity/Q112895548,witchcraft investigation of Margaret Andersone,http://www.wikidata.org/entity/Q43914663,John Rutherford of Redhaugh
http://www.wikidata.org/entity/Q112895548,witchcraft investigation of Margaret Andersone,http://www.wikidata.org/entity/Q43914671,William Bell of Ratcleuch
http://www.wikidata.org/entity/Q112895549,witchcraft investigation of Marioun Thyn,http://www.wikidata.org/entity/Q43914662,Harry Cranstoun
http://www.wikidata.org/entity/Q112895549,witchcraft investigation of Marioun Thyn,http://www.wikidata.org/entity/Q43914663,John Rutherford of Redhaugh
http://www.wikidata.org/entity/Q112895549,witchcraft investigation of Marioun Thyn,http://www.wikidata.org/entity/Q43914671,William Bell of Ratcleuch
http://www.wikidata.org/entity/Q112942938,witchcraft investigation of Cristeane Incheot,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942935,witchcraft investigation of James Ochterlonyes,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942942,witchcraft investigation of Effie Roger,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942943,witchcraft investigation of Cristeane Johnnestoun,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942946,witchcraft investigation of Catherine Campbell,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942947,witchcraft investigation of Cristeane Jak,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942940,witchcraft investigation of James Kilgour,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942945,witchcraft investigation of James Chalmer,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942934,witchcraft investigation of Unknown Fischearis Docter,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942936,witchcraft investigation of Margaret Mowbray,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942944,witchcraft investigation of Jonet Curchan,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942939,witchcraft investigation of Unknown Lyvelyke,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112942937,witchcraft investigation of Unknown Dowglass,http://www.wikidata.org/entity/Q43914836,David Pearson
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912420,Robert Paterson
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912400,Robert Barclay
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912405,James Arnott
http://www.wikidata.org/entity/Q112942938,witchcraft investigation of Cristeane Incheot,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942935,witchcraft investigation of James Ochterlonyes,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942942,witchcraft investigation of Effie Roger,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942943,witchcraft investigation of Cristeane Johnnestoun,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942946,witchcraft investigation of Catherine Campbell,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942947,witchcraft investigation of Cristeane Jak,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942940,witchcraft investigation of James Kilgour,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942945,witchcraft investigation of James Chalmer,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942936,witchcraft investigation of Margaret Mowbray,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942944,witchcraft investigation of Jonet Curchan,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942939,witchcraft investigation of Unknown Lyvelyke,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112942937,witchcraft investigation of Unknown Dowglass,http://www.wikidata.org/entity/Q6231912,John Erskine of Dun
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912580,David MacGill
http://www.wikidata.org/entity/Q112942938,witchcraft investigation of Cristeane Incheot,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942935,witchcraft investigation of James Ochterlonyes,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942942,witchcraft investigation of Effie Roger,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942943,witchcraft investigation of Cristeane Johnnestoun,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942946,witchcraft investigation of Catherine Campbell,http://www.wikidata.org/entity/Q43914831,Haliburton
