conflict,conflictLabel,participant,participantLabel
http://www.wikidata.org/entity/Q119442732,Palestine expedition,http://www.wikidata.org/entity/Q20717800,Al-Zayadina
http://www.wikidata.org/entity/Q127868095,Ternate expedition,http://www.wikidata.org/entity/Q159766,Companhia Holandesa das Índias Orientais
http://www.wikidata.org/entity/Q127603541,Sous expedition,http://www.wikidata.org/entity/Q3516517,Tazerwalt
http://www.wikidata.org/entity/Q127868094,Ternate expedition,http://www.wikidata.org/entity/Q200464,Império Português
http://www.wikidata.org/entity/Q127868095,Ternate expedition,http://www.wikidata.org/entity/Q200464,Império Português
http://www.wikidata.org/entity/Q127868094,Ternate expedition,http://www.wikidata.org/entity/Q2029522,Sultanato de Ternate
http://www.wikidata.org/entity/Q127868095,Ternate expedition,http://www.wikidata.org/entity/Q2029522,Sultanato de Ternate
http://www.wikidata.org/entity/Q123925236,Newport's 1592 expedition,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q122890272,Italian and Swiss expedition,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q124316258,Ashanti Expedition,http://www.wikidata.org/entity/Q21390656,Henry Alfred Cummins
http://www.wikidata.org/entity/Q127868094,Ternate expedition,http://www.wikidata.org/entity/Q4118614,Sultanate of Tidore
http://www.wikidata.org/entity/Q122879296,Hernández de Córdoba expedition,http://www.wikidata.org/entity/Q45914,Povos maias
http://www.wikidata.org/entity/Q123463218,Castilian invasions of England,http://www.wikidata.org/entity/Q130291106,Castilian Navy
http://www.wikidata.org/entity/Q119442732,Palestine expedition,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q119442820,Ottoman expedition to Moldavia,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q126009524,Peñón de Vélez de la Gomera expedition,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q122890272,Italian and Swiss expedition,http://www.wikidata.org/entity/Q58296,Primeira República Francesa
http://www.wikidata.org/entity/Q119167113,Apulia expedition,http://www.wikidata.org/entity/Q173065,Reino de Nápoles
http://www.wikidata.org/entity/Q123463218,Castilian invasions of England,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q123463218,Castilian invasions of England,http://www.wikidata.org/entity/Q217196,Coroa de Castela
http://www.wikidata.org/entity/Q124655645,Frederick I's expedition to Głogów,http://www.wikidata.org/entity/Q109073,Prussianos
http://www.wikidata.org/entity/Q124655645,Frederick I's expedition to Głogów,http://www.wikidata.org/entity/Q1122052,Cumânia
http://www.wikidata.org/entity/Q125457761,Cretan expedition,http://www.wikidata.org/entity/Q603771,Emirado de Creta
http://www.wikidata.org/entity/Q123463218,Castilian invasions of England,http://www.wikidata.org/entity/Q70972,Reino da França
http://www.wikidata.org/entity/Q121191074,Expedition to West Africa,http://www.wikidata.org/entity/Q170072,República das Sete Províncias Unidas dos Países Baixos
http://www.wikidata.org/entity/Q124655645,Frederick I's expedition to Głogów,http://www.wikidata.org/entity/Q577867,Reino da Polónia
http://www.wikidata.org/entity/Q130693863,Expedition of Chenab,http://www.wikidata.org/entity/Q13405524,Macedonian Empire
http://www.wikidata.org/entity/Q124655645,Frederick I's expedition to Głogów,http://www.wikidata.org/entity/Q2162698,Ducado da Boêmia
http://www.wikidata.org/entity/Q120703898,Jolo expedition,http://www.wikidata.org/entity/Q2721139,Capitania-geral das Filipinas
http://www.wikidata.org/entity/Q130693863,Expedition of Chenab,http://www.wikidata.org/entity/Q3110559,Paurava
http://www.wikidata.org/entity/Q127868094,Ternate expedition,http://www.wikidata.org/entity/Q104476046,Sultanate of Bacan
http://www.wikidata.org/entity/Q120703898,Jolo expedition,http://www.wikidata.org/entity/Q422065,Sultanato de Sulu
http://www.wikidata.org/entity/Q122890272,Italian and Swiss expedition,http://www.wikidata.org/entity/Q153136,Monarquia de Habsburgo
http://www.wikidata.org/entity/Q122879296,Hernández de Córdoba expedition,http://www.wikidata.org/entity/Q3820210,Virreinato colombino
http://www.wikidata.org/entity/Q122890272,Italian and Swiss expedition,http://www.wikidata.org/entity/Q206696,República Helvética
http://www.wikidata.org/entity/Q119442820,Ottoman expedition to Moldavia,http://www.wikidata.org/entity/Q1076173,Cossacos zaporojianos
http://www.wikidata.org/entity/Q121191074,Expedition to West Africa,http://www.wikidata.org/entity/Q769519,Royal African Company
http://www.wikidata.org/entity/Q119167113,Apulia expedition,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q119442820,Ottoman expedition to Moldavia,http://www.wikidata.org/entity/Q10957559,Principado da Moldávia
http://www.wikidata.org/entity/Q125457761,Cretan expedition,http://www.wikidata.org/entity/Q12544,Império Bizantino
http://www.wikidata.org/entity/Q119442820,Ottoman expedition to Moldavia,http://www.wikidata.org/entity/Q160440,Canato da Crimeia
http://www.wikidata.org/entity/Q127868094,Ternate expedition,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q127868095,Ternate expedition,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q112083686,Capture of Tortuga,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q107718406,Battle of Ibiza,http://www.wikidata.org/entity/Q34,Suécia
http://www.wikidata.org/entity/Q105821535,British attack on Berbera,http://www.wikidata.org/entity/Q105582386,Isaaq chieftainship
http://www.wikidata.org/entity/Q112083686,Capture of Tortuga,http://www.wikidata.org/entity/Q70972,Reino da França
http://www.wikidata.org/entity/Q105821535,British attack on Berbera,http://www.wikidata.org/entity/Q174193,Reino Unido da Grã-Bretanha e Irlanda
http://www.wikidata.org/entity/Q107718406,Battle of Ibiza,http://www.wikidata.org/entity/Q161885,Reino da Grã-Bretanha
http://www.wikidata.org/entity/Q66968495,Battle of Cape Palos,http://www.wikidata.org/entity/Q3045696,Argélia otomana
http://www.wikidata.org/entity/Q66968495,Battle of Cape Palos,http://www.wikidata.org/entity/Q3399982,Reino de Espanha
http://www.wikidata.org/entity/Q112083686,Capture of Tortuga,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q65643758,Tissa of Vientiane
http://www.wikidata.org/entity/Q6052195,Mir Muhammed Rebellion,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q11794884,Siege of Lvov,http://www.wikidata.org/entity/Q1076173,Cossacos zaporojianos
http://www.wikidata.org/entity/Q11702346,Boné uprising,http://www.wikidata.org/entity/Q3399982,Reino de Espanha
http://www.wikidata.org/entity/Q11651493,Changing Rebellion,http://www.wikidata.org/entity/Q11359153,Uesugi Sadamasa
http://www.wikidata.org/entity/Q7699558,Tenchūgumi Incident,http://www.wikidata.org/entity/Q11364169,Nakayama Tadamitsu
http://www.wikidata.org/entity/Q7699558,Tenchūgumi Incident,http://www.wikidata.org/entity/Q11443583,Tenchūgumi
http://www.wikidata.org/entity/Q6037877,Yenibahçe uprising,http://www.wikidata.org/entity/Q130263,janízaro
http://www.wikidata.org/entity/Q7302104,Rebellion of Arbanon,http://www.wikidata.org/entity/Q181254,Império de Niceia
http://www.wikidata.org/entity/Q7302104,Rebellion of Arbanon,http://www.wikidata.org/entity/Q187684,Despotado do Epiro
http://www.wikidata.org/entity/Q12277460,1878 Macedonian rebellion,http://www.wikidata.org/entity/Q1401272,Macedônios
http://www.wikidata.org/entity/Q11794884,Siege of Lvov,http://www.wikidata.org/entity/Q160440,Canato da Crimeia
http://www.wikidata.org/entity/Q11794884,Siege of Lvov,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q7302104,Rebellion of Arbanon,http://www.wikidata.org/entity/Q2454379,Principality of Arbanon
http://www.wikidata.org/entity/Q11651495,Changxiang and Yande Rebellion,http://www.wikidata.org/entity/Q2890348,Rokkaku Takayori
http://www.wikidata.org/entity/Q6052195,Mir Muhammed Rebellion,http://www.wikidata.org/entity/Q63158027,Irã Cajar
http://www.wikidata.org/entity/Q11651493,Changing Rebellion,http://www.wikidata.org/entity/Q3547763,Uesugi Akisada
http://www.wikidata.org/entity/Q12195207,Revolta dos xiitas no Iraque em 1999,http://www.wikidata.org/entity/Q71986641,Shia Muslim
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q1062415,Reino de Champasak
http://www.wikidata.org/entity/Q11651179,Chinzei Rebellion,http://www.wikidata.org/entity/Q6406394,Kikuchi Takanao
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q1141632,Reino de Vientiane
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q1155700,Reino Rattanakosin
http://www.wikidata.org/entity/Q11651179,Chinzei Rebellion,http://www.wikidata.org/entity/Q7676363,Taira no Sadayoshi
http://www.wikidata.org/entity/Q10947744,Song Jiang Rebellion,http://www.wikidata.org/entity/Q716237,Song Jiang
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q1884736,Maha Sakdi Balaseb
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q1984149,Chao Raxavong Ngao
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q2188213,Nyô
http://www.wikidata.org/entity/Q6569289,Şahkulu rebellion,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q506655,Bodindecha
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q560843,Anouvong
http://www.wikidata.org/entity/Q7930888,Revolta Macabeia,http://www.wikidata.org/entity/Q400019,Macabeus
http://www.wikidata.org/entity/Q6407091,Rebelião Chao Anu,http://www.wikidata.org/entity/Q6500483,Império do Vietnã
http://www.wikidata.org/entity/Q6052195,Mir Muhammed Rebellion,http://www.wikidata.org/entity/Q1557298,Soran Emirate
http://www.wikidata.org/entity/Q6052195,Mir Muhammed Rebellion,http://www.wikidata.org/entity/Q200885,Iazidis
http://www.wikidata.org/entity/Q12277460,1878 Macedonian rebellion,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q6037877,Yenibahçe uprising,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q7784937,Zhuge Dan's Rebellion,http://www.wikidata.org/entity/Q198188,Zhuge Dan
http://www.wikidata.org/entity/Q12195207,Revolta dos xiitas no Iraque em 1999,http://www.wikidata.org/entity/Q3108185,Iraque Baathista
http://www.wikidata.org/entity/Q10779797,Cochinchina Uprising,http://www.wikidata.org/entity/Q14658619,Indochinese Communist Party
http://www.wikidata.org/entity/Q6720472,M 22,http://www.wikidata.org/entity/Q964762,Ange Diawara
http://www.wikidata.org/entity/Q6569289,Şahkulu rebellion,http://www.wikidata.org/entity/Q60269,Qizilbash
http://www.wikidata.org/entity/Q6052195,Mir Muhammed Rebellion,http://www.wikidata.org/entity/Q377085,Assírios
http://www.wikidata.org/entity/Q10360228,Revolta de Jacareacanga,http://www.wikidata.org/entity/Q10293958,Haroldo Coimbra Veloso
http://www.wikidata.org/entity/Q7930888,Revolta Macabeia,http://www.wikidata.org/entity/Q93180,Império Selêucida
http://www.wikidata.org/entity/Q7784937,Zhuge Dan's Rebellion,http://www.wikidata.org/entity/Q532884,Sima Zhao
http://www.wikidata.org/entity/Q8013083,Fang La Rebellion,http://www.wikidata.org/entity/Q3066393,Fang La
http://www.wikidata.org/entity/Q7470324,Levantes jacobitas,http://www.wikidata.org/entity/Q212983,jacobitismo
http://www.wikidata.org/entity/Q132568,Batalha do Somme,http://www.wikidata.org/entity/Q8680,Império Britânico
http://www.wikidata.org/entity/Q82698,Battle of Dervenakia,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q82703,Battle of Arachova,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q116222,Batalha de Ferozeshah,http://www.wikidata.org/entity/Q83164,Companhia Britânica das Índias Orientais
http://www.wikidata.org/entity/Q116222,Batalha de Ferozeshah,http://www.wikidata.org/entity/Q83572,Império Sique
http://www.wikidata.org/entity/Q861468,Campanha de Kyūshū,http://www.wikidata.org/entity/Q187550,Toyotomi Hideyoshi
http://www.wikidata.org/entity/Q113621,Batalha da Baía Milne,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q131386,Batalha de Alésia,http://www.wikidata.org/entity/Q1747689,Roma Antiga
http://www.wikidata.org/entity/Q132568,Batalha do Somme,http://www.wikidata.org/entity/Q70802,Terceira República Francesa
http://www.wikidata.org/entity/Q130847,Batalha de Verdun,http://www.wikidata.org/entity/Q70802,Terceira República Francesa
http://www.wikidata.org/entity/Q58732,Cerco de Malta,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q638530,Revolução do Texas,http://www.wikidata.org/entity/Q1315810,Texas Mexicano
http://www.wikidata.org/entity/Q638530,Revolução do Texas,http://www.wikidata.org/entity/Q170588,República do Texas
http://www.wikidata.org/entity/Q63431,Invasion of Martinique,http://www.wikidata.org/entity/Q161885,Reino da Grã-Bretanha
http://www.wikidata.org/entity/Q82698,Battle of Dervenakia,http://www.wikidata.org/entity/Q528546,Primeira República Helênica
http://www.wikidata.org/entity/Q82703,Battle of Arachova,http://www.wikidata.org/entity/Q528546,Primeira República Helênica
http://www.wikidata.org/entity/Q58732,Cerco de Malta,http://www.wikidata.org/entity/Q170174,Estados Papais
http://www.wikidata.org/entity/Q58732,Cerco de Malta,http://www.wikidata.org/entity/Q174306,República de Gênova
http://www.wikidata.org/entity/Q132568,Batalha do Somme,http://www.wikidata.org/entity/Q43287,Império Alemão
http://www.wikidata.org/entity/Q58732,Cerco de Malta,http://www.wikidata.org/entity/Q187549,Ordem de São João
http://www.wikidata.org/entity/Q130847,Batalha de Verdun,http://www.wikidata.org/entity/Q43287,Império Alemão
http://www.wikidata.org/entity/Q116004,Batalha do Passo de Shipka,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q58732,Cerco de Malta,http://www.wikidata.org/entity/Q2252973,Ducado de Florença
http://www.wikidata.org/entity/Q58732,Cerco de Malta,http://www.wikidata.org/entity/Q3045696,Argélia otomana
http://www.wikidata.org/entity/Q58732,Cerco de Malta,http://www.wikidata.org/entity/Q426025,Ducado de Saboia
http://www.wikidata.org/entity/Q638530,Revolução do Texas,http://www.wikidata.org/entity/Q5062192,República Centralista (México)
http://www.wikidata.org/entity/Q493295,Battle of Kumsong,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q493313,Batalha do Rio Ch'ongch'on,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q501828,Battle of Mazyr,http://www.wikidata.org/entity/Q1076173,Cossacos zaporojianos
http://www.wikidata.org/entity/Q501849,Battle of Zahal,http://www.wikidata.org/entity/Q1076173,Cossacos zaporojianos
http://www.wikidata.org/entity/Q509417,Battle of the Korsun–Cherkassy Pocket,http://www.wikidata.org/entity/Q7318,Alemanha Nazi
http://www.wikidata.org/entity/Q492671,Batalha de Triangle Hill,http://www.wikidata.org/entity/Q120489882,United Nations Forces in the Korean War
http://www.wikidata.org/entity/Q493922,Third Battle of Seoul,http://www.wikidata.org/entity/Q145,Reino Unido
http://www.wikidata.org/entity/Q501828,Battle of Mazyr,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q501849,Battle of Zahal,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q109601645,Kurume Domain incident,http://www.wikidata.org/entity/Q105711484,Ogō Mafumi
http://www.wikidata.org/entity/Q125972471,Tentativa de golpe de Estado na Costa do Marfim em 2001,http://www.wikidata.org/entity/Q1655964,Ibrahim Coulibaly
http://www.wikidata.org/entity/Q493922,Third Battle of Seoul,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q516202,Battle of Cherbourg,http://www.wikidata.org/entity/Q145,Reino Unido
http://www.wikidata.org/entity/Q492671,Batalha de Triangle Hill,http://www.wikidata.org/entity/Q207521,Império Etíope
http://www.wikidata.org/entity/Q516202,Battle of Cherbourg,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q516842,Battle of Gully Ravine,http://www.wikidata.org/entity/Q174193,Reino Unido da Grã-Bretanha e Irlanda
http://www.wikidata.org/entity/Q109601645,Kurume Domain incident,http://www.wikidata.org/entity/Q10572459,Dairaku Gentarō
http://www.wikidata.org/entity/Q510943,Battle of Preston,http://www.wikidata.org/entity/Q1130553,cabeças Redondas
http://www.wikidata.org/entity/Q510943,Battle of Preston,http://www.wikidata.org/entity/Q230791,Reino da Escócia
http://www.wikidata.org/entity/Q510943,Battle of Preston,http://www.wikidata.org/entity/Q2284765,cavaliers
http://www.wikidata.org/entity/Q492671,Batalha de Triangle Hill,http://www.wikidata.org/entity/Q739,Colômbia
http://www.wikidata.org/entity/Q497797,Batalha de Cold Harbor,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q492671,Batalha de Triangle Hill,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q509417,Battle of the Korsun–Cherkassy Pocket,http://www.wikidata.org/entity/Q15180,União Soviética
http://www.wikidata.org/entity/Q113042234,A Pavorosa,http://www.wikidata.org/entity/Q16935195,Caetano Gaspar de Almeida Moniz e Sousa
http://www.wikidata.org/entity/Q516842,Battle of Gully Ravine,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q492671,Batalha de Triangle Hill,http://www.wikidata.org/entity/Q884,Coreia do Sul
http://www.wikidata.org/entity/Q492880,Batalha de Daejeon,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q493313,Batalha do Rio Ch'ongch'on,http://www.wikidata.org/entity/Q145,Reino Unido
http://www.wikidata.org/entity/Q118946386,Battle of the Chushka Spit,http://www.wikidata.org/entity/Q47805,Cossacos
http://www.wikidata.org/entity/Q118946356,Battle of Elafonisos,http://www.wikidata.org/entity/Q4948,República de Veneza
http://www.wikidata.org/entity/Q1786353,Rebellion of mayor Albert,http://www.wikidata.org/entity/Q9144243,Albert
http://www.wikidata.org/entity/Q120142816,Batalha do Rio Formoso,http://www.wikidata.org/entity/Q1061057,Sultanato de Achém
http://www.wikidata.org/entity/Q1908014,Mat Salleh Rebellion,http://www.wikidata.org/entity/Q1585255,Companhia Privilegiada do Bornéu do Norte
http://www.wikidata.org/entity/Q120142816,Batalha do Rio Formoso,http://www.wikidata.org/entity/Q200464,Império Português
http://www.wikidata.org/entity/Q1885425,Q1885425,http://www.wikidata.org/entity/Q104781963,George of Kuenring
http://www.wikidata.org/entity/Q118946356,Battle of Elafonisos,http://www.wikidata.org/entity/Q154849,Grão-Ducado da Toscana
http://www.wikidata.org/entity/Q118946356,Battle of Elafonisos,http://www.wikidata.org/entity/Q170174,Estados Papais
http://www.wikidata.org/entity/Q118946384,Djerba Incident,http://www.wikidata.org/entity/Q173065,Reino de Nápoles
http://www.wikidata.org/entity/Q118946384,Djerba Incident,http://www.wikidata.org/entity/Q174306,República de Gênova
http://www.wikidata.org/entity/Q121536377,Action of 2 July 1618,http://www.wikidata.org/entity/Q170072,República das Sete Províncias Unidas dos Países Baixos
http://www.wikidata.org/entity/Q118946356,Battle of Elafonisos,http://www.wikidata.org/entity/Q187549,Ordem de São João
http://www.wikidata.org/entity/Q121536377,Action of 2 July 1618,http://www.wikidata.org/entity/Q3045696,Argélia otomana
http://www.wikidata.org/entity/Q123989420,Action of 28–29 December 1669,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q118946421,Battle of Cape Lori,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q118946506,Battle of Ochakiv,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q123989420,Action of 28–29 December 1669,http://www.wikidata.org/entity/Q3045696,Argélia otomana
http://www.wikidata.org/entity/Q118946356,Battle of Elafonisos,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q118946386,Battle of the Chushka Spit,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q118946421,Battle of Cape Lori,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q118946384,Djerba Incident,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q118946506,Battle of Ochakiv,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q1908014,Mat Salleh Rebellion,http://www.wikidata.org/entity/Q63861465,Mat Salleh
http://www.wikidata.org/entity/Q1891307,Guerra Gildónica,http://www.wikidata.org/entity/Q42834,Império Romano do Ocidente
http://www.wikidata.org/entity/Q124021534,Ngolo-German war,http://www.wikidata.org/entity/Q110359,Oltwig von Kamptz
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q43287,Império Alemão
http://www.wikidata.org/entity/Q123173180,German Military Expedition against Dagbon of 1900,http://www.wikidata.org/entity/Q43287,Império Alemão
http://www.wikidata.org/entity/Q3242848,Primeira Guerra de Independência da Escócia,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q3242848,Primeira Guerra de Independência da Escócia,http://www.wikidata.org/entity/Q230791,Reino da Escócia
http://www.wikidata.org/entity/Q11602081,Space War I,http://www.wikidata.org/entity/Q2535379,Zentradi
http://www.wikidata.org/entity/Q134691656,Second German expedition against the Nso' (1906),http://www.wikidata.org/entity/Q7067573,Nso people
http://www.wikidata.org/entity/Q119721969,Nso' Expedition of 1902,http://www.wikidata.org/entity/Q48207763,Schutztruppe of Cameroon
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q108217772,Friedrich Rigler
http://www.wikidata.org/entity/Q123173180,German Military Expedition against Dagbon of 1900,http://www.wikidata.org/entity/Q108217772,Friedrich Rigler
http://www.wikidata.org/entity/Q119723768,German military expedition against Dagbon of 1896,http://www.wikidata.org/entity/Q102308,Gaston Thierry
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q113581467,Adolf Mellin
http://www.wikidata.org/entity/Q119723768,German military expedition against Dagbon of 1896,http://www.wikidata.org/entity/Q125389459,Polizeitruppe of German Togoland
http://www.wikidata.org/entity/Q123173180,German Military Expedition against Dagbon of 1900,http://www.wikidata.org/entity/Q113581467,Adolf Mellin
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q117662532,Naa Andani II
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q119723457,Kanbon-Nakpem Ziblim
http://www.wikidata.org/entity/Q132131325,German military expedition against Mankon and Bafut,http://www.wikidata.org/entity/Q48207763,Schutztruppe of Cameroon
http://www.wikidata.org/entity/Q123173209,1896 German attack on Bimbila,http://www.wikidata.org/entity/Q123173348,Bimbilla-Naa
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q102308,Gaston Thierry
http://www.wikidata.org/entity/Q134691656,Second German expedition against the Nso' (1906),http://www.wikidata.org/entity/Q48207763,Schutztruppe of Cameroon
http://www.wikidata.org/entity/Q124021534,Ngolo-German war,http://www.wikidata.org/entity/Q56308793,Ngoro
http://www.wikidata.org/entity/Q119723768,German military expedition against Dagbon of 1896,http://www.wikidata.org/entity/Q1487427,Valentin von Massow
http://www.wikidata.org/entity/Q119723768,German military expedition against Dagbon of 1896,http://www.wikidata.org/entity/Q1579908,Hans Gruner
http://www.wikidata.org/entity/Q1248722,Terceira Guerra de Independência Italiana,http://www.wikidata.org/entity/Q131964,Império Austríaco
http://www.wikidata.org/entity/Q124021534,Ngolo-German war,http://www.wikidata.org/entity/Q43287,Império Alemão
http://www.wikidata.org/entity/Q1248722,Terceira Guerra de Independência Italiana,http://www.wikidata.org/entity/Q172579,Reino da Itália
http://www.wikidata.org/entity/Q132131325,German military expedition against Mankon and Bafut,http://www.wikidata.org/entity/Q64947093,Maximilian Zupitza
http://www.wikidata.org/entity/Q124021534,Ngolo-German war,http://www.wikidata.org/entity/Q48207763,Schutztruppe of Cameroon
http://www.wikidata.org/entity/Q124021534,Ngolo-German war,http://www.wikidata.org/entity/Q48560064,Hermann Nolte
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q1487427,Valentin von Massow
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q1579908,Hans Gruner
http://www.wikidata.org/entity/Q134589137,German-Hehe wars,http://www.wikidata.org/entity/Q106654,Emil von Zelewski
http://www.wikidata.org/entity/Q134589215,Emil von Zelewski's expedition against the Wahehe (1891),http://www.wikidata.org/entity/Q106654,Emil von Zelewski
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q15954412,Darimani
http://www.wikidata.org/entity/Q124021534,Ngolo-German war,http://www.wikidata.org/entity/Q64947308,Paul Franz Adolf Leßner
http://www.wikidata.org/entity/Q123173209,1896 German attack on Bimbila,http://www.wikidata.org/entity/Q19279307,Ernst von Carnap-Quernheimb
http://www.wikidata.org/entity/Q134589137,German-Hehe wars,http://www.wikidata.org/entity/Q1206012,Reich Alemão
http://www.wikidata.org/entity/Q134589137,German-Hehe wars,http://www.wikidata.org/entity/Q1261861,Povo hehe
http://www.wikidata.org/entity/Q123173174,Dagomba-German War,http://www.wikidata.org/entity/Q24697413,Reino de Dagom
http://www.wikidata.org/entity/Q134589137,German-Hehe wars,http://www.wikidata.org/entity/Q1579831,Hans Glauning
http://www.wikidata.org/entity/Q131611835,Native War (1678-1686),http://www.wikidata.org/entity/Q103817,povo indígena
http://www.wikidata.org/entity/Q132131325,German military expedition against Mankon and Bafut,http://www.wikidata.org/entity/Q1145395,Curt von Pavel
http://www.wikidata.org/entity/Q134589137,German-Hehe wars,http://www.wikidata.org/entity/Q2440267,Tom Prince
http://www.wikidata.org/entity/Q124021534,Ngolo-German war,http://www.wikidata.org/entity/Q119723229,Nakelli
http://www.wikidata.org/entity/Q3966451,Expedição punitiva de Benin,http://www.wikidata.org/entity/Q5035195,Cape of Good Hope Station
http://www.wikidata.org/entity/Q132131325,German military expedition against Mankon and Bafut,http://www.wikidata.org/entity/Q1579831,Hans Glauning
http://www.wikidata.org/entity/Q3966451,Expedição punitiva de Benin,http://www.wikidata.org/entity/Q723992,Harry Rawson
http://www.wikidata.org/entity/Q132131325,German military expedition against Mankon and Bafut,http://www.wikidata.org/entity/Q1794147,Kurt Strümpell
http://www.wikidata.org/entity/Q119721969,Nso' Expedition of 1902,http://www.wikidata.org/entity/Q7067573,Nso people
http://www.wikidata.org/entity/Q134589137,German-Hehe wars,http://www.wikidata.org/entity/Q643745,askari
http://www.wikidata.org/entity/Q134589215,Emil von Zelewski's expedition against the Wahehe (1891),http://www.wikidata.org/entity/Q643745,askari
http://www.wikidata.org/entity/Q132131325,German military expedition against Mankon and Bafut,http://www.wikidata.org/entity/Q2374119,Sylvester Stieber
http://www.wikidata.org/entity/Q11602081,Space War I,http://www.wikidata.org/entity/Q1156970,humanidade
http://www.wikidata.org/entity/Q134589137,German-Hehe wars,http://www.wikidata.org/entity/Q830693,Schutztruppe of German East Africa
