conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window;mapped_country_qid;mapped_iso3
Q524871;Battle of Cyzicus;Q1476333;Míndaro;-0409-01-01T00:00:00Z;Q178561;all;;
Q4677341;Action of 2 May 1654;Q1530762;Reino de Candia;1654-05-02T00:00:00Z;Q178561;all;;
Q4677306;Action of 23 March 1654;Q1530762;Reino de Candia;1654-03-23T00:00:00Z;Q178561;all;;
Q590014;Batalha de Drépano;Q1747689;Roma Antiga;-0248-01-01T00:00:00Z;Q178561;all;;
Q4307272;2008 U.S.–Iranian naval dispute;Q1973396;USS Port Royal;2008-01-06T00:00:00Z;Q178561;all;;
Q608021;Battle of Naupactus;Q2338787;Phormio;-0428-01-01T00:00:00Z;Q178561;all;;
Q4307272;2008 U.S.–Iranian naval dispute;Q2469724;USS Ingraham;2008-01-06T00:00:00Z;Q178561;all;;
Q4677401;Action of 3 October 1624;Q3045696;Argélia otomana;1624-10-03T00:00:00Z;Q178561;all;;
Q4677399;Action of March 1665;Q3045696;Argélia otomana;1665-01-01T00:00:00Z;Q178561;all;;
Q4677331;Action of 28 November 1751;Q3045696;Argélia otomana;1751-11-28T00:00:00Z;Q178561;all;;
Q124585236;Friary Street Ambush;Q3084968;Exército Republicano Irlandês;1921-02-21T00:00:00Z;Q178561;all;;
Q515561;Batalha do Fiorde de Hafrs;Q3446218;Kingdom of Rogaland;0872-07-22T00:00:00Z;Q178561;all;;
Q515561;Batalha do Fiorde de Hafrs;Q3446235;Kingdom of Vestfold;0872-07-22T00:00:00Z;Q178561;all;;
Q4677303;Action of 22 June 1803;Q3934817;Tripoli Eyalet;1803-06-22T00:00:00Z;Q178561;all;;
Q4677255;Action of 14 October 1918;Q10335139;NRP Augusto Castilho (1915);1918-10-14T00:00:00Z;Q178561;all;;
Q4677307;Action of 23 March 2010;Q10729326;pirata;2010-03-23T00:00:00Z;Q178561;all;;
Q4677307;Action of 23 March 2010;Q11707277;MV Almezaan;2010-03-23T00:00:00Z;Q178561;all;;
Q515561;Batalha do Fiorde de Hafrs;Q16673773;Kingdom of Agder;0872-07-22T00:00:00Z;Q178561;all;;
Q136514265;Battle of Ténès;Q17030701;Reino de Tremecém;1351-01-01T00:00:00Z;Q178561;all;;
Q4677400;Action of May 1612;Q20018403;Eialete de Túnis;1612-05-01T00:00:00Z;Q178561;all;;
Q4677336;Action of 29 June 1609;Q20018403;Eialete de Túnis;1609-06-29T00:00:00Z;Q178561;all;;
Q4677266;Raid on La Goulette;Q20018403;Eialete de Túnis;1615-12-01T00:00:00Z;Q178561;all;;
Q4677258;Action of 14 April 1655;Q20018403;Eialete de Túnis;1655-04-14T00:00:00Z;Q178561;all;;
Q518005;Battle of La Rochelle;Q130291106;Castilian Navy;1372-07-01T00:00:00Z;Q178561;all;;
Q4090284;Battle of Alexander Fort;Q2184;República Socialista Federativa Soviética Russa;1919-05-21T00:00:00Z;Q178561;all;;
Q4677406;Action of 8 July 1716;Q4948;República de Veneza;1716-07-08T00:00:00Z;Q178561;all;;
Q4677392;Battle of Mytilene;Q4948;República de Veneza;1690-09-08T00:00:00Z;Q178561;all;;
Q4677357;Action of 3 May 1657;Q4948;República de Veneza;1657-05-03T00:00:00Z;Q178561;all;;
Q4677326;Action of 27 August 1661;Q4948;República de Veneza;1661-08-27T00:00:00Z;Q178561;all;;
Q4677324;Action of 26 May 1646;Q4948;República de Veneza;1646-05-26T00:00:00Z;Q178561;all;;
Q4677324;Action of 26 May 1646;Q4948;República de Veneza;1646-03-31T00:00:00Z;Q178561;all;;
Q4677311;Action of 24 June 1618;Q4948;República de Veneza;1618-01-01T00:00:00Z;Q178561;all;;
Q4677280;Action of 18 May 1657;Q4948;República de Veneza;1657-05-18T00:00:00Z;Q178561;all;;
Q4677379;Battle of Andros (1697);Q4948;República de Veneza;1697-09-01T00:00:00Z;Q178561;all;;
Q484271;Batalha de Noryang;Q9903;Dinastia Ming;1598-12-16T00:00:00Z;Q178561;all;;
Q4438422;Battle of Iskrest Lighthouse;Q12544;Império Bizantino;1043-01-01T00:00:00Z;Q178561;all;;
Q4677406;Action of 8 July 1716;Q12560;Império Otomano;1716-07-08T00:00:00Z;Q178561;all;;
Q4677392;Battle of Mytilene;Q12560;Império Otomano;1690-09-08T00:00:00Z;Q178561;all;;
Q4677379;Battle of Andros (1697);Q12560;Império Otomano;1697-09-01T00:00:00Z;Q178561;all;;
Q4677357;Action of 3 May 1657;Q12560;Império Otomano;1657-05-03T00:00:00Z;Q178561;all;;
Q4677335;Action of 29 April 1616;Q12560;Império Otomano;1616-04-29T00:00:00Z;Q178561;all;;
Q4677334;Action of 28 September 1644;Q12560;Império Otomano;1644-09-28T00:00:00Z;Q178561;all;;
Q4677333;Battle of Nauplia;Q12560;Império Otomano;1770-05-27T00:00:00Z;Q178561;all;;
Q4677326;Action of 27 August 1661;Q12560;Império Otomano;1661-08-27T00:00:00Z;Q178561;all;;
Q4677324;Action of 26 May 1646;Q12560;Império Otomano;1646-05-26T00:00:00Z;Q178561;all;;
Q4677324;Action of 26 May 1646;Q12560;Império Otomano;1646-03-31T00:00:00Z;Q178561;all;;
Q4677321;Action of 26 June 1625;Q12560;Império Otomano;1625-06-26T00:00:00Z;Q178561;all;;
Q4677280;Action of 18 May 1657;Q12560;Império Otomano;1657-05-18T00:00:00Z;Q178561;all;;
Q4677261;Action of 17 June 1595;Q12560;Império Otomano;1595-06-17T00:00:00Z;Q178561;all;;
Q4438427;Battle of Tendra;Q12560;Império Otomano;1790-09-08T00:00:00Z;Q178561;all;;
Q4090324;Battle of Beirut;Q12560;Império Otomano;1912-02-24T00:00:00Z;Q178561;all;;
Q4090323;Battle of the Bosporus;Q12560;Império Otomano;1915-05-10T00:00:00Z;Q178561;all;;
Q4090323;Battle of the Bosporus;Q12560;Império Otomano;1915-01-01T00:00:00Z;Q178561;all;;
Q581542;Battle of Ponza;Q12560;Império Otomano;1552-08-05T00:00:00Z;Q178561;all;;
Q427958;Batalha de Sinop;Q12560;Império Otomano;1853-11-30T00:00:00Z;Q178561;all;;
Q133696273;Skirmish at Tegalreja;Q15864;Reino Unido dos Países Baixos;1825-07-20T00:00:00Z;Q178561;all;;
Q487332;Battle of Hansan Island;Q28179;Dinastia Joseon;1592-08-15T00:00:00Z;Q178561;all;;
Q484271;Batalha de Noryang;Q28179;Dinastia Joseon;1598-12-16T00:00:00Z;Q178561;all;;
Q484256;Battle of Okpo;Q28179;Dinastia Joseon;1592-05-08T00:00:00Z;Q178561;all;;
Q483088;Batalha de Chilcheollyang;Q28179;Dinastia Joseon;1597-08-27T00:00:00Z;Q178561;all;;
Q482970;Battle of Sacheon;Q28179;Dinastia Joseon;1592-07-08T00:00:00Z;Q178561;all;;
Q385677;Batalha de Myeongnyang;Q28179;Dinastia Joseon;1597-10-26T00:00:00Z;Q178561;all;;
Q125564920;Skirmish at Pipli;Q33296;Império Mogol;1640-01-01T00:00:00Z;Q178561;all;;
Q4677333;Battle of Nauplia;Q34266;Império Russo;1770-05-27T00:00:00Z;Q178561;all;;
Q4438427;Battle of Tendra;Q34266;Império Russo;1790-09-08T00:00:00Z;Q178561;all;;
Q4090323;Battle of the Bosporus;Q34266;Império Russo;1915-05-10T00:00:00Z;Q178561;all;;
Q4090323;Battle of the Bosporus;Q34266;Império Russo;1915-01-01T00:00:00Z;Q178561;all;;
Q4090285;Battle at the Mouth of the Neva;Q34266;Império Russo;1703-05-18T00:00:00Z;Q178561;all;;
Q487332;Battle of Hansan Island;Q50184;Yi Sun-sin;1592-08-15T00:00:00Z;Q178561;all;;
Q484256;Battle of Okpo;Q50184;Yi Sun-sin;1592-05-08T00:00:00Z;Q178561;all;;
Q4927230;Blockade of Saint-Domingue;Q58296;Primeira República Francesa;1803-06-18T00:00:00Z;Q178561;all;Q142;
Q4872123;Battle of Puerto Plata Harbor;Q58296;Primeira República Francesa;1800-05-11T00:00:00Z;Q178561;all;Q142;
Q123369926;Battle of Beit Hanoun;Q58967;Forças de Defesa de Israel;2023-01-01T00:00:00Z;Q178561;all;Q801;
Q123302287;Battle of Ofakim;Q58967;Forças de Defesa de Israel;2023-10-07T00:00:00Z;Q178561;all;Q801;
Q123290408;Siege of Gaza City;Q58967;Forças de Defesa de Israel;2023-11-01T00:00:00Z;Q178561;all;Q801;
Q123058059;Battle of Sufa;Q58967;Forças de Defesa de Israel;2023-10-01T00:00:00Z;Q178561;all;Q801;
Q122971969;Batalha de Re'im;Q58967;Forças de Defesa de Israel;2023-10-07T00:00:00Z;Q178561;all;Q801;
Q4872188;Batalha do Rio de Janeiro;Q45670;Reino de Portugal;1710-09-19T00:00:00Z;Q178561;all;Q377350;
Q4871118;Batalha de Goa;Q45670;Reino de Portugal;1638-01-01T00:00:00Z;Q178561;all;Q377350;
Q4870420;Battle of Barcelona;Q45670;Reino de Portugal;1359-06-17T00:00:00Z;Q178561;all;Q377350;
Q123302287;Battle of Ofakim;Q38799;Hamas;2023-10-07T00:00:00Z;Q178561;all;Q219060;
Q123058059;Battle of Sufa;Q38799;Hamas;2023-10-01T00:00:00Z;Q178561;all;Q219060;
Q5452541;First Battle of Tripoli Harbor;Q34;Suécia;1802-05-16T00:00:00Z;Q178561;all;Q34;
Q4781941;April 2009 raid off Somalia;Q183;Alemanha;2009-01-01T00:00:00Z;Q178561;all;Q183;
Q4871694;Battle of Matamoros;Q96;México;1836-04-03T00:00:00Z;Q178561;all;Q96;
Q5710379;Sinking of HMS Royal Oak;Q145;Reino Unido;1939-10-14T00:00:00Z;Q178561;all;Q145;
Q4873065;Battle off Endau;Q145;Reino Unido;1942-01-26T00:00:00Z;Q178561;all;Q145;
Q4870581;Battle of Bubiyan;Q145;Reino Unido;1991-01-29T00:00:00Z;Q178561;all;Q145;
Q4870215;Battle of Ad-Dawrah;Q145;Reino Unido;1991-01-18T00:00:00Z;Q178561;all;Q145;
Q5504481;Frigate action of 29 May 1794;Q142;França;1794-05-29T00:00:00Z;Q178561;all;Q142;
Q5082999;Charles Town expedition;Q142;França;1706-09-01T00:00:00Z;Q178561;all;Q142;
Q5037076;Capture of the Jeune Richard;Q142;França;1807-10-01T00:00:00Z;Q178561;all;Q142;
Q5037043;Capture of My Tho;Q142;França;1861-04-12T00:00:00Z;Q178561;all;Q142;
Q5037038;Capture of Montserrat;Q142;França;1782-02-22T00:00:00Z;Q178561;all;Q142;
Q5037004;Capture of Demerara and Essequibo;Q142;França;1782-01-22T00:00:00Z;Q178561;all;Q142;
Q4924112;Paknam incident;Q142;França;1893-07-13T00:00:00Z;Q178561;all;Q142;
Q4873048;Battle of the Îles Saint-Marcouf;Q142;França;1798-05-07T00:00:00Z;Q178561;all;Q142;
Q4872692;Battle of Vizagapatam;Q142;França;1804-09-15T00:00:00Z;Q178561;all;Q142;
Q4872549;Battle of Thuận An;Q142;França;1883-08-20T00:00:00Z;Q178561;all;Q142;
Q4872529;Battle of Tellicherry;Q142;França;1791-11-18T00:00:00Z;Q178561;all;Q142;
Q4872056;Battle of Pirano;Q142;França;1812-02-22T00:00:00Z;Q178561;all;Q142;
Q4871134;Battle of Grand Turk;Q142;França;1783-03-09T00:00:00Z;Q178561;all;Q142;
Q4781941;April 2009 raid off Somalia;Q142;França;2009-01-01T00:00:00Z;Q178561;all;Q142;
Q5452540;Batalha de Tamão;Q45;Portugal;1521-01-01T00:00:00Z;Q178561;all;Q45;
Q5452507;Primeira Batalha de Cárdenas;Q29;Espanha;1898-05-08T00:00:00Z;Q178561;all;Q29;
Q5082999;Charles Town expedition;Q29;Espanha;1706-09-01T00:00:00Z;Q178561;all;Q29;
Q5037043;Capture of My Tho;Q29;Espanha;1861-04-12T00:00:00Z;Q178561;all;Q29;
Q4924112;Paknam incident;Q29;Espanha;1893-07-13T00:00:00Z;Q178561;all;Q29;
Q4871029;Batalha das Flores (1591);Q29;Espanha;1591-08-30T00:00:00Z;Q178561;all;Q29;
Q4870470;Battle of Berlengas Islands;Q29;Espanha;1591-07-15T00:00:00Z;Q178561;all;Q29;
Q5452541;First Battle of Tripoli Harbor;Q30;Estados Unidos;1802-05-16T00:00:00Z;Q178561;all;Q30;
Q5452507;Primeira Batalha de Cárdenas;Q30;Estados Unidos;1898-05-08T00:00:00Z;Q178561;all;Q30;
Q5411051;Battle of Surigao Strait;Q30;Estados Unidos;1944-10-24T00:00:00Z;Q178561;all;Q30;
Q5037073;Capture of the sloop Anne;Q30;Estados Unidos;1825-03-05T00:00:00Z;Q178561;all;Q30;
Q4873063;Battle of Cape Palos;Q30;Estados Unidos;1815-06-19T00:00:00Z;Q178561;all;Q30;
Q4873060;Battle off Barbados;Q30;Estados Unidos;1778-03-07T00:00:00Z;Q178561;all;Q30;
Q4872646;Battle of Valparaíso;Q30;Estados Unidos;1814-03-28T00:00:00Z;Q178561;all;Q30;
Q4872616;Battle of Ty-ho Bay;Q30;Estados Unidos;1855-08-04T00:00:00Z;Q178561;all;Q30;
Q4872123;Battle of Puerto Plata Harbor;Q30;Estados Unidos;1800-05-11T00:00:00Z;Q178561;all;Q30;
Q4871897;Battle of Nipe Bay;Q30;Estados Unidos;1898-07-21T00:00:00Z;Q178561;all;Q30;
Q4871516;Battle of La Guaira;Q30;Estados Unidos;1812-12-11T00:00:00Z;Q178561;all;Q30;
Q4870769;Battle of Cockle Creek;Q30;Estados Unidos;1861-10-05T00:00:00Z;Q178561;all;Q30;
Q4870581;Battle of Bubiyan;Q30;Estados Unidos;1991-01-29T00:00:00Z;Q178561;all;Q30;
Q4870215;Battle of Ad-Dawrah;Q30;Estados Unidos;1991-01-18T00:00:00Z;Q178561;all;Q30;
Q5037073;Capture of the sloop Anne;Q35;Dinamarca;1825-03-05T00:00:00Z;Q178561;all;Q756617;
Q122705557;Battle of Acton;Q9212;Exército dos Estados Unidos;1862-09-03T00:00:00Z;Q178561;all;Q30;
Q4871190;Battle of Happo;Q17;Japão;1592-05-07T00:00:00Z;Q178561;all;Q17;
Q4872038;Battle of Pierres Noires;Q16;Canadá;1944-07-05T00:00:00Z;Q178561;all;Q16;
Q122663296;Battle of Amman;Q26683;Organização para a Libertação da Palestina;1970-09-16T00:00:00Z;Q178561;all;Q219060;
Q123125347;Battle of Agaarweyne;Q8680;Império Britânico;1903-04-15T00:00:00Z;Q178561;all;Q145;
Q5036996;Capture of Cayo Cocina;Q8680;Império Britânico;1779-09-15T00:00:00Z;Q178561;all;Q145;
Q122663296;Battle of Amman;Q810;Jordânia;1970-09-16T00:00:00Z;Q178561;all;Q810;
Q4870215;Battle of Ad-Dawrah;Q817;Kuwait;1991-01-18T00:00:00Z;Q178561;all;Q817;
Q4872078;Battle of Ponza;Q1460;Sicília;1300-06-22T00:00:00Z;Q178561;all;Q38;
Q4817993;Attack on Galle Harbour;Q854;Sri Lanka;2006-10-18T00:00:00Z;Q178561;all;Q854;
Q5710379;Sinking of HMS Royal Oak;Q7318;Alemanha Nazi;1939-10-14T00:00:00Z;Q178561;all;Q1206012;
Q4872038;Battle of Pierres Noires;Q7318;Alemanha Nazi;1944-07-05T00:00:00Z;Q178561;all;Q1206012;
Q122971969;Batalha de Re'im;Q801;Israel;2023-10-07T00:00:00Z;Q178561;all;Q801;
Q4871774;Batalha de Monte Santiago;Q414;Argentina;1827-01-01T00:00:00Z;Q178561;all;Q414;
Q5748680;Capture of the corvette Pilcomayo;Q419;Peru;1879-11-18T00:00:00Z;Q178561;all;Q419;
Q5488396;Second Battle of Iquique;Q419;Peru;1879-07-10T00:00:00Z;Q178561;all;Q419;
Q4870581;Battle of Bubiyan;Q796;Iraque;1991-01-29T00:00:00Z;Q178561;all;Q796;
Q4870215;Battle of Ad-Dawrah;Q796;Iraque;1991-01-18T00:00:00Z;Q178561;all;Q796;
Q4873065;Battle off Endau;Q408;Austrália;1942-01-26T00:00:00Z;Q178561;all;Q408;
Q5748680;Capture of the corvette Pilcomayo;Q298;Chile;1879-11-18T00:00:00Z;Q178561;all;Q298;
Q5748672;Capture of Confederate ships;Q298;Chile;1836-08-21T00:00:00Z;Q178561;all;Q298;
Q5488396;Second Battle of Iquique;Q298;Chile;1879-07-10T00:00:00Z;Q178561;all;Q298;
Q122808415;Battle of Jhain;Q25341528;Chahamanas of Ranastambhapura;1291-03-01T00:00:00Z;Q178561;all;Q668;
Q5037073;Capture of the sloop Anne;Q15238138;Kingdom of Spain;1825-03-05T00:00:00Z;Q178561;all;Q29;
Q121913835;Battle of Hermosillo;Q7443295;Segunda República Federal do México;1852-10-14T00:00:00Z;Q178561;all;Q96;
Q121913835;Battle of Hermosillo;Q3073738;flibustaria;1852-10-14T00:00:00Z;Q178561;all;Q30;
Q122397248;Battle of Stekene;Q3399982;Reino de Espanha;1703-06-27T00:00:00Z;Q178561;all;Q29;
Q5037078;Capture of the San Joaquin;Q3399982;Reino de Espanha;1711-08-11T00:00:00Z;Q178561;all;Q29;
Q4872123;Battle of Puerto Plata Harbor;Q3399982;Reino de Espanha;1800-05-11T00:00:00Z;Q178561;all;Q29;
Q4870652;Battle of Cape St. Vincent;Q3399982;Reino de Espanha;1719-12-20T00:00:00Z;Q178561;all;Q29;
Q121302293;Battle of Ogbomosho;Q6001098;Ilorin Emirate;1830-01-01T00:00:00Z;Q178561;all;Q1033;
Q4870261;Batalha de Algeciras;Q2626269;Order of Santa María de España;1278-08-01T00:00:00Z;Q178561;all;Q29;
Q122452037;Battle of Šušaja;Q1807569;Exército de Libertação de Preševo, Medveđa e Bujanovac;2000-01-24T00:00:00Z;Q178561;all;Q222;
Q4870644;Battle of Cape Machichaco;Q2742116;Fação nacionalista;1937-03-05T00:00:00Z;Q178561;all;Q29;
Q122971969;Batalha de Re'im;Q2615509;Gaza Division;2023-10-07T00:00:00Z;Q178561;all;Q801;
Q123369926;Battle of Beit Hanoun;Q1475112;Brigadas Izz ad-Din al-Qassam;2023-01-01T00:00:00Z;Q178561;all;Q219060;
Q123290408;Siege of Gaza City;Q1475112;Brigadas Izz ad-Din al-Qassam;2023-11-01T00:00:00Z;Q178561;all;Q219060;
Q122971969;Batalha de Re'im;Q1475112;Brigadas Izz ad-Din al-Qassam;2023-10-07T00:00:00Z;Q178561;all;Q219060;
Q122026083;Battle of Houthalen;Q1895532;Frederik Knotzer;1831-08-06T00:00:00Z;Q178561;all;Q29999;
Q4872189;Batalha do rio Duyon;Q1061057;Sultanato de Achém;1629-06-01T00:00:00Z;Q178561;all;Q252;
Q4870990;Battle of Estepona;Q582861;Império Merínida;1342-05-01T00:00:00Z;Q178561;all;Q1028;
Q4870261;Batalha de Algeciras;Q582861;Império Merínida;1278-08-01T00:00:00Z;Q178561;all;Q1028;
Q122782538;Battle of Kazan;Q485348;Bashkires;1708-02-22T00:00:00Z;Q178561;all;Q37;
Q121548549;Battle of Yuraktau;Q485348;Bashkires;1707-01-01T00:00:00Z;Q178561;all;Q37;
Q121756888;Battle of Robotyne;Q936105;Forças Armadas da Ucrânia;2023-01-01T00:00:00Z;Q178561;all;Q212;
Q123290408;Siege of Gaza City;Q281182;Brigadas Al-Quds;2023-11-01T00:00:00Z;Q178561;all;Q219060;
Q123118024;Battle of Portela de Areas;Q303421;Reino da Galiza;0983-01-01T00:00:00Z;Q178561;all;Q29;
Q5748672;Capture of Confederate ships;Q899706;Confederação Peru-Boliviana;1836-08-21T00:00:00Z;Q178561;all;Q419;
Q4870215;Battle of Ad-Dawrah;Q310188;Norman Schwarzkopf;1991-01-18T00:00:00Z;Q178561;all;Q30;
Q4871897;Battle of Nipe Bay;Q1044536;Restauração bourbônica na Espanha;1898-07-21T00:00:00Z;Q178561;all;Q29;
Q122782538;Battle of Kazan;Q253410;Chuvaches;1708-02-22T00:00:00Z;Q178561;all;Q159;
Q4927230;Blockade of Saint-Domingue;Q861551;Saint-Domingue;1803-06-18T00:00:00Z;Q178561;all;Q142;
Q121756888;Battle of Robotyne;Q193159;Forças Armadas da Rússia;2023-01-01T00:00:00Z;Q178561;all;Q159;
Q5411051;Battle of Surigao Strait;Q188712;Império do Japão;1944-10-24T00:00:00Z;Q178561;all;Q17;
Q4873065;Battle off Endau;Q188712;Império do Japão;1942-01-26T00:00:00Z;Q178561;all;Q17;
Q121335444;Battle of Massawa;Q200464;Império Português;1541-05-01T00:00:00Z;Q178561;all;Q45;
Q4872923;Batalha do Golfo de Omã;Q200464;Império Português;1554-08-20T00:00:00Z;Q178561;all;Q45;
Q4872189;Batalha do rio Duyon;Q200464;Império Português;1629-06-01T00:00:00Z;Q178561;all;Q45;
Q122782538;Battle of Kazan;Q214361;Maris;1708-02-22T00:00:00Z;Q178561;all;Q191;
Q122782538;Battle of Kazan;Q184922;Udmurtes;1708-02-22T00:00:00Z;Q178561;all;Q212;
Q4872046;Battle of Pinos;Q766543;Monarquia Hispânica;1596-03-11T00:00:00Z;Q178561;all;Q29;
Q4871538;Battle of Las Palmas;Q766543;Monarquia Hispânica;1595-10-01T00:00:00Z;Q178561;all;Q29;
Q4871030;Battle of Formentera;Q766543;Monarquia Hispânica;1529-11-04T00:00:00Z;Q178561;all;Q29;
Q4870826;Battle of Cádiz;Q766543;Monarquia Hispânica;1640-07-21T00:00:00Z;Q178561;all;Q29;
Q4870677;Batalha de Castlehaven;Q766543;Monarquia Hispânica;1601-12-06T00:00:00Z;Q178561;all;Q29;
Q4870641;Battle of Cape Corvo;Q766543;Monarquia Hispânica;1613-08-01T00:00:00Z;Q178561;all;Q29;
Q4870519;Battle of Bordeaux;Q766543;Monarquia Hispânica;1653-10-20T00:00:00Z;Q178561;all;Q29;
Q4818004;Attack on Saint Martin;Q766543;Monarquia Hispânica;1644-03-20T00:00:00Z;Q178561;all;Q29;
Q5036996;Capture of Cayo Cocina;Q80702;Império Espanhol;1779-09-15T00:00:00Z;Q178561;all;Q29;
Q4870872;Batalha de Diamond Rock;Q80702;Império Espanhol;1805-05-31T00:00:00Z;Q178561;all;Q29;
Q4872498;Battle of Tamatave;Q71084;Primeiro Império Francês;1811-05-20T00:00:00Z;Q178561;all;Q71084;
Q4870872;Batalha de Diamond Rock;Q71084;Primeiro Império Francês;1805-05-31T00:00:00Z;Q178561;all;Q71084;
Q4870644;Battle of Cape Machichaco;Q178038;Segunda República Espanhola;1937-03-05T00:00:00Z;Q178561;all;Q29;
Q4871520;Battle of La Réunion;Q69808;França de Vichy;1942-11-28T00:00:00Z;Q178561;all;Q142;
Q4872253;Battle of Salvore;Q174306;República de Gênova;1177-01-01T00:00:00Z;Q178561;all;Q38;
Q4872078;Battle of Ponza;Q538677;Império Plantageneta;1300-06-22T00:00:00Z;Q178561;all;Q538677;
Q4872378;Battle of Silda;Q62651;Reino da Dinamarca e Noruega;1810-07-23T00:00:00Z;Q178561;all;Q62651;
Q4872247;Battle of Saltholm;Q62651;Reino da Dinamarca e Noruega;1808-06-09T00:00:00Z;Q178561;all;Q62651;
Q4871836;Batalha de Más a Tierra;Q43287;Império Alemão;1915-03-14T00:00:00Z;Q178561;all;Q43287;
Q122397248;Battle of Stekene;Q70972;Reino da França;1703-06-27T00:00:00Z;Q178561;all;;
Q4872188;Batalha do Rio de Janeiro;Q70972;Reino da França;1710-09-19T00:00:00Z;Q178561;all;;
Q4870826;Battle of Cádiz;Q70972;Reino da França;1640-07-21T00:00:00Z;Q178561;all;;
Q4870519;Battle of Bordeaux;Q70972;Reino da França;1653-10-20T00:00:00Z;Q178561;all;;
Q4870769;Battle of Cockle Creek;Q81931;Estados Confederados da América;1861-10-05T00:00:00Z;Q178561;all;;
Q122628117;Battle of Nautla;Q126236;conquistador;1519-10-29T00:00:00Z;Q178561;all;;
Q121826772;Battle of Butaiha;Q146465;Balduíno III de Jerusalém;1158-07-22T00:00:00Z;Q178561;all;;
Q123291628;Battle of Astarabad;Q146597;Dinastia Zand;1759-02-14T00:00:00Z;Q178561;all;;
Q4871520;Battle of La Réunion;Q152582;França Livre;1942-11-28T00:00:00Z;Q178561;all;;
Q121853652;Battle of Elmina;Q161885;Reino da Grã-Bretanha;1781-02-18T00:00:00Z;Q178561;all;;
Q5504481;Frigate action of 29 May 1794;Q161885;Reino da Grã-Bretanha;1794-05-29T00:00:00Z;Q178561;all;;
Q5497190;Frederica naval action;Q161885;Reino da Grã-Bretanha;1778-04-19T00:00:00Z;Q178561;all;;
Q5317415;Dutch West Indies campaign;Q161885;Reino da Grã-Bretanha;1781-01-01T00:00:00Z;Q178561;all;;
Q5037079;Capture of the William;Q161885;Reino da Grã-Bretanha;1720-10-20T00:00:00Z;Q178561;all;;
Q5037078;Capture of the San Joaquin;Q161885;Reino da Grã-Bretanha;1711-08-11T00:00:00Z;Q178561;all;;
Q5037075;Capture of the Fancy;Q161885;Reino da Grã-Bretanha;1723-06-10T00:00:00Z;Q178561;all;;
Q5037038;Capture of Montserrat;Q161885;Reino da Grã-Bretanha;1782-02-22T00:00:00Z;Q178561;all;;
Q5037020;Capture of HMS Savage;Q161885;Reino da Grã-Bretanha;1781-09-06T00:00:00Z;Q178561;all;;
Q5037004;Capture of Demerara and Essequibo;Q161885;Reino da Grã-Bretanha;1782-01-22T00:00:00Z;Q178561;all;;
Q4873060;Battle off Barbados;Q161885;Reino da Grã-Bretanha;1778-03-07T00:00:00Z;Q178561;all;;
Q4873048;Battle of the Îles Saint-Marcouf;Q161885;Reino da Grã-Bretanha;1798-05-07T00:00:00Z;Q178561;all;;
Q4872529;Battle of Tellicherry;Q161885;Reino da Grã-Bretanha;1791-11-18T00:00:00Z;Q178561;all;;
Q4872306;Battle of Santiago de Cuba;Q161885;Reino da Grã-Bretanha;1748-04-09T00:00:00Z;Q178561;all;;
Q4871134;Battle of Grand Turk;Q161885;Reino da Grã-Bretanha;1783-03-09T00:00:00Z;Q178561;all;;
Q4870652;Battle of Cape St. Vincent;Q161885;Reino da Grã-Bretanha;1719-12-20T00:00:00Z;Q178561;all;;
Q122397248;Battle of Stekene;Q170072;República das Sete Províncias Unidas dos Países Baixos;1703-06-27T00:00:00Z;Q178561;all;;
Q121853652;Battle of Elmina;Q170072;República das Sete Províncias Unidas dos Países Baixos;1781-02-18T00:00:00Z;Q178561;all;;
Q4871118;Batalha de Goa;Q170072;República das Sete Províncias Unidas dos Países Baixos;1638-01-01T00:00:00Z;Q178561;all;;
Q4818004;Attack on Saint Martin;Q170072;República das Sete Províncias Unidas dos Países Baixos;1644-03-20T00:00:00Z;Q178561;all;;
Q4871694;Battle of Matamoros;Q170588;República do Texas;1836-04-03T00:00:00Z;Q178561;all;;
