"iso3";"status";"info";"ts"
"NIU";"ok";"fetched";"2025-10-15T07:36:18.804613+00:00"
"NLD";"ok";"fetched";"2025-10-15T07:36:26.927640+00:00"
"NOR";"ok";"fetched";"2025-10-15T07:36:28.988409+00:00"
"NPL";"ok";"fetched";"2025-10-15T07:36:31.019617+00:00"
"NRU";"ok";"fetched";"2025-10-15T07:36:35.839332+00:00"
"NZL";"ok";"fetched";"2025-10-15T07:36:38.455101+00:00"
"OMN";"ok";"fetched";"2025-10-15T07:36:45.943836+00:00"
"PAK";"ok";"fetched";"2025-10-15T07:36:48.770796+00:00"
"PAN";"ok";"fetched";"2025-10-15T07:36:50.962834+00:00"
"PCN";"ok";"fetched";"2025-10-15T07:37:05.023283+00:00"
"PER";"ok";"fetched";"2025-10-15T07:37:07.257395+00:00"
"PHL";"ok";"fetched";"2025-10-15T07:37:11.568572+00:00"
"PLW";"ok";"fetched";"2025-10-15T07:37:13.812161+00:00"
"PNG";"ok";"fetched";"2025-10-15T07:37:18.546327+00:00"
"POL";"ok";"fetched";"2025-10-15T07:37:23.913240+00:00"
"PRI";"ok";"fetched";"2025-10-15T07:37:26.966365+00:00"
"PRK";"ok";"fetched";"2025-10-15T07:37:29.633851+00:00"
"PRT";"ok";"fetched";"2025-10-15T07:37:32.701397+00:00"
"PRY";"ok";"fetched";"2025-10-15T07:37:34.986462+00:00"
"PSE";"ok";"fetched";"2025-10-15T07:37:37.078001+00:00"
"PYF";"ok";"fetched";"2025-10-15T07:37:42.836881+00:00"
"QAT";"ok";"fetched";"2025-10-15T07:37:44.688788+00:00"
"REU";"ok";"fetched";"2025-10-15T07:37:46.317641+00:00"
"ROU";"ok";"fetched";"2025-10-15T07:37:49.073616+00:00"
"RUS";"ok";"fetched";"2025-10-15T07:37:51.594621+00:00"
"RWA";"ok";"fetched";"2025-10-15T07:37:56.384161+00:00"
"SAU";"ok";"fetched";"2025-10-15T07:38:00.059819+00:00"
"SDN";"ok";"fetched";"2025-10-15T07:38:05.576500+00:00"
"SEN";"ok";"fetched";"2025-10-15T07:38:08.797709+00:00"
"SGP";"ok";"fetched";"2025-10-15T07:38:11.652739+00:00"
"SGS";"ok";"fetched";"2025-10-15T07:38:18.533781+00:00"
"SHN";"ok";"fetched";"2025-10-15T07:38:24.667482+00:00"
"SJM";"ok";"fetched";"2025-10-15T07:38:33.536023+00:00"
"SLB";"ok";"fetched";"2025-10-15T07:38:36.393753+00:00"
"SLE";"ok";"fetched";"2025-10-15T07:38:39.315142+00:00"
"SLV";"ok";"fetched";"2025-10-15T07:38:41.828136+00:00"
"SMR";"ok";"fetched";"2025-10-15T07:38:45.269914+00:00"
"SOM";"ok";"fetched";"2025-10-15T07:38:51.171210+00:00"
"SPM";"ok";"fetched";"2025-10-15T07:38:56.096284+00:00"
"SRB";"ok";"fetched";"2025-10-15T07:39:03.249812+00:00"
"SSD";"ok";"fetched";"2025-10-15T07:39:04.884941+00:00"
"STP";"ok";"fetched";"2025-10-15T07:39:10.777853+00:00"
"SUR";"ok";"fetched";"2025-10-15T07:39:13.042275+00:00"
"SVK";"ok";"fetched";"2025-10-15T07:39:17.479121+00:00"
"SVN";"ok";"fetched";"2025-10-15T07:39:23.625678+00:00"
"SWE";"ok";"fetched";"2025-10-15T07:39:27.396684+00:00"
"SWZ";"ok";"fetched";"2025-10-15T07:39:30.229002+00:00"
"SXM";"ok";"fetched";"2025-10-15T07:39:33.783790+00:00"
"SYC";"ok";"fetched";"2025-10-15T07:39:39.052449+00:00"
"SYR";"ok";"fetched";"2025-10-15T07:39:42.257968+00:00"
"TCA";"ok";"fetched";"2025-10-15T07:39:50.938566+00:00"
"TCD";"ok";"fetched";"2025-10-15T07:39:54.973670+00:00"
"TGO";"ok";"fetched";"2025-10-15T07:39:57.631544+00:00"
"THA";"ok";"fetched";"2025-10-15T07:40:00.525147+00:00"
"TJK";"ok";"fetched";"2025-10-15T07:40:02.809242+00:00"
"TKL";"ok";"fetched";"2025-10-15T07:40:04.533098+00:00"
"TKM";"ok";"fetched";"2025-10-15T07:40:07.245425+00:00"
"TLS";"ok";"fetched";"2025-10-15T07:40:10.067073+00:00"
"TON";"ok";"fetched";"2025-10-15T07:40:13.740494+00:00"
"TTO";"ok";"fetched";"2025-10-15T07:40:18.536414+00:00"
"TUN";"ok";"fetched";"2025-10-15T07:40:21.282132+00:00"
"TUR";"ok";"fetched";"2025-10-15T07:40:24.284761+00:00"
"TUV";"ok";"fetched";"2025-10-15T07:40:29.489411+00:00"
"TWN";"ok";"fetched";"2025-10-15T07:40:32.612374+00:00"
"TZA";"ok";"fetched";"2025-10-15T07:40:37.841079+00:00"
"UGA";"ok";"fetched";"2025-10-15T07:40:40.843040+00:00"
"UKR";"ok";"fetched";"2025-10-15T07:40:45.799145+00:00"
"UMI";"ok";"fetched";"2025-10-15T07:40:57.320636+00:00"
"URY";"ok";"fetched";"2025-10-15T07:41:00.421555+00:00"
"USA";"ok";"fetched";"2025-10-15T07:41:02.954664+00:00"
"UZB";"ok";"fetched";"2025-10-15T07:41:05.465251+00:00"
"VAT";"ok";"fetched";"2025-10-15T07:41:08.928561+00:00"
"VCT";"ok";"fetched";"2025-10-15T07:41:13.092842+00:00"
"VEN";"ok";"fetched";"2025-10-15T07:41:15.695368+00:00"
"VGB";"ok";"fetched";"2025-10-15T07:41:23.083358+00:00"
"VIR";"ok";"fetched";"2025-10-15T07:41:33.330471+00:00"
"VNM";"ok";"fetched";"2025-10-15T07:41:36.098474+00:00"
"VUT";"ok";"fetched";"2025-10-15T07:41:39.868674+00:00"
"WLF";"ok";"fetched";"2025-10-15T07:41:47.629650+00:00"
"WSM";"ok";"fetched";"2025-10-15T07:41:49.360671+00:00"
"YEM";"ok";"fetched";"2025-10-15T07:41:57.381045+00:00"
"ZAF";"ok";"fetched";"2025-10-15T07:42:01.249603+00:00"
"ZMB";"ok";"fetched";"2025-10-15T07:42:04.452539+00:00"
"ZWE";"ok";"fetched";"2025-10-15T07:42:07.812505+00:00"
