ISO3;Country_ID;Country;Conflict_ID;Conflict;Conflict_Type;Start;End;PointInTime;Start_Year;End_Year;Point_Year;Winner_ID;Winner;PartOf_ID;PartOf;Context_ID;Context;Place_ID;Place;Coordinates;Deaths;Source;Deaths_Num;Country_en;Conflict_en;Winner_en;PartOf_en;Context_en;Place_en
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2890865;Battle of Gibraltar (1621);batalha naval;;;1621-08-10T00:00:00Z;;;1621;;;http://www.wikidata.org/entity/Q2487;Guerra dos Trinta Anos;;;http://www.wikidata.org/entity/Q2142350;Baía de Gibraltar;Point(-5.398605555 36.138886111);;participant;;Spain;Battle of Gibraltar (1621);;Thirty Years' War;;Bay of Gibraltar
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2890640;Batalha Naval de Abrolhos;batalha naval;;;1631-09-12T00:00:00Z;;;1631;;;http://www.wikidata.org/entity/Q2487;Guerra dos Trinta Anos;;;http://www.wikidata.org/entity/Q331529;Abrolhos;Point(-38.666667 -18.033333);;participant;;Spain;Battle of Abrolhos;;Thirty Years' War;;Abrolhos Archipelago
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2890861;Battle of Cape St. Vincent;batalha naval;;;1641-11-04T00:00:00Z;;;1641;;;http://www.wikidata.org/entity/Q2487;Guerra dos Trinta Anos;;;http://www.wikidata.org/entity/Q4103;Cabo de São Vicente;Point(-8.9944 37.025);;participant;;Spain;Battle of Cape St. Vincent;;Thirty Years' War;;Cape St. Vincent
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2984903;Action of 23 November 1650;batalha naval;;;1650-11-23T00:00:00Z;;;1650;;;http://www.wikidata.org/entity/Q617333;Guerra Franco-Espanhola;;;;;Point(1.0671 41.0463);;participant;;Spain;Action of 23 November 1650;;Franco-Spanish War;;
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q4870824;Battle of Cádiz;batalha;;;1656-09-09T00:00:00Z;;;1656;;;http://www.wikidata.org/entity/Q369291;Guerra Anglo-Espanhola (1654–1660);;;http://www.wikidata.org/entity/Q15682;Cádis;Point(-6.28333 36.5333);;participant;;Spain;Battle of Cádiz;;Anglo-Spanish War;;Cádiz
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q1325495;Battle of Santa Cruz de Tenerife;batalha naval;;;1657-04-20T00:00:00Z;;;1657;;;http://www.wikidata.org/entity/Q369291;Guerra Anglo-Espanhola (1654–1660);;;http://www.wikidata.org/entity/Q14328;Santa Cruz de Tenerife;Point(-16.2425 28.4725);;participant;;Spain;Battle of Santa Cruz de Tenerife;;Anglo-Spanish War;;Santa Cruz de Tenerife
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q717322;Batalha de Palermo;batalha naval;;;1676-06-02T00:00:00Z;;;1676;;;http://www.wikidata.org/entity/Q646322;Guerra Franco-Holandesa;;;http://www.wikidata.org/entity/Q2656;Palermo;Point(13.385 38.125);;participant;;Spain;Battle of Palermo;;Franco-Dutch War;;Palermo
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q161325;Batalha de Ramillies;batalha;;;1706-05-23T00:00:00Z;;;1706;;;http://www.wikidata.org/entity/Q150701;Guerra da Sucessão Espanhola;;;http://www.wikidata.org/entity/Q531456;Ramillies;Point(4.912777777 50.638611111);;participant;;Spain;Battle of Ramillies;;War of the Spanish Succession;;Ramillies
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q1915417;Batalha de Santa Cruz de Tenerife;batalha;;;1706-11-06T00:00:00Z;;;1706;;;http://www.wikidata.org/entity/Q150701;Guerra da Sucessão Espanhola;;;http://www.wikidata.org/entity/Q14328;Santa Cruz de Tenerife;Point(-16.24305556 28.47388889);;participant;;Spain;Battle of Santa Cruz de Tenerife;;War of the Spanish Succession;;Santa Cruz de Tenerife
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q5082999;Charles Town expedition;batalha naval;;;1706-09-01T00:00:00Z;;;1706;;;http://www.wikidata.org/entity/Q869045;Guerra da Rainha Ana;;;;;Point(-79.97 32.75);;participant;;Spain;Charles Town expedition;;Queen Anne's War;;
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q3024756;Battle of Porto Bello;batalha;;;1739-11-22T00:00:00Z;;;1739;;;http://www.wikidata.org/entity/Q54434;Guerra da Orelha de Jenkins;;;http://www.wikidata.org/entity/Q804;Panamá;;;participant;;Spain;Battle of Porto Bello;;War of Jenkins' Ear;;Panama
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q4677387;Action of 8 April 1740;batalha naval;;;1740-04-08T00:00:00Z;;;1740;;;http://www.wikidata.org/entity/Q54434;Guerra da Orelha de Jenkins;;;;;;;participant;;Spain;Action of 8 April 1740;;War of Jenkins' Ear;;
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q677929;Battle of Toulon;batalha naval;;;1744-02-22T00:00:00Z;;;1744;;;http://www.wikidata.org/entity/Q32929;Guerra de Sucessão Austríaca;;;http://www.wikidata.org/entity/Q44160;Toulon;Point(5.690916666 42.779275);;participant;;Spain;Battle of Toulon;;War of the Austrian Succession;;Toulon
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q1136414;Battle of Havana;batalha naval;;;1748-10-12T00:00:00Z;;;1748;;;http://www.wikidata.org/entity/Q54434;Guerra da Orelha de Jenkins;;;http://www.wikidata.org/entity/Q1563;Havana;Point(-82.316666666 23.183333333);;participant;;Spain;Battle of Havana;;War of Jenkins' Ear;;Havana
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2890281;Batalha de Valência de Alcântara;batalha;;;1762-08-27T00:00:00Z;;;1762;;;http://www.wikidata.org/entity/Q33143;Guerra dos Sete Anos;;;http://www.wikidata.org/entity/Q1613421;Valência de Alcântara;Point(-7.23333 39.4167);;participant;;Spain;Battle of Valencia de Alcántara;;Seven Years' War;;Valencia de Alcántara
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q27628110;Action of 17 August 1779;batalha naval;;;1779-08-17T00:00:00Z;;;1779;;;http://www.wikidata.org/entity/Q3651696;Guerra Anglo-Francesa (1778–1783);;;;;;;participant;;Spain;Action of 17 August 1779;;Anglo-French War of 1778–1783;;
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q178912;Batalha do Cabo de São Vicente;batalha naval;;;1780-01-16T00:00:00Z;;;1780;;;http://www.wikidata.org/entity/Q26809259;Anglo-Spanish War;;;http://www.wikidata.org/entity/Q4103;Cabo de São Vicente;Point(-8.563611111 36.818055555);;participant;;Spain;Battle of Cape St. Vincent;;Anglo-Spanish War;;Cape St. Vincent
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q84320699;Capture of HMS St. Fermin;batalha naval;;;1781-04-04T00:00:00Z;;;1781;;;http://www.wikidata.org/entity/Q26809259;Anglo-Spanish War;;;http://www.wikidata.org/entity/Q8851;Málaga;;;participant;;Spain;Capture of HMS St. Fermin;;Anglo-Spanish War;;Málaga
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q1781080;Battle of Cape Spartel;batalha naval;;;1782-10-20T00:00:00Z;;;1782;;;http://www.wikidata.org/entity/Q40949;Guerra da Independência dos Estados Unidos;;;http://www.wikidata.org/entity/Q772975;cabo Espartel;Point(-5.9109 35.9257);;participant;;Spain;Battle of Cape Spartel;;American Revolutionary War;;Cape Spartel
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2984990;Battle of the Gulf of Roses;batalha naval;;;1795-02-14T00:00:00Z;;;1795;;;http://www.wikidata.org/entity/Q324438;Campanha do Rossilhão;;;http://www.wikidata.org/entity/Q1440916;Gulf of Roses;Point(3.183 42.183);;participant;;Spain;Battle of the Gulf of Roses;;War of the Pyrenees;;Gulf of Roses
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q4677317;Action of 26 April 1797;batalha naval;;;1797-01-01T00:00:00Z;;;1797;;;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;;;http://www.wikidata.org/entity/Q832984;Conil de la Frontera;;;participant;;Spain;Action of 26 April 1797;;French Revolutionary Wars;;Conil de la Frontera
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q543154;Batalha de Santa Cruz de Tenerife;batalha naval;;;1797-07-25T00:00:00Z;;;1797;;;http://www.wikidata.org/entity/Q18817;Primeira Coligação;;;http://www.wikidata.org/entity/Q5813;Canárias;Point(-16.25 28.46666667);;participant;;Spain;Battle of Santa Cruz de Tenerife;;War of the First Coalition;;Canary Islands
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q373401;Batalha do Cabo de São Vicente;batalha naval;;;1797-02-14T00:00:00Z;;;1797;;;http://www.wikidata.org/entity/Q18817;Primeira Coligação;;;http://www.wikidata.org/entity/Q4103;Cabo de São Vicente;Point(-8.994444444 37.025);;participant;;Spain;Battle of Cape St. Vincent;;War of the First Coalition;;Cape St. Vincent
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q17512431;Cutting out of the Hermione;batalha naval;;;1799-10-25T00:00:00Z;;;1799;;;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;;;http://www.wikidata.org/entity/Q995695;Puerto Cabello;;;participant;;Spain;Cutting out of the Hermione;;French Revolutionary Wars;;Puerto Cabello
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q432515;Primeira Batalha de Algeciras;campanha militar;;;1801-07-06T00:00:00Z;;;1801;;;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;;;http://www.wikidata.org/entity/Q2142350;Baía de Gibraltar;Point(-5.42916667 36.13333333);;participant;;Spain;First Battle of Algeciras;;French Revolutionary Wars;;Bay of Gibraltar
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q171416;Batalha de Trafalgar;batalha naval;;;1805-10-21T00:00:00Z;;;1805;;;http://www.wikidata.org/entity/Q78994;Guerras Napoleónicas;;;http://www.wikidata.org/entity/Q203950;Cabo Trafalgar;Point(-6.2 36.25);;participant;;Spain;Battle of Trafalgar;;Napoleonic Wars;;Cape Trafalgar
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q1001479;Battle of Cape Finisterre;batalha naval;;;1805-07-22T00:00:00Z;;;1805;;;http://www.wikidata.org/entity/Q78994;Guerras Napoleónicas;;;http://www.wikidata.org/entity/Q1136198;Cabo Finisterra;Point(-9.27109 42.8941);;participant;;Spain;Battle of Cape Finisterre;;Napoleonic Wars;;Cape Finisterre
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q4870657;Battle of Cardal;batalha;;;1807-01-20T00:00:00Z;;;1807;;;http://www.wikidata.org/entity/Q587151;Invasões Britânicas;;;http://www.wikidata.org/entity/Q16594;Department de Montevidéu;Point(-56.18194444 -34.88361111);;participant;;Spain;Battle of Cardal;;British invasions of the River Plate;;Montevideo Department
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q114587500;Battle of Sant Cugat;batalha;;;1808-12-16T00:00:00Z;;;1808;;;http://www.wikidata.org/entity/Q152499;Guerra Peninsular;;;http://www.wikidata.org/entity/Q13936;Sant Cugat del Vallès;Point(2.088055555 41.473611111);;participant;;Spain;Battle of Sant Cugat;;Peninsular War;;Sant Cugat del Vallès
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q109018773;Battle of Villagarcía;batalha;;;1810-08-11T00:00:00Z;;;1810;;;http://www.wikidata.org/entity/Q152499;Guerra Peninsular;;;http://www.wikidata.org/entity/Q1628543;Villagarcía de la Torre;Point(-6.06666667 38.28333333);;participant;;Spain;Battle of Villagarcía;;Peninsular War;;Villagarcía de la Torre
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q75707685;Battle of Alicante;batalha;;;1812-01-16T00:00:00Z;;;1812;;;http://www.wikidata.org/entity/Q152499;Guerra Peninsular;;;http://www.wikidata.org/entity/Q11959;Alicante;Point(-0.483333 38.35);;participant;;Spain;Battle of Alicante;;Peninsular War;;Alicante
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q5723342;Battle of Seville;batalha;;;1812-08-27T00:00:00Z;;;1812;;;http://www.wikidata.org/entity/Q152499;Guerra Peninsular;;;http://www.wikidata.org/entity/Q8717;Sevilha;;;participant;;Spain;Battle of Seville;;Peninsular War;;Seville
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2889928;Batalha de San Marcial;batalha;;;1813-08-13T00:00:00Z;;;1813;;;http://www.wikidata.org/entity/Q152499;Guerra Peninsular;;;http://www.wikidata.org/entity/Q200201;Irun;Point(-1.761388888 43.327777777);;participant;;Spain;Battle of San Marcial;;Peninsular War;;Irun
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q47092354;Capture of the Frigate Nueva Limeña;batalha naval;;;1813-08-06T00:00:00Z;;;1813;;;http://www.wikidata.org/entity/Q1072889;Independência do Chile;;;http://www.wikidata.org/entity/Q3871;Coquimbo;;;participant;;Spain;Capture of the Frigate Nueva Limeña;;Chilean War of Independence;;Coquimbo
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q52696693;Battle of Cabo Manglares;batalha;;;1820-01-01T00:00:00Z;;;1820;;;http://www.wikidata.org/entity/Q1123201;guerras de independência na América espanhola;;;http://www.wikidata.org/entity/Q982879;Isla Gorgona;;;participant;;Spain;Battle of Cabo Manglares;;Spanish American wars of independence;;Isla Gorgona
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q1402751;Batalha de Pichincha;batalha;;;1822-05-24T00:00:00Z;;;1822;;;http://www.wikidata.org/entity/Q1123201;guerras de independência na América espanhola;;;http://www.wikidata.org/entity/Q9018667;La Libertad;Point(-78.527261111 -0.219088888);;participant;;Spain;Battle of Pichincha;;Spanish American wars of independence;;La Libertad
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2889256;Battle of Mariel;batalha naval;;;1828-02-10T00:00:00Z;;;1828;;;;;;;http://www.wikidata.org/entity/Q116156;Mariel;;;participant;;Spain;Battle of Mariel;;;;Mariel
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q5037043;Capture of My Tho;batalha naval;;;1861-04-12T00:00:00Z;;;1861;;;http://www.wikidata.org/entity/Q2935371;Guerra da Cochinchina;;;http://www.wikidata.org/entity/Q33425;Mỹ Tho;Point(106.3634491 10.3556184);;participant;;Spain;Capture of My Tho;;Cochinchina Campaign;;Mỹ Tho
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q130168922;1865 Calderilla clashes;batalha naval;;;1865-12-27T00:00:00Z;;;1865;;;http://www.wikidata.org/entity/Q742813;Guerra Espanhola-sul-americana;;;http://www.wikidata.org/entity/Q3708;Caldera;;;participant;;Spain;1865 Calderilla clashes;;Chincha Islands War;;Caldera
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q3456346;Action of 17 November 1865;batalha naval;;;1865-11-17T00:00:00Z;;;1865;;;http://www.wikidata.org/entity/Q742813;Guerra Espanhola-sul-americana;;;http://www.wikidata.org/entity/Q4874197;Bay of Concepción;Point(-72.971388888 -36.619444444);;participant;;Spain;Action of 17 November 1865;;Chincha Islands War;;Bay of Concepción
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2394918;Batalha de Callao;batalha;;;1866-05-02T00:00:00Z;;;1866;;;http://www.wikidata.org/entity/Q742813;Guerra Espanhola-sul-americana;;;http://www.wikidata.org/entity/Q105037;El Callao;Point(-77.153611111 -12.047777777);;participant;;Spain;Battle of Callao;;Chincha Islands War;;Callao
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q60827197;Combate de Huite;batalha naval;;;1866-03-02T00:00:00Z;;;1866;;;http://www.wikidata.org/entity/Q742813;Guerra Espanhola-sul-americana;;;;;Point(-73.95 -42.6);;participant;;Spain;Combate de Huite;;Chincha Islands War;;
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q4924112;Paknam incident;batalha naval;;;1893-07-13T00:00:00Z;;;1893;;;http://www.wikidata.org/entity/Q1359846;Guerra Franco-Siamesa;;;http://www.wikidata.org/entity/Q476444;Phra Samut Chedi;Point(100.5836 13.537941);;participant;;Spain;Paknam incident;;1893 Franco-Siamese crisis;;Phra Samut Chedi
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q528550;Batalha de Cavite;batalha;;;1898-05-01T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;http://www.wikidata.org/entity/Q676154;Baía de Manila;Point(120.93 14.49);;participant;;Spain;Battle of Manila Bay;;Spanish–American War;;Manila Bay
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q1215310;Batalha de San Juan Hill;batalha;;;1898-07-01T00:00:00Z;;;1898;;;;;;;http://www.wikidata.org/entity/Q7414587;Loma de San Juan;Point(-75.7961154 20.0209106);;participant;;Spain;Battle of San Juan Hill;;;;San Juan Hill
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q5452507;Primeira Batalha de Cárdenas;batalha naval;;;1898-05-08T00:00:00Z;;;1898;;;;;;;;;Point(-81.20750278 23.03550556);;participant;;Spain;First Battle of Cárdenas;;;;
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q7443113;Segunda Batalha de San Juan;batalha naval;;;1898-06-22T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;http://www.wikidata.org/entity/Q41211;San Juan;;;participant;;Spain;Second Battle of San Juan;;Spanish–American War;;San Juan
ESP;http://www.wikidata.org/entity/Q29;Espanha;http://www.wikidata.org/entity/Q2888390;Battle of Edchera;batalha;;;1958-01-13T00:00:00Z;;;1958;;;http://www.wikidata.org/entity/Q1640107;Guerra de Ifni;;;http://www.wikidata.org/entity/Q3718898;Edchera;;;participant;;Spain;Battle of Edchera;;Ifni War;;Edchera
EST;http://www.wikidata.org/entity/Q191;Estónia;http://www.wikidata.org/entity/Q15701718;Siege of Narva;batalha;1581-09-14T00:00:00Z;1581-09-16T00:00:00Z;1581-01-01T00:00:00Z;1581;1581;1581;;;http://www.wikidata.org/entity/Q246863;Guerra da Livónia;;;http://www.wikidata.org/entity/Q102158;Narva;Point(28.200555555 59.379166666);;location;;Estonia;Siege of Narva;;Livonian War;;Narva
EST;http://www.wikidata.org/entity/Q191;Estónia;http://www.wikidata.org/entity/Q1634776;Guerra Russo Sueca de 1590-1595;guerra;1590-01-01T00:00:00Z;1595-01-01T00:00:00Z;;1590;1595;;;;http://www.wikidata.org/entity/Q278709;Russo-Swedish Wars;;;http://www.wikidata.org/entity/Q545;Mar Báltico;;;location;;Estonia;Russo-Swedish War of 1590–1595;;Russo-Swedish Wars;;Baltic Sea
EST;http://www.wikidata.org/entity/Q191;Estónia;http://www.wikidata.org/entity/Q924600;War against Sigismund;guerra;1598-01-01T00:00:00Z;1599-01-01T00:00:00Z;;1598;1599;;;;http://www.wikidata.org/entity/Q1645044;Polish–Swedish Wars;;;http://www.wikidata.org/entity/Q545;Mar Báltico;;;location;;Estonia;War against Sigismund;;Polish–Swedish Wars;;Baltic Sea
EST;http://www.wikidata.org/entity/Q191;Estónia;http://www.wikidata.org/entity/Q598774;Guerra Polaco-Sueca (1600–1611);guerra;1600-01-01T00:00:00Z;1611-01-01T00:00:00Z;;1600;1611;;;;http://www.wikidata.org/entity/Q2067876;Polish–Swedish War of 1600-1629;;;http://www.wikidata.org/entity/Q191;Estónia;;;location;;Estonia;Polish–Swedish War of 1600–11;;Polish–Swedish War of 1600-1629;;Estonia
EST;http://www.wikidata.org/entity/Q191;Estónia;http://www.wikidata.org/entity/Q4110458;Siege of Pärnu;batalha;1609-02-28T00:00:00Z;1609-03-02T00:00:00Z;;1609;1609;;;;http://www.wikidata.org/entity/Q598774;Guerra Polaco-Sueca (1600–1611);;;http://www.wikidata.org/entity/Q102365;Pärnu;Point(24.498888888 58.384444444);;location;;Estonia;Siege of Pärnu;;Polish–Swedish War of 1600–11;;Pärnu
EST;http://www.wikidata.org/entity/Q191;Estónia;http://www.wikidata.org/entity/Q2985977;Guerra polaco–sueca;guerra;1626-01-01T00:00:00Z;1629-01-01T00:00:00Z;;1626;1629;;;;http://www.wikidata.org/entity/Q2067876;Polish–Swedish War of 1600-1629;;;http://www.wikidata.org/entity/Q545;Mar Báltico;;;location;;Estonia;Polish–Swedish War of 1626–1629;;Polish–Swedish War of 1600-1629;;Baltic Sea
EST;http://www.wikidata.org/entity/Q191;Estónia;http://www.wikidata.org/entity/Q4337374;Siege of Dorpat;batalha;1656-06-01T00:00:00Z;1656-10-23T00:00:00Z;;1656;1656;;;;;;;;http://www.wikidata.org/entity/Q13972;Tartu;Point(26.7225 58.38);;location;;Estonia;Siege of Dorpat;;;;Tartu
EST;http://www.wikidata.org/entity/Q191;Estónia;http://www.wikidata.org/entity/Q4337376;Siege of Tartu;batalha;1657-07-01T00:00:00Z;1657-08-01T00:00:00Z;1657-01-01T00:00:00Z;1657;1657;1657;;;http://www.wikidata.org/entity/Q629965;Russo-Swedish War of 1656–58;;;http://www.wikidata.org/entity/Q13972;Tartu;Point(26.7225 58.38);;location;;Estonia;Siege of Tartu;;Russo-Swedish War of 1656–58;;Tartu
