iso3,country_qid,monarch_qid,position_qid,house_qid,start,end,country_pt,country_en,monarch_pt,monarch_en,position_pt,position_en,house_pt,house_en,start_year,end_year
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q516172,http://www.wikidata.org/entity/Q113323417,,0742-01-01T00:00:00Z,0753-01-01T00:00:00Z,,,,,,,,,742,753
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q694263,http://www.wikidata.org/entity/Q24024856,,0755-01-01T00:00:00Z,0786-01-01T00:00:00Z,,,,,,,,,755,786
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q314428,http://www.wikidata.org/entity/Q105070728,,0784-01-01T00:00:00Z,,,,,,,,,,784,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1567390,http://www.wikidata.org/entity/Q105070728,,0819-01-01T00:00:00Z,0841-01-01T00:00:00Z,,,,,,,,,819,841
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1328585,http://www.wikidata.org/entity/Q105070728,,0842-01-01T00:00:00Z,,,,,,,,,,842,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1866147,http://www.wikidata.org/entity/Q105070728,,0842-01-01T00:00:00Z,,,,,,,,,,842,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q897146,http://www.wikidata.org/entity/Q105070728,,0850-01-01T00:00:00Z,,,,,,,,,,850,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q698303,http://www.wikidata.org/entity/Q105070728,http://www.wikidata.org/entity/Q3270246,0864-01-01T00:00:00Z,0870-01-01T00:00:00Z,,,,,,,,,864,870
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q895998,http://www.wikidata.org/entity/Q105070728,,0870-01-01T00:00:00Z,,,,,,,,,,870,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q760725,http://www.wikidata.org/entity/Q59771393,,0873-01-01T00:00:00Z,0907-01-01T00:00:00Z,,,,,,,,,873,907
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q324116,http://www.wikidata.org/entity/Q111738840,http://www.wikidata.org/entity/Q157106,0880-01-01T00:00:00Z,0912-01-01T00:00:00Z,,,,,,,,,880,912
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q896142,http://www.wikidata.org/entity/Q105070728,,0890-01-01T00:00:00Z,,,,,,,,,,890,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q157121,http://www.wikidata.org/entity/Q125664067,http://www.wikidata.org/entity/Q619029,0911-01-01T00:00:00Z,0918-01-01T00:00:00Z,,,,,,,,,911,918
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q347465,http://www.wikidata.org/entity/Q59771393,,0923-01-01T00:00:00Z,0935-01-01T00:00:00Z,,,,,,,,,923,935
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1867680,http://www.wikidata.org/entity/Q105070728,,0924-01-01T00:00:00Z,,,,,,,,,,924,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2896352,http://www.wikidata.org/entity/Q15729481,,0927-01-01T00:00:00Z,0929-01-01T00:00:00Z,,,Bennone di Metz,Benno,,,,,927,929
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q367571,http://www.wikidata.org/entity/Q23011565,http://www.wikidata.org/entity/Q157106,0948-01-01T00:00:00Z,0955-01-01T00:00:00Z,,,"Henrique I, Duque da Baviera",Henry I,,,,,948,955
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q504535,http://www.wikidata.org/entity/Q27922408,http://www.wikidata.org/entity/Q157106,0950-02-01T00:00:00Z,0954-01-01T00:00:00Z,,,,,,,,,950,954
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q56228,http://www.wikidata.org/entity/Q105070728,http://www.wikidata.org/entity/Q157106,0953-09-04T00:00:00Z,,,,,,,,,,953,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q98644,http://www.wikidata.org/entity/Q94634688,http://www.wikidata.org/entity/Q451165,0956-01-01T00:00:00Z,,,,,,,,,,956,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q3939910,http://www.wikidata.org/entity/Q27981384,,0963-01-01T00:00:00Z,0984-01-01T00:00:00Z,,,,,,,,,963,984
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q896570,http://www.wikidata.org/entity/Q105070728,,0965-01-01T00:00:00Z,,,,,,,,,,965,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1010355,http://www.wikidata.org/entity/Q116882398,,0968-01-01T00:00:00Z,,,,Burchard von Meißen,Burchard von Meißen,,,,,968,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q77394,http://www.wikidata.org/entity/Q114886285,,0968-10-06T00:00:00Z,0981-06-25T00:00:00Z,,,,,,,,,968,981
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q106645,http://www.wikidata.org/entity/Q115264323,,0968-12-30T00:00:00Z,,,,,,,,,,968,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q561828,http://www.wikidata.org/entity/Q105070728,,0969-01-01T00:00:00Z,0976-01-01T00:00:00Z,,,,,,,,,969,976
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q91254,http://www.wikidata.org/entity/Q115264323,,0971-06-01T00:00:00Z,,,,,,,,,,971,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q704896,http://www.wikidata.org/entity/Q27922408,http://www.wikidata.org/entity/Q157106,0973-01-01T00:00:00Z,0982-01-01T00:00:00Z,,,,,,,,,973,982
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q77564,http://www.wikidata.org/entity/Q24024856,,0975-01-18T00:00:00Z,1011-03-01T00:00:00Z,,,,,,,,,975,1011
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1361409,http://www.wikidata.org/entity/Q113323132,,0976-01-01T00:00:00Z,0994-01-01T00:00:00Z,,,Erp von Verden,Erp von Verden,,Roman Catholic Bishop of Verden,,,976,994
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1361409,http://www.wikidata.org/entity/Q113323132,,0976-05-01T00:00:00Z,,,,Erp von Verden,Erp von Verden,,Roman Catholic Bishop of Verden,,,976,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1680869,http://www.wikidata.org/entity/Q105070728,,0976-01-01T00:00:00Z,,,,,,,,,,976,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q66421,http://www.wikidata.org/entity/Q94634688,,0977-01-01T00:00:00Z,,,,Egbert von Trier,Egbert,,,,,977,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q91254,http://www.wikidata.org/entity/Q114886285,,0981-09-16T00:00:00Z,,,,,,,,,,981,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q697382,http://www.wikidata.org/entity/Q23011565,http://www.wikidata.org/entity/Q507115,0983-01-01T00:00:00Z,0985-01-01T00:00:00Z,,,"Henrique III, Duque da Baviera","Henry III, Duke of Bavaria",,,,,983,985
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1382020,http://www.wikidata.org/entity/Q105070728,,0984-01-01T00:00:00Z,,,,,,,,,,984,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q702308,http://www.wikidata.org/entity/Q115204726,,0993-01-01T00:00:00Z,,,,,,,,,,993,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q103556,http://www.wikidata.org/entity/Q23011565,http://www.wikidata.org/entity/Q157106,0995-01-01T00:00:00Z,1004-01-01T00:00:00Z,,,,,,,,,995,1004
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2637139,http://www.wikidata.org/entity/Q23782073,,0999-01-01T00:00:00Z,1001-01-01T00:00:00Z,,,,,,,,,999,1001
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q660370,http://www.wikidata.org/entity/Q105070728,http://www.wikidata.org/entity/Q619029,0999-07-14T00:00:00Z,,,,,,,,,,999,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q103556,http://www.wikidata.org/entity/Q782985,http://www.wikidata.org/entity/Q157106,1002-06-13T00:00:00Z,1024-07-19T00:00:00Z,,,,,,,,,1002,1024
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q103556,http://www.wikidata.org/entity/Q271148,http://www.wikidata.org/entity/Q157106,1004-05-21T00:00:00Z,1024-07-19T00:00:00Z,,,,,,,,,1004,1024
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q89600,http://www.wikidata.org/entity/Q114886285,,1004-02-10T00:00:00Z,,,,,,,,,,1004,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q275425,http://www.wikidata.org/entity/Q115264323,http://www.wikidata.org/entity/Q24971012,1009-01-01T00:00:00Z,1019-12-07T00:00:00Z,,,,,,,,,1009,1019
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q91253,http://www.wikidata.org/entity/Q24024856,,1011-01-01T00:00:00Z,1021-01-01T00:00:00Z,,,,,,,,,1011,1021
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2569779,http://www.wikidata.org/entity/Q113323132,,1014-09-07T00:00:00Z,,,,,,,Roman Catholic Bishop of Verden,,,1014,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q103556,http://www.wikidata.org/entity/Q181765,http://www.wikidata.org/entity/Q157106,1014-02-20T00:00:00Z,1024-07-19T00:00:00Z,,,,,,,,,1014,1024
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1391772,http://www.wikidata.org/entity/Q27981384,,1019-01-01T00:00:00Z,,,,,,,,,,1019,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q510332,http://www.wikidata.org/entity/Q105070728,,1021-01-01T00:00:00Z,,,,,,,,,,1021,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q73282,http://www.wikidata.org/entity/Q24024856,,1021-01-01T00:00:00Z,1031-01-01T00:00:00Z,,,,,,,,,1021,1031
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q61914,http://www.wikidata.org/entity/Q115204726,,1022-12-08T00:00:00Z,,,,,,,,,,1022,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q898887,http://www.wikidata.org/entity/Q114887518,,1024-01-02T00:00:00Z,,,,,,,,,,1024,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q269619,http://www.wikidata.org/entity/Q4342422,http://www.wikidata.org/entity/Q586198,1025-01-01T00:00:00Z,1034-01-01T00:00:00Z,,,,Richeza of Lotharingia,,,,,1025,1034
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q153023,http://www.wikidata.org/entity/Q23011565,http://www.wikidata.org/entity/Q161204,1027-01-01T00:00:00Z,1042-01-01T00:00:00Z,,,,,,,,,1027,1042
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q152256,http://www.wikidata.org/entity/Q181765,http://www.wikidata.org/entity/Q161204,1027-04-01T00:00:00Z,1039-06-10T00:00:00Z,,,,,,,,,1027,1039
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q68247,http://www.wikidata.org/entity/Q105070728,,1036-08-01T00:00:00Z,,,,Hermann II.,Herman II,,,,,1036,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q153023,http://www.wikidata.org/entity/Q27922408,http://www.wikidata.org/entity/Q161204,1038-01-01T00:00:00Z,1045-01-01T00:00:00Z,,,,,,,,,1038,1045
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q113726,http://www.wikidata.org/entity/Q27981384,,1043-01-01T00:00:00Z,,,,,,,,,,1043,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q153023,http://www.wikidata.org/entity/Q181765,http://www.wikidata.org/entity/Q161204,1046-12-31T00:00:00Z,1056-10-11T00:00:00Z,,,,,,,,,1046,1056
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1342084,http://www.wikidata.org/entity/Q114886285,,1051-01-01T00:00:00Z,,,,,,,,,,1051,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q180797,http://www.wikidata.org/entity/Q105070728,,1056-03-09T00:00:00Z,1075-12-10T00:00:00Z,,,,,,,,,1056,1075
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q91590,http://www.wikidata.org/entity/Q24024856,,1059-01-01T00:00:00Z,1084-01-01T00:00:00Z,,,,,,,,,1059,1084
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q451473,http://www.wikidata.org/entity/Q114887518,,1059-12-01T00:00:00Z,1088-04-01T00:00:00Z,,,,,,,,,1059,1088
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1592034,http://www.wikidata.org/entity/Q114886285,,1064-01-01T00:00:00Z,,,,Werner von Steußlingen,Werner von Steußlingen,,,,,1064,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q107967,http://www.wikidata.org/entity/Q94634688,,1066-01-01T00:00:00Z,,,,,,,,,,1066,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q61625,http://www.wikidata.org/entity/Q116882398,,1066-01-01T00:00:00Z,,,,,,,,,,1066,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2024514,http://www.wikidata.org/entity/Q27981384,,1068-01-01T00:00:00Z,1077-01-01T00:00:00Z,,,,,,,,,1068,1077
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q88065,http://www.wikidata.org/entity/Q105070728,,1076-03-12T00:00:00Z,,,,,,,,,,1076,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1599463,http://www.wikidata.org/entity/Q27981384,,1077-01-01T00:00:00Z,,,,,,,,,,1077,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1599463,http://www.wikidata.org/entity/Q27981384,,1077-01-01T00:00:00Z,1084-01-01T00:00:00Z,,,,,,,,,1077,1084
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q896369,http://www.wikidata.org/entity/Q105070728,,1078-01-01T00:00:00Z,1089-06-06T00:00:00Z,,,,,,,,,1078,1089
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q101411,http://www.wikidata.org/entity/Q94634688,,1079-01-12T00:00:00Z,,,,,,,,,,1079,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1556843,http://www.wikidata.org/entity/Q114886285,,1079-08-13T00:00:00Z,,,,,,,,,,1079,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q3506847,http://www.wikidata.org/entity/Q27981384,http://www.wikidata.org/entity/Q287652,1084-01-01T00:00:00Z,,,,,,,,,,1084,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q3506847,http://www.wikidata.org/entity/Q27981384,http://www.wikidata.org/entity/Q287652,1084-01-01T00:00:00Z,1086-01-01T00:00:00Z,,,,,,,,,1084,1086
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q325543,http://www.wikidata.org/entity/Q24024856,,1088-01-01T00:00:00Z,1109-01-01T00:00:00Z,,,,,,,,,1088,1109
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q896255,http://www.wikidata.org/entity/Q105070728,,1089-06-01T00:00:00Z,,,,,,,,,,1089,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q75915,http://www.wikidata.org/entity/Q105070728,,1100-01-01T00:00:00Z,,,,Friedrich I. von Schwarzenburg,Frederick I,,,,,1100,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1291149,http://www.wikidata.org/entity/Q114887518,,1106-04-07T00:00:00Z,,,,,,,,,,1106,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1614908,http://www.wikidata.org/entity/Q116882398,,1108-06-06T00:00:00Z,,,,,,,,,,1108,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q347454,http://www.wikidata.org/entity/Q24024856,,1111-01-01T00:00:00Z,1137-01-01T00:00:00Z,,,,,,,,,1111,1137
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q101789,http://www.wikidata.org/entity/Q27981384,,1129-01-01T00:00:00Z,1130-01-01T00:00:00Z,,,,,,,,,1129,1130
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q95298,http://www.wikidata.org/entity/Q44229338,,1129-07-06T00:00:00Z,,,,Anselm von Havelberg,Anselm of Havelberg,,,,,1129,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q87983,http://www.wikidata.org/entity/Q105070728,,1132-01-01T00:00:00Z,,,,,,,,,,1132,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q77189,http://www.wikidata.org/entity/Q181765,http://www.wikidata.org/entity/Q567638,1133-01-01T00:00:00Z,1137-01-01T00:00:00Z,,,,,,,,,1133,1137
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1782455,http://www.wikidata.org/entity/Q114886285,http://www.wikidata.org/entity/Q454775,1134-07-08T00:00:00Z,,,,,,,,,,1134,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1636021,http://www.wikidata.org/entity/Q105070728,,1137-06-01T00:00:00Z,,,,,,,,,,1137,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q91474,http://www.wikidata.org/entity/Q105070728,,1138-04-10T00:00:00Z,,,,,,,,,,1138,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q96544,http://www.wikidata.org/entity/Q105070728,,1151-04-22T00:00:00Z,,,,,,,,,,1151,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q84570,http://www.wikidata.org/entity/Q24024856,,1153-01-01T00:00:00Z,1160-01-01T00:00:00Z,,,Arnold von Selenhofen,Arnold of Selenhofen,,,,,1153,1160
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q896411,http://www.wikidata.org/entity/Q105070728,,1156-06-01T00:00:00Z,,,,,,,,,,1156,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q69317,http://www.wikidata.org/entity/Q24024856,,1160-01-01T00:00:00Z,1160-01-01T00:00:00Z,,,,,,,,,1160,1160
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q64484,http://www.wikidata.org/entity/Q24024856,http://www.wikidata.org/entity/Q131621,1161-01-01T00:00:00Z,1165-01-01T00:00:00Z,,,,,,,,,1161,1165
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1782090,http://www.wikidata.org/entity/Q76506228,,1164-02-08T00:00:00Z,,,,,,,,,,1164,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q55619,http://www.wikidata.org/entity/Q105070728,,1165-10-02T00:00:00Z,,,,,,,,,,1165,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q69317,http://www.wikidata.org/entity/Q23595624,,1167-01-01T00:00:00Z,,,,,,,,,,1167,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q69057,http://www.wikidata.org/entity/Q24024856,,1167-01-01T00:00:00Z,1183-08-30T00:00:00Z,,,,,,,,,1167,1183
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q455269,http://www.wikidata.org/entity/Q105070728,,1168-08-22T00:00:00Z,,,,,,,,,,1168,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q150953,http://www.wikidata.org/entity/Q782985,http://www.wikidata.org/entity/Q130875,1169-08-22T00:00:00Z,1197-10-05T00:00:00Z,,,,,,,,,1169,1197
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2138097,http://www.wikidata.org/entity/Q113323417,,1171-09-08T00:00:00Z,,,,,,,,,,1171,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q3772816,http://www.wikidata.org/entity/Q27981384,,1182-01-01T00:00:00Z,1194-01-01T00:00:00Z,,,,,,,,,1182,1194
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q3772816,http://www.wikidata.org/entity/Q27981384,,1182-01-01T00:00:00Z,,,,,,,,,,1182,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q64484,http://www.wikidata.org/entity/Q24024856,http://www.wikidata.org/entity/Q131621,1183-01-01T00:00:00Z,1200-01-01T00:00:00Z,,,,,,,,,1183,1200
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q319244,http://www.wikidata.org/entity/Q115204795,,1184-01-01T00:00:00Z,,,,,,,,,,1184,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1000194,http://www.wikidata.org/entity/Q113323417,,1184-08-19T00:00:00Z,,,,,,,,,,1184,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q150953,http://www.wikidata.org/entity/Q271148,http://www.wikidata.org/entity/Q130875,1186-01-28T00:00:00Z,1197-10-05T00:00:00Z,,,,,,,,,1186,1197
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q121130,http://www.wikidata.org/entity/Q113323417,http://www.wikidata.org/entity/Q130875,1190-01-01T00:00:00Z,,,,,,,,,,1190,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q258257,http://www.wikidata.org/entity/Q105070728,,1191-01-01T00:00:00Z,1193-01-01T00:00:00Z,,,,,,,,,1191,1193
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q150953,http://www.wikidata.org/entity/Q181765,http://www.wikidata.org/entity/Q130875,1191-01-01T00:00:00Z,1197-10-05T00:00:00Z,,,,,,,,,1191,1197
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1599468,http://www.wikidata.org/entity/Q113323417,,1191-01-01T00:00:00Z,,,,,,,,,,1191,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1873972,http://www.wikidata.org/entity/Q114886285,,1192-10-28T00:00:00Z,,,,Ludolf von Kroppenstedt,Ludolf of Kroppenstedt,,,,,1192,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q68433,http://www.wikidata.org/entity/Q105070728,http://www.wikidata.org/entity/Q819160,1193-11-28T00:00:00Z,1205-03-20T00:00:00Z,,,Adolf von Altena,Adolf of Altena,,,,Berg-Altena,1193,1205
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q107171,http://www.wikidata.org/entity/Q115204726,,1194-01-01T00:00:00Z,1199-01-01T00:00:00Z,,,,,,,,,1194,1199
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q150953,http://www.wikidata.org/entity/Q58006517,http://www.wikidata.org/entity/Q130875,1195-01-01T00:00:00Z,1197-10-05T00:00:00Z,,,,,,,,,1195,1197
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q61876,http://www.wikidata.org/entity/Q34797717,http://www.wikidata.org/entity/Q490078,1196-06-08T00:00:00Z,1200-01-01T00:00:00Z,,,,,,,,,1196,1200
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q74767,http://www.wikidata.org/entity/Q113323134,,1198-01-01T00:00:00Z,,,,,,,,,,1198,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q121130,http://www.wikidata.org/entity/Q782985,http://www.wikidata.org/entity/Q130875,1198-09-22T00:00:00Z,1208-07-05T00:00:00Z,,,,,,,,,1198,1208
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q107171,http://www.wikidata.org/entity/Q113323417,,1198-06-01T00:00:00Z,,,,,,,,,,1198,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q108921,http://www.wikidata.org/entity/Q24024856,,1200-12-01T00:00:00Z,1230-09-16T00:00:00Z,,,,,,,,,1200,1230
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q74767,http://www.wikidata.org/entity/Q110293312,,1201-03-08T00:00:00Z,,,,,,,,,,1201,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1782430,http://www.wikidata.org/entity/Q114887518,http://www.wikidata.org/entity/Q1790039,1201-09-16T00:00:00Z,1209-01-01T00:00:00Z,,,,,,,,,1201,1209
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1597822,http://www.wikidata.org/entity/Q113323417,,1202-12-01T00:00:00Z,,,,,,,,,,1202,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2591921,http://www.wikidata.org/entity/Q27981384,,1204-07-01T00:00:00Z,,,,,,,,,,1204,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2591921,http://www.wikidata.org/entity/Q27981384,,1204-01-01T00:00:00Z,,,,,,,,,,1204,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q993379,http://www.wikidata.org/entity/Q105070728,,1205-12-30T00:00:00Z,,,,,,,,,,1205,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q95611,http://www.wikidata.org/entity/Q114886285,http://www.wikidata.org/entity/Q1740068,1206-12-31T00:00:00Z,,,,,,,,,,1206,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q91629,http://www.wikidata.org/entity/Q110293312,,1207-01-01T00:00:00Z,,,,,,,,,,1207,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2039304,http://www.wikidata.org/entity/Q113323417,,1207-08-01T00:00:00Z,,,,,,,,,,1207,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q1223817,http://www.wikidata.org/entity/Q105070728,,1208-12-29T00:00:00Z,1212-04-03T00:00:00Z,,,,,,,,,1208,1212
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q151457,http://www.wikidata.org/entity/Q181765,http://www.wikidata.org/entity/Q156433,1209-01-01T00:00:00Z,1218-01-01T00:00:00Z,,,,,,,,,1209,1218
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q2417137,http://www.wikidata.org/entity/Q94634688,,1212-12-01T00:00:00Z,,,,,,,,,,1212,
DEU,http://www.wikidata.org/entity/Q183,http://www.wikidata.org/entity/Q64802,http://www.wikidata.org/entity/Q105070728,http://www.wikidata.org/entity/Q819662,1216-03-07T00:00:00Z,,,,,,,,,,1216,
