year,origin_iso3,dest_iso3,value
2006,COD,GRC,15
2006,COD,HKG,11
2006,COD,IND,25
2006,COD,IRL,232
2006,COD,ISR,7
2006,COD,ITA,13
2006,COD,JPN,5
2006,COD,KEN,203
2006,COD,KHM,5
2006,COD,KOR,14
2006,COD,LBY,6
2006,COD,LUX,20
2006,COD,MAR,337
2006,COD,MLI,17
2006,COD,MOZ,653
2006,COD,MRT,16
2006,COD,MWI,379
2006,COD,MYS,11
2006,COD,NAM,177
2006,COD,NER,5
2006,COD,NGA,177
2006,COD,NLD,266
2006,COD,NOR,108
2006,COD,POL,13
2006,COD,PRT,16
2006,COD,ROU,6
2006,COD,SEN,6
2006,COD,SOM,5
2006,COD,SWE,59
2006,COD,TCD,27
2006,COD,TGO,37
2006,COD,THA,61
2006,COD,TUR,28
2006,COD,TZA,30
2006,COD,UKR,25
2006,COD,USA,86
2006,COD,ZAF,5582
2006,COD,ZMB,59
2006,COD,ZWE,917
2006,COG,AGO,6
2006,COG,ARG,8
2006,COG,AUT,13
2006,COG,BEL,92
2006,COG,BEN,70
2006,COG,BFA,33
2006,COG,BGR,5
2006,COG,CAN,30
2006,COG,CHE,15
2006,COG,CIV,60
2006,COG,CMR,22
2006,COG,COD,13
2006,COG,CUB,5
2006,COG,DEU,18
2006,COG,DZA,13
2006,COG,ESP,19
2006,COG,FRA,1857
2006,COG,GAB,221
2006,COG,GBR,49
2006,COG,GIN,11
2006,COG,GNB,5
2006,COG,GRC,5
2006,COG,HKG,18
2006,COG,IRL,34
2006,COG,ITA,105
2006,COG,MAR,32
2006,COG,MOZ,27
2006,COG,MRT,9
2006,COG,MYS,9
2006,COG,NLD,118
2006,COG,NOR,27
2006,COG,POL,11
2006,COG,ROU,13
2006,COG,RUS,5
2006,COG,SEN,15
2006,COG,SWE,25
2006,COG,TCD,8
2006,COG,UKR,17
2006,COG,USA,139
2006,COG,ZAF,1207
2006,COL,ARG,49
2006,COL,AUS,28
2006,COL,BEL,20
2006,COL,BOL,45
2006,COL,BRA,140
2006,COL,CAN,1361
2006,COL,CHE,44
2006,COL,CHL,540
2006,COL,CRI,690
2006,COL,DEU,244
2006,COL,ECU,6641
2006,COL,ESP,2239
2006,COL,FRA,235
2006,COL,GBR,71
2006,COL,HND,6
2006,COL,ISR,31
2006,COL,ITA,272
2006,COL,MEX,52
2006,COL,NLD,86
2006,COL,NOR,5
2006,COL,PAN,330
2006,COL,PER,145
2006,COL,PRT,6
2006,COL,SLV,7
2006,COL,SWE,20
2006,COL,URY,18
2006,COL,USA,1810
2006,COL,VEN,2173
2006,COM,FRA,72
2006,COM,SYR,5
2006,CPV,ITA,17
2006,CRI,CAN,50
2006,CRI,CHL,5
2006,CRI,USA,5
2006,CUB,ARG,19
2006,CUB,BEL,5
2006,CUB,BRA,65
2006,CUB,CAN,188
2006,CUB,COL,67
2006,CUB,CRI,28
2006,CUB,CZE,20
2006,CUB,DEU,92
2006,CUB,ECU,41
2006,CUB,ESP,59
2006,CUB,FRA,54
2006,CUB,GBR,14
2006,CUB,GTM,14
2006,CUB,HND,8
2006,CUB,HUN,6
2006,CUB,ITA,17
2006,CUB,MEX,65
2006,CUB,NIC,24
2006,CUB,NLD,26
2006,CUB,NOR,5
2006,CUB,PAN,13
2006,CUB,PER,116
2006,CUB,POL,5
2006,CUB,PRT,5
2006,CUB,PRY,12
2006,CUB,RUS,9
2006,CUB,SVK,5
2006,CUB,SWE,20
2006,CUB,UKR,5
2006,CUB,URY,5
2006,CUB,USA,465
2006,CUB,VEN,8
2006,CZE,BEL,54
2006,CZE,DEU,38
2006,CZE,NOR,10
2006,CZE,NZL,28
2006,CZE,USA,14
2006,DEU,AUS,10
2006,DEU,CAN,34
2006,DEU,USA,32
2006,DJI,BEL,73
2006,DJI,CAN,14
2006,DJI,FRA,30
2006,DJI,GBR,5
2006,DJI,USA,8
2006,DMA,CAN,5
2006,DMA,USA,6
2006,DNK,CAN,6
2006,DOM,CAN,78
2006,DOM,FRA,64
2006,DOM,KWT,5
2006,DOM,USA,76
2006,DZA,AUS,10
2006,DZA,AUT,138
2006,DZA,AZE,7
2006,DZA,BEL,209
2006,DZA,BGR,9
2006,DZA,CAN,60
2006,DZA,CHE,161
2006,DZA,CYP,5
2006,DZA,CZE,113
2006,DZA,DEU,484
2006,DZA,DNK,15
2006,DZA,ESP,230
2006,DZA,FIN,25
2006,DZA,FRA,1993
2006,DZA,GBR,260
2006,DZA,GRC,17
2006,DZA,HUN,22
2006,DZA,IRL,96
2006,DZA,ITA,19
2006,DZA,LBY,6
2006,DZA,LUX,8
2006,DZA,MLT,12
2006,DZA,NLD,57
2006,DZA,NOR,109
2006,DZA,POL,13
2006,DZA,SWE,145
2006,DZA,TUR,5
2006,DZA,USA,29
2006,DZA,YEM,5
2006,DZA,ZAF,10
2006,ECU,BEL,5
2006,ECU,BRA,5
2006,ECU,CAN,39
2006,ECU,CHE,5
2006,ECU,CHL,14
2006,ECU,DEU,7
2006,ECU,ESP,15
2006,ECU,GBR,15
2006,ECU,ITA,5
2006,ECU,NLD,5
2006,ECU,SWE,33
2006,ECU,USA,85
2006,ECU,VEN,9
2006,EGY,AUS,86
2006,EGY,AUT,72
2006,EGY,BEL,39
2006,EGY,CAN,53
2006,EGY,CHE,13
2006,EGY,CYP,102
2006,EGY,CZE,784
2006,EGY,DEU,84
2006,EGY,ESP,5
2006,EGY,FIN,5
2006,EGY,FRA,22
2006,EGY,GBR,35
2006,EGY,GRC,27
2006,EGY,HUN,20
2006,EGY,IRL,10
2006,EGY,ISR,8
2006,EGY,ITA,21
2006,EGY,JOR,17
2006,EGY,KOR,5
2006,EGY,LBN,25
2006,EGY,NLD,14
2006,EGY,NOR,20
2006,EGY,POL,20
2006,EGY,ROU,6
2006,EGY,SRB,5
2006,EGY,SWE,87
2006,EGY,SYR,7
2006,EGY,USA,406
2006,EGY,ZAF,152
2006,ERI,AGO,45
2006,ERI,AUS,5
2006,ERI,AUT,5
2006,ERI,BEL,34
2006,ERI,BRA,9
2006,ERI,CAN,151
2006,ERI,CHE,1201
2006,ERI,DEU,432
2006,ERI,DNK,5
2006,ERI,EGY,234
2006,ERI,ESP,29
2006,ERI,ETH,2656
2006,ERI,FIN,5
2006,ERI,FRA,60
2006,ERI,GBR,2737
2006,ERI,GRC,28
2006,ERI,IND,16
2006,ERI,IRL,68
2006,ERI,ISR,20
2006,ERI,ITA,2151
2006,ERI,KEN,220
2006,ERI,LBY,172
2006,ERI,LUX,6
2006,ERI,MEX,54
2006,ERI,MLT,393
2006,ERI,MWI,278
2006,ERI,NLD,175
2006,ERI,NOR,388
2006,ERI,PRT,5
2006,ERI,ROU,5
2006,ERI,RUS,5
2006,ERI,SAU,12
2006,ERI,SDN,8657
2006,ERI,SWE,608
2006,ERI,SYR,17
2006,ERI,TUR,68
2006,ERI,UGA,208
2006,ERI,UKR,10
2006,ERI,USA,282
2006,ERI,YEM,191
2006,ERI,ZAF,339
2006,ESH,CHE,5
2006,ESH,NOR,23
2006,ESP,BEL,5
2006,ESP,CAN,8
2006,ESP,USA,10
2006,EST,SWE,10
2006,EST,USA,13
2006,ETH,AUS,47
2006,ETH,AUT,21
2006,ETH,BEL,97
2006,ETH,BRA,22
2006,ETH,CAN,234
2006,ETH,CHE,255
2006,ETH,COL,5
2006,ETH,CUB,13
2006,ETH,DEU,274
2006,ETH,DNK,8
2006,ETH,ECU,5
2006,ETH,EGY,259
2006,ETH,ERI,446
2006,ETH,ESP,20
2006,ETH,FIN,20
2006,ETH,FRA,71
2006,ETH,GBR,216
2006,ETH,GRC,170
2006,ETH,HKG,5
2006,ETH,HUN,6
2006,ETH,IND,13
2006,ETH,IRL,46
2006,ETH,ISR,13
2006,ETH,ITA,453
2006,ETH,JPN,14
2006,ETH,KEN,5491
2006,ETH,KOR,21
2006,ETH,LBN,5
2006,ETH,LBY,27
2006,ETH,LUX,5
2006,ETH,MEX,66
2006,ETH,MLT,123
2006,ETH,MWI,1324
2006,ETH,NLD,209
2006,ETH,NOR,307
2006,ETH,NZL,5
2006,ETH,PAN,5
2006,ETH,RUS,11
2006,ETH,SAU,5
2006,ETH,SDN,1315
2006,ETH,SOM,1314
2006,ETH,SRB,5
2006,ETH,SWE,83
2006,ETH,SYR,28
2006,ETH,THA,5
2006,ETH,TUR,64
2006,ETH,UGA,268
2006,ETH,UKR,30
2006,ETH,USA,1168
2006,ETH,YEM,895
2006,ETH,ZAF,3916
2006,FJI,AUS,73
2006,FJI,CAN,36
2006,FJI,NZL,20
2006,FJI,USA,27
2006,FRA,AUS,5
2006,FRA,CAN,9
2006,FRA,NLD,5
2006,FRA,USA,15
2006,GAB,BEL,14
2006,GAB,CAN,8
2006,GAB,CHE,5
2006,GAB,FRA,17
2006,GAB,USA,5
2006,GAB,ZAF,5
2006,GBR,AUS,14
2006,GBR,CAN,11
2006,GBR,CHE,5
2006,GBR,USA,11
2006,GEO,AUS,5
2006,GEO,AUT,564
2006,GEO,AZE,5
2006,GEO,BEL,267
2006,GEO,BGR,5
2006,GEO,BLR,7
2006,GEO,CAN,74
2006,GEO,CHE,287
2006,GEO,CYP,681
2006,GEO,CZE,78
2006,GEO,DEU,313
2006,GEO,DNK,16
2006,GEO,ESP,19
2006,GEO,FIN,35
2006,GEO,FRA,1097
2006,GEO,GBR,78
2006,GEO,GRC,428
2006,GEO,HUN,175
2006,GEO,IRL,323
2006,GEO,ISR,5
2006,GEO,ITA,16
2006,GEO,LTU,5
2006,GEO,NLD,156
2006,GEO,NOR,35
2006,GEO,POL,64
2006,GEO,ROU,16
2006,GEO,RUS,138
2006,GEO,SVK,209
2006,GEO,SVN,13
2006,GEO,SWE,134
2006,GEO,UKR,55
2006,GEO,USA,68
2006,GHA,AUS,22
2006,GHA,AUT,51
2006,GHA,BEL,16
2006,GHA,BRA,5
2006,GHA,CAN,64
2006,GHA,CHE,12
2006,GHA,CYP,11
2006,GHA,CZE,22
2006,GHA,DEU,460
2006,GHA,DNK,8
2006,GHA,ESP,10
2006,GHA,FIN,6
2006,GHA,FRA,48
2006,GHA,GBR,138
2006,GHA,GRC,85
2006,GHA,HKG,101
2006,GHA,IRL,156
2006,GHA,ISR,74
2006,GHA,ITA,530
2006,GHA,KOR,5
2006,GHA,LTU,6
2006,GHA,MAR,8
2006,GHA,MLT,30
2006,GHA,NLD,13
2006,GHA,NOR,9
2006,GHA,POL,5
2006,GHA,SWE,15
2006,GHA,THA,5
2006,GHA,UKR,32
2006,GHA,USA,46
2006,GHA,ZAF,190
2006,GIN,AGO,10
2006,GIN,AUT,26
2006,GIN,BEL,792
2006,GIN,BRA,6
2006,GIN,CAN,65
2006,GIN,CHE,74
2006,GIN,COG,7
2006,GIN,CZE,20
2006,GIN,DEU,150
2006,GIN,DNK,5
2006,GIN,ESP,23
2006,GIN,FIN,5
2006,GIN,FRA,1898
2006,GIN,GBR,194
2006,GIN,GRC,29
2006,GIN,HKG,11
2006,GIN,HUN,5
2006,GIN,IRL,61
2006,GIN,ISR,151
2006,GIN,ITA,70
2006,GIN,LUX,9
2006,GIN,MAR,6
2006,GIN,MRT,6
2006,GIN,NGA,5
2006,GIN,NLD,116
2006,GIN,NOR,46
2006,GIN,POL,5
2006,GIN,PRT,6
2006,GIN,ROU,5
2006,GIN,SEN,10
2006,GIN,SWE,20
2006,GIN,TUR,5
2006,GIN,UGA,5
2006,GIN,UKR,10
2006,GIN,USA,496
2006,GIN,ZAF,5
2006,GMB,AUT,72
2006,GMB,BEL,7
2006,GMB,CAN,11
2006,GMB,CHE,16
2006,GMB,DEU,83
2006,GMB,DNK,6
2006,GMB,ECU,5
2006,GMB,ESP,34
2006,GMB,FIN,17
2006,GMB,FRA,18
2006,GMB,GBR,137
2006,GMB,GRC,5
2006,GMB,IRL,5
2006,GMB,ITA,49
2006,GMB,MAR,9
2006,GMB,NLD,10
2006,GMB,NOR,10
2006,GMB,POL,5
2006,GMB,SEN,13
2006,GMB,SWE,16
2006,GMB,USA,200
2006,GMB,VEN,7
2006,GMB,ZAF,7
2006,GNB,AGO,10
2006,GNB,AUT,22
2006,GNB,BEL,10
2006,GNB,BRA,13
2006,GNB,CHE,35
2006,GNB,CMR,35
2006,GNB,COL,5
2006,GNB,DEU,15
2006,GNB,ESP,24
2006,GNB,FRA,95
2006,GNB,GBR,8
2006,GNB,ISR,6
2006,GNB,ITA,5
2006,GNB,LUX,5
2006,GNB,NLD,5
2006,GNB,NOR,5
2006,GNB,PRT,5
2006,GNQ,BEL,5
2006,GNQ,CIV,6
2006,GNQ,CMR,9
2006,GNQ,ESP,35
2006,GNQ,GAB,5
2006,GRC,CAN,5
2006,GRC,USA,5
2006,GRD,CAN,52
2006,GRD,GBR,6
2006,GTM,CAN,165
2006,GTM,ESP,14
2006,GTM,MEX,20
2006,GTM,SWE,7
2006,GTM,USA,1515
2006,GUY,CAN,276
2006,GUY,IRL,11
2006,GUY,USA,121
2006,HKG,AUS,18
2006,HKG,CAN,11
2006,HKG,GBR,5
2006,HND,CAN,176
2006,HND,ESP,5
2006,HND,GTM,12
2006,HND,MEX,39
2006,HND,SWE,7
2006,HND,USA,986
2006,HRV,AUS,7
2006,HRV,AUT,6
2006,HRV,BEL,24
2006,HRV,BIH,5
2006,HRV,CAN,11
2006,HRV,CHE,6
2006,HRV,DEU,34
2006,HRV,DNK,5
2006,HRV,FIN,10
2006,HRV,FRA,13
2006,HRV,GBR,12
2006,HRV,IRL,36
2006,HRV,NLD,26
2006,HRV,NOR,24
2006,HRV,SWE,50
2006,HRV,USA,10
2006,HTI,ARG,9
2006,HTI,BEL,5
2006,HTI,CAN,759
2006,HTI,CHE,5
2006,HTI,CHL,5
2006,HTI,ECU,5
2006,HTI,ESP,5
2006,HTI,FRA,5191
2006,HTI,MEX,17
2006,HTI,PAN,5
2006,HTI,PER,5
2006,HTI,USA,5135
2006,HTI,VEN,5
2006,HTI,ZAF,5
2006,HUN,BEL,27
2006,HUN,CAN,48
2006,HUN,DEU,13
2006,HUN,NLD,6
2006,HUN,NOR,10
2006,HUN,NZL,10
2006,HUN,SVN,5
2006,HUN,SWE,399
2006,HUN,USA,5
2006,IDN,AUS,477
2006,IDN,CAN,71
2006,IDN,CYP,5
2006,IDN,GBR,5
2006,IDN,GRC,8
2006,IDN,HKG,23
2006,IDN,MYS,756
2006,IDN,NLD,30
2006,IDN,USA,960
2006,IND,ARG,5
2006,IND,AUS,668
2006,IND,AUT,479
2006,IND,AZE,5
2006,IND,BEL,84
2006,IND,BGR,5
2006,IND,CAN,764
2006,IND,CHE,35
2006,IND,CYP,364
2006,IND,CZE,95
2006,IND,DEU,629
2006,IND,DNK,83
2006,IND,ECU,5
2006,IND,ESP,43
2006,IND,FIN,34
2006,IND,FRA,143
2006,IND,GBR,717
2006,IND,GRC,162
2006,IND,HKG,613
2006,IND,HUN,19
2006,IND,IRL,24
2006,IND,ISR,5
2006,IND,ITA,97
2006,IND,LKA,8
2006,IND,MEX,5
2006,IND,MYS,9
2006,IND,NLD,90
2006,IND,NOR,49
2006,IND,NZL,34
2006,IND,POL,31
2006,IND,SVK,727
2006,IND,SWE,143
2006,IND,THA,14
2006,IND,UKR,632
2006,IND,USA,602
2006,IND,ZAF,1175
2006,IRL,CAN,5
2006,IRN,AFG,9
2006,IRN,ARE,29
2006,IRN,ARM,7
2006,IRN,AUS,97
2006,IRN,AUT,274
2006,IRN,AZE,90
2006,IRN,BEL,783
2006,IRN,BGR,31
2006,IRN,CAN,246
2006,IRN,CHE,302
2006,IRN,CYP,634
2006,IRN,DEU,1399
2006,IRN,DNK,89
2006,IRN,ESP,20
2006,IRN,FIN,91
2006,IRN,FRA,149
2006,IRN,GBR,2683
2006,IRN,GEO,7
2006,IRN,GRC,528
2006,IRN,HUN,20
2006,IRN,IDN,7
2006,IRN,IND,61
2006,IRN,IRL,349
2006,IRN,IRQ,92
2006,IRN,ITA,50
2006,IRN,JOR,5
2006,IRN,JPN,27
2006,IRN,KGZ,15
2006,IRN,KOR,5
2006,IRN,KWT,33
2006,IRN,LBN,10
2006,IRN,LUX,31
2006,IRN,MYS,19
2006,IRN,NLD,921
2006,IRN,NOR,721
2006,IRN,NPL,5
2006,IRN,NZL,63
2006,IRN,PAK,53
2006,IRN,PHL,5
2006,IRN,ROU,21
2006,IRN,SVK,5
2006,IRN,SVN,5
2006,IRN,SWE,494
2006,IRN,SYR,374
2006,IRN,THA,27
2006,IRN,TUR,2619
2006,IRN,UKR,42
2006,IRN,USA,400
2006,IRN,VEN,5
2006,IRQ,ARE,18
2006,IRQ,ARM,255
2006,IRQ,AUS,194
2006,IRQ,AUT,380
2006,IRQ,AZE,28
2006,IRQ,BEL,1051
2006,IRQ,BGR,71
2006,IRQ,BLR,9
2006,IRQ,BRA,21
2006,IRQ,CAN,179
2006,IRQ,CHE,816
2006,IRQ,CYP,144
2006,IRQ,CZE,92
2006,IRQ,DEU,2585
2006,IRQ,DNK,507
2006,IRQ,DZA,5
2006,IRQ,EGY,2870
2006,IRQ,ESP,42
2006,IRQ,FIN,225
2006,IRQ,FRA,153
2006,IRQ,GBR,1316
2006,IRQ,GRC,1415
2006,IRQ,HRV,5
2006,IRQ,HUN,68
2006,IRQ,IDN,17
2006,IRQ,IND,20
2006,IRQ,IRL,269
2006,IRQ,IRN,487
2006,IRQ,ITA,87
2006,IRQ,JOR,4689
2006,IRQ,KAZ,5
2006,IRQ,KWT,272
2006,IRQ,LBN,1606
2006,IRQ,LBY,360
2006,IRQ,LKA,7
2006,IRQ,LUX,16
2006,IRQ,MAR,32
2006,IRQ,MEX,21
2006,IRQ,MLT,13
2006,IRQ,MRT,5
2006,IRQ,MYS,75
2006,IRQ,NLD,2766
2006,IRQ,NOR,1733
2006,IRQ,NZL,41
2006,IRQ,PAK,10
2006,IRQ,POL,44
2006,IRQ,ROU,77
2006,IRQ,RUS,13
2006,IRQ,SVK,206
2006,IRQ,SVN,6
2006,IRQ,SWE,8951
2006,IRQ,THA,5
2006,IRQ,TUR,722
2006,IRQ,UKR,175
2006,IRQ,USA,511
2006,IRQ,YEM,478
2006,ISR,ARM,60
2006,ISR,AUS,34
2006,ISR,AUT,15
2006,ISR,BEL,40
2006,ISR,BLR,5
2006,ISR,CAN,507
2006,ISR,CHE,11
2006,ISR,DEU,68
2006,ISR,DNK,5
2006,ISR,ESP,7
2006,ISR,FIN,6
2006,ISR,GBR,21
2006,ISR,IRL,84
2006,ISR,NLD,5
2006,ISR,NOR,25
2006,ISR,NZL,10
2006,ISR,PRT,9
2006,ISR,SWE,28
2006,ISR,USA,43
2006,ITA,AUS,5
2006,ITA,CAN,11
2006,ITA,SWE,5
2006,ITA,USA,15
2006,JAM,CAN,154
2006,JAM,CHE,5
2006,JAM,GBR,244
2006,JAM,IRL,5
2006,JAM,NLD,5
2006,JAM,USA,143
2006,JOR,AUS,12
2006,JOR,AUT,5
2006,JOR,AZE,6
2006,JOR,BEL,13
2006,JOR,CAN,79
2006,JOR,CYP,70
2006,JOR,DEU,51
2006,JOR,FIN,7
2006,JOR,GBR,20
2006,JOR,ITA,5
2006,JOR,MDA,6
2006,JOR,NOR,17
2006,JOR,NZL,5
2006,JOR,ROU,13
2006,JOR,SWE,37
2006,JOR,SYR,14
2006,JOR,TUR,5
2006,JOR,UKR,5
2006,JOR,USA,100
2006,JOR,ZAF,5
2006,JPN,AUS,5
2006,JPN,CAN,6
2006,JPN,USA,5
2006,KAZ,AUT,20
2006,KAZ,BEL,28
2006,KAZ,CAN,18
2006,KAZ,CHE,7
2006,KAZ,CYP,12
2006,KAZ,CZE,278
2006,KAZ,DEU,18
2006,KAZ,DNK,5
2006,KAZ,ESP,8
2006,KAZ,FIN,8
2006,KAZ,FRA,88
2006,KAZ,GBR,8
2006,KAZ,IRL,16
2006,KAZ,LIE,6
2006,KAZ,NLD,57
2006,KAZ,NOR,25
2006,KAZ,POL,37
2006,KAZ,RUS,5
2006,KAZ,SVK,5
2006,KAZ,SVN,12
2006,KAZ,SWE,57
2006,KAZ,TUR,5
2006,KAZ,UKR,10
2006,KAZ,USA,51
2006,KEN,AUS,14
2006,KEN,AUT,6
2006,KEN,BEL,33
2006,KEN,CAN,104
2006,KEN,CHE,10
2006,KEN,CYP,10
2006,KEN,DEU,65
2006,KEN,DNK,5
2006,KEN,FRA,13
2006,KEN,GBR,119
2006,KEN,GRC,5
2006,KEN,HUN,5
2006,KEN,IRL,88
2006,KEN,ISR,5
2006,KEN,KOR,7
2006,KEN,MAR,5
2006,KEN,NLD,8
2006,KEN,NOR,22
2006,KEN,POL,5
2006,KEN,SWE,22
2006,KEN,SYR,6
2006,KEN,UGA,23
2006,KEN,USA,182
2006,KEN,ZAF,544
2006,KGZ,AUS,13
2006,KGZ,AUT,82
2006,KGZ,BEL,46
2006,KGZ,CAN,7
2006,KGZ,CHE,5
2006,KGZ,CZE,137
2006,KGZ,DEU,15
2006,KGZ,FIN,17
2006,KGZ,FRA,38
2006,KGZ,GBR,10
2006,KGZ,IRL,5
2006,KGZ,KAZ,7
2006,KGZ,KOR,5
2006,KGZ,LIE,5
2006,KGZ,NLD,20
2006,KGZ,NOR,35
2006,KGZ,NZL,10
2006,KGZ,POL,84
2006,KGZ,SWE,49
2006,KGZ,UKR,17
2006,KGZ,USA,23
2006,KHM,AUS,20
2006,KHM,CAN,32
2006,KHM,CHE,13
2006,KHM,DEU,17
2006,KHM,FRA,50
2006,KHM,MYS,18
2006,KHM,THA,136
2006,KHM,USA,48
2006,KNA,CAN,5
2006,KOR,AUS,150
2006,KOR,CAN,184
2006,KOR,NOR,5
2006,KOR,SWE,5
2006,KOR,USA,33
2006,KWT,CAN,7
2006,KWT,DEU,5
2006,KWT,GBR,209
2006,KWT,IRL,89
2006,KWT,NLD,5
2006,KWT,SWE,5
2006,KWT,USA,12
2006,KWT,ZAF,49
2006,LAO,CAN,5
2006,LAO,CHE,6
2006,LAO,FRA,16
2006,LAO,THA,248
2006,LAO,USA,61
2006,LBN,ARM,282
2006,LBN,AUS,108
2006,LBN,AUT,53
2006,LBN,BEL,196
2006,LBN,BGR,13
2006,LBN,BRA,356
2006,LBN,CAN,363
2006,LBN,CHE,65
2006,LBN,CYP,97
2006,LBN,DEU,722
2006,LBN,DNK,24
2006,LBN,ESP,12
2006,LBN,FIN,9
2006,LBN,FRA,49
2006,LBN,GBR,237
2006,LBN,GRC,36
2006,LBN,IRL,28
2006,LBN,ISR,5
2006,LBN,ITA,48
2006,LBN,JOR,6
2006,LBN,MDA,7
2006,LBN,MYS,5
2006,LBN,NLD,73
2006,LBN,NOR,92
2006,LBN,ROU,7
2006,LBN,SVK,5
2006,LBN,SWE,679
2006,LBN,SYR,5
2006,LBN,UKR,18
2006,LBN,USA,115
2006,LBR,AGO,57
2006,LBR,AUS,5
2006,LBR,AUT,28
2006,LBR,BEL,111
2006,LBR,BFA,23
2006,LBR,BGD,6
2006,LBR,CAN,29
2006,LBR,CHE,28
2006,LBR,CHN,5
2006,LBR,CIV,6
2006,LBR,CMR,20
2006,LBR,COG,18
2006,LBR,DEU,30
2006,LBR,DNK,11
2006,LBR,DZA,25
2006,LBR,ECU,5
2006,LBR,EGY,15
2006,LBR,ESP,31
2006,LBR,FRA,34
2006,LBR,GBR,60
2006,LBR,GIN,231
2006,LBR,GNB,17
2006,LBR,GRC,7
2006,LBR,HKG,8
2006,LBR,HUN,7
2006,LBR,IRL,71
2006,LBR,ISR,36
2006,LBR,ITA,70
2006,LBR,KOR,6
2006,LBR,LBY,26
2006,LBR,LKA,6
2006,LBR,LUX,5
2006,LBR,MAR,29
2006,LBR,MEX,5
2006,LBR,MLT,12
2006,LBR,MRT,104
2006,LBR,MYS,55
2006,LBR,NGA,162
2006,LBR,NLD,81
2006,LBR,NOR,39
2006,LBR,NPL,9
2006,LBR,PHL,5
2006,LBR,POL,10
2006,LBR,PRT,5
2006,LBR,ROU,5
2006,LBR,SEN,21
2006,LBR,SWE,12
2006,LBR,SYR,5
2006,LBR,TCD,7
2006,LBR,THA,5
2006,LBR,TUN,26
2006,LBR,TUR,12
2006,LBR,UKR,5
2006,LBR,USA,177
2006,LBR,ZAF,73
2006,LBY,AUT,9
2006,LBY,BEL,32
2006,LBY,CAN,33
2006,LBY,CHE,43
2006,LBY,DEU,42
2006,LBY,DNK,11
2006,LBY,FIN,16
2006,LBY,FRA,16
2006,LBY,GBR,128
2006,LBY,HUN,5
2006,LBY,IRL,14
2006,LBY,MLT,5
2006,LBY,NLD,34
2006,LBY,NOR,30
2006,LBY,SWE,318
2006,LCA,CAN,165
2006,LKA,AUS,447
2006,LKA,AUT,46
2006,LKA,BEL,79
2006,LKA,CAN,907
2006,LKA,CHE,328
2006,LKA,CHN,17
2006,LKA,CYP,633
2006,LKA,CZE,35
2006,LKA,DEU,314
2006,LKA,DNK,31
2006,LKA,ESP,8
2006,LKA,FIN,32
2006,LKA,FRA,6148
2006,LKA,GBR,619
2006,LKA,GRC,118
2006,LKA,HKG,447
2006,LKA,IDN,166
2006,LKA,IRL,10
2006,LKA,ISR,7
2006,LKA,ITA,32
2006,LKA,JPN,27
2006,LKA,KEN,5
2006,LKA,KHM,5
2006,LKA,KOR,27
2006,LKA,MEX,8
2006,LKA,MYS,186
2006,LKA,NLD,147
2006,LKA,NOR,195
2006,LKA,NZL,52
2006,LKA,PAK,5
2006,LKA,POL,5
2006,LKA,SEN,8
2006,LKA,SGP,6
2006,LKA,SLV,5
2006,LKA,SVK,10
2006,LKA,SWE,20
2006,LKA,SYR,5
2006,LKA,THA,119
2006,LKA,TUR,61
2006,LKA,UKR,34
2006,LKA,USA,178
2006,LKA,ZAF,5
2006,LSO,ZAF,5
2006,LTU,AUS,5
2006,LTU,BEL,5
2006,LTU,CAN,6
2006,LTU,CZE,5
2006,LTU,DEU,5
2006,LTU,FIN,5
2006,LTU,GBR,5
2006,LTU,NLD,5
2006,LTU,POL,10
2006,LTU,SWE,5
2006,LTU,USA,61
2006,LVA,AUS,12
2006,LVA,BEL,24
2006,LVA,BLR,5
2006,LVA,CAN,5
2006,LVA,CHE,7
2006,LVA,DEU,10
2006,LVA,DNK,5
2006,LVA,NOR,5
2006,LVA,SWE,7
2006,LVA,USA,18
2006,MAR,AUS,13
2006,MAR,AUT,77
2006,MAR,BEL,33
2006,MAR,CAN,38
2006,MAR,CHE,39
2006,MAR,CYP,11
2006,MAR,CZE,6
2006,MAR,DEU,207
2006,MAR,DNK,14
2006,MAR,DZA,6
2006,MAR,EGY,5
2006,MAR,ESP,281
2006,MAR,FRA,42
2006,MAR,GBR,33
2006,MAR,GRC,7
2006,MAR,HUN,5
2006,MAR,IRL,23
2006,MAR,ITA,354
2006,MAR,LUX,5
2006,MAR,MLT,5
2006,MAR,NLD,20
2006,MAR,NOR,39
2006,MAR,SWE,52
2006,MAR,TUR,13
2006,MAR,USA,33
2006,MDA,AUT,902
2006,MDA,BEL,32
2006,MDA,CAN,23
2006,MDA,CHE,44
2006,MDA,CYP,74
2006,MDA,CZE,61
2006,MDA,DEU,66
2006,MDA,DNK,5
2006,MDA,ESP,5
2006,MDA,FIN,10
2006,MDA,FRA,1050
2006,MDA,GBR,45
2006,MDA,GRC,62
2006,MDA,HRV,5
2006,MDA,HUN,42
2006,MDA,IRL,160
2006,MDA,ITA,53
2006,MDA,NLD,9
2006,MDA,NOR,13
2006,MDA,POL,20
2006,MDA,ROU,10
2006,MDA,RUS,6
2006,MDA,SRB,5
2006,MDA,SVK,385
2006,MDA,SVN,13
2006,MDA,SWE,140
2006,MDA,UKR,23
2006,MDA,USA,72
2006,MDG,BEL,10
2006,MDG,CHE,5
2006,MDG,FRA,119
2006,MDG,POL,5
2006,MEX,CAN,4948
2006,MEX,ESP,7
