year,origin_iso3,dest_iso3,value
2000,COD,FIN,27
2000,COD,FRA,3355
2000,COD,GAB,332
2000,COD,GBR,1030
2000,COD,GHA,5
2000,COD,GIN,20
2000,COD,GRC,13
2000,COD,HKG,5
2000,COD,HUN,5
2000,COD,IRL,358
2000,COD,ITA,71
2000,COD,JOR,5
2000,COD,KEN,642
2000,COD,KOR,16
2000,COD,LBY,100
2000,COD,LUX,9
2000,COD,MLI,28
2000,COD,MOZ,710
2000,COD,MRT,16
2000,COD,MWI,267
2000,COD,MYS,5
2000,COD,NAM,474
2000,COD,NER,96
2000,COD,NLD,539
2000,COD,NOR,8
2000,COD,POL,5
2000,COD,PRT,12
2000,COD,ROU,5
2000,COD,RUS,5
2000,COD,RWA,242
2000,COD,SEN,60
2000,COD,SWE,66
2000,COD,TCD,115
2000,COD,UGA,1389
2000,COD,USA,324
2000,COD,ZAF,241
2000,COD,ZMB,222
2000,COD,ZWE,1047
2000,COG,AGO,10
2000,COG,ARG,10
2000,COG,AUS,5
2000,COG,AUT,18
2000,COG,BEL,65
2000,COG,BEN,440
2000,COG,BFA,5
2000,COG,CAF,5
2000,COG,CAN,105
2000,COG,CHE,42
2000,COG,CHN,10
2000,COG,CIV,114
2000,COG,CMR,155
2000,COG,COD,80
2000,COG,CUB,5
2000,COG,CZE,6
2000,COG,DEU,64
2000,COG,DZA,10
2000,COG,EGY,12
2000,COG,ESP,38
2000,COG,FIN,5
2000,COG,FRA,1854
2000,COG,GHA,5
2000,COG,IRL,25
2000,COG,ISR,6
2000,COG,ITA,114
2000,COG,MLI,5
2000,COG,MRT,8
2000,COG,NAM,32
2000,COG,NER,7
2000,COG,NGA,66
2000,COG,NLD,575
2000,COG,NOR,7
2000,COG,POL,6
2000,COG,SEN,41
2000,COG,SWE,5
2000,COG,TCD,22
2000,COG,TGO,5
2000,COG,TUR,5
2000,COG,UKR,23
2000,COG,USA,670
2000,COG,ZAF,23
2000,COL,ARG,17
2000,COL,AUS,174
2000,COL,AUT,36
2000,COL,BEL,134
2000,COL,BRA,26
2000,COL,CAN,1063
2000,COL,CHE,57
2000,COL,CHL,22
2000,COL,CRI,1456
2000,COL,DEU,181
2000,COL,DNK,5
2000,COL,ECU,1594
2000,COL,ESP,1361
2000,COL,FRA,104
2000,COL,GBR,505
2000,COL,GTM,10
2000,COL,ITA,49
2000,COL,MEX,20
2000,COL,NLD,24
2000,COL,NOR,8
2000,COL,PAN,196
2000,COL,PER,5
2000,COL,SWE,57
2000,COL,URY,5
2000,COL,USA,4073
2000,COL,VEN,95
2000,COM,AGO,5
2000,COM,FRA,16
2000,COM,NLD,5
2000,COM,ZAF,17
2000,CPV,FRA,5
2000,CPV,USA,16
2000,CRI,CAN,278
2000,CRI,USA,10
2000,CUB,ARG,41
2000,CUB,AUS,5
2000,CUB,AUT,5
2000,CUB,BHS,328
2000,CUB,BRA,5
2000,CUB,CAN,212
2000,CUB,CHE,14
2000,CUB,CHL,9
2000,CUB,COL,5
2000,CUB,CRI,122
2000,CUB,CYP,5
2000,CUB,CZE,11
2000,CUB,DEU,82
2000,CUB,DNK,5
2000,CUB,ECU,6
2000,CUB,ESP,801
2000,CUB,FIN,7
2000,CUB,FRA,27
2000,CUB,HND,17
2000,CUB,IRL,5
2000,CUB,ITA,11
2000,CUB,JAM,15
2000,CUB,MEX,24
2000,CUB,MOZ,14
2000,CUB,NIC,5
2000,CUB,NLD,20
2000,CUB,PER,8
2000,CUB,POL,6
2000,CUB,PRY,5
2000,CUB,SWE,20
2000,CUB,USA,1730
2000,CYP,AUS,11
2000,CZE,AUS,5
2000,CZE,AUT,19
2000,CZE,BEL,483
2000,CZE,CAN,62
2000,CZE,CHE,15
2000,CZE,DEU,100
2000,CZE,DNK,41
2000,CZE,ESP,26
2000,CZE,FIN,178
2000,CZE,FRA,10
2000,CZE,GBR,1200
2000,CZE,IRL,403
2000,CZE,NLD,189
2000,CZE,NOR,25
2000,CZE,SWE,25
2000,CZE,USA,7
2000,DEU,AUS,7
2000,DEU,CAN,13
2000,DEU,NLD,10
2000,DEU,USA,27
2000,DJI,BEL,213
2000,DJI,CAN,130
2000,DJI,EGY,22
2000,DJI,ETH,57
2000,DJI,FRA,19
2000,DJI,USA,5
2000,DMA,CAN,17
2000,DMA,USA,6
2000,DNK,AUS,5
2000,DNK,CAN,5
2000,DOM,AUT,5
2000,DOM,CAN,33
2000,DOM,USA,43
2000,DZA,ARE,5
2000,DZA,AUS,62
2000,DZA,AUT,84
2000,DZA,AZE,5
2000,DZA,BEL,807
2000,DZA,BGR,13
2000,DZA,CAN,426
2000,DZA,CHE,477
2000,DZA,CZE,137
2000,DZA,DEU,1837
2000,DZA,DNK,22
2000,DZA,ESP,326
2000,DZA,FIN,18
2000,DZA,FRA,2951
2000,DZA,GBR,1635
2000,DZA,GRC,24
2000,DZA,HUN,95
2000,DZA,IRL,296
2000,DZA,ITA,24
2000,DZA,JOR,5
2000,DZA,KAZ,5
2000,DZA,LBN,33
2000,DZA,LUX,9
2000,DZA,MEX,5
2000,DZA,MLT,5
2000,DZA,NLD,422
2000,DZA,NOR,72
2000,DZA,PAK,5
2000,DZA,POL,15
2000,DZA,ROU,8
2000,DZA,SVK,5
2000,DZA,SVN,172
2000,DZA,SWE,77
2000,DZA,SYR,9
2000,DZA,TUN,20
2000,DZA,TUR,5
2000,DZA,USA,157
2000,DZA,ZAF,23
2000,ECU,AUS,27
2000,ECU,BEL,101
2000,ECU,BRA,5
2000,ECU,CAN,95
2000,ECU,DEU,29
2000,ECU,DNK,11
2000,ECU,ESP,46
2000,ECU,FRA,51
2000,ECU,GBR,445
2000,ECU,ITA,19
2000,ECU,NLD,5
2000,ECU,SWE,135
2000,ECU,USA,102
2000,EGY,AUS,152
2000,EGY,AUT,13
2000,EGY,BEL,14
2000,EGY,CAN,118
2000,EGY,CHE,9
2000,EGY,CYP,5
2000,EGY,DEU,159
2000,EGY,DNK,11
2000,EGY,FIN,6
2000,EGY,FRA,10
2000,EGY,HUN,20
2000,EGY,IRL,9
2000,EGY,ITA,7
2000,EGY,JOR,69
2000,EGY,NLD,30
2000,EGY,NOR,8
2000,EGY,PAK,5
2000,EGY,ROU,13
2000,EGY,SWE,62
2000,EGY,USA,1001
2000,EGY,YEM,11
2000,EGY,ZAF,8
2000,ERI,AUS,10
2000,ERI,AUT,8
2000,ERI,BEL,28
2000,ERI,CAN,97
2000,ERI,CHE,82
2000,ERI,CUB,5
2000,ERI,DEU,279
2000,ERI,DNK,9
2000,ERI,EGY,211
2000,ERI,ESP,5
2000,ERI,FRA,11
2000,ERI,GRC,6
2000,ERI,HKG,5
2000,ERI,HUN,8
2000,ERI,IND,5
2000,ERI,ISR,30
2000,ERI,ITA,33
2000,ERI,JOR,14
2000,ERI,KEN,694
2000,ERI,NLD,260
2000,ERI,NOR,51
2000,ERI,ROU,5
2000,ERI,SDN,121
2000,ERI,SWE,127
2000,ERI,SYR,5
2000,ERI,UGA,12
2000,ERI,USA,399
2000,ERI,YEM,247
2000,ERI,ZAF,71
2000,ERI,ZWE,8
2000,ESH,CHE,5
2000,ESH,GRC,5
2000,ESP,CAN,12
2000,EST,AUS,8
2000,EST,BEL,20
2000,EST,CAN,22
2000,EST,DEU,27
2000,EST,DNK,8
2000,EST,ESP,5
2000,EST,FIN,5
2000,EST,IRL,30
2000,EST,NOR,17
2000,EST,SWE,16
2000,EST,USA,39
2000,ETH,AUS,49
2000,ETH,AUT,16
2000,ETH,BEL,75
2000,ETH,BEN,5
2000,ETH,BLR,5
2000,ETH,BLZ,5
2000,ETH,BWA,13
2000,ETH,CAN,159
2000,ETH,CHE,269
2000,ETH,CUB,27
2000,ETH,CZE,5
2000,ETH,DEU,466
2000,ETH,DNK,26
2000,ETH,EGY,547
2000,ETH,ESP,45
2000,ETH,FIN,7
2000,ETH,FRA,42
2000,ETH,GBR,415
2000,ETH,GRC,17
2000,ETH,HUN,21
2000,ETH,IND,8
2000,ETH,IRL,12
2000,ETH,ISR,80
2000,ETH,ITA,68
2000,ETH,JOR,9
2000,ETH,JPN,6
2000,ETH,KEN,5597
2000,ETH,LBN,103
2000,ETH,LUX,5
2000,ETH,MOZ,10
2000,ETH,NLD,256
2000,ETH,NOR,96
2000,ETH,PAK,5
2000,ETH,PHL,5
2000,ETH,POL,5
2000,ETH,RUS,5
2000,ETH,SAU,25
2000,ETH,SDN,3203
2000,ETH,SOM,5
2000,ETH,SVK,5
2000,ETH,SWE,62
2000,ETH,TUR,12
2000,ETH,UGA,85
2000,ETH,UKR,5
2000,ETH,USA,2097
2000,ETH,YEM,274
2000,ETH,ZAF,306
2000,ETH,ZWE,32
2000,FIN,AUS,6
2000,FJI,AUS,983
2000,FJI,CAN,252
2000,FJI,USA,407
2000,FRA,CAN,11
2000,FRA,CHE,5
2000,FRA,NLD,8
2000,FRA,USA,14
2000,GAB,AUT,5
2000,GAB,BEL,6
2000,GAB,CAN,8
2000,GAB,DEU,16
2000,GAB,FRA,17
2000,GAB,USA,5
2000,GBR,AUS,18
2000,GBR,CAN,6
2000,GBR,IRL,5
2000,GBR,NLD,5
2000,GBR,USA,45
2000,GEO,AUS,27
2000,GEO,AUT,34
2000,GEO,BEL,1227
2000,GEO,BGR,6
2000,GEO,BLR,33
2000,GEO,CAN,114
2000,GEO,CHE,179
2000,GEO,CZE,110
2000,GEO,DEU,1079
2000,GEO,DNK,149
2000,GEO,ESP,170
2000,GEO,FRA,547
2000,GEO,HUN,27
2000,GEO,IRL,55
2000,GEO,ITA,17
2000,GEO,NLD,291
2000,GEO,NOR,70
2000,GEO,POL,71
2000,GEO,RUS,30
2000,GEO,SWE,59
2000,GEO,UKR,81
2000,GEO,USA,406
2000,GHA,ARG,5
2000,GHA,AUS,38
2000,GHA,AUT,51
2000,GHA,BEL,13
2000,GHA,CAN,179
2000,GHA,CHE,5
2000,GHA,CIV,5
2000,GHA,CZE,14
2000,GHA,DEU,386
2000,GHA,DNK,7
2000,GHA,ESP,54
2000,GHA,FIN,8
2000,GHA,FRA,134
2000,GHA,GAB,5
2000,GHA,GBR,285
2000,GHA,GIN,6
2000,GHA,GRC,5
2000,GHA,HUN,22
2000,GHA,IRL,106
2000,GHA,ITA,8
2000,GHA,NIC,5
2000,GHA,NLD,33
2000,GHA,PRT,5
2000,GHA,ROU,5
2000,GHA,SVN,14
2000,GHA,SWE,8
2000,GHA,UKR,5
2000,GHA,USA,177
2000,GHA,ZAF,73
2000,GIN,AUS,5
2000,GIN,BEL,488
2000,GIN,BEN,15
2000,GIN,BLR,5
2000,GIN,CAN,283
2000,GIN,CHE,455
2000,GIN,CIV,6
2000,GIN,DEU,318
2000,GIN,DZA,11
2000,GIN,ESP,23
2000,GIN,FRA,599
2000,GIN,IRL,5
2000,GIN,ITA,5
2000,GIN,MRT,10
2000,GIN,NLD,1394
2000,GIN,PAK,5
2000,GIN,PRT,8
2000,GIN,ROU,5
2000,GIN,SEN,5
2000,GIN,SWE,7
2000,GIN,USA,436
2000,GMB,AUT,118
2000,GMB,BEL,9
2000,GMB,CAN,5
2000,GMB,CHE,11
2000,GMB,DEU,36
2000,GMB,DNK,25
2000,GMB,FRA,25
2000,GMB,GBR,50
2000,GMB,GRC,5
2000,GMB,IRL,5
2000,GMB,ITA,15
2000,GMB,NLD,5
2000,GMB,SEN,21
2000,GMB,SWE,17
2000,GMB,USA,118
2000,GNB,AUT,6
2000,GNB,BEL,5
2000,GNB,BEN,6
2000,GNB,BRA,14
2000,GNB,CAN,5
2000,GNB,CHE,116
2000,GNB,DEU,20
2000,GNB,ESP,16
2000,GNB,FRA,142
2000,GNB,GRC,16
2000,GNB,ITA,5
2000,GNB,NLD,19
2000,GNB,PRT,5
2000,GNB,SEN,42
2000,GNB,USA,15
2000,GNQ,AUT,25
2000,GNQ,CAN,5
2000,GNQ,ESP,71
2000,GNQ,FRA,6
2000,GRC,AUS,8
2000,GRC,CAN,14
2000,GRC,SWE,5
2000,GRC,USA,7
2000,GRC,YEM,5
2000,GRD,CAN,110
2000,GRD,USA,5
2000,GTM,BEL,5
2000,GTM,CAN,197
2000,GTM,DNK,5
2000,GTM,ESP,5
2000,GTM,MEX,22
2000,GTM,USA,3446
2000,GUY,CAN,165
2000,GUY,USA,58
2000,HKG,AUS,15
2000,HND,CAN,180
2000,HND,ESP,5
2000,HND,SWE,9
2000,HND,USA,616
2000,HRV,AUS,19
2000,HRV,AUT,26
2000,HRV,BEL,25
2000,HRV,CAN,24
2000,HRV,CHE,31
2000,HRV,DEU,184
2000,HRV,DNK,16
2000,HRV,ESP,5
2000,HRV,FRA,23
2000,HRV,HUN,6
2000,HRV,IRL,56
2000,HRV,ITA,6
2000,HRV,NLD,132
2000,HRV,NOR,16
2000,HRV,SVN,8
2000,HRV,SWE,86
2000,HRV,USA,68
2000,HTI,ARG,7
2000,HTI,BHS,8
2000,HTI,CAN,354
2000,HTI,DEU,5
2000,HTI,DOM,41
2000,HTI,FRA,3076
2000,HTI,USA,9279
2000,HUN,AUS,10
2000,HUN,AUT,18
2000,HUN,BEL,5
2000,HUN,CAN,1936
2000,HUN,DEU,52
2000,HUN,FRA,33
2000,HUN,IRL,6
2000,HUN,NLD,36
2000,HUN,NOR,5
2000,HUN,SWE,10
2000,HUN,USA,12
2000,IDN,AUS,1463
2000,IDN,CAN,28
2000,IDN,DEU,9
2000,IDN,MYS,87
2000,IDN,NLD,33
2000,IDN,USA,1567
2000,IND,ARG,10
2000,IND,AUS,1431
2000,IND,AUT,2441
2000,IND,BEL,442
2000,IND,BLR,5
2000,IND,CAN,1360
2000,IND,CHE,135
2000,IND,CZE,668
2000,IND,DEU,2203
2000,IND,DNK,100
2000,IND,ESP,59
2000,IND,FIN,6
2000,IND,FRA,933
2000,IND,GBR,2120
2000,IND,GRC,27
2000,IND,HUN,235
2000,IND,IRL,21
2000,IND,ITA,5
2000,IND,NLD,70
2000,IND,NOR,16
2000,IND,POL,13
2000,IND,ROU,40
2000,IND,SVK,380
2000,IND,SVN,70
2000,IND,SWE,44
2000,IND,UKR,8
2000,IND,USA,2825
2000,IND,ZAF,397
2000,IRN,AFG,5
2000,IRN,ARE,10
2000,IRN,AUS,849
2000,IRN,AUT,2559
2000,IRN,AZE,90
2000,IRN,BEL,3183
2000,IRN,BGR,47
2000,IRN,BIH,203
2000,IRN,BRA,5
2000,IRN,CAN,767
2000,IRN,CHE,728
2000,IRN,COL,5
2000,IRN,CUB,29
2000,IRN,CYP,214
2000,IRN,CZE,72
2000,IRN,DEU,5797
2000,IRN,DNK,389
2000,IRN,ECU,7
2000,IRN,ESP,79
2000,IRN,FIN,50
2000,IRN,FRA,344
2000,IRN,GBR,5610
2000,IRN,GRC,135
2000,IRN,HRV,6
2000,IRN,HUN,55
2000,IRN,IDN,136
2000,IRN,IND,32
2000,IRN,IRL,24
2000,IRN,IRQ,1149
2000,IRN,ITA,182
2000,IRN,JPN,17
2000,IRN,LUX,12
2000,IRN,MEX,21
2000,IRN,MYS,19
2000,IRN,NLD,2543
2000,IRN,NOR,327
2000,IRN,PAK,500
2000,IRN,PRT,5
2000,IRN,ROU,34
2000,IRN,SGP,5
